maprojid,commit_ccnonexempt,adopt_nccother,typecategory,totalplannedcommit,adopt_nccfederal,maxdate,commit_noncitycost,commit_total,allocate_nccstate,commit_citycost,spent_total,commit_nccstate,magencyname,allocate_ccnonexempt,nccstate,magencyacro
850HBPED800Q,12637220.9,1104000.0,Fixed Asset,24789000,0.0,2028-06-01T00:00:00.000,991624.8,29138784.51,0.0,28147159.71,12747287.42,0.0,Department of Design and Construction,22259619.39,0,DDC
850SE-885A,3902557.54,0.0,Fixed Asset,39919000,0.0,2028-06-01T00:00:00.000,0.0,3469859.68,0.0,3469859.68,7802529.32,0.0,Department of Design and Construction,39252805.5,0,DDC
846P-408MLDY,0.0,0.0,Fixed Asset,456000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Parks and Recreation,456000.0,0,DPR
850HLQNMTSIN,0.0,0.0,"ITT, Vehicles, and Equipment",705000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,705000.0,0,DDC
850HLDNIMEDC,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
850EDDNIMMSS,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
850HLDNSMARY,396098.0,0.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,396098.0,0.0,Department of Design and Construction,-98.0,0,DDC
850HWPLZ014M,2220345.8,0.0,Fixed Asset,27384000,0.0,2028-06-01T00:00:00.000,0.0,764829.2,0.0,764829.2,2220345.8,0.0,Department of Design and Construction,27321825.0,0,DDC
850HLDN24MR2,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
801METBIDWAY,409536.51,0.0,Fixed Asset,0,0.0,2027-06-01T00:00:00.000,0.0,0.0,0.0,0.0,409536.51,0.0,Department of Small Business Services,94463.49,0,SBS
038LBM26CHOH,0.0,0.0,,0,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Brooklyn Public Library,0.0,0,BPL
850HWMME43ST,2236679.91,0.0,Fixed Asset,17779000,0.0,2032-06-01T00:00:00.000,0.0,839198.45,0.0,839198.45,2236679.91,0.0,Department of Design and Construction,16986121.64,0,DDC
801QNSHOUSE1,4367000.0,0.0,Fixed Asset,0,0.0,2033-06-01T00:00:00.000,0.0,0.0,0.0,0.0,4367000.0,0.0,Department of Small Business Services,0.0,0,SBS
850PWDNUAUI,0.0,0.0,"ITT, Vehicles, and Equipment",0,0.0,2028-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0,DDC
841C5587,1061941.38,0.0,"ITT, Vehicles, and Equipment",0,1978000.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,3039991.88,0.0,Department of Transportation,221058.62,0,DOT
806RALLENAME,0.0,0.0,,1850000,0.0,2026-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Housing Preservation and Development,1850000.0,0,HPD
850SEQ200332,4236839.7,0.0,"ITT, Vehicles, and Equipment",7000,0.0,2030-06-01T00:00:00.000,0.0,132759.83,0.0,132759.83,6552621.7,0.0,Department of Design and Construction,156018.86,0,DDC
801PWQCHPOMK,0.0,0.0,Lump Sum,4500000,0.0,2029-06-01T00:00:00.000,0.0,0.0,0.0,0.0,0.0,0.0,Department of Small Business Services,4500000.0,0,SBS
111PO185-10A,1724788.99,0.0,,1347000,0.0,2032-06-01T00:00:00.000,0.0,0.0,0.0,0.0,1724788.99,0.0,Unknown,1771211.01,0,UK
