dbn,school_name,code1,requirement_3_3,academicopportunities5,offer_rate2_1,admissionspriority211,eligibility4,academicopportunities1,postcode,diplomaendorsements,code10,grade9geapplicantsperseat5,seats9ge10,admissionspriority31,transfer,grade9swdfilledflag3,seats9swd4,program8,interest4,seats9swd1,code8,prgdesc4,code3,grade9gefilledflag3,seats9ge8,seats4specialized,requirement_1_8,grade9geapplicants5,primary_address_line_1,school_10th_seats,grade9swdapplicantsperseat11,auditioninformation8,admissionspriority112,grade9swdapplicants10,eligibility2,longitude,auditioninformation1,grade9gefilledflag12,offer_rate2_7,appperseat2specialized,grade9gefilledflag4,applicants1specialized,interest3,code6,seats1specialized,overview_paragraph,grade9swdfilledflag6,admissionspriority13,admissionspriority32,college_career_rate,grade9swdfilledflag5,auditioninformation5,code12,community_board,method3,interest8,grade9swdapplicants5,sqr_website,grade9swdapplicantsperseat1,grade9swdapplicantsperseat12,program11,method9,requirement_3_6,campus_name,academicopportunities6,code4,offer_rate3_1,eligibility7,common_audition6,subway,grade9swdapplicantsperseat10,seats106,admissionspriority23,finalgrades,common_audition7,offer_rate1_5,pct_stu_enough_variety,grade9geapplicants4,school_accessibility,method12,start_time,school_sports,earlycollege,admissionspriority16,seats9ge4,seats9ge6,offer_rate2_6,auditioninformation2,grade9geapplicantsperseat4,offer_rate3_3,requirement_2_7,seats9ge11,admissionspriority35,grade9swdapplicants12,offer_rate1_8,prgdesc5
27Q260,Frederick Douglass Academy VI High School,Q75X,,,0% of offers went to this group,,,Graphic Art and Design,11691,,,,,,,,,,,17,,,,,,,,,8-21 Bay 25th Street,Y,,,,,,-73.762795,,,,,,,,,,"Frederick Douglass Academy (FDA) VI High School is a high school built on Dr. Lorraine Monroe's vision of academic and personal excellence for all students. The emphasis on college preparation is supported by a challenging academic program and cultural enrichment. A set of core rules visible at every Frederick Douglass Academy signals the seriousness of purpose for the school, its students, and teachers. All students must adhere to a code of student conduct and a uniform code. Students are also required to participate in extensive after-school academic enrichment programs.",,,,0.23,,,,414,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/27Q260/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,,,,,Far Rockaway Educational Campus,,,,,,A to Beach 25th St,,,,9 to 12,,,0.44,,Not Accessible,,8:20am,,,,,,,,,,,,,,,
21K525,Edward R. Murrow High School,K57A,,"CTE program(s): Entrepreneurship/Virtual Enterprise (NYSED-Approved), Music Technology, Web & Digital Media Communications",2% of offers went to this group,,Open only to Brooklyn students or residents,"Science Research (MSTAR Program), Murrow Med Program, Astronomy (planetarium), Forensics, Marine Science, Greenhouse, Computer Science",11230,"Arts, CTE, Math, NYS Seal of Biliteracy, Science",,21,,Then to Brooklyn students or residents,,N,9,Edward R. Murrow High School D75 Inclusion Program,Performing Arts,108,K57U,"A discipline-based music education that includes large ensemble, small ensemble, solo performance, and musicianship.",K57C,Y,,,,1065,1600 Avenue L,Y,,,,,Open only to students whose home language is Chinese.,-73.959285,,,,,Y,,Communications,K57L,,"Edward R. Murrow High School has been preparing students to be college-, career-, and life-ready for over 40 years. Designated a ""School of Excellence"" by the United States Department of Education, Edward R. Murrow High School has a long tradition of offering a wide variety of courses that are enhanced by high-quality instruction. We offer a wide range of academic opportunities and extracurricular activities in a learning environment that helps students discover their passions and talents as they learn to make their way in the world.",Y,,,0.69999999,Y,"Prepare a portfolio of 8-15 pieces of original work. Include examples of observational drawings. Complete up to three drawing assignments at the audition. They include a drawing from observation, one from imagination and one poster design. Check school's website (ermurrowhs.org) for examples.",,314,Screened: Language,,171,{'url': 'https://tools.nycenet.edu/snapshot/0/21K525/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,ASD/ACES Program,,,,K57J,93% of offers went to this group,Open only to Brooklyn students or residents,1.0,Q to Ave M,,1.0,,9 to 12,1.0,,0.88999999,388,Partially Accessible,,8:05am,,,,41,46,,,9,,,,,,,"A discipline-based visual art education which includes studios in drawing, painting, printmaking, sculpture, mixed media, animation, digital media, photography, AP art history, and portfolio development."
18K566,Brooklyn Community High School for Excellence and Equity,L32A,,College Now programming,,,,AVID courses,11236,,,,,,,,,,,13,,,,,,,,,6565 Flatlands Avenue,Y,,,,,,-73.916735,,,,,,,,,,"Our community is committed to educational equity and excellence. We provide students of all backgrounds and experiences the chance to experience rigorous, challenging curricula, along with community support to excel in their lives beyond high school. Our Science, Technology, Engineering Arts and Mathematics program utilizes a S.T.E.A.M. approach to facilitate learning experiences driven by problem solving, discovery, and exploratory learning. S.T.E.A.M. is present in all subjects and allows students to connect what they learn with what they see around them, and who they are. S.T.E.A.M. learning promotes student readiness for college, prepares them for a 21st century workforce, and provides opportunities for critical and design thinking.",,,,0.47,,,,318,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/18K566/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},8,,,,,South Shore Educational Campus,College Course Partnerships with Brooklyn College and LIU,,,,,"Transfer to the bus from the L, 2 & 5 from Flatbush Junction",,,,9 to 12,,,0.73000002,,Partially Accessible,,8:30am,,,,,,,,,,,,,,,
15K464,Park Slope Collegiate,K27A,,All juniors participate in off-campus internships.,34% of offers went to this group,,,Rigorous curricula in all core subjects prepare students for any course of study in college,11215,,,,,Then to Brooklyn students or residents,,,,,,17,,,,,,,,,237 7th Avenue,,,,,,,-73.979287,,,,,,,,,,"We believe that students learn best in a diverse and integrated environment where they can compare what they think with the knowledge of adults and their classmates. Students learn to read, write and think critically, debate, and develop new knowledge and ideas. Through CUNY's PERC program, peer tutors work alongside teachers in algebra and living environment courses. Students in every grade can participate in writing and theater workshops with the Atlantic Theater Company teaching artists. Social studies teachers engage students in projects and seminars culminating in our Senior Brooklyn History exhibit. Weekly Circles of 10-15 students and 1 faculty create the community and camaraderie essential to a truly integrated school.",,,,0.60000002,,,,306,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/15K464/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},11,,,,,John Jay Educational Campus,,,46% of offers went to this group,,,"F, G to 7th Ave; R to 4th Ave-9th St",,,,6 to 12,,,0.63999999,,Fully Accessible,,8:52am,,,,,,,,,,,,,,,
31R445,Port Richmond High School,R10A,,"CTE program(s): Culinary Arts (NYSED-Approved), Entrepreneurship/Virtual Enterprise",0% of offers went to this group,,,Rigorous Honors Institutes for pre-college education: Gateway Scholars for Mathematics & Sciences and Collegiate Academy for the Humanities,10302,"Math, Science",R10Z,3,N/A - zoned program,,,N,N/A - new program,Collegiate Academy Honors Program: Humanities Institute for Pre-College Education,Computer Science & Technology; Science & Math,16,R10R,"Our STEAM (Science, Technology, Engineering, Arts & Mathematics) Academy allows our students to continue the quest towards being college ready while also nurturing their imagination and creativity. Students in this program follow a scope & sequence of courses such as: Coding, Engineering Design, Experimental Engineering, AutoCAD, Graphic Arts, Digital Music Lab, Advanced Placement Computer Science and Advanced Placement Environmental Science.",R10D,N,26,,2018-19 ELA/Math State Test Scores - 20%,164,85 St. Josephs Avenue,Y,,,,N/A - zoned program,,-74.141818,,,6% of offers went to this group,,,,JROTC,R10L,,"Port Richmond High School is a comprehensive Community School that empowers students to reach their highest academic potential in a nurturing environment. Small, interest-based programs and a rigorous honors program are open to all students and offer a variety of services to our students and families through our new Port Richmond High School Health and Wellness Center. During students' first year, the Freshman Academy provides a culture of high standards, advanced courses, and academic support systems that address individual students' needs. Students are exposed to a wide array of extracurricular and athletic activities in combination with a challenging academic program that prepares them for college and the world of work.",Y,Priority to Staten Island students or residents,,0.5,N,,,501,Ed. Opt.,Humanities & Interdisciplinary,48,{'url': 'https://tools.nycenet.edu/snapshot/0/31R445/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},1,,,D75 Special Education Inclusive Services,,,,R10E,,,,,N/A - zoned program,1.0,Then to New York City residents,9 to 12,,96% of offers went to this group,0.88,N/A - new program,Partially Accessible,,8:00am,,,Priority to Staten Island students or residents,N/A - new program,26,3% of offers went to this group,,N/A - new program,,,,,,90% of offers went to this group,"The Institute of Business Technology, Hospitality & Entrepreneurship is a challenging program that immerses students in a CTE instructional model preparing them for business, economics, finance, and career education through the Virtual Enterprise Program."
24Q299,Bard High School Early College Queens,Q74B,,Students completing 60 college credits will receive the Bard College AA degree and may transfer these credits to colleges and universities.,,,,Please visit bhsec.bard.edu/queens/academics/courses-past/ to view and download past college course guides.,11101,,,,,,,,,,,25,,,,,,,,,30-20 Thomson Avenue,Y,,,,,,-73.936635,,,,,,,,,,"Bard High School Early College Queens (BHSEC Queens) was founded on the belief that many students are ready to do serious college work at age 16. Bard College, in partnership with the New York City Department of Education, has created an innovative program that enables high school students to move, in four years, from ninth grade through the first two years of college. During this time, students will earn a high school diploma, up to 60 college credits, and an Associate of Arts (AA) degree upon graduation. We have a very welcoming environment for all students with over 30 different home languages, a gender neutral bathroom, and a variety of clubs to celebrate the strength and unity of our differences.",,,,0.97000003,,,,402,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/24Q299/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},12,,,,,,,,,,,"7 to 33rd St-Rawson St; E, M, R to Queens Plaza; G to Court Square; N, W to Queensboro Plaza",,,,9 to 12,,,0.94,,Fully Accessible,,9:00am,,1.0,,,,,,,,,,,,,
02M533,Union Square Academy for Health Sciences,A33A,,"Community Partners: Vineyard Theater; Battery Dance Company; Cleary Law Firm, NYU College of Dentistry, St. Johns University, YMCA",65% of offers went to this group,,,Experiential Learning: Students complete projects and activities that reflect the real-world tasks of professionals in health science careers.,10003,CTE,,,,,,,,,,16,,,,,,,,,40 Irving Place,,,,,,,-73.987659,,,,,,,,,,"This is a small CTE high school with big dreams of helping students prepare for health careers not only in pharmacy and dentistry, but also in many other science, technology, engineering, and math (STEM) areas. The focus on STEM helps students market their skills in the growing job industries. Our unique project-based instructional approach uses activities that engage students' interest and motivation as they solve problems using an inquiry approach. These activities are designed to answer a question or solve a problem and generally reflect the types of learning and work people do in the everyday world outside the classroom.",,,,0.77999997,,,,106,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M533/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},7,,,,,Washington Irving Educational Campus,"CTE program(s): Dental Laboratory Technician (NYSED-Approved), Pharmacy (NYSED-Approved)",,,,,"4, 5, 6, L, N, Q, R, W to 14th St-Union Square",,,,9 to 12,,,0.68000001,,Fully Accessible,,8:20am,,,,,,,,,,,,,,,
02M419,Landmark High School,M91A,,"Extensive clubs and after-school activities: Students need only find 5 other students who share their passion to start a club, with guidance from a faculty sponsor, so Landmark offers different clubs based on student interest each year.  In 2019-2020, Clubs included LGBTQ, video gaming, and K-Pop dance. We also have partnerships with Opening Act Theater Club and Learning Partnership SAT prep after school and Saturdays. Landmark has a popular co-ed student-staff softball league each Spring.",32% of offers went to this group,,,Performance-based assessments required for graduation in all core subject areas through NYC Consortium,10011,,,,,,,,,,,21,,,,,,,,,351 West 18th Street,Y,,,,,,-74.002136,,,,,,,,,,"At Landmark, we believe students learn best when they are known well as individuals by caring adults, and when their studies are driven by passion and curiosity. Through the Performance Assessment Consortium, our students do in-depth projects and present them to teachers and other experts as a replacement for Regents exams. This process prepares students well for the demands of college. We are committed to helping students find and develop their passions through a breadth of electives, clubs, and internships. Students earn college credits through College Now and AP classes. Our advisory and restorative justice programs ensure that all students have strong, trusting relationships with adults and peers to support a close-knit community.",,,,0.56999999,,,,104,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M419/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},8,,,,,Bayard Rustin Educational Campus,,,,,,"1 to 18th St; A, C, E, L to 14th St",,,,9 to 12,,,0.64999998,,Partially Accessible,,8:45am,"Intramural Sports Softball, Students And Teachers Compete Together On Teams Basketball, Volleyball",,,,,,,,,,,,,,
09X413,Bronx High School for Medical Science,X56A,,,86% of offers went to this group,,,"Students have the opportunity to shadow healthcare professionals afterschool, weekends, and in the summer.",10457,,,,,Then to New York City residents,,,,,,17,,,,,,,,,240 East 172nd Street,Y,,,,,,-73.91091,,,,,,,,,,"The Bronx High School for Medical Science is a well established, highly successful 6-12 school located in the heart of the Bronx. Our school offers a small, academically challenging high school experience to students who wish to enter the fields of medical science, health or research. Science and mathematics is embedded into all curricular areas across grades and subjects. At our school, the first two years of study are devoted towards the completion of all requirements for graduation, while the last two years are devoted to electives and CUNY College Now coursework. The mission of our school is to graduate students to enter and succeed at the college of their choice.",,,,0.64999998,,,,204,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/09X413/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},8,,,,,William Howard Taft Educational Campus,,,1% of offers went to this group,,,"4 to Mt Eden Ave; B, D to 170th St",,,,6 to 12,,,0.54000002,,Partially Accessible,,8:00am,,,,,,,,,,,,,,,
08X282,Women's Academy of Excellence,Y01T,,"College Acceptances: Cornell U, NYU, Syracuse U, Howard University, Penn State, Fordham U, Tuskegee U, St. John's U, Macaulay Honors",,,,"Dance, Drama/ Theater/ Film Classes, 5 AP Courses, AP Spring Break Institute, Pre-AP Summer Institute, In-house AP Saturday Study Sessions, Regents Prep/Credit Recovery (Saturday Academy and PM School)",10473,,,,,,,,,,,23,,,,,,,,,456 White Plains Road,Y,,,,,,-73.85658,,,,,,,,,,"The Women's Academy of Excellence is an all-girls public high school, serving grades 9-12. Our mission is to create a community of lifelong learners, to nurture the intellectual curiosity and creativity of the scholars, and to empower them as young women. The school community seeks to cultivate a dynamic, participatory learning environment that enables scholars to achieve academic success on many levels, specifically in the fields of math, science, and civic responsibility. The scholars are exposed to a challenging curriculum that supports them in becoming college and career ready. The young ladies are encouraged to become leaders within their communities and to use their voices for positive change. Our motto: GIRLS MATTER! Web: thewae.org.",,,,0.55000001,,,,209,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/08X282/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},1,,,,,,,,,,,6 to Parkchester,,,,9 to 12,,,0.37,,Partially Accessible,,8:24am,,,,,,,,,,,,,,,
06M293,City College Academy of the Arts,M06A,,,21% of offers went to this group,,,College-level courses offered for credit in the 9th grade; saturday and holiday academic enrichment academies,10040,Math,,,,Then to New York City residents,,,,,,17,,,,,,,,,4600 Broadway,Y,,,,,,-73.930672,,,,,,,,,,The City College Academy of the Arts (CCAA) is an early college school. CCAA focuses on providing academic support that will allow our students to begin taking college courses in the 9th grade so they can graduate high school with 60 college credits from The City College of New York (CCNY). Arts are used to support instruction across subject areas. Instruction is supported by tutors from CCNY and enriched by visits to a variety of cultural sites within New York City.,,,,0.87,,,,112,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/06M293/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},16,,,,,,,,2% of offers went to this group,,,1 to Dyckman St; A to 190th St,,,,6 to 12,,,0.64999998,,Fully Accessible,,8:15am,,1.0,,,,,,,,,,,,,
08X405,Herbert H. Lehman High School,X16A,,"Eastside House community based organization, peer mediation, Explorers NYPD/NYCDOE, College Lounge",,,,"Anne Hutchinson Honors Program, an accelerated academic program with STEM opportunities, Computer Science/Coding, Digital/Video Media",10461,NYS Seal of Biliteracy,,N/A - zoned program,,,,,,,,26,,,X16U,,,,,N/A - zoned program,3000 East Tremont Avenue,Y,,,,,Open only to Bronx students or residents,-73.838545,,,,,,,,,,"Herbert H. Lehman High School is committed to challenging, engaging and developing the minds of all of our students.  College and career support begins in the 9th grade with PSAT/SAT preparation, college visits and scholarship opportunities. Students can challenge themselves by enrolling in honors courses, Advanced Placement (AP), SUNY and College Now courses. Additionally, we offer courses for those interested in STEM fields and research experiences, traditional/digital arts, computer science/coding and information technology, including but not limited to Networking, Cybersecurity. Lehman also offers extensive opportunities to participate in clubs, sports, community service, internships, regents preparation and after school tutoring.",,,,0.38,N/A - zoned program,,,210,D75 Special Education Inclusive Services,,N/A - zoned program,{'url': 'https://tools.nycenet.edu/snapshot/0/08X405/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},8,,,,,Herbert H. Lehman Educational Campus,,X16Y,,,,6 to Westchester Square-East Tremont Ave,,,,9 to 12,,,0.87,,Partially Accessible,,8:15am,,,,,,,,,,,,,,,"Lehman High School offers an array of computer science (e.g. coding) and digital media courses (e.g. digital photography, film production/editing), as well as AP and SUNY courses."
19K659,Cypress Hills Collegiate Preparatory School,L56A,,"Physical Wellness Programs & Certifications: Adventure Ed., Orienteering, Rock Climbing and Belaying, Swimming, Kayaking, Weight Training, Nutrition",,,,International Baccalaureate (IB) World School,11208,,,,,,,,,,,18,,,,,,,,,999 Jamaica Avenue,,,,,,,-73.868328,,,,,,,,,,"Cypress Hills Collegiate Preparatory School (CHCP) is a community school where students are known as individuals and receive a rigorous education based on high-expectations, inquiry, and reflection. CHCP offers the Diploma Programme as an accredited International Baccalaureate (IB) World School. College readiness begins in ninth grade summer bridge and continues with a well-structured academically rigorous curriculum that incorporates individual college counseling. Student voice and leadership is empowered through Advisory, which is aligned to the school's core values, social-emotional learning and restorative practices. Students graduate college-ready with experience in Pre-AP and many college level courses.",,,,0.60000002,,,,305,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/19K659/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},7,,,,,Franklin K. Lane Educational Campus,,,,,,"J, Z to 75th St-Elderts Lane",,,,9 to 12,,,0.75,,Partially Accessible,,8:00am,,,,,,,,,,,,,,,
02M438,International High School at Union Square,Y46A,,,,,,Consortium member (portfolios are a graduation requirement); All students complete Performance-Based Assessment Tasks (PBATs) ; Students must pass English and Algebra Common Core Exams,10003,,,,,,,,,,,14,,,,,,,,,40 Irving Place,Y,,,,,,-73.987659,,,,,,,,,,"The mission of International High School at Union Square is to prepare our multicultural student population of recent immigrants to embark on individualized pathways towards skill development, graduation, college, and careers. Our students are immersed in experiential, interdisciplinary projects and English language instruction in all content areas to facilitate their language development and increase content knowledge within a supportive, personalized atmosphere. Drawing upon diversity as a driving force, we empower our students to collaborate, advocate for themselves and others, and identify as global citizens.",,,,0.55000001,,,,106,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M438/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},2,,,,,Washington Irving Educational Campus,,,,,,"4, 5, 6, L, N, Q, R, W to 14th St-Union Square",,,,9 to 12,,,0.88,,Fully Accessible,,8:25am,"Basketball, Soccer, Baseball, Handball, Volleyball",,,,,,,,,,,,,,
29Q498,Humanities & Arts Magnet High School,Q53A,,,2% of offers went to this group,,,"Graduate Early Program, SAT Prep Classes, Saturday Academy, Internships",11411,,,,,,,Y,14,,Cosmetology,6,,"This program provides students with marketable skills to become licensed Cosmetologists and Barbers. Students prepare for State licensure (NOCTI Certification) with opportunities for internships, in-house, and advanced industry training Students study and prepare in a clinical lab setting, using mannequins and live models for manipulative practice. The program emphasizes communication, management, and entrepreneurship skills that enables students to open their own business towards a professional career or to pay for their college education.",Q53J,N,,,,,207- 01 116th Avenue,Y,,,,,,-73.745728,,,,,N,,Visual Art & Design,,,"Our strong academic focus is coupled with an equally strong sequence in Visual Arts(2d and 2d drawing, digital art, pottery, ceramics), Performing Arts (Dance) and Computer Network Engineering and Robotics.  Students can also become New York State Licensed in Cosmetology, Nail Science Technology, and Barbering; receiving career skills upon graduation, giving them a viable source to pay for college. Our college-going culture is fostered by a continuing partnership with Farmingdale State, Queens College, York College and multiple Advanced Placement courses.  Students can graduate in less than four years and earn as many as 21 credits towards an Associate degree beginning in 9th grade.",,Priority to Queens students or residents,,0.55000001,,,,413,Ed. Opt.,,,{'url': 'https://tools.nycenet.edu/snapshot/0/29Q498/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},10,,,,,Campus Magnet Educational Campus,,Q53K,,,,,,,Then to New York City residents,9 to 12,,,0.76999998,196,Partially Accessible,,8:07am,,,,76,,,,3,,,,,,,
15K463,Cyberarts Studio Academy,K29A,,"College Readiness Advising, STEAMD StartUp Company, Virtual Reality & Robotics, Senior Capstone Project Digital Portfolio",63% of offers went to this group,,,STEAMD _ {STEM + Art & Design} Entrepreneurship Accelerator; iLearnNYC: Program for expanded online coursework; All classes have an Honors option,11215,,,,,Then to New York City residents,,,,,,21,,,,,,,,,237 7th Avenue,Y,,,,,,-73.979287,,,,,,,,,,"Our schools introduces a new approach to high school education that prepares students to be tomorrow's innovators, scientists, graphic designers, and computer engineers. Our model blends the mind of a scientist/technologist with that of an artist/designer, enabling students to explore the captivating area where STEM, the arts, humanities (Great Books Program), and the future intersect. We are a high school re-imagined. We offer students an exciting approach to learning that opens their eyes to the possibilities and prepares them with the knowledge skills to thrive in tomorrow's workplace. Our program features real-world problem-solving, design engineering, social-emotional learning, in-depth exploration, and critical questions.",,,,0.50999999,,,,306,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/15K463/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,,,,,John Jay Educational Campus,,,5% of offers went to this group,,,"F, G to 7th Ave; R to 4th Ave-9th St",,,,9 to 12,,,0.63,,Fully Accessible,,8:15am,,,,,,,,,,,,,,,
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141) (RKA),X80A,,Strong college-going culture with many supports for students and their post-graduate success.,1% of offers went to this group,,,All students may earn the Advanced Regents Diploma.  Students are programmed individually for courses which challenge and support each student.,10463,"Math, Science",,,,Then to Bronx students or residents,,,,,,34,,,,,,,,,660 West 237th Street,,,,,,,-73.913486,,,,,,,,,,"The Riverdale Kingsbridge Academy is a community of learners embracing diversity and educating young minds to meet the challenges of their world today and tomorrow. We create an environment of academics, arts, athletics and activities that engages all students to learn and collaborate together so they can become creative, independent, critical thinkers who embody a life-long love of learning.",,,,0.76999998,,,,208,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/10X141/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,,,,7% of offers went to this group,,,,,,,6 to 12,,,0.75999999,,Partially Accessible,,8:20am,"Girls Varsity Soccer, Girls Varsity Basketball, Girls Varsity Softball, Boys Varsity Soccer, Boys Varsity Basketball, Boyd Varsity Baseball, Co-Ed Cross Country, Co-Ed Indoor And Outdoor Track And Field, Tennis",,,,,,,,,,,,,,
08X432,Bronx Bridges High School,Y47A,,Career and college explorations including college visits; Available tutoring,3% of offers went to this group,,,College Now courses through Monroe College and Bronx Community College; geriatric career development,10473,,,,,,,,,,,17,,,,,,,,,1980 Lafayette Avenue,,,,,,,-73.856167,,,,,,,,,,"BRONX BRIDGES is a small community where EVERY student is known personally and supported in achieving their intellectual, linguistic, and social-emotional potential. Our community is designed to meet the needs of English Language Learners. Our students' cultural and linguistic backgrounds are an integral part of our academic work. We provide an academically rigorous and intellectually challenging experience to ensure ALL students are in a position to positively impact their community and access opportunities in the broader society. Our graduates are prepared to meet the challenging demands of a university education and ready to succeed in the 21st century workplace.",,,,0.38999999,,,,209,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/08X432/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,Adlai E. Stevenson Educational Campus,,,,,,,,,,9 to 12,,,0.79000002,,Partially Accessible,,8:00am,,,,,,,,,,,,,,,
03M299,"Maxine Greene High School for Imaginative Inquiry, The",M11R,,CTE program(s): Entrepreneurship/Virtual Enterprise,,,,Arts and aesthetic inquiry-based instruction are integrated across all subject curriculums.,10023,,,,,,,,,,,25,,,,,,,,,122 Amsterdam Avenue,Y,,,,,,-73.984753,,,,,,,,,,"The Maxine Greene High School for Imaginative Inquiry (MGHS) is a learning community in which deep engagement with works of art enhances the imaginative capacity of all students. In partnership with The Maxine Greene Institute our teachers work with the Institute's Teaching Artists to explore Imaginative Inquiry across the curriculum. Through our Restorative Practices, we work to foster the sense of self-worth, empathy, and agency necessary for students to become participatory citizens who will create a more just, humane, and vibrant world.",,,,0.44,,,,107,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/03M299/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},2,,,,,"Martin Luther King, Jr. Educational Campus",,,,,,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",,,,9 to 12,,,0.40000001,,Partially Accessible,,8:17am,,,,,,,,,,,,,,,
