bble,lot,block,aptno,yrb,lnd_area,curavl,fn_avl,ap_lot,ldep_dec,bldgcl,status2,ap_block,fn_exl,district,tn_ext,corchg,l_acre,tn_exl,fv_chgdt,comint_b,ap_boro,sm_chgdt,curexl_a,year4,cur_fv_l,irreg,new_fv_t,applic2,applic,cbn_txcl,tn_avt,ex_chgdt,ap_date,valref,curext,fn_ext_a,tot_unit,delchg
1000161609,1609,16,33B,2005,0,19877,19876,42,0.0,R4,0,16,19876,33.0,166954,0,,19876,2010-11-30T00:00:00.000,0.004412649,1,2010-11-30T00:00:00.000,19877,2010,44171,I,398560,,7.0,2,166954,,2007-01-08T00:00:00.000,0.0,166650,179352,1,0
1000161008,1008,16,7A,0,0,21438,21438,90,0.0,R4,0,16,21438,33.0,82156,0,,21438,2011-01-03T00:00:00.000,0.004242406,1,2011-01-03T00:00:00.000,21438,2010,47640,I,231460,,7.0,2,82156,,1986-12-25T00:00:00.000,,76047,104157,1,0
1000041033,1033,4,31,0,0,791677,791677,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.016357213,1,2011-01-03T00:00:00.000,0,2010,1759282,I,6719663,,1.0,4,2682753,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000151235,1235,15,22K,1930,0,10666,10666,19,0.0,R4,0,15,0,33.0,53706,0,,0,2011-01-03T00:00:00.000,0.003246215,1,2011-01-03T00:00:00.000,0,2010,23702,I,239175,,7.0,2,79314,,2006-05-19T00:00:00.000,0.0,53706,53706,1,0
1000161708,1708,16,3D,2006,0,20314,18783,35,0.0,R4,0,16,18783,33.0,99801,0,,18783,2011-01-06T00:00:00.000,0.0027,1,2011-01-06T00:00:00.000,14580,2010,32400,I,316257,,7.0,2,99801,,2008-12-08T00:00:00.000,0.0,85627,142316,1,0
1000030010,10,3,,1960,123800,9882000,10479870,0,177.33,Z9,0,0,10479870,85.0,11973870,0,,10479870,2010-12-22T00:00:00.000,0.0,0,2010-12-22T00:00:00.000,11070000,2010,24600000,I,28943000,,,4,11973870,,,0.0,11304000,13024350,1,0
1000041029,1029,4,27,0,0,798318,798318,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.016494421,1,2011-01-03T00:00:00.000,0,2010,1774040,I,6776029,,1.0,4,2705262,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161524,1524,16,20F,2005,0,27557,27556,42,0.0,R4,0,16,27556,33.0,231458,0,,27556,2010-11-30T00:00:00.000,0.006117576,1,2010-11-30T00:00:00.000,27557,2010,61238,I,552553,,7.0,2,231458,,2007-01-08T00:00:00.000,0.0,231038,248649,1,0
1000151105,1105,15,4D,1930,0,11113,11113,19,0.0,R4,0,15,0,33.0,55958,0,,0,2011-01-03T00:00:00.000,0.003382355,1,2011-01-03T00:00:00.000,0,2010,24695,I,249205,,7.0,2,82638,,2006-05-19T00:00:00.000,0.0,55958,55958,1,0
1000160225,225,16,,1997,42342,11880000,11880000,3,174.96,O4,0,16,11880000,1.0,45207630,0,,11880000,2010-12-16T00:00:00.000,0.0,1,2010-12-16T00:00:00.000,11880000,2010,26400000,,104407000,,2.0,4,45207630,,1998-02-26T00:00:00.000,0.0,45611000,46983150,1,0
1000161465,1465,16,11C,2005,0,14333,14332,42,0.0,R4,0,16,14332,33.0,120384,0,,14332,2010-11-30T00:00:00.000,0.003181872,1,2010-11-30T00:00:00.000,14333,2010,31851,I,287394,,7.0,2,120384,,2007-01-08T00:00:00.000,0.0,120167,129327,1,0
1000160230,230,16,,2008,17353,747204,801636,3,101.0,D3,0,16,801636,20.0,10611996,0,,801636,2011-01-05T00:00:00.000,0.0,1,2011-01-05T00:00:00.000,900000,2010,2000000,I,27240000,,1.0,2,10611996,,2008-07-22T00:00:00.000,0.0,747204,12258000,191,0
1000151290,1290,15,32D,1930,0,12402,12402,19,0.0,R4,0,15,0,33.0,62445,0,,0,2011-01-03T00:00:00.000,0.003774607,1,2011-01-03T00:00:00.000,0,2010,27560,I,278106,,7.0,2,92221,,2006-05-19T00:00:00.000,0.0,62445,62445,1,0
1000151366,1366,15,42F,1930,0,6956,6956,19,0.0,R4,0,15,0,33.0,35021,0,,0,2011-01-03T00:00:00.000,0.002116801,1,2011-01-03T00:00:00.000,0,2010,15458,I,155962,,7.0,2,51715,,2006-05-19T00:00:00.000,0.0,35021,35021,1,0
1000151150,1150,15,14D,1930,0,8662,8662,19,0.0,R4,0,15,0,33.0,43602,0,,0,2011-01-03T00:00:00.000,0.002635492,1,2011-01-03T00:00:00.000,0,2010,19249,I,194178,,7.0,2,64393,,2006-05-19T00:00:00.000,0.0,43602,43602,1,0
1000161597,1597,16,31C,2005,0,16056,16055,42,0.0,R4,0,16,16055,33.0,134868,0,,16055,2010-11-30T00:00:00.000,0.003564624,1,2010-11-30T00:00:00.000,16056,2010,35680,I,321965,,7.0,2,134868,,2007-01-08T00:00:00.000,0.0,134623,144884,1,0
1000161159,1159,16,12G,0,0,13998,13998,90,0.0,R4,0,16,13998,33.0,53650,0,,13998,2011-01-03T00:00:00.000,0.002770513,1,2011-01-03T00:00:00.000,13998,2010,31107,I,151156,,7.0,2,53650,,1986-12-25T00:00:00.000,,49661,68020,1,0
1000151351,1351,15,40C,1930,0,8578,8578,19,0.0,R4,0,15,0,33.0,43190,0,,0,2011-01-03T00:00:00.000,0.002610722,1,2011-01-03T00:00:00.000,0,2010,19062,I,192353,,7.0,2,63784,,2006-05-19T00:00:00.000,0.0,43190,43190,1,0
1000161177,1177,16,6H,0,0,13917,13917,90,0.0,R4,0,16,13917,33.0,53338,0,,13917,2011-01-03T00:00:00.000,0.002754399,1,2011-01-03T00:00:00.000,13917,2010,30927,I,150276,,7.0,2,53338,,1986-12-25T00:00:00.000,,49371,67624,1,0
1000110014,14,11,,1909,2907,760500,760500,0,56.33,D4,0,0,67620,20.0,67620,0,,67620,2011-01-03T00:00:00.000,0.0,0,2011-01-03T00:00:00.000,78120,2010,1690000,I,8960000,,1.0,2,3107800,,,0.0,78120,67620,21,0
1000151307,1307,15,34E,1930,0,10874,10874,19,0.0,R4,0,15,0,33.0,54752,0,,0,2011-01-03T00:00:00.000,0.003309596,1,2011-01-03T00:00:00.000,0,2010,24164,I,243844,,7.0,2,80861,,2006-05-19T00:00:00.000,0.0,54752,54752,1,0
1000080051,51,8,,1930,3889,1543500,1543500,0,51.58,O9,0,0,0,1.0,0,0,,0,2010-12-14T00:00:00.000,0.0,0,2010-12-14T00:00:00.000,0,2010,3430000,I,6490000,,1.0,4,2630700,,,0.0,0,0,11,0
1000041015,1015,4,11,0,0,1212893,1212893,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.02506014,1,2011-01-03T00:00:00.000,0,2010,2695318,I,10294889,,1.0,4,4110127,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000041049,1049,4,47,0,0,847649,847649,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.017513672,1,2011-01-03T00:00:00.000,0,2010,1883665,I,7194745,,1.0,4,2872431,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161088,1088,16,12D,0,0,13195,13195,90,0.0,R4,0,16,13195,33.0,50574,0,,13195,2011-01-03T00:00:00.000,0.002611834,1,2011-01-03T00:00:00.000,13195,2010,29322,I,142498,,7.0,2,50574,,1986-12-25T00:00:00.000,,46812,64124,1,0
1000161541,1541,16,23B,2005,0,18766,18765,42,0.0,R4,0,16,18765,33.0,157620,0,,18765,2010-11-30T00:00:00.000,0.004165986,1,2010-11-30T00:00:00.000,18766,2010,41702,I,376281,,7.0,2,157620,,2007-01-08T00:00:00.000,0.0,157334,169326,1,0
1000151193,1193,15,17L,1930,0,9002,9001,19,0.0,R4,0,15,0,33.0,45331,0,,0,2011-01-03T00:00:00.000,0.002740071,1,2011-01-03T00:00:00.000,0,2010,20004,I,201883,,7.0,2,66945,,2006-05-19T00:00:00.000,0.0,45331,45331,1,0
1000151309,1309,15,34G,1930,0,7375,7375,19,0.0,R4,0,15,0,33.0,37131,0,,0,2011-01-03T00:00:00.000,0.002244469,1,2011-01-03T00:00:00.000,0,2010,16389,I,165368,,7.0,2,54839,,2006-05-19T00:00:00.000,0.0,37131,37131,1,0
1000151363,1363,15,42C,1930,0,8726,8726,19,0.0,R4,0,15,0,33.0,43935,0,,0,2011-01-03T00:00:00.000,0.002655606,1,2011-01-03T00:00:00.000,0,2010,19391,I,195660,,7.0,2,64880,,2006-05-19T00:00:00.000,0.0,43935,43935,1,0
1000161238,1238,16,12M,0,0,22397,22397,90,0.0,R4,0,16,22397,33.0,85831,0,,22397,2011-01-03T00:00:00.000,0.004432228,1,2011-01-03T00:00:00.000,22397,2010,49771,I,241817,,7.0,2,85831,,1986-12-25T00:00:00.000,,79451,108818,1,0
1000151300,1300,15,33F,1930,0,6897,6898,19,0.0,R4,0,15,0,33.0,34720,0,,0,2011-01-03T00:00:00.000,0.002098692,1,2011-01-03T00:00:00.000,0,2010,15327,I,154628,,7.0,2,51275,,2006-05-19T00:00:00.000,0.0,34720,34720,1,0
1000151312,1312,15,35B,1930,0,9732,9733,19,0.0,R4,0,15,0,33.0,48995,0,,0,2011-01-03T00:00:00.000,0.002961517,1,2011-01-03T00:00:00.000,0,2010,21627,I,218199,,7.0,2,72355,,2006-05-19T00:00:00.000,0.0,48995,48995,1,0
1000161123,1123,16,24E,0,0,22958,22958,90,0.0,R4,0,16,22958,33.0,87982,0,,22958,2011-01-03T00:00:00.000,0.004543505,1,2011-01-03T00:00:00.000,22958,2010,51018,I,247888,,7.0,2,87982,,1986-12-25T00:00:00.000,,81442,111550,1,0
1000161440,1440,16,7F,2005,0,28989,28987,42,0.0,R4,0,16,28987,33.0,243476,0,,28987,2010-11-30T00:00:00.000,0.006435253,1,2010-11-30T00:00:00.000,28989,2010,64418,I,581247,,7.0,2,243476,,2007-01-08T00:00:00.000,0.0,243036,261561,1,0
1000151227,1227,15,22B,1930,0,6949,6949,19,0.0,R4,0,15,0,33.0,34990,0,,0,2011-01-03T00:00:00.000,0.00211499,1,2011-01-03T00:00:00.000,0,2010,15442,I,155828,,7.0,2,51675,,2006-05-19T00:00:00.000,0.0,34990,34990,1,0
1000151184,1184,15,17B,1930,0,7667,7667,19,0.0,R4,0,15,0,33.0,38606,0,,0,2011-01-03T00:00:00.000,0.002333591,1,2011-01-03T00:00:00.000,0,2010,17038,I,171934,,7.0,2,57018,,2006-05-19T00:00:00.000,0.0,38606,38606,1,0
1000161561,1561,16,26A,2005,0,42137,42136,42,0.0,R4,0,16,42136,33.0,353920,0,,42136,2010-11-30T00:00:00.000,0.009354286,1,2010-11-30T00:00:00.000,42137,2010,93638,I,844900,,7.0,2,353920,,2007-01-08T00:00:00.000,0.0,353278,380205,1,0
1000161574,1574,16,28A,2005,0,23306,23305,42,0.0,R4,0,16,23305,33.0,195750,0,,23305,2010-11-30T00:00:00.000,0.005173855,1,2010-11-30T00:00:00.000,23306,2010,51791,I,467314,,7.0,2,195750,,2007-01-08T00:00:00.000,0.0,195396,210291,1,0
1000151211,1211,15,19L,1930,0,14589,14589,19,0.0,R4,0,15,0,33.0,73453,0,,0,2011-01-03T00:00:00.000,0.00443998,1,2011-01-03T00:00:00.000,0,2010,32420,I,327129,,7.0,2,108479,,2006-05-19T00:00:00.000,0.0,73453,73453,1,0
1002157505,7505,215,,0,0,0,0,27,0.0,R0,0,215,0,,0,0,,0,,0.0,1,,0,2010,0,,0,,,2,0,,2009-12-16T00:00:00.000,1.0,0,0,0,0
1000151132,1132,15,11J,1930,0,6418,6418,19,0.0,R4,0,15,0,33.0,32309,0,,0,2011-01-03T00:00:00.000,0.001952916,1,2011-01-03T00:00:00.000,0,2010,14262,I,143887,,7.0,2,47717,,2006-05-19T00:00:00.000,0.0,32309,32309,1,0
1000161442,1442,16,8A,2005,0,20755,20754,42,0.0,R4,0,16,20754,33.0,174327,0,,20754,2010-11-30T00:00:00.000,0.004607536,1,2010-11-30T00:00:00.000,20755,2010,46122,I,416163,,7.0,2,174327,,2007-01-08T00:00:00.000,0.0,174010,187273,1,0
1000161628,1628,16,PH2G,2005,0,17190,17190,42,0.0,R4,0,16,17190,33.0,144385,0,,17190,2010-11-30T00:00:00.000,0.003816112,1,2010-11-30T00:00:00.000,17190,2010,38200,I,344680,,7.0,2,144385,,2007-01-08T00:00:00.000,0.0,144122,155106,1,0
1000161453,1453,16,9E,2005,0,18617,18617,42,0.0,R4,0,16,18617,33.0,156368,0,,18617,2010-11-30T00:00:00.000,0.004132923,1,2010-11-30T00:00:00.000,18617,2010,41371,I,373295,,7.0,2,156368,,2007-01-08T00:00:00.000,0.0,156085,167983,1,0
1000161622,1622,16,PH2A,2005,0,24506,24504,42,0.0,R4,0,16,24504,33.0,205822,0,,24504,2010-11-30T00:00:00.000,0.005440034,1,2010-11-30T00:00:00.000,24506,2010,54456,I,491356,,7.0,2,205822,,2007-01-08T00:00:00.000,0.0,205451,221110,1,0
1000161092,1092,16,17D,0,0,18155,18155,90,0.0,R4,0,16,18155,33.0,69581,0,,18155,2011-01-03T00:00:00.000,0.003593169,1,2011-01-03T00:00:00.000,18155,2010,40345,I,196039,,7.0,2,69581,,1986-12-25T00:00:00.000,,64407,88218,1,0
1000070037,37,7,,1900,1885,370800,370800,0,66.92,K9,0,0,241020,1.0,449059,0,,241020,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,241020,2010,824000,I,1998000,,1.0,4,690860,,,0.0,488475,584415,2,0
1000161615,1615,16,PH1A,2005,0,24364,24364,42,0.0,R4,0,16,24364,33.0,204647,0,,24364,2010-11-30T00:00:00.000,0.00540895,1,2010-11-30T00:00:00.000,24364,2010,54144,I,488549,,7.0,2,204647,,2007-01-08T00:00:00.000,0.0,204274,219847,1,0
1000151348,1348,15,39F,1930,0,8064,8064,19,0.0,R4,0,15,0,33.0,40604,0,,0,2011-01-03T00:00:00.000,0.002454338,1,2011-01-03T00:00:00.000,0,2010,17920,I,180831,,7.0,2,59962,,2006-05-19T00:00:00.000,0.0,40604,40604,1,0
1000161477,1477,16,14A,2005,0,21431,21430,42,0.0,R4,0,16,21430,33.0,180005,0,,21430,2010-11-30T00:00:00.000,0.004757606,1,2010-11-30T00:00:00.000,21431,2010,47624,I,429718,,7.0,2,180005,,2007-01-08T00:00:00.000,0.0,179678,193373,1,0
1000151213,1213,15,20A,1930,0,8944,8944,19,0.0,R4,0,15,0,33.0,45030,0,,0,2011-01-03T00:00:00.000,0.002721768,1,2011-01-03T00:00:00.000,0,2010,19875,I,200535,,7.0,2,66500,,2006-05-19T00:00:00.000,0.0,45030,45030,1,0
1000151138,1138,15,12D,1930,0,7605,7605,19,0.0,R4,0,15,0,33.0,38289,0,,0,2011-01-03T00:00:00.000,0.002314382,1,2011-01-03T00:00:00.000,0,2010,16900,I,170519,,7.0,2,56543,,2006-05-19T00:00:00.000,0.0,38289,38289,1,0
1000151344,1344,15,39B,1930,0,10960,10960,19,0.0,R4,0,15,0,33.0,55181,0,,0,2011-01-03T00:00:00.000,0.003335401,1,2011-01-03T00:00:00.000,0,2010,24355,I,245746,,7.0,2,81494,,2006-05-19T00:00:00.000,0.0,55181,55181,1,0
1000161701,1701,16,CU A,2006,0,288170,266454,35,0.0,R5,0,16,266454,33.0,4117328,0,,266454,2010-12-30T00:00:00.000,0.0383,1,2010-12-30T00:00:00.000,206820,2010,459601,I,8224000,,,4,4117328,,2008-12-08T00:00:00.000,0.0,4211651,3700800,1,0
1000151203,1203,15,19C,1930,0,8156,8156,19,0.0,R4,0,15,0,33.0,41064,0,,0,2011-01-03T00:00:00.000,0.002482213,1,2011-01-03T00:00:00.000,0,2010,18124,I,182885,,7.0,2,60648,,2006-05-19T00:00:00.000,0.0,41064,41064,1,0
1000161108,1108,16,8E,0,0,13679,13679,90,0.0,R4,0,16,13679,33.0,52421,0,,13679,2011-01-03T00:00:00.000,0.002707142,1,2011-01-03T00:00:00.000,13679,2010,30398,I,147698,,7.0,2,52421,,1986-12-25T00:00:00.000,,48526,66464,1,0
1000151340,1340,15,38F,1930,0,7044,7044,19,0.0,R4,0,15,0,33.0,35465,0,,0,2011-01-03T00:00:00.000,0.002143706,1,2011-01-03T00:00:00.000,0,2010,15653,I,157944,,7.0,2,52377,,2006-05-19T00:00:00.000,0.0,35465,35465,1,0
1000160125,125,16,,1987,199346,76950000,76950090,0,217.0,O4,0,0,76950090,1.0,206282610,0,,76950090,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,76950000,2010,171000000,I,452029000,,1.0,4,206282610,,,0.0,205600000,203413050,1,0
1000151248,1248,15,26C,1930,0,10740,10740,19,0.0,R4,0,15,0,33.0,54070,0,,0,2011-01-03T00:00:00.000,0.003268334,1,2011-01-03T00:00:00.000,0,2010,23867,I,240804,,7.0,2,79852,,2006-05-19T00:00:00.000,0.0,54070,54070,1,0
1000081001,1001,8,COM,1985,0,889056,889056,32,0.0,R5,0,8,0,33.0,0,0,,0,2010-12-30T00:00:00.000,0.252,1,2010-12-30T00:00:00.000,0,2010,1975680,I,7938000,1.0,1.0,4,2519424,,2008-01-09T00:00:00.000,0.0,0,0,1,0
1000161104,1104,16,4E,0,0,13361,13361,90,0.0,R4,0,16,13361,33.0,51202,0,,13361,2011-01-03T00:00:00.000,0.002644061,1,2011-01-03T00:00:00.000,13361,2010,29691,I,144257,,7.0,2,51202,,1986-12-25T00:00:00.000,,47395,64916,1,0
1000161729,1729,16,5E,2006,0,27088,25047,35,0.0,R4,0,16,25047,33.0,133071,0,,25047,2011-01-06T00:00:00.000,0.0036,1,2011-01-06T00:00:00.000,19440,2010,43200,I,421677,,7.0,2,133071,,2008-12-08T00:00:00.000,0.0,114172,189755,1,0
1000070029,29,7,,1900,833,132750,132750,0,41.0,L9,0,0,79650,1.0,149574,0,,79650,2010-12-15T00:00:00.000,0.0,0,2010-12-15T00:00:00.000,79650,2010,295000,I,620000,,1.0,4,249290,,,0.0,147960,167400,2,0
1000161568,1568,16,27B,2005,0,19211,19211,42,0.0,R4,0,16,19211,33.0,161358,0,,19211,2010-11-30T00:00:00.000,0.004264775,1,2010-11-30T00:00:00.000,19211,2010,42691,I,385204,,7.0,2,161358,,2007-01-08T00:00:00.000,0.0,161065,173342,1,0
1000151381,1381,15,PH-C,1930,0,9132,9133,19,0.0,R4,0,15,0,33.0,45981,0,,0,2011-01-03T00:00:00.000,0.002779264,1,2011-01-03T00:00:00.000,0,2010,20295,I,204771,,7.0,2,67904,,2006-05-19T00:00:00.000,0.0,45981,45981,1,0
1000161224,1224,16,9L,0,0,20078,20078,90,0.0,R4,0,16,20078,33.0,76944,0,,20078,2011-01-03T00:00:00.000,0.003973462,1,2011-01-03T00:00:00.000,20078,2010,44618,I,216787,,7.0,2,76944,,1986-12-25T00:00:00.000,,71225,97554,1,0
1000151254,1254,15,27C,1930,0,11659,11659,19,0.0,R4,0,15,0,33.0,58702,0,,0,2011-01-03T00:00:00.000,0.00354831,1,2011-01-03T00:00:00.000,0,2010,25909,I,261432,,7.0,2,86691,,2006-05-19T00:00:00.000,0.0,58702,58702,1,0
1000151136,1136,15,12B,1930,0,7383,7384,19,0.0,R4,0,15,0,33.0,37178,0,,0,2011-01-03T00:00:00.000,0.002247185,1,2011-01-03T00:00:00.000,0,2010,16407,I,165568,,7.0,2,54902,,2006-05-19T00:00:00.000,0.0,37178,37178,1,0
1000161232,1232,16,6M,0,0,21920,21920,90,0.0,R4,0,16,21920,33.0,84001,0,,21920,2011-01-03T00:00:00.000,0.004337642,1,2011-01-03T00:00:00.000,21920,2010,48711,I,236656,,7.0,2,84001,,1986-12-25T00:00:00.000,,77758,106495,1,0
1000161145,1145,16,23F,0,0,23517,23517,90,0.0,R4,0,16,23517,33.0,90120,0,,23517,2011-01-03T00:00:00.000,0.004653843,1,2011-01-03T00:00:00.000,23517,2010,52260,I,253908,,7.0,2,90120,,1986-12-25T00:00:00.000,,83422,114259,1,0
1000151135,1135,15,12A,1930,0,7592,7592,19,0.0,R4,0,15,0,33.0,38225,0,,0,2011-01-03T00:00:00.000,0.002310437,1,2011-01-03T00:00:00.000,0,2010,16871,I,170228,,7.0,2,56450,,2006-05-19T00:00:00.000,0.0,38225,38225,1,0
1000151217,1217,15,21D,1930,0,7891,7892,19,0.0,R4,0,15,0,33.0,39732,0,,0,2011-01-03T00:00:00.000,0.002401758,1,2011-01-03T00:00:00.000,0,2010,17535,I,176957,,7.0,2,58682,,2006-05-19T00:00:00.000,0.0,39732,39732,1,0
1000161225,1225,16,10L,0,0,20078,20078,90,0.0,R4,0,16,20078,33.0,76944,0,,20078,2011-01-03T00:00:00.000,0.003973462,1,2011-01-03T00:00:00.000,20078,2010,44618,I,216787,,7.0,2,76944,,1986-12-25T00:00:00.000,,71225,97554,1,0
1000161517,1517,16,19F,2005,0,27391,27390,42,0.0,R4,0,16,27390,33.0,230055,0,,27390,2010-11-30T00:00:00.000,0.006080492,1,2010-11-30T00:00:00.000,27391,2010,60869,I,549204,,7.0,2,230055,,2007-01-08T00:00:00.000,0.0,229638,247142,1,0
1002197503,7503,219,,1915,2481,0,0,17,0.0,R0,0,219,0,,0,0,A,0,,0.0,1,,0,2010,0,,0,,,2,0,,2000-12-14T00:00:00.000,1.0,0,0,0,0
1000161235,1235,16,9M,0,0,22157,22157,90,0.0,R4,0,16,22157,33.0,84912,0,,22157,2011-01-03T00:00:00.000,0.004384899,1,2011-01-03T00:00:00.000,22157,2010,49238,I,239235,,7.0,2,84912,,1986-12-25T00:00:00.000,,78599,107656,1,0
1000161418,1418,16,4E,2005,0,23767,23767,42,0.0,R4,0,16,23767,33.0,199627,0,,23767,2010-11-30T00:00:00.000,0.005276201,1,2010-11-30T00:00:00.000,23767,2010,52816,I,476559,,7.0,2,199627,,2007-01-08T00:00:00.000,0.0,199264,214452,1,0
1000151155,1155,15,14J,1930,0,12044,12044,19,0.0,R4,0,15,0,33.0,60637,0,,0,2011-01-03T00:00:00.000,0.003665242,1,2011-01-03T00:00:00.000,0,2010,26764,I,270048,,7.0,2,89548,,2006-05-19T00:00:00.000,0.0,60637,60637,1,0
1000161139,1139,16,17F,0,0,22397,22397,90,0.0,R4,0,16,22397,33.0,85831,0,,22397,2011-01-03T00:00:00.000,0.004432228,1,2011-01-03T00:00:00.000,22397,2010,49771,I,241817,,7.0,2,85831,,1986-12-25T00:00:00.000,,79451,108818,1,0
1000161711,1711,16,3G,2006,0,30094,27826,35,0.0,R4,0,16,27826,33.0,147853,0,,27826,2011-01-06T00:00:00.000,0.004,1,2011-01-06T00:00:00.000,21600,2010,48000,I,468529,,7.0,2,147853,,2008-12-08T00:00:00.000,0.0,126854,210838,1,0
1000151321,1321,15,36C,1930,0,8808,8808,19,0.0,R4,0,15,0,33.0,44348,0,,0,2011-01-03T00:00:00.000,0.002680506,1,2011-01-03T00:00:00.000,0,2010,19573,I,197494,,7.0,2,65490,,2006-05-19T00:00:00.000,0.0,44348,44348,1,0
1000041037,1037,4,35,0,0,823932,823932,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.017023654,1,2011-01-03T00:00:00.000,0,2010,1830960,I,6993442,,1.0,4,2792058,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000151330,1330,15,37D,1930,0,10248,10247,19,0.0,R4,0,15,0,33.0,51596,0,,0,2011-01-03T00:00:00.000,0.003118741,1,2011-01-03T00:00:00.000,0,2010,22773,I,229783,,7.0,2,76196,,2006-05-19T00:00:00.000,0.0,51596,51596,1,0
1000151177,1177,15,16G,1930,0,12510,12510,19,0.0,R4,0,15,0,33.0,62984,0,,0,2011-01-03T00:00:00.000,0.003807074,1,2011-01-03T00:00:00.000,0,2010,27800,I,280498,,7.0,2,93014,,2006-05-19T00:00:00.000,0.0,62984,62984,1,0
1000161218,1218,16,3L,0,0,19597,19597,90,0.0,R4,0,16,19597,33.0,75100,0,,19597,2011-01-03T00:00:00.000,0.003878226,1,2011-01-03T00:00:00.000,19597,2010,43549,I,211591,,7.0,2,75100,,1986-12-25T00:00:00.000,,69516,95216,1,0
1000161027,1027,16,1B,0,0,22077,22077,90,0.0,R4,0,16,22077,33.0,84606,0,,22077,2011-01-03T00:00:00.000,0.004368858,1,2011-01-03T00:00:00.000,22077,2010,49060,I,238359,,7.0,2,84606,,1986-12-25T00:00:00.000,,78314,107262,1,0
1000151247,1247,15,26A,1930,0,20487,20487,19,0.0,R4,0,15,0,33.0,103145,0,,0,2011-01-03T00:00:00.000,0.006234508,1,2011-01-03T00:00:00.000,0,2010,45526,I,459346,,7.0,2,152325,,2006-05-19T00:00:00.000,0.0,103145,103145,1,0
1000161538,1538,16,22F,2005,0,27890,27888,42,0.0,R4,0,16,27888,33.0,234246,0,,27888,2010-11-30T00:00:00.000,0.006191281,1,2010-11-30T00:00:00.000,27890,2010,61976,I,559211,,7.0,2,234246,,2007-01-08T00:00:00.000,0.0,233822,251645,1,0
1000161233,1233,16,7M,0,0,21920,21920,90,0.0,R4,0,16,21920,33.0,84001,0,,21920,2011-01-03T00:00:00.000,0.004337642,1,2011-01-03T00:00:00.000,21920,2010,48711,I,236656,,7.0,2,84001,,1986-12-25T00:00:00.000,,77758,106495,1,0
1000277502,7502,27,,1929,24524,0,0,27,209.0,R0,0,27,0,,0,0,,0,,0.0,1,,0,2010,0,I,0,,,2,0,,2009-02-24T00:00:00.000,1.0,0,0,0,0
1000151124,1124,15,10A,1930,0,16498,16498,19,0.0,R4,0,15,0,33.0,83064,0,,0,2011-01-03T00:00:00.000,0.005020888,1,2011-01-03T00:00:00.000,0,2010,36662,I,369929,,7.0,2,122675,,2006-05-19T00:00:00.000,0.0,83064,83064,1,0
1000160040,40,16,,2008,24337,7804065,7902705,40,131.0,W1,0,16,7902705,51.0,7902705,0,,7902705,2010-12-23T00:00:00.000,0.0,1,2010-12-23T00:00:00.000,5895900,2010,13102000,I,40284000,,,4,19957305,,2005-01-27T00:00:00.000,0.0,7804065,6073200,1,0
1000161451,1451,16,9C,2005,0,14148,14148,42,0.0,R4,0,16,14148,33.0,118829,0,,14148,2010-11-30T00:00:00.000,0.003140797,1,2010-11-30T00:00:00.000,14148,2010,31440,I,283684,,7.0,2,118829,,2007-01-08T00:00:00.000,0.0,118614,127658,1,0
1000160200,200,16,,1998,38225,6075000,6075000,200,196.0,D8,0,16,6075000,20.0,36154800,0,,6075000,2010-12-16T00:00:00.000,0.0,1,2010-12-16T00:00:00.000,6075000,2010,13500000,I,84820000,,2.0,2,36154800,,1995-05-22T00:00:00.000,0.0,35757000,38169000,400,0
1000161114,1114,16,15E,0,0,20635,20635,90,0.0,R4,0,16,20635,33.0,79082,0,,20635,2011-01-03T00:00:00.000,0.004083945,1,2011-01-03T00:00:00.000,20635,2010,45856,I,222815,,7.0,2,79082,,1986-12-25T00:00:00.000,,73204,100267,1,0
1000161181,1181,16,10H,0,0,14241,14240,90,0.0,R4,0,16,14240,33.0,54563,0,,14240,2011-01-03T00:00:00.000,0.002817625,1,2011-01-03T00:00:00.000,14241,2010,31645,I,153726,,7.0,2,54563,,1986-12-25T00:00:00.000,,50510,69177,1,0
1000161236,1236,16,10M,0,0,22157,22157,90,0.0,R4,0,16,22157,33.0,84912,0,,22157,2011-01-03T00:00:00.000,0.004384899,1,2011-01-03T00:00:00.000,22157,2010,49238,I,239235,,7.0,2,84912,,1986-12-25T00:00:00.000,,78599,107656,1,0
1000161124,1124,16,25E,0,0,22958,22958,90,0.0,R4,0,16,22958,33.0,87982,0,,22958,2011-01-03T00:00:00.000,0.004543505,1,2011-01-03T00:00:00.000,22958,2010,51018,I,247888,,7.0,2,87982,,1986-12-25T00:00:00.000,,81442,111550,1,0
