system,precinct,adult_football,the_geom,bocce,flagfootball,borough,cricket,featurestatus,ll_softball,rugby,tennis,basketball,field_lighted
Q024-ZN03-BASEBALL-4,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81069714697489, 40.74590281756869], [-73.81065600345461, 40.745954715588155], [-73.81077856362312, 40.746468502247644], [-73.81085597198279, 40.74647592351166], [-73.81093399223987, 40.74647551310499], [-73.81101125795742, 40.74646727868988], [-73.81108642007683, 40.746451363037096], [-73.81115816467845, 40.74642804495508], [-73.81122523786608, 40.74639773302702], [-73.81128646592548, 40.746360955737465], [-73.81134077902165, 40.74631835610732], [-73.81139286652378, 40.74626387870145], [-73.81143364719262, 40.746204085969744], [-73.81146220197337, 40.74614032538145], [-73.81147788745422, 40.74607403220349], [-73.81148035133667, 40.746006700708605], [-73.81146953845852, 40.74593984636314], [-73.81144568968963, 40.74587497610858], [-73.81140934558402, 40.745813551446766], [-73.81069714697489, 40.74590281756869]]]]}",False,False,Q,False,Active,True,False,False,False,False
M159-HANDBALL-1,32,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93500374212016, 40.824391213737954], [-73.93492102709024, 40.82435661416031], [-73.93483972704107, 40.82446779929671], [-73.93492193998404, 40.824503161368646], [-73.93500374212016, 40.824391213737954]]]]}",False,False,M,False,Active,False,False,False,False,False
X163-HANDBALL-2,49,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85168181560783, 40.8487373783601], [-73.85164221775432, 40.848658984535106], [-73.8514563494757, 40.84871354485715], [-73.8515132955587, 40.84878485618618], [-73.85168181560783, 40.8487373783601]]]]}",False,False,X,False,Active,False,False,False,False,False
X148H1-BASKETBALL-5,48,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89068511322573, 40.8431862963027], [-73.89083330661079, 40.84301065222432], [-73.89068458726284, 40.84293847730287], [-73.89053794569818, 40.84311202721694], [-73.89068511322573, 40.8431862963027]]]]}",False,False,X,False,Active,False,False,False,True,False
Q351-BASEBALL-1,103,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77524965513761, 40.7055506303801], [-73.77521154356538, 40.70550794001565], [-73.77476465332967, 40.705444012408925], [-73.77472163255088, 40.70546855098576], [-73.77468438138784, 40.70549805366979], [-73.7746538763321, 40.705531745234175], [-73.77463091793277, 40.70556874204606], [-73.77461610942362, 40.705608073635965], [-73.77460983888048, 40.705648709677845], [-73.77461226967696, 40.70568958248288], [-73.7746233391864, 40.70572962031574], [-73.77464275632512, 40.705767773504746], [-73.77467001329201, 40.70580304148066], [-73.7747043925849, 40.70583449710478], [-73.7747449952956, 40.70586131734257], [-73.77479075289088, 40.705882798596235], [-73.77484046856503, 40.70589837569708], [-73.77489283610684, 40.70590764175471], [-73.77494648248842, 40.705910351842654], [-73.77499999976781, 40.70590643746955], [-73.77505198416813, 40.70589599855089], [-73.77510107392119, 40.7058793106871], [-73.77514597889794, 40.705856811713154], [-73.77524965513761, 40.7055506303801]]]]}",False,False,Q,False,Active,True,False,False,False,False
M201-TRACK-1,9,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97693640223804, 40.71979521777956], [-73.9767722769828, 40.719716659431], [-73.97676313627335, 40.71971332930234], [-73.97675341640048, 40.71971114630549], [-73.97674336471046, 40.7197101645208], [-73.97673323566042, 40.71971041011447], [-73.97672328608627, 40.71971187593434], [-73.97671376928366, 40.71971452511066], [-73.97670492553983, 40.71971829015407], [-73.97669829970238, 40.7197223330027], [-73.976692681982, 40.71972718021026], [-73.97668823694515, 40.719732686828145], [-73.97668509839157, 40.719738691692385], [-73.97665036556566, 40.71984977874372], [-73.97664831636703, 40.719854413251916], [-73.97664727195193, 40.71985923797139], [-73.97664725958651, 40.71986412773693], [-73.976648280499, 40.71986895557687], [-73.97665030632811, 40.7198735954141], [-73.97665328622256, 40.71987792747038], [-73.97665714210598, 40.71988184006663], [-73.97666177341131, 40.71988522962376], [-73.97682316079833, 40.71995516699704], [-73.9768311667867, 40.719957670224524], [-73.97683958973536, 40.71995918747718], [-73.97684822134887, 40.71995967999101], [-73.97685684740429, 40.71995913691691], [-73.97686525485403, 40.71995757081914], [-73.97687323537573, 40.71995502037781], [-73.97688059129062, 40.71995154948953], [-73.97688714029884, 40.71994724366627], [-73.97689272021434, 40.71994220913576], [-73.97695232552307, 40.719834145503256], [-73.97695346506423, 40.71982798174198], [-73.97695341513958, 40.71982175740846], [-73.9769521792543, 40.7198156048783], [-73.97694978103529, 40.7198096538296], [-73.97694627369978, 40.719804030344314], [-73.97694173058784, 40.71979885420484], [-73.97693640223804, 40.71979521777956]], [[-73.97683720065305, 40.71993717763752], [-73.97668783050797, 40.71987615776443], [-73.97668450051171, 40.71987453166992], [-73.97668154820691, 40.71987252653729], [-73.97667904814115, 40.719870191909585], [-73.97667706420671, 40.71986758633297], [-73.97667564490696, 40.71986477555444], [-73.97667482572423, 40.719861829821], [-73.97667462675331, 40.71985882297859], [-73.97667505388583, 40.71985582977067], [-73.97667609644344, 40.71985292493735], [-73.97671262918405, 40.71974255324713], [-73.97671558331693, 40.719739312009395], [-73.97671920720163, 40.71973649144512], [-73.97672339902364, 40.71973417077842], [-73.97672804158698, 40.71973241572284], [-73.97673300468264, 40.71973127397904], [-73.97673814745437, 40.71973077973782], [-73.97674332786978, 40.7197309455777], [-73.97674839798479, 40.71973176696617], [-73.97675321696292, 40.71973322136208], [-73.97691567404566, 40.719806512321526], [-73.9769191068777, 40.71980853375372], [-73.97692204365293, 40.7198109648183], [-73.97692440272878, 40.71981373706026], [-73.97692611666928, 40.71981677122117], [-73.97692713579428, 40.71981998084225], [-73.97692743291292, 40.719823275867036], [-73.97692699740564, 40.719826561739936], [-73.97692584350759, 40.71982974481073], [-73.97687808330406, 40.719924255435565], [-73.97687649735377, 40.719927568092466], [-73.97687421554814, 40.71993063747195], [-73.97687129946253, 40.719933378037894], [-73.97686783078883, 40.71993571596489], [-73.97686390186816, 40.71993758643471], [-73.9768596227898, 40.71993893994138], [-73.97685510837391, 40.71993973688559], [-73.9768504829025, 40.71993995748105], [-73.97684587301984, 40.71993959544966], [-73.97684140536472, 40.719938660722455], [-73.97683720065305, 40.71993717763752]]]]}",False,False,M,False,Active,False,False,False,False,False
B125-SOCCER-7,60,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9954461860196, 40.58420955943356], [-73.99439869051034, 40.584649662068806], [-73.99476162209915, 40.585121422065804], [-73.99580189610369, 40.58468277832762], [-73.9954461860196, 40.58420955943356]]]]}",False,True,B,False,Active,False,True,False,False,False
M239-HANDBALL-2,25,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93519678129337, 40.79717577589084], [-73.93530208041089, 40.79721943634239], [-73.93537730877406, 40.79711593547199], [-73.93527330191318, 40.79707048562041], [-73.93519678129337, 40.79717577589084]]]]}",False,False,M,False,Active,False,False,False,False,False
B387-TENNIS-2,73,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.914705086739, 40.67536483576285], [-73.91457351637732, 40.675359488144636], [-73.91455846372195, 40.67557414269687], [-73.91469003568866, 40.67557949033304], [-73.914705086739, 40.67536483576285]]]]}",False,,B,False,Inactive,False,False,False,False,False
B372-BASEBALL-1,66,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97306086557475, 40.61787778869578], [-73.9726304887062, 40.61803520160924], [-73.97263064214016, 40.61808179278462], [-73.97264003484452, 40.6181278305379], [-73.97265844982593, 40.61817225850448], [-73.97268546444626, 40.61821405538913], [-73.97272045868286, 40.61825226108371], [-73.97276262811738, 40.61828599828327], [-73.97281100401808, 40.61831449050195], [-73.97286447578355, 40.61833708549296], [-73.97292181457557, 40.618353262458854], [-73.97298170285758, 40.61836265006957], [-73.9730427663011, 40.61836503277456], [-73.97310359978445, 40.61836035711247], [-73.97316280757636, 40.61834872811872], [-73.97321902815322, 40.618330414734345], [-73.97327097202256, 40.618305837206975], [-73.97331744418142, 40.618275559891394], [-73.97335737721136, 40.6182402786494], [-73.97313145919614, 40.61789555988341], [-73.97306086557475, 40.61787778869578]]]]}",False,False,B,False,Active,True,False,False,False,False
B210A-HANDBALL-2,72,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0242095341194, 40.640209373523945], [-74.0242915465542, 40.64025895769017], [-74.02439865319538, 40.64015447036156], [-74.02431617047725, 40.64010534023197], [-74.0242095341194, 40.640209373523945]]]]}",False,False,B,False,Active,False,False,False,False,False
Q134-TRACK-1,105,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.72930158145239, 40.72622609622414], [-73.7293051354405, 40.72622712486095], [-73.72930978625374, 40.726227682406254], [-73.7293159384324, 40.72622842088196], [-73.72932683247188, 40.72622915789729], [-73.72933776667513, 40.726229332185206], [-73.72934869251478, 40.72622894273108], [-73.72935661065092, 40.726228249937485], [-73.72935929028807, 40.72622801579892], [-73.72935955789774, 40.72622799211409], [-73.72937031309849, 40.726226482918854], [-73.72938090954933, 40.72622442403648], [-73.72939129986642, 40.72622182436065], [-73.72940143310754, 40.72621869457796], [-73.72941126657607, 40.72621505529992], [-73.72942075173371, 40.72621090821356], [-73.72942984582906, 40.72620628743798], [-73.72943850973856, 40.72620120819017], [-73.72944841318781, 40.72619549158928], [-73.72945780133199, 40.726189290201155], [-73.72946663382008, 40.72618263004602], [-73.72947487146648, 40.726175541649276], [-73.7294799995681, 40.72617049371354], [-73.72948247626934, 40.72616805553936], [-73.7294894161305, 40.72616020586038], [-73.72949194490741, 40.72615689431052], [-73.7294956601321, 40.726152027659936], [-73.72950118091072, 40.726143555093294], [-73.72950563266419, 40.72613541230441], [-73.72951590128054, 40.72610563213947], [-73.72951709345476, 40.7260985830206], [-73.72951756625486, 40.72609320806707], [-73.72951354155617, 40.72605300420253], [-73.72951182794654, 40.72604766463585], [-73.72951101556406, 40.7260451322851], [-73.7295075159295, 40.72603654667486], [-73.72940703139977, 40.725776308970275], [-73.72940502283961, 40.7257675278472], [-73.7294023059855, 40.72575885852421], [-73.72939889017907, 40.72575033254113], [-73.7293947894893, 40.72574198324997], [-73.7293900191761, 40.725733842204455], [-73.72938459805039, 40.72572594096676], [-73.729378544934, 40.72571830839735], [-73.72937188455977, 40.72571097517181], [-73.72936464167874, 40.725703967463076], [-73.72935684458199, 40.7256973141539], [-73.72934852158255, 40.72569103872413], [-73.72933970690794, 40.72568516556796], [-73.72933043123842, 40.72567971817076], [-73.72932073119081, 40.72567471552924], [-73.72931064455823, 40.725670178443934], [-73.72930020915199, 40.72566612321294], [-73.72928946397079, 40.72566256523658], [-73.7292784515715, 40.725659518122455], [-73.72926721214749, 40.725656994572255], [-73.72925502557545, 40.725655104556225], [-73.72924271245805, 40.72565377075861], [-73.72923031539234, 40.72565299688152], [-73.7292178817101, 40.725652786638356], [-73.72920545165928, 40.72565313922319], [-73.72919307258623, 40.72565405474741], [-73.72918078593368, 40.725655529706515], [-73.7291686367062, 40.7256575579027], [-73.72915666754116, 40.72566013313277], [-73.72914492108687, 40.725663246491926], [-73.72913344000635, 40.72566688547347], [-73.72912226340432, 40.72567103936328], [-73.72911701528142, 40.725673293608715], [-73.72911143159472, 40.72567569114657], [-73.72908975279299, 40.725692804826465], [-73.72905746969909, 40.72571828813483], [-73.72905101939409, 40.72572683863913], [-73.72904525567455, 40.72573566721629], [-73.7290401976002, 40.72574474419442], [-73.72904012595033, 40.725744898914115], [-73.7290358654328, 40.72575403540176], [-73.72903227351203, 40.72576350755311], [-73.72903074761544, 40.72577489365473], [-73.72902995897203, 40.72578632381542], [-73.72902994800575, 40.725789020827015], [-73.72902991243397, 40.725797769230226], [-73.72903060692782, 40.72580920288126], [-73.72903204020388, 40.725820595946715], [-73.72903420881761, 40.72583192230361], [-73.72903675272359, 40.725841777204394], [-73.72903710815187, 40.72584315312466], [-73.72904073121121, 40.725854262278354], [-73.72904506982377, 40.72586522182959], [-73.72904687932919, 40.72586909109086], [-73.72905011225932, 40.72587600563571], [-73.729055845604, 40.72588658755136], [-73.72907400509247, 40.7259306905967], [-73.72907735060528, 40.72593932088342], [-73.72908219902102, 40.72595182871447], [-73.72909828350728, 40.725993320787744], [-73.72911217865692, 40.72602916689249], [-73.72911920870197, 40.726047769125216], [-73.72912385206362, 40.72606005764712], [-73.72912757714468, 40.72607373890368], [-73.72913791996596, 40.72610029505759], [-73.72914022383478, 40.72611009445968], [-73.72914336156775, 40.72611975894522], [-73.72914732148948, 40.726129248864105], [-73.72915208601714, 40.726138521850764], [-73.72915763518232, 40.72614754003663], [-73.72916394428542, 40.726156264641375], [-73.72917098743581, 40.72616465868289], [-73.7291787351882, 40.726172686071365], [-73.72918715335881, 40.7261803116061], [-73.72918824356604, 40.72618117776245], [-73.72918861994738, 40.72618147671758], [-73.72922960425991, 40.72620674244986], [-73.72923693895686, 40.72621126406529], [-73.72929031326117, 40.726226259740535], [-73.72929086877868, 40.72622616919422], [-73.72929403249371, 40.726225656135675], [-73.72929783472692, 40.726225600237875], [-73.72930158145239, 40.72622609622414]], [[-73.72920951256656, 40.72568671090562], [-73.72921985504628, 40.72568654341932], [-73.72923018575524, 40.72568694232721], [-73.7292404526123, 40.725687907507], [-73.72925060001101, 40.725689432524206], [-73.72926057708315, 40.72569151005521], [-73.72927033179155, 40.72569412917154], [-73.72927981210984, 40.725697276243224], [-73.72928896957738, 40.725700934046614], [-73.7292977569208, 40.725705084460415], [-73.72930612688133, 40.72570970576127], [-73.72931403694204, 40.725714774435964], [-73.72932144697178, 40.725720262474404], [-73.72932831565177, 40.725726142764024], [-73.72933460996379, 40.72573238460994], [-73.72934029690028, 40.72573895461566], [-73.7293453446375, 40.72574581938743], [-73.72947266706987, 40.72607211972527], [-73.72947352282839, 40.72608000392858], [-73.72947362446956, 40.72608791517651], [-73.72947296979758, 40.726095811139736], [-73.72947156371508, 40.72610365040622], [-73.72946941349194, 40.72611139156939], [-73.72946652994922, 40.726118993231], [-73.72946292863521, 40.72612641580496], [-73.72945862864944, 40.7261336197135], [-73.7294536514478, 40.7261405680859], [-73.7294480255918, 40.7261472231676], [-73.72944177844846, 40.72615354990287], [-73.72943494447598, 40.726159515953995], [-73.72942755813239, 40.726165088983514], [-73.72941966096718, 40.72617023937187], [-73.72941129215121, 40.726174940195754], [-73.72940249676309, 40.72617916724702], [-73.72939332105756, 40.7261828981215], [-73.72938381364608, 40.72618611312211], [-73.72937402431627, 40.72618879435544], [-73.729364005205, 40.72619092843633], [-73.72935380843806, 40.726192504681016], [-73.72934348850507, 40.72619351331196], [-73.72933309868635, 40.72619395085228], [-73.7293226958169, 40.72619381293299], [-73.72931233196778, 40.72619310237807], [-73.72930206513209, 40.72619182112487], [-73.7292919461752, 40.72618997739763], [-73.72928203069722, 40.72618757943178], [-73.72927236954158, 40.72618464085453], [-73.72926301354437, 40.72618117709425], [-73.72925401471434, 40.726177206283595], [-73.72924541676345, 40.726172749237186], [-73.72923726812373, 40.72616783038287], [-73.72922961012513, 40.72616247413185], [-73.72922248289557, 40.726156709394914], [-73.72921592537185, 40.7261505668813], [-73.72920997056892, 40.72614407818661], [-73.72920465029941, 40.72613727940633], [-73.72919999401972, 40.726130203928804], [-73.72919602524597, 40.7261228905315], [-73.7290777242547, 40.72581916807251], [-73.72907585115567, 40.725811433658905], [-73.7290747170145, 40.72580361543519], [-73.72907432520981, 40.72579575573349], [-73.72907468149506, 40.725787895090534], [-73.72907578096682, 40.72578007491832], [-73.7290776187291, 40.72577233482787], [-73.72908018633126, 40.72576471532249], [-73.72908346940429, 40.72575725689126], [-73.72908745122282, 40.7257499973164], [-73.72909211150696, 40.725742975272226], [-73.72909742525304, 40.725736226720336], [-73.72910336391013, 40.72572978671345], [-73.72910989893107, 40.72572368940388], [-73.72911699467758, 40.72571796622561], [-73.72912461433889, 40.72571264590842], [-73.72913271873308, 40.725707758076894], [-73.72914126514952, 40.72570332694438], [-73.7291502097009, 40.7256993749203], [-73.72915950494932, 40.72569592440589], [-73.72916910466229, 40.72569299240203], [-73.72917895551642, 40.7256905931915], [-73.72918901010672, 40.72568874107083], [-73.72919921276446, 40.72568744491432], [-73.72920951256656, 40.72568671090562]]]]}",False,False,Q,False,Active,False,False,False,False,False
B028-ZN01-HANDBALL-11,68,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01713420016895, 40.607112128624706], [-74.01706212254886, 40.607183617352725], [-74.01720424030475, 40.60726871347351], [-74.01727527407117, 40.60719999301739], [-74.01713420016895, 40.607112128624706]]]]}",False,False,B,False,Active,False,False,False,False,False
R045-BASEBALL-1,122,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.18672557239213, 40.58896906921623], [-74.1867044574457, 40.58892637360289], [-74.18667547369796, 40.588886450879535], [-74.18663923184374, 40.58885013843746], [-74.18659649001393, 40.588818196883], [-74.18654814428507, 40.588791295645514], [-74.1864952097441, 40.58877000040137], [-74.18643879563759, 40.58875475690551], [-74.18638008527147, 40.58874588382039], [-74.18632030883379, 40.58874356915854], [-74.18626072092512, 40.58874786041353], [-74.1862025710371, 40.58875866730922], [-74.18614707757143, 40.5887757636432], [-74.18609540540855, 40.588798790924606], [-74.18604863758111, 40.58882726652449], [-74.18600775521678, 40.588860591812235], [-74.18597361396363, 40.58889807020376], [-74.185946932198, 40.5889389143839], [-74.18592826746115, 40.588982268857215], [-74.18591801295005, 40.58902722256039], [-74.18591638223202, 40.589072835001744], [-74.18637045862053, 40.589316203883754], [-74.18641432567512, 40.589309377885236], [-74.18672557239213, 40.58896906921623]]]]}",False,False,R,False,Active,True,False,False,False,False
X033-01-BASKETBALL-3,52,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8825316393137, 40.87747480483746], [-73.88243420014709, 40.87750685304175], [-73.88248706927828, 40.87760450088384], [-73.88258802296667, 40.877571580936575], [-73.8825316393137, 40.87747480483746]]]]}",False,False,X,False,Closed Temporarily,False,False,False,False,False
X158-BASKETBALL-1,46,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92326105250932, 40.84555315131442], [-73.92303098818013, 40.84544873718322], [-73.92296113220242, 40.84553905139357], [-73.92319048090927, 40.84564311669513], [-73.92326105250932, 40.84555315131442]]]]}",False,False,X,False,Active,False,False,False,True,False
Q067A-BASKETBALL-1,108,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89714138772106, 40.74872953285734], [-73.89710672748517, 40.74853004865682], [-73.89694278492748, 40.74854818507748], [-73.89697635434374, 40.74874600691666], [-73.89714138772106, 40.74872953285734]]]]}",False,False,Q,False,Active,False,False,False,True,False
B260-BASKETBALL-3,73,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90818269871949, 40.671482617917476], [-73.90821013520178, 40.671575474880825], [-73.90829864576938, 40.6715618125989], [-73.90827255899454, 40.671468700085754], [-73.90818269871949, 40.671482617917476]]]]}",False,False,B,False,Active,False,False,False,True,False
Q092-SOCCER-1,106,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8087467061771, 40.667611332635], [-73.80881219111245, 40.66714444733318], [-73.80815045832338, 40.66712190164694], [-73.80808339043503, 40.66759354948068], [-73.8087467061771, 40.667611332635]]]]}",False,False,Q,False,Active,False,False,False,False,False
M225-BASEBALL-1,25,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93436856363412, 40.79987843967991], [-73.9343883040523, 40.79992931022509], [-73.93469607589377, 40.800059122692296], [-73.93475609246595, 40.80000945361233], [-73.93479694573061, 40.799949592616294], [-73.93481579714549, 40.799883699327], [-73.93481133642693, 40.799816352053675], [-73.93478047018732, 40.79974698893266], [-73.93472501330166, 40.799687111249], [-73.93464950661104, 40.799641624761485], [-73.9345601368201, 40.79961425560819], [-73.93436856363412, 40.79987843967991]]]]}",False,False,M,False,Active,True,False,False,False,False
Q298-HANDBALL-3,114,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89723411728713, 40.772933541131096], [-73.89713592157347, 40.77286576535997], [-73.89706709784696, 40.77292401420545], [-73.8971652935765, 40.772991790034624], [-73.89723411728713, 40.772933541131096]]]]}",False,False,Q,False,Active,False,False,False,False,False
B058-ZN04-BASKETBALL-1,94,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95459588082925, 40.721538681438346], [-73.9546880874602, 40.72159511398156], [-73.95474248164508, 40.72154187203103], [-73.95465015545975, 40.721485496215976], [-73.95459588082925, 40.721538681438346]]]]}",False,False,B,False,Active,False,False,False,False,False
Q427-HANDBALL-1,113,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.76883405057347, 40.67358887811011], [-73.7687077836902, 40.67360689315188], [-73.76874116865015, 40.673727816104424], [-73.76886611898239, 40.673708199961204], [-73.76883405057347, 40.67358887811011]]]]}",False,False,Q,False,Active,False,False,False,False,False
B057-ZN01-TENNIS-14,63,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93580194793034, 40.60892869593801], [-73.93570696071582, 40.60898934791384], [-73.93588409857077, 40.6091504745508], [-73.93597908585356, 40.60908982242961], [-73.93580194793034, 40.60892869593801]]]]}",False,False,B,False,Active,False,False,True,False,False
B217-BASEBALL-1,79,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95064745090261, 40.695379211642106], [-73.95062027930463, 40.69541557529949], [-73.95067696815389, 40.695687336531506], [-73.95072101286728, 40.69570021832267], [-73.95076719962285, 40.69570756195952], [-73.95081433594434, 40.695709176921746], [-73.95086120321436, 40.695705023065315], [-73.9509065898069, 40.69569520613419], [-73.95094932421567, 40.69567997957544], [-73.9509882999054, 40.69565973914634], [-73.95102251081933, 40.69563500581943], [-73.95105444882869, 40.69560230828162], [-73.95107805443828, 40.695565738590496], [-73.95109253997768, 40.69552651481011], [-73.95109742415143, 40.69548594068192], [-73.95109254508016, 40.6954453660068], [-73.95107806388059, 40.6954061407207], [-73.95105446351292, 40.6953695698684], [-73.95102252869651, 40.695336870370966], [-73.95064745090261, 40.695379211642106]]]]}",False,False,B,False,Active,True,False,False,False,False
B073-ZN15-BASEBALL-7,78,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97343022822153, 40.66107018117825], [-73.97278374937987, 40.66128169551787], [-73.97278193979388, 40.661334634647474], [-73.97278888222462, 40.66138732730492], [-73.97280446587531, 40.66143893778321], [-73.97282844513171, 40.661488647451364], [-73.97286043837289, 40.66153566736184], [-73.97289993860683, 40.66157925266155], [-73.97294631937888, 40.661618710698384], [-73.97299884540755, 40.66165341723359], [-73.97305668322515, 40.66168282094765], [-73.97311891536346, 40.6617064560512], [-73.97318455572534, 40.661723946792], [-73.97325256140806, 40.66173501556276], [-73.97332185517048, 40.66173948830979], [-73.97339133726055, 40.66173729273503], [-73.97345990670081, 40.6617284637044], [-73.97352647548037, 40.66171314235006], [-73.97358998629699, 40.66169157067169], [-73.97364943384405, 40.661664091540686], [-73.97370387309286, 40.6616311396967], [-73.97375244294544, 40.66159323905087], [-73.97379437215228, 40.66155099007916], [-73.97349936790913, 40.661085723831555], [-73.97343022822153, 40.66107018117825]]]]}",False,False,B,False,Active,True,False,False,False,False
M244-BASKETBALL-2,24,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96903120560435, 40.789568230891916], [-73.9690968657546, 40.789477980524715], [-73.96901354742315, 40.78944304754268], [-73.96894723176288, 40.78953379656369], [-73.96903120560435, 40.789568230891916]]]]}",False,False,M,False,Active,False,False,False,True,False
B139-MPPA-1,83,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91770858579657, 40.69528495253517], [-73.9179765778453, 40.69544230857899], [-73.91814167274464, 40.69529194589589], [-73.91817909494655, 40.695311487524364], [-73.91840243295371, 40.69509385340879], [-73.91807416920703, 40.69490186135084], [-73.91770858579657, 40.69528495253517]]]]}",False,True,B,False,Inactive,False,False,False,False,False
Q024-ZN04-BASEBALL-1,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81205892853866, 40.7438917236925], [-73.81199492013437, 40.743865792632235], [-73.81192730380263, 40.74384585213302], [-73.81185704250238, 40.74383218562092], [-73.8117851396915, 40.74382498924085], [-73.8117126227698, 40.74382436552651], [-73.8116405241396, 40.7438303224687], [-73.81156987527912, 40.74384277620741], [-73.81150168188562, 40.74386154919006], [-73.81143691913562, 40.74388637196445], [-73.81137650916703, 40.74391689124596], [-73.81132131633946, 40.74395267171065], [-73.81127212708596, 40.743993203165665], [-73.81122964279443, 40.7440379059399], [-73.81119447148373, 40.744086143477276], [-73.8111671135849, 40.74413722591452], [-73.81114795952902, 40.744190425385796], [-73.81113728262447, 40.744244982313795], [-73.81113523665164, 40.74430011801286], [-73.81114184990848, 40.744355046385685], [-73.81115702755133, 40.74440898293206], [-73.8118869731251, 40.7445105463603], [-73.81195582033799, 40.74448097621738], [-73.81205892853866, 40.7438917236925]]]]}",False,False,Q,False,Active,True,False,False,False,False
B073-ZN28-SOCCER-3,70,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96717883878665, 40.65190231282154], [-73.96729346091361, 40.65208032552984], [-73.967435682145, 40.65202901568321], [-73.96731838740948, 40.65185136436432], [-73.96717883878665, 40.65190231282154]]]]}",False,False,B,False,Inactive,False,False,False,False,False
R015-BASKETBALL-1,120,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11048487654757, 40.64339683182079], [-74.11044146104834, 40.64315977769997], [-74.11026417491233, 40.643177195463196], [-74.1103099202884, 40.64341303171455], [-74.11048487654757, 40.64339683182079]]]]}",False,False,R,False,Active,False,False,False,True,False
B304-BASKETBALL-1,67,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92246269396452, 40.65859687655032], [-73.92226807224833, 40.65842267615797], [-73.92216302764774, 40.65849073823922], [-73.9221308563866, 40.65851158324452], [-73.92232547682035, 40.658685784766924], [-73.92235789897975, 40.65866477778391], [-73.92246269396452, 40.65859687655032]]]]}",False,False,B,False,Active,False,False,False,True,False
M283-02-BASKETBALL-3,1,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01658551599041, 40.71722332426705], [-74.01662400989116, 40.717141972037886], [-74.01644254173988, 40.71708904000077], [-74.0164017416874, 40.71716852033793], [-74.01658551599041, 40.71722332426705]]]]}",False,,M,False,Inactive,False,False,False,False,False
Q024-ZN03-BASEBALL-2,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.81238552660274, 40.746928954053494], [-73.81233549010813, 40.74686239880687], [-73.81227568705371, 40.746800682261096], [-73.81220691673667, 40.74674462696798], [-73.81213009823242, 40.74669498453433], [-73.81204625860767, 40.74665241669288], [-73.81195651871452, 40.74661749437972], [-73.81186207783989, 40.74659068330209], [-73.8117641995033, 40.74657234211496], [-73.81166419253239, 40.746562716087], [-73.81156339212788, 40.746561934369026], [-73.81146314685218, 40.74657000637056], [-73.81136479731151, 40.74658682442665], [-73.81126965721138, 40.74661216466711], [-73.81117900033195, 40.74664568789542], [-73.81109403564993, 40.746686944950135], [-73.81101590139451, 40.74673538569974], [-73.81156230235419, 40.74732898748003], [-73.8116348967646, 40.74733663717567], [-73.81238552660274, 40.746928954053494]]]]}",False,False,Q,False,Active,True,False,False,False,False
B221-HANDBALL-4,88,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96358537564666, 40.69756509191484], [-73.96360505881462, 40.69763681675249], [-73.96373093967, 40.69761631400019], [-73.96371241595095, 40.69754446347776], [-73.96358537564666, 40.69756509191484]]]]}",False,False,B,False,Active,False,False,False,False,False
Q334-BASKETBALL-2,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79873392595724, 40.77854382923895], [-73.79874048751098, 40.77849092795232], [-73.79865009540606, 40.778484688036734], [-73.79864273535448, 40.778537587923125], [-73.79873392595724, 40.77854382923895]]]]}",False,False,Q,False,Active,False,False,False,True,False
