person_id,hh_id,changed_student,attitude_bike,bike_purpose_medical,bike_purpose_other_cms,bike_purpose_shopping,medical_other_virtual,attitude_stay_home,employment_change_furloughed_1,attitude_grocery_pick_up,changed_home,age_18_64_imputed,medical_telehealth,bike_type_owned,trip_purpose_work,employment_change_pay_cut,trip_purpose_other,employment_change_pay_1,disability_walking_cms,student,age_13_17_reported,delivery_other_location,modes_used_walk,shopping_food_grocery_pick,income,changed_vehicles,num_bicycles_cms,attitude_bus,modes_used_bus,bike_freq,subway_attitude_all,modes_used_ferry,attitude_drive,modes_before_walk,modes_during_bike,age_65_over_reported,subway_attitude_temperature,modes_during_bus,student_cms,bike_purpose_other,exercise,modes_used_tnc,modes_during_subway,modes_before_ferry,race_american_indian_cms,attitude_grocery_delivery,job_type,race_white_cms,changed_num_children,medical_postponed,essential,age_cms,modes_during_household_vehicle,trip_purpose_exercise,bike_purpose_work_related,delivery_service,education_cms,modes_before_rail,bike_purpose_appointment,age_13_17_imputed,age_12_under_imputed
1971590201,19715902,0,1,995,995,995,0,1,0,4,0,-9999,0,995,4,0,0,0,0,995,1,0,0,0,995,0,0,1,0,5,995,0,1,0,0,0,995,0,1,995,3,0,0,0,0,5,3,0,0,0,1,8,1,3,995,0,7,1,995,-9999,-9999
1905314501,19053145,0,5,995,0,995,0,4,995,5,0,2,0,995,0,995,0,995,0,995,0,0,2,0,995,1,3,5,0,3,995,0,1,1,1,0,995,0,0,995,2,0,0,0,0,5,995,1,0,1,995,5,1,2,995,0,6,0,0,0,2
1900767401,19007674,0,3,995,995,995,0,2,0,3,0,1,0,995,0,0,0,0,0,995,0,0,0,0,995,0,0,2,1,5,995,0,3,0,0,0,995,0,0,995,6,0,0,0,0,4,1,0,0,1,2,7,0,2,995,0,6,0,995,0,0
1978153001,19781530,0,5,995,995,995,0,1,0,1,0,2,0,995,0,0,0,0,0,995,0,0,0,0,995,0,0,2,0,5,995,0,1,0,0,0,995,0,0,995,2,1,0,0,0,1,1,0,0,1,2,5,1,2,995,0,7,0,995,0,1
1911205201,19112052,0,3,995,0,995,0,1,0,3,0,2,0,995,0,0,0,0,999,995,0,0,0,0,995,0,1,4,0,3,995,0,3,1,0,0,995,0,0,995,0,0,0,0,0,3,1,1,0,1,998,5,0,0,995,0,6,0,0,0,2
1925913901,19259139,0,3,995,995,995,1,2,0,3,0,0,0,995,0,0,1,0,0,995,0,0,0,0,2,0,0,3,0,5,995,0,2,0,0,1,995,0,0,995,7,0,0,1,0,4,995,1,0,0,995,9,1,7,995,0,7,0,995,0,0
1915494501,19154945,0,3,995,995,995,0,2,0,3,0,2,0,995,0,1,0,0,0,995,0,0,0,0,995,0,0,3,0,5,1,0,1,0,0,1,2,0,0,995,1,0,0,0,0,4,1,0,0,0,2,5,1,0,995,1,6,0,995,0,0
1915452701,19154527,0,1,0,0,0,0,2,0,3,0,2,1,0,0,1,0,0,0,995,0,0,0,0,995,0,0,4,0,1,995,0,2,1,1,0,995,0,0,0,7,0,0,0,0,4,1,1,0,0,2,6,0,7,-9999,0,6,0,1,0,0
1901329201,19013292,0,3,995,0,995,0,2,0,4,0,-9999,0,995,5,0,0,0,0,995,0,1,0,0,995,0,4,3,0,3,2,0,1,0,0,2,2,0,0,995,0,0,0,0,0,4,3,0,0,0,1,7,1,0,995,0,5,0,0,-9999,-9999
1920756101,19207561,0,4,995,995,995,1,2,0,1,0,1,1,995,0,0,0,0,0,995,0,0,4,0,995,0,0,2,0,5,995,0,1,1,0,1,995,0,0,995,4,0,0,0,0,1,1,1,0,1,2,8,0,4,995,1,7,1,995,0,0
