latitude,longitude,street_name,gi_result_air_vents,gi_req_roof_access,borough,gi_result_external_structure,gi_result_access_ladders,reporting_year,gi_result_roof_access
40.744404,-73.974962,East 34th Street,N,Y,MANHATTAN,N,N,2024,N
40.847771,-73.934853,ST NICHOLAS AVENUE,N,Y,MANHATTAN,N,N,2019,N
40.75889,-73.989669,West 44th Street,N,Y,MANHATTAN,N,N,2024,N
40.786274,-73.952766,Park Avenue,N,Y,MANHATTAN,N,N,2022,N
40.731817,-73.999271,-Washington Square West,N,Y,MANHATTAN,N,N,2021,N
40.812475,-73.961931,Claremont Avenue,N,Y,MANHATTAN,N,N,2015,N
40.804624,-73.96571,WEST 111 STREET,N,Y,MANHATTAN,N,N,2017,N
40.768204,-73.956974,East 72nd Street,N,Y,MANHATTAN,N,N,2018,N
40.716182,-74.00694,Church Street,N,Y,MANHATTAN,N,N,2021,N
40.805098,-73.962954,West 113th Street,N,Y,MANHATTAN,N,N,2018,N
40.805626,-73.966197,West 112th Street,N,Y,MANHATTAN,N,N,2021,N
40.743107,-73.979744,East 30th Street,N,Y,MANHATTAN,N,N,2015,N
40.748276,-73.98469,5th Ave,N,Y,MANHATTAN,N,N,2020,N
40.749524,-73.97906,Park Avenue,N,Y,MANHATTAN,N,N,2025,N
40.695547,-73.99744,MONTAGUE TERRACE,N,Y,BROOKLYN,N,N,2025,N
40.746797,-73.972828,East 38 Street,N,Y,MANHATTAN,N,N,2022,N
40.732673,-73.999524,Waverly Place,N,Y,MANHATTAN,N,N,2015,N
40.779105,-73.988193,Riverside Blvd,N,Y,MANHATTAN,N,N,2016,N
40.764505,-73.979734,WEST   56 STREET,N,Y,MANHATTAN,N,N,2018,N
40.756924,-73.969976,3 AVENUE,N,Y,MANHATTAN,N,N,2020,N
40.750017,-73.991345,PENN PLAZA,N,Y,MANHATTAN,N,N,2018,N
40.715447,-74.00189,CS,N,Y,MANHATTAN,N,N,2015,N
40.74476,-73.985135,MADISON AVENUE,N,Y,MANHATTAN,N,N,2020,N
40.743228,-73.984132,Park Avenue South,N,Y,MANHATTAN,N,N,2020,N
40.710536,-74.009378,Broadway,N,Y,MANHATTAN,N,N,2023,N
40.704215,-74.011559,Broad Street,N,Y,MANHATTAN,N,N,2018,N
40.739054,-73.961601,57th Avenue,N,Y,QUEENS,N,N,2023,N
40.732484,-73.996193,Fifth Avenue,N,Y,MANHATTAN,N,N,2022,N
40.761081,-73.97323,Madison Avenue,N,Y,MANHATTAN,N,N,2025,N
40.728632,-73.868701,62 AVENUE,N,Y,QUEENS,N,N,2016,N
40.784064,-73.98136,West End Avenue,N,Y,MANHATTAN,N,N,2021,N
40.787087,-73.955962,EAST 95TH STREET,N,Y,MANHATTAN,N,N,2021,N
40.810479,-73.959819,WEST 121ST ST,N,Y,MANHATTAN,N,N,2025,N
40.807907,-73.96573,WEST 115 STREET,N,Y,MANHATTAN,N,N,2020,N
40.734449,-73.994072,East 12th Street,N,Y,MANHATTAN,N,N,2023,N
40.762508,-73.974287,Fifth Avenue,N,Y,MANHATTAN,N,N,2025,N
40.739851,-74.002439,Eighth Avenue,N,Y,MANHATTAN,N,N,2019,N
40.803788,-73.947892,West 119th Street,N,Y,MANHATTAN,N,N,2022,N
40.775223,-73.977673,WEST 70 STREET,N,Y,MANHATTAN,N,N,2016,N
40.67529,-73.969558,Plaza Street East,N,Y,BROOKLYN,N,N,2024,N
40.748806,-73.992204,Seventh Ave,N,Y,MANHATTAN,N,N,2016,N
40.802359,-73.949425,Malcolm X BLVD,N,Y,MANHATTAN,N,N,2018,N
40.780073,-73.95909,EAST 85 STREET,N,Y,MANHATTAN,N,N,2022,N
40.751306,-73.987656,Broadway,N,Y,MANHATTAN,N,N,2023,N
40.713314,-74.007759,Murray Street,N,Y,MANHATTAN,N,N,2021,N
40.794387,-73.94682,Park Avenue,N,Y,MANHATTAN,N,N,2016,N
40.747582,-73.990324,West 30th Street,N,Y,MANHATTAN,N,N,2021,N
40.764974,-73.968283,PARK AVENUE,N,Y,MANHATTAN,N,N,2018,N
40.750662,-73.991944,PENN PLAZA,N,Y,MANHATTAN,N,N,2025,N
40.692459,-73.990491,Joralemon Street,N,Y,BROOKLYN,N,N,2017,N
40.758171,-73.973246,Park Avenue,N,Y,MANHATTAN,N,N,2024,N
40.784451,-73.981082,West End Avenue,N,Y,MANHATTAN,N,N,2020,N
40.779403,-73.959426,EAST   84 STREET,N,Y,MANHATTAN,N,N,2019,N
40.758393,-73.981537,Avenue of the Americas,N,Y,MANHATTAN,N,N,2023,N
40.844293,-73.829016,Middletown Road,N,Y,BRONX,N,N,2022,N
40.768063,-73.960657,East 70th Street,N,Y,MANHATTAN,N,N,2025,N
40.755352,-73.983732,AVENUE OF THE AMERICAS,N,Y,MANHATTAN,N,N,2018,N
40.715534,-74.016651,River Terrace,N,Y,MANHATTAN,N,N,2016,N
40.732486,-74.00311,BARROW STREET,N,Y,MANHATTAN,N,N,2022,N
40.784248,-73.952103,Lexington Avenue,N,Y,MANHATTAN,N,N,2022,N
40.791371,-73.941907,SECOND AVENUE,N,Y,MANHATTAN,N,N,2023,N
40.75227,-73.987454,BROADWAY,N,Y,MANHATTAN,N,N,2017,N
40.757943,-73.971322,Lexington Avenue,N,Y,MANHATTAN,N,N,2021,N
40.741617,-73.987449,Madison Avenue,N,Y,MANHATTAN,N,N,2021,N
40.797011,-73.960791,Central Park West,N,Y,MANHATTAN,N,N,2022,N
40.767114,-73.964264,EAST   67 STREET,N,Y,MANHATTAN,N,N,2017,N
40.746031,-73.971854,First Ave,N,Y,MANHATTAN,N,N,2022,N
40.696154,-73.991367,Clinton Street,N,Y,BROOKLYN,N,N,2024,N
40.769249,-73.988895,West 57th Street,N,Y,MANHATTAN,N,N,2024,N
40.586552,-73.966168,Ocean Parkway,N,Y,BROOKLYN,N,N,2025,N
40.760972,-73.977172,WEST53 STREET,N,Y,MANHATTAN,N,N,2015,N
40.761177,-73.973161,Madison Avenue,N,Y,MANHATTAN,N,N,2023,N
40.778223,-73.980737,WEST   72 STREET,N,Y,MANHATTAN,N,N,2017,N
40.717231,-74.006565,Worth Street,N,Y,MANHATTAN,N,N,2025,N
40.748276,-73.98469,5th Avenue,N,Y,MANHATTAN,N,N,2020,N
40.755564,-73.975138,Park Avenue,N,Y,MANHATTAN,N,N,2021,N
40.75959,-73.989431,West 45th Street,N,Y,MANHATTAN,N,N,2022,N
40.746611,-73.909736,54th Street,N,Y,QUEENS,N,N,2021,N
40.833633,-73.938755,Edgecomb Avenue,N,Y,MANHATTAN,N,N,2023,N
40.772463,-73.989844,WEST END AVENUE,N,Y,MANHATTAN,N,N,2019,N
40.78424,-73.95422,Park Avenue,N,Y,MANHATTAN,N,N,2022,N
40.746721,-73.97844,EAST   35 STREET,N,Y,MANHATTAN,N,N,2018,N
40.752702,-73.97907,EAST   42 STREET,N,Y,MANHATTAN,N,N,2020,N
40.737876,-73.984841,GRAMERCY PARK NORTH,N,Y,MANHATTAN,N,N,2018,N
40.764149,-73.955251,East 68th st,N,Y,MANHATTAN,N,N,2015,N
40.754508,-73.975951,Park Avenue,N,Y,MANHATTAN,N,N,2023,N
40.752811,-73.990973,WEST 36 STREET,N,Y,MANHATTAN,N,N,2021,N
40.803788,-73.947892,West 119th etreet,N,Y,MANHATTAN,N,N,2020,N
40.689011,-73.981228,Fulton Street,N,Y,BROOKLYN,N,N,2023,N
40.715784,-73.986188,Grand Street,N,Y,MANHATTAN,N,N,2022,N
40.763652,-73.981597,WEST 54 STREET,N,Y,MANHATTAN,N,N,2022,N
40.75547,-73.989616,W4S,N,Y,MANHATTAN,N,N,2017,N
40.726785,-73.995613,BROADWAY,N,Y,MANHATTAN,N,N,2022,N
40.787901,-73.980962,RIVERSIDE DRIVE,N,Y,MANHATTAN,N,N,2021,N
40.70654,-74.009738,Wall Street,N,Y,MANHATTAN,N,N,2023,N
