person_id,school_mode_elementary,school_mode_before,employment_change_laid_off,bike_type_other,bike_purpose_restaurant,employment_change_reduced,attitude_telework,bike_purpose_other_cms,modes_used_july_moped,medical_appointment,trip_purpose_other,increased_vehicle_job,reduced_vehicle_transit,telework_future,increased_vehicle_other,employment_change_furloughed_1,attitude_transit_bus,employment_change_pay,move_nyc,bike_type_owned,bike_freq_cms,school_type_high,bike_purpose_work_related,reduced_vehicle_ridehailing,school_type_middle,work_covid_protocols_dont,disability_mobility_cms,trip_purpose_food,work_mode,modes_used_july_rail,school_type_other,increased_vehicle_area,delivery_small_retailer,class_structure_high,changed_none,shopping_food_restaurant_1,home_cms_zone,delivery_home,school_type_cared_at_home,shopping_food_in_store,attitude_stay_home,reduced_vehicle_nyc_driving,bike_purpose_grocery,disability_hearing_cms,modes_used_household_vehicle,disability_seeing_cms,modes_used_other_vehicle,school_mode,disability_walking_cms,trip_purpose_work,shopping_food_grocery_pick,work_covid_protocols_health,dine_location_none,age_18_64,employment_change_none,changed_vehicles,work_covid_protocols_none,attitude_order,modes_used_july_tnc,school_type_home,increased_vehicle_covid_needs,race_other_cms,school_type_daycare,race_native_hawaiian_cms,attitude_drive,bike_purpose_commute_cms,dine_location_sidewalk,trip_purpose_exercise,attitude_nyc_surge,attitude_tnc
1933594001,995,995,0,995,995,1,3,995,0,0,0,995,995,995,995,0,995,0,1,995,5,995,995,995,995,0,0,2,5,0,995,995,0,995,1,0,Southern Bronx,2,995,3,3,995,995,0,2,0,0,995,0,6,0,0,1,1,0,0,0,2,0,995,995,0,995,0,2,995,0,0,5,3
1972932101,995,20,995,995,995,995,1,995,0,1,0,995,995,7,995,995,995,995,1,995,5,0,995,995,0,1,0,0,5,0,1,995,0,995,1,0,Outer Brooklyn,0,0,1,1,995,995,1,1,0,0,995,0,7,1,0,1,7,995,0,0,1,0,0,995,0,0,0,1,995,0,0,5,1
1943583501,995,995,995,995,995,995,4,995,0,0,0,995,995,3,995,995,4,995,998,995,5,995,995,995,995,0,0,0,1,0,995,995,0,995,1,0,Inner Queens,2,995,0,1,995,995,0,5,0,0,995,0,5,0,1,0,2,995,0,0,2,0,995,995,0,995,0,1,995,0,4,3,4
1974175301,995,995,995,995,995,995,1,995,0,1,0,995,995,7,995,995,5,995,1,995,5,995,995,995,995,995,0,1,995,0,995,995,0,995,1,3,Inner Queens,4,995,2,1,995,995,0,0,0,0,995,0,0,0,995,0,2,995,0,995,1,1,995,995,0,995,0,4,995,0,1,5,1
1993356901,995,995,995,995,995,995,995,995,0,1,0,995,995,995,995,995,995,995,1,995,5,995,995,995,995,995,0,1,995,0,995,995,1,995,1,0,Middle Queens,0,995,2,1,995,995,0,0,0,0,995,0,2,0,995,1,1,995,0,995,2,0,995,995,0,995,0,3,995,0,0,5,5
1954263201,995,995,995,995,995,995,995,0,0,1,0,995,995,995,995,995,3,995,1,995,4,995,995,995,995,995,0,0,995,0,995,995,0,995,1,4,Inner Brooklyn,3,995,2,2,995,995,0,0,0,0,995,0,0,0,995,0,2,995,0,995,2,0,995,995,0,995,0,1,0,1,2,5,3
1931443001,995,8,995,995,995,995,995,995,0,0,0,995,995,995,995,995,5,995,1,995,5,995,995,995,995,995,0,7,995,0,995,995,1,995,1,3,Outside of New York City,3,995,1,3,995,995,0,4,0,0,995,0,0,0,995,0,2,995,0,995,2,0,995,995,0,995,0,4,995,1,0,5,2
1920912601,995,995,0,995,995,0,1,995,0,1,0,995,995,4,995,0,1,0,998,995,5,995,995,995,995,995,0,0,995,0,995,995,2,995,1,0,Upper Manhattan,2,995,4,2,995,995,0,0,0,0,995,0,0,0,995,0,1,0,0,995,1,0,995,995,999,995,999,2,995,0,5,3,3
1964083001,8,995,0,995,995,0,995,995,0,1,0,0,995,995,0,0,995,0,998,995,5,1,995,995,0,995,1,0,995,0,0,0,0,3,1,1,Inner Queens,1,995,1,1,995,995,0,0,0,0,995,1,0,0,995,1,3,1,0,995,1,0,0,0,999,0,999,1,995,0,0,2,2
1999900001,995,5,995,995,995,995,1,995,0,1,0,995,995,4,995,995,995,995,998,995,5,995,995,995,995,0,0,0,4,0,995,995,0,995,1,0,Outer Brooklyn,1,995,0,1,995,995,0,2,0,0,4,0,4,0,1,1,2,995,0,0,1,0,995,995,0,995,0,1,995,0,0,3,5
