hh_id,education_cms,age_65_over,modes_used_tnc,telework_before,commute_subsidy,reduced_vehicle_other,class_structure_middle,school_mode_high,race_asian_cms,attitude_street_bus_lanes,gender_cms,modes_used_scooter,job_type,class_structure_elementary,work_covid_protocols_other,attitude_street_classroom,attitude_street_bike_lanes,vehicle_no_change,age_5_under,employment_change_pay_1,bike_purpose_recreation_cms,student_location,age_5_12,bike_purpose_visit_friend,work_return_barriers_child,disability_concentrating,bike_purpose_appointment,bike_freq,trip_purpose_drop_off,employment_change_new_job,increased_vehicle_transport,modes_used_subway,student,work_mode_cms,age_cms,disability_dressing_cms,delivery_other_location,attitude_transit_subway,modes_used_july_subway,reduced_vehicle_parking,school_mode_middle,changed_other,num_vehicles,dine_location_outdoor_seating,shopping_food_restaurant_2,errand_mode,attitude_shared_tnc,school_type_elementary,attitude_nyc_employment,delivery_major_retailer,race_american_indian_cms,residence_type,shopping_food_restaurant,bike_purpose_recreation,trip_purpose_restaurant,modes_used_july_walk,work_return_barriers_other,trip_purpose_school,modes_used_july_household,medical_telehealth,modes_used_july_other_vehicle,reduced_vehicle_carshare,dine_location_indoor,modes_used_ferry
19783660,7,0,0,8,2,995,995,995,0,1,2,0,2,995,0,1,1,3,0,995,1,995,0,995,995,0,0,3,4,995,995,5,8,105,5,0,0,995,1,995,995,1,0,0,0,9,2,995,4,1,0,1,1,995,1,1,995,0,0,0,0,995,1,0
19651279,6,0,2,6,995,995,995,995,0,1,2,0,1,995,995,3,1,3,0,995,1,995,0,995,0,0,0,4,0,995,995,0,8,105,7,0,0,3,0,995,995,0,0,1,0,9,5,995,5,1,0,1,0,995,0,1,0,0,0,1,0,995,0,0
19675551,3,1,0,8,2,995,995,995,0,1,1,0,3,4,1,4,2,995,0,995,995,995,2,995,995,0,995,5,1,995,0,4,8,105,5,0,0,995,1,995,995,0,1,0,0,2,4,1,4,2,0,1,0,995,1,0,995,0,0,0,0,995,1,0
19550277,2,1,1,995,995,995,995,995,0,4,1,0,995,995,995,5,5,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,8,0,0,2,0,995,995,0,0,0,0,9,4,995,3,0,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19319148,7,0,1,8,995,995,995,995,0,1,1,0,1,995,995,1,1,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,102,5,0,0,1,0,995,995,0,0,0,0,9,5,995,5,0,0,1,0,995,0,1,0,0,0,0,0,995,0,0
19862389,6,1,0,995,995,995,995,995,0,1,2,0,995,995,995,2,2,3,0,995,1,995,0,0,995,0,0,2,1,995,995,0,8,995,9,0,0,2,0,995,995,0,1,0,0,9,5,995,5,0,0,1,1,1,0,1,995,0,1,0,0,995,0,0
19571434,1,0,0,995,995,995,995,995,999,1,1,0,995,995,995,5,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,9,995,4,0,1,4,0,995,995,0,1,1,0,2,5,0,1,3,999,1,0,995,0,1,995,0,1,0,0,995,0,0
19624963,2,2,1,995,995,995,995,995,0,3,1,0,995,995,995,3,1,3,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,995,9,0,0,4,0,995,995,0,1,0,1,2,5,995,5,2,0,1,2,995,1,0,995,0,1,1,0,995,1,0
19722116,6,0,0,8,1,995,995,995,0,3,2,0,4,995,0,4,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,5,8,105,7,0,1,995,1,995,995,0,1,0,0,997,3,995,2,1,0,997,1,995,0,1,995,0,0,0,1,995,0,0
198923778,7,1,0,995,995,995,995,995,0,4,1,0,995,995,995,5,4,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,8,0,0,995,1,995,995,0,1,0,0,2,5,995,3,0,0,1,1,995,0,1,995,0,1,0,0,995,1,0
19068153,7,0,2,8,995,995,4,995,0,1,1,0,995,4,995,1,1,2,0,0,1,995,2,0,995,0,0,2,0,1,995,2,8,995,6,0,0,995,1,995,995,0,0,0,0,10,1,1,2,3,0,995,0,0,0,0,995,0,1,0,0,995,0,0
19664089,6,0,0,8,995,995,995,995,0,1,1,0,1,995,995,3,3,3,0,995,995,5,0,995,0,0,995,5,1,995,995,0,7,102,6,0,0,5,0,995,995,0,1,0,0,2,5,995,3,3,0,1,1,995,0,0,1,0,1,0,0,995,0,0
192624173,6,0,0,8,995,995,995,995,1,3,1,0,1,995,995,2,1,3,0,0,0,995,0,995,0,0,0,1,0,0,995,1,8,105,5,0,0,3,0,995,995,0,0,0,0,9,5,995,5,3,0,1,0,995,0,1,0,0,0,0,0,995,0,0
19206238,6,0,0,8,995,0,995,995,1,4,1,0,1,995,995,3,3,995,0,0,995,995,0,995,0,0,995,5,0,1,995,0,8,1,5,0,0,3,0,0,995,0,0,0,1,9,4,995,5,1,0,1,0,995,1,1,0,0,0,0,0,0,1,0
19301585,7,0,0,8,995,995,995,995,0,1,2,0,995,995,995,2,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,7,0,0,5,0,995,995,0,0,0,0,9,5,995,2,3,0,1,2,995,0,1,995,0,1,1,0,995,0,0
19358863,-9998,1,0,8,995,995,995,995,1,1,2,0,1,995,995,1,1,3,0,995,995,995,0,995,0,0,995,5,0,995,995,1,8,995,4,0,1,995,1,995,995,0,0,1,1,9,5,995,3,3,0,1,1,995,1,1,0,0,0,0,0,995,0,0
19470781,7,2,0,4,2,995,4,995,1,2,2,0,2,995,0,3,2,3,0,0,1,995,2,995,995,0,0,4,0,0,995,0,8,100,7,0,0,4,0,995,995,0,1,0,0,2,4,0,3,1,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19862508,7,2,2,995,995,995,995,995,0,2,1,0,995,995,995,2,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,9,0,0,1,0,995,995,0,0,0,2,9,5,995,5,1,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19429695,999,0,0,995,2,995,995,995,999,1,2,0,3,3,0,2,1,3,0,0,995,995,2,0,995,0,995,2,2,1,995,0,8,995,4,0,0,995,1,995,995,0,0,0,0,9,5,1,2,0,999,1,1,1,0,1,995,0,0,0,1,995,0,0
19350305,3,0,1,995,995,0,995,995,0,3,1,0,995,995,995,3,3,995,0,995,995,995,0,995,995,1,995,6,0,995,995,0,8,995,8,0,0,5,0,0,995,0,0,0,0,1,1,995,2,1,0,995,0,995,0,0,995,0,0,1,0,0,0,0
19895079,7,0,0,7,995,995,995,995,1,3,2,0,1,995,995,3,2,3,0,995,0,995,0,995,0,0,0,5,0,995,995,0,8,105,7,0,0,4,0,995,995,0,2,0,0,2,4,995,3,1,0,1,0,995,0,0,0,0,1,0,0,995,0,0
19267927,7,0,0,8,2,995,995,995,0,5,2,0,3,1,0,4,4,3,0,995,1,995,1,995,995,0,0,3,2,995,995,0,8,100,7,0,0,3,0,995,995,0,1,1,0,2,5,1,4,2,0,1,1,995,0,0,995,0,1,0,0,995,0,0
19125279,7,0,0,8,995,995,995,995,1,4,2,0,1,995,995,4,3,3,0,995,995,995,0,995,0,0,995,5,2,995,995,0,8,105,8,0,0,5,0,995,995,0,2,0,0,9,4,995,5,1,0,995,2,995,0,1,0,0,0,0,0,995,0,0
19729210,7,0,5,8,995,995,995,995,0,2,1,0,1,995,995,1,2,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,6,0,0,5,0,995,995,0,0,0,0,9,4,995,5,6,0,1,0,995,0,1,0,0,0,0,0,995,0,0
19374235,6,0,0,8,995,995,995,995,0,2,1,0,995,995,995,3,2,3,0,0,995,995,0,995,995,0,995,4,0,0,995,1,8,105,4,0,0,995,1,995,995,0,0,0,1,5,4,995,4,2,0,1,0,995,1,1,995,0,0,0,0,995,0,0
19408766,7,0,0,8,995,995,995,995,0,1,2,0,1,995,995,1,1,3,0,995,1,995,0,0,0,0,0,1,0,995,995,0,8,100,8,0,0,1,0,995,995,0,1,1,1,2,3,995,5,2,0,1,2,0,1,0,0,0,1,0,0,995,0,0
19608159,6,0,0,7,995,995,995,995,0,2,2,0,1,995,995,2,2,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,6,0,0,2,0,995,995,0,0,0,0,9,5,995,3,4,0,1,0,995,0,1,0,0,0,0,0,995,0,0
19570262,6,2,0,995,995,995,995,995,0,2,2,0,995,995,995,1,1,3,0,995,0,995,0,995,995,0,0,5,0,995,995,0,8,995,10,0,0,5,0,995,995,0,1,0,0,2,5,995,5,1,0,1,1,995,0,0,995,0,1,0,0,995,0,0
19345460,7,0,0,6,995,995,995,995,0,1,1,0,1,995,995,2,1,1,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,102,8,0,0,5,0,995,995,0,1,0,1,2,5,995,5,1,0,1,1,995,1,0,0,0,1,0,0,995,1,0
199989189,4,0,0,8,995,995,995,995,0,1,2,0,995,995,995,3,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,4,8,105,6,0,0,995,1,995,995,0,0,1,0,9,3,995,4,1,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19477366,6,0,0,995,995,995,995,995,0,1,2,0,995,995,995,1,1,3,0,995,995,995,0,995,995,999,995,5,0,995,995,1,8,995,8,999,0,995,1,995,995,0,0,0,0,9,4,995,5,2,0,1,2,995,0,1,995,0,0,1,0,995,0,0
19214725,6,2,0,8,995,995,995,995,1,3,1,0,1,995,995,3,3,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,6,0,0,995,1,995,995,0,1,0,0,5,4,995,5,1,0,3,1,995,0,0,0,0,0,0,0,995,0,0
19262663,6,0,0,8,2,995,995,995,0,1,1,0,2,995,0,2,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,4,8,105,6,0,0,995,1,995,995,0,0,0,0,6,5,995,5,1,0,5,2,995,0,0,995,0,0,0,0,995,0,0
19135771,7,2,0,8,2,995,995,995,1,3,1,0,2,995,0,3,3,2,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,105,5,0,0,995,1,995,995,0,2,1,0,2,4,995,4,3,0,1,3,995,0,0,995,0,1,0,0,995,0,0
19421287,7,1,0,995,995,995,995,995,0,2,1,0,995,995,995,2,3,3,0,995,995,6,0,995,995,0,995,5,0,995,995,1,6,995,9,0,0,2,0,995,995,0,0,0,0,6,5,995,5,1,0,1,1,995,0,1,995,0,0,0,0,995,0,0
19206139,3,0,1,995,995,995,995,995,0,4,1,0,995,995,995,5,4,3,0,995,995,995,0,995,995,999,995,5,0,995,995,0,8,995,7,999,0,3,0,995,995,0,2,0,5,2,3,995,3,2,0,1,0,995,5,0,995,0,1,0,0,995,1,0
19987915,7,0,0,8,2,995,995,995,999,1,2,0,4,995,0,5,1,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,100,8,0,0,5,0,995,995,0,2,0,0,2,5,995,5,0,999,1,0,995,0,0,995,0,0,0,1,995,0,0
19149438,6,1,0,995,995,995,995,995,1,4,2,0,995,995,995,5,4,3,0,995,1,995,0,995,995,0,0,5,0,995,995,0,8,995,9,0,0,4,0,995,995,0,2,0,0,9,5,995,5,2,0,1,1,995,0,1,995,0,1,1,0,995,0,0
19489290,6,0,0,1,995,995,995,995,0,1,1,0,1,995,995,1,1,3,0,995,1,995,0,1,995,0,1,1,0,995,995,0,8,995,8,0,0,2,0,995,995,0,0,0,0,10,5,995,5,0,0,1,0,1,0,1,995,0,0,0,0,995,0,1
19314242,7,1,1,995,995,995,995,995,0,2,1,0,995,995,995,2,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,9,0,0,5,0,995,995,0,0,1,0,9,5,995,5,1,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19573895,7,1,0,995,995,995,995,995,0,2,2,0,995,995,995,3,2,3,0,995,1,995,0,995,995,0,0,2,0,995,995,0,8,995,9,0,0,4,0,995,995,0,1,0,0,9,5,995,5,0,0,1,0,995,0,1,995,0,1,0,0,995,0,0
19636271,4,1,1,8,995,995,995,995,999,3,1,0,995,995,995,4,3,3,0,0,995,995,0,995,995,0,995,5,0,0,995,0,8,105,7,0,0,1,0,995,995,0,0,0,0,9,5,995,2,0,999,1,0,995,0,0,995,0,0,1,1,995,0,0
19623204,7,0,0,6,995,995,995,995,0,2,2,0,995,995,995,2,2,3,0,0,995,995,0,0,995,0,995,4,0,0,995,1,8,105,5,0,0,4,0,995,995,0,0,1,0,9,3,995,3,0,0,1,0,1,0,1,995,0,0,0,0,995,0,0
19431737,6,0,1,2,995,995,4,995,0,2,1,0,1,995,995,4,1,1,1,995,1,995,0,995,995,0,0,5,0,995,995,0,8,995,6,0,0,4,0,995,995,0,0,0,0,1,1,0,1,1,0,1,0,995,0,0,995,0,0,0,0,995,0,0
19992747,3,0,0,8,2,995,4,995,1,1,2,0,3,995,0,2,2,3,0,995,995,995,0,995,995,0,995,5,1,995,995,0,8,100,7,0,0,995,1,995,995,0,1,0,4,2,2,0,5,0,0,995,2,995,4,0,995,0,1,1,0,995,1,0
19715902,7,0,0,8,2,995,995,995,0,2,1,0,2,995,0,4,2,3,0,995,995,6,0,995,995,0,995,5,0,995,995,0,6,100,8,0,0,5,0,995,995,0,1,0,0,9,3,0,5,1,0,1,1,995,0,1,995,0,1,0,0,995,1,0
19531345,3,0,0,995,995,995,995,995,0,5,2,0,995,995,995,3,5,3,0,995,995,995,0,995,995,1,995,6,0,995,995,0,8,995,8,0,0,5,0,995,995,0,1,0,0,2,5,995,5,2,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19504735,7,0,0,7,2,995,995,995,0,1,2,0,2,2,1,1,2,995,0,995,995,995,2,995,995,0,995,5,4,995,0,1,8,1,7,0,0,995,1,995,995,0,1,0,1,9,5,1,5,3,0,1,1,995,1,1,995,0,1,1,0,995,0,0
19658816,6,0,2,8,2,995,2,995,0,4,2,0,3,995,1,5,4,3,0,995,1,995,1,995,995,0,0,4,2,995,995,0,8,1,8,0,0,4,0,995,4,0,1,1,1,9,5,0,3,1,0,1,0,995,1,1,995,0,1,0,0,995,0,0
19862233,6,0,0,995,995,0,995,995,1,1,1,0,995,995,995,1,1,995,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,995,5,0,0,995,1,0,995,0,1,0,1,9,5,995,2,0,0,1,0,995,1,1,995,0,1,0,0,0,1,0
19852253,2,1,0,995,2,995,995,995,0,1,1,0,3,995,0,2,1,3,0,0,0,995,0,0,995,999,0,1,0,0,995,1,8,995,8,999,0,2,0,995,995,0,1,0,0,10,3,995,4,1,0,1,0,0,1,0,995,0,0,0,0,995,0,0
19285485,999,0,2,995,995,995,995,995,999,2,999,0,1,995,995,1,1,3,0,995,1,995,0,0,0,0,0,2,0,995,995,2,8,995,5,0,0,995,1,995,995,0,0,1,1,9,5,995,4,2,999,1,0,1,1,1,0,0,0,0,0,995,0,0
19184171,5,1,1,995,995,995,995,995,0,1,1,0,995,995,995,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,995,9,0,0,995,1,995,995,0,0,0,0,5,5,995,5,0,0,1,0,995,0,0,995,0,0,0,0,995,0,0
19157414,5,2,0,995,995,995,995,995,0,4,2,0,995,995,995,5,4,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,100,9,0,0,5,0,995,995,0,1,1,0,2,5,995,3,3,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19015702,6,1,0,995,995,995,995,995,1,1,1,0,995,995,995,1,4,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,9,0,0,2,0,995,995,0,0,0,0,9,5,995,5,2,0,1,0,995,0,1,995,0,0,1,0,995,0,0
19265414,1,0,3,995,995,0,995,995,0,1,1,0,995,995,995,2,1,995,0,995,995,995,0,995,995,999,995,4,0,995,995,0,9,105,6,999,0,3,0,0,995,0,0,0,0,1,3,995,5,1,0,1,0,995,0,1,995,0,0,1,0,0,0,0
19558688,3,0,0,8,995,0,995,995,0,2,2,0,995,3,995,3,2,995,0,995,995,995,1,995,995,0,995,5,1,995,995,2,8,105,5,0,0,2,0,0,995,0,0,0,0,9,4,1,1,1,0,995,1,995,0,0,995,0,0,0,0,0,0,0
19403667,7,2,0,4,995,995,995,995,0,1,2,0,995,995,995,2,1,3,0,995,1,995,0,1,995,1,1,1,0,995,995,1,8,103,9,0,0,2,0,995,995,0,0,0,0,10,5,995,5,0,0,1,1,1,0,0,995,0,0,0,0,995,0,0
199599840,6,1,5,4,1,995,995,995,0,4,1,0,3,995,1,2,3,3,0,0,1,995,0,995,995,0,0,5,0,1,995,0,8,105,8,0,0,2,0,995,995,0,0,0,1,9,2,995,5,3,0,1,3,995,1,1,995,0,0,0,0,995,1,0
19959711,1,0,2,995,995,995,4,995,0,1,1,0,995,995,995,5,2,3,0,0,1,995,1,995,995,0,0,5,0,0,995,2,8,995,6,0,0,995,1,995,995,0,0,0,1,9,5,0,3,3,0,997,1,995,2,1,995,0,0,0,0,995,1,0
19025330,6,0,0,6,995,995,995,995,1,3,1,0,1,995,995,2,3,997,1,995,995,995,0,995,0,0,995,5,5,995,995,0,8,995,6,0,0,3,0,995,995,0,1,0,0,2,5,0,5,3,0,1,4,995,0,1,0,0,1,0,0,995,1,0
19492363,7,0,1,7,995,995,995,995,1,2,1,0,1,995,995,1,2,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,105,8,0,0,2,0,995,995,0,2,0,0,9,4,995,5,1,0,995,3,995,0,1,0,0,1,1,0,995,0,0
19154945,6,1,0,8,995,995,995,995,0,1,1,0,1,995,995,3,3,3,0,995,995,995,0,995,0,0,995,5,0,995,995,1,9,995,5,0,0,995,1,995,995,0,1,0,0,9,5,995,5,1,0,1,0,995,0,0,0,0,0,1,0,995,0,0
19696713,7,2,0,995,995,995,995,995,0,4,1,0,995,995,995,3,4,3,0,995,995,995,0,995,995,0,995,6,0,995,995,0,8,995,10,0,0,5,0,995,995,0,3,0,0,2,5,995,5,2,0,1,1,995,0,0,995,0,1,0,0,995,0,0
19166343,7,0,0,7,2,995,995,995,0,3,2,0,4,995,0,2,3,3,0,1,995,995,0,995,995,0,995,5,0,0,995,5,8,105,5,0,0,995,1,995,995,0,0,1,0,9,4,995,3,2,0,1,0,995,0,1,995,0,0,0,0,995,0,0
19517098,6,0,0,8,2,995,995,995,0,1,2,0,4,995,0,3,2,995,0,995,995,995,0,995,995,0,995,5,0,995,0,0,8,105,5,0,0,2,0,995,995,1,1,0,0,9,1,995,1,0,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19310428,7,1,0,995,995,995,995,995,0,3,2,0,995,995,995,3,5,3,0,995,995,995,0,995,995,0,995,6,0,995,995,0,8,100,10,0,0,4,0,995,995,0,1,0,0,9,5,995,3,4,0,1,1,995,0,1,995,0,1,1,0,995,0,0
19129202,6,1,0,8,995,995,995,995,1,2,2,0,1,995,995,5,5,2,0,0,995,995,0,995,0,0,995,4,3,0,995,0,8,100,7,0,0,5,0,995,995,0,3,1,0,2,5,995,1,2,0,995,2,995,0,0,0,0,1,0,0,995,1,0
19547173,7,0,0,8,995,995,995,995,999,1,1,0,1,995,995,2,1,3,0,995,1,995,0,0,0,0,0,4,0,995,995,0,8,105,5,0,0,4,0,995,995,0,3,0,0,2,5,995,2,0,999,1,0,1,0,0,1,0,1,0,0,995,0,0
19601703,3,0,0,995,995,995,995,995,0,3,2,0,995,995,995,2,2,3,0,995,995,995,0,0,995,0,995,1,1,995,995,0,8,995,8,0,0,3,0,995,995,0,1,0,0,9,5,995,4,1,0,1,0,1,0,1,995,0,1,0,0,995,0,0
19199565,7,0,0,8,995,995,995,995,0,1,1,0,1,995,995,1,1,3,0,995,0,995,0,995,0,0,1,3,0,995,995,0,8,1,6,0,0,2,0,995,995,0,0,1,1,9,5,995,4,1,0,1,0,995,1,1,0,0,0,0,0,995,0,0
19719187,3,0,3,8,2,995,995,995,0,1,1,0,2,995,0,2,2,2,1,995,995,995,0,995,995,0,995,5,0,995,995,0,8,102,7,0,1,4,0,995,995,0,0,0,0,4,5,0,4,1,0,1,1,995,0,0,995,0,0,0,0,995,0,0
19807824,7,0,0,1,2,995,995,995,0,1,1,0,3,995,1,2,1,995,0,0,1,995,0,995,995,0,0,4,0,1,0,0,8,995,6,0,0,3,0,995,995,1,1,0,0,9,5,995,3,2,0,1,0,995,0,1,995,0,0,0,1,995,0,0
19289183,6,2,0,8,995,995,995,995,0,1,2,0,1,995,995,1,1,3,0,995,1,995,0,995,0,0,0,1,0,995,995,0,8,105,5,0,0,995,1,995,995,1,3,0,1,2,4,995,5,0,0,3,1,995,1,1,0,0,1,1,0,995,1,0
191547753,7,2,0,6,995,995,995,995,1,2,1,0,1,995,995,2,2,3,0,995,1,6,0,995,0,0,0,4,2,995,995,0,7,105,5,0,0,995,1,995,995,1,1,1,2,9,5,995,3,2,0,1,2,995,2,1,0,0,1,0,0,995,0,2
19082802,7,0,0,8,2,995,3,995,0,1,1,0,3,3,0,2,1,3,0,995,1,995,2,0,995,0,0,2,2,995,995,0,8,105,6,0,0,4,0,995,8,0,1,1,0,9,5,1,5,1,0,1,1,1,0,1,995,0,1,1,0,995,0,0
19195181,5,0,1,2,995,995,995,995,0,5,1,0,1,995,995,2,1,3,0,1,995,995,0,995,995,0,995,5,0,1,995,2,8,105,6,0,0,995,1,995,995,0,0,0,1,9,4,995,5,2,0,1,0,995,1,1,995,0,0,1,0,995,0,0
19884116,7,1,0,995,995,995,995,995,0,2,2,0,995,995,995,2,2,3,0,995,1,995,0,0,995,0,0,2,0,995,995,0,8,995,9,0,0,995,1,995,995,0,1,0,2,9,5,995,5,0,0,1,0,1,2,1,995,0,1,1,0,995,0,0
19642104,7,0,2,8,2,995,995,995,0,3,1,0,2,995,0,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,102,5,0,0,4,0,995,995,0,1,0,0,9,4,995,3,2,0,1,1,995,0,0,995,0,1,1,0,995,0,0
19163798,6,0,0,5,995,995,995,995,0,2,2,0,1,995,995,2,2,995,0,995,1,995,0,995,0,0,0,4,0,995,0,0,8,105,7,0,0,995,1,995,995,0,1,0,0,9,5,995,4,1,0,1,1,995,0,1,0,0,1,0,0,995,0,0
19689425,7,2,0,8,2,995,995,995,0,3,1,0,3,4,0,5,3,1,0,995,995,995,2,995,995,0,995,5,1,995,995,0,8,100,6,0,0,2,0,995,995,0,2,0,0,2,1,1,5,1,0,1,1,995,0,0,995,0,1,0,0,995,0,0
19331774,7,0,0,8,2,995,995,995,1,4,1,0,3,2,0,4,4,2,0,995,995,995,1,995,995,0,995,5,2,995,995,0,8,100,6,0,0,3,0,995,995,0,2,1,1,2,2,1,4,1,0,1,0,995,1,0,995,0,1,0,0,995,1,0
19798176,6,1,0,8,1,995,995,995,0,2,2,0,3,995,0,3,3,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,1,9,0,0,1,0,995,995,0,0,0,1,9,5,995,5,0,0,1,0,995,1,1,995,0,0,0,0,995,1,0
19001583,7,0,0,5,995,995,995,995,0,1,1,0,1,995,995,2,1,2,0,995,995,995,0,995,0,0,995,5,0,995,995,1,8,105,5,0,0,2,0,995,995,0,0,1,0,5,4,995,5,3,0,1,1,995,1,1,0,0,0,0,0,995,1,0
19066445,6,2,0,8,1,995,4,995,1,1,2,0,5,4,0,5,2,3,0,995,1,995,4,995,995,0,0,1,1,995,995,0,8,100,6,0,0,5,0,995,995,0,1,0,1,2,4,1,5,3,0,1,2,995,1,0,995,0,1,0,0,995,1,0
19372073,6,0,1,8,995,995,995,995,0,1,2,0,995,995,995,2,1,3,0,995,1,995,0,995,995,0,1,2,0,995,995,2,8,103,5,0,0,995,1,995,995,0,0,1,3,2,5,995,5,0,0,1,2,995,3,0,995,0,0,0,0,995,0,0
19989940,7,0,0,995,995,995,3,995,0,2,2,0,995,3,995,1,1,3,0,995,1,995,2,0,995,0,0,1,3,995,995,2,8,105,7,0,0,995,1,995,4,0,1,1,1,9,2,1,5,1,0,1,1,0,1,1,995,0,0,1,0,995,1,0
19872129,6,0,0,2,995,995,995,995,1,2,1,0,995,995,995,4,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,995,6,0,0,995,1,995,995,0,0,0,0,1,5,995,4,2,0,1,0,995,0,1,995,0,0,1,0,995,0,0
192863226,2,0,0,7,2,995,995,995,999,3,1,0,3,995,0,3,2,3,0,0,995,995,0,995,995,0,995,5,0,0,995,2,9,1,7,0,0,995,1,995,995,0,0,0,0,9,5,995,5,0,999,1,0,995,0,1,995,0,0,1,0,995,0,0
19642491,6,0,2,5,2,995,995,995,0,1,2,0,2,995,0,1,1,3,0,1,0,995,0,995,995,0,0,3,0,1,995,3,8,105,5,0,0,995,1,995,995,0,0,1,0,1,4,995,5,2,0,2,1,995,0,1,995,0,0,0,0,995,0,0
19966966,6,0,0,8,995,995,995,995,0,2,2,0,1,995,995,3,3,3,0,995,995,995,0,995,0,0,995,5,0,995,995,0,8,104,5,0,0,995,1,995,995,0,0,1,0,9,3,995,5,2,0,1,2,995,0,1,0,0,0,0,1,995,0,0
19828214,7,0,0,8,995,995,995,995,0,3,1,0,1,995,995,3,2,3,0,995,995,6,0,995,0,0,995,5,0,995,995,0,7,105,5,0,0,4,0,995,995,0,0,0,0,9,5,995,4,2,0,1,1,995,0,1,0,0,0,1,0,995,0,0
19840559,6,0,0,6,995,995,995,995,1,1,1,0,1,995,995,1,1,3,0,995,995,995,0,995,0,0,995,5,1,995,995,0,8,105,8,0,0,4,0,995,995,0,1,0,1,2,5,995,5,2,0,1,1,995,1,0,0,0,1,0,0,995,0,0
19505822,1,0,4,2,995,0,995,995,0,3,2,0,995,995,995,3,1,995,0,995,995,995,0,995,995,0,995,5,0,995,995,4,9,995,5,0,0,995,1,0,995,0,1,0,0,9,5,995,5,3,0,995,4,995,0,0,995,0,0,0,0,0,0,0
19112052,6,2,0,7,995,995,995,995,0,3,2,0,1,4,995,3,3,3,1,995,1,995,1,995,995,999,0,3,0,995,995,0,8,995,5,999,0,5,0,995,995,0,0,0,0,1,3,1,3,2,0,1,0,995,0,0,995,0,1,0,0,995,0,0
19705028,7,0,0,8,2,995,2,5,1,1,2,0,3,3,1,4,2,3,0,0,995,995,1,995,995,0,995,5,0,0,995,4,8,105,7,0,0,995,1,995,5,1,1,0,0,9,5,1,4,3,0,995,0,995,0,1,995,0,1,0,0,995,0,0
19435642,7,1,0,8,995,995,995,995,0,2,2,0,995,995,995,5,5,2,0,0,1,995,0,995,995,0,0,5,0,0,995,0,8,105,9,0,0,2,0,995,995,0,1,0,0,2,5,995,2,3,0,1,0,995,0,1,995,0,1,0,0,995,0,0
19005267,7,0,0,8,2,995,995,995,0,2,1,0,2,995,1,2,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,1,8,1,6,0,0,3,0,995,995,0,1,1,3,6,5,995,5,1,0,1,0,995,3,1,995,0,0,1,0,995,0,0
19036120,6,0,0,8,995,995,995,995,0,1,2,0,1,995,995,2,1,3,0,995,995,995,0,995,0,0,995,5,0,995,995,4,8,995,5,0,0,995,1,995,995,0,0,0,0,9,4,995,5,2,0,1,0,995,0,0,0,0,0,0,0,995,0,0
19684207,7,0,1,2,1,995,995,995,0,2,1,0,2,995,1,2,2,3,0,995,995,995,0,995,995,0,995,5,0,995,995,0,8,105,5,0,0,2,0,995,995,0,0,0,0,9,5,995,5,0,0,995,0,995,0,0,995,0,0,0,0,995,0,0
19953201,7,0,1,6,995,995,995,995,0,1,1,0,1,995,995,1,1,2,0,995,1,995,0,995,0,0,0,4,1,995,995,0,8,105,5,0,0,5,0,995,995,0,0,1,1,9,5,995,2,1,0,2,1,995,1,1,0,0,1,0,1,995,0,0
