gisobjid,acquisitio,address,waterfront,borough,councildis,retired
100004185,20021120000000.0,213 ATKINS AVENUE,No,B,37,False
100005068,18970622000000.0,128 PITT STREET,No,M,2,False
100042695,20021120000000.0,,No,Q,27,False
100000421,19920922000000.0,,Yes,Q,31,False
100003834,20071101000000.0,495 OSBORN STREET,No,B,42,False
100036981,20160209000000.0,,No,M,9,False
100004808,19650524000000.0,132 ALTAMONT STREET,No,R,50,False
100004989,19941230000000.0,,No,R,51,False
100005143,20010511000000.0,,Yes,B,"1,33",False
100005098,19980511000000.0,90 WEST 164 STREET,No,X,8,False
100007077,,23 HIGHLAND PLACE,No,B,37,False
100003725,18930115000000.0,,No,X,17,False
100003886,19901026000000.0,2 KENT STREET,Yes,B,33,False
100000149,19370507000000.0,,No,Q,22,False
100000087,19510719000000.0,41-15 SKILLMAN AVENUE,No,Q,26,False
100004394,19490310000000.0,15 MARCY AVENUE,No,B,34,False
100005204,19240419000000.0,4327 ONEIDA AvNUE,No,X,11,False
100000158,18751005000000.0,,No,Q,20,False
100003730,19151001000000.0,348 EAST 54 STREET,No,M,4,False
100004886,19511126000000.0,705 COURTLANDT AVENUE,No,X,17,False
100004784,20021120000000.0,335 EAST 108 STREET,No,M,8,False
100000418,19590514000000.0,53-11 SPRINGFIELD BLVD,No,Q,23,False
100004337,19150521000000.0,,Yes,M,10,False
100003898,19610323000000.0,13 HENRY STREET,No,M,1,False
100004252,,393 POWELL STREET,No,B,42,False
100004938,19291204000000.0,85 THOMPSON STREET,No,M,3,False
100004035,19420409000000.0,,Yes,X,11,False
100004428,19030309000000.0,,No,B,33,False
100003868,19470514000000.0,,No,B,33,False
100004088,,,No,B,34,False
100004184,19500323000000.0,923 WORTMAN AVENUE,No,B,42,False
100003913,19480617000000.0,364 5 AVENUE,No,B,39,False
100003808,20021120000000.0,215 EAST 7 STREET,No,M,2,False
100004193,19470729000000.0,,No,B,33,False
100004741,19030325000000.0,292 AVENUE C,No,M,4,False
100005065,19590226000000.0,,No,X,15,False
100003900,20021120000000.0,306 EAST 118 STREET,No,M,8,False
100004071,19500315000000.0,119 TROY AVENUE,No,B,36,False
100004147,19610824000000.0,1163 EAST 58 STREET,No,B,46,False
100004750,20090128000000.0,,Yes,B,42,False
100004017,19590213000000.0,1 ALBEMARLE ROAD,No,B,39,False
100024481,20020220000000.0,48 LEFFERTS PLACE,No,B,35,False
100004726,19530625000000.0,816 LIVONIA AVENUE,No,B,42,False
100000376,,,No,Q,19,False
100005126,19990712000000.0,438 CLAREMONT PARKWAY,No,X,16,False
100004608,19411127000000.0,759 EAST 225 STREET,No,X,12,False
100003961,19380101000000.0,2 7 AVENUE,No,M,3,False
100004584,19520320000000.0,,No,M,1,False
100004037,20021120000000.0,1735 WALTON AVENUE,No,X,14,False
100000385,19400629000000.0,,No,Q,"28,31,32",False
100004182,19340510000000.0,,No,B,37,False
100000012,19541117000000.0,,No,Q,19,False
100024485,20151007000000.0,39-22 29 STREET,No,Q,26,False
100004747,19090202000000.0,405 EAST 59 STREET,No,M,5,False
100004384,19580117000000.0,,No,R,50,False
100006991,,,No,M,9,False
100000053,19540830000000.0,,No,Q,19,False
100008316,19531229000000.0,,No,Q,29,False
100000435,19551117000000.0,,No,Q,26,False
100000003,19360916000000.0,,No,Q,27,False
100008321,19660310000000.0,,No,X,13,False
100000065,19640629000000.0,,No,Q,30,False
100003801,19380420000000.0,,Yes,M,8,False
100005033,18670508000000.0,305 PARKSIDE AVENUE,No,B,40,False
100004929,19120508000000.0,,No,M,1,False
100004077,19590401000000.0,345 CLASSON AVENUE,No,B,35,False
100004695,19490708000000.0,1838 GUERLAIN STREET,No,X,18,False
100004759,19470729000000.0,114 BRIDGE STREET,No,B,33,False
100004972,18980711000000.0,,No,X,17,False
100005041,18980101000000.0,,No,R,49,False
100004603,18100219000000.0,,No,M,1,False
100037056,20160209000000.0,142 PATCHEN AVE,No,B,37,False
100003993,19971224000000.0,136 WEST 90 STREET,No,M,6,False
100005167,18970504000000.0,,No,X,8,False
100004042,19430211000000.0,501 EAST 60 STREET,No,M,5,False
100008353,20121018000000.0,505 WEST 52 STREET,No,M,3,False
100000330,,,No,Q,31,False
100000359,,,No,Q,27,False
100000056,19540830000000.0,,No,Q,24,False
100003983,19230901000000.0,1321 VICTORY BOULEVARD,No,R,49,False
100000257,19620226000000.0,253-50 149 AVENUE,No,Q,31,False
100004480,20021120000000.0,,No,M,9,False
100003901,19560112000000.0,,No,M,8,False
100000464,19240910000000.0,,No,Q,25,False
100003800,20010821000000.0,,Yes,X,17,False
100004386,19400606000000.0,3801 FLATLANDS AVENUE,No,B,45,False
100000186,19590302000000.0,145-12 SPRINGFIELD BLVD,No,Q,31,False
100004595,19370623000000.0,1345 DR M L KING JR BLVD,No,X,16,False
100004171,19400307000000.0,121 UNDERHILL AVENUE,No,B,35,False
100004441,18570727000000.0,,No,B,36,False
100003736,19810519000000.0,341 MALCOLM X BOULEVARD,No,B,36,False
100004569,19480921000000.0,833 1 AVENUE,No,M,4,False
100004048,19430308000000.0,960 COLUMBUS AVENUE,No,M,7,False
100005055,19460131000000.0,,No,X,18,False
100003968,20010114000000.0,400 RIVERSIDE DRIVE,Yes,M,6,False
100008338,20100922000000.0,143 - 145 St. Nicholas Ave.,No,M,9,False
100003883,19500501000000.0,,No,X,17,False
100003704,19521120000000.0,446 TOMPKINS AVENUE,No,B,36,False
100005155,19560615000000.0,38 BARTLETT STREET,No,B,33,False
100003766,19990930000000.0,,Yes,X,18,False
100005179,19480923000000.0,,No,X,14,False
100004729,20121120000000.0,532 GLENMORE AVENUE,No,B,37,False
100000397,19431028000000.0,,No,Q,19,False
100004865,19970404000000.0,1712 SOUTHERN BLVD,No,X,17,False
100004543,20021120000000.0,162 Lefferts Pl,No,B,36,False
100000102,19380101000000.0,,No,Q,32,False
100004822,19930820000000.0,1527 JESUP AVENUE,No,X,16,False
100004092,19570328000000.0,1401 PLIMPTON AVE,No,X,16,False
100004409,19491231000000.0,328 EAST 42 STREET,No,M,4,False
100000267,19410908000000.0,,No,Q,30,False
100004947,19931230000000.0,75 WEST 175 STREET,No,X,14,False
100000314,20130304000000.0,139-03 REDDING STREET,No,Q,32,False
100004076,20021120000000.0,894 Madison Street,No,B,41,False
100004474,,,No,B,45,False
100004818,19980812000000.0,696 GLENMORE AVENUE,No,B,37,False
100004198,19630708000000.0,,No,X,18,False
100004146,19590309000000.0,59 WEST 91 STREET,No,M,6,False
100004613,19990712000000.0,108 WALTON STREET,No,B,33,False
100004999,19600128000000.0,308 MONROE STREET,No,B,36,False
100004051,19510426000000.0,60 FOOTE AVENUE,No,R,49,False
100004637,19630715000000.0,8781 CROPSEY AVENUE,No,B,47,False
100004365,19291226000000.0,176 EAST 115 STREET,No,M,8,False
100000108,,,Yes,Q,32,False
100000076,19600728000000.0,,No,Q,22,False
100004123,19360225000000.0,2412 1 AVENUE,No,M,8,False
100004958,19971124000000.0,68 EAST 94 STREET,No,B,41,False
100004357,18910101000000.0,375 JAMAICA AVENUE,No,B,37,False
100003762,19810624000000.0,701 MOTHER GASTON BLVD,No,B,42,False
100003742,20040305000000.0,,Yes,R,49,False
100004442,19471003000000.0,90 JEFFERSON AVENUE,No,B,36,False
100004992,20060829000000.0,,Yes,R,50,False
100003939,19500720000000.0,660 W 235 STREET,No,X,11,False
100003691,,,No,B,46,False
100004467,19560409000000.0,1842 SHORE PARKWAY,No,B,43,False
100000465,,,No,Q,19,False
100004164,19291031000000.0,,No,B,47,False
100004359,19380616000000.0,,No,M,1,False
100004781,19681010000000.0,149 EAST 10 STREET,No,M,2,False
100004559,19581002000000.0,1750 BURKE AVENUE,No,X,12,False
100008322,19530514000000.0,,No,X,17,False
100004556,20050429000000.0,42-48 VERNON AVENUE,No,B,36,False
100008359,20130325000000.0,340 TOMPKINS AVENUE,No,B,36,False
100000225,19481021000000.0,70-35 150 STREET,No,Q,24,False
100004887,20021120000000.0,104 -114 HART STREET,No,B,36,False
100004336,19590226000000.0,,No,X,15,False
100003896,20060714000000.0,42 SOUTH STREET,Yes,M,2,False
100004575,18720608000000.0,134 COLUMBUS AVENUE,No,M,6,False
100004451,18960622000000.0,757 DUMONT AVENUE,No,B,42,False
100004529,19470116000000.0,145 EAST 128 STREET,No,M,9,False
100003776,19340627000000.0,3324 RESERVOIR OVAL EAST,No,X,11,False
100004814,19971219000000.0,128 WEST 139 STREET,No,M,9,False
100004033,20100517000000.0,201/125 BOLTON AVENUE,No,X,18,False
100000291,19340718000000.0,109-02 46 AVENUE,No,Q,21,False
100005121,20060814000000.0,,No,X,17,False
100000226,19630717000000.0,207-00 HILLSIDE AVENUE,No,Q,23,False
100004699,19380101000000.0,,No,X,13,False
100004831,20151101000000.0,,No,M,1,False
100024468,20160119000000.0,2999 SURF AVENUE,No,B,47,False
100005115,19820407000000.0,,Yes,R,51,False
100004390,19360812000000.0,163 JERSEY STREET,No,R,49,False
100004899,19121017000000.0,,No,M,7,False
100000106,19311014000000.0,,Yes,Q,31,False
100000247,19571126000000.0,,No,Q,23,False
100024466,20160119000000.0,,No,B,39,False
100000018,19281213000000.0,,No,Q,21,False
100004453,20021120000000.0,2539 PITKIN AVENUE,No,B,37,False
100004210,20030304000000.0,,No,X,15,False
100004049,18281223000000.0,,No,M,2,False
100004990,19311216000000.0,356 CHERRY STREET,No,M,1,False
100004488,18350408000000.0,,Yes,M,8,False
100000105,19610101000000.0,,No,Q,19,False
100007972,19460501000000.0,68 COLUMBIA HEIGHTS,No,B,33,False
100000139,19541123000000.0,,No,Q,24,False
100005059,19251231000000.0,,Yes,X,"11, 12, 15, 18",False
100004195,19460501000000.0,4 VINE STREET,No,B,33,False
100000309,,239-12 BRADDOCK AVENUE,No,Q,23,False
100000182,19600128000000.0,108-35 167 STREET,No,Q,27,False
100005182,19460131000000.0,,No,X,18,False
100000416,19450125000000.0,117-05 MERRICK BOULEVARD,No,Q,27,False
100004143,19230510000000.0,66 HAMILTON PLACE,No,M,7,False
100004720,19570828000000.0,175 ELLERY STREET,No,B,36,False
100024471,20160119000000.0,615 SARATOGA AVENUE,No,B,41,False
100003974,20021120000000.0,53 AVENUE C,No,M,2,False
100000244,,,No,Q,31,False
100004422,19550516000000.0,1251 ALLERTON AVENUE,No,X,13,False
100000029,19350319000000.0,,No,Q,21,False
100000277,19530601000000.0,,No,Q,25,False
100004149,19630114000000.0,,Yes,R,49,False
100000130,19260204000000.0,,No,Q,30,False
100000307,19220404000000.0,,No,Q,32,False
100003952,19340712000000.0,53-41 WEST 138 STREET,No,M,9,False
100005154,19570619000000.0,,Yes,X,13,False
100004375,19630121000000.0,333 MIDLAND AVENUE,No,R,50,False
100005008,19641008000000.0,,No,X,17,False
100003741,19720922000000.0,1000 RICHMOND TERRACE,Yes,R,49,False
100000339,18980101000000.0,103-02 41 AVENUE,No,Q,21,False
100000373,19240101000000.0,,No,Q,29,False
100004423,19540505000000.0,758 EAST 216 STREET,No,X,12,False
100004740,19480922000000.0,,No,R,"50,51",False
100004376,19540311000000.0,,No,R,51,False
100000438,19890808000000.0,,Yes,Q,19,False
100000403,19320614000000.0,,No,Q,27,False
100004983,19440404000000.0,750 MONROE STREET,No,B,41,False
100004114,19380512000000.0,,Yes,B,"32,42",False
100004661,19550421000000.0,200 ADELAIDE AVENUE,No,R,50,False
100005165,20091230000000.0,88-02 BEACH CHANNEL DRIVE,Yes,Q,32,False
100004020,19390616000000.0,287 FULTON STREET,No,B,33,False
100004415,19110717000000.0,,No,X,11,False
