objectid,boroughcod,bphys_id,within_bnd,the_geom,nonped,accessible,created_da
299,5,63899,,"{'type': 'LineString', 'coordinates': [[-74.10734725744543, 40.632686743493984], [-74.10853664695777, 40.63252778387939]]}",,,2007-11-29T00:00:00.000Z
499,5,52195,,"{'type': 'LineString', 'coordinates': [[-74.09838691719683, 40.63400541234608], [-74.09799063118719, 40.631764096301616]]}",,,2007-11-29T00:00:00.000Z
941,4,19915,,"{'type': 'LineString', 'coordinates': [[-73.81001378356417, 40.75763126133985], [-73.81012288431225, 40.75683894974566]]}",,,2007-11-29T00:00:00.000Z
350,1,82678,,"{'type': 'LineString', 'coordinates': [[-73.93963770938717, 40.850188039479114], [-73.93923603340451, 40.85117848682331]]}",,,2007-11-29T00:00:00.000Z
167,3,153667,,"{'type': 'LineString', 'coordinates': [[-73.9249339875006, 40.67905289140641], [-73.92473325365188, 40.6790405811726], [-73.92459294065274, 40.67903197604433]]}",,,2009-06-16T00:00:00.000Z
681,4,23871,,"{'type': 'LineString', 'coordinates': [[-73.79046396071973, 40.78818799082941], [-73.79027885316431, 40.78804756250645]]}",V,,2007-11-29T00:00:00.000Z
250,4,31962,3.0,"{'type': 'LineString', 'coordinates': [[-73.86311799548528, 40.681295461260916], [-73.86229626173001, 40.67963157999232]]}",,,2007-11-29T00:00:00.000Z
135,4,24329,,"{'type': 'LineString', 'coordinates': [[-73.75678199375811, 40.66858831313979], [-73.7570619842781, 40.667764992998045]]}",,,2007-11-29T00:00:00.000Z
962,2,54841,,"{'type': 'LineString', 'coordinates': [[-73.8611011854679, 40.880545438848635], [-73.86070111779634, 40.88124921906055]]}",,,2007-11-29T00:00:00.000Z
486,2,35430,,"{'type': 'LineString', 'coordinates': [[-73.88541068063685, 40.87910168342586], [-73.8852768320782, 40.87921766848867]]}",,,2007-11-29T00:00:00.000Z
217,3,78129,,"{'type': 'LineString', 'coordinates': [[-73.96749304216064, 40.686517787551395], [-73.96705568178507, 40.684319212049616]]}",,,2007-11-29T00:00:00.000Z
3,3,38225,,"{'type': 'LineString', 'coordinates': [[-73.96582204725706, 40.68820942282452], [-73.96552511299781, 40.68674453191844]]}",,,2007-11-29T00:00:00.000Z
140,2,35293,,"{'type': 'LineString', 'coordinates': [[-73.90174356603792, 40.83846054771563], [-73.90117493626137, 40.838198117698646]]}",,,2007-11-29T00:00:00.000Z
266,1,115750,,"{'type': 'LineString', 'coordinates': [[-73.97450081234906, 40.73267282959017], [-73.97470297262464, 40.73350832469306]]}",,,2007-11-29T00:00:00.000Z
77,5,98223,,"{'type': 'LineString', 'coordinates': [[-74.09204503506442, 40.58372698784652], [-74.09260419193623, 40.58311992763408]]}",,,2007-11-29T00:00:00.000Z
356,5,104744,,"{'type': 'LineString', 'coordinates': [[-74.18686298335193, 40.56131674574403], [-74.18690701438153, 40.56161229924477], [-74.18687398746772, 40.56177655544332], [-74.18703156024367, 40.562720925315176], [-74.18713730279924, 40.56291581590683], [-74.18721329169642, 40.563402229441955], [-74.18719306720332, 40.56357601020051], [-74.18727385904172, 40.56405747018653]]}",,,2007-11-29T00:00:00.000Z
737,1,19251,,"{'type': 'LineString', 'coordinates': [[-73.94975777095195, 40.812103595963585], [-73.94957203879417, 40.812356904951535], [-73.9495330503253, 40.812410078438695], [-73.94930103782549, 40.81272650402376]]}",,,2009-06-16T00:00:00.000Z
859,1,172029,,"{'type': 'LineString', 'coordinates': [[-73.95127340520757, 40.827661317340244], [-73.95118735406895, 40.82776894718494], [-73.95079732564997, 40.82826997953308]]}",,,2007-11-29T00:00:00.000Z
502,4,100020,,"{'type': 'LineString', 'coordinates': [[-73.8474057561344, 40.66987843113911], [-73.847133334044, 40.66855858690113]]}",,,2007-11-29T00:00:00.000Z
634,5,55548,,"{'type': 'LineString', 'coordinates': [[-74.16148794387888, 40.58492145226964], [-74.16116455351603, 40.58526137738308]]}",,,2007-11-29T00:00:00.000Z
68,5,102816,,"{'type': 'LineString', 'coordinates': [[-74.0752440397655, 40.626006324024246], [-74.07749670025856, 40.62579960776384]]}",,,2007-11-29T00:00:00.000Z
86,5,81051,,"{'type': 'LineString', 'coordinates': [[-74.2295144279706, 40.52058772617479], [-74.22954724904343, 40.52068866472887]]}",,,2007-11-29T00:00:00.000Z
18,4,33332,,"{'type': 'LineString', 'coordinates': [[-73.72371442813069, 40.72692658001695], [-73.72385977343353, 40.72626137716367]]}",,,2007-11-29T00:00:00.000Z
615,4,28763,,"{'type': 'LineString', 'coordinates': [[-73.90232951572902, 40.774796670131636], [-73.90309563343774, 40.77416926130885]]}",,,2007-11-29T00:00:00.000Z
710,2,70936,,"{'type': 'LineString', 'coordinates': [[-73.85094618903828, 40.83738234256746], [-73.85100798435569, 40.83764745583988]]}",,,2007-11-29T00:00:00.000Z
1002,4,128008,,"{'type': 'LineString', 'coordinates': [[-73.95236704383936, 40.74040242485555], [-73.95232363588758, 40.74052414310297]]}",D,,2011-04-25T00:00:00.000Z
717,3,60334,,"{'type': 'LineString', 'coordinates': [[-73.9641779472041, 40.69590167573995], [-73.96391648439908, 40.695912802646546]]}",,,2007-11-29T00:00:00.000Z
493,5,85174,,"{'type': 'LineString', 'coordinates': [[-74.08111319891599, 40.63795344461851], [-74.08192236362231, 40.63783303848618]]}",,,2007-11-29T00:00:00.000Z
345,4,10958,,"{'type': 'LineString', 'coordinates': [[-73.91902180403027, 40.73208783810788], [-73.91889652713787, 40.73202303944319], [-73.9188432827156, 40.73199799071157], [-73.91878979196925, 40.731973246847446], [-73.91873605841893, 40.73194881036585], [-73.91868208492686, 40.73192468143602], [-73.91862787369175, 40.73190086257201], [-73.91857342889618, 40.73187735478167], [-73.91851875362217, 40.73185415856941], [-73.91846385006855, 40.73183127628183], [-73.91840872175739, 40.731808708758756], [-73.91835337221069, 40.73178645683997], [-73.91829780362708, 40.73176452303964], [-73.9182420204111, 40.731742906857946], [-73.91818602454066, 40.731721611144], [-73.9181298206393, 40.73170063640335], [-73.91807340980604, 40.73167998380915], [-73.91801679666317, 40.73165965487212], [-73.91795998473302, 40.73163965009709], [-73.9179029762157, 40.73161997065797], [-73.9178457746313, 40.731600618902426], [-73.91778838350355, 40.731581594162506], [-73.91741047003119, 40.73147003697906], [-73.91731464298658, 40.731441748351706], [-73.91563534512626, 40.73097345348915], [-73.91423594911717, 40.73058318901268], [-73.91384999616153, 40.73048782484795], [-73.91205021067294, 40.73004309811563], [-73.9117306185834, 40.72996412307824]]}",V,,2007-11-29T00:00:00.000Z
222,3,46886,,"{'type': 'LineString', 'coordinates': [[-73.94631885648495, 40.718622383368846], [-73.94535755257117, 40.71923235109067]]}",,,2007-11-29T00:00:00.000Z
320,4,65897,,"{'type': 'LineString', 'coordinates': [[-73.91730779045474, 40.77747978110116], [-73.91761790608274, 40.77721316475535], [-73.91815883265086, 40.77677324039855], [-73.91935721011842, 40.775798597733804], [-73.91953796327805, 40.77565159076611], [-73.91982713677575, 40.7754163919669]]}",,,2007-11-29T00:00:00.000Z
277,2,143787,,"{'type': 'LineString', 'coordinates': [[-73.89964636570224, 40.88979719028069], [-73.89853911925641, 40.89038907354071]]}",,,2007-11-29T00:00:00.000Z
716,3,61740,,"{'type': 'LineString', 'coordinates': [[-73.97865137446766, 40.63304465096842], [-73.97761642303314, 40.633153641901494]]}",,,2007-11-29T00:00:00.000Z
116,2,58597,,"{'type': 'LineString', 'coordinates': [[-73.83016313197456, 40.827281292846095], [-73.82936120597634, 40.827672041247595]]}",,,2007-11-29T00:00:00.000Z
832,4,10577,,"{'type': 'LineString', 'coordinates': [[-73.82592679473134, 40.717148805481074], [-73.82543060413725, 40.71720237301772], [-73.82517732748592, 40.717230309666384]]}",V,,2007-11-29T00:00:00.000Z
63,2,52670,,"{'type': 'LineString', 'coordinates': [[-73.87929521445493, 40.80564751505364], [-73.87923400453545, 40.80573875265862]]}",,,2007-11-29T00:00:00.000Z
528,3,43059,,"{'type': 'LineString', 'coordinates': [[-74.00921772717206, 40.618582239311586], [-74.00979985735223, 40.618023814222525]]}",,,2007-11-29T00:00:00.000Z
802,3,43402,,"{'type': 'LineString', 'coordinates': [[-73.99274366054783, 40.69360480363507], [-73.99310300023794, 40.69284585547059]]}",,,2007-11-29T00:00:00.000Z
988,4,22866,,"{'type': 'LineString', 'coordinates': [[-73.90987523095646, 40.71772574145829], [-73.90968707709497, 40.71782298362275]]}",,,2007-11-29T00:00:00.000Z
393,2,41668,,"{'type': 'LineString', 'coordinates': [[-73.91030262176034, 40.805491794144984], [-73.91018205743977, 40.80554816148521]]}",D,,2007-11-29T00:00:00.000Z
1066,2,56197,,"{'type': 'LineString', 'coordinates': [[-73.85217337933385, 40.85849915608213], [-73.85213184320254, 40.85978516654481]]}",,,2007-11-29T00:00:00.000Z
174,4,29926,,"{'type': 'LineString', 'coordinates': [[-73.7862317459501, 40.69538991089661], [-73.78603365773071, 40.69495715158435]]}",,,2007-11-29T00:00:00.000Z
857,2,64220,,"{'type': 'LineString', 'coordinates': [[-73.89389702292222, 40.82398399830837], [-73.8938671908673, 40.826514968453615]]}",,,2007-11-29T00:00:00.000Z
1004,4,82881,,"{'type': 'LineString', 'coordinates': [[-73.75838219821632, 40.65924766987881], [-73.75922652169284, 40.657902235661496]]}",,,2007-11-29T00:00:00.000Z
943,3,67796,,"{'type': 'LineString', 'coordinates': [[-73.95154986884647, 40.584736032273966], [-73.95109958002381, 40.584689410569815]]}",V,,2007-11-29T00:00:00.000Z
695,3,37133,,"{'type': 'LineString', 'coordinates': [[-74.01809171239027, 40.64797285205044], [-74.01867332722941, 40.64741265468423]]}",,,2007-11-29T00:00:00.000Z
661,1,79744,,"{'type': 'LineString', 'coordinates': [[-74.00728273353928, 40.7087095094993], [-74.00653116871753, 40.708227126254734]]}",,,2007-11-29T00:00:00.000Z
864,3,43745,,"{'type': 'LineString', 'coordinates': [[-73.95772401273773, 40.6057998332044], [-73.95718715888265, 40.605863688713434]]}",,,2007-11-29T00:00:00.000Z
624,4,31407,,"{'type': 'LineString', 'coordinates': [[-73.74412598632186, 40.73025756373052], [-73.7440395973158, 40.73023714113846], [-73.74390160243567, 40.73020857413622], [-73.74381864081955, 40.73019406249461]]}",,,2007-11-29T00:00:00.000Z
191,3,95764,,"{'type': 'LineString', 'coordinates': [[-74.03942183650594, 40.620899975713314], [-74.03809447949352, 40.620584898476096]]}",,,2007-11-29T00:00:00.000Z
149,4,22056,,"{'type': 'LineString', 'coordinates': [[-73.73473285521685, 40.74542927405841], [-73.73449463850937, 40.74526173108397], [-73.73375834427239, 40.74474387051631], [-73.7331799226813, 40.7443580320143]]}",V,,2007-11-29T00:00:00.000Z
841,4,82398,,"{'type': 'LineString', 'coordinates': [[-73.92979381734798, 40.744617769436296], [-73.92982666556419, 40.74445308313685]]}",,,2007-11-29T00:00:00.000Z
807,1,2249,,"{'type': 'LineString', 'coordinates': [[-73.9749851365478, 40.78263053688773], [-73.97454045583096, 40.78324253771826]]}",,,2007-11-29T00:00:00.000Z
992,4,93457,,"{'type': 'LineString', 'coordinates': [[-73.83955985068356, 40.689353875682535], [-73.83897871865057, 40.68817019236108]]}",,,2007-11-29T00:00:00.000Z
1030,1,78553,,"{'type': 'LineString', 'coordinates': [[-73.94167762740004, 40.84918740004433], [-73.94136992250914, 40.84908785655638]]}",V,,2007-11-29T00:00:00.000Z
964,3,85076,,"{'type': 'LineString', 'coordinates': [[-73.94295136131596, 40.69309078423602], [-73.94011786576063, 40.69341620400928]]}",,,2007-11-29T00:00:00.000Z
1077,2,132837,,"{'type': 'LineString', 'coordinates': [[-73.91754674946526, 40.80117925822425], [-73.91747117342864, 40.801147850687165]]}",,,2011-01-26T00:00:00.000Z
998,5,50240,,"{'type': 'LineString', 'coordinates': [[-74.09261596876463, 40.58593981016625], [-74.09164763988863, 40.585443749364735]]}",,,2007-11-29T00:00:00.000Z
209,1,2214,,"{'type': 'LineString', 'coordinates': [[-73.97720589231535, 40.742854219677525], [-73.97675800277543, 40.74347255323035]]}",,,2007-11-29T00:00:00.000Z
575,4,83615,,"{'type': 'LineString', 'coordinates': [[-73.88282177080788, 40.70177831947033], [-73.88256338674184, 40.70113907963827], [-73.88245139680996, 40.70086201275558]]}",,,2007-11-29T00:00:00.000Z
629,4,34248,,"{'type': 'LineString', 'coordinates': [[-73.77609232762933, 40.75543642501398], [-73.77571029122882, 40.75554913678772]]}",,,2007-11-29T00:00:00.000Z
627,4,103050,,"{'type': 'LineString', 'coordinates': [[-73.88886172387602, 40.701275790787186], [-73.88861439340799, 40.69953950713217]]}",,,2007-11-29T00:00:00.000Z
788,3,70679,,"{'type': 'LineString', 'coordinates': [[-73.88421430202187, 40.67362087402647], [-73.88339803114735, 40.673740484479296]]}",,,2007-11-29T00:00:00.000Z
1072,4,97672,,"{'type': 'LineString', 'coordinates': [[-73.73438058653123, 40.7122029636474], [-73.7332713312398, 40.711920546079234]]}",,,2007-11-29T00:00:00.000Z
607,3,67690,,"{'type': 'LineString', 'coordinates': [[-73.93147294513635, 40.72556212579077], [-73.93159723015305, 40.72585082193506]]}",,,2007-11-29T00:00:00.000Z
434,5,55298,,"{'type': 'LineString', 'coordinates': [[-74.15179388948482, 40.55993311504792], [-74.15392389288917, 40.559384318007275]]}",,,2007-11-29T00:00:00.000Z
521,4,17454,,"{'type': 'LineString', 'coordinates': [[-73.81108494011553, 40.76398752921895], [-73.81122719795935, 40.76304136606224]]}",,,2007-11-29T00:00:00.000Z
523,3,79569,,"{'type': 'LineString', 'coordinates': [[-73.9314931618967, 40.625593405616854], [-73.93052249122259, 40.62565108677028]]}",,,2007-11-29T00:00:00.000Z
784,2,41290,,"{'type': 'LineString', 'coordinates': [[-73.91198318342175, 40.84510882058724], [-73.9114273166015, 40.84510897138312]]}",V,,2007-11-29T00:00:00.000Z
304,3,36747,,"{'type': 'LineString', 'coordinates': [[-73.99951526622151, 40.64861150739999], [-74.00008291393858, 40.64804617196682]]}",,,2007-11-29T00:00:00.000Z
360,4,29165,,"{'type': 'LineString', 'coordinates': [[-73.85321281719236, 40.673919922316266], [-73.85225824202813, 40.67405727228379]]}",,,2007-11-29T00:00:00.000Z
879,3,72273,,"{'type': 'LineString', 'coordinates': [[-73.915988651598, 40.62529621542534], [-73.91500846677813, 40.625940763069245]]}",,,2007-11-29T00:00:00.000Z
568,3,73964,,"{'type': 'LineString', 'coordinates': [[-73.88290767224507, 40.67512934730825], [-73.88202187257224, 40.675259845770306]]}",,,2007-11-29T00:00:00.000Z
933,5,51782,,"{'type': 'LineString', 'coordinates': [[-74.20329933221609, 40.5271917069283], [-74.20361034286888, 40.52779701422235]]}",,,2007-11-29T00:00:00.000Z
537,2,132689,,"{'type': 'LineString', 'coordinates': [[-73.92798051376332, 40.80616242190813], [-73.92584846812808, 40.805288315087886]]}",,,2007-11-29T00:00:00.000Z
1081,3,88500,,"{'type': 'LineString', 'coordinates': [[-73.95817523589932, 40.580900593609215], [-73.95791895814611, 40.58125862975922]]}",,,2007-11-29T00:00:00.000Z
73,4,172207,,"{'type': 'LineString', 'coordinates': [[-73.8592044624198, 40.67806306599743], [-73.8586180413168, 40.67809950895881], [-73.8582681531987, 40.67812125148258]]}",,,2007-11-29T00:00:00.000Z
185,4,17144,,"{'type': 'LineString', 'coordinates': [[-73.81171768873139, 40.66888627433768], [-73.81227023733528, 40.66712336965119]]}",,,2007-11-29T00:00:00.000Z
105,5,69377,,"{'type': 'LineString', 'coordinates': [[-74.1214713450402, 40.62287264880852], [-74.1207733919815, 40.62229154820059]]}",,,2007-11-29T00:00:00.000Z
611,4,83335,,"{'type': 'LineString', 'coordinates': [[-73.84768958027661, 40.6898888870162], [-73.84743286148944, 40.689371462275055]]}",,,2007-11-29T00:00:00.000Z
759,1,83053,,"{'type': 'LineString', 'coordinates': [[-73.93454397383132, 40.8504166342576], [-73.93542571744675, 40.85077432926687]]}",,,2007-11-29T00:00:00.000Z
947,1,89952,,"{'type': 'LineString', 'coordinates': [[-73.94860467733207, 40.78905508967605], [-73.94700239162768, 40.78838239210448]]}",,,2007-11-29T00:00:00.000Z
152,3,75738,,"{'type': 'LineString', 'coordinates': [[-73.86068301870898, 40.66484938271016], [-73.86027269419937, 40.66313410278842]]}",,,2007-11-29T00:00:00.000Z
163,4,5252,,"{'type': 'LineString', 'coordinates': [[-73.81937677596078, 40.70387122616755], [-73.81792843750499, 40.70331884839777]]}",,,2007-11-29T00:00:00.000Z
715,2,58469,,"{'type': 'LineString', 'coordinates': [[-73.86411502549439, 40.835437079187166], [-73.8631563841556, 40.835530821825785]]}",,,2007-11-29T00:00:00.000Z
683,4,77027,,"{'type': 'LineString', 'coordinates': [[-73.76844546516843, 40.709637027159964], [-73.76825969052642, 40.7095263673745]]}",,,2007-11-29T00:00:00.000Z
949,3,99156,,"{'type': 'LineString', 'coordinates': [[-73.91041596945743, 40.66841475707065], [-73.90947503883814, 40.66856059761633]]}",,,2007-11-29T00:00:00.000Z
749,3,39809,,"{'type': 'LineString', 'coordinates': [[-73.95645729125764, 40.58265885005271], [-73.9572210728878, 40.58253223493538]]}",,,2007-11-29T00:00:00.000Z
228,4,34839,,"{'type': 'LineString', 'coordinates': [[-73.81914421848117, 40.70917275958307], [-73.81914193767305, 40.70903199646186]]}",,,2007-11-29T00:00:00.000Z
1031,1,19162,,"{'type': 'LineString', 'coordinates': [[-73.9451782448388, 40.81341896378242], [-73.94472402235633, 40.814041430958305]]}",,,2007-11-29T00:00:00.000Z
221,1,30810,,"{'type': 'LineString', 'coordinates': [[-74.01429568326463, 40.71699191313682], [-74.01441931355278, 40.71704831457044], [-74.01454296358061, 40.71710441666539]]}",,,2007-11-29T00:00:00.000Z
469,4,21867,,"{'type': 'LineString', 'coordinates': [[-73.81331517784768, 40.687198937249555], [-73.8124146191799, 40.68539277627782], [-73.81243682605724, 40.68528675858198]]}",,,2007-11-29T00:00:00.000Z
825,4,80843,,"{'type': 'LineString', 'coordinates': [[-73.81003686907859, 40.589880266893815], [-73.81005316441976, 40.590031359711894], [-73.81005986397724, 40.59009347705845]]}",,,2009-06-16T00:00:00.000Z
628,2,41254,,"{'type': 'LineString', 'coordinates': [[-73.87757605134686, 40.83659621410242], [-73.87726827770254, 40.836553882371945], [-73.8772366629306, 40.83654953179968], [-73.87694476759259, 40.83651185920006]]}",V,,2007-11-29T00:00:00.000Z
569,1,72835,,"{'type': 'LineString', 'coordinates': [[-73.97679030930979, 40.74603586073645], [-73.97735989042292, 40.74540421517226]]}",V,,2007-11-29T00:00:00.000Z
692,3,56671,,"{'type': 'LineString', 'coordinates': [[-73.98488757672433, 40.61011656540172], [-73.98396336905776, 40.61021768563446]]}",,,2007-11-29T00:00:00.000Z
882,5,104631,,"{'type': 'LineString', 'coordinates': [[-74.131490369983, 40.60737854790443], [-74.13146507532319, 40.60709787512253]]}",,,2007-11-29T00:00:00.000Z
483,3,43562,,"{'type': 'LineString', 'coordinates': [[-73.95627311532779, 40.72338987633506], [-73.9568671715797, 40.72283700799372]]}",,,2007-11-29T00:00:00.000Z
138,1,19841,,"{'type': 'LineString', 'coordinates': [[-73.94732595299794, 40.83088799495896], [-73.94925583058433, 40.831695514503195]]}",,,2007-11-29T00:00:00.000Z
560,2,61303,,"{'type': 'LineString', 'coordinates': [[-73.83474813467912, 40.84350280743108], [-73.83383204461852, 40.843516412724476]]}",,,2007-11-29T00:00:00.000Z
594,5,72438,,"{'type': 'LineString', 'coordinates': [[-74.12604358000563, 40.57571396364685], [-74.12692155923487, 40.57544839105243]]}",,,2007-11-29T00:00:00.000Z
412,2,100694,,"{'type': 'LineString', 'coordinates': [[-73.82723127687112, 40.836486825596964], [-73.82694027529548, 40.836061751573965]]}",,,2007-11-29T00:00:00.000Z
580,2,60017,,"{'type': 'LineString', 'coordinates': [[-73.8270817631337, 40.83391087730129], [-73.82738777579758, 40.83432337594847], [-73.82780725907931, 40.83486724499275]]}",,,2007-11-29T00:00:00.000Z
989,4,5539,,"{'type': 'LineString', 'coordinates': [[-73.81478073086657, 40.73534004121584], [-73.81480652947451, 40.73491159548158], [-73.81481906836797, 40.734703348794646], [-73.81482814217372, 40.734552657411925]]}",,,2009-06-16T00:00:00.000Z
122,3,61739,,"{'type': 'LineString', 'coordinates': [[-73.97761642303314, 40.633153641901494], [-73.97643342179832, 40.63328912259082]]}",,,2007-11-29T00:00:00.000Z
705,4,17479,,"{'type': 'LineString', 'coordinates': [[-73.81595766111957, 40.77676162696528], [-73.81598717239055, 40.77673043505498], [-73.81600375983312, 40.77669084889123], [-73.81600244449176, 40.77664815333987], [-73.81598340932021, 40.77660920351365], [-73.81595199420055, 40.77657911227696]]}",,,2007-11-29T00:00:00.000Z
