property_id,number_of_buildings,list_of_all_property_use,site_energy_use_kbtu,multifamily_housing_total,third_party_certification_2,temporary_values,hospital_general_medical_6,multifamily_housing_number_4,office_number_of_workers,convention_center_gross_floor,municipally_supplied_potable,percent_of_recs_retained,_2nd_largest_property_use_1,data_center_cooling_equipment,pre_school_daycare_gross,estimated_data_flag_district,estimated_data_flag_fuel_1,year_ending,annual_maximum_demand_mm,hospital_general_medical_4,medical_office_number_of_2,avoided_emissions_onsite_1,data_center_ups_output_meter,number_of_active_it_meters,multifamily_housing_total_1,multifamily_housing_number,multifamily_housing_government,natural_gas_use_kbtu,nyc_borough_block_and_lot,energy_star_certification,adult_education_gross_floor,municipally_supplied_potable_1,total_ghg_emissions_metric,weather_normalized_site_eui,museum_gross_floor_area_ft,property_gfa_self_reported,fuel_oil_5_6_use_kbtu,senior_living_community_gross,last_modified_date_property_1,multifamily_housing_percent_1,medical_office_percent_that,indirect_ghg_emissions_metric,property_gfa_calculated,retail_store_gross_floor,estimated_data_flag_fuel,other_gross_floor_area_ft,hospital_general_medical_7,energy_power_station_gross,_3rd_largest_property_use_1,enclosed_mall_gross_floor,hotel_gross_floor_area_ft,urgent_care_clinic_other,last_modified_date_non,supermarket_grocery_gross,site_eui_kbtu_ft,indoor_water_use_all_water,estimated_values_energy,multifamily_housing_number_6,year_built,parent_property_id,data_center_pdu_input_meter,hospital_general_medical_2,data_center_energy_estimates,last_modified_date_water,electricity_use_grid_purchase,number_of_active_energy_meters,primary_property_type_self,worship_facility_gross_floor,data_center_gross_floor_area,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,electricity_use_generated_2,bank_branch_gross_floor_area,k_12_school_gross_floor_area,municipally_supplied_potable_2,refrigerated_warehouse_gross,energy_star_score,data_center_it_energy,medical_office_number_of_1,leed_us_project_id,estimated_values_water,self_storage_facility_gross,borough,retail_store_number_of_open,wholesale_club_supercenter_1,office_percent_that_can_be,water_use_all_water_sources,barracks_gross_floor_area,submission_date,avoided_emissions_onsite,occupancy,source_energy_use_kbtu,last_modified_date_gas_meters
2667225,1,"Multifamily Housing, Parking",4484619.5,66,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,4135,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.42934,86,No,3705529.9,4-00576-0036,Not Available,Not Available,2819.4,262.7,103.8,Not Available,46175,Not Available,Not Available,04/12/2020 10:25 PM EDT,100,Not Available,65.9,50310.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11/12/2018 02:35 PM EST,Not Available,97.1,2819.4,No,66,1936,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:54 PM EST,779089.6,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2819.4,Not Available,61,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,2819.4,Not Available,2022-09-26T00:00:00.000,Not Available,100,6072257.3,03/07/2022 03:54 PM EST
2676050,1,Multifamily Housing,8963766,19,Not Available,No,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.19806,78,No,50746.1,1-01388-0033,Not Available,Not Available,2936.9,676.8,98.2,Not Available,95930,Not Available,Not Available,03/01/2019 10:42 PM EST,100,Not Available,674.1,95930.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:29 PM EST,Not Available,93.4,2936.9,No,0,1930,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/30/2022 09:22 AM EDT,4534637,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2936.9,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,2936.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,18017641.5,05/22/2022 03:30 PM EDT
2672551,1,Multifamily Housing,10010188.8,91,Not Available,No,Not Available,91,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.47634,208,No,7735018.2,1-01129-0039,Not Available,Not Available,3230.1,603.2,Not Available,Not Available,191042,Not Available,Not Available,02/28/2019 11:22 AM EST,100,Not Available,192.3,191042.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/01/2022 09:37 AM EDT,Not Available,52.4,3230.1,No,0,1928,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:58 PM EST,2275170.5,9,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,3230.1,Not Available,94,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,3230.1,Not Available,2022-09-22T00:00:00.000,Not Available,100,14492246.6,03/07/2022 07:52 PM EST
2782231,1,"Fitness Center/Health Club/Gym, Office, Retail Store",20069727.7,Not Available,Not Available,No,Not Available,Not Available,450,Not Available,Not Available,Not Available,38668,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,2777241,1005110001,Not Available,Not Available,Not Available,1575.1,Not Available,Not Available,372895,3739753.5,Not Available,06/05/2020 03:21 PM EDT,Not Available,Not Available,1145.8,372895.0,7000,Not Available,Not Available,Not Available,Not Available,7000,Not Available,Not Available,Not Available,05/23/2022 11:35 AM EDT,Not Available,53.8,Not Available,No,Not Available,1900,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/16/2020 05:03 PM EDT,13552733.2,5,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,1,Not Available,100,Not Available,Not Available,2022-09-21T00:00:00.000,Not Available,100,44640907,03/08/2022 04:03 PM EST
5876480,1,Multifamily Housing,34259196.2,80,Not Available,No,Not Available,80,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.17238,320,No,798235.3,1-01364-0022,Not Available,Not Available,21847.6,2443.1,79.5,Not Available,464100,Not Available,Not Available,03/27/2020 04:41 PM EDT,100,Not Available,2400.7,464100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/01/2022 09:08 AM EDT,Not Available,73.8,21847.6,No,0,1931,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:01 PM EST,9860610.4,11,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21847.6,Not Available,69,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,21847.6,Not Available,2022-09-22T00:00:00.000,Not Available,100,56840047.7,05/23/2022 03:28 PM EDT
16830236,1,Multifamily Housing,1922472.9,14,Not Available,No,Not Available,14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.49746,28,Not Available,1104796.8,1-00779-0007,Not Available,Not Available,1600,127.8,71.4,Not Available,28143,Not Available,Not Available,07/25/2021 01:19 PM EDT,100,Not Available,69.1,28143.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68.3,1600,No,0,2015,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:44 PM EST,817676.2,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1600,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,1600,Not Available,2022-09-22T00:00:00.000,Not Available,100,3449529.8,03/01/2022 01:39 PM EST
2672502,1,Multifamily Housing,4007890.8,14,Not Available,No,Not Available,14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.20741,26,No,49874.1,1-01372-0062,Not Available,Not Available,1099.2,287,64.9,Not Available,67500,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,284.3,67500.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/28/2022 08:58 AM EDT,Not Available,59.4,1099.2,No,0,1928,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/29/2022 09:16 AM EDT,1185252,7,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,1099.2,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,1099.2,Not Available,2022-09-22T00:00:00.000,Not Available,100,6706823.3,05/20/2022 08:41 AM EDT
21202127,1,Multifamily Housing,3862743.7,32,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.08984,57,Not Available,3287000.1,3-01676-0001,Not Available,Not Available,5907,223.3,139.3,Not Available,29362,Not Available,Not Available,05/18/2022 03:11 PM EDT,100,Not Available,48.7,29362.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,131.6,5907,No,32,1939,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,05/18/2022 04:00 PM EDT,575743.6,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5907,Not Available,15,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,Not Available,Not Available,Not Available,5907,Not Available,2022-09-22T00:00:00.000,Not Available,100,5063432.2,07/27/2022 04:47 PM EDT
3113787,1,"Multifamily Housing, Parking",20639506,259,Not Available,No,Not Available,259,Not Available,Not Available,Not Available,Not Available,3000,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.72549,259,No,14642155.9,1-01170-7501,Not Available,Not Available,10635.8,1284.7,61.5,Not Available,357000,Not Available,Not Available,04/10/2019 10:00 AM EDT,100,Not Available,507.0,360000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,57.8,10635.8,No,0,1975,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:50 PM EST,5997350.1,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10635.8,Not Available,64,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,10635.8,Not Available,2022-09-22T00:00:00.000,Not Available,100,32166844,05/20/2022 07:19 PM EDT
2681980,1,Multifamily Housing,6488361.3,96,Not Available,No,Not Available,96,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.92,112,No,214395.5,1-01331-0017,Not Available,Not Available,4557,467.5,138.2,Not Available,50000,Not Available,Not Available,03/01/2019 10:34 PM EST,100,Not Available,456.1,50000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:29 PM EST,Not Available,129.8,4557,No,0,1940,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/04/2022 09:29 AM EDT,2179589.2,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4557,Not Available,8,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,4557,Not Available,2022-09-22T00:00:00.000,Not Available,100,11253668.4,05/20/2022 07:17 PM EDT
7530285,1,Multifamily Housing,823458.1,92,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.89957,92,Not Available,56806.4,1-01490-0044,Not Available,Not Available,Not Available,67.8,16.5,Not Available,48432,Not Available,Not Available,07/31/2019 10:02 AM EDT,100,Not Available,64.8,48432.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17,Not Available,No,92,1911,20660629,Not Available,Not Available,Not Available,03/03/2020 06:02 PM EST,766651.7,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-26T00:00:00.000,Not Available,100,2206271.5,04/15/2022 08:48 AM EDT
20775919,1,Multifamily Housing,4188429.7,38,Not Available,No,Not Available,38,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.58434,76,Not Available,3507639.4,1-01232-0057,Not Available,Not Available,1828.5,243.9,69.9,Not Available,65031,Not Available,Not Available,07/28/2022 02:25 PM EDT,100,Not Available,57.6,65031.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64.4,1828.5,No,0,1914,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/20/2022 11:07 AM EDT,680790.4,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1828.5,Not Available,86,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,1828.5,Not Available,2022-09-22T00:00:00.000,Not Available,100,5589234.3,04/20/2022 01:10 PM EDT
6671393,1,Multifamily Housing,4751279.4,25,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.87904,58,Not Available,4222563.5,3011780069,Not Available,Not Available,4963.8,269,180.5,Not Available,28440,Not Available,Not Available,04/13/2022 09:10 AM EDT,100,Not Available,44.7,28440.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,167.1,4963.8,No,25,1912,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:04 PM EST,528715.9,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4963.8,Not Available,4,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,Not Available,Not Available,Not Available,4963.8,Not Available,2022-09-23T00:00:00.000,Not Available,95,5914096.3,04/14/2022 05:08 PM EDT
6694539,1,Multifamily Housing,3686913.3,16,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.334,64,Not Available,2176007.9,1-00228-7503,Not Available,Not Available,Not Available,243.3,80.4,Not Available,47904,Not Available,Not Available,02/14/2019 09:10 AM EST,100,Not Available,127.7,47904.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77,Not Available,No,16,2015,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1510905.4,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,6515343.5,03/08/2022 03:56 AM EST
10894245,1,Multifamily Housing,4349773.2,66,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.09051,116,Not Available,2802870.1,2-03710-7501,Not Available,Not Available,Not Available,279.7,74.8,Not Available,60522,Not Available,Not Available,07/20/2020 11:31 PM EDT,100,Not Available,130.8,60522.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,71.9,Not Available,No,66,2014,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1546903.1,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,BRONX,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,7274342.4,03/08/2022 06:12 PM EST
15568371,2,Multifamily Housing,11016912.1,104,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.63436,208,Not Available,8945489,2-05919-0448,Not Available,Not Available,5677.6,650.3,71.7,Not Available,163944,Not Available,Not Available,04/18/2021 12:52 PM EDT,100,Not Available,175.1,163944.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67.2,5677.6,No,104,1954,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:42 PM EST,2071423.1,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5677.6,Not Available,81,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,5677.6,Not Available,2022-09-22T00:00:00.000,Not Available,100,15192748.2,03/01/2022 08:54 PM EST
4998363,1,Multifamily Housing,4292794.2,17,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.1299,68,No,1509388.1,1-01389-7503,Not Available,Not Available,Not Available,315.5,33.1,Not Available,130874,Not Available,Not Available,05/31/2016 12:00 PM EDT,100,Not Available,235.3,130874.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,32.8,Not Available,No,17,2013,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2783406.1,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,9378394.5,05/22/2022 10:37 PM EDT
2674043,1,Multifamily Housing,26583882.4,90,Not Available,No,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.21429,305,No,19294268.1,1-01123-0029,Not Available,Not Available,6631.7,1641.1,67.5,Not Available,420000,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,616.3,420000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/21/2020 11:54 PM EDT,Not Available,63.3,6631.7,No,0,1930,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/27/2022 03:46 PM EDT,7289614.3,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6631.7,Not Available,85,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,6631.7,Not Available,2022-09-22T00:00:00.000,Not Available,100,40669901.6,05/23/2022 03:26 PM EDT
4952670,1,Multifamily Housing,11915265.3,146,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.06488,146,No,9978699.9,4-01518-7501,Not Available,Not Available,10964.9,693.7,Not Available,Not Available,137104,Not Available,Not Available,04/27/2016 02:29 PM EDT,100,Not Available,163.7,137104.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/17/2022 01:24 PM EDT,Not Available,86.9,10964.9,No,146,1954,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:14 PM EST,1936565.3,6,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,10964.9,Not Available,48,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,10964.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,15900017.9,07/27/2022 04:31 PM EDT
21294049,1,Multifamily Housing,2886216.8,38,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.91346,57,Not Available,2430729.8,1-01519-0067,Not Available,Not Available,1190.9,167.6,73.6,Not Available,41600,Not Available,Not Available,05/24/2022 10:06 AM EDT,100,Not Available,38.5,41600.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69.4,1190.9,No,38,1928,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,05/23/2022 09:06 AM EDT,455487,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1190.9,Not Available,81,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,Not Available,Not Available,Not Available,1190.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,3827629.9,05/26/2022 10:50 AM EDT
6672344,1,Office,2023947.8,Not Available,Not Available,No,Not Available,Not Available,74,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,3-05089-0071,Not Available,Not Available,Not Available,171.1,63.2,Not Available,32000,Not Available,Not Available,04/06/2022 09:57 AM EDT,Not Available,Not Available,171.1,32000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63.2,Not Available,No,Not Available,1935,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2023947.8,7,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,BROOKLYN,Not Available,Not Available,100,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,100,5667053.9,Not Available
6410228,1,Supermarket/Grocery Store,7969219.8,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,1559100,4124940008,Not Available,Not Available,1978.2,624.7,236,Not Available,34273,Not Available,Not Available,06/02/2021 10:15 AM EDT,Not Available,Not Available,541.9,34273.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,06/01/2021 09:37 PM EDT,34273,232.5,1978.2,No,Not Available,1990,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:02 PM EST,6410119.8,5,Supermarket/Grocery Store,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1978.2,Not Available,60,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,1978.2,Not Available,2022-09-23T00:00:00.000,Not Available,100,19585390.5,07/27/2022 03:42 PM EDT
2665474,1,"Multifamily Housing, Office",Not Available,66,Not Available,No,Not Available,0,7.22,Not Available,Not Available,Not Available,3140,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,0,1.13406,66,No,Not Available,1-02235-0035,Not Available,Not Available,6321,0,Not Available,Not Available,61338,Not Available,Not Available,04/04/2020 04:15 PM EDT,100,Not Available,0.0,61338.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12/27/2018 11:12 AM EST,Not Available,Not Available,6321,No,66,1925,20599673,Not Available,Not Available,Not Available,03/01/2022 05:40 PM EST,Not Available,0,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6321,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,100,6321,Not Available,2022-09-26T00:00:00.000,Not Available,100,Not Available,04/10/2022 03:20 PM EDT
10894239,2,Multifamily Housing,18362796.7,274,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.14921,502,Not Available,14103299.9,5-03125-0116,Not Available,Not Available,14242.2,1109.2,81.2,Not Available,238425,Not Available,Not Available,07/20/2020 11:11 PM EDT,100,Not Available,360.1,238425.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77,14242.2,No,274,1971,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/07/2022 01:26 PM EST,4259496.8,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14242.2,Not Available,79,Not Available,Not Available,Not Available,No,Not Available,STATEN IS,Not Available,Not Available,Not Available,14242.2,Not Available,2022-09-22T00:00:00.000,Not Available,100,26735056,07/27/2022 03:39 PM EDT
2693054,1,"Multifamily Housing, Parking",25955980.7,275,Not Available,No,Not Available,275,Not Available,Not Available,Not Available,Not Available,17046,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.55049,492,No,354704.8,1-01371-0014,Not Available,Not Available,12966.3,1855.4,55.6,Not Available,499554,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,1836.5,516600.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:29 PM EST,Not Available,52,12966.3,No,0,1925,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:14 PM EST,7530845.5,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12966.3,Not Available,81,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,12966.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,43198277.9,03/07/2022 08:09 PM EST
