source_relation,date_day,account_name,account_id,campaign_name,campaign_id,ad_group_name,ad_group_id,device_os,device_type,network,currency_code,clicks,impressions,spend,conversions,conversions_value,all_conversions,all_conversions_value
"",2019-05-07,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,5Cvq/En19h+GeWy49cvDag==,1342503957467547,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-02,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,MpoB/dtaVSJlFwsCxXnIXw==,1344702981488349,Windows,Computer,Bing and Yahoo! search,USD,1,3,9.73,0,0,0,0
"",2019-04-16,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,ifhG8mR4i/r1jE778F3k6w==,1343603469570956,Windows,Computer,Bing and Yahoo! search,USD,0,4,0.0,0,0,0,0
"",2019-05-02,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,/dMrkGFoHttSxVS9m78HEg==,1346902004272815,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-03,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,/dMrkGFoHttSxVS9m78HEg==,1346902004272815,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-20,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,5Cvq/En19h+GeWy49cvDag==,1342503957467547,Windows,Computer,Syndicated search partners,USD,0,1,0.0,0,0,0,0
"",2019-05-23,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,ifhG8mR4i/r1jE778F3k6w==,1343603469570956,Windows,Computer,Syndicated search partners,USD,0,1,0.0,0,0,0,0
"",2019-05-23,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,9NAPGRgb38BHSVSkMmL+vw==,1335906887703461,Unknown,Computer,Syndicated search partners,USD,0,1,0.0,0,0,0,0
"",2019-05-23,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,ifhG8mR4i/r1jE778F3k6w==,1343603469570956,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-24,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,MpoB/dtaVSJlFwsCxXnIXw==,1344702981488349,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-10,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,5Cvq/En19h+GeWy49cvDag==,1342503957467547,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-30,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,ifhG8mR4i/r1jE778F3k6w==,1343603469570956,iOS,Smartphone,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-10,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,ifhG8mR4i/r1jE778F3k6w==,1343603469570956,Windows,Computer,Syndicated search partners,USD,0,3,0.0,0,0,0,0
"",2019-04-30,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,5Cvq/En19h+GeWy49cvDag==,1342503957467547,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-23,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,5Cvq/En19h+GeWy49cvDag==,1342503957467547,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-01,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,MpoB/dtaVSJlFwsCxXnIXw==,1344702981488349,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-30,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,ifhG8mR4i/r1jE778F3k6w==,1343603469570956,iOS,Smartphone,Syndicated search partners,USD,0,1,0.0,0,0,0,0
"",2019-05-22,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,5Cvq/En19h+GeWy49cvDag==,1342503957467547,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-29,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,ifhG8mR4i/r1jE778F3k6w==,1343603469570956,Windows,Computer,Bing and Yahoo! search,USD,0,13,0.0,0,0,0,0
"",2019-04-15,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,MpoB/dtaVSJlFwsCxXnIXw==,1344702981488349,Android,Smartphone,Syndicated search partners,USD,0,1,0.0,0,0,0,0
