q0_dbn,q17_c15_r2,q40_r1_c2_5,q16_c10_r2,q40_r1_c3_4,q16_c15_r4,q17_c15_r1,q28_4,q16_c1_r4,q16_c2_r2,q25_r1_c5,q16_c14_r2,q17_c8_r4,q25_r2_c1,q17_c1_r3,q26_2,q25_r1_c1,q16_c19_r4,q16_c14_r4,q25_r2_c5,q17_c10_r2,q17_c7_r3,q16_c15_r1,q41_7,q17_c11_r1,q17_c13_r3,q23_r7_c1,q17_c3_r4,q17_c12_r3,q16_c16_r4,q40_r1_c4_1,q17_c14_r3,q40_r1_c1_4,q16_c13_r2,q16_c9_r2,q16_c21_r4,q17_c10_r1,q40_r1_c6_4,q17_c15_r4,q25_r5_c3,q40_r1_c7_3,q27_5,q16_c17_r4,q40_r1_c7_1,q25_r5_c1,q40_r1_c3_2,q16_c22_r2,q16_c21_r3,q40_r1_c1_3,q17_c11_r3,q42_1_rev,q40_r1_c4_3,q40_r1_c10_4,q40_r1_c4_5,q16_c5_r3,q41_3,q16_c14_r3,q40_r1_c2_3,q40_r1_c6_2,q27_3,q16_c6_r1,q16_c8_r2,q17_c2_r2,q17_c4_r1,q23_r7_c2,q16_c5_r2,q16_c19_r3,q16_c3_r4,q17_c6_r4,q17_c5_r1,q16_c8_r4,q16_c16_r2,q23_r7_c4,q17_c2_r1,q40_r1_c5_3,q17_c6_r2
24Q330,,,0.0,,,,0,0.0,0.0,0,,0.0,0,0.0,,0,,,0,0.0,0.0,,0,,,0,0.0,,,Residency (direct instruction to students),,,,0.0,,0.0,,,0,,1-6 hrs,,7.0,0,,,,,,"The goal of the visual arts program at Helen M. Marshall School is to create experiences in which students create and assess their own work, analyze masterworks and conduct peer critiques. They learn the elements of art and principles of design, college and career options and acquire the necessary vocabulary to discuss art. Students explore a wide range of materials and techniques. The goal of the music program is that students will develop the necessary skills to create, discuss and analyze music. They study the basic structure of music and become familiar with different styles and their historical context.",,,,0.0,0,,,,1-6 hrs,0.0,0.0,0.0,7.0,0,0.0,,0.0,0.0,7.0,0.0,,0,0.0,,0.0
02M420,,National Portrait Gallery,,Music,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,Arts Related Field Trips,,Metropolitan Opera Guild Inc.,,,,,0.0,,0,0.0,13-18 hrs,,1.0,0,Visual Arts,,,"African American Museum, DC",,"Visual arts and music are offered to all students in compliance with NYS graduation requirements. The visual arts program includes studio art and art history, with an introduction to artists and artwork with a global perspective. Students experience creativity as a means of expression through an understanding and application of the Elements of Art and Principles of Design with culminating exhibitions. The music program offers students a hands-on experience of music creation: making beats, sampling, writing melodies and chord progression, and song construction. Students also learn the different genres of music and learn the history of American musical forms. Programs are aligned with NYS and NYC Standards in The Arts. Our staff is committed to offering students a variety of experiences in the arts, including off-site visits to museums, cultural events, and performances throughout the year. Student and staff theater productions and events are developed and produced in-house during the school year. Also offered is Stage Craft, a theater elective class, where students collaborate on multiple-devised performances and presentations. College level visual arts courses are available to students for college credit through La Guardia Community College and the College Board programs, both on the High School for Health Profesions and Human Services campus.",Arts Related Field Trips,,Arts Related Field Trips,,1,,,250.0,1-6 hrs,,,,,0,,,,,,,,0,,5.0,
75K141,,,,,,,0,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,,,,40.0,0,,,,,,"During the 2020-2021 school year, MFTA worked with our school, and we were able to have ""live"" sessions on Wednesdays, which focused on music and arts. Students and families participated across our 5 sites during this hour. We were also able to plant a school garden and grow microgreens in classrooms, which also influenced the content of students' art work painted with water colors.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
26Q074,,,,,,,1,,,0,,,0,,1.0,0,,,0,,,,1,,,0,,,,In-school Student Workshops,,,,,,,,,0,,1-6 hrs,,20.0,0,,,,,,"Nathaniel Hawthorne Middle School 74 provides rigorous arts instruction across seven different arts disciplines. As part of our individualized approach during the 2020-21 school year, our students were provided with individual choice and could choose: Instrumental music, vocal music, graphic art and design, studio art, theater, or moving image. We continue to provide additional arts learning through our collaborations with World Dance Theatre (Cultural Dance Project), Arts Horizons, Jose Limon Dance Company, Jazz at Lincoln Center, Music Memory, The Museum of the Moving Image, and the New York Historical Society. Our Dance program was part of Arts Achieve over a eight-year period, which created a foundation for our teachers and students to learn how to use peer and self-assessment to drive instruction. Our teacher team has shared these best practices, and this approach has been shared across the Arts Department. Three of our arts teachers were facilitators this year during Arts Monday professional development, and three of our other arts teachers participated in these professional development opportunities. Their work and research focused on utilizing different types of formative assessment in order to guide instruction.",,,,,1,,,,1-6 hrs,,,,,0,,,,,,,,0,,,
25Q237,,,,,,,0,,,0,,,0,,0.0,0,,,0,,,,0,,,0,,,,,,,,,,,,,0,,1-6 hrs,,,0,,,,,,"At I.S. 237, we strongly believe students involved in the arts make gains in math, reading, cognitive ability, critical thinking, and verbal skills. Our school's theme is ""The Arts"", therefore careful attention is given to planning lessons and projects to ensure that our magnet theme continues to flourish. We are fortunate to offer our students both performing and visual arts classes during the school day as well as an extensive afterschool talent enrichment program.",,,,,0,,,,1-6 hrs,,,,,0,,,,,,,,0,,,
19K346,,,,,,,1,0.0,81.0,0,,0.0,0,0.0,,0,,,0,,0.0,,0,,,0,0.0,,,Teacher Professional Development,,,,41.0,,,,,0,,,,5.0,0,Music,,,,,"At P.S. 346 Abe Stark, we have a K-5 music program in our school. All students, regardless of learning modality, received music instruction in keyboard with the Music and the Brain curriculum this year.",,,,0.0,0,,,450.0,1-6 hrs,0.0,81.0,81.0,0.0,0,81.0,,0.0,0.0,0.0,0.0,,0,0.0,,41.0
24Q058,,,0.0,,,,1,0.0,0.0,0,,0.0,0,0.0,0.0,0,,,0,0.0,0.0,,1,0.0,,0,0.0,,,,,,0.0,0.0,,0.0,,,0,,7-12 hrs,,,0,,,,,0.0,"P.S. 58 The School of Heroes strives to provide all students with the chance to participate in visual arts, music, theater, and dance programs in compliance with the NYS Blueprints for Arts. Students in grades Pre-K -6 receive music, visual arts, theater, and dance instruction on a weekly basis from both full-time school-based arts teachers and their classroom teachers, who further enhance their classroom arts curriculum through drama lessons. Students present their culminating projects in visual arts, music, dance, and drama through classroom projects, online presentations and bulletin board displays throughout the year. P.S.58 follows the Music and the Brain program, which incorporates music history, music literacy and keyboard.",,,,0.0,1,,,,7-12 hrs,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,,0.0
10X342,,,,,,,0,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,,,,,,,,,,0,,1-6 hrs,,,0,,,,,,"ISLA's Studio Art program offers a foundation for advanced courses in art such as Pre- AP & AP courses that are offered in high school. This satisfies the Art graduation requirement.
Beginning in middle school there is an emphasis placed on understanding the Elements of Art and Principles of Design as a basis for learning about and building artistic skills. Students will explore a variety of artists, art processes and materials such as drawing, painting, printmaking, two & three-dimensional design. Student artwork will reflect aesthetics & cultural and historical contexts. Current topics and themes are introduced to build student interest/relatability as well as a tool to teach and reach across the curriculum.
Willingness to get involved in the creative process is a more important requirement than the student’s talent or previous experience.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
07X548,,,,,,,1,,,0,,,0,,,0,,,0,,,,0,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,,7-12 hrs,,20.0,0,,,,,,"At the Urban Assembly School for Careers in Sports, all our ninth grade students are required to take a visual arts class where they create paintings, sketches and masks. Our students in grades nine through twelve also have the opportunity to participate in other arts-related activities such as theatre presentations, spoken-word evenings, and script and novel writing. This year we had Vivo Flamenco dance residency.
This Year due to Online learning we worked mostly on graphic design using online applications.",,,,,0,,,,,,,,,0,,,,,,,,0,,,
12X196,0.0,,0.0,,,0.0,1,0.0,0.0,0,,0.0,0,0.0,0.0,0,,,0,0.0,0.0,,1,0.0,0.0,0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0,,24-30 hrs,,,0,,,,,0.0,"PS 196 is an elementary school that firmly believes that the inclusion of Arts related instruction does have a significant influence in the overall well being in matters pertaining to childhood development. Our goal is to use the arts as a method of heightening student's abilities to both express themselves in a creative and socially acceptable manner, as well as to bring greater levels of student appreciation to all art related mediums.
The arts harbor a sense of value and accomplishment. The arts help foster an individual sense of identity which in turn helps a student develop as an individual. The arts help students to make decision as well as problem solve.",,,,0.0,0,,,,,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,,0.0
27Q124,,,1.0,,,,0,0.0,1.0,0,,0.0,0,0.0,0.0,0,,,0,1.0,0.0,,1,,,0,0.0,,,,,,,1.0,,1.0,,,0,,1-6 hrs,,,0,,,,,,"The Visual Arts Program at PSMS 124 follows the Blueprint for Teaching and Learning in the Visual Arts. Through the five activity strands, students are offered a comprehensive and multifaceted set of visual arts-related experiences. Formative assessment is utilized in the arts classroom to support students and improve performance. PS/MS 124 will continue to enter art competitions such as the Queens Borough Arts Festival, the Ezra Keats Bookmaking Contest, and PSART.  In the graphic arts, students are encouraged to develop an interest in the field of graphic design. They develop their digital skills by creating a complex piece of artwork using Adobe Photoshop Elements. The program enables students to create, edit, organize and share images with the use of a computer.  The Dance/Creative Movement program at PS/MS 124 emphasizes building a foundation of dynamics of movement with the incorporation of spatial awareness, use of effort, shapes and relationships between the dancers. As students move to the middle school level, there is the opportunity to work collaboratively with their peers in dance-making, aligning the learning process with the Blueprints for Teaching and Learning in Dance.  The music curriculum concentrates on thematic areas of study, including multi-cultural songs, content area music, holidays, celebrations, and social music. Various composers and musicians are also studied. Students engage in choral singing as well as write lyrics and create their own verses to songs.",,,,0.0,1,,,,,1.0,1.0,1.0,1.0,0,1.0,,0.0,0.0,1.0,0.0,,0,1.0,,1.0
10X319,,,,,,,0,,,0,,,0,,0.0,0,,,0,,,,0,,,0,,,,,,,,,,,,,0,,1-6 hrs,,,0,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,
