source_relation,marketplace_id,asin,item_name,display_name,product_name,brand,color,size,style,package_quantity,manufacturer,contributors,product_type,condition,release_date,item_classification,classification_id,classification_sales_rank_link,classification_sales_rank,website_display_group,website_display_group_name,website_display_group_sales_rank_link,website_display_group_sales_rank,is_memorabilia,is_adult_product,is_autographed,is_trade_in_eligible,model_number,part_number,parent_variation_asin,parent_package_container_asin,sku,fn_sku,ean,gtin,isbn,jan,minsan,upc,count_images,count_swatch_images,item_height_unit,item_height_value,item_length_unit,item_length_value,item_weight_unit,item_weight_value,item_width_unit,item_width_value,package_height_unit,package_height_value,package_length_unit,package_length_value,package_weight_unit,package_weight_value,package_width_unit,package_width_value,inventory_summary_id,inventory_last_updated_at,total_quantity,total_researching_quantity,total_reserved_quantity,fullfillable_quantity,total_unfulfillable_quantity,pending_customer_order_quantity,pending_transshipment_quantity,fc_processing_quantity,inblound_shipped_quantity,inbound_receiving_quantity,inbound_working_quantity,warehouse_damaged_quantity,carrier_damaged_quantity,customer_damaged_quantity,defective_quantity,distributor_damaged_quantity,expired_quantity,short_term_research_quantity,mid_term_research_quantity,long_term_research_quantity
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6072,flatscreen TV,product_2,Wireless Mouse,Waystar Royco,rose,16,"Modern, Elegant",1,waystar royco,,FOOD,New,2024-07-11,BASE_PRODUCT,100534824,,,amazon.com/GHP-BGGF-100534824,Stuff,,,f,f,f,t,GHP-BGGF-100534824,GHP-BGGF-100534824,B095PARENT,,SKU-5062,FNSKU-62503,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00040,2025-01-13 19:36:52,232,19,45,168,0,1,1,8,14,18,1,10,7,6,0,4,5,0,0,35
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4480,massage chair,product_2,Laptop Stand,Waystar Royco,grey,17,Heritage,1,waystar royco,,CAMPING,Used - Acceptable,2024-07-11,OTHER,100534825,,,amazon.com/GHP-BGGF-100534825,Stuff,,,f,f,f,t,GHP-BGGF-100534825,GHP-BGGF-100534825,B095PARENT,,SKU-9401,FNSKU-84933,5948026,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00041,2025-01-18 19:36:52,141,13,26,87,15,3,2,14,7,10,4,4,8,5,8,9,1,44,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5204,jacket,product_2,Laptop Stand,Waystar Royco,citrine,32,Traditional,1,waystar royco,,CLOTHING,Used - Acceptable,2024-07-11,PRODUCT_BUNDLE,100534826,,,amazon.com/GHP-BGGF-100534826,Stuff,,,f,f,f,t,GHP-BGGF-100534826,GHP-BGGF-100534826,B095PARENT,,SKU-6540,FNSKU-89447,,5948027,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00042,2025-01-02 19:36:52,202,19,34,111,38,1,3,5,12,7,16,0,0,4,0,2,0,47,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2857,cable subscription,product_2,Bluetooth Speaker,Waystar Royco,coral,33,Horizon,1,waystar royco,,CLOTHING,Refurbished,2024-07-11,VARIATION_PARENT,100534827,,,amazon.com/GHP-BGGF-100534827,Stuff,,,f,f,f,t,GHP-BGGF-100534827,GHP-BGGF-100534827,B095PARENT,,SKU-7489,FNSKU-29738,,,5948028,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00043,2024-12-31 19:36:52,51,3,0,42,6,0,1,12,18,8,3,0,9,8,8,0,5,0,28,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5913,laptop,product_2,USB Cable,Waystar Royco,brick,Gifting Sizing Kit,Vertical,1,waystar royco,,CAMPING,Used - Acceptable,2024-07-11,BASE_PRODUCT,100534828,,,amazon.com/GHP-BGGF-100534828,Stuff,,,f,f,f,t,GHP-BGGF-100534828,GHP-BGGF-100534828,B095PARENT,,SKU-8127,FNSKU-24393,,,,5948029,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00044,2025-01-25 19:36:52,488,7,82,335,64,10,5,4,4,7,0,6,0,3,10,10,1,0,0,24
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6775,banker's lamp,product_2,Laptop Stand,Waystar Royco,magenta,Sizing Kit,Ugly,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Acceptable,2024-07-11,OTHER,100534829,,,amazon.com/GHP-BGGF-100534829,Stuff,,,f,f,f,t,GHP-BGGF-100534829,GHP-BGGF-100534829,B095PARENT,,SKU-9307,FNSKU-87218,,,,,5948030,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00045,2025-01-23 19:36:52,238,18,55,139,26,3,0,11,13,16,11,5,8,6,0,4,1,34,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7251,standing desk,product_2,Phone Case,Waystar Royco,garnet,1,Sleek,1,waystar royco,,CAMPING,New,2024-07-11,PRODUCT_BUNDLE,100534830,,,amazon.com/GHP-BGGF-100534830,Stuff,,,f,f,f,t,GHP-BGGF-100534830,GHP-BGGF-100534830,B095PARENT,,5948031,FNSKU-95509,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00046,2025-01-20 19:36:52,78,2,10,61,5,0,0,12,14,11,16,6,4,5,3,2,3,0,42,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3615,water bottle,product_2,Bluetooth Speaker,Waystar Royco,ruby,2,"Cool, Sleek",1,waystar royco,,PET_SUPPLIES,Used - Acceptable,2024-07-11,VARIATION_PARENT,100534831,,,amazon.com/GHP-BGGF-100534831,Stuff,,,f,f,f,t,GHP-BGGF-100534831,GHP-BGGF-100534831,B095PARENT,,SKU-7442,FNSKU-59273,,,,,,5948032,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00047,2025-01-17 19:36:52,223,11,14,158,40,4,4,7,5,19,13,1,0,3,7,2,2,0,0,33
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6802,iphone 16s,product_2,Bluetooth Speaker,Waystar Royco,raspberry,3,Awful,1,waystar royco,,CAMPING,Used - Acceptable,2024-07-11,BASE_PRODUCT,100534832,,,amazon.com/GHP-BGGF-100534832,Stuff,,,f,f,f,t,GHP-BGGF-100534832,GHP-BGGF-100534832,B095PARENT,,SKU-7329,FNSKU-17780,,,,,,,1,0,inches,,,,,,,,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00048,2025-01-18 19:36:52,334,6,17,265,46,3,3,12,1,12,19,6,2,8,5,7,3,36,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8958,golden doodle puppy,product_2,Wireless Mouse,Waystar Royco,goldenrod,4,Smelly,1,waystar royco,,CLOTHING,New,2024-07-11,OTHER,100534833,,,amazon.com/GHP-BGGF-100534833,Stuff,,,f,f,f,t,GHP-BGGF-100534833,GHP-BGGF-100534833,B095PARENT,,SKU-5451,FNSKU-95954,5948034,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00049,2025-01-10 19:36:52,414,41,50,275,48,0,2,15,10,11,2,1,6,8,1,8,2,0,0,25
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1102,flatscreen TV,product_2,Bluetooth Speaker,Waystar Royco,saffron,5,Nice,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Good,2024-07-11,PRODUCT_BUNDLE,100534834,,,amazon.com/GHP-BGGF-100534834,Stuff,,,f,f,f,t,GHP-BGGF-100534834,GHP-BGGF-100534834,B095PARENT,,SKU-5105,FNSKU-52300,,5948035,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00050,2025-01-01 19:36:52,268,0,56,197,15,6,5,11,10,12,13,1,7,0,4,1,5,0,27,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9465,massage chair,product_2,Wireless Mouse,Waystar Royco,copper,6,Brutalist,1,waystar royco,,CLOTHING,Refurbished,2024-07-11,VARIATION_PARENT,100534835,,,amazon.com/GHP-BGGF-100534835,Stuff,,,f,f,f,t,GHP-BGGF-100534835,GHP-BGGF-100534835,B095PARENT,,SKU-1029,FNSKU-79663,,,5948036,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00051,2025-01-18 19:36:52,196,0,47,114,35,3,5,6,12,6,10,2,5,0,1,8,5,0,50,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3945,jacket,product_2,Wireless Mouse,Waystar Royco,silver,7,Minimalist,1,waystar royco,,PET_SUPPLIES,Used - Good,2024-07-11,BASE_PRODUCT,100534836,,,amazon.com/GHP-BGGF-100534836,Stuff,,,f,f,f,t,GHP-BGGF-100534836,GHP-BGGF-100534836,B095PARENT,,SKU-9032,FNSKU-39784,,,,5948037,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00052,2025-01-18 19:36:52,186,6,35,113,32,0,3,12,15,6,9,10,4,2,5,9,0,0,26,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1846,cable subscription,product_2,Bluetooth Speaker,Waystar Royco,platinum,8,Maximilist,1,waystar royco,,PET_SUPPLIES,New,2024-07-11,OTHER,100534837,,,amazon.com/GHP-BGGF-100534837,Stuff,,,f,f,f,t,GHP-BGGF-100534837,GHP-BGGF-100534837,B095PARENT,,SKU-4227,FNSKU-26087,,,,,5948038,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00053,2025-01-02 19:36:52,364,18,3,273,70,10,3,8,17,7,8,3,7,10,9,7,4,0,20,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9963,laptop,product_2,USB Cable,Waystar Royco,rose gold,8,Postmodern,1,waystar royco,,CAMPING,Used - Acceptable,2024-07-11,PRODUCT_BUNDLE,100534838,,,amazon.com/GHP-BGGF-100534838,Stuff,,,f,f,f,t,GHP-BGGF-100534838,GHP-BGGF-100534838,B095PARENT,,5948039,FNSKU-83197,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00054,2025-01-25 19:36:52,144,14,17,107,6,9,5,13,5,20,19,6,4,5,5,2,0,13,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4464,banker's lamp,product_2,Wireless Mouse,Waystar Royco,amber,9,Elegant,1,waystar royco,,PET_SUPPLIES,Refurbished,2024-07-11,VARIATION_PARENT,100534839,,,amazon.com/GHP-BGGF-100534839,Stuff,,,f,f,f,t,GHP-BGGF-100534839,GHP-BGGF-100534839,B095PARENT,,SKU-9404,FNSKU-17312,,,,,,5948040,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00055,2025-01-26 19:36:52,487,28,48,352,59,2,4,12,15,16,0,6,7,8,1,7,3,0,6,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6452,standing desk,product_2,Wireless Mouse,Waystar Royco,bronze,10,Modern,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Acceptable,2024-07-11,BASE_PRODUCT,100534840,,,amazon.com/GHP-BGGF-100534840,Stuff,,,f,f,f,t,GHP-BGGF-100534840,GHP-BGGF-100534840,B095PARENT,,SKU-7427,FNSKU-26011,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00056,2025-01-02 19:36:52,245,6,58,137,44,0,5,10,3,17,15,6,3,8,5,8,4,0,0,50
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8651,water bottle,product_2,Laptop Stand,Waystar Royco,claret,11,"Modern, Elegant",1,waystar royco,,ELECTRONIC_ADAPTER,New,2024-07-11,OTHER,100534841,,,amazon.com/GHP-BGGF-100534841,Stuff,,,f,f,f,t,GHP-BGGF-100534841,GHP-BGGF-100534841,B095PARENT,,SKU-9631,FNSKU-99575,5948042,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00057,2025-01-14 19:36:52,495,43,39,396,17,10,3,9,14,13,11,4,8,5,7,2,3,0,26,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2962,iphone 16s,product_2,Phone Case,Waystar Royco,straw,12,Heritage,1,waystar royco,,CAMPING,Used - Like New,2024-07-11,PRODUCT_BUNDLE,100534842,,,amazon.com/GHP-BGGF-100534842,Stuff,,,f,f,f,t,GHP-BGGF-100534842,GHP-BGGF-100534842,B095PARENT,,SKU-8826,FNSKU-39156,,5948043,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00058,2025-01-02 19:36:52,225,5,16,194,10,3,3,4,20,1,0,2,5,10,0,10,2,0,0,22
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1843,golden doodle puppy,product_2,Wireless Mouse,Waystar Royco,azure,13,Traditional,1,waystar royco,,CAMPING,Used - Like New,2024-07-11,VARIATION_PARENT,100534843,,,amazon.com/GHP-BGGF-100534843,Stuff,,,f,f,f,t,GHP-BGGF-100534843,GHP-BGGF-100534843,B095PARENT,,SKU-5408,FNSKU-75604,,,5948044,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00059,2025-01-28 19:36:52,42,0,10,30,2,10,3,8,3,7,10,10,2,6,3,10,5,0,36,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2877,flatscreen TV,product_2,Wireless Mouse,Waystar Royco,emerald,14,Horizon,1,waystar royco,,CLOTHING,New,2024-07-11,BASE_PRODUCT,100534844,,,amazon.com/GHP-BGGF-100534844,Stuff,,,f,f,f,t,GHP-BGGF-100534844,GHP-BGGF-100534844,B095PARENT,,SKU-2506,FNSKU-48043,,,,5948045,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00060,2025-01-05 19:36:52,318,5,68,242,3,8,3,4,17,7,2,3,2,8,6,2,0,45,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5820,massage chair,product_2,Laptop Stand,Waystar Royco,jade,15,Vertical,1,waystar royco,,CAMPING,New,2024-07-11,OTHER,100534845,,,amazon.com/GHP-BGGF-100534845,Stuff,,,f,f,f,t,GHP-BGGF-100534845,GHP-BGGF-100534845,B095PARENT,,SKU-9242,FNSKU-10770,,,,,5948046,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00061,2025-01-27 19:36:52,68,1,12,53,2,0,0,8,19,4,1,0,2,9,7,4,3,23,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4583,jacket,product_2,Bluetooth Speaker,Waystar Royco,lime,16,Ugly,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Like New,2024-07-11,PRODUCT_BUNDLE,100534846,,,amazon.com/GHP-BGGF-100534846,Stuff,,,f,f,f,t,GHP-BGGF-100534846,GHP-BGGF-100534846,B095PARENT,,5948047,FNSKU-51778,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00062,2025-01-23 19:36:52,166,4,5,126,31,9,1,14,8,0,1,8,10,5,8,5,5,0,37,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG8517,cable subscription,product_2,Laptop Stand,Waystar Royco,mint,17,Sleek,1,waystar royco,,PET_SUPPLIES,Refurbished,2024-07-11,VARIATION_PARENT,100534847,,,amazon.com/GHP-BGGF-100534847,Stuff,,,f,f,f,t,GHP-BGGF-100534847,GHP-BGGF-100534847,B095PARENT,,SKU-1434,FNSKU-71582,,,,,,5948048,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00063,2025-01-02 19:36:52,409,33,11,296,69,8,0,4,14,15,16,6,5,6,4,3,4,17,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4890,laptop,product_2,Phone Case,Waystar Royco,kelly,32,"Cool, Sleek",1,waystar royco,,FOOD,Used - Like New,2024-07-11,BASE_PRODUCT,100534848,,,amazon.com/GHP-BGGF-100534848,Stuff,,,f,f,f,t,GHP-BGGF-100534848,GHP-BGGF-100534848,B095PARENT,,SKU-4799,FNSKU-58193,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00064,2025-01-06 19:36:52,48,2,9,34,3,5,4,15,20,19,12,6,5,5,4,1,3,0,11,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9714,banker's lamp,product_2,Phone Case,Waystar Royco,pistachio,33,Awful,1,waystar royco,,CAMPING,New,2024-07-11,OTHER,100534849,,,amazon.com/GHP-BGGF-100534849,Stuff,,,f,f,f,t,GHP-BGGF-100534849,GHP-BGGF-100534849,B095PARENT,,SKU-1142,FNSKU-61856,5948050,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00065,2025-01-25 19:36:52,440,1,48,375,16,4,5,14,1,12,5,5,0,10,1,3,2,41,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4951,standing desk,product_2,Bluetooth Speaker,Waystar Royco,steel,Gifting Sizing Kit,Smelly,1,waystar royco,,PET_SUPPLIES,New,2024-07-11,PRODUCT_BUNDLE,100534850,,,amazon.com/GHP-BGGF-100534850,Stuff,,,f,f,f,t,GHP-BGGF-100534850,GHP-BGGF-100534850,B095PARENT,,SKU-9065,FNSKU-57858,,5948051,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00066,2025-01-24 19:36:52,3,0,0,3,0,1,1,15,13,1,15,2,5,2,7,10,2,0,30,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9825,water bottle,product_2,Phone Case,Waystar Royco,aqua,Sizing Kit,Nice,1,waystar royco,,CAMPING,Used - Like New,2024-07-11,VARIATION_PARENT,100534851,,,amazon.com/GHP-BGGF-100534851,Stuff,,,f,f,f,t,GHP-BGGF-100534851,GHP-BGGF-100534851,B095PARENT,,SKU-4777,FNSKU-59690,,,5948052,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00067,2024-12-31 19:36:52,88,3,6,63,16,5,0,0,0,18,14,1,2,4,6,7,5,0,0,17
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6668,iphone 16s,product_2,Phone Case,Waystar Royco,denim,1,Brutalist,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Good,2024-07-11,BASE_PRODUCT,100534852,,,amazon.com/GHP-BGGF-100534852,Stuff,,,f,f,f,t,GHP-BGGF-100534852,GHP-BGGF-100534852,B095PARENT,,SKU-1045,FNSKU-90190,,,,5948053,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00068,2025-01-23 19:36:52,354,9,42,254,49,8,2,11,3,5,2,8,0,1,2,3,4,0,39,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6940,golden doodle puppy,product_2,Wireless Mouse,Waystar Royco,sky,2,Minimalist,1,waystar royco,,FOOD,New,2024-07-11,OTHER,100534853,,,amazon.com/GHP-BGGF-100534853,Stuff,,,t,t,t,t,GHP-BGGF-100534853,GHP-BGGF-100534853,B095PARENT,,SKU-9744,FNSKU-80532,,,,,5948054,,1,0,inches,,,,,,,,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00069,2025-01-02 19:36:52,137,3,14,101,19,5,0,12,6,1,10,8,8,2,3,0,1,0,43,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1464,flatscreen TV,product_3,Bluetooth Speaker,Waystar Royco,sapphire,3,Maximilist,1,waystar royco,,PET_SUPPLIES,New,2024-07-11,PRODUCT_BUNDLE,100534854,,,amazon.com/GHP-BGGF-100534854,Stuff,,,f,f,f,t,GHP-BGGF-100534854,GHP-BGGF-100534854,B095PARENT,,5948055,FNSKU-54215,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00070,2025-01-04 19:36:52,220,22,34,162,2,2,2,8,16,19,7,7,0,10,3,2,3,0,15,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2635,massage chair,product_3,Laptop Stand,Waystar Royco,eggplant,4,Postmodern,1,waystar royco,,CAMPING,Used - Good,2024-07-11,VARIATION_PARENT,100534855,,,amazon.com/GHP-BGGF-100534855,Stuff,,,t,t,t,t,GHP-BGGF-100534855,GHP-BGGF-100534855,B095PARENT,,SKU-2521,FNSKU-58387,,,,,,5948056,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00071,2025-01-28 19:36:52,300,5,21,253,21,3,5,0,10,17,0,2,9,6,8,6,5,0,41,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6311,jacket,product_3,Wireless Mouse,Waystar Royco,mulberry,5,Elegant,1,waystar royco,,PET_SUPPLIES,Used - Acceptable,2024-07-11,BASE_PRODUCT,100534856,,,amazon.com/GHP-BGGF-100534856,Stuff,,,t,t,t,t,GHP-BGGF-100534856,GHP-BGGF-100534856,B095PARENT,,SKU-3279,FNSKU-29487,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00072,2025-01-08 19:36:52,200,13,49,114,24,4,0,7,3,18,11,6,3,4,3,7,2,12,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2301,cable subscription,product_3,USB Cable,Waystar Royco,lilac,6,Modern,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Good,2024-07-11,OTHER,100534857,,,amazon.com/GHP-BGGF-100534857,Stuff,,,t,t,t,t,GHP-BGGF-100534857,GHP-BGGF-100534857,B095PARENT,,SKU-6283,FNSKU-63363,5948058,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00073,2025-01-13 19:36:52,161,2,27,101,31,1,1,12,5,11,10,5,3,0,5,0,3,0,0,39
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7800,laptop,product_3,Laptop Stand,Waystar Royco,lavender,7,"Modern, Elegant",1,waystar royco,,CAMPING,Used - Good,2024-07-11,PRODUCT_BUNDLE,100534858,,,amazon.com/GHP-BGGF-100534858,Stuff,,,t,t,t,t,GHP-BGGF-100534858,GHP-BGGF-100534858,B095PARENT,,SKU-1318,FNSKU-96081,,5948059,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00074,2025-01-08 19:36:52,299,8,39,198,54,5,5,15,18,4,14,2,10,6,7,5,4,35,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6338,banker's lamp,product_3,Phone Case,Waystar Royco,amethyst,8,Heritage,1,waystar royco,,ELECTRONIC_ADAPTER,New,2024-07-11,VARIATION_PARENT,100534859,,,amazon.com/GHP-BGGF-100534859,Stuff,,,t,t,t,t,GHP-BGGF-100534859,GHP-BGGF-100534859,B095PARENT,,SKU-9486,FNSKU-60610,,,5948060,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00075,2025-01-28 19:36:52,153,10,17,99,27,8,3,12,8,19,9,6,1,5,5,7,0,0,39,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6512,standing desk,product_3,Phone Case,Waystar Royco,plum,8,Traditional,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Acceptable,2024-07-11,BASE_PRODUCT,100534860,,,amazon.com/GHP-BGGF-100534860,Stuff,,,t,t,t,t,GHP-BGGF-100534860,GHP-BGGF-100534860,B095PARENT,,SKU-2626,FNSKU-75462,,,,5948061,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00076,2025-01-12 19:36:52,417,40,78,294,5,7,4,10,12,7,11,7,10,1,7,3,5,0,20,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5084,water bottle,product_3,Wireless Mouse,Waystar Royco,grape,9,Horizon,1,waystar royco,,PET_SUPPLIES,Used - Acceptable,2024-07-11,OTHER,100534861,,,amazon.com/GHP-BGGF-100534861,Stuff,,,t,t,t,t,GHP-BGGF-100534861,GHP-BGGF-100534861,B095PARENT,,SKU-6357,FNSKU-91952,,,,,5948062,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00077,2024-12-31 19:36:52,22,1,0,20,1,1,4,4,10,18,11,6,3,2,6,0,5,5,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1689,iphone 16s,product_3,Bluetooth Speaker,Waystar Royco,heather,10,Vertical,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Like New,2024-07-11,PRODUCT_BUNDLE,100534862,,,amazon.com/GHP-BGGF-100534862,Stuff,,,t,t,t,t,GHP-BGGF-100534862,GHP-BGGF-100534862,B095PARENT,,5948063,FNSKU-85348,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00078,2025-01-12 19:36:52,255,17,41,153,44,6,3,0,7,6,10,9,8,3,5,3,1,0,0,27
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1501,golden doodle puppy,product_3,Phone Case,Waystar Royco,iris,11,Ugly,1,waystar royco,,FOOD,New,2024-07-11,VARIATION_PARENT,100534863,,,amazon.com/GHP-BGGF-100534863,Stuff,,,t,t,t,t,GHP-BGGF-100534863,GHP-BGGF-100534863,B095PARENT,,SKU-4376,FNSKU-15149,,,,,,5948064,1,0,inches,,,,,,,,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00079,2025-01-20 19:36:52,354,24,36,244,50,5,4,7,9,1,8,7,10,3,3,3,2,0,46,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3302,flatscreen TV,product_3,Bluetooth Speaker,Waystar Royco,fuschia,12,Sleek,1,waystar royco,,CAMPING,Used - Like New,2024-07-11,BASE_PRODUCT,100534864,,,amazon.com/GHP-BGGF-100534864,Stuff,,,t,t,t,t,GHP-BGGF-100534864,GHP-BGGF-100534864,,B095PARENT,SKU-4058,FNSKU-86020,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00080,2025-01-10 19:36:52,438,6,101,260,71,4,0,7,17,8,13,5,1,0,7,5,3,0,0,46
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4846,massage chair,product_3,Laptop Stand,Waystar Royco,hyacinth,13,"Ugly, Sleek",1,waystar royco,,FOOD,Used - Good,2024-07-11,OTHER,100534865,,,amazon.com/GHP-BGGF-100534865,Stuff,,,f,f,f,t,GHP-BGGF-100534865,GHP-BGGF-100534865,,B095PARENT,SKU-6896,FNSKU-79776,5948066,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00081,2025-01-21 19:36:52,493,14,41,421,17,5,0,6,16,13,10,1,9,5,4,0,2,0,0,46
