unique_id,work_id,floor_ac_receptacles,sign_total_aw_guage,from_floor,floor_detail,floor_transformers,item,sign_id,sign_lamp_wattage
00C0A43F-D19F-E811-811B-005056B627E4.FFBFA43F-D19F-E811-811B-005056B627E4.0,00C0A43F-D19F-E811-811B-005056B627E4,4,,3.0,APARTMENT 3N,0,Floor Descriptions - Total Units,0,0
01034573-81B7-E811-811B-005056B627E4.F767AA4A-81B7-E811-811B-005056B627E4.0,01034573-81B7-E811-811B-005056B627E4,0,,,bsmt,0,Floor Descriptions - Total Units,0,0
009F8962-17DD-E811-811A-005056B627E6.E17D72EE-16DD-E811-811A-005056B627E6.0,009F8962-17DD-E811-811A-005056B627E6,0,,,,0,Floor Descriptions - Total Units,0,0
0121438F-2F5F-E911-8120-005056B627E6.83B82D57-2F5F-E911-8120-005056B627E6.0,0121438F-2F5F-E911-8120-005056B627E6,0,,,ENTRANCE ON SIDE OS BUILDING,0,Floor Descriptions - Total Units,0,0
009000AC-5D7A-E811-811A-005056B627E4.0.0,009000AC-5D7A-E811-811A-005056B627E4,0,,,,0,3Ø over 225 amps,0,0
00562E77-1F2A-E911-811E-005056B627E6.0.0,00562E77-1F2A-E911-811E-005056B627E6,0,,,,0,3Ø up to 225 amps,0,0
0047EA88-1E8A-E811-811A-005056B627E4.5AA55482-1E8A-E811-811A-005056B627E4.0,0047EA88-1E8A-E811-811A-005056B627E4,0,,3.0,third floor triplex apartment,0,Floor Descriptions - Total Units,0,0
0022955F-B9E1-E711-8116-005056B627E6.0.0,0022955F-B9E1-E711-8116-005056B627E6,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
00E4507D-B8FD-E811-811B-005056B627E4.42E7BEE7-8EFD-E811-811B-005056B627E4.0,00E4507D-B8FD-E811-811B-005056B627E4,1,,1.0,FIRST FLOOR,0,Floor Descriptions - Total Units,0,0
000F544E-A0FF-E811-811C-005056B627E4.FF0E544E-A0FF-E811-811C-005056B627E4.0,000F544E-A0FF-E811-811C-005056B627E4,0,,20.0,,0,Floor Descriptions - Total Units,0,0
009F8962-17DD-E811-811A-005056B627E6.FF9E8962-17DD-E811-811A-005056B627E6.0,009F8962-17DD-E811-811A-005056B627E6,0,,,,0,Floor Descriptions - Total Units,0,0
0109674B-568F-E811-811A-005056B627E4.0.0,0109674B-568F-E811-811A-005056B627E4,0,,,,0,201 to 600 amps,0,0
00D770EE-FCB5-E811-811B-005056B627E4.0.0,00D770EE-FCB5-E811-811B-005056B627E4,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
0133656B-F488-E811-811A-005056B627E4.987EFF0E-F488-E811-811A-005056B627E4.0,0133656B-F488-E811-811A-005056B627E4,0,,5.0,Apartment 5A,0,Floor Descriptions - Total Units,0,0
0030B0D6-52B7-E811-811B-005056B627E4.A7F9E286-52B7-E811-811B-005056B627E4.0,0030B0D6-52B7-E811-811B-005056B627E4,0,,3.0,,0,Floor Descriptions - Total Units,0,0
006B5383-4B79-E811-811A-005056B627E4.0.0,006B5383-4B79-E811-811A-005056B627E4,0,,,,0,Over 1/0 to 250MCM,0,0
001FE779-668F-E811-811A-005056B627E4.0.0,001FE779-668F-E811-811A-005056B627E4,0,,,,0,Over 250 MCM,0,0
00ED2AC0-ED3C-E911-811F-005056B627E6.0.0,00ED2AC0-ED3C-E911-811F-005056B627E6,0,,,,0,101 to 200 amps,0,0
00F962A4-580B-E811-8117-005056B627E4.0.0,00F962A4-580B-E811-8117-005056B627E4,0,,,,0,1Ø over 20-1 or 10-2 pole breakers,0,0
007E3BCE-4196-E811-8119-005056B627E6.0.0,007E3BCE-4196-E811-8119-005056B627E6,0,,,,0,101 to 200 amps,0,0
0127D042-D1E8-E811-811A-005056B627E6.0027D042-D1E8-E811-811A-005056B627E6.0,0127D042-D1E8-E811-811A-005056B627E6,0,,21.0,Bathrooms @ 21st floor,0,Floor Descriptions - Total Units,0,0
00CB4D99-758B-E811-811A-005056B627E4.0.0,00CB4D99-758B-E811-811A-005056B627E4,0,,,,0,Up to #2 conductor,0,0
00C1381B-DC17-E811-8117-005056B627E4.0.0,00C1381B-DC17-E811-8117-005056B627E4,0,,,,0,Up to #2 conductor,0,0
013ACB35-B7FB-E711-8116-005056B627E6.0.0,013ACB35-B7FB-E711-8116-005056B627E6,0,,,,0,Up to #2 conductor,0,0
0016D289-9691-E811-811A-005056B627E4.0.0,0016D289-9691-E811-811A-005056B627E4,0,,,,0,Up to #2 conductor,0,0
006A58EA-56E8-E811-811A-005056B627E6.0.0,006A58EA-56E8-E811-811A-005056B627E6,0,,,,0,Over 1200 amps,0,0
00D4528C-622B-E811-8117-005056B627E4.0.0,00D4528C-622B-E811-8117-005056B627E4,0,,,,0,Up to 100 amps,0,0
00A7816C-9657-E811-8117-005056B627E4.0.0,00A7816C-9657-E811-8117-005056B627E4,0,,,,0,Up to 100 amps,0,0
004194FF-9B21-E811-8117-005056B627E4.6DA79C02-9B21-E811-8117-0050 56B627E4.0,004194FF-9B21-E811-8117-005056B627E4,1,,,"General wiring and main switch ,meter.",0,Floor Descriptions - Total Units,0,0
004E97B1-7EB0-E811-811B-005056B627E4.0.0,004E97B1-7EB0-E811-811B-005056B627E4,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
00F60D14-6DB7-E811-811B-005056B627E4.0.0,00F60D14-6DB7-E811-811B-005056B627E4,0,,,,0,Up to #2 conductor,0,0
00EBE314-C050-E911-8120-005056B627E4.0.0,00EBE314-C050-E911-8120-005056B627E4,0,,,,0,201 to 600 amps,0,0
00C77E4B-D769-E811-8119-005056B627E6.0.0,00C77E4B-D769-E811-8119-005056B627E6,0,,,,0,Up to 100 amps,0,0
00C1EE0A-7642-E911-811F-005056B627E6.867CEEDD-7542-E911-811F-005056B627E6.0,00C1EE0A-7642-E911-811F-005056B627E6,3,,2.0,2L,0,Floor Descriptions - Total Units,0,0
00E,00E06DA9-9AB6-E811-811B-005056B627E4,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
00CBD748-7983-E811-811A-005056B627E4.0.0,00CBD748-7983-E811-811A-005056B627E4,0,,,,0,"Total no.of Elevators, etc",0,0
010742B3-0410-E811-8117-005056B627E4.FCDB20A0-0410-E811-8117-005056B627E4.0,010742B3-0410-E811-8117-005056B627E4,0,,5.0,,0,Floor Descriptions - Total Units,0,0
006685C6-D7FA-E711-8116-005056B627E6.0.0,006685C6-D7FA-E711-8116-005056B627E6,0,,,,0,Up to 100 amps,0,0
00E,00E22863-C75F-E911-8120-005056B627E6,0,,,,0,Up to #2 conductor,0,0
00932977-F865-E911-8120-005056B627E6.0.0,00932977-F865-E911-8120-005056B627E6,0,,,,0,Up to #2 conductor,0,0
00EE5495-BAE1-E711-8116-005056B627E6.0.0,00EE5495-BAE1-E711-8116-005056B627E6,0,,,,0,Up to #2 conductor,0,0
00445FC8-8D51-E911-8120-005056B627E4.F0435FC8-8D51-E911-8120-005056B627E4.0,00445FC8-8D51-E911-8120-005056B627E4,1,,,,0,Floor Descriptions - Total Units,0,0
00D90115-A820-E811-8117-005056B627E4.0.0,00D90115-A820-E811-8117-005056B627E4,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
0051C9C7-762F-E811-8117-005056B627E4.0.0,0051C9C7-762F-E811-8117-005056B627E4,0,,,,0,Over 1/0 to 250MCM,0,0
001C1FF1-D239-E911-811F-005056B627E6.0.0,001C1FF1-D239-E911-811F-005056B627E6,0,,,,0,Up to 100 amps,0,0
00099CBF-E7F4-E811-811A-005056B627E6.FE089CBF-E7F4-E811-811A-005056B627E6.0,00099CBF-E7F4-E811-811A-005056B627E6,0,,3.0,"POWER FOR OFFICES, LIGHTING WITH CONTROLS",0,Floor Descriptions - Total Units,0,0
001FE7BF-C6EE-E811-811A-005056B627E6.0.0,001FE7BF-C6EE-E811-811A-005056B627E6,0,,,,0,Up to #2 conductor,0,0
0065B933-122A-E911-811E-005056B627E6.0.0,0065B933-122A-E911-811E-005056B627E6,0,,,,0,Up to #2 conductor,0,0
013A310F-0E4F-E911-8120-005056B627E4.0.0,013A310F-0E4F-E911-8120-005056B627E4,0,,,,0,Up to 100 amps,0,0
006A4C31-F465-E911-8120-005056B627E6.0.0,006A4C31-F465-E911-8120-005056B627E6,0,,,,0,"Total no.of Elevators, etc",0,0
00ED446D-ED44-E811-8117-005056B627E4.FFEC446D-ED44-E811-8117-005056B627E4.0,00ED446D-ED44-E8 11-8117-005056B627E4,3,,7.0,Apt 7R,0,Floor Descriptions - Total Units,0,0
00F6D242-D7C7-E811-811A-005056B627E6.0.0,00F6D242-D7C7-E811-811A-005056B627E6,0,,,,0,Up to #2 conductor,0,0
010FF19E-F8FA-E711-8116-005056B627E6.0.0,010FF19E-F8FA-E711-8116-005056B627E6,0,,,,0,1Ø over 20-1 or 10-2 pole breakers,0,0
00221E1E-9D99-E811-811A-005056B627E4.FF211E1E-9D99-E811-811A-005056B627E4.0,00221E1E-9D99-E811-811A-005056B627E4,0,,,OUTSIDE/ STREET LEVEL,0,Floor Descriptions - Total Units,0,0
00191374-AE54-E811-8117-005056B627E4.FF181374-AE54-E811-8117-005056B627E4.0,00191374-AE54-E811-8117-005056B627E4,0,,,OUTSIDE-----STREET LEVEL,0,Floor Descriptions - Total Units,0,0
011DC489-07E2-E811-811B-005056B627E4.0.0,011DC489-07E2-E811-811B-005056B627E4,0,,,,0,Up to #2 conductor,0,0
00517320-416F-E811-811A-005056B627E4.0.0,00517320-416F-E811-811A-005056B627E4,0,,,,0,3Ø over 225 amps,0,0
003B900B-9A59-E911-8120-005056B627E6.FF3A900B-9A59-E911-8120-005056B627E6.0,003B900B-9A59-E911-8120-005056B627E6,2,,2.0,APT NO B4,0,Floor Descriptions - Total Units,0,0
0103052E-7D1A-E911-811C-005056B627E6.0.0,0103052E-7D1A-E911-811C-005056B627E6,0,,,,0,Up to #2 conductor,0,0
006D441B-A120-E811-8117-005056B627E4.0.0,006D441B-A120-E811-8117-005056B627E4,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
00545B35-BDE1-E711-8116-005056B627E6.0.0,00545B35-BDE1-E711-8116-005056B627E6,0,,,,0,Up to #2 conductor,0,0
011DF141-1627-E911-811E-005056B627E6.001DF141-1627-E911-811E-005056B627E6.0,011DF141-1627-E911-811E-005056B627E6,2,,3.0,APT NO 3F,0,Floor Descriptions - Total Units,0,0
00C4AABE-8D55-E911-8120-005056B627E4.FFC3AABE-8D55-E911-8120-005056B627E4.0,00C4AABE-8D55-E911-8120-005056B627E4,0,,1.0,,0,Floor Descriptions - Total Units,0,0
004D996A-0DA3-E811-811B-005056B627E4.0.0,004D996A-0DA3-E811-811B-005056B627E4,0,,,,0,Up to #2 conductor,0,0
00863F45-D5C5-E811-811A-005056B627E6.0.0,00863F45-D5C5-E811-811A-005056B627E6,0,,,,0,1Ø over 20-1 or 10-2 pole breakers,0,0
008E1250-17D2-E811-811B-005056B627E4.0.0,008E1250-17D2-E811-811B-005056B627E4,0,,,,0,Up to #2 conductor,0,0
0030B0D6-52B7-E811-811B-005056B627E4.98425B51-52B7-E811-811B-005056B627E4.0,0030B0D6-52B7-E811-811B-005056B627E4,0,,2.0,,0,Floor Descriptions - Total Units,0,0
008B3028-9FC5-E811-811A-005056B627E6.0.0,008B3028-9FC5-E811-811A-005056B627E6,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
0116768A-8859-E911-8120-005056B627E6.0016768A-8859-E911-8120-005056B627E6.0,0116768A-8859-E911-8120-005056B627E6,0,,2.0,2nd Floor kitchen and Bathroom/3rd Floor - 2 bathrooms,0,Floor Descriptions - Total Units,0,0
00EFE7CA-A95F-E911-8120-005056B627E6.0.0,00EFE7CA-A95F-E911-8120-005056B627E6,0,,,,0,"Total no.of Elevators, etc",0,0
0027432C-F231-E811-8117-005056B627E4.0.0,0027432C-F231-E811-8117-005056B627E4,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
011D04CD-8317-E811-8117-005056B627E4.0.0,011D04CD-8317-E811-8117-005056B627E4,0,,,,0,Up to #2 conductor,0,0
00A66CA1-FCE1-E811-811B-005056B627E4.0.0,00A66CA1-FCE1-E811-811B-005056B627E4,0,,,,0,Up to #2 conductor,0,0
0120FD7F-CFB6-E811-811B-005056B627E4.0.0,0120FD7F-CFB6-E811-811B-005056B627E4,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
0091011B-0D52-E911-8120-005056B627E4.FF90011B-0D52-E911-8120-005056B627E4.0,0091011B-0D52-E911-8120-005056B627E4,2,,,"Adequate wiring to basement, 1st Fl., and 2nd Fl.",0,Floor Descriptions - Total Units,0,0
012D061A-8C4A-E911-8120-005056B627E4.0.0,012D061A-8C4A-E911-8120-005056B627E4,0,,,,0,Up to #2 conductor,0,0
007E1C28-B0E9-E811-811A-005056B627E6.0.0,007E1C28-B0E9-E811-811A-005056B627E6,0,,,,0,101 to 200 amps,0,0
0019F1E1-33EB-E711-8116-005056B627E6.3856F14B-33EB-E711-8116-005056B627E6.0,0019F1E1-33EB-E711-8116-005056B627E6,3,,2.0,"2ND FLOOR Apt 2A - PROVIDE AND INSTALL OUTLETS, SWITCHES AND LIGHTS.",0,Floor Descriptions - Total Units,0,0
003A2ACF-6A2C-E811-8117-005056B627E4.0.0,003,0,,,,0,Boiler Controls,0,0
00D10360-6CEF-E811-811A-005056B627E6.0.0,00D10360-6CEF-E811-811A-005056B627E6,0,,,,0,1Ø up to 20-1 or 10-2 pole breakers,0,0
