property_id,office_weekly_operating_hours,multifamily_housing_number_5,net_emissions_metric_tons,retail_store_cash_register,food_service_gross_floor,address_2,primary_property_type_epa,non_refrigerated_warehouse,data_center_pdu_input_meter,municipally_supplied_potable_1,supermarket_grocery_gross,property_floor_area_building,weather_normalized_site,retail_store_gross_floor,national_median_source_eui,electricity_use_generated_1,national_median_energy_star,fast_food_restaurant_gross,pre_school_daycare_gross,data_center_national_median,multifamily_housing_percent_1,fuel_oil_1_use_kbtu,hospital_general_medical_1,kerosene_use_kbtu,bar_nightclub_gross_floor,vocational_school_gross_floor,nyc_borough_block_and_lot,data_center_it_site_energy,senior_care_community_gross,data_center_it_source_energy,occupancy,hospital_general_medical_4,multifamily_housing_number_3,census_tract,medical_office_gross_floor,total_ghg_emissions_metric,energy_power_station_gross,avoided_emissions_onsite,hospital_general_medical,manufacturing_industrial,municipally_supplied_potable_3,longitude,percent_of_electricity_that,water_wastewater_investment,retail_store_computer_density,weather_normalized_site_eui,personal_services_health,indoor_water_use_all_water,hospital_general_medical_3,courthouse_gross_floor_area,hospital_general_medical_6,social_meeting_hall_gross,hospital_general_medical_9,borough,outpatient_rehabilitation,year_built,data_center_it_energy,restaurant_weekly_operating,fuel_oil_2_use_kbtu,estimated_data_flag_fuel,worship_facility_gross_floor,mailing_center_post_office,hospital_general_medical_12,estimated_data_flag_fuel_2,fuel_oil_no_2_cost
2634038,62.81,Not Available,502.8,Not Available,Not Available,Not Available,Office,Not Available,Not Available,0.63,Not Available,62604,13,Not Available,236.8,Not Available,50,Not Available,Not Available,Not Available,Not Available,3692674,Not Available,Not Available,Not Available,Not Available,1008330054,Not Available,Not Available,Not Available,90,Not Available,Not Available,76.0,Not Available,502.8,Not Available,Not Available,Not Available,Not Available,47.58,-73.986426,0,Not Available,Not Available,94.5,Not Available,2978.7,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1908,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2638799,Not Available,0.52419,469.6,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,55800,5.5,Not Available,119.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1001430021,Not Available,Not Available,Not Available,100,Not Available,0.97072,39.0,Not Available,469.6,Not Available,Not Available,Not Available,Not Available,Not Available,-74.010559,0,Not Available,Not Available,114.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2590317,Not Available,0,9.9,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,70000,0.4,Not Available,119.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1012100055,Not Available,Not Available,Not Available,100,Not Available,1.4,165.0,Not Available,9.9,Not Available,Not Available,Not Available,Not Available,29.12,-73.977002,0,Not Available,Not Available,1.8,Not Available,2038.6,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1930,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,No,Not Available
1575272,56.23,Not Available,3077.7,Not Available,Not Available,Not Available,Financial Office,Not Available,Not Available,Not Available,Not Available,473329,17.4,Not Available,287.8,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01290-0021,Not Available,Not Available,Not Available,100,Not Available,Not Available,102.0,Not Available,3077.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.973454,0,Not Available,Not Available,80.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1981,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2638782,Not Available,1.48938,814.7,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,128798,6,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1013330042,Not Available,Not Available,Not Available,100,Not Available,2.17498,88.0,1900,814.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.972383,0,Not Available,Not Available,102.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1906,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,No,0
2616219,62.52,Not Available,1273.2,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,221890,15.8,Not Available,256.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008410001,Not Available,Not Available,Not Available,100,Not Available,Not Available,84.0,Not Available,1273.2,Not Available,Not Available,Not Available,Not Available,11.23,-73.985411,0,Not Available,Not Available,70.5,Not Available,2491,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
1356549,44.39,Not Available,1998.5,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,292061,14.9,Not Available,274.1,Not Available,50,5478,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00861-0044,Not Available,Not Available,Not Available,100,Not Available,Not Available,74.0,Not Available,1998.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.982515,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640583,Not Available,0,310,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,13800,17.5,Not Available,264.6,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,4071170002,Not Available,Not Available,Not Available,100,Not Available,7.31884,1347.0,Not Available,310,Not Available,Not Available,Not Available,Not Available,Not Available,-73.783512,0,Not Available,Not Available,389.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640569,Not Available,0,80.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,10875,5.2,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076720002,Not Available,Not Available,Not Available,100,Not Available,2.2069,1377.0,Not Available,80.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.749407,0,Not Available,Not Available,127.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2632792,Not Available,0.6269,4087.4,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,39071,603754,13.3,Not Available,162.1,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-00774-7501,Not Available,Not Available,Not Available,100,Not Available,0.91733,91.0,Not Available,4087.4,Not Available,Not Available,Not Available,Not Available,Not Available,-73.994919,0,Not Available,Not Available,100.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2387307,Not Available,0.82334,1004.5,0.24579,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,170888,6.9,8137,130.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1014090040,Not Available,Not Available,Not Available,100,Not Available,1.31489,128.0,Not Available,1004.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.959478,0,Not Available,0.24579,81.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2536772,65,Not Available,768.4,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,74010,16.8,Not Available,232.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1012620045,Not Available,Not Available,Not Available,100,Not Available,Not Available,96.0,Not Available,768.4,Not Available,Not Available,Not Available,Not Available,Not Available,-73.979245,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2388675,Not Available,1.65128,430.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,69643,5.6,Not Available,160.4,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1010460038,Not Available,Not Available,Not Available,100,Not Available,1.86666,139.0,Not Available,430.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.984,0,Not Available,Not Available,80.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1964,Not Available,Not Available,4112813.6,No,Not Available,Not Available,Not Available,No,Not Available
2630973,Not Available,0,191.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,22033,6.6,Not Available,129.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5005950015,Not Available,Not Available,Not Available,100,Not Available,1.81546,39.0,Not Available,191.3,Not Available,Not Available,Not Available,Not Available,Not Available,-74.093009,0,Not Available,Not Available,147.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,1921,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2383935,Not Available,1.21258,105756.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,170711,11.8,Not Available,136.2,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1013037501,Not Available,Not Available,Not Available,100,Not Available,1.28287,92.0,Not Available,105756.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.972774,0,Not Available,Not Available,11614.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2386773,Not Available,0.67,555.7,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,102900,4.2,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1014970041,Not Available,Not Available,Not Available,100,Not Available,1.22,15001.0,2900,555.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.957313,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1957,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
