bin,healthcodesubsection,regulationsummary,averagepublichealthhazardiolationrate,url
4192996,47.49(b),At time of inspection trash and garbage observed Not stored in appropriate containers with tight fitting lids.,6.1285,
1087340,,There were no new violations observed at the time of this inspection/visit.,6.1285,
4113039,,There were no new violations observed at the time of this inspection/visit.,6.1285,
4000697,,There were no new violations observed at the time of this inspection/visit.,6.1285,
3068628,,There were no new violations observed at the time of this inspection/visit.,6.1285,ahrcnyc.org
1057013,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.familyannex.org
4233644,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,
5016273,,There were no new violations observed at the time of this inspection/visit.,6.1285,
3346162,47.23(f)(1),Teacher to child ratios and group size maintained in Group Child Care program,6.1285,
2092841,47.43(f),At time of inspection lavatory facilities failed to be provided with child high/accessible toilets and sinks.,6.1285,
2070412,43.22(d),Heating apparatus provided with protective guards. Space heater prohibited,23.3017,www.archny.org/education
3335373,,There were no new violations observed at the time of this inspection/visit.,6.1285,
1032559,47.33(b),At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,4.9984,www.basictrust.org
2028943,43.14(a),Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire,23.3017,www.sthelenaelementary.com
4258993,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,
4152874,43.11(b),School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.,23.3017,
2113137,47.43(e),At time of inspection hand wash sinks are Not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.,6.1285,
4152874,43.14(b),"Teaching and supervisory staff trained in infection control, reporting of infectious diseases, administration of medication, handling/storage of hazardous materials, general safety, and transportation. New staff trained within 3 months of hire",23.3017,
4115135,47.37(b)(4),"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff",6.1285,
2028943,43.14(a),Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire,23.3017,www.sthelenaelementary.com
2091965,,There were no new violations observed at the time of this inspection/visit.,6.1285,sebnc.org
3051405,47.37(b)(2),All teachers have Not received training in infectious disease control and reporting.,4.9984,www.cititots.com
3049690,,There were no new violations observed at the time of this inspection/visit.,4.9984,
3039623,,There were no new violations observed at the time of this inspection/visit.,6.1285,
1050869,,There were no new violations observed at the time of this inspection/visit.,14.2558,www.gymtime.net
4173029,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.commpointqueens.org
4594499,,There were no new violations observed at the time of this inspection/visit.,14.2558,ymcanyc.org
3038522,,There were no new violations observed at the time of this inspection/visit.,6.1285,
3060902,,There were no new violations observed at the time of this inspection/visit.,4.9984,
2097750,43.11(c)(1),"Each staff member has documentation showing they received 2 doses measles/mumps vaccine, 1 dose rubella vaccine, 2 doses varicella vaccine and 1 dose Tdap",23.3017,www.bronxcharter.org
2096396,47.49(a),At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,6.1285,www.mmcc.org
1019537,47.57(f),"At time of inspection children were observed occupying space Not previously approved by the Dept of Buildings, FDNY and/or DOHMH.",6.1285,WWW.THEJACKANDJILLSCHOOL.ORG
1056054,,There were no new violations observed at the time of this inspection/visit.,6.1285,columbiagreenhouse.com
4437347,,There were no new violations observed at the time of this inspection/visit.,23.3017,www.saintleoschool.org
3425746,48.09(c),Camp is supervised by a camp director. Camp Director present during operation,14.2558,
4012140,47.25(c),At time of inspection records of enrolled children's periodic medical examination were Not provided or maintained.,6.1285,
4541713,,There were no new violations observed at the time of this inspection/visit.,14.2558,www.nykidsclub.com
5109393,48.09(c),Camp is supervised by a camp director. Camp Director present during operation,14.2558,
2054713,47.33(b),At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,4.9984,
4440741,47.33(c)(1),"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",4.9984,
4182252,47.25(c),At time of inspection records of enrolled children's periodic medical examination were Not provided or maintained.,6.1285,www.parsonspreschool.org
3321523,,There were no new violations observed at the time of this inspection/visit.,6.1285,
1081503,,There were no new violations observed at the time of this inspection/visit.,6.1285,
2083272,,There were no new violations observed at the time of this inspection/visit.,6.1285,yearlingnurseryschool.com
5079880,,There were no new violations observed at the time of this inspection/visit.,6.1285,holychildsi.com
1077591,,There were no new violations observed at the time of this inspection/visit.,6.1285,hmhonline.org
4231222,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,
4047330,47.57(c),At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate the potential for exposure to choking hazards by children.,6.1285,
1055891,,There were no new violations observed at the time of this inspection/visit.,6.1285,Montclareschool.org
1090264,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.brighthorizons.com
4088248,47.37(b)(4),"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff",6.1285,www.onceuponachild.vpweb.com
2011776,47.37(b)(1),At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,6.1285,www.adaptcommunitynetwork.org
1003704,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.edalliance.org
4308660,47.33(c)(1),"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",6.1285,
2083194,47.19(b),At time of inspection it was determined/observed that child care service failed to conduct pre-employment verification of staff credentials.,6.1285,www.spuytenduyvilpreschool.org
4610229,47.41(e),Windows excluding fire escape windows in a child care service observed without window guards in a child care service.,6.1285,kiddieacademy.com/whitestone
3019195,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.nykidsclub.com
5000038,,There were no new violations observed at the time of this inspection/visit.,4.9984,
1064504,,There were no new violations observed at the time of this inspection/visit.,23.3017,
2101568,43.17(a)(2)(B)(i),Children Not immunized with approved vaccine against influenza by December 31 of each year unless exempt,23.3017,
3325181,,There were no new violations observed at the time of this inspection/visit.,6.1285,
1032559,47.33(b),At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,4.9984,www.basictrust.org
2129367,47.43(e),At time of inspection hand wash sinks are Not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.,6.1285,www.littlescholarsedc.com
4437218,43.22(e),"Premises free of electrical, chemical, mechanical and other hazards.",23.3017,
4043525,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.thechildcenterofny.org
3328831,,There were no new violations observed at the time of this inspection/visit.,14.2558,stephremacademy.org
3190443,47.43(h)(1),At time of inspection diaper changing counter Not properly constructed. Diaper changing area observed Not to be adjacent to a hand wash sink with adequate hot and cold running water.,4.9984,
4188129,47.19(c)(1),Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved,6.1285,
4029691,,There were no new violations observed at the time of this inspection/visit.,23.3017,
4052272,,There were no new violations observed at the time of this inspection/visit.,4.9984,
4003534,,There were no new violations observed at the time of this inspection/visit.,6.1285,
2087156,43.22(d),Heating apparatus provided with protective guards. Space heater prohibited,23.3017,www.archny.org/education
3060167,43.22(c),Fire drills conducted monthly and logged. Drill log on site and available for inspection upon request of DOHMH and FDNY,23.3017,
1090190,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.lightbridgeacademy.com
4144493,48.17(c),All staff have had a medical examination indicating they are fit for duty within 2 years of working in camp.,14.2558,
4152874,43.11(b),School-based child care staff observed caring for children while unhealthy. Staff medical certificate of fitness Not provided.,23.3017,
2114693,47.61(e),Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,6.1285,
1088601,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.sunshinenewyork.com
2044464,47.13(d),Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.,6.1285,Luminouschildcare.org
4439252,131.09(d)(2),"Sufficient handwash sinks with hot and cold running water, liquid soap, drying devices Not provided in commercial buildings.",23.3017,
3118534,,There were no new violations observed at the time of this inspection/visit.,6.1285,
4119270,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.syseit.com
3398452,,There were no new violations observed at the time of this inspection/visit.,23.3017,
2017732,,There were no new violations observed at the time of this inspection/visit.,23.3017,www.facebook.com/ccfacademy
5030401,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.jjacademy.org
4537246,47.49(a),At time of inspection child care service facility observed Not maintained or in disrepair. Dry sweeping observed in areas occupied by children.,6.1285,
3120796,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.mycecc.com
3335970,47.61(a),Required food protection procedures were Not implemented at time of inspection. Holder of food protection certificate was Not on site during hours of food preparation activity.,4.9984,KIDDYACADEMY.COM/WILLIAMSBURG
2014731,47.19(c)(3),SCR clearances Not arranged for; clearance review Not conducted; SCR clearance Not repeated every two years,6.1285,
4209097,47.11(b)(7),Written Safety Plan does Not include safe sleep provisions,4.9984,
4212872,131.09(f),Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean,6.1285,
3390802,5.05(c),Application complete; contains all required information; signed by authorized individual,6.1285,www.montessoribrooklyn.com
4188187,,There were no new violations observed at the time of this inspection/visit.,6.1285,
3032810,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,www.yeled.org
3000937,47.37(b)(1),At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,6.1285,
3102219,47.25(a)(2)(B),Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,6.1285,
1031625,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.twinparks.org
3051225,47.23(c),Education Director or equivalent was Not present at the time of inspection to supervise children/staff in an infant/toddler program.,,www.sunshinedaycarenyc.com
3049690,47.23(f)(1),Teacher to child ratios and group size maintained in Group Child Care program,6.1285,
5089758,47.33(b),At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,6.1285,www.castletonhillpreschool.com
3122470,,There were no new violations observed at the time of this inspection/visit.,6.1285,CHAITOTSPRESCHOOL.COM
3115676,47.33(b),At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,6.1285,
2097914,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.theinnovationgarden.com
5047668,43.11(c)(3),Person in charge of school prohibits staff from attending in absence of immunization documentation,23.3017,www.archny.org/education
4023535,48.09(c)(5),Camp Director completed training in recognizing and reporting child abuse,14.2558,
4439704,,There were no new violations observed at the time of this inspection/visit.,6.1285,
1088481,47.33(c)(1),"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",4.9984,https://polis.school
4038665,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,
2026397,43.14(c),"Within 3 months of hire all staff trained in emergency procedures in the Written Safety Plan. Training include loss of child response, lockdown, gas, electrical, sewer or water main break and extreme weather",23.3017,www.archny.org/education
3028206,47.13(d),Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.,6.1285,
4051133,48.17(c),All staff have had a medical examination indicating they are fit for duty within 2 years of working in camp.,14.2558,
4039599,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,
4033431,47.25(d),"At time of inspection children's medical files were Not provided, were incomplete or were Not maintained.",6.1285,
2129367,47.43(e),At time of inspection hand wash sinks are Not supplied with an adequate amount of running water. At time of inspection water temperature exceeded 115 deg Fahrenheit.,6.1285,www.littlescholarsedc.com
2028943,43.14(a),Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire,23.3017,www.sthelenaelementary.com
1007348,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.themontesorrischools.org
2087522,47.19(c)(2),Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection,,www.khcc.org
1090264,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.brighthorizons.com
1090526,47.23(a),Constant and competent supervision provided by adequate staff for children and groups of children,6.1285,www.christchurchnyc.org
3330250,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,www.tlckids.org
2114693,47.61(e),Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,6.1285,
3421760,,There were no new violations observed at the time of this inspection/visit.,14.2558,
4447571,,There were no new violations observed at the time of this inspection/visit.,6.1285,kidkrazypreschool.com
1036509,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,www.centralsynagogue.org
3076253,47.57(e),"On day of inspection, a designated heat/air quality advisory day, child care service failed to take measures to maintain children and occupant physical comfort and hydration to minimize potential for the occurrence of heat related illnesses.",6.1285,www.early.life.org
2012517,,There were no new violations observed at the time of this inspection/visit.,6.1285,Belmontdaycare.org
5068787,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.oakdaleacademy.net
3126487,,There were no new violations observed at the time of this inspection/visit.,6.1285,
4152874,43.14(a),Teaching and supervisory staff trained in abuse/maltreatment identification and reporting. 2 hours of training received every 24 months. Training provided by OCFS approved trainer. New staff trained within 3 months of hire,23.3017,
3115846,47.59(c),Services fail to install interior fire alarms and/or sprinklers where required.,6.1285,www.ccbq.org
2087156,,There were no new violations observed at the time of this inspection/visit.,23.3017,www.archny.org/education
4270315,47.41(a),Child care service fails to provide two means of egress.,4.9984,
3343625,48.15(a)(16),"Emergency lighting in halls, stairs not provided where required",14.2558,www.Paerdegat.com
3187874,,There were no new violations observed at the time of this inspection/visit.,6.1285,blockinstitute.org
4124168,47.33(b),At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,6.1285,
4614610,47.19(c)(1),Fingerprint screening Not arranged for current and prospective personnel; Results Not satisfactory or CAP was Not approved,6.1285,
1084087,47.37(b)(2),All teachers have Not received training in infectious disease control and reporting.,6.1285,
3135986,,There were no new violations observed at the time of this inspection/visit.,6.1285,
4056772,,There were no new violations observed at the time of this inspection/visit.,6.1285,
1088709,,There were no new violations observed at the time of this inspection/visit.,4.9984,WWW.BRIGHTHORIZONS.COM/chelsea
1085680,,There were no new violations observed at the time of this inspection/visit.,6.1285,WWW.SUNSHINENEWYORK.COM
4596062,47.13(d),Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.,6.1285,www.TheLearningExperience.com
3396901,47.37(b)(2),All teachers have Not received training in infectious disease control and reporting.,4.9984,changingtomorrowchildcare.com
4233644,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,
3023920,,There were no new violations observed at the time of this inspection/visit.,4.9984,www.parkslopeschoolhouse.org
2093518,47.33(c)(1),"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",6.1285,
4213884,131.09(g),Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.,6.1285,www.sunshineschool.org
4206531,48.17(c),All staff have had a medical examination indicating they are fit for duty within 2 years of working in camp.,14.2558,www.memorial15.com
3141674,3.05,Child care service/camp fails to comply with an Order of the Board or Commissioner of Health and Mental Hygiene.,6.1285,
1011091,,There were no new violations observed at the time of this inspection/visit.,6.1285,https://www.bucklemyshoe.org
4000000,131.09(f),Walls and ceiling in commercial building Not properly constructed; Not maintained in good repair; unclean,23.3017,
2092841,47.67(f)(1),Safe sleep environment provided in infant toddler service; safe sleep environment complies with US CPSC and ASTM standards. Crib bumper pad prohibited unless medically prescribed,4.9984,
2001854,47.49(c),At time of inspection toxic substances observed improperly stored so as to result in the potential for exposure or contamination of facility surfaces.,4.9984,
1063423,47.37(b)(4),"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff",6.1285,www.mcns.org
3378430,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.rivendellnyc.org
4144466,,There were no new violations observed at the time of this inspection/visit.,6.1285,http://caykgh.blogspot.com/
2005346,47.23(a),Constant and competent supervision provided by adequate staff for children and groups of children,,lssny.org/main
3202357,,There were no new violations observed at the time of this inspection/visit.,6.1285,www.wizkidscenter.com
4231222,47.41(j),At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,6.1285,
1077812,47.13(a),Teacher qualification documents Not submitted to approved agent for review,6.1285,
2019742,131.09(e),Floors in commercial building properly Not constructed; Not maintained in good repair; unclean,23.3017,
