uniqueid,cfmc_case_id,qdisability5,qreachtravel2,gfreightnew,gimprove1_qimprove2_ma,gfocusaa1_qfocusaa4_ma4,qreachtravel9,qpreridehailcode05,qwpsurveyzone04,qbikeown,qsharetravelcode20,qschooltravelcode19,qschooltravelcode24,qcarpark_other6,qsharepurpose01,qbenefits05,job,qpreridehailcode04,qchildrenschoolzip3,qcarparkpay,qschooltravelcode06,qcarpark3,qbenefits02,qridehailpurpose07,qwelfare1,qindustry_other18,qridehail2,qusetravelcode24,gfocusaa1_qfocusaa3_ma5,qindustry,qtimework4,qsharetravelcode01,qgender,qsafety2,allwt,qziptravel7,gfocusaa1_qfocusaa3_ma7,qtripplanning4,qschool,qusetravelcode22,qsharetravelcode05,qschooltransitto3,qtimework1,qcarchange,qschooltransitfrom_other5,gfocusaa1_qfocusaa3_ma3,gfocusaa1_qfocusaa3_ma1,qzipschool,qshare8,qtimehome3,qschooltravelcode08,gfocusaa1_qfocusaa5_ma8,qbenefits03,qsafety3,qlevelschool,qtripplanning_other4,gcarincrease1_qcarincrease4_ma,qziptravel5,gfreight1_qfreight3_ma,qcarpark4,qschooltravelcode11,qwelfare5,qbikedays,qpreridehailcode02,qschooltravelcode17,qschooltransitto7,qbiketype4,qusetravelcode05,qsharetravelcode17,qagecode_final7,qusetravelcode09,qridehailpurpose06,qsharetravelcode21,gfreight1_qfreight1_ma,qcaraccess_other4,qsafety4,gfocusaa1_qfocusaa4_ma8,qborough5,qcarpark1,gfocusaa1_qfocusaa2_ma7,qbiketype_other3,qreachtravel8,qcare,qziptravel4,qsurveyzone,qschooltransitfrom1,gfocusaa1_qfocusaa2_ma5,qpreridehailcode16,qpreridehailcode11,qridehail1,qschooltravelcode20,qtripplanning6,gimprove1_qimprove3_ma,qtripplanning3,qshare_other5,qcarpark6,qbikestore4,qschooltravelcode05,qsharetravelcode12,qwpsurveyzone10,qusetravelcode01,qschooltransitfrom2,qziptravel9,qridehail3,gcarreduce1_qcarreduce1_ma,qridehailpurpose11,qmarried,qshare6,qsharemember,gfocusaa1_qfocusaa5_ma6,qbiketype3,gfocusaa1_qfocusaa6_ma2,qsafety1,qusetravelcode19,gfocusaa1_qfocusaa1_ma5,qbenefits07,gfocusaa1_qfocusaa3_ma4,qschooltransitto5,racewt,qbuilding,qbikestore6,qschooltravelcode16,qnocitibike2,qwpsurveyzone05,weekend_filt_trips,qdisability4,qsharepurpose09,qsunset_append,qagecode_final6,qbenefits13,qhispanic,qdisability7,qreachtravel_other7,gfocusaa1_qfocusaa5b_ma7,qusetravelcode17,qagecode_final3,qsharepurpose10,qridehail4,gfocusaa1_qfocusaa6_ma8,gfocusaa1_qfocusaa5_ma2,qcarparkpay_month,gimprove1_qimprove4_ma,qpreridehailcode08,qcarmany,qchildrenenroll,qsharepurpose02
110001731,10001731,0, ,1,1,0, , , ,1, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,1,1.5936880930157, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,3, , ,0,1, , , ,0,0, ,0,0, , ,3, , ,0,0, ,0, , ,3, ,4, ,0, , ,0, ,0,1,1, , ,0, , , ,0, , ,0, , ,2,1, ,0,1,0,1,0,0, ,0, ,5,3,0, ,0, , ,0, ,8:31:00 PM,0, ,5,0, ,0,0,0, ,0,0,0,0,1, ,0, , 
110000060,10000060,0, ,2,3,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,2,1.0880712540127, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,4, ,0, , ,0, ,0,2,0, , , , , , ,1, , ,0, , ,2,1, ,1, ,0,2,0,0, ,0, ,7,3, , ,1, , ,0, ,8:08:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,1, ,0, , 
110001893,10001893,0, ,2,1,0, ,0, ,1, , , , , ,0,1,0, ,2, ,0,0,0,0, ,1,0,1,19,work from home, ,2,1,0.634824505748908, ,0,0,1,0, , ,10am,3, ,1,1,93106,0, , ,0,0, ,3, , , ,6,1, ,0,2,0, , ,0,0, ,0,0,0, ,6, , ,0,0,0,0, , ,3, ,7, ,0,0,0,0, ,0,1,1, ,0,0, , , ,1, , ,0, ,0,1,1, ,1,0,0,1,0,1,0,1, ,1,9,0, ,1, ,2,0, ,8:31:00 PM,0,1,1,0, ,0,0,0, ,0,0,1,0,4,0,1, , 
110000966,10000966,0, ,2,2,0, , ,0,2, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,15, , ,2,2,0.709243978223564, ,0,0,3,0, , ,9am,3, ,0,0, ,0, , ,0,0, , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,5, , ,0,1,1,0, , ,3, ,9, ,0, , ,0, ,0,3,0, ,0, , , ,0,1, , ,0, , ,2,1, ,0, ,0,2,0,0,0,0, ,1,8, , ,0,0, ,0, ,8:25:00 PM,1,1,1,0, ,1,0,0, ,0,0,0,0,3, ,1, , 
110002141,10002141,0, ,2,5,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,2,0.761748903579889, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,1, , ,6, , ,0,0, ,0, , ,3, ,2, ,0, , ,0, ,0,99,0, , , , , , ,0, , ,0, , ,3,1, ,1, ,0,2,0,0, ,0, ,2,9, , ,0, , ,0, ,8:31:00 PM,1, ,5,0, ,1,0,0, ,0,0,0,0,2, ,0, , 
110001213,10001213,0, ,1,5,0, , ,0,1, ,0,0, , ,0,1, , , ,0,0,0, ,0, ,0,0,0,11,10am, ,2,2,1.30571876826818, ,0,0,3,0, , , ,3, ,0,1, ,0, ,0,0,0,5, , , , ,6,0,0,0,2, ,0, ,0,0, ,0,0, , ,3, ,4,0,0,1,0, , ,1, ,7, ,0, , ,0,0,0,3,1, ,0,1,0, ,0,1, , ,0, , ,2,1, ,0,0,0,2,0,1,0,0, ,1,4,0,0,1,0,9,0, ,8:28:00 PM,0,1,1,0, ,1,0,0, ,0,0,0,0,1, ,1,1, 
110000716,10000716,0, ,1,1,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,1,1.80101706084209, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,3, , ,0,1, ,0, , ,3, ,9, ,0, , ,0, ,0,1,0, , , , , , ,0, , ,0, , ,1,1, ,0, ,1,1,0,0, ,0, ,2,6, , ,1, , ,0, ,8:23:00 PM,0, ,1,0, ,0,0,1, ,0,0,0,0,1, ,0, , 
110002093,10002093,0, ,2,2,0, ,0, ,2, , , , , , ,1,0, , , ,0, ,0,0, ,0,0,0, , , ,2,1,1.00812599292203, ,0,0,1,0, , , ,3, ,0,1,11373,0, , ,0, , ,2, , , ,6,0, ,0,0,0, , , ,0, ,0,0,0, ,6, , ,0,0,0,0, , ,1, ,2, ,0,0,0,1, ,0,1,0, ,0, , , , ,0, , ,0, ,0,1,1, ,0, ,0,2,0,0, ,0, ,5,3, , ,0, , ,0, ,8:31:00 PM,0, ,5,0, ,0,0,0, ,0,0,1,0,2,0,1, , 
110001895,10001895,0, ,2,4,1, , , ,1,0,0,0, ,0,0,1, , , ,0,1,0, ,0, ,0,0,0,8, ,0,2,3,0.435409043434644,0,1,0,3,0,0, ,8am,1, ,0,0, ,0, ,0,0,0, , , , ,0,6,0,0,0,0, ,0, ,0,0,0,0,0, ,0,5, , ,0,0,0,0, , ,3,0,7, ,0, , ,0,0,0,5,1, ,0,0,0,1, ,0, ,0,0,1, ,3,0,4,0,0,0,2,0,0,0,0, ,2,4,0,0,0, ,3,0,0,8:31:00 PM,0,1,1,0, ,1,0,0,0,0,0,0,0,1, ,2,1,1
110001168,10001168,0, ,1,3,0, ,0,0,2, , , , , ,0,1,0, , , ,0,0,0,0, ,0,0,0,4, , ,2,2,1.23138501714574, ,1,0,3,0, , ,8AM,3, ,0,0, ,0, , ,0,0, , , , , ,6,0, ,0,0,0, , , ,0, ,0,0,0, ,6, , ,0,0,1,0, , ,3, ,6, ,0,0,0,1, ,0,2,0, ,0, , , ,0,1, , ,0, ,0,2,1, ,1, ,0,2,0,0,1,0, ,5,8, , ,1,0, ,0, ,8:27:00 PM,0,0,3,0, ,0,0,0, ,0,0,0,0,2,0,1, , 
110000224,10000224,0, ,1,3,0, , , ,2, , , , , ,0,1, , , , , ,0, ,0, ,0,1,0,9, , ,2,6,0.724992361116129, ,0,0,3,0, , , , , ,0,1, ,1, , ,0,0, , , , , ,3, , ,1,0, , , , ,0, ,0,0, , ,3, , ,0,0, ,0, , ,3, ,3, ,1, , ,0, ,0,2,0, , , , , , ,1, , ,0, , ,3,0, ,0, ,0,1,0,1,0,0, ,1,8, , , , , ,0, ,8:12:00 PM,1,1,1,0, ,0,0,0, ,0,0,0,0,2, ,0, , 
110000509,10000509,0, ,1,3,0, ,0, ,1, ,0,0, , , ,1,0, , ,0, , ,1,0, ,1,0,0, , , ,2,2,1.30571876826818, ,0,0,3,0, , , , , ,0,0, ,0, ,0,0, , , , , , ,6, ,0,0,0,1,0, ,0,0, ,0,0,0, ,4, , ,0,0, ,1, , ,3, ,1, ,0,0,0,0,0,0,3,0, , ,0,0, , ,1, , ,0, ,0,2,1, ,1,0,1,2,1,1, ,1, ,1,4,0,0,0, , ,0, ,8:15:00 PM,0, ,1,0, ,0,1,1, ,0,0,0,0,2,0,0,1, 
110000947,10000947,0, ,2,5,1, , , ,2, ,0,0, , , ,1, , , ,0, , , ,1, ,0,0,0, , , ,2,2,1.0959073152376, ,0,0,3,0, ,0, , , ,0,0, ,0, ,0,1, , , , , , ,6, ,0,0,0, ,0,0, ,0, ,0,0, , ,6, , ,0,1, ,0, , ,3, ,9,1,0, , ,0,0,0,4,0, , , ,0, , ,1,0, ,0, , ,1,1, ,0, ,0,2,0,1, ,1,0,5,9, ,0,1, , ,0, ,8:25:00 PM,0, ,3,0, ,0,0,0, ,0,0,0,0,3, ,0,1, 
110001296,10001296,0, ,2,4,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,2,0.538729077641761, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,1, , ,3, ,1, ,0, , ,0, ,1,2,0, , , , , , ,0, , ,0, , ,3,1, ,0, ,0,2,0,0, ,0, ,2,3, , ,0, , ,0, ,8:29:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,2, ,0, , 
110001951,10001951,0, ,1,4,0, ,0, ,2,0, , , ,0, ,1,0, , , ,0, ,0,0, ,0,0,1, , ,0,2,2,0.407097223107708,0,0,0,3,0,0, , ,3, ,0,1, ,0, , ,0, , , , , ,0,6,0, ,0,0,1, , , ,0,0,0,0,0,0,3, , ,0,0,1,0, , ,3,0,8, ,0,0,0,1, ,0,2,0, ,0, , ,0, ,1, ,0,0, ,0,2,0,6,1, ,0,2,1,1, ,1, ,2,2, , ,0, , ,0,1,8:31:00 PM,0, ,1,0, ,0,1,0,0,0,0,1,0,3,0,1, ,0
110002104,10002104,0, ,2,3,1, ,0,1,1, , , , , ,0,1,0, , , ,0,0,0,0, ,0,0,0,10,3pm, ,2,3,1.04802175537772, ,0,0,1,0, , , ,2, ,0,0,11367,0, , ,0,0, ,2, ,5, ,6,0, ,0,0,0, , ,0,0, ,0,0,0, ,6, , ,0,0,1,0, , ,1, ,8, ,0,0,0,1, ,0,1,0, ,0,1, , ,0,0, , ,0, ,0,1,1, ,0,0,0,2,0,1,0,1, ,2,2,0, ,0,0, ,0, ,8:31:00 PM,0,1,1,0, ,0,0,0, ,0,0,0,0,1,0,4, , 
110000979,10000979,0, ,2,99,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,1,0, , , ,2,2,0.863393790253454, ,1,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,4, , ,0,0, ,1, , ,1, ,7, ,0, , ,0, ,0,3,0, , , , , , ,0, , ,0, , ,3,1, ,1, ,0,2,0,1, ,0, ,1,2, , ,0, , ,0, ,8:25:00 PM,1, ,1,0, ,1,0,0, ,0,0,1,0,2, ,0, , 
110000919,10000919,0, ,2,4,0, ,0, ,1, , , , , , ,1,0, ,1, ,0, ,1,0, ,0,0,0, , , ,2,2,0.217705168302139, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, ,2, , , , ,6,1, ,0,3,0, , ,0,0, ,0,0,0, ,6, ,2,0,0,0,0, , ,3, ,1, ,0,0,0,1, ,0,3,0, ,0,0, , , ,0, , ,0, ,0,4,1, ,0,0,1,2,1,0, ,1, ,6,3,0, ,0, , ,0, ,8:25:00 PM,0, ,1,0, ,0,1,0, ,0,0,0,200,4,0,2, , 
110000995,10000995,0, ,2,4,0, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,1,0.764596981099484, ,0,1,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0, , , ,0,0, ,0,0, , ,6, , ,0,0,0,0, , ,3, ,7, ,0, , ,0, ,0,4,0, ,0,1, , , ,0, , ,0, , ,2,1, ,0,0,0,1,0,0, ,1, ,3,2,0, ,1, , ,0, ,8:26:00 PM,0, ,5,0, ,1,0,0, ,0,0,0,0,2, ,1, , 
110000132,10000132,0, ,1,3,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,2,0.407097223107708, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,4, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,1, ,8, ,1, , ,0, ,0,1,0, , , , , , ,0, , ,0, , ,1,1, ,1, ,0,1,0,1, ,0, ,2,2, , ,0, , ,0, ,8:11:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,3, ,0, , 
110000765,10000765,0, ,2,4,0, ,0, ,2, , , , , , ,1,0, , , , , ,0,0, ,0,0,0, , , ,2,4,0.634824505748908, ,1,0,1,0, , , , , ,0,0,11219,0, , ,0, , ,1, , , ,6, , ,0,0,0, , , ,0, ,0,0,1, ,6, , ,0,0, ,1, , ,1, ,7, ,0,0,0,1, ,0,1,0, , , , , , ,0, , ,0, ,0,1,1, ,0, ,0,2,0,0, ,0, ,1,2, , ,1, , ,0, ,8:23:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,2,0,0,2, 
110000596,10000596,0, ,2,1,0, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,1, , , ,1,1,0.858087926607664, ,0,0,3,1, , , ,3, ,0,1, ,0, , ,1, ,2, , , , ,6,0, ,0,6, , , ,0,0, ,0,0, , ,6, ,2,0,0,0,0, , ,3, ,3, ,1, , ,0, ,0,1,0, ,1,0, , , ,1, , ,0, , ,2,1, ,0,0,1,1,0,1, ,0, ,1,9,0, , , , ,0, ,8:23:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,4, ,1, , 
110000044,10000044,0, ,1,4,0, , , ,1, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,12, , ,1,1,0.901592309555145, ,0,0,3,0, , ,8AM,3, ,0,1, ,0, , ,0,0, , , , , ,6,0, ,0,0, , , ,0,0, ,0,0, , ,6, , ,0,0,1,0, , ,1, ,8, ,0, , ,0, ,0,5,0, ,0,1, , , ,0, , ,0, , ,2,1, ,1,0,0,1,0,0,0,0, ,2,2,0, ,0, , ,0, ,8:08:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,0,2, ,7,2, 
110001873,10001873,0, ,2,5,0, , , ,1, , , , , ,0,1, , , , , ,0, ,0, ,0,0,0,18, , ,1,2,1.04116991572774, ,0,0,3,0, , ,ref, , ,0,1, ,0, , ,0,0, , , , , ,6, , ,0,0, , , ,0,0, ,0,0, , ,6, , ,1,0, ,0, , ,3, ,1, ,0, , ,0, ,0,4,0, , ,0, , , ,1, , ,0, , ,1,1, ,0,0,0,2,0,0,0,0, ,5,6,0, ,0, , ,0, ,8:31:00 PM,0,1,3,0, ,1,0,0, ,0,0,0,0,2, ,0, , 
110000755,10000755,0, ,1,3,0, ,0, ,1, , , , , , ,1,0, , , ,0, ,0,0, ,0,1,1, , , ,1,1,0.54612691899137, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, ,1, , , , ,3,0, ,0,0,1, , ,0,0, ,0,0,0, ,3, ,1,0,0,0,0, , ,3, ,7, ,1,0,0,1, ,0,3,1, ,0,1, , , ,1, , ,0, ,0,2,1, ,1,0,1,1,0,1, ,0, ,1,2,0, ,0, , ,0, ,8:23:00 PM,1, ,1,0, ,0,0,0, ,0,0,1,0,3,0,1, , 
110000100,10000100,0, ,2,4,0, ,0,0,2, , , , , ,0,1,0, , , ,0,0,1,0, ,0,0,0,7, , ,2,2,0.652434088019188, ,0,0,3,0, , ,7 30 am,3, ,0,0, ,0, , ,1,0, , , , , ,6,0, ,0,0,1, , , ,0, ,0,0,0, ,6, , ,0,0,1,0, , ,3, ,2, ,0,0,0,1, ,0,2,1, ,0, , , ,0,0, , ,0, ,0,1,1, ,0, ,0,2,0,1,0,0, ,1,9, , ,0,0, ,0, ,8:09:00 PM,1,1,1,0, ,0,0,0, ,0,0,0,0,2,0,1, , 
110001497,10001497,0, ,2,5,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,1, , , ,2,6,0.828077245967794, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1, ,0, , ,3, ,9, ,0, , ,0, ,0,3,0, , , , , , ,0, , ,0, , ,4,1, ,1, ,0,1,0,0, ,0, ,2,6, , ,0, , ,0, ,8:30:00 PM,1, ,3,0, ,1,0,0, ,0,0,0,0,5, ,0, , 
110000799,10000799,0, ,2,2,1, ,0,0,1, , , , , ,0,1,0, , , ,0,0,0,0, ,0,0,1,7, , ,2,1,0.986682372981289, ,0,0,3,0, , ,7:30AM,3, ,1,1, ,0, , ,0,0,1, , , , ,4,0, ,0,0,0, , ,0,0, ,0,0,0, ,6, ,3,0,0,1,0, , ,3, ,4, ,1,0,0,0, ,0,2,1, ,0,1, , ,0,1, , ,0, ,0,2,1, ,1,0,1,1,0,1,1,1, ,1,3,0, ,1,0,4,0, ,8:24:00 PM,0,0,1,0, ,0,1,0, ,1,0,1,0,1,0,3, , 
110001954,10001954,0, ,1,4,0, ,0,0,2, , , , , ,0,1,0, , , ,0,0,0,0, ,0,0,0,15, , ,2,3,1.94088709536133, ,1,0,3,0, , ,645am,3, ,0,0, ,0, , ,0,0, , , , , ,6,0, ,0,0,0, , , ,1, ,0,0,0, ,6, , ,0,0,0,0, , ,3, ,10, ,0,0,0,1, ,0,1,0, ,0, , , ,0,0, , ,0, ,0,2,1, ,0, ,0,2,0,0,0,0, ,3,2, , ,0,0, ,0, ,8:31:00 PM,0,1,1,0, ,1,0,1, ,0,0,0,0,3,0,1, , 
110000010,10000010,0, ,2,4,0, ,0,0,1, ,0,0, , ,0,1,0, , ,0,0,0,0,0, ,0,0,1,14, , ,2,3,0.697808007630229, ,0,0,3,0, ,0,8am,3, ,0,0, ,0, ,0,0,0,3, , , , ,6,0,0,0,0,0,0,0,0,0, ,0,0,0, ,4, ,3,0,0,1,0, , ,3, ,1,1,0,0,0,1,0,0,4,0, ,0,0,0, ,0,1,0, ,0, ,0,7,1, ,0,0,1,2,1,0,0,0,0,1,8,0,0,1,0, ,0, ,8:05:00 PM,0,0,1,0, ,0,0,0, ,0,0,0,0,3,0,1,1, 
110001478,10001478,1, ,2,2,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,1,0, , , ,2,2,1.35658536790827, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,1, ,3, ,0, , ,0, ,0,3,0, , , , , , ,0, , ,0, , ,4,0, ,1, ,0,2,0,0, ,0, ,1,12, , ,0, , ,0, ,8:30:00 PM,1, ,5,0, ,1,0,0, ,0,0,0,0,2, ,0, , 
110001350,10001350,0, ,2,1,0, , , ,1, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,0,0,18, , ,2,2,0.465533443699637, ,0,1,3,0, ,0,12pm, , ,0,1, ,0, ,0,0,0, , , , , ,6, ,0,0,0, ,0,0,0,0, ,0,0, , ,5, , ,0,0, ,0, , ,1, ,2,1,0, , ,0,0,0,1,0, , ,0,0, , ,0,0, ,0, , ,2,1, ,0,0,0,2,0,0,0,0,0,6,8,0,0,1, , ,0, ,8:29:00 PM,0,1,5,0, ,1,0,0, ,0,0,0,0,2, ,0,1, 
110000638,10000638,0, ,1,2,0, , ,0,1, ,0,0, , ,0,1, , , ,0,0,0, ,0, ,0,0,1,16, , ,2,1,0.986682372981289, ,0,0,3,0, , ,8am,3, ,0,0, ,0, ,0,0,0,1, , , , ,6,0,0,0,0, ,0, ,0,0, ,0,0, , ,6, ,3,0,0,1,0, , ,3, ,2, ,0, , ,0,0,0,2,0, ,0,1,0, ,0,0, , ,0, , ,2,1, ,0,0,0,1,0,0,0,0, ,1,2,0,0,1,0,2,0, ,8:23:00 PM,0,1,5,0, ,1,0,0, ,0,0,0,0,1, ,1,1, 
110000695,10000695,0, ,2,4,1, ,0, ,1, , , , , , ,1,0, , , ,1, ,0,0, ,1,0,1, , , ,1,2,2.45277110287437, ,0,0,1,0, , , ,1, ,1,1,08701,0, , ,0, ,2,4, , , ,6,0, ,0,0,0, , ,0,0, ,0,0,0, ,4, ,4,0,0,0,0, , ,2, ,4, ,0,0,1,1, ,0,4,1, ,0,0, , , ,0, , ,0,1,0,1,1, ,1,0,1,2,0,0, ,1, ,1,6,0, ,1, , ,0, ,8:23:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,1,0,1, , 
110000914,10000914,0, ,2,3,0, ,0,0,1, , , , , ,1,1,0, , , ,0,0,0,0, ,0,0,1,14, , ,1,1,0.57844676763441, ,0,0,3,0, , ,9am,3, ,0,0, ,0, , ,0,0,1, , , , ,4,0, ,0,0,1, , ,0,0, ,0,0,1, ,6, ,3,0,0,1,0, , ,3, ,7, ,1,0,1,1, ,0,3,0, ,0,0, , ,0,1, , ,0, ,0,1,1, ,1,0,1,2,0,1,0,1, ,2,2,0, ,1,0, ,0, ,8:25:00 PM,0,0,1,0, ,0,1,0, ,0,0,1,0,2,0,1, , 
110000783,10000783,0, ,1,3,0, , ,0,2, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,14, , ,1,2,0.772209258832275, ,0,0,3,0, , ,9.30,3, ,0,0, ,0, , ,0,0, , , , , ,3,0, ,0,0, , , , ,0, ,0,0, , ,1, , ,0,0,1,0, , ,3, ,4, ,0, , ,0, ,0,3,0, ,0, , , ,0,0, , ,0, , ,2,1, ,0, ,0,1,0,0,0,0, ,1,3, , ,1,0,1,0, ,8:24:00 PM,0,1,1,0, ,0,0,0, ,0,0,1,0,1, ,3, , 
110001147,10001147,0, ,2,3,0, , , ,2, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,2,2.00701251614075, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, , , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1,1,0, , ,3, ,5, ,0, , ,0, ,0,1,0, ,0, , , , ,1, , ,0, , ,2,1, ,0, ,0,1,0,0, ,0, ,1,9, , ,0, , ,0, ,8:27:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,2, ,1, , 
110001674,10001674,0, ,2,3,0, ,0, ,1, , , , , , ,1,0, , , ,0, ,0,0, ,0,1,0, , , ,2,3,0.986682372981289, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, ,2, , , , ,6,0, ,0,0,0, , ,0,0, ,0,0,0, ,5, ,3,0,0,1,1, , ,3, ,8, ,0,0,0,1, ,0,3,0, ,0,1, , , ,1, , ,0, ,0,2,1, ,0,0,0,2,0,0, ,0, ,1,9,0, ,1, , ,0, ,8:31:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,2,0,3, , 
110001351,10001351,0, ,1,2,0, , ,0,2, , , , , ,0,1, , , , , ,0,0,0, ,0,0,1,10,8am, ,2,2,0.697808007630229, ,0,1,3,0, , , , , ,0,1, ,0, , ,0,0, , , , , ,3, , ,0,0, , , , ,0, ,0,0,0, ,6, , ,0,0, ,0, , ,3, ,7, ,1, , ,0, ,0,2,0, , , , , ,0,0, , ,0, ,0,1,1, ,0, ,0,2,0,0,0,0, ,1,9, , ,0,0, ,0, ,8:29:00 PM,0,1,1,0, ,0,0,0, ,0,0,0,0,2, ,0, , 
110000162,10000162,0, ,2,3,0, ,0,1,2, , , , , ,0,1,0, , , , ,0,0,0, ,1,0,0,18, , ,1,1,1.57681377879706, ,0,0,3,0, , ,630 AM, , ,0,0, ,0, , ,0,0, , , , , ,4, , ,0,0,1, , , ,1, ,0,1,0, ,5, , ,0,0, ,0, , ,3, ,3, ,0,0,0,0, ,0,2,0, , , , , ,0,1, , ,1, ,0,1,1, ,0, ,0,1,0,0,0,1, ,1,9, , ,0,0, ,0, ,8:11:00 PM,0,1,1,0, ,0,0,0, ,0,0,0,0,3,0,0, , 
110000091,10000091,0, ,2,5,1, ,0,0,2, , , , , ,0,1,1, , , ,0,0,0,0, ,1,0,1,9,10am, ,1,1,1.45659934399993, ,0,0,4,0, , ,10:00am,3, ,0,0, ,0, , ,0,0, , , , , ,6,0, ,0,0,0, , , ,0, ,0,0,0, ,6, , ,0,0,1,0, , ,3, ,3, ,1,1,0,0, ,0,3,0, ,0, , , ,0,1, , ,1, ,0,1,1, ,0, ,0,1,0,1,0,1, ,1,9, , ,0,0, ,0, ,8:09:00 PM,0,1,1,0, ,0,1,0, ,1,0,1,0,2,0,1, , 
110001915,10001915,0, ,1,3,0, , ,0,1,0, , , ,0,0,1, , , , ,0,0, ,0, ,0,1,1,12, ,0,2,2,0.461418733665113,1,0,0,3,0,0, ,730am,3, ,0,0, ,0, , ,0,0, , , , ,0,6,0, ,0,0, , , ,0,0,0,0,0, ,0,4, , ,0,0,1,0, , ,3,1,7, ,1, , ,0, ,0,1,0, ,0,0, ,0,0,1, ,0,0, , ,3,0,2,1,0,0,2,1,0,1,0, ,1,3,0, ,0,0,3,0,0,8:31:00 PM,1,0,1,0, ,1,0,0,0,0,0,0,0,4, ,1, ,0
110002182,10002182,0, ,2,3,0, , ,0,2, , , , , ,0,1, , , , , ,0, ,0, ,0,0,0,7,7am, ,2,2,1.28011607306579, ,0,0,3,0, , , , , ,0,0, ,0, , ,1,0, , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,3, ,0, , ,0, ,0,3,0, , , , , ,0,0, , ,0, , ,1,1, ,0, ,0,1,0,0,0,0, ,2,7, , ,0,0, ,0, ,8:31:00 PM,0,1,1,0, ,0,0,0, ,0,0,0,0,1, ,0, , 
110001105,10001105,0, ,1,3,0, ,0, ,2, , , , , , ,1,0, , , ,0, ,0,0, ,0,0,0, , , ,2,2,0.796554261897498, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,4,0, ,0,0,1, , , ,0, ,0,0,1, ,3, , ,0,1,0,0, , ,3, ,5, ,0,0,0,1, ,0,1,0, ,0, , , , ,1, , ,0, ,0,2,1, ,0, ,1,1,0,0, ,0, ,5,2, , ,0, , ,0, ,8:27:00 PM,1, ,1,0, ,0,0,0, ,0,0,0,0,4,0,1,2, 
