latitude,longitude,bin,comparable_rental_2_address,comparable_rental_1_total_units,comparable_rental_2_full_market_value,community_council,queens_cooperatives_comparable_properties_gross_sqft,comparable_rental_2_dist_from_coop_in_miles,comparable_rental_1_address,comparable_rental_1_boro_block_lot,queens_cooperatives_comparable_properties_est_gross_income,comparable_rental_1_dist_from_coop_in_miles,census_tract
40.752597,-73.877042,4035712.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""87 07 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",88,2770000.0,25.0,89340,0.15,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""87 10 37 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01475-0001,982800,0.3,277.0
40.723369,-73.857961,4074614.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""98 01 67 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",1327,15500000.0,29.0,115200,0.05,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""104 20 QUEENS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-03175-0001,1774080,0.4,711.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""156 01 NORTH CONDUIT AVEN"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",40,2020000.0,,90300,3.4,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""116 27 169 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-12351-0011,1067346,3.75,
40.758151,-73.856746,4431565.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 23 COLDEN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",325,20100000.0,21.0,290000,1.7,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 70 KISSENA BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05137-0102,3857000,1.7,381.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""105 05 69 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",105,5190000.0,,154400,0.1,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""103 26 68 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-02138-0011,2177040,0.15,
40.730816,-73.873283,4065242.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""120 07 85 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48,1800000.0,29.0,94432,2.85,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""85 18 118 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-09260-0011,1322048,2.9,687.0
40.761859,-73.82117,4113841.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""144 31 41 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",88,5310000.0,20.0,86576,0.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""143 01 41 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05023-0001,1168776,0.15,863.0
40.730248,-73.872786,4065248.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""120 07 85 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48,1800000.0,29.0,57816,2.85,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""85 18 118 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-09260-0011,809424,2.9,687.0
40.721494,-73.841131,4052427.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""75 05 113 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",67,3530000.0,29.0,80282,0.4,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""110 33 72 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-02235-0047,1224300,0.1,739.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""33 52 85 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",66,1710000.0,,69654,0.45,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 65 85 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01459-0040,731367,0.15,
