latitude,longitude,bin,comparable_rental_2_address,comparable_rental_1_total_units,comparable_rental_2_full_market_value,community_council,queens_cooperatives_comparable_properties_gross_sqft,comparable_rental_2_dist_from_coop_in_miles,comparable_rental_1_address,comparable_rental_1_boro_block_lot,queens_cooperatives_comparable_properties_est_gross_income,comparable_rental_1_dist_from_coop_in_miles,census_tract
40.758562,-73.728177,4315314.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""79 04 149 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",16,1260000.0,23.0,152286,5.3,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""36 03 168 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05295-0047,1827432,3.6,152902.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""33 10 CRESCENT STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",35,1330000.0,,39600,2.35,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""40 07 67 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01299-0024,649836,1.0,
40.577032,-73.840589,4304908.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""20 55 SEAGIRT BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",257,15300000.0,32.0,41120,4.55,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""20 28 SEAGIRT BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-15780-0100,577324,4.65,93402.0
40.774129,-73.751892,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 31 116 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",144,7590000.0,19.0,209844,0.25,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""82 67 AUSTIN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-03353-0001,2874862,0.45,1483.0
40.764407,-73.825557,4113180.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""132 70 SANFORD AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",58,2650000.0,20.0,151000,0.75,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""144 32 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05003-0023,1676100,0.2,1161.0
40.702487,-73.831983,4193459.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""147 28 148 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",62,2390000.0,29.0,43284,1.25,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""88 73 193 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-10461-0057,476124,3.45,140.0
40.753627,-73.829534,4115401.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""144 67 41 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",204,8870000.0,20.0,171319,0.7,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""132 35 SANFORD AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05040-0019,2124356,0.15,853.0
40.762772,-73.794235,4119923.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""143 28 SMART STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",16,497000.0,19.0,12995,1.35,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 09 191 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05306-0018,170000,0.25,1175.0
40.718031,-73.839978,4078759.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""111 10 76 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",20,3200000.0,29.0,125272,0.2,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""68 50 BURNS STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-03205-0024,1766335,0.65,76901.0
40.780729,-73.781498,4443729.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""16 70 BELL BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",121,10300000.0,19.0,407712,0.25,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""23 50 WATERS EDGE DRIVE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05958-0030,5940363,0.4,99704.0
40.76506,-73.926801,4007112.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""116 30"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",3724,10200000.0,22.0,16800,9.2,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""14 56 BEACH CHANNEL DRIVE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-15501-0002,212352,14.1,75.0
40.74446,-73.91447,4000969.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 15 46 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",96,4790000.0,26.0,64350,0.2,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 29 46 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-00137-0013,1029600,0.2,25302.0
40.739729,-73.92301,4002131.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""45 35 44 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",60,4730000.0,26.0,53400,0.2,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 23 42 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-00163-0014,801000,0.3,18502.0
40.765057,-73.745255,4170057.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""175 21 88 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",88,4150000.0,19.0,113332,4.3,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""133 21 SANFORD AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05042-0066,1331651,4.55,150701.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 19 41 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",50,2100000.0,,35340,0.15,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 29 41 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-00184-0009,562259,0.15,
40.735814,-73.880259,4064929.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""85 18 118 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",77,2100000.0,25.0,53910,3.35,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""40 94 WHITNEY AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01553-0028,679266,0.8,475.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""63 50 WETHEROLE STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",62,3540000.0,,57600,0.95,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""64 21 BOOTH STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-03083-0085,748800,0.95,
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""4 1 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",174,38200000.0,,70000,2.95,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""71 BEACH 70 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-16083-0037,790300,11.9,
40.720444,-73.840149,4052582.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""139 55 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",108,4320000.0,29.0,126670,3.2,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""110 16 72 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-02236-0012,1836715,0.0,75702.0
40.710405,-73.791399,4210164.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""89 29 163 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",110,3310000.0,27.0,59160,0.45,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""175 21 88 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-09834-0056,698088,0.25,462.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""45 26 80 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",20,730000.0,,17240,0.6,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 15 102 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01743-0047,219810,0.95,
40.752008,-73.930861,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 23 COLDEN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",325,20100000.0,26.0,369450,2.75,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 70 KISSENA BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05137-0102,4876740,2.75,31.0
40.737783,-73.859463,4431751.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 23 COLDEN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",220,20100000.0,21.0,235440,2.1,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""96 04 57 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01918-0045,3001860,0.2,43702.0
40.73038,-73.850452,4051462.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""75 05 113 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",62,3530000.0,29.0,43308,1.1,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""99 44 62 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-02107-0024,701589,0.5,743.0
40.750951,-73.82282,4116426.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""144 67 41 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",88,8870000.0,20.0,77822,0.75,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""133 21 SANFORD AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05042-0066,1000000,0.6,845.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""14 50 GATEWAY BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",71,4790000.0,,58280,13.5,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""89 07 169 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-09803-0015,519858,6.9,
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""45 26 80 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",20,730000.0,,18900,0.6,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 15 102 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01743-0047,240975,0.95,
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""39 20 GREENPOINT AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",40,5620000.0,,59580,0.3,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 24 50 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-00134-0039,753091,0.55,
40.791543,-73.795818,4104354.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""38 15 BOWNE STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",42,2290000.0,19.0,40692,2.5,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 04 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05013-0031,467958,2.5,991.0
40.742933,-73.701626,4454685.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""79 04 149 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",16,1260000.0,23.0,94685,6.1,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""36 03 168 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05295-0047,1136220,5.2,157901.0
40.665862,-73.846602,4435022.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""86 21 112 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",45,859000.0,32.0,74104,2.35,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""142 41 FRANKLIN AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05181-0048,570601,6.5,6201.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 06 164 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",26,775000.0,,76088,1.8,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""192 07 42 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05357-0001,1104797,1.65,
40.712633,-73.818554,4453850.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 57 118 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",180,8990000.0,24.0,253180,0.9,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 31 116 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-03321-0061,3468566,0.95,22001.0
40.785264,-73.781635,4455192.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 06 164 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",26,775000.0,19.0,94674,2.05,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""192 07 42 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05357-0001,1374666,1.6,99704.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""12 13 NEILSON STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",240,1640000.0,,68406,12.3,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""98 09 65 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-02103-0001,522622,2.1,
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""38 15 BOWNE STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",42,2290000.0,,40692,2.45,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 04 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05013-0031,467958,2.4,
40.717459,-73.833648,4052786.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""75 05 113 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",54,3530000.0,29.0,23970,0.15,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""147 11 34 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-04986-0018,311610,3.6,75701.0
40.668486,-73.846906,4434846.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""156 01 NORTH CONDUIT AVEN"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",40,2020000.0,32.0,149000,3.55,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""116 27 169 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-12351-0011,1761180,3.85,6201.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 54 83 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",47,2170000.0,,59678,0.15,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 53 82 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01456-0046,737023,0.15,
40.783359,-73.804181,4107637.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""45 35 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",14,608000.0,19.0,32216,1.95,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 14 149 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05005-0042,386592,1.4,1029.0
40.745874,-73.877751,4037357.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""65 09 99 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",194,4710000.0,25.0,92244,1.75,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 45"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01581-0001,1245294,0.4,271.0
40.709367,-73.791038,4209734.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""89 29 163 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",110,3310000.0,27.0,140040,0.35,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""175 21 88 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-09834-0056,1652472,0.3,460.0
40.709921,-73.818258,4207810.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""90 01 BRADDOCK AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",66,3130000.0,24.0,24750,4.35,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""89 39 221 PLACE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-10668-0001,303682,4.3,22002.0
,,,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""45 26 80 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",20,730000.0,,18910,0.6,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 15 102 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01743-0047,241102,0.95,
40.771336,-73.831525,4433321.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 60 45 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",284,9090000.0,20.0,265404,1.45,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""42 49 COLDEN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-05137-0012,2985795,1.25,88901.0
40.766502,-73.783454,4450113.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""199 04 HILLSIDE AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",50,1610000.0,19.0,13608,3.5,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""62 05 WOODHAVEN BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-03106-0020,369185,5.3,1099.0
40.707841,-73.836832,4079402.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 46 118 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",180,3360000.0,29.0,88272,0.15,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 31 116 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-03321-0061,1209326,0.15,775.0
40.736577,-73.858351,4047914.0,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""87 07 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",74,2770000.0,21.0,74300,1.65,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""42 07 WHITNEY AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4-01566-0001,869310,1.1,43702.0
