property_name,metered_areas_water,data_center_cooling_equipment_redundancy,wastewater_treatment_plant_gross_floor_area_ft,national_median_reference_property_type,data_center_it_site_energy_kwh,last_modified_date_water_meters,weather_normalized_site_natural_gas_use_therms,nta,convention_center_gross_floor_area_ft,metered_areas_energy,total_ghg_emissions_metric_tons_co2e,annual_maximum_demand_meter_name_meter_id,outpatient_rehabilitation_physical_therapy_gross_floor_area_ft,multifamily_housing_percent_that_can_be_heated,multifamily_housing_number_of_laundry_hookups_in_all_units,mailing_center_post_office_gross_floor_area_ft,parent_property_name,enclosed_mall_gross_floor_area_ft,year_built,municipally_supplied_potable_water_outdoor_use_kgal,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,municipally_supplied_potable_water_mixed_indoor_outdoor_use_kgal,last_modified_date_electric_meters,alert_water_meter_has_less_than_12_full_calendar_months_of_data,primary_property_type_portfolio_manager_calculated,fuel_oil_5_6_use_kbtu,medical_office_percent_that_can_be_cooled,percent_of_electricity_that_is_green_power,list_of_all_property_use_types_at_property,multifamily_housing_total_number_of_residential_living_units,_3rd_largest_property_use_type_gross_floor_area_ft,manufacturing_industrial_plant_gross_floor_area_ft,site_energy_use_kbtu,release_date,number_of_active_energy_meters_total,museum_gross_floor_area_ft,k_12_school_gross_floor_area_ft,green_power_offsite_kwh,_2nd_largest_property_use_type,multifamily_housing_resident_population_type,indoor_water_use_all_water_sources_kgal,natural_gas_use_kbtu,hospital_general_medical_surgical_percent_that_can_be_heated,estimated_data_flag_fuel_oil_no_5_and_no_6,leed_us_project_id,propane_use_kbtu,alert_energy_meter_has_single_entry_more_than_65_days,adult_education_gross_floor_area_ft,community_board,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kbtu,supermarket_grocery_gross_floor_area_ft,barracks_gross_floor_area_ft,avoided_emissions_onsite_green_power_metric_tons_co2e
X070-0200107,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,18456,Mount Hope,Not Available,Whole Property,675.5,0200107E (8052419),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9432107.9,2021-05-28T17:29:28.000,3,Not Available,173789,0,Not Available,Not Available,Not Available,1712599.8,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,204.0,Not Available,Not Available,Not Available,Not Available
M013-0100036,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,783,East Harlem South,Not Available,Whole Property,647,0100036E (7934700),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1958,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8512921.1,2021-05-28T17:29:28.000,3,Not Available,180175,0,Not Available,Not Available,Not Available,78300,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,111.0,Not Available,Not Available,Not Available,Not Available
X057-0200092,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,91569.8,East Tremont,Not Available,Whole Property,565.9,0200092E (8052431),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1921,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9705403.9,2021-05-28T17:29:28.000,3,Not Available,91280,0,Not Available,Not Available,Not Available,7792500.3,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,206.0,Not Available,Not Available,Not Available,Not Available
X074-0200112,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,2145,Hunts Point,Not Available,Whole Property,678.6,0200112E (8052745),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1974,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8985240.2,2021-05-28T17:29:28.000,3,Not Available,166975,0,Not Available,Not Available,Not Available,214500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,202.0,Not Available,Not Available,Not Available,Not Available
The Allen Hospital,Whole Property,Not Available,Not Available,ASHE Survey,Not Available,02/24/2021 06:27 PM EST,416522.1,park-cemetery-etc-Manhattan,Not Available,Whole Property,4958.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1991,Not Available,Not Available,Not Available,04/13/2021 04:18 PM EDT,Ok,Hospital (General Medical & Surgical),Not Available,Not Available,0,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,76250656.2,2021-04-20T15:06:18.000,3,Not Available,Not Available,0,Not Available,Not Available,20731.5,41652212.5,100,Not Available,Not Available,Not Available,Ok,Not Available,112.0,Not Available,Not Available,Not Available,Not Available
Q239-0401471,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 12:01 PM EDT,35360,Ridgewood,Not Available,Whole Property,519,0401471E (8025679),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2001,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7582554.5,2021-05-28T17:29:28.000,3,Not Available,117126,0,Not Available,Not Available,857,3032900.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,405.0,Not Available,Not Available,Not Available,Not Available
R024-0500089,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 12:54 PM EDT,0,Great Kills,Not Available,Whole Property,700.2,0500089E (7979015),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1971,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9208196.8,2021-05-28T17:29:28.000,3,Not Available,206951,0,Not Available,Not Available,299.8,0,Not Available,No,Not Available,Not Available,Ok,Not Available,503.0,Not Available,Not Available,Not Available,Not Available
One New York Plaza,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,03/18/2021 06:19 PM EDT,459636.7,Battery Park City-Lower Manhattan,Not Available,Whole Property,16656.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1970,Not Available,Not Available,Not Available,04/08/2021 06:28 PM EDT,Ok,Office,Not Available,Not Available,0,"Data Center, Office, Parking",Not Available,4894,Not Available,238865670.1,2021-04-16T12:52:41.000,11,Not Available,Not Available,0,Parking,Not Available,40442.4,49135696.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,101.0,Not Available,Not Available,Not Available,Not Available
R057-0500092,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,43949.2,Grymes Hill-Clifton-Fox Hills,Not Available,Whole Property,330.9,0500092E (8030590),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1975,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5467375.8,2021-05-28T17:29:28.000,3,Not Available,129725,0,Not Available,Not Available,Not Available,3928700.3,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,501.0,Not Available,Not Available,Not Available,Not Available
MFA 527 Madison LLC,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,02/19/2021 10:41 AM EST,Not Available,Midtown-Midtown South,Not Available,Whole Property,953.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1986,Not Available,Not Available,Not Available,03/26/2021 12:52 PM EDT,Ok,Office,Not Available,Not Available,0,"Office, Parking, Retail Store",Not Available,7434,Not Available,11993594,2021-03-30T11:05:33.000,2,Not Available,Not Available,0,Retail Store,Not Available,2185.5,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
M486-0100075,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,127,Midtown-Midtown South,Not Available,Whole Property,253.1,0100075E (8108451),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1893,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3409803.1,2021-05-28T17:29:28.000,3,Not Available,62180,0,Not Available,Not Available,Not Available,12700,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
K995-0301757,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 08:46 AM EDT,1910.1,Flatlands,Not Available,Whole Property,65.7,0301757E (7944544),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,878714.4,2021-05-28T17:29:28.000,2,Not Available,27660,0,Not Available,Not Available,81.7,158100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,318.0,Not Available,Not Available,Not Available,Not Available
Q179-0400161,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,209,Fresh Meadows-Utopia,Not Available,Whole Property,217,0400161E (8015767),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1947,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2887724,2021-05-28T17:29:28.000,3,Not Available,129725,0,Not Available,Not Available,Not Available,20900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,408.0,Not Available,Not Available,Not Available,Not Available
M070-0100079,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,192,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,Whole Property,567,0100079E (7935372),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1966,Not Available,Not Available,Not Available,04/30/2021 02:05 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,38.51133,K-12 School,Not Available,Not Available,Not Available,8036702.4,2021-05-28T17:29:28.000,4,Not Available,180175,0,Not Available,Not Available,Not Available,19200,Not Available,No,Not Available,Not Available,Ok,Not Available,104.0,548608,Not Available,Not Available,78
Q066-0400058,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:45 AM EDT,20035.1,Richmond Hill,Not Available,Whole Property,212.7,0400058E (7978856),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1900,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3282456,2021-05-28T17:29:28.000,3,Not Available,62500,0,Not Available,Not Available,287.6,1793000,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,409.0,Not Available,Not Available,Not Available,Not Available
R003-0500343,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 02:58 PM EDT,4354.5,Annadale-Huguenot-Prince's Bay-Eltingville,Not Available,Whole Property,312.5,0500343E (7979036),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1958,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4193781.5,2021-05-28T17:29:28.000,3,Not Available,83850,0,Not Available,Not Available,283.6,395200,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,503.0,Not Available,Not Available,Not Available,Not Available
529 Fifth Avenue,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,02/03/2020 07:06 PM EST,Not Available,Midtown-Midtown South,Not Available,Whole Property,1204.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1959,Not Available,Not Available,Not Available,04/16/2021 10:51 AM EDT,Possible Issue,Office,Not Available,Not Available,0,"Office, Retail Store",Not Available,Not Available,Not Available,15711636.4,2021-04-16T12:18:30.000,3,Not Available,Not Available,0,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,1000090485,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
Q201-0400175,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 02:08 PM EDT,640,Pomonok-Flushing Heights-Hillcrest,Not Available,Whole Property,225.8,0400175E (8025681),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1949,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2991217,2021-05-28T17:29:28.000,3,Not Available,87725,0,Not Available,Not Available,27.6,64000,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,408.0,Not Available,Not Available,Not Available,Not Available
"680 Fifth Avenue Associates, L.P.",Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available,Midtown-Midtown South,Not Available,Whole Property,954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1957,Not Available,Not Available,Not Available,03/28/2021 05:11 PM EDT,Unable to Check (not enough data),Office,Not Available,Not Available,0,Office,Not Available,Not Available,Not Available,13195586.9,2021-04-27T16:57:32.000,4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
X852-0201307,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:50 AM EDT,7584.8,Norwood,Not Available,Whole Property,141.1,0201307E (8107225),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,1997034.3,2021-05-28T17:29:28.000,2,Not Available,27600,0,Not Available,Not Available,104.7,666600,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,207.0,Not Available,Not Available,Not Available,Not Available
640 Fifth Avenue,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,05/13/2021 12:31 PM EDT,Not Available,Midtown-Midtown South,Not Available,Whole Property,1451.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1949,Not Available,Not Available,Not Available,04/08/2021 06:21 PM EDT,Ok,Financial Office,Not Available,Not Available,0,"Financial Office, Office, Retail Store",Not Available,52519,Not Available,18865421.3,2021-05-13T15:00:48.000,6,Not Available,Not Available,0,Retail Store,Not Available,3643.3,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
Q068-0400060,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 11:40 AM EDT,26426.5,Ridgewood,Not Available,Whole Property,275.7,0400060E (8011422),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1908,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4225304.9,2021-05-28T17:29:28.000,3,Not Available,86500,0,Not Available,Not Available,419.2,2279100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,405.0,Not Available,Not Available,Not Available,Not Available
K091-0300102,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:31 AM EDT,54383,Prospect Lefferts Gardens-Wingate,Not Available,Whole Property,354.8,0300102E (7877801),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1926,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6130013.2,2021-05-28T17:29:28.000,3,Not Available,100800,0,Not Available,Not Available,719.6,4989400.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,309.0,Not Available,Not Available,Not Available,Not Available
X120-0200163,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:36 AM EDT,82,Morrisania-Melrose,Not Available,Whole Property,635.9,0200163E (8080073),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1955,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8355682.9,2021-05-28T17:29:28.000,3,Not Available,138175,0,Not Available,Not Available,Not Available,8200,Not Available,No,Not Available,Not Available,Ok,Not Available,203.0,Not Available,Not Available,Not Available,Not Available
Q135-0400121,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:16 AM EDT,58676.5,Jamaica Estates-Holliswood,Not Available,Whole Property,490.7,0400121E (8013840),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1930,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7961360.8,2021-05-28T17:29:28.000,3,Not Available,120125,0,Not Available,Not Available,484.7,5307600,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,413.0,Not Available,Not Available,Not Available,Not Available
K139-0300145,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:35 PM EDT,1426,Flatbush,Not Available,Whole Property,480.7,0300145E (7896388),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1902,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6360234.4,2021-05-28T17:29:28.000,3,Not Available,108000,0,Not Available,Not Available,624.6,142600,Not Available,No,Not Available,Not Available,Ok,Not Available,314.0,Not Available,Not Available,Not Available,Not Available
Q205-0400177,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 02:08 PM EDT,13.4,Oakland Gardens,Not Available,Whole Property,418.1,0400177E (8025667),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1954,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5538970.5,2021-05-28T17:29:28.000,3,Not Available,93600,0,Not Available,Not Available,107,1200,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,411.0,Not Available,Not Available,Not Available,Not Available
M092-0100089,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,49810.6,Central Harlem North-Polo Grounds,Not Available,Whole Property,303,0100089E (7935325),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1964,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5070570.6,2021-05-28T17:29:28.000,3,Not Available,133325,0,Not Available,Not Available,Not Available,3793800.2,Not Available,No,Not Available,Not Available,Ok,Not Available,110.0,Not Available,Not Available,Not Available,Not Available
X162-0200206,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 01:57 PM EDT,231,Melrose South-Mott Haven North,Not Available,Whole Property,603.5,0200206E (8080451),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1971,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7935430.7,2021-05-28T17:29:28.000,3,Not Available,211375,0,Not Available,Not Available,0,23100,Not Available,No,Not Available,Not Available,Ok,Not Available,201.0,Not Available,Not Available,Not Available,Not Available
Q071-0400063,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 11:43 AM EDT,37791.9,Ridgewood,Not Available,Whole Property,267.4,0400063E (8011412),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1909,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4435928.8,2021-05-28T17:29:28.000,3,Not Available,98500,0,Not Available,Not Available,565.5,3228899.7,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,405.0,Not Available,Not Available,Not Available,Not Available
K292-0300290,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 03:14 PM EDT,1216,East New York (Pennsylvania Ave),Not Available,Whole Property,1072.9,0300290E (7934751),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1966,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,14129650.9,2021-05-28T17:29:28.000,3,Not Available,195600,0,Not Available,Not Available,3218.9,121600,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,305.0,Not Available,Not Available,Not Available,Not Available
K235-0300240,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 10:05 AM EDT,46955.2,East Flatbush-Farragut,Not Available,Whole Property,391.6,0300240E (7899910),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1929,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6363348.7,2021-05-28T17:29:28.000,3,Not Available,104400,0,Not Available,Not Available,1802.8,4218900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,317.0,Not Available,Not Available,Not Available,Not Available
K120-0300129,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,46279.2,Bushwick South,Not Available,Whole Property,361.9,0300129E (7881289),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1965,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5868995.9,2021-05-28T17:29:28.000,2,Not Available,116400,0,Not Available,Not Available,Not Available,3965100,Not Available,No,Not Available,Not Available,Ok,Not Available,304.0,Not Available,Not Available,Not Available,Not Available
M111-0100102,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,61318.6,Clinton,Not Available,Whole Property,413.5,0100102E (7935644),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1959,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6933226.5,2021-05-28T17:29:28.000,2,Not Available,108080,0,Not Available,Not Available,Not Available,5217400,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,104.0,Not Available,Not Available,Not Available,Not Available
K062-0300082,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 01:22 PM EDT,459,Kensington-Ocean Parkway,Not Available,Whole Property,487,0300082E (7875868),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1956,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6460451.8,2021-05-28T17:29:28.000,3,Not Available,159600,0,Not Available,Not Available,144.7,45900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,312.0,Not Available,Not Available,Not Available,Not Available
M007-0100031,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,50978.1,East Harlem North,Not Available,Whole Property,380.8,0100031E (7934501),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1960,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6279966.2,2021-05-28T17:29:28.000,2,Not Available,102200,0,Not Available,Not Available,Not Available,4485800.2,Not Available,No,Not Available,Not Available,Ok,Not Available,111.0,Not Available,Not Available,Not Available,Not Available
R046-0500069,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:18 AM EDT,23120.9,Grasmere-Arrochar-Ft. Wadsworth,Not Available,Whole Property,159.1,0500069E (8027106),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2683528.3,2021-05-28T17:29:28.000,3,Not Available,87660,0,Not Available,Not Available,742.8,2053400.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,502.0,Not Available,Not Available,Not Available,Not Available
M751-0100046,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,17091.4,East Village,Not Available,Whole Property,162.7,0100046E (7978031),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1920,Not Available,Not Available,Not Available,04/21/2021 02:16 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2524537.8,2021-05-28T17:29:28.000,3,Not Available,49260,0,Not Available,Not Available,Not Available,1314100.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,103.0,Not Available,Not Available,Not Available,Not Available
X279-0201165,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 01:56 PM EDT,44270.3,Mount Hope,Not Available,Whole Property,468.4,0201165E (8106341),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1990,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7209865.1,2021-05-28T17:29:28.000,3,Not Available,93516,0,Not Available,Not Available,0,3967100.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,205.0,Not Available,Not Available,Not Available,Not Available
K135-0300142,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:31 AM EDT,58964.2,East Flatbush-Farragut,Not Available,Whole Property,403,0300142E (7896372),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6894293.6,2021-05-28T17:29:28.000,3,Not Available,69600,0,Not Available,Not Available,10.1,5430200,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,317.0,Not Available,Not Available,Not Available,Not Available
