ipv_hom_sex_female,fel_aslt_fam_total,fel_rape_rel_child,fjc_fam_client,fam_homicide_total,ipv_hom_meth_sharpe,fam_rape,fel_rape_fam_total,dir_fam_rel_parent
,,,,,,4,,
,,,,,,3,,
,,,,,,3,,
,,,,,,10,,
,,,,,,14,,
,,,,,,0,,
,,,,,,0,,
,,,,,,0,,
,,,,,,3,,
,,,,,,97,,
,,,,,,4,,
,,,,,,1,,
,,,,,,8,,
,,,,,,4,,
