hh_id,person_id,micromobility_devices_206,no_freq_bike_nyc_1,no_freq_bike_nyc_5,school_park_loc,no_bike_share_8,bike_purp_997,disability_follow_5,num_jobs,r_work_mode,num_trips,harassment_change_7,ethnicity_997,work_mode_bus,no_bike_nyc_5,work_in_region,harassment_change_6,kid_mode_own,job_type,r_age,citi_bike_type,r_student,is_participant,school_park_amount,race_3,no_freq_bike_nyc_4,ethnicity_1,race_5,school_type,no_bike_share_1,race_4,share_1,wfh_policy,ethnicity_4,bike_purp_6,no_bike_nyc_3,no_bike_nyc_7,disability_follow_3,work_cms_zone,ethnicity_999,bike_purp_1,bike_purp_3,no_freq_bike_nyc_6,r_race,race_999,second_home_in_region,can_drive,student,work_county,micromobility_devices_207,race_1,work_mode_ferry,gender,relationship,share_5,no_freq_bike_nyc_3,micromobility_devices_204,work_scooter_park,micromobility_devices_205,school_freq,harassment_change_5
22028815,2202881501,0,0,0,995,995,0,995,2,100,33,995,0,995,995,1,995,995,5,3,1,3,1,,0,1,0,0,995,995,0,0,5,0,0,995,995,995,1,1,0,1,1,999,1,0,1,2,36005.0,0,0,995,2,0,0,0,1,995,0,995,995
22002589,2200258901,0,995,995,995,0,0,995,1,105,39,0,0,995,995,1,1,995,1,2,995,3,1,,0,995,1,0,995,0,0,1,1,0,0,995,995,995,8,0,1,1,995,999,1,0,3,2,36047.0,0,0,995,999,0,0,995,0,995,0,995,0
22046872,2204687201,0,1,0,995,0,0,995,1,102,27,995,0,23,995,1,995,995,1,2,995,3,1,,0,0,0,0,995,0,0,1,3,0,0,995,995,995,8,0,0,1,0,6,0,0,1,2,36047.0,0,0,995,2,0,0,0,0,995,0,995,995
22041309,2204130901,0,995,995,995,995,0,995,1,105,34,0,0,995,995,1,0,995,1,3,1,3,1,,0,995,0,0,995,995,0,0,1,0,0,995,995,995,4,0,1,1,995,6,0,0,3,2,36061.0,0,0,995,2,0,0,995,0,995,1,995,0
22022807,2202280701,0,995,995,995,995,995,995,995,995,5,1,0,995,0,995,0,995,995,2,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,1,0,995,995,0,995,995,995,999,1,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,1
22053910,2205391001,995,995,995,995,995,995,995,1,1,39,995,0,995,995,1,995,995,5,3,995,3,1,,0,995,1,1,995,995,0,995,4,0,995,995,995,995,8,0,995,995,995,5,0,0,1,2,36047.0,995,0,995,2,0,995,995,995,995,995,995,995
22026849,2202684901,0,995,995,995,995,995,995,995,995,14,0,0,995,0,995,0,995,995,2,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,999,1,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,1
22061004,2206100401,0,995,995,995,995,995,995,995,995,3,0,0,995,0,995,0,995,995,4,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22057159,2205715901,0,995,995,995,995,995,995,1,105,42,0,0,995,0,1,0,995,5,3,995,3,1,,0,995,1,1,995,995,0,1,3,0,995,0,0,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22028930,2202893001,0,995,995,995,995,995,995,1,100,2,995,0,995,0,0,995,995,1,3,995,3,1,,0,995,0,1,995,995,0,0,1,0,995,0,1,995,11,0,995,995,995,5,0,0,1,2,36119.0,0,0,995,1,0,0,995,0,995,0,995,995
22064025,2206402501,0,995,995,995,995,995,995,1,102,56,995,0,23,0,0,995,995,1,3,995,3,1,,0,995,0,1,995,995,0,1,1,0,995,0,1,995,8,1,995,995,995,5,0,0,3,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,995
22036198,2203619801,0,995,995,995,995,995,995,995,995,3,995,0,995,0,995,995,995,995,2,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,1,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,995
22012227,2201222701,0,995,995,995,995,995,995,1,100,31,995,0,995,0,995,995,995,2,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,1,0,995,995,0,995,995,995,6,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22036775,2203677501,0,995,995,995,995,995,995,1,102,36,995,0,55,0,1,995,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,1,0,995,4,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,1,0,0,995,0,995,0,995,995
22048574,2204857401,0,995,995,995,995,995,995,1,995,3,0,0,995,0,995,1,995,3,3,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,1,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22031381,2203138101,0,995,995,995,995,995,995,1,100,45,995,0,995,0,0,995,995,5,3,995,3,1,,0,995,1,1,995,995,0,1,3,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22034359,2203435901,0,995,995,995,995,995,995,995,995,19,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,1,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22002918,2200291801,0,995,995,995,995,995,0,995,995,4,1,0,995,0,995,0,995,995,4,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,0,0,1,995,0,995,995,995,6,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22003296,2200329601,0,995,995,995,995,995,995,995,995,70,995,0,995,0,995,995,995,995,2,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,0,0,995,995,1,995,995,995,3,0,0,3,2,,0,1,995,1,0,0,995,0,995,0,995,995
22046253,2204625301,0,995,995,995,995,995,0,1,105,27,0,0,995,0,995,0,995,2,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,1,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22051800,2205180001,0,995,995,995,995,0,995,1,105,48,995,0,995,995,1,995,995,5,2,1,3,1,,0,995,1,1,995,995,0,1,3,0,1,995,995,995,4,0,1,1,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22029333,2202933301,0,1,0,995,0,0,995,1,105,2,0,0,995,995,1,0,995,5,3,995,2,1,,0,0,0,0,13,0,0,1,3,0,0,995,995,995,4,1,0,1,0,3,0,0,1,1,36061.0,0,1,995,1,0,1,0,0,995,0,996,0
22034886,2203488601,0,995,995,995,995,995,995,2,105,47,995,0,995,0,995,995,995,2,3,995,3,1,,0,995,1,1,995,995,0,1,3,0,995,1,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,1,995,1,995,0,995,995
22049679,2204967901,0,0,0,995,995,0,0,1,995,2,0,0,995,995,995,0,995,995,3,3,3,1,,0,0,1,1,995,995,0,1,995,0,1,995,995,1,995,0,1,1,0,5,0,0,1,2,,1,0,995,1,0,0,1,0,995,0,995,0
22051728,2205172801,0,995,995,995,995,995,0,3,105,20,0,0,995,0,1,0,995,5,2,995,1,1,,0,995,1,1,13,995,0,1,3,0,995,0,0,1,4,0,995,995,995,5,0,0,1,0,36061.0,0,0,995,1,0,0,995,0,995,0,3,0
22000533,2200053301,0,0,0,995,0,0,995,1,102,41,0,0,23,995,1,0,995,1,3,995,3,1,,0,0,1,0,995,0,0,1,1,0,0,995,995,995,1,0,0,1,1,3,0,0,1,2,36005.0,0,1,995,2,0,0,0,0,995,0,995,0
22026972,2202697201,0,995,995,995,995,995,995,1,104,0,1,1,995,0,995,0,995,2,3,995,3,1,,0,995,0,0,995,995,0,1,5,0,995,0,0,995,995,0,995,995,995,6,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22024472,2202447201,0,995,995,995,995,995,995,1,105,14,995,0,995,0,1,995,995,1,2,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,0,0,995,7,0,995,995,995,6,0,0,3,2,36081.0,0,0,995,1,0,0,995,0,995,0,995,995
22066234,2206623401,0,1,0,995,0,0,995,1,105,15,0,0,995,995,1,0,995,5,3,995,3,1,,0,0,0,0,995,0,0,1,3,0,0,995,995,995,9,0,0,1,0,6,0,0,1,2,36047.0,0,0,995,1,0,0,0,0,995,0,995,0
22030956,2203095601,0,1,0,995,995,0,995,1,105,103,0,0,995,995,995,0,995,4,3,1,3,1,,0,0,1,1,995,995,0,1,995,0,0,995,995,995,995,0,0,0,1,5,0,0,1,2,,0,0,995,2,0,0,0,0,995,0,995,0
22037365,2203736501,0,1,0,995,0,0,995,2,100,30,995,0,995,995,1,995,995,1,3,995,3,1,,0,0,1,0,995,0,0,0,1,0,0,995,995,995,1,0,0,1,0,3,0,0,1,2,36005.0,0,1,995,1,0,0,0,0,995,0,995,995
22061230,2206123001,0,995,995,995,0,0,995,2,1,20,1,0,995,995,995,1,995,4,4,995,3,1,,0,995,1,0,995,0,0,1,995,0,1,995,995,995,995,0,1,0,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,0
22052907,2205290701,0,995,995,995,0,0,995,3,103,36,995,0,995,995,995,995,995,2,2,995,3,1,,0,995,1,1,995,0,0,1,3,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22052358,2205235801,0,0,0,995,0,0,995,1,105,44,0,1,995,995,1,0,995,1,3,995,3,1,,1,0,0,0,995,0,0,1,1,0,0,995,995,995,8,0,1,0,0,2,0,0,1,2,36047.0,0,0,995,1,0,1,1,0,995,0,995,0
22056228,2205622801,0,0,0,995,995,0,995,1,105,27,995,0,995,995,1,995,995,5,3,1,3,1,,0,0,1,1,995,995,0,1,5,0,0,995,995,995,4,0,0,0,0,5,0,0,1,2,36061.0,0,0,995,2,0,0,0,0,995,0,995,995
22061688,2206168801,0,1,0,995,0,0,995,1,105,3,0,0,995,995,1,0,995,5,3,995,3,1,,0,0,1,0,995,0,0,1,3,0,1,995,995,995,4,0,1,1,1,3,0,0,1,2,36061.0,0,1,995,1,0,0,0,0,995,0,995,0
22020652,2202065201,0,995,995,995,995,995,995,1,102,2,995,0,23,0,1,995,995,1,2,995,1,1,,0,995,0,0,13,995,0,1,1,0,995,1,1,995,2,0,995,995,995,999,1,0,1,4,36005.0,0,0,995,1,0,0,995,0,995,0,995,995
22058751,2205875101,0,995,995,995,995,995,995,2,995,23,0,0,995,0,995,0,995,3,3,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,0
22054875,2205487501,0,1,0,995,995,0,995,1,105,38,995,0,995,995,1,995,995,5,2,1,3,1,,0,0,1,0,995,995,0,1,3,0,0,995,995,995,4,0,0,1,1,7,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,995
22049531,2204953101,0,1,0,995,995,1,995,1,995,44,0,0,995,995,995,0,995,3,3,2,3,1,,0,0,1,1,995,995,0,1,995,0,0,995,995,995,995,0,0,1,1,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,0
22031533,2203153301,0,995,995,995,995,995,995,995,995,32,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,1,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22013448,2201344801,0,995,995,995,995,0,995,1,105,29,995,0,995,995,995,995,995,4,3,1,1,1,,0,995,0,0,10,995,0,0,995,0,0,995,995,995,995,0,0,1,995,6,0,0,3,0,,0,0,995,1,0,0,995,0,995,0,2,995
22021987,2202198701,0,995,995,995,995,995,0,995,995,43,1,0,995,0,995,0,995,995,3,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,1,1,0,995,0,995,995,995,5,0,0,3,2,,0,0,995,2,0,0,995,0,995,0,995,1
22051273,2205127301,0,995,995,995,995,995,995,1,995,7,0,0,995,0,995,0,995,3,3,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,1,0,995,995,0,995,995,995,5,0,0,3,2,,0,0,995,2,0,0,995,0,995,0,995,1
22056392,2205639201,0,995,995,995,0,1,995,3,103,56,995,0,995,995,1,995,995,1,2,995,1,1,,0,995,1,1,12,0,0,0,3,0,1,995,995,995,4,0,1,1,995,5,0,0,1,0,36061.0,0,0,995,999,0,0,995,0,995,0,1,995
22051371,2205137101,0,1,0,995,0,1,995,4,995,5,0,0,995,995,995,0,995,3,3,995,3,1,,0,0,1,1,995,0,0,1,995,0,0,995,995,995,995,0,0,1,0,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,0
22035733,2203573301,0,995,995,995,0,0,995,995,995,4,995,0,995,995,995,995,995,995,4,995,3,1,,0,995,0,0,995,0,0,0,995,0,0,995,995,995,995,0,0,1,995,999,1,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22011974,2201197401,0,0,1,995,995,0,995,1,105,40,995,0,995,995,1,995,995,5,2,2,3,1,,0,0,0,0,995,995,0,1,2,0,0,995,995,995,4,0,0,1,0,6,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,995
22065563,2206556301,0,0,0,995,0,0,995,1,105,68,995,0,995,995,995,995,995,2,3,995,3,1,,0,0,0,0,995,0,0,1,1,0,0,995,995,995,995,0,0,1,0,999,1,0,3,2,,0,0,995,2,0,0,0,0,995,0,995,995
22030767,2203076701,0,995,995,995,995,995,995,995,995,2,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,995
22002287,2200228701,0,995,995,995,995,995,0,2,995,19,995,0,995,0,995,995,995,3,3,995,3,1,,0,995,1,0,995,995,0,1,995,0,995,0,0,1,995,0,995,995,995,3,0,0,3,2,,0,1,995,1,0,0,995,0,995,0,995,995
22041457,2204145701,0,995,995,995,995,995,0,995,995,3,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,0,1,995,0,995,995,995,5,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,995
22065252,2206525201,0,995,995,995,995,995,995,995,995,33,1,0,995,0,995,0,995,995,3,995,3,1,,0,995,0,1,995,995,0,1,995,0,995,0,0,995,995,1,995,995,995,7,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22062776,2206277601,0,995,995,995,0,0,995,1,103,20,995,0,995,995,1,995,995,1,3,995,3,1,,0,995,1,1,995,0,0,1,1,0,0,995,995,995,9,0,0,0,995,5,0,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,995
22055171,2205517101,0,995,995,995,995,995,995,1,105,22,995,0,995,0,0,995,995,1,4,995,3,1,,0,995,0,0,995,995,0,1,3,0,995,0,0,995,11,1,995,995,995,999,1,0,3,2,36081.0,0,0,995,1,0,0,995,0,995,0,995,995
22026572,2202657201,0,995,995,995,995,995,995,995,995,1,1,0,995,0,995,0,995,995,4,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,0,1,995,995,1,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,1
22048746,2204874601,0,0,0,995,995,0,995,1,995,23,0,0,995,995,995,0,995,3,2,1,3,1,,0,0,1,1,995,995,0,1,995,0,0,995,995,995,995,0,0,1,1,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,0
22024854,2202485401,0,1,0,995,0,0,995,1,995,39,995,0,995,995,995,995,995,3,3,995,3,1,,0,0,0,0,995,0,0,1,995,0,0,995,995,995,995,0,0,1,0,6,0,0,3,2,,0,0,995,1,0,0,0,0,995,0,995,995
22064484,2206448401,0,995,995,995,995,995,995,1,1,43,995,0,995,0,1,995,995,1,3,995,2,1,,0,995,1,1,13,995,0,0,1,0,995,1,1,995,9,0,995,995,995,5,0,0,1,1,36047.0,0,0,995,1,0,0,995,0,995,0,996,995
22027936,2202793601,0,0,0,995,0,0,995,3,105,4,0,1,995,995,995,0,995,2,2,995,3,1,,0,0,0,0,995,0,0,1,1,0,0,995,995,995,995,0,0,1,0,6,0,0,3,2,,0,0,995,1,0,0,0,0,995,0,995,1
22057900,2205790001,0,995,995,995,995,995,995,1,995,0,995,0,995,0,995,995,995,3,3,995,3,1,,0,995,1,0,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,995
22054311,2205431101,0,995,995,995,995,0,995,1,105,45,0,0,995,995,1,0,995,5,2,2,3,1,,0,995,1,1,995,995,0,1,5,0,0,995,995,995,4,0,1,1,995,5,0,1,1,2,36061.0,0,0,995,2,0,0,995,0,995,1,995,0
22066518,2206651801,0,995,995,995,995,1,995,1,105,86,995,0,995,995,1,995,995,1,3,4,3,1,,0,995,1,1,995,995,0,1,1,0,0,995,995,995,8,0,0,0,995,7,0,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,995
22044715,2204471501,0,995,995,995,995,995,995,1,995,41,0,0,995,0,995,0,995,2,3,995,3,1,,0,995,1,0,995,995,0,1,996,0,995,0,1,995,995,0,995,995,995,3,0,0,1,2,,1,1,995,1,0,0,995,0,995,0,995,0
22015227,2201522701,1,995,995,995,995,995,1,995,995,23,1,0,995,0,995,0,995,995,3,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,1,1,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22048913,2204891301,0,995,995,995,995,995,995,1,995,4,0,0,995,0,995,0,995,3,2,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,1,1,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22038675,2203867501,0,995,995,995,995,995,995,995,995,22,1,1,995,0,995,0,995,995,2,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,1,1,995,995,0,995,995,995,6,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,0
22066965,2206696501,0,995,995,995,995,995,0,995,995,2,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,1,1,995,0,995,995,995,5,0,0,3,2,,0,0,995,2,0,0,995,0,995,0,995,995
22042429,2204242901,0,995,995,995,995,995,0,1,102,37,995,0,23,0,1,995,995,1,3,995,3,1,,0,995,1,1,995,995,0,0,1,0,995,0,0,0,1,0,995,995,995,5,0,0,3,2,36005.0,0,0,995,2,0,0,995,0,995,0,995,995
22032744,2203274401,0,995,995,995,995,995,995,1,100,16,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,1,995,995,0,0,1,0,995,0,0,995,3,1,995,995,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22026418,2202641801,0,995,995,995,995,995,995,1,100,15,1,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,1,995,995,0,0,1,0,995,0,0,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,0
22020647,2202064701,0,995,995,995,995,995,995,1,102,19,0,0,23,0,995,0,995,2,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,995,995,0,995,995,995,3,0,0,3,2,,0,1,995,1,0,0,995,0,995,0,995,0
22030398,2203039801,0,995,995,995,995,995,995,1,102,5,1,0,23,0,995,1,995,2,3,995,3,1,,0,995,1,0,995,995,0,0,3,0,995,0,0,995,995,0,995,995,995,3,0,0,3,2,,0,1,995,1,0,0,995,0,995,0,995,1
22048490,2204849001,0,995,995,995,995,995,995,1,105,22,995,0,995,0,1,995,995,5,3,995,3,1,,0,995,1,1,995,995,0,1,996,0,995,0,0,995,8,0,995,995,995,5,0,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,995
22001440,2200144001,0,995,995,995,995,0,995,3,105,42,0,0,995,995,1,0,995,5,3,1,3,1,,0,995,0,0,995,995,0,1,996,0,0,995,995,995,2,0,0,1,995,3,0,1,1,2,36005.0,0,1,995,1,0,0,995,0,995,0,995,1
22062349,2206234901,0,995,995,995,995,995,995,1,105,2,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,3,0,995,0,1,995,4,1,995,995,995,999,1,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22008483,2200848301,0,995,995,995,995,995,995,1,105,3,0,0,995,0,995,0,995,2,2,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,0,995,995,0,995,995,995,7,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22048858,2204885801,0,0,0,995,0,1,995,995,995,5,995,0,995,995,995,995,995,995,4,995,3,1,,0,0,1,1,995,0,0,0,995,0,0,995,995,995,995,0,0,0,0,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,995
22031146,2203114601,0,995,995,995,995,995,995,995,995,8,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,1,1,995,995,0,995,995,995,999,1,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22041857,2204185701,0,995,995,995,995,995,995,1,100,19,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,0,1,995,2,0,995,995,995,7,0,0,1,2,36005.0,0,0,995,2,0,0,995,0,995,0,995,995
22051401,2205140101,0,995,995,995,995,0,995,1,105,39,0,0,995,995,1,0,995,5,2,3,2,1,,0,995,1,1,13,995,0,1,4,0,1,995,995,995,4,0,1,1,995,5,0,0,1,1,36061.0,0,0,995,1,0,1,995,0,995,0,3,0
22049680,2204968001,0,995,995,995,995,995,995,1,105,67,0,0,995,0,1,0,995,1,2,995,3,1,,0,995,1,1,995,995,0,1,3,0,995,0,1,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,0
22059662,2205966201,0,995,995,995,995,995,995,2,100,3,1,0,995,0,1,0,995,5,3,995,2,1,,0,995,0,0,13,995,0,1,3,0,995,0,1,995,4,1,995,995,995,999,1,0,1,3,36061.0,0,0,995,999,0,0,995,1,995,0,995,1
22018019,2201801901,0,995,995,995,995,995,995,1,105,47,0,0,995,0,1,0,995,1,2,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,0,995,4,0,995,995,995,3,0,0,3,2,36061.0,0,1,995,1,0,0,995,0,995,0,995,0
22025758,2202575801,0,0,0,995,0,0,995,1,105,1,0,1,995,995,1,0,995,1,3,995,3,1,,0,0,0,0,995,0,0,1,1,0,0,995,995,995,4,0,0,1,1,6,0,0,3,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,0
