hh_id,no_freq_bike_nyc_other,school_mode_rail,school_bike_park,home_park_cost,no_bike_share_2,citi_bike_alt_mode,harassment_change_3,bike_purp_2,disability_follow_1,vehicle,kid_mode_scooter,kid_egress,work_mode_bike,no_bike_share_997,race_2,work_mode,second_home,harassment_change_10,person_weight,school_mode_taxi,kid_mode,kid_accompany,person_num,no_bike_nyc_997,share_4,share_3,school_mode_scooter,home_park_1,harassment_change_996,no_bike_share_4,second_home_county,kid_mode_ferry,harassment_change_8,home_park_2,worker,kid_mode_auto,harassment_change_1,kid_mode_bike,no_bike_nyc_1,school_mode_bus,no_bike_share_6,work_park_amount,micromobility_devices_83,share_6,disability_follow_996,work_mode_auto,share_2,school_mode_bike,no_bike_share_5,second_home_freq,share_996,school_mode,no_bike_nyc_2,home_park_3,school_mode_ferry,kid_access,school_in_region,commute_freq,disability,harassment_change_997,kid_mode_bus,harassment_change_4,bike_purp_5,work_park_pay,kid_mode_taxi,no_bike_share_7,work_mode_own,micromobility_devices_996,no_bike_nyc_6
22003058,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,105,1,1,527.0307707,995,995,995,1,0,0,0,995,995,0,995,36005.0,995,0,995,1,995,1,995,0,995,995,,0,0,995,995,0,995,995,1,0,995,0,995,995,995,995,1,999,0,995,0,995,995,995,995,995,1,0
22011023,995,995,995,995,995,995,1,995,995,995,995,995,995,995,0,105,0,1,2257.088114,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,1,0,0,995,0,995,995,995,995,995,1,0
22027371,995,995,995,995,0,995,995,0,995,995,995,995,82,0,0,103,0,995,198.924074,995,995,995,1,995,0,0,995,995,995,1,,995,995,995,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,104,995,995,995,995,0,1,0,995,995,995,0,995,995,0,995,0,995
22009019,995,995,995,995,995,107,1,0,995,995,995,995,995,995,0,995,0,0,316.6670338,995,995,995,1,995,0,0,995,995,0,995,,995,0,995,0,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,1,995,995,995,995,995,995,995,999,0,995,0,0,995,995,995,995,0,995
22052809,995,995,995,995,995,102,1,1,995,995,995,995,995,995,0,105,0,0,532.5213979,995,995,995,1,995,0,0,995,995,0,995,,995,0,995,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,995,995,995,0,5,0,0,995,0,0,995,995,995,995,1,995
22061049,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,2219.452901,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,1,0,995,995,995,1,995,0,995,995,995,995,995,995,995,995,1,0
22040992,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,995,0,0,2079.550962,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,999,0,995,1,995,995,995,995,995,1,0
22020067,995,995,995,995,995,995,0,995,995,996,995,995,995,995,0,104,0,0,177.482483,995,995,995,1,1,0,0,995,0,0,995,,995,0,0,1,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,2,0,0,995,0,995,995,995,995,995,1,0
22041234,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,227.6146257,995,995,995,1,0,0,1,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,1,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22026073,995,995,995,998,995,995,1,995,995,6,995,995,995,995,0,995,0,0,397.2182487,995,995,995,1,1,0,0,995,0,0,995,,995,0,1,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,1,0,995,995,995,995,0,1,995,0,995,995,995,995,995,1,0
22017307,995,995,995,995,995,1,0,0,995,995,995,995,995,995,0,105,0,0,3000.104635,995,995,995,1,995,0,1,995,995,0,995,,995,0,995,1,995,1,995,995,995,995,,1,0,995,995,0,995,995,995,0,995,995,995,995,995,995,1,0,0,995,0,0,995,995,995,995,0,995
22017527,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,1,0,0,307.5199179,995,995,995,1,1,0,0,995,995,1,995,,995,0,995,1,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,1,0,0,995,0,995,995,995,995,995,1,0
22000768,995,995,995,995,995,1,1,1,0,995,995,995,995,995,0,105,0,1,203.7610143,995,995,995,1,995,0,0,995,995,0,995,,995,0,995,1,995,1,995,995,995,995,,0,0,0,995,0,995,995,995,0,995,995,995,995,995,995,1,1,0,995,1,0,995,995,995,995,1,995
22048699,995,995,995,995,995,105,0,0,995,6,995,995,2,995,0,103,0,0,786.2794857,995,995,995,1,995,0,0,995,0,0,995,,995,0,0,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,1,995,995,1,995,995,995,3,0,0,995,0,0,995,995,995,995,1,995
22047553,995,995,995,995,995,102,0,1,995,6,995,995,201,995,0,103,0,0,1146.287564,995,995,995,1,995,0,1,995,0,0,995,,995,0,1,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,0,995,995,995,1,0,0,995,0,0,995,995,995,995,1,995
22031680,995,995,995,995,995,995,0,995,0,995,995,995,995,995,0,995,0,0,3081.164047,995,995,995,1,0,0,0,995,995,1,995,,995,0,995,0,995,0,995,0,995,995,,0,0,0,995,0,995,995,995,1,995,0,995,995,995,995,995,1,0,995,0,995,995,995,995,995,1,0
22015841,995,995,995,995,1,1,995,0,995,995,995,995,995,0,0,105,0,995,177.5255801,995,995,995,1,995,0,0,995,995,995,0,,995,995,995,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,995,995,995,995,5,0,995,995,995,0,995,995,0,995,1,995
22049600,995,995,995,995,995,106,995,0,995,6,995,995,995,995,0,105,0,995,445.1483494,995,995,995,1,995,0,1,995,0,995,995,,995,995,0,1,995,995,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,1,995,995,995,3,0,995,995,995,0,995,995,995,995,1,995
22028819,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,417.532525,995,995,995,1,1,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22064643,995,995,3,995,995,105,995,0,995,995,995,995,995,995,0,995,0,995,22077.04902,995,995,995,1,995,0,1,995,995,995,995,,995,995,995,0,995,995,995,995,995,995,,0,0,995,995,0,2,995,995,0,103,995,995,995,995,1,995,0,995,995,995,0,995,995,995,995,1,995
22048682,995,995,995,995,995,995,995,995,0,995,995,995,995,995,0,106,0,995,840.8435681,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,1,995,995,,0,0,0,995,0,995,995,995,0,995,0,995,995,995,995,1,1,995,995,995,995,995,995,995,995,1,0
22052727,995,995,995,995,995,995,0,995,995,6,995,995,995,995,0,105,0,0,10408.95514,995,995,995,1,0,0,0,995,0,0,995,,995,0,0,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,1,995,995,995,3,0,0,995,1,995,995,995,995,995,1,0
22004526,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,524.5279055,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22031787,995,995,995,995,995,100,0,0,995,6,995,995,995,995,0,104,0,0,4228.352428,995,995,995,1,995,0,0,995,0,0,995,,995,0,0,1,995,1,995,995,995,995,,0,0,995,995,0,995,995,995,1,995,995,1,995,995,995,4,999,0,995,0,0,995,995,995,995,0,995
22016464,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,995,0,0,213.2818609,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,0,0,995,1,995,995,995,995,995,1,0
22041118,995,995,995,995,995,995,1,995,0,995,995,995,995,995,0,995,0,1,431.3107945,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,1,995,0,995,995,,0,0,0,995,0,995,995,995,1,995,0,995,995,995,995,995,1,0,995,1,995,995,995,995,995,1,0
22051530,995,30,995,995,995,102,0,0,995,995,995,995,995,995,0,995,0,0,10409.07606,995,995,995,1,995,0,1,995,995,1,995,,995,0,995,0,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,105,995,995,995,995,1,995,0,0,995,0,0,995,995,995,995,1,995
22042594,995,995,995,995,0,995,0,0,995,997,995,995,995,0,0,101,0,0,418.3872594,995,995,995,1,995,0,0,995,0,0,0,,995,0,0,1,995,0,995,995,995,1,,0,0,995,33,0,995,0,995,0,995,995,1,995,995,995,1,0,0,995,1,0,1,995,0,995,1,995
22045984,995,995,995,995,995,996,0,1,995,997,995,995,2,995,0,103,0,0,4063.461025,995,995,995,1,995,0,1,995,1,0,995,,995,0,0,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,0,995,995,995,3,0,0,995,0,0,995,995,995,995,1,995
22053420,995,30,995,995,995,995,0,995,995,7,995,995,995,995,0,995,0,1,5788.818665,995,995,995,1,0,0,0,995,0,0,995,,995,0,0,0,995,1,995,0,995,995,,0,0,995,995,0,995,995,995,0,105,0,1,995,995,1,995,0,0,995,1,995,995,995,995,995,1,0
22014190,995,995,995,995,995,995,1,995,995,995,995,995,995,995,0,995,0,1,245.9801867,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,1,995,0,995,995,,1,0,995,995,0,995,995,995,0,995,1,995,995,995,0,995,0,0,995,1,995,995,995,995,995,0,0
22026216,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,1960.198101,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22053902,995,995,995,995,0,995,995,0,995,6,995,995,995,0,0,1,1,995,762.0109306,995,995,995,1,995,0,0,995,0,995,1,,995,995,0,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,2,0,995,995,1,995,995,995,6,0,995,995,995,0,995,995,0,995,1,995
22017187,995,995,995,995,0,995,995,0,995,6,995,995,995,0,0,1,0,995,1084.729902,995,995,995,1,995,0,0,995,0,995,1,,995,995,0,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,1,995,995,995,3,0,995,995,995,0,995,995,0,995,1,995
22018206,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,102,0,995,314.4645994,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,1,0,995,995,995,995,995,995,995,995,1,0
22056259,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,3267.989012,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22060425,995,995,995,995,0,102,0,0,995,995,995,995,995,0,0,105,0,0,3194.001641,995,995,995,1,995,0,0,995,995,0,0,,995,0,995,1,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,995,995,995,995,3,0,0,995,0,0,995,995,0,995,1,995
22019934,995,995,995,995,995,995,0,995,995,996,995,995,995,995,0,105,1,1,316.692563,995,995,995,1,0,0,0,995,0,0,995,36005.0,995,0,0,1,995,0,995,0,995,995,,0,0,995,995,0,995,995,1,0,995,0,1,995,995,995,1,0,0,995,0,995,995,995,995,995,1,0
22017207,995,995,995,995,995,995,0,995,995,6,995,995,995,995,0,100,0,0,177.1714645,995,995,995,1,0,0,0,995,0,0,995,,995,0,0,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,1,995,995,995,3,0,0,995,0,995,1,995,995,6,1,0
22058471,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,105,0,995,614.6359437,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,3,0,995,995,995,995,995,995,995,995,1,0
22035353,995,995,995,995,0,1,0,0,995,995,995,995,995,0,0,995,0,0,2510.146664,995,995,995,1,995,0,0,995,995,0,1,,995,0,995,0,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,995,995,995,995,995,0,0,995,0,0,995,995,0,995,1,995
22032993,995,995,995,995,995,995,0,995,995,6,995,995,995,995,0,995,0,0,1929.954219,995,995,995,1,1,0,0,995,1,0,995,,995,0,0,0,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,0,995,995,995,995,0,1,995,0,995,995,995,995,995,1,0
22006577,995,995,995,995,995,1,0,0,995,995,995,995,995,995,0,995,1,0,202.5659697,995,995,995,1,995,0,0,995,995,0,995,36005.0,995,0,995,0,995,0,995,995,995,995,,0,0,995,995,0,995,995,3,1,995,995,995,995,995,995,995,0,0,995,0,0,995,995,995,995,1,995
22056094,995,30,995,995,995,995,0,995,995,995,995,995,995,995,0,995,1,1,15016.08391,995,995,995,1,0,0,0,995,995,0,995,36047.0,995,0,995,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,2,0,105,0,995,995,995,1,995,0,0,995,0,995,995,995,995,995,1,0
22055517,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,15015.87534,995,995,995,1,995,0,0,995,995,995,995,,995,995,995,0,995,995,995,995,995,995,,995,0,995,995,0,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995
22048082,995,995,995,995,995,1,0,1,995,995,995,995,995,995,0,105,0,0,408.7761592,995,995,995,1,995,0,1,995,995,0,995,,995,0,995,1,995,0,995,995,995,995,,1,0,995,995,0,995,995,995,0,995,995,995,995,995,995,1,0,1,995,0,0,995,995,995,995,0,995
22054001,995,995,995,995,0,996,1,0,995,6,995,995,995,0,0,995,0,0,2313.795349,995,995,995,1,995,0,0,995,0,0,0,,995,0,0,1,995,1,995,995,995,1,,0,0,995,995,0,995,0,995,1,995,995,1,995,995,995,996,0,0,995,1,0,995,995,0,995,0,995
22051011,995,995,995,995,995,995,1,995,995,995,995,995,995,995,0,1,0,0,675.4326853,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,1,995,995,,0,0,995,995,1,995,995,995,0,995,0,995,995,995,1,5,0,0,995,0,995,995,995,995,995,1,0
22036944,995,995,995,995,0,995,995,0,995,6,995,995,995,0,0,100,0,995,9899.544186,995,995,995,1,995,1,0,995,1,995,1,,995,995,0,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,0,995,995,995,1,0,995,995,995,0,1,995,0,6,1,995
22036345,995,995,995,3,995,995,995,995,995,6,995,995,995,995,0,100,1,995,198.8907199,995,995,995,1,0,0,0,995,1,995,995,36061.0,995,995,0,1,995,995,995,1,995,995,,0,0,995,995,0,995,995,2,0,995,0,0,995,995,995,1,0,995,995,995,995,2,995,995,6,1,0
22064867,995,995,995,995,0,995,0,0,995,997,995,995,995,0,0,105,0,0,13788.14378,995,995,995,1,995,0,0,995,1,1,1,,995,0,0,1,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,0,995,995,995,3,0,0,995,0,0,995,995,0,995,1,995
22031565,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,995,0,995,1892.555903,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22019931,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,100,0,995,4005.57549,995,995,995,1,0,0,0,995,0,995,995,,995,995,1,1,995,995,995,0,995,995,121.2,0,0,995,995,0,995,995,995,1,995,0,0,995,995,995,1,0,995,995,995,995,5,995,995,6,1,0
22061511,995,995,995,3,0,995,995,0,995,7,995,995,995,0,1,102,0,995,4403.030253,995,995,995,1,995,0,0,995,1,995,0,,995,995,1,1,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,1,995,995,995,1,0,995,995,995,0,995,995,0,995,0,995
22049298,995,995,995,995,0,105,0,0,995,995,995,995,995,0,0,105,0,0,2136.702705,995,995,995,1,995,0,0,995,995,0,0,,995,0,995,1,995,0,995,995,995,0,,0,0,995,995,0,995,1,995,0,995,995,995,995,995,995,2,0,0,995,0,0,995,995,0,995,1,995
