hh_id,no_freq_bike_nyc_other,school_mode_rail,school_bike_park,home_park_cost,no_bike_share_2,citi_bike_alt_mode,harassment_change_3,bike_purp_2,disability_follow_1,vehicle,kid_mode_scooter,kid_egress,work_mode_bike,no_bike_share_997,race_2,work_mode,second_home,harassment_change_10,person_weight,school_mode_taxi,kid_mode,kid_accompany,person_num,no_bike_nyc_997,share_4,share_3,school_mode_scooter,home_park_1,harassment_change_996,no_bike_share_4,second_home_county,kid_mode_ferry,harassment_change_8,home_park_2,worker,kid_mode_auto,harassment_change_1,kid_mode_bike,no_bike_nyc_1,school_mode_bus,no_bike_share_6,work_park_amount,micromobility_devices_83,share_6,disability_follow_996,work_mode_auto,share_2,school_mode_bike,no_bike_share_5,second_home_freq,share_996,school_mode,no_bike_nyc_2,home_park_3,school_mode_ferry,kid_access,school_in_region,commute_freq,disability,harassment_change_997,kid_mode_bus,harassment_change_4,bike_purp_5,work_park_pay,kid_mode_taxi,no_bike_share_7,work_mode_own,micromobility_devices_996,no_bike_nyc_6
22044933,995,995,995,995,995,995,1,995,995,995,995,995,995,995,0,105,0,0,8327.527948,995,995,995,1,0,0,0,995,995,0,995,,995,1,995,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,1,995,995,995,995,2,0,0,995,0,995,995,995,995,995,1,1
22045149,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,4300.067478,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,1,995,1,995,995,995,995,996,0,995,995,995,995,995,995,995,995,1,0
22009506,995,995,995,995,995,101,995,0,995,7,995,995,995,995,0,101,0,995,414.8430487,995,995,995,1,995,0,1,995,1,995,995,,995,995,0,1,995,995,995,995,995,995,,0,0,995,33,0,995,995,995,0,100,995,0,995,995,1,1,0,995,995,995,0,1,995,995,995,0,995
22005022,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,102,0,995,8779.296318,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,1,995,995,995,1,23,995,,0,0,995,995,0,995,995,995,0,102,0,995,995,995,1,3,0,995,995,995,995,995,995,995,995,1,0
22050272,995,995,995,995,995,105,0,0,995,995,995,995,995,995,0,105,0,0,426.1360353,995,995,995,1,995,0,1,995,995,0,995,,995,0,995,1,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,995,995,995,995,2,0,0,995,1,0,995,995,995,995,1,995
22034272,995,995,995,995,1,995,995,0,995,8,995,995,995,0,0,1,0,995,5889.182315,995,995,995,1,995,0,0,995,1,995,0,,995,995,0,1,995,995,995,995,995,1,,0,0,995,995,0,995,0,995,1,995,995,0,995,995,995,3,0,995,995,995,0,995,995,0,995,1,995
22035740,995,995,995,3,0,995,995,0,995,6,995,995,995,0,0,995,0,995,9935.85336,995,995,995,1,995,0,0,995,1,995,1,,995,995,0,0,995,995,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,0,995,995,995,995,0,995,995,995,0,995,995,0,995,1,995
22011690,995,995,995,995,0,995,0,0,995,995,995,995,995,0,0,995,0,0,1187.985134,995,995,995,1,995,0,0,995,995,0,1,,995,0,995,0,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,995,995,995,995,995,0,0,995,0,0,995,995,0,995,1,995
22036448,995,995,995,3,995,995,995,995,995,6,995,995,995,995,0,100,0,995,483.4414284,995,995,995,1,0,0,0,995,0,995,995,,995,995,1,1,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,1,0,995,995,995,995,5,995,995,6,1,0
22045558,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,105,0,0,678.1009341,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,2,0,0,995,0,995,995,995,995,995,1,0
22033954,995,995,995,3,995,995,0,995,995,6,995,995,995,995,0,105,0,0,198.8704178,995,995,995,1,0,0,0,995,0,0,995,,995,0,1,1,995,0,995,1,995,995,,1,0,995,995,0,995,995,995,0,995,0,0,995,995,995,1,0,0,995,0,995,995,995,995,995,0,0
22020524,995,995,995,995,995,106,995,0,995,6,995,995,995,995,0,995,0,995,1205.547144,995,995,995,1,995,0,0,995,0,995,995,,995,995,0,0,995,995,995,995,995,995,,0,0,995,995,0,995,995,995,1,100,995,1,995,995,0,995,0,995,995,995,0,995,995,995,995,1,995
22044188,995,995,995,3,995,1,0,0,995,6,995,995,995,995,0,995,1,0,1250.937739,995,995,995,1,995,0,1,995,1,0,995,36111.0,995,0,1,1,995,1,995,995,995,995,,0,0,995,995,0,995,995,7,0,995,995,0,995,995,995,995,0,0,995,1,0,995,995,995,995,1,995
22046490,995,995,995,995,995,106,0,1,0,995,995,995,202,995,0,103,0,0,209.2730847,995,995,995,1,995,0,1,995,995,1,995,,995,0,995,1,995,0,995,995,995,995,,0,0,0,995,0,995,995,995,0,995,995,995,995,995,995,3,1,0,995,0,0,995,995,995,995,1,995
22060166,995,995,995,995,995,1,995,0,995,995,995,995,995,995,0,105,1,995,1472.632688,995,995,995,1,995,0,1,995,995,995,995,36047.0,995,995,995,1,995,995,995,995,995,995,,0,0,995,995,0,995,995,1,0,995,995,995,995,995,995,3,0,995,995,995,0,995,995,995,995,1,995
22035138,995,995,995,995,995,995,1,995,995,995,995,995,995,995,0,995,0,0,1328.068107,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,1,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,995,995,0,0,995,1,995,995,995,995,995,1,0
22045118,995,995,995,995,995,1,1,0,995,995,995,995,995,995,0,995,0,1,2636.939724,995,995,995,1,995,0,1,995,995,0,995,,995,0,995,0,995,1,995,995,995,995,,0,0,995,995,1,995,995,995,0,995,995,995,995,995,995,995,0,0,995,1,0,995,995,995,995,1,995
22058861,995,995,995,995,995,105,995,0,995,6,995,995,995,995,0,100,1,995,13159.79324,995,995,995,1,995,0,1,995,0,995,995,36105.0,995,995,0,1,995,995,995,995,995,995,131.35,1,0,995,995,0,995,995,6,0,995,995,1,995,995,995,3,0,995,995,995,0,3,995,995,6,0,995
22058712,995,995,995,995,995,995,995,995,0,995,995,995,995,995,0,995,0,995,10875.1899,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,0,995,995,,0,0,0,995,0,995,995,995,1,995,0,995,995,995,995,995,1,995,995,995,995,995,995,995,995,1,0
22061024,995,995,995,995,0,995,0,0,995,6,995,995,2,0,0,103,0,0,7096.994792,995,995,995,1,995,0,0,995,0,0,1,,995,0,0,1,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,1,995,995,1,995,995,995,1,0,0,995,1,0,995,995,0,995,1,995
22018492,995,30,995,995,995,995,1,995,995,995,995,995,995,995,0,995,0,0,3270.768154,995,995,995,1,1,0,0,995,995,0,995,,995,0,995,0,995,1,995,0,995,995,,0,0,995,995,0,995,995,995,0,105,0,995,995,995,1,995,0,0,995,0,995,995,995,995,995,1,0
22046937,995,995,995,3,0,995,0,0,995,6,995,995,995,0,0,100,0,0,4091.453087,995,995,995,1,995,0,0,995,1,1,0,,995,0,0,1,995,0,995,995,995,1,,0,0,995,995,0,995,0,995,0,995,995,0,995,995,995,4,0,0,995,0,0,1,995,0,6,1,995
22039664,995,995,995,3,995,995,995,995,995,6,995,995,995,995,0,995,0,995,283.1452141,995,995,995,1,0,0,0,995,1,995,995,,995,995,0,1,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,0,995,995,995,995,0,995,995,995,995,995,995,995,995,1,0
22027849,995,995,995,995,995,995,995,995,995,6,995,995,995,995,0,100,0,995,318.9247885,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,1,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,1,995,995,995,1,0,995,995,995,995,1,995,995,6,1,0
22050547,995,995,995,995,995,1,0,0,995,995,995,995,995,995,1,995,0,0,1803.138679,995,995,995,1,995,0,1,995,995,1,995,,995,0,995,1,995,0,995,995,995,995,,0,1,995,995,1,995,995,995,0,995,995,995,995,995,995,995,0,0,995,0,0,995,995,995,995,0,995
22033093,995,995,995,4,995,995,0,995,995,996,995,995,995,995,0,105,0,0,3492.157507,995,995,995,1,0,0,0,995,0,0,995,,995,0,1,1,995,0,995,1,995,995,,0,0,995,995,0,995,995,995,0,995,0,1,995,995,995,1,0,0,995,0,995,995,995,995,995,1,0
22064666,995,995,995,995,0,995,0,0,995,6,995,995,995,0,0,105,0,0,2969.398012,995,995,995,1,995,0,0,995,0,0,1,,995,0,0,1,995,0,995,995,995,0,,0,0,995,995,0,995,0,995,0,995,995,1,995,995,995,3,0,0,995,0,0,995,995,0,995,1,995
22017004,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,0,995,2010.848496,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,1,995,995,995,995,995,999,995,995,995,995,995,995,995,995,1,0
22042364,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,1,0,0,268.4498114,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,1,995,0,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,995,995,995,995,2,0,0,995,0,995,995,995,995,995,1,0
22029513,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,0,995,448.0434913,995,995,995,1,0,0,0,995,995,995,995,,995,995,995,0,995,995,995,1,995,995,,0,0,995,995,0,995,995,995,1,995,0,995,995,995,0,995,0,995,995,995,995,995,995,995,995,1,0
22042707,995,995,995,995,995,1,0,0,995,995,995,995,995,995,0,995,0,0,1780.817116,995,995,995,1,995,0,0,995,995,0,995,,995,0,995,0,995,0,995,995,995,995,,0,0,995,995,0,995,995,995,0,995,995,995,995,995,1,995,0,0,995,0,0,995,995,995,995,1,995
22039724,995,995,995,995,995,995,995,995,995,997,995,995,995,995,0,995,0,995,1602.707546,995,995,995,1,0,0,0,995,0,995,995,,995,995,0,0,995,995,995,0,995,995,,0,0,995,995,0,995,995,995,0,995,0,1,995,995,995,995,999,995,995,995,995,995,995,995,995,1,0
22045708,995,995,995,995,995,995,1,995,0,995,995,995,995,995,0,995,0,1,794.0244391,995,995,995,1,0,0,0,995,995,0,995,,995,0,995,0,995,1,995,1,995,995,,0,0,0,995,0,995,995,995,0,995,0,995,995,995,995,995,1,0,995,1,995,995,995,995,995,1,0
22003059,995,995,995,995,995,995,0,995,995,995,995,995,995,995,0,102,1,0,1796.557326,995,995,995,1,0,0,0,995,995,0,995,36061.0,995,0,995,1,995,1,995,0,995,995,,0,0,995,995,0,995,995,1,0,995,0,995,995,995,995,1,0,0,995,1,995,995,995,995,995,1,0
