mar,totalworkhrs_pu,est_ficatax,est_childcare,wkhp,mrgp_adj,ssip_adj,wgtp,nycgov_rel,ssp_adj,est_moop
5,1,5037.625,0.0,0,0.0,0.0,63,2,0.0,841.0
5,3,1495.7871,0.0,0,4052.3879,0.0,145,2,0.0,390.0
1,3,11625.288,0.0,40,4558.9365,0.0,96,0,0.0,4919.7998
1,4,1689.5419,0.0,0,3241.9104,0.0,336,1,0.0,2433.96
5,3,5812.644,0.0,40,0.0,0.0,93,0,0.0,222.0
1,3,2867.571,0.0,40,0.0,0.0,140,12,0.0,6668.04
1,1,11237.778,0.0,47,0.0,0.0,204,0,0.0,3127.3601
1,1,7796.6934,0.0,20,0.0,0.0,44,2,0.0,2367.8
5,1,16662.912,6096.4741,0,0.0,0.0,98,2,0.0,11727.0
1,4,2325.0576,0.0,12,0.0,0.0,128,0,0.0,1498.0
5,2,5657.6401,0.0,60,0.0,0.0,42,0,0.0,6887.96
1,4,620.01538,0.0,32,2431.4329,0.0,78,12,0.0,40.0
1,3,5115.127,0.0,35,0.0,0.0,69,0,0.0,5911.0
3,5,0.0,0.0,0,0.0,0.0,166,0,14183.358,48.0
5,1,5425.1343,0.0,0,0.0,0.0,123,2,0.0,11256.0
5,5,0.0,0.0,0,2330.123,0.0,158,2,0.0,2507.0
3,5,0.0,0.0,0,0.0,0.0,60,0,9320.4922,182.0
5,5,0.0,0.0,0,0.0,0.0,659,2,0.0,2.0
2,3,5580.1382,0.0,0,0.0,0.0,100,4,8510.0146,11733.48
1,1,20687.123,0.0,28,1823.5746,0.0,70,1,0.0,5535.0
5,3,5868.9878,0.0,0,3343.2202,0.0,156,2,0.0,4126.3599
5,1,23560.584,0.0,50,2634.0522,0.0,65,0,0.0,5901.0
5,1,18290.453,0.0,0,0.0,0.0,131,2,0.0,15392.0
1,4,3875.0959,0.0,0,0.0,0.0,99,0,0.0,211.0
1,2,9067.7246,0.0,35,0.0,0.0,47,1,0.0,2803.0
5,5,0.0,0.0,0,0.0,0.0,157,0,0.0,2836.0
1,2,9896.9951,0.0,0,0.0,0.0,36,1,0.0,4049.96
1,1,7052.6748,0.0,40,202.6194,0.0,53,0,0.0,2036.0
5,4,162.75403,0.0,0,1620.9552,0.0,147,2,0.0,2615.0
5,3,5812.644,0.0,40,0.0,0.0,97,9,0.0,1929.0
5,2,4495.1113,0.0,0,0.0,0.0,91,2,0.0,364.0
2,1,5363.1328,0.0,0,0.0,2532.7424,233,4,5065.4849,7010.0
5,1,7509.936,4470.7476,0,0.0,0.0,143,5,0.0,5.0
5,1,15965.396,0.0,40,0.0,0.0,49,3,0.0,17067.641
1,5,0.0,0.0,0,0.0,0.0,132,1,16209.552,1295.6801
5,5,0.0,0.0,0,0.0,16412.172,105,0,0.0,106.0
5,1,15887.894,0.0,70,0.0,0.0,134,0,0.0,1018.0
1,3,9687.7402,0.0,0,1823.5746,0.0,52,1,0.0,13231.0
5,3,12245.304,0.0,45,0.0,0.0,86,0,0.0,1031.0
1,1,3487.5864,0.0,40,0.0,0.0,41,0,0.0,216.0
1,2,3022.575,0.0,0,0.0,7294.2983,102,1,14588.597,7341.3599
5,3,5580.1382,0.0,40,0.0,0.0,100,7,0.0,11733.48
5,1,7052.6748,0.0,0,202.6194,0.0,53,2,0.0,2036.0
1,3,51151.266,10414.81,0,0.0,0.0,131,1,0.0,5170.0
5,1,7517.6865,0.0,40,2735.3618,0.0,79,2,0.0,3989.8
5,1,1945.2982,0.0,0,0.0,0.0,30,2,0.0,848.0
1,2,3022.575,0.0,60,0.0,0.0,102,0,0.0,7341.3599
1,1,16561.695,33022.566,50,101.3097,0.0,151,0,0.0,11504.0
5,3,9687.7402,0.0,0,1823.5746,0.0,52,2,0.0,13231.0
5,2,4650.1152,0.0,50,0.0,0.0,579,0,0.0,1712.0
5,3,9300.2305,0.0,40,0.0,0.0,50,0,0.0,7720.04
1,1,6975.1729,5080.395,40,0.0,0.0,143,1,0.0,6161.04
2,5,0.0,0.0,0,0.0,0.0,79,0,15601.693,480.0
1,5,0.0,0.0,0,0.0,0.0,79,1,0.0,1090.76
5,3,5037.625,0.0,40,0.0,0.0,209,9,0.0,4834.5601
3,3,4960.123,0.0,45,0.0,0.0,307,0,0.0,13352.0
5,1,9842.7441,0.0,35,3039.291,0.0,109,2,0.0,6558.04
5,1,7509.936,4470.7476,40,0.0,0.0,143,2,0.0,5.0
5,4,3100.0769,0.0,16,2532.7424,0.0,61,2,0.0,6613.0
5,3,3952.5979,5334.4146,40,0.0,0.0,84,0,0.0,5569.0
1,1,6742.667,0.0,40,405.2388,0.0,62,0,17020.029,13958.6
5,3,2834.2451,0.0,0,0.0,0.0,47,2,0.0,3487.9199
5,1,2604.0645,0.0,0,1924.8843,0.0,94,2,0.0,7590.0
1,3,2635.0652,0.0,0,0.0,0.0,210,1,0.0,203.0
5,1,10230.254,13442.726,0,1924.8843,0.0,61,2,0.0,4862.04
5,5,0.0,0.0,0,0.0,9928.3506,111,0,0.0,83.0
5,4,906.30743,0.0,20,0.0,0.0,72,0,0.0,2621.0
1,2,51228.77,0.0,45,607.85822,0.0,42,0,0.0,17434.0
2,1,5187.9785,0.0,48,0.0,0.0,133,0,2228.8135,3931.8
4,3,1937.548,0.0,40,0.0,0.0,266,9,0.0,0.0
5,4,581.2644,0.0,0,0.0,0.0,524,2,0.0,964.0
1,2,9300.2305,0.0,0,891.52533,0.0,80,0,0.0,7130.6001
1,1,7490.1733,0.0,40,0.0,0.0,454,1,0.0,7291.0
2,5,0.0,0.0,0,0.0,9117.873,500,4,0.0,4741.04
5,1,10462.759,42472.102,0,0.0,0.0,56,2,0.0,2959.3
5,3,1495.7871,0.0,0,4052.3879,0.0,145,2,0.0,390.0
1,4,5967.6479,0.0,0,3444.5298,3444.5298,44,1,4457.627,9744.7998
1,1,14957.871,0.0,50,0.0,0.0,44,1,0.0,5052.0
1,1,15198.127,0.0,40,0.0,0.0,109,0,0.0,2613.0
1,4,775.01923,0.0,0,0.0,0.0,61,0,0.0,4300.0
2,3,8912.7207,0.0,0,0.0,0.0,44,0,22490.754,7863.04
5,1,7285.1807,0.0,0,1722.2649,0.0,52,2,0.0,5443.96
5,5,0.0,0.0,0,0.0,0.0,230,0,17020.029,29.0
1,4,1689.5419,0.0,34,3241.9104,0.0,336,0,0.0,2433.96
5,3,2325.0576,0.0,40,0.0,0.0,210,0,0.0,3820.0
3,5,0.0,0.0,0,0.0,0.0,260,0,8712.6338,644.79999
5,3,5518.1367,0.0,40,0.0,0.0,36,10,0.0,4346.0
1,5,0.0,0.0,0,1418.3358,0.0,66,0,0.0,2958.0
5,3,4030.0999,0.0,35,0.0,0.0,85,0,0.0,36936.801
5,4,1937.548,10160.79,25,0.0,0.0,565,0,0.0,404.0
5,3,2092.5518,0.0,0,0.0,0.0,44,2,0.0,4339.3198
1,1,14957.871,0.0,30,0.0,0.0,44,0,0.0,5052.0
5,1,7509.936,4470.7476,36,0.0,0.0,143,2,0.0,5.0
5,1,8022.2236,0.0,0,0.0,0.0,175,2,0.0,12013.0
1,2,4572.6133,0.0,28,0.0,0.0,28,1,0.0,2498.8
5,3,5735.1421,0.0,0,0.0,0.0,170,2,0.0,3622.0
5,3,1860.0461,0.0,40,0.0,0.0,152,0,0.0,478.0
5,2,6265.7979,0.0,50,0.0,0.0,67,10,0.0,4003.6799
1,1,5425.1343,0.0,35,0.0,0.0,123,0,0.0,11256.0
2,5,0.0,0.0,0,0.0,0.0,63,0,22794.682,1174.6801
3,2,5115.127,0.0,35,0.0,0.0,61,0,0.0,8554.0
5,1,10602.263,0.0,0,0.0,0.0,51,7,0.0,28077.48
5,3,6587.6631,0.0,40,0.0,0.0,97,9,0.0,3597.04
5,1,21843.684,0.0,70,3140.6006,0.0,94,0,0.0,4037.0
1,1,7796.6934,0.0,0,0.0,0.0,44,0,22288.135,2367.8
5,1,6975.1729,0.0,40,0.0,0.0,194,0,0.0,849.0
1,5,0.0,0.0,0,0.0,0.0,37,0,12157.164,3477.6799
1,1,6796.9185,0.0,45,0.0,0.0,107,0,0.0,6939.0
1,4,3875.0959,0.0,40,0.0,0.0,99,1,0.0,211.0
1,1,7490.1733,0.0,40,0.0,0.0,454,0,0.0,7291.0
1,3,8602.7129,0.0,0,0.0,0.0,87,1,0.0,2539.0
3,1,18290.453,0.0,55,0.0,0.0,131,0,0.0,15392.0
2,5,0.0,0.0,0,2330.123,0.0,158,0,12157.164,2507.0
1,4,736.26825,0.0,0,0.0,0.0,177,1,0.0,0.0
1,1,4417.6094,0.0,50,0.0,0.0,44,0,0.0,1850.02
3,5,0.0,0.0,0,0.0,0.0,90,0,0.0,0.0
5,2,5478.3315,0.0,0,0.0,0.0,97,5,0.0,5068.0
5,1,7285.1807,0.0,0,1722.2649,0.0,52,2,0.0,5443.96
5,1,6975.1729,5080.395,0,0.0,0.0,143,2,0.0,6161.04
5,2,1844.5457,0.0,0,0.0,0.0,38,2,0.0,868.0
3,4,0.0,0.0,4,0.0,6078.582,141,9,0.0,2943.02
3,4,10735.953,0.0,20,0.0,0.0,166,0,0.0,760.0
5,5,0.0,0.0,0,0.0,0.0,109,0,11549.306,2096.0
5,4,3100.0769,0.0,0,2532.7424,0.0,61,2,0.0,6613.0
1,2,6045.1499,0.0,50,0.0,0.0,84,0,0.0,2427.04
2,5,0.0,0.0,0,0.0,24922.186,325,0,35458.395,153.0
4,3,2146.8032,0.0,0,293.79813,6078.582,36,2,810.4776,133.0
1,3,2790.0691,0.0,40,0.0,0.0,61,0,0.0,2011.96
5,1,15732.89,0.0,20,2532.7424,0.0,98,2,0.0,19986.0
5,1,5812.644,0.0,0,0.0,0.0,80,2,0.0,3332.0
5,2,51228.77,0.0,0,607.85822,0.0,42,2,0.0,17434.0
5,5,0.0,0.0,0,0.0,0.0,58,2,0.0,0.0
5,4,620.01538,0.0,0,1215.7164,0.0,88,2,0.0,121.0
1,3,4650.1152,0.0,40,0.0,0.0,83,0,0.0,8253.96
1,4,465.01154,0.0,16,0.0,0.0,228,0,26239.213,4187.6802
5,5,0.0,0.0,0,2735.3618,0.0,106,0,14183.358,5585.3599
5,1,2604.0645,0.0,0,1924.8843,0.0,94,2,0.0,7590.0
5,1,24413.105,5080.395,0,0.0,0.0,59,2,0.0,11636.0
1,1,24025.596,38102.961,35,0.0,0.0,538,1,0.0,15498.0
5,3,2402.5596,0.0,35,0.0,0.0,59,0,0.0,3459.04
5,5,0.0,0.0,0,0.0,0.0,58,0,0.0,0.0
1,1,74401.844,0.0,90,0.0,0.0,131,1,0.0,4880.0
5,2,3100.0769,0.0,60,0.0,0.0,214,0,0.0,629.03998
1,1,7502.186,0.0,40,0.0,0.0,190,1,0.0,2808.0
5,3,1550.0385,3810.2961,0,0.0,0.0,217,2,0.0,1609.36
2,5,0.0,0.0,0,0.0,0.0,38,0,20261.939,1553.0
5,5,0.0,0.0,0,0.0,0.0,89,2,0.0,1334.36
1,1,5037.625,0.0,40,0.0,0.0,63,1,0.0,841.0
1,3,5735.1421,0.0,40,0.0,0.0,170,0,0.0,3622.0
5,3,3022.575,0.0,35,0.0,0.0,308,0,0.0,2873.96
5,5,0.0,0.0,0,0.0,0.0,184,2,0.0,0.0
1,3,2402.5596,0.0,40,3647.1492,0.0,45,6,0.0,5076.6802
5,4,775.01923,0.0,0,0.0,0.0,88,2,0.0,2.0
5,1,6796.9185,0.0,0,0.0,0.0,107,2,0.0,6939.0
5,2,9765.2422,0.0,60,0.0,0.0,95,0,0.0,2642.8
1,1,7052.6748,0.0,40,202.6194,0.0,53,1,0.0,2036.0
1,2,2349.1995,0.0,0,0.0,0.0,100,1,0.0,232.0
5,2,1844.5457,0.0,0,0.0,0.0,38,2,0.0,868.0
5,2,1550.0385,0.0,0,0.0,0.0,102,0,0.0,0.0
1,3,4518.3618,0.0,50,0.0,0.0,79,1,0.0,530.0
1,2,13717.84,0.0,40,0.0,0.0,45,1,0.0,9773.04
5,5,0.0,0.0,0,0.0,0.0,149,7,0.0,93.0
3,5,0.0,0.0,0,0.0,8915.2539,201,0,0.0,25.0
5,2,1717.7526,0.0,0,0.0,0.0,51,10,0.0,3685.0
2,5,0.0,0.0,0,0.0,0.0,122,0,18235.746,7856.96
1,4,441.76096,0.0,40,0.0,0.0,41,8,0.0,255.0
1,1,74401.844,0.0,80,0.0,0.0,131,0,0.0,4880.0
1,1,2394.8093,0.0,75,0.0,0.0,124,1,0.0,2246.0
1,1,6355.1577,0.0,37,1317.0261,0.0,80,1,0.0,5963.0
5,5,0.0,0.0,0,0.0,0.0,367,5,0.0,8.0
1,2,4572.6133,0.0,40,0.0,0.0,28,0,4255.0073,2498.8
1,1,13640.338,0.0,0,0.0,0.0,101,1,0.0,1967.0
1,1,10230.254,13442.726,40,1924.8843,0.0,61,1,0.0,4862.04
5,2,9896.9951,0.0,35,0.0,0.0,36,2,0.0,4049.96
5,3,6200.1538,0.0,0,0.0,0.0,193,2,0.0,7479.0
5,3,2790.0691,0.0,0,0.0,0.0,61,2,0.0,2011.96
5,2,5115.127,0.0,28,0.0,0.0,61,2,0.0,8554.0
1,1,5277.8809,0.0,40,0.0,0.0,137,1,0.0,4811.04
5,4,3487.5864,0.0,30,0.0,0.0,144,0,23301.23,8304.7998
2,3,23638.086,0.0,45,2735.3618,0.0,166,0,0.0,4940.7998
1,5,0.0,0.0,0,0.0,0.0,337,0,8510.0146,4260.3599
5,5,0.0,0.0,0,2431.4329,0.0,78,12,0.0,5071.6802
1,3,3578.6511,0.0,50,0.0,0.0,84,0,0.0,0.0
5,1,8022.2236,0.0,0,0.0,0.0,175,2,0.0,12013.0
1,4,5967.6479,0.0,30,3444.5298,0.0,44,0,27556.238,9744.7998
5,3,4650.1152,0.0,0,0.0,0.0,83,2,0.0,8253.96
1,2,8215.2031,0.0,40,0.0,0.0,103,0,0.0,8995.96
1,1,6796.9185,0.0,40,0.0,0.0,107,1,0.0,6939.0
1,3,8602.7129,0.0,40,0.0,0.0,87,0,0.0,2539.0
3,5,0.0,0.0,0,0.0,0.0,106,0,0.0,134.0
1,1,4805.1191,0.0,45,0.0,0.0,51,1,0.0,11036.0
5,4,1937.548,0.0,0,0.0,0.0,143,2,0.0,189.0
1,1,10230.254,13442.726,0,1924.8843,0.0,61,6,0.0,4862.04
1,2,13950.346,0.0,60,2532.7424,0.0,181,0,0.0,4766.7998
1,1,15895.644,0.0,0,2026.194,0.0,110,1,0.0,10376.0
5,3,9687.7402,0.0,40,0.0,0.0,97,9,0.0,2194.0
5,3,3952.5979,5334.4146,0,0.0,0.0,84,2,0.0,5569.0
5,5,0.0,0.0,0,2735.3618,0.0,106,7,0.0,5585.3599
1,3,2402.5596,0.0,40,3647.1492,0.0,45,1,10130.97,5076.6802
5,2,3797.594,0.0,60,0.0,0.0,77,9,0.0,932.0
1,1,10784.393,0.0,40,2431.4329,0.0,31,1,0.0,8454.04
1,1,52582.727,9957.5742,50,7091.6792,0.0,139,0,0.0,40959.961
5,4,124.00307,0.0,16,0.0,0.0,152,0,0.0,10.0
5,3,1495.7871,0.0,0,4052.3879,0.0,145,2,0.0,390.0
5,5,0.0,0.0,0,0.0,0.0,201,2,0.0,25.0
