recordid,address,y,:@computed_region_f5dn_yrer,:@computed_region_efsh_h5xi,zip_new,house_number,borough,cb_new,location,support_structure,nta_2010
572,148 SPRING ST,203142.2476,57.0,12075.0,10012,148.0,Manhattan,102,"{'latitude': '40.724255', 'longitude': '-74.001312'}",,MN24
884,225 E 10 ST,204947.9313,70.0,11724.0,10003,225.0,Manhattan,103,"{'latitude': '40.72921', 'longitude': '-73.985468'}",,MN22
568,100 VARICK ST,203037.7845,57.0,12076.0,10013,100.0,Manhattan,102,"{'latitude': '40.723968', 'longitude': '-74.00609'}",,MN24
691,38 WEST ST,197002.675,56.0,10367.0,10006,38.0,Manhattan,101,"{'latitude': '40.707402', 'longitude': '-74.015628'}",,MN25
188,295 GREENWICH ST,200146.9039,56.0,11728.0,10007,295.0,Manhattan,101,"{'latitude': '40.716033', 'longitude': '-74.01102'}",,MN24
792,311 E 9 ST,204899.6399,70.0,11724.0,10003,311.0,Manhattan,103,"{'latitude': '40.729078', 'longitude': '-73.986969'}",,MN22
704,38 WEST ST,197002.675,56.0,10367.0,10006,38.0,Manhattan,101,"{'latitude': '40.707402', 'longitude': '-74.015628'}",,MN25
480,24 CHARLTON ST,204156.5049,57.0,12077.0,10014,24.0,Manhattan,102,"{'latitude': '40.727039', 'longitude': '-74.004306'}",,MN24
686,38 WEST ST,197002.675,56.0,10367.0,10006,38.0,Manhattan,101,"{'latitude': '40.707402', 'longitude': '-74.015628'}",,MN25
514,47 KING ST,204442.4793,57.0,12077.0,10014,47.0,Manhattan,102,"{'latitude': '40.727824', 'longitude': '-74.004877'}",,MN24
58,361 GREENWICH ST,201257.7466,56.0,12076.0,10013,361.0,Manhattan,101,"{'latitude': '40.719082', 'longitude': '-74.010354'}",,MN24
479,22 CHARLTON ST,204153.9209,57.0,12077.0,10014,22.0,Manhattan,102,"{'latitude': '40.727032', 'longitude': '-74.004231'}",,MN24
566,100 VARICK ST,203037.7845,57.0,12076.0,10013,100.0,Manhattan,102,"{'latitude': '40.723968', 'longitude': '-74.00609'}",,MN24
866,103 E 10 ST,205489.0928,70.0,11724.0,10003,103.0,Manhattan,103,"{'latitude': '40.730696', 'longitude': '-73.989'}",,MN22
757,122 ELIZABETH ST,201345.0,57.0,12076.0,10013,122.0,Manhattan,102,"{'latitude': '40.719322', 'longitude': '-73.99548'}",,MN24
253,83 MURRAY ST,199700.4159,56.0,11728.0,10007,83.0,Manhattan,101,"{'latitude': '40.714808', 'longitude': '-74.011115'}",Stakes / Wires,MN24
22,33 HARRISON ST,201165.94,56.0,12076.0,10013,33.0,Manhattan,101,"{'latitude': '40.71883', 'longitude': '-74.010636'}",,MN24
314,210 SPRING ST,203547.3396,57.0,12075.0,10012,210.0,Manhattan,102,"{'latitude': '40.725367', 'longitude': '-74.003668'}",,MN24
464,161 Avenue of the Amer,203630.6879,57.0,12075.0,10013,161.0,Manhattan,102,"{'latitude': '40.725596', 'longitude': '-74.003992'}",,MN24
159,199 CHAMBERS ST,200470.0634,56.0,12076.0,10013,199.0,Manhattan,101,"{'latitude': '40.71692', 'longitude': '-74.012281'}",,MN24
40200,40-044 W 111 ST,1.0,,,10026,,Manhattan,110,"{'latitude': '1.0', 'longitude': '1.0'}",,MN11
963,233 E 14 ST,206320.7266,71.0,11724.0,10003,233.0,Manhattan,106,"{'latitude': '40.732979', 'longitude': '-73.986436'}",,MN21
190,295 GREENWICH ST,200146.9039,56.0,11728.0,10007,295.0,Manhattan,101,"{'latitude': '40.716033', 'longitude': '-74.01102'}",,MN24
386,160 Avenue of the Amer,203549.7858,57.0,12075.0,10013,160.0,Manhattan,102,"{'latitude': '40.725374', 'longitude': '-74.004066'}",,MN24
815,35 STUYVESANT ST,205208.425,70.0,11724.0,10003,35.0,Manhattan,103,"{'latitude': '40.729926', 'longitude': '-73.987868'}",,MN22
413,185 W HOUSTON ST,204652.6525,57.0,12077.0,10014,185.0,Manhattan,102,"{'latitude': '40.728401', 'longitude': '-74.003223'}",,MN24
495,21 CHARLTON ST,204148.4733,57.0,12077.0,10014,21.0,Manhattan,102,"{'latitude': '40.727017', 'longitude': '-74.004072'}",,MN24
344,80 VARICK ST,202732.4202,57.0,12076.0,10013,80.0,Manhattan,102,"{'latitude': '40.72313', 'longitude': '-74.006232'}",,MN24
779,21 SPRING ST,202133.2824,57.0,12075.0,10012,21.0,Manhattan,102,"{'latitude': '40.721486', 'longitude': '-73.995137'}",,MN24
309,186 SPRING ST,203401.096,57.0,12075.0,10012,186.0,Manhattan,102,"{'latitude': '40.724966', 'longitude': '-74.002794'}",,MN24
666,260 W BROADWAY,201702.5606,56.0,12076.0,10013,260.0,Manhattan,101,"{'latitude': '40.720303', 'longitude': '-74.005466'}",,MN24
129,134 READE ST,200253.7415,56.0,12076.0,10013,134.0,Manhattan,101,"{'latitude': '40.716327', 'longitude': '-74.009513'}",,MN24
668,260 W BROADWAY,201702.5606,56.0,12076.0,10013,260.0,Manhattan,101,"{'latitude': '40.720303', 'longitude': '-74.005466'}",,MN24
880,240 E 10 ST,204823.6472,70.0,11724.0,10003,240.0,Manhattan,103,"{'latitude': '40.728869', 'longitude': '-73.984661'}",,MN22
100,335 GREENWICH ST,200863.4074,56.0,12076.0,10013,335.0,Manhattan,101,"{'latitude': '40.718', 'longitude': '-74.010556'}",,MN24
373,550 BROOME ST,203167.6071,57.0,12076.0,10013,550.0,Manhattan,102,"{'latitude': '40.724325', 'longitude': '-74.005544'}",,MN24
87,105 DUANE ST,199968.619,56.0,11728.0,10007,105.0,Manhattan,101,"{'latitude': '40.715544', 'longitude': '-74.006097'}",,MN24
463,110 Avenue of the Amer,202915.9851,57.0,12076.0,10013,110.0,Manhattan,102,"{'latitude': '40.723634', 'longitude': '-74.004784'}",,MN24
331,72-074 THOMPSON ST,1.0,,,10012,,Manhattan,102,"{'latitude': '1.0', 'longitude': '1.0'}",,MN24
214,101 BARCLAY ST,199311.4118,56.0,11728.0,10007,101.0,Manhattan,101,"{'latitude': '40.71374', 'longitude': '-74.011889'}",,MN24
471,17 VAN DAM ST,203898.228,57.0,12076.0,10013,17.0,Manhattan,102,"{'latitude': '40.72633', 'longitude': '-74.004449'}",,MN24
120,2 LAFAYETTE ST,199274.8349,56.0,11728.0,10007,2.0,Manhattan,101,"{'latitude': '40.71364', 'longitude': '-74.003618'}",,MN24
619,12 SPRING ST,202066.9601,57.0,12075.0,10012,12.0,Manhattan,102,"{'latitude': '40.721304', 'longitude': '-73.99469'}",,MN24
21,33 HARRISON ST,201165.94,56.0,12076.0,10013,33.0,Manhattan,101,"{'latitude': '40.71883', 'longitude': '-74.010636'}",,MN24
706,38 WEST ST,197002.675,56.0,10367.0,10006,38.0,Manhattan,101,"{'latitude': '40.707402', 'longitude': '-74.015628'}",,MN25
71,290 BROADWAY,199680.6589,56.0,11728.0,10007,290.0,Manhattan,101,"{'latitude': '40.714754', 'longitude': '-74.005823'}",,MN24
107,323A GREENWICH ST,200667.0301,56.0,12076.0,10013,,Manhattan,101,"{'latitude': '40.717461', 'longitude': '-74.010694'}",,MN24
271,30 GRAND ST,202611.8269,57.0,12076.0,10013,30.0,Manhattan,102,"{'latitude': '40.722799', 'longitude': '-74.004602'}",,MN24
870,212 E 10 ST,205013.6042,70.0,11724.0,10003,212.0,Manhattan,103,"{'latitude': '40.729391', 'longitude': '-73.985895'}",,MN22
442,560 WASHINGTON ST,204754.044,57.0,12077.0,10014,560.0,Manhattan,102,"{'latitude': '40.728679', 'longitude': '-74.009435'}",,MN24
103,335 GREENWICH ST,200863.4074,56.0,12076.0,10013,335.0,Manhattan,101,"{'latitude': '40.718', 'longitude': '-74.010556'}",,MN24
