fy_2016_tco2e,source,fy_2024_consumed,fy_2006_source_mmbtu
96667.28,Gasoline,31863040.39,1728913.89
0.05,Biodiesel,23248.99,0.0
97198.13,CH4,76091.52,0.0
0.0,#4 fuel oil,0.0,44033.55
0.0,Kerosene,0.0,0.0
3615.61,#6 fuel oil,0.0,2996839.38
0.0,#6 fuel oil,0.0,0.0
134436.3,CH4,1704.85,0.0
139582.95,#4 fuel oil,20926564.14,1259929.24
