latitude,longitude,manhattan_condominiums_comparable_properties_gross_income_per_sqft,comparable_rental_1_gross_income_per_sqft,comparable_rental_1_year_built,comparable_rental_1_gross_sqft,manhattan_condominiums_comparable_properties_year_built,comparable_rental_3_net_operating_income,comparable_rental_1_boro_block_lot,bbl,manhattan_condominiums_comparable_properties_building_classification,comparable_rental_2_gross_sqft,community_board,comparable_rental_2_year_built,comparable_rental_3_expense_per_sqft,comparable_rental_3_boro_block_lot
40.709097,-74.017104,41.58,49.57,2004,278142,1986.0,"1,454,260",1-00016-0185,1000167507.0,R4-CONDOMINIUM,356483.0,1.0,2004.0,11.06,1-00065-0010
40.766048,-73.971401,36.73,36.64,1926,9185,1910.0, ,1-01124-0051,1013777503.0,R4-CONDOMINIUM,27124.0,8.0,1920.0, ,
40.724164,-74.009423,37.13,31.97,1900,26712,1920.0,"700,871",1-00220-0027,1005957502.0,R4-CONDOMINIUM,44256.0,1.0,1920.0,8.96,1-00504-0019
40.786199,-73.97751,40.03,45.7,1982,288631,1985.0, ,1-01228-0061,1012317501.0,R4-CONDOMINIUM,239598.0,7.0,1986.0, ,
40.706531,-74.011022,42.28,42.28,1930,290116,1914.0,"10,110,341",1-00042-0001,1000267501.0,R4-CONDOMINIUM,159000.0,1.0,1900.0,13.22,1-00016-0185
40.748175,-74.003829,44.7,47.2,1999,68260,2004.0, ,1-00717-0077,1006957504.0,R4-CONDOMINIUM,58394.0,4.0,1999.0, ,
40.739433,-73.990351,34.22,36.21,1925,12844,1908.0, ,1-00850-0018,1008497502.0,R4-CONDOMINIUM,78646.0,5.0,1911.0, ,
40.772212,-73.980197,35.59,48.22,1977,56073,1939.0, ,1-01309-0008,1011187501.0,R4-CONDOMINIUM,19931.0,7.0,1950.0, ,
40.792025,-73.975161,36.22,45.03,1912,64598,1913.0, ,1-01251-0063,1012397501.0,R4-CONDOMINIUM,67954.0,7.0,1920.0, ,
40.70935,-74.00861,29.72,35.98,1900,58354,1920.0, ,1-00065-0010,1000657501.0,R9-CONDOMINIUM,31118.0,1.0,1900.0, ,
40.763116,-73.978063,38.2,42.0,1954,165078,1963.0,"5,177,845",1-01030-0019,1012717501.0,R4-CONDOMINIUM,107485.0,5.0,1940.0,8.9,1-01023-0061
