person_id,hh_id,bike_type_borrowed,student,bike_purpose_work,shopping_food_grocery_pick,reduced_vehicle_parking,delivery_home,disability_none_cms,employment_change_increased,bike_purpose_recreation_cms,modes_used_june_subway,move_elsewhere,bike_type_bike_share,modes_used_june_ferry,attitude_walk,modes_used_scooter,work_return_barriers_family,bike_purpose_visit_friend,changed_other,changed_student,reduced_vehicle_nyc_driving,bike_purpose_shopping,employment_before,exercise_open_street,trip_purpose_work,disability_mobility_cms,medical_appointment,employment_change_furloughed_1,changed_vehicles,income,age_18_64,modes_used_june_rail,modes_used_subway,gender_cms,modes_used_ferry,reduced_vehicle_carshare,employment_change_furloughed,exercise_other,modes_used_tnc,work_covid_protocols_telework,delivery_small_retailer,modes_used_june_tnc,trip_purpose_other,shopping_food_grocery_delivery,shopping_food_in_store,delivery_other_location,race_native_hawaiian_cms
1946414201,19464142,995,995,995,0,995,1,1,995,1,0,995,995,0,3,0,995,995,0,0,995,995,6,0,5,0,0,995,0,1,0,0,0,2,0,995,995,1,0,0,0,0,0,0,2,0,0
1994911901,19949119,995,995,995,0,995,0,1,995,995,0,995,995,0,1,0,995,995,0,0,995,995,1,0,5,0,1,995,0,4,1,0,0,2,0,995,995,0,0,0,0,0,0,0,3,1,0
1923089801,19230898,0,995,1,0,995,0,1,995,1,0,995,1,0,1,0,0,0,0,0,995,0,1,995,1,0,0,995,0,5,1,0,0,2,0,995,995,995,0,995,0,0,0,0,1,0,0
1995317201,19953172,995,995,995,0,995,1,1,995,1,0,995,995,0,2,0,0,995,0,0,995,995,1,1,0,0,0,995,1,5,4,0,0,2,0,995,995,0,0,995,0,0,0,1,3,0,0
1955561701,19555617,995,995,995,0,995,0,1,0,995,1,995,995,0,2,0,995,995,0,0,995,995,1,0,5,0,0,0,0,2,1,0,2,2,0,995,0,0,0,1,0,0,0,0,5,0,0
1941707001,19417070,0,7,0,0,995,1,1,995,1,1,995,0,0,2,0,995,0,0,1,995,0,6,0,0,0,1,995,0,999,5,0,2,2,0,995,995,0,0,995,0,0,0,0,7,0,0
1930442601,19304426,995,995,995,0,995,1,0,995,995,0,995,995,0,2,0,995,995,0,0,995,995,6,995,0,0,0,995,0,999,2,0,0,1,0,995,995,995,0,995,0,1,0,0,1,0,0
1988410901,19884109,0,995,0,1,995,4,1,995,1,0,995,0,0,3,0,0,0,0,0,995,0,1,0,0,0,1,995,0,5,2,0,0,1,0,995,995,0,0,995,0,0,0,1,2,0,0
1948529101,19485291,995,995,995,0,995,6,1,995,995,0,995,995,0,1,0,0,995,0,0,995,995,1,1,0,0,1,995,0,5,2,0,0,1,0,995,995,0,0,995,0,0,0,3,0,0,0
1970256701,19702567,995,995,995,0,995,1,1,0,995,0,995,995,0,2,0,995,995,1,0,995,995,2,0,0,0,1,0,0,2,3,0,0,1,0,995,0,0,0,995,0,0,0,0,1,1,0
