highpriority_open_monthly_hpd,highpriority_closed_monthly_fdny,borough,shelter_name_all,commissionerorder_new_monthly_hpd,highpriority_open_monthly_fdny,highpriority_closed_monthly_dob,lowestpriority_closed_monthly_fdny,commissionerorder_new_monthly_dohmh
0,0,Brooklyn,"Bld ID: 1019 -- Turning Point, Turning Point Red Hook, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1044 -- SENECA HOUSES, SEBCO Development Corp., Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 185346 -- LAFAYETTE FAMILY RESIDENCE, Home/Life Services, Inc., Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 499713 -- Dr. McKinney Stewart (DMS), WOMEN IN NEED, INC, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 521985 -- Second Avenue Mens Shelter, Samaritan Daytop Village, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"** LOCATION CLOSED ** - Bld ID: 1146 -- HELP - BRONX CROTONA II, HELP, USA, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 18795 -- HELP SEC, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 508690 -- Park Savoy Rapid Re-Housing Center, Westhab, Inc, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 83969 -- Midwood Safe Haven, Breaking Ground, Safe Haven -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 490650 -- Morris Park Family Residence, New Hope Transitional Housing Inc., Family Shelter -- Bronx",0,0,0,0,0
9,0,Bronx,"Bld ID: 520449 -- UNIVERSITY HEIGHTS, BRONX PARENT HOUSING NETWORK, Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 94476 -- JACKIE'S PLACE, BRONX PARENT HOUSING NETWORK, Family Shelter -- Bronx",0,0,0,1,0
0,0,Bronx,"Bld ID: 486656 -- MANOR FAMILY RESIDENCE, New Hope Transitional Housing Inc., Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1599 -- xxxth St Plaza Women's Shelter, Lantern Community Services, Adult Shelter -- Manhattan",0,0,1,0,0
0,0,Manhattan,"Bld ID: 1601 -- Harlem Shelter 1, The Doe Fund, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1145 -- KETTY'S PLACE II, Acacia Network Housing, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1303 -- GLENWOOD RESIDENCE, WOMEN IN NEED, INC, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 1359 -- WIN-WESTWAY, WOMEN IN NEED, INC, Family Shelter -- Queens",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1648 -- Clarke Thomas Men's Shelter, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 514481 -- Breaking Ground, Breaking Ground, Safe Haven -- Manhattan",0,0,0,0,0
0,0,Queens,"Bld ID: 545280 -- ACACIA QUEENS HOTELS, Acacia Network Housing, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Bronx,"Bld ID: 175976 -- Life Together Residence, BRONX PARENT HOUSING NETWORK, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1648 -- Clarke Thomas Men's Shelter, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1248 -- BRIDGE FAMILY RESIDENCE II, Samaritan Daytop Village, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 230657 -- Cooper Rapid Re-Housing Center, Westhab, Inc, Adult Shelter -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 148736 -- Pamoja  Employment Men's Shelter, Black Veterans for Social Justice, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 128771 -- Marsha's House, Project Renewal, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 540672 -- CRF BRONX HOTELS, Children's Rescue Fund, LLC, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 561666 -- LEGACY FAMILY RESIDENCE, Volunteers Of America, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 1654 -- Borden Veteran Shelter, Institute For Community Living, Adult Shelter // Borden Ave Veterans Shelter, Institute For Community Living, Adult Shelter -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 544261 -- BPHN BROOKLYN HOTELS, BRONX PARENT HOUSING NETWORK, Adult Family Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1623 -- Jack Ryan Residence, Bowery Residents Committee, Inc., Adult Shelter // BRC Reception, Bowery Residents Committee, Inc., Safe Haven -- Manhattan",0,0,0,0,0
0,0,Queens,"Bld ID: 547883 -- BPHN Queens Hotels, BRONX PARENT HOUSING NETWORK, Adult Family Commercial Hotel -- Queens",0,0,3,0,0
0,0,Bronx,"Bld ID: 34833 -- Ana's Place, Project Renewal, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1209 -- ST JOHNS FAM RESID, URBAN RESOURCE INSTITUTE, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1288 -- PROVIDENCE BROOKLYN, Providence House, Inc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 554240 -- MANHATTAN HOTELS, Acacia Network Housing, Family Commercial Hotel -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1668 -- Father Smith, SEBCO Development Corp., Adult Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 557835 -- BPHN BROOKLYN HOTELS, BRONX PARENT HOUSING NETWORK, Adult Family Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1610 -- HELP SEC, HELP, USA, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 147201 -- Prospect Place, Center For Urban Community Services, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 548865 -- Samaritan Village FWC - Manhattan Hotels, Samaritan Daytop Village, Family Commercial Hotel -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 201560 -- ZAWADI HOUSE, Black Veterans for Social Justice, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 233473 -- Amani House, Black Veterans for Social Justice, Adult Shelter -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 474880 -- LaQuinta xx Hotel, African American Planning Commission, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 35599 -- Robert's Court, Acacia Network Housing, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1669 -- Father Smith, SEBCO Development Corp., Adult Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1666 -- Delta Manor, Center For Urban Community Services, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 344064 -- SHIRLEY CHISOLM, WOMEN IN NEED, INC, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 520449 -- Schwartz Assessment, Volunteers Of America, Adult Shelter // Schwartz - CSS, Volunteers Of America, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1383 -- GRAND CONCOURSE RESIDENCE, Home/Life Services, Inc., Adult Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1653 -- New Providence, Project Renewal, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1004 -- Barbara S. Kleiman Residence, NYC Department Of Homeless Services, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 210690 -- PHI RIVERSIDE, Praxis Housing Initiatives, Inc., Adult Family Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 234752 -- ALLIES PLACE, Homes For The Homeless, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 514481 -- Breaking Ground, Breaking Ground, Safe Haven -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 48896 -- xxrd Street Men's Shelter, Samaritan Daytop Village, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 92458 -- JENNIE A CLARKE RES, WOMEN IN NEED, INC, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1609 -- HELP SEC, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1212 -- ARBOR INN, Brooklyn Community Housing Services, Family Shelter -- Brooklyn",0,0,0,1,0
0,0,Queens,"Bld ID: 536064 -- CRF BRONX HOTELS, Children's Rescue Fund, LLC, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Manhattan,"Bld ID: 210690 -- PHI RIVERSIDE, Praxis Housing Initiatives, Inc., Adult Family Shelter -- Manhattan",0,0,0,0,0
0,0,Queens,"Bld ID: 547840 -- ACACIA QUEENS HOTELS, Acacia Network Housing, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1212 -- ARBOR INN, Brooklyn Community Housing Services, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 488450 -- BPHN Lanets Place, BRONX PARENT HOUSING NETWORK, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1619 -- Weston TLC, Weston United, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 35591 -- SHELTER, FAMILY CENTER ASSOCIATES, Family Late Arrival -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 211267 -- Willow Men's Shelter, Westhab, Inc, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1367 -- CONCOURSE FAMILY RESIDENCE, Home/Life Services, Inc., Family Shelter -- Bronx",0,0,0,1,0
0,0,Brooklyn,"Bld ID: 533508 -- ACACIA BROOKLYN HOTELS, Acacia Network Housing, Family Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1579 -- Frxx HOTEL, Acacia Network Housing, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1031 -- Adult Family Annex, NYC Department Of Homeless Services, Family Late Arrival // AUBURN FAMILY RESIDENCE, NYC Department Of Homeless Services, Adult Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1387 -- TREMONT PLAZA FAMILY RESIDENCE, BRONX FAMILY HOUSING, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1250 -- BRIDGE FAMILY RESIDENCE II, Samaritan Daytop Village, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1019 -- Turning Point, Turning Point Red Hook, Adult Shelter -- Brooklyn",0,0,0,1,0
0,0,Queens,"Bld ID: 515330 -- PARKWOOD RESIDENCE, Home/Life Services, Inc., Family Shelter -- Queens",0,0,1,0,0
0,0,Brooklyn,"Bld ID: 1002 -- Lexington Shelter, Bowery Residents Committee, Inc., Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 517632 -- Days Inn Crown Heights Senior, Acacia Network Housing, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 83969 -- Midwood Safe Haven, Breaking Ground, Safe Haven -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1010 -- Pamoja  Employment Men's Shelter, Black Veterans for Social Justice, Adult Shelter // MARCUS GARVEY ARMORY, NYC Department Of Homeless Services, Adult Shelter -- Brooklyn",0,0,0,0,0
3,0,Bronx,"Bld ID: 175974 -- Life Together Residence, BRONX PARENT HOUSING NETWORK, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1546 -- WOODRUFF FAMILY RESIDENCE, Home/Life Services, Inc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 555264 -- Linden Men's Shelter, Samaritan Daytop Village, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1024 -- Tillary Women's Shelter, Institute For Community Living, Adult Shelter // Opportunity House, CAMBA, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1006 -- CAMBA/Broadway House, CAMBA, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1166 -- CRYSTAL'S PLACE, Acacia Network Housing, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1323 -- CHILDNS RESCUE FUND HOUSE EAST, Children's Rescue Fund, LLC, Family Shelter -- Manhattan",0,0,0,0,0
1,0,Brooklyn,"Bld ID: 1208 -- ST JOHNS FAM RESID, URBAN RESOURCE INSTITUTE, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1283 -- FLAGSTONE FAMILY RESIDENCE, CAMBA, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 535041 -- MANOR, Midway Living Inc, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1210 -- ST JOHNS FAM RESID, URBAN RESOURCE INSTITUTE, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1052 -- WILLIAMSBRIDGE FAMILY INN, Homes For The Homeless, Family Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 535041 -- MANOR, Midway Living Inc,  -- Queens",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1309 -- URBAN FAMILY CENTER, Henry Street Settlement, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1053 -- WILLOW AVENUE FAMILY RESID, Bronx Works, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1314 -- ROBERT FOX, Msgr. Robert Fox Memorial Shelter, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 223489 -- Audubon Womens Shelter, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1665 -- Susan's Place, Care For The Homeless, Adult Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 175974 -- Life Together Residence, BRONX PARENT HOUSING NETWORK, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1013 -- Forbell Men's Shelter, Samaritan Daytop Village, Adult Shelter -- Brooklyn",0,0,0,1,0
0,0,Manhattan,"Bld ID: 518400 -- Valley Lodge, West Side Federation for Senior and Supportive Housing, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1314 -- ROBERT FOX, Msgr. Robert Fox Memorial Shelter, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1204 -- KIANGA HOUSE, Brooklyn Neighborhood Improvement Assoc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1601 -- Harlem Shelter 1, The Doe Fund, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 176384 -- PENN HOUSE, Midway Living Inc, Family Shelter -- Brooklyn",0,0,1,0,0
0,0,Manhattan,"Bld ID: 141312 -- NAICA I, NAICA, Adult Commercial Hotel -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 35598 -- Myrtle Avenue Men's Shelter, Samaritan Daytop Village, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1041 -- VOA FAMILY RESIDENCE, Volunteers Of America, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1214 -- URB TR-FANNIE BARNES, Urban Strategies, Inc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 524033 -- Sleep Inn xx, Acacia Network Housing, Adult Commercial Hotel -- Brooklyn",0,0,0,1,0
1,0,Manhattan,"Bld ID: 190723 -- HARMONIA RESIDENCE, SERVICES FOR THE UNDERSERVED, Adult Family Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1136 -- GLORIAS HOUSE, Samaritan Daytop Village, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 519247 -- Comfort Inn Sunset Senior Hotel, Acacia Network Housing, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1549 -- PACIFIC PLACE, URBAN RESOURCE INSTITUTE, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1024 -- Tillary Women's Shelter, Institute For Community Living, Adult Shelter // Opportunity House, CAMBA, Adult Shelter -- Brooklyn",0,0,1,0,0
0,0,Queens,"Bld ID: 539648 -- Samaritan Village Queens Hotels, Samaritan Daytop Village,  -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 229121 -- Kings Hotel, African American Planning Commission, Adult Commercial Hotel -- Brooklyn",0,0,0,1,0
0,0,Manhattan,"Bld ID: 188674 -- Lenox Family Residence, WOMEN IN NEED, INC, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 180064 -- BRC Stabilization, Bowery Residents Committee, Inc., Adult Commercial Hotel // xx Holiday Inn, African American Planning Commission, Adult Commercial Hotel -- Manhattan",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1625 -- Julio's Place, Acacia Network Housing, Adult Shelter -- Manhattan",0,0,0,2,0
0,0,Manhattan,"Bld ID: 18806 -- HELP SEC, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1047 -- NELSON FAM RESID, Bronx Works, Family Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 428800 -- NAICA I, NAICA, Adult Commercial Hotel -- Queens",0,0,0,3,0
1,0,Bronx,"Bld ID: 1043 -- SAMMON B.U.I.L.D. CT, Tolentine Zeiser Community Life Center, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1619 -- Weston TLC, Weston United, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1288 -- PROVIDENCE BROOKLYN, Providence House, Inc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 1043 -- SAMMON B.U.I.L.D. CT, Tolentine Zeiser Community Life Center, Family Shelter -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 219904 -- XXnd Street Womens Center, Care For The Homeless, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 519247 -- Comfort Inn Sunset Senior Hotel, Acacia Network Housing, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 539136 -- Samaritan Village Brooklyn Hotels, Samaritan Daytop Village, Family Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 548865 -- Samaritan Village FWC - Manhattan Hotels, Samaritan Daytop Village, Family Commercial Hotel -- Manhattan",0,0,1,0,0
0,0,Bronx,"Bld ID: 1132 -- GLORIAS HOUSE, Samaritan Daytop Village, Family Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 489473 -- The Baxter Safe Haven, Goddard Riverside Community Center, Safe Haven -- Queens",0,0,0,0,0
0,0,Bronx,"Bld ID: 1392 -- BRONX BRIDGE 1, Kalman Tabak, Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1136 -- GLORIAS HOUSE, Samaritan Daytop Village, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 539136 -- Samaritan Village Brooklyn Hotels, Samaritan Daytop Village, Family Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 1654 -- Borden Veteran Shelter, Institute For Community Living, Adult Shelter // Borden Ave Veterans Shelter, Institute For Community Living, Adult Shelter -- Queens",0,0,0,0,0
0,0,Queens,"Bld ID: 547072 -- 49th Street Residence, Samaritan Daytop Village, Adult Commercial Hotel -- Queens",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 495360 -- xx YMCA Annex, Samaritan Daytop Village, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Bronx,"Bld ID: 509866 -- CRF Hope House, Children's Rescue Fund, LLC, Family Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1366 -- CROSS BRONX RESIDENCE, Ben Berger, Family Shelter -- Bronx",0,0,0,1,0
0,0,Queens,"Bld ID: 549165 -- Bronx Family Housing Queens Hotels, BRONX FAMILY NETWORK INC, Family Commercial Hotel -- Queens",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1659 -- BRC Palace, Bowery Residents Committee, Inc., Adult Shelter -- Manhattan",0,0,1,0,0
0,0,Brooklyn,"Bld ID: 507971 -- Rising Up Men's Shelter, CAMBA, Adult Shelter -- Brooklyn",0,0,0,1,0
0,0,Bronx,"Bld ID: 224769 -- Anchor Family Shelter, SERVICES FOR THE UNDERSERVED, Family Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 1350 -- BRIARWOOD FAM RES, Salvation Army, Family Shelter -- Queens",0,0,0,0,0
0,0,Bronx,"Bld ID: 34834 -- Pyramid Safe Haven, Bronx Works, Safe Haven -- Bronx",0,0,0,0,0
0,0,Manhattan,"Bld ID: 136962 -- XX Street Safe Haven, Urban Pathways, Safe Haven -- Manhattan",0,0,0,0,0
0,0,Bronx,"Bld ID: 1035 -- THORPE RESIDENCE, Nazareth Housing, Family Shelter -- Bronx",0,0,0,0,0
0,0,Queens,"Bld ID: 547072 -- 49th Street Residence, Samaritan Daytop Village, Adult Commercial Hotel -- Queens",0,0,1,0,0
0,0,Manhattan,"Bld ID: 544776 -- The Fortune Academy, The Fortune Society, Inc., Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1022 -- Magnolia House, CAMBA, Adult Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 18804 -- HELP SEC, HELP, USA, Adult Shelter -- Manhattan",0,0,0,0,0
0,0,Queens,"Bld ID: 508418 -- La Quinta Reasonable Accommodation, Lantern Community Services, Adult Commercial Hotel -- Queens",0,0,0,0,0
0,0,Bronx,"Bld ID: 1147 -- WALES FAMILY RESIDENCE, Acacia Network Housing, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1281 -- FLAGSTONE FAMILY RESIDENCE, CAMBA, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Queens,"Bld ID: 1032 -- JAMAICA RESIDENCE, NYC Department Of Homeless Services, Family Shelter -- Queens",0,0,1,0,0
0,0,Brooklyn,"Bld ID: 494848 -- New York Family Residence, Home/Life Services, Inc., Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Manhattan,"Bld ID: 1345 -- EAST RIVER - WIN, WOMEN IN NEED, INC, Family Shelter -- Manhattan",0,0,0,0,0
0,0,Queens,"Bld ID: 1359 -- WIN-WESTWAY, WOMEN IN NEED, INC, Family Shelter -- Queens",0,0,0,0,0
0,0,Bronx,"Bld ID: 1670 -- Father Smith, SEBCO Development Corp., Adult Shelter -- Bronx",0,0,0,0,0
0,0,Bronx,"Bld ID: 1166 -- CRYSTAL'S PLACE, Acacia Network Housing, Family Shelter -- Bronx",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 441601 -- BPM Hotel, African American Planning Commission, Adult Commercial Hotel -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 500480 -- Rosa Parks Family Residence, WOMEN IN NEED, INC, Family Shelter -- Brooklyn",0,0,0,0,0
0,0,Brooklyn,"Bld ID: 1244 -- STAR BRIGHT RESIDENCE, Home/Life Services, Inc., Adult Family Shelter -- Brooklyn",0,0,0,0,0
