latitude,longitude,nta,generated_on,wifi_status_date,bin,tablet_status_date
40.76272,-73.926808,Astoria,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4007473.0,2023-04-17 06:00:00.629
40.762073,-73.918518,Astoria,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4010553.0,2023-04-17 06:00:00.629
40.84475573,-73.93684737,Washington Heights South,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1063150.0,2023-04-17 06:00:00.629
40.75195044,-73.93337963,Queensbridge-Ravenswood-Long Island City,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4000000.0,2023-04-17 06:00:00.629
40.747672,-73.976965,Murray Hill-Kips Bay,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1018969.0,2023-04-17 06:00:00.629
40.7043551,-73.79786531,Jamaica,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4208875.0,2023-04-17 06:00:00.629
40.7136082,-73.7559382,Hollis,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4222747.0,2023-04-17 06:00:00.629
40.612231,-74.1301262,Westerleigh,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,5018255.0,2023-04-17 06:00:00.629
40.76266328,-73.91254129,Astoria,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4012032.0,2023-04-17 06:00:00.629
40.768093,-73.968364,Upper East Side-Carnegie Hill,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1041167.0,2023-04-17 06:00:00.629
40.78769783,-73.97141311,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1032247.0,2023-04-17 06:00:00.629
40.590983,-74.100732,Old Town-Dongan Hills-South Beach,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,5048677.0,
40.800681,-73.96826,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1056607.0,2023-04-17 06:00:00.629
40.762896,-73.965443,Lenox Hill-Roosevelt Island,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1043779.0,2023-04-17 06:00:00.629
40.78622273,-73.97799347,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1032769.0,2023-04-17 06:00:00.629
40.7069302,-73.8022297,Jamaica,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,,2023-04-17 06:00:00.629
40.83328532,-73.94509159,Washington Heights South,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1062678.0,2023-04-17 06:00:00.629
40.755835,-73.881778,Jackson Heights,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4035201.0,2023-04-17 06:00:00.629
40.726495,-73.853138,Forest Hills,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4075137.0,2023-04-17 06:00:00.629
40.74679775,-73.89121486,Elmhurst,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4036717.0,2023-04-17 06:00:00.629
40.78276562,-73.95125729,Upper East Side-Carnegie Hill,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1048352.0,2023-04-17 06:00:00.629
40.74825267,-73.87871569,Jackson Heights,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4036272.0,2023-04-17 06:00:00.629
40.75881765,-73.91849412,Astoria,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4436918.0,2023-04-17 06:00:00.629
40.80383351,-73.93810707,East Harlem North,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1081556.0,2023-04-17 06:00:00.629
40.834974,-73.945436,Washington Heights South,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1076745.0,2023-04-17 06:00:00.629
40.71316697,-73.82980897,Kew Gardens,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4080149.0,2023-04-17 06:00:00.629
40.739922,-73.895296,Elmhurst-Maspeth,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4056320.0,2023-04-17 06:00:00.629
40.84844385,-73.934241,Washington Heights South,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1063625.0,2023-04-17 06:00:00.629
40.78633453,-73.97205515,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1031388.0,2023-04-17 06:00:00.629
40.7288322,-73.8632429,Rego Park,2023-04-17 06:00:00.629,,4072104.0,
40.72624127,-73.85251864,Forest Hills,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4075147.0,2023-04-17 06:00:00.629
40.76893883,-73.96096732,Lenox Hill-Roosevelt Island,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1043920.0,2023-04-17 06:00:00.629
40.74671112,-73.89214477,Elmhurst-Maspeth,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4030453.0,2023-04-17 06:00:00.629
40.6980506,-73.802253,,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4215631.0,2023-04-17 06:00:00.629
40.76777013,-73.95569057,Lenox Hill-Roosevelt Island,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1045843.0,2023-04-17 06:00:00.629
40.76035998,-73.96166314,Lenox Hill-Roosevelt Island,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1044204.0,2023-04-17 06:00:00.629
40.77428147,-73.96346015,Upper East Side-Carnegie Hill,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1041721.0,2023-04-17 06:00:00.629
40.78094218,-73.98096599,Upper West Side,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1030839.0,2023-04-17 06:00:00.629
40.74188244,-73.95447974,Hunters Point-Sunnyside-West Maspeth,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4000201.0,2023-04-17 06:00:00.629
40.82076419,-73.95480753,Manhattanville,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1059959.0,2023-04-17 06:00:00.629
40.760713,-73.922879,Astoria,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4008830.0,2023-04-17 06:00:00.629
40.7064807,-73.7595318,Hollis,2023-04-17 06:00:00.629,,4234133.0,
40.7724771,-73.95876684,Upper East Side-Carnegie Hill,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1043176.0,2023-04-17 06:00:00.629
40.77653006,-73.98301515,Lincoln Square,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1028950.0,2023-04-17 06:00:00.629
40.76837393,-73.95536175,Lenox Hill-Roosevelt Island,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1045862.0,2023-04-17 06:00:00.629
40.695205,-73.845595,Richmond Hill,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,4191441.0,2023-04-17 06:00:00.629
40.8192929,-73.94101785,Central Harlem North-Polo Grounds,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1086083.0,2023-04-17 06:00:00.629
40.80009573,-73.93860514,East Harlem North,2023-04-17 06:00:00.629,2023-04-17 06:00:00.629,1054369.0,2023-04-17 06:00:00.629
