building_id,latitude,longitude,project_start_date,_1_br_units,all_counted_units,_4_br_units,studio_units,very_low_income_units,counted_rental_units,unknown_br_units
9707.0,40.716686,-73.980463,2025-06-26T00:00:00.000,40.0,219.0,,20.0,218.0,,
956128.0,40.639635,-74.171256,2025-03-31T00:00:00.000,,1.0,1.0,,,1.0,
933223.0,40.877049,-73.849518,2024-12-19T00:00:00.000,12.0,14.0,,2.0,2.0,14.0,
1017566.0,40.68324,-73.909468,2025-05-29T00:00:00.000,4.0,8.0,,,,,
989647.0,40.737065,-73.874909,2025-05-14T00:00:00.000,3.0,3.0,,,,3.0,
45428.0,40.83554,-73.924681,2025-03-31T00:00:00.000,4.0,22.0,,18.0,,22.0,
,,,2024-10-31T00:00:00.000,,1.0,,,,,1.0
,,,2024-12-31T00:00:00.000,,1.0,,,,,
,,,2025-06-20T00:00:00.000,,1.0,,,,,
27974.0,40.847503,-73.935052,2024-11-27T00:00:00.000,60.0,240.0,,60.0,22.0,240.0,
930839.0,40.876695,-73.851594,2024-12-19T00:00:00.000,1.0,10.0,,,,10.0,
1015645.0,40.844354,-73.882952,2024-12-03T00:00:00.000,10.0,17.0,,3.0,,17.0,
,,,2024-11-15T00:00:00.000,,1.0,,,,,
96835.0,40.847288,-73.92127,2024-12-17T00:00:00.000,28.0,55.0,,,18.0,55.0,
110912.0,40.808755,-73.910479,2025-06-30T00:00:00.000,1.0,42.0,,,33.0,42.0,
,,,2024-08-21T00:00:00.000,1.0,1.0,,,,,
339432.0,40.679002,-73.879135,2025-03-05T00:00:00.000,,15.0,,15.0,3.0,15.0,
1014963.0,40.650674,-73.952167,2024-12-03T00:00:00.000,6.0,21.0,,4.0,,21.0,
640581.0,40.759607,-73.92037,2025-06-10T00:00:00.000,2.0,5.0,,1.0,,5.0,
396856.0,40.698043,-73.921057,2025-06-13T00:00:00.000,2.0,4.0,,,2.0,4.0,
976783.0,40.863698,-73.890571,2024-07-17T00:00:00.000,2.0,12.0,,1.0,,12.0,
956165.0,40.638002,-74.171219,2025-03-31T00:00:00.000,,1.0,1.0,,,1.0,
79207.0,40.819707,-73.89404,2025-05-30T00:00:00.000,5.0,30.0,9.0,,4.0,30.0,
379128.0,40.664601,-73.9522,2025-01-13T00:00:00.000,6.0,12.0,,,,12.0,
,,,2025-06-10T00:00:00.000,,1.0,,,,,1.0
956129.0,40.639635,-74.171256,2025-03-31T00:00:00.000,,1.0,1.0,,,1.0,
33189.0,40.759826,-73.989947,2025-06-27T00:00:00.000,10.0,20.0,,,10.0,20.0,
999938.0,40.733938,-73.954864,2024-09-27T00:00:00.000,4.0,10.0,,1.0,,10.0,
956161.0,40.638123,-74.171223,2025-03-31T00:00:00.000,,1.0,1.0,,,1.0,
,,,2025-06-04T00:00:00.000,,1.0,,,,,1.0
930563.0,40.877957,-73.84688,2024-12-19T00:00:00.000,15.0,38.0,,11.0,3.0,38.0,
956134.0,40.638661,-74.171236,2025-03-31T00:00:00.000,,1.0,,,,1.0,
930931.0,40.877642,-73.849842,2024-12-19T00:00:00.000,9.0,18.0,,,,18.0,
346443.0,40.691821,-73.951842,2025-06-17T00:00:00.000,,9.0,9.0,,,9.0,
61064.0,40.884184,-73.878979,2025-03-06T00:00:00.000,32.0,54.0,,2.0,9.0,54.0,
5286.0,40.763005,-73.996715,2025-03-13T00:00:00.000,3.0,12.0,,3.0,,12.0,
808703.0,40.670846,-73.865989,2024-12-30T00:00:00.000,,5.0,,,4.0,5.0,
,,,2024-10-31T00:00:00.000,1.0,1.0,,,,,
415534.0,40.766781,-73.923676,2025-05-16T00:00:00.000,4.0,7.0,,,,7.0,
154256.0,40.648748,-74.016339,2024-12-20T00:00:00.000,,8.0,,,4.0,8.0,
1001274.0,40.676741,-73.880643,2024-08-20T00:00:00.000,,12.0,,4.0,7.0,12.0,
930781.0,40.877573,-73.851545,2024-12-19T00:00:00.000,2.0,10.0,,,1.0,10.0,
1014516.0,40.674301,-73.911132,2024-07-31T00:00:00.000,7.0,7.0,,,,7.0,
,,,2025-05-28T00:00:00.000,,1.0,,,,,1.0
107220.0,40.824464,-73.897761,2025-06-27T00:00:00.000,7.0,21.0,,5.0,4.0,21.0,
1016882.0,40.76317,-73.996596,2025-03-19T00:00:00.000,5.0,22.0,,4.0,,22.0,
1016107.0,40.881252,-73.86333,2025-02-20T00:00:00.000,,18.0,,18.0,,18.0,
930538.0,40.877284,-73.84861,2024-12-19T00:00:00.000,1.0,10.0,,1.0,2.0,10.0,
697518.0,40.758404,-73.919473,2024-11-27T00:00:00.000,3.0,3.0,,,,3.0,
,,,2025-05-15T00:00:00.000,,3.0,,,,,
25538.0,40.805708,-73.95811,2024-12-19T00:00:00.000,28.0,53.0,1.0,2.0,5.0,53.0,
815233.0,40.606629,-73.756058,2024-07-18T00:00:00.000,7.0,26.0,,,1.0,26.0,
68006.0,40.879656,-73.864364,2024-10-07T00:00:00.000,11.0,60.0,,38.0,,60.0,
837475.0,40.639635,-74.171256,2025-03-31T00:00:00.000,,1.0,1.0,,,1.0,
1013973.0,40.814,-73.929709,2024-09-05T00:00:00.000,,,,,,,
947950.0,40.811637,-73.950111,2024-10-02T00:00:00.000,,9.0,,9.0,,9.0,
,,,2025-02-21T00:00:00.000,1.0,1.0,,,,,
68183.0,40.880109,-73.862732,2025-04-01T00:00:00.000,11.0,15.0,,2.0,,15.0,
122357.0,40.834324,-73.850572,2024-10-15T00:00:00.000,23.0,111.0,,4.0,,111.0,
938231.0,40.64952,-74.008573,2024-11-27T00:00:00.000,,81.0,,81.0,1.0,81.0,
366952.0,40.676091,-73.889314,2025-06-06T00:00:00.000,1.0,2.0,,,,2.0,
,,,2025-03-27T00:00:00.000,,1.0,,,,,
53176.0,40.805639,-73.924596,2024-11-19T00:00:00.000,13.0,27.0,,,,27.0,
287591.0,40.668409,-73.923269,2024-07-23T00:00:00.000,24.0,30.0,,6.0,,30.0,
1017570.0,40.676183,-73.892876,2025-06-26T00:00:00.000,,30.0,,,11.0,30.0,
1010074.0,40.6633,-73.903782,2024-12-19T00:00:00.000,26.0,82.0,,56.0,,82.0,
,,,2025-05-22T00:00:00.000,1.0,1.0,,,,,
56824.0,40.831927,-73.910881,2025-06-27T00:00:00.000,,12.0,,,,12.0,
956157.0,40.638243,-74.171224,2025-03-31T00:00:00.000,,1.0,1.0,,,1.0,
1004434.0,40.698868,-73.806824,2024-09-26T00:00:00.000,45.0,90.0,,27.0,,90.0,
4343.0,40.746043,-73.997928,2025-02-18T00:00:00.000,12.0,28.0,,11.0,,28.0,
79793.0,40.838579,-73.899463,2024-06-28T00:00:00.000,12.0,46.0,,,28.0,46.0,
37596.0,40.799688,-73.96391,2025-06-30T00:00:00.000,,10.0,3.0,,1.0,10.0,
973301.0,40.680629,-73.962068,2024-09-20T00:00:00.000,5.0,6.0,,,,6.0,
383424.0,40.667918,-73.932754,2025-04-08T00:00:00.000,4.0,12.0,,1.0,3.0,12.0,
1015482.0,40.593419,-74.063135,2024-12-06T00:00:00.000,,2.0,,,,1.0,
811258.0,40.590434,-73.788735,2024-12-04T00:00:00.000,,206.0,,,15.0,206.0,
,,,2025-06-04T00:00:00.000,,2.0,,,,,2.0
385862.0,40.691669,-73.929304,2024-07-30T00:00:00.000,,17.0,,,,17.0,
79780.0,40.836049,-73.900905,2024-06-28T00:00:00.000,13.0,19.0,,,12.0,19.0,
836035.0,40.692735,-73.939454,2024-08-27T00:00:00.000,7.0,64.0,,38.0,54.0,64.0,
,,,2025-06-03T00:00:00.000,,2.0,,,2.0,,2.0
837478.0,40.638482,-74.171232,2025-03-31T00:00:00.000,,1.0,,,,1.0,
930614.0,40.877888,-73.848966,2024-12-19T00:00:00.000,4.0,10.0,,2.0,,10.0,
234667.0,40.71244,-73.960722,2024-06-28T00:00:00.000,6.0,21.0,,,16.0,21.0,
956144.0,40.638721,-74.171236,2025-03-31T00:00:00.000,,1.0,,,,1.0,
56818.0,40.831669,-73.911023,2025-06-27T00:00:00.000,,12.0,,,,12.0,
,,,2025-06-03T00:00:00.000,,2.0,,,,,2.0
,,,2024-07-18T00:00:00.000,,1.0,,,,,
3969.0,40.805197,-73.954816,2024-09-04T00:00:00.000,2.0,5.0,,,,5.0,
930837.0,40.876566,-73.851493,2024-12-19T00:00:00.000,1.0,15.0,,1.0,1.0,15.0,
218553.0,40.699686,-73.92799,2024-07-30T00:00:00.000,6.0,6.0,,,2.0,6.0,
115143.0,40.811782,-73.902498,2025-06-30T00:00:00.000,,72.0,,,56.0,72.0,
,,,2025-02-21T00:00:00.000,,1.0,,,,,
396836.0,40.699257,-73.923201,2025-06-13T00:00:00.000,1.0,5.0,,,4.0,5.0,
79777.0,40.834845,-73.901731,2024-06-28T00:00:00.000,27.0,50.0,,,36.0,50.0,
,,,2024-08-23T00:00:00.000,,1.0,,,,,
806746.0,40.877973,-73.850734,2024-12-19T00:00:00.000,,10.0,,2.0,2.0,10.0,
1017541.0,40.65761,-73.910044,2025-04-01T00:00:00.000,3.0,5.0,,,,5.0,
702500.0,40.76473,-73.940761,2024-09-27T00:00:00.000,56.0,90.0,,19.0,,90.0,
1014406.0,40.635562,-73.942151,2025-03-18T00:00:00.000,1.0,4.0,,1.0,,4.0,
1015004.0,40.878416,-73.906516,2024-12-05T00:00:00.000,4.0,30.0,,,,30.0,
1017586.0,40.77561,-73.9308,2025-06-18T00:00:00.000,19.0,42.0,,23.0,,42.0,
79331.0,40.828774,-73.886773,2024-09-19T00:00:00.000,18.0,54.0,,,7.0,54.0,
1002868.0,40.669078,-73.892224,2024-12-30T00:00:00.000,5.0,11.0,,3.0,3.0,11.0,
956142.0,40.638361,-74.171228,2025-03-31T00:00:00.000,,1.0,,,,1.0,
,,,2024-11-22T00:00:00.000,,1.0,,,,,
1016154.0,40.866282,-73.886189,2025-02-25T00:00:00.000,5.0,6.0,,,,6.0,
986524.0,40.703975,-73.80749,2025-01-23T00:00:00.000,64.0,88.0,,14.0,,88.0,
,,,2024-10-25T00:00:00.000,,1.0,,1.0,1.0,,
129103.0,40.64804,-74.010926,2024-12-20T00:00:00.000,3.0,8.0,,1.0,1.0,8.0,
,,,2024-11-15T00:00:00.000,1.0,1.0,,,,,
,,,2024-12-20T00:00:00.000,1.0,1.0,,,1.0,,
3917.0,40.802299,-73.956902,2024-12-18T00:00:00.000,,9.0,,,2.0,9.0,
1017218.0,40.696179,-73.924889,2024-07-03T00:00:00.000,3.0,3.0,,,,3.0,
89167.0,40.887695,-73.909439,2024-12-16T00:00:00.000,4.0,8.0,,,,8.0,
328325.0,40.699162,-73.937631,2025-06-13T00:00:00.000,1.0,4.0,,,2.0,4.0,
1016907.0,40.582226,-73.965587,2025-01-28T00:00:00.000,2.0,9.0,,2.0,,9.0,
46819.0,40.881763,-73.878268,2024-07-31T00:00:00.000,1.0,14.0,,13.0,,14.0,
941250.0,40.634267,-74.025051,2025-06-30T00:00:00.000,2.0,25.0,,,19.0,25.0,
,,,2025-02-14T00:00:00.000,,1.0,,,,,
1014051.0,40.83959,-73.865443,2024-09-24T00:00:00.000,7.0,7.0,,,,7.0,
216216.0,40.694217,-73.926601,2025-06-13T00:00:00.000,3.0,4.0,,1.0,3.0,4.0,
399270.0,40.77576,-73.93284,2025-04-28T00:00:00.000,5.0,5.0,,,,5.0,
332662.0,40.69115,-73.948355,2024-07-08T00:00:00.000,3.0,3.0,,,,3.0,
79802.0,40.842537,-73.897234,2024-06-28T00:00:00.000,28.0,45.0,,,31.0,45.0,
,,,2025-01-09T00:00:00.000,,1.0,,,,,
,,,2025-02-13T00:00:00.000,,1.0,,,,,
1017602.0,40.849804,-73.908732,2025-04-28T00:00:00.000,5.0,11.0,,4.0,,11.0,
428474.0,40.762923,-73.813478,2025-05-28T00:00:00.000,2.0,3.0,,,,3.0,
234532.0,40.722662,-73.948013,2024-09-24T00:00:00.000,1.0,6.0,,1.0,,6.0,
,,,2025-05-30T00:00:00.000,,1.0,,,,,
1017413.0,40.858467,-73.906486,2025-06-24T00:00:00.000,,3.0,,3.0,,3.0,
956155.0,40.638301,-74.171227,2025-03-31T00:00:00.000,,1.0,,,,1.0,
107751.0,40.852507,-73.901029,2024-08-12T00:00:00.000,1.0,93.0,21.0,,,93.0,
,,,2025-05-22T00:00:00.000,,1.0,,1.0,,,
,,,2024-11-27T00:00:00.000,,1.0,,,,,
1014223.0,,,2025-03-21T00:00:00.000,206.0,453.0,,110.0,114.0,453.0,
985022.0,40.591272,-73.786165,2024-12-04T00:00:00.000,,32.0,8.0,,2.0,32.0,
115019.0,40.819603,-73.894911,2025-05-30T00:00:00.000,1.0,15.0,4.0,,2.0,15.0,
375911.0,40.701066,-73.927091,2025-06-13T00:00:00.000,2.0,5.0,,,3.0,5.0,
930557.0,40.87787,-73.847896,2024-12-19T00:00:00.000,9.0,14.0,,2.0,,14.0,
1067.0,40.7819,-73.948798,2025-06-25T00:00:00.000,9.0,13.0,,,,13.0,
107766.0,40.853385,-73.90067,2025-01-08T00:00:00.000,4.0,17.0,,4.0,,17.0,
1017635.0,40.695061,-73.973282,2025-05-01T00:00:00.000,2.0,2.0,,,,2.0,
,,,2025-05-15T00:00:00.000,,2.0,,,2.0,,
1015144.0,40.762042,-73.938366,2024-12-12T00:00:00.000,19.0,38.0,,,,38.0,
383415.0,40.667885,-73.93248,2025-04-08T00:00:00.000,19.0,31.0,,,4.0,31.0,
69885.0,40.886894,-73.862837,2025-04-02T00:00:00.000,,29.0,,29.0,,29.0,
1014211.0,40.842322,-73.8819,2024-10-08T00:00:00.000,6.0,16.0,,10.0,,16.0,
930517.0,40.877532,-73.847738,2024-12-19T00:00:00.000,1.0,10.0,,1.0,,10.0,
,,,2025-03-07T00:00:00.000,,1.0,,,,,
805625.0,40.759791,-73.989868,2025-06-27T00:00:00.000,10.0,20.0,,,14.0,20.0,
807899.0,40.684128,-73.971047,2025-02-04T00:00:00.000,24.0,97.0,,12.0,93.0,,
1886.0,40.786368,-73.948476,2024-12-19T00:00:00.000,45.0,434.0,,388.0,,434.0,
,,,2024-08-30T00:00:00.000,,1.0,,,,,
290626.0,40.698493,-73.93021,2025-06-13T00:00:00.000,,3.0,,,,3.0,
930566.0,40.878025,-73.846919,2024-12-19T00:00:00.000,2.0,39.0,,12.0,,39.0,
,,,2025-01-17T00:00:00.000,,1.0,,,,,
288856.0,40.672007,-73.863463,2024-12-30T00:00:00.000,,5.0,,,2.0,5.0,
956148.0,40.638902,-74.17124,2025-03-31T00:00:00.000,,1.0,,,,1.0,
930558.0,40.877549,-73.847723,2024-12-19T00:00:00.000,8.0,10.0,,2.0,1.0,10.0,
1015477.0,40.573802,-74.098177,2024-12-06T00:00:00.000,,1.0,,,,,
1015597.0,40.881161,-73.863095,2024-07-03T00:00:00.000,15.0,66.0,,25.0,66.0,66.0,
5561.0,40.81671,-73.953847,2025-04-15T00:00:00.000,66.0,147.0,,20.0,,147.0,
1016902.0,40.695324,-73.953512,2025-03-27T00:00:00.000,24.0,30.0,,,12.0,30.0,
1013950.0,40.843496,-73.883683,2024-08-29T00:00:00.000,,59.0,,,,59.0,
513569.0,40.740065,-73.85786,2024-09-12T00:00:00.000,2.0,3.0,,,,3.0,
344251.0,40.634764,-73.964936,2024-12-09T00:00:00.000,1.0,9.0,,,,9.0,
930768.0,40.877097,-73.850523,2024-12-19T00:00:00.000,1.0,9.0,,1.0,,9.0,
,,,2025-05-12T00:00:00.000,,1.0,,,1.0,,
996025.0,40.74676,-73.977383,2025-02-11T00:00:00.000,2.0,7.0,,3.0,,7.0,
,,,2024-09-12T00:00:00.000,1.0,1.0,,,,,
,,,2025-02-27T00:00:00.000,,2.0,,,2.0,,2.0
,,,2025-05-09T00:00:00.000,1.0,1.0,,,1.0,,
811254.0,40.590129,-73.7887,2024-12-04T00:00:00.000,,56.0,8.0,,4.0,56.0,
119084.0,40.849206,-73.909423,2025-06-30T00:00:00.000,23.0,35.0,,,3.0,35.0,
,,,2024-07-22T00:00:00.000,,1.0,,,,,
61000.0,40.876789,-73.873355,2025-06-24T00:00:00.000,4.0,6.0,,,,6.0,
1016657.0,40.866381,-73.886264,2025-02-25T00:00:00.000,7.0,9.0,,,,9.0,
,,,2025-01-09T00:00:00.000,,1.0,,,,,
340522.0,40.697358,-73.931971,2025-06-13T00:00:00.000,4.0,6.0,,1.0,5.0,6.0,
956160.0,40.638153,-74.171223,2025-03-31T00:00:00.000,,1.0,1.0,,1.0,1.0,
,,,2025-04-24T00:00:00.000,1.0,1.0,,,,,
296370.0,40.717858,-73.947187,2025-05-21T00:00:00.000,6.0,6.0,,,,6.0,
27323.0,40.82512,-73.953892,2025-02-14T00:00:00.000,9.0,93.0,20.0,,,93.0,
956146.0,40.638812,-74.17124,2025-03-31T00:00:00.000,,1.0,,,,1.0,
930551.0,40.87759,-73.847745,2024-12-19T00:00:00.000,9.0,14.0,,1.0,,14.0,
218370.0,40.617492,-73.95875,2024-12-05T00:00:00.000,6.0,13.0,,,,13.0,
956158.0,40.638213,-74.171224,2025-03-31T00:00:00.000,,1.0,1.0,,1.0,1.0,
6090.0,40.8013,-73.965065,2025-06-27T00:00:00.000,,26.0,,,5.0,26.0,
,,,2025-06-05T00:00:00.000,,3.0,,,,,3.0
988243.0,40.699887,-73.826137,2024-08-07T00:00:00.000,2.0,4.0,,,,4.0,
956141.0,40.638392,-74.171228,2025-03-31T00:00:00.000,,1.0,,,,1.0,
