person_id,ethnicity_cms,changed_other,attitude_open_street,bike_type_bike_share,bike_purpose_work,exercise_park,trip_purpose_social,work_mode,trip_purpose_shopping,food_mode,shopping_food_restaurant,bus_attitude_limit_passengers,age_12_under_reported,mode_change_food,bus_attitude_temperature,subway_attitude_empty_seats,modes_before_other_vehicle,modes_during_walk,exercise_trail,delivery_small_retailer,industry_before,modes_before_household_vehicle,medical_none,modes_used_subway,disability_concentrating,delivery_work,trip_purpose_drop_off,bike_num_days_cms,bike_purpose_transit_cms,employment_change_laid_off,num_vehicles_combined,disability_dressing_cms,bike_purpose_recreation,race_native_hawaiian_cms,employment,trip_purpose_food,shopping_food_restaurant_1,race_black_cms,bike_purpose_commute_cms,age_18_64_reported,bike_purpose_errands_cms,employment_change_left_job,modes_before_subway,residence_type,weight,disability_seeing_cms,income_cms,medical_mode,modes_before_bus,disability_mobility_cms,bike_purpose_grocery,num_people_combined,modes_used_rail,exercise_other,income_combined,attitude_walk,exercise_plaza,modes_used_scooter,bike_type_other
1934546001,1,0,3,995,995,0,0,995,1,995,0,4,0,2,3,995,0,1,0,0,4,1,0,0,0,0,0,995,995,0,1,0,995,0,1,0,0,0,995,1,995,0,0,1,810.81,0,5,995,0,0,995,1,0,0,5,5,0,0,995
1984372201,1,1,2,995,995,1,0,995,1,2,0,4,0,1,4,995,0,1,1,0,7,1,0,0,0,0,2,0,995,0,0,0,995,0,1,0,0,0,995,2,995,0,0,1,4550.75337,0,4,2,0,0,995,2,0,0,4,1,1,0,995
1907206201,1,0,2,0,0,995,0,995,1,2,1,995,2,1,995,2,1,1,995,1,7,1,0,0,0,1,0,995,1,0,1,0,0,0,1,0,0,0,0,4,0,0,1,1,14858.92376,0,2,995,0,0,1,8,0,995,2,2,995,0,0
1965048901,2,0,1,0,0,1,1,995,4,10,2,995,1,1,995,5,0,1,1,0,18,1,0,0,0,0,0,995,1,0,1,0,1,0,3,3,1,0,0,2,1,0,1,1,10928.81386,0,5,995,1,0,1,4,0,0,5,1,0,1,0
1925722101,1,0,2,995,995,1,1,995,2,995,0,995,0,2,995,2,0,1,0,2,1,1,1,0,0,0,1,0,995,0,1,0,995,0,1,1,0,0,995,1,995,0,1,1,734.07662,0,5,995,0,0,995,1,0,0,5,3,0,0,995
1986238901,1,0,3,0,0,1,3,995,2,995,1,1,0,2,1,995,0,0,0,0,995,1,0,0,0,0,0,995,0,995,1,0,1,0,6,1,0,0,0,0,0,995,0,1,1458.86998,0,4,995,1,0,0,1,0,0,4,2,0,0,0
1939375401,1,1,3,0,0,1,1,1,2,2,0,995,0,1,995,1,0,0,1,1,8,0,0,0,0,0,0,995,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,997,2459.20176,0,4,10,0,0,0,2,0,1,5,1,0,0,0
1960056301,1,0,3,995,995,0,0,995,0,1,0,995,0,1,995,5,1,1,0,0,4,1,0,0,0,0,0,995,1,0,1,0,995,0,1,0,0,0,0,5,0,0,1,2,989.33108,0,6,995,0,0,995,6,0,1,6,1,0,0,995
1911917001,997,0,1,995,995,995,0,995,7,1,0,995,2,1,995,2,1,1,995,0,995,0,0,0,0,0,0,0,995,995,0,0,995,0,5,0,0,1,995,3,995,995,1,1,448.13071,0,999,4,0,0,995,3,0,995,999,1,995,0,995
1979323401,1,0,3,995,995,0,0,995,2,995,1,1,0,2,1,995,0,1,0,0,12,0,1,0,0,0,1,0,995,0,0,0,995,0,1,1,0,0,995,0,995,0,0,1,456.36943,0,3,995,1,0,995,1,0,0,3,1,0,0,995
1934700001,997,0,1,1,0,1,0,995,2,995,3,1,0,2,1,995,0,1,0,0,997,0,0,0,0,0,4,995,1,1,0,0,1,0,5,3,0,0,1,2,1,0,1,1,1760.28516,0,5,995,1,0,0,2,0,0,5,2,1,0,0
1901242801,3,0,3,995,995,995,1,1,2,995,0,995,0,2,995,3,1,0,995,4,15,1,1,7,0,0,0,995,995,0,1,0,995,999,1,0,1,999,995,3,995,0,1,1,246.9012,0,999,995,0,0,995,3,0,995,999,3,995,0,995
1993921801,1,0,2,995,995,995,0,1,1,2,0,3,1,1,1,995,0,0,995,0,15,1,0,0,0,0,0,0,0,0,2,0,995,0,1,2,1,1,1,1,0,0,0,1,466.88734,0,5,2,0,0,995,4,0,995,5,1,995,0,995
1967028901,999,1,1,0,0,0,0,995,1,10,2,995,1,1,995,1,0,0,0,0,14,1,0,0,0,0,0,995,1,0,1,0,1,999,1,2,0,999,1,4,1,0,1,3,33995.16863,0,5,995,0,0,0,5,0,0,5,1,0,0,0
1979955901,1,0,3,995,995,0,0,995,1,9,1,995,0,1,995,3,0,1,0,1,7,1,0,0,0,0,0,995,995,0,1,0,995,0,1,1,0,0,995,1,995,0,1,1,205.17148,0,4,995,0,0,995,1,0,0,4,2,0,0,995
