person_id,ethnicity_cms,changed_other,attitude_open_street,bike_type_bike_share,bike_purpose_work,exercise_park,trip_purpose_social,work_mode,trip_purpose_shopping,food_mode,shopping_food_restaurant,bus_attitude_limit_passengers,age_12_under_reported,mode_change_food,bus_attitude_temperature,subway_attitude_empty_seats,modes_before_other_vehicle,modes_during_walk,exercise_trail,delivery_small_retailer,industry_before,modes_before_household_vehicle,medical_none,modes_used_subway,disability_concentrating,delivery_work,trip_purpose_drop_off,bike_num_days_cms,bike_purpose_transit_cms,employment_change_laid_off,num_vehicles_combined,disability_dressing_cms,bike_purpose_recreation,race_native_hawaiian_cms,employment,trip_purpose_food,shopping_food_restaurant_1,race_black_cms,bike_purpose_commute_cms,age_18_64_reported,bike_purpose_errands_cms,employment_change_left_job,modes_before_subway,residence_type,weight,disability_seeing_cms,income_cms,medical_mode,modes_before_bus,disability_mobility_cms,bike_purpose_grocery,num_people_combined,modes_used_rail,exercise_other,income_combined,attitude_walk,exercise_plaza,modes_used_scooter,bike_type_other
1940405701,1,0,1,995,995,0,0,995,1,9,0,995,0,1,995,5,0,1,0,0,997,0,0,0,0,0,0,995,995,1,0,0,995,0,1,0,0,0,995,3,995,0,1,3,1562.9965,0,1,995,1,0,995,5,0,0,1,2,0,0,995
1991137801,1,0,1,0,1,0,0,9,1,9,1,995,0,1,995,3,0,1,0,0,11,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,3,0,1,1,1,1695.2094,0,2,995,1,0,0,4,0,0,2,2,0,0,0
19385139001,1,0,1,995,995,1,0,995,0,995,0,995,0,2,995,5,0,0,0,0,10,0,0,0,0,0,0,995,995,0,0,0,995,0,6,0,0,0,995,1,995,0,1,1,53757.98037,0,6,9,0,0,995,2,0,0,6,1,0,0,995
1993256301,997,0,2,995,995,0,0,995,2,995,1,995,2,2,995,1,0,0,0,1,8,1,0,0,0,0,0,995,995,0,2,0,995,0,5,1,0,0,995,2,995,0,1,1,441.04488,0,5,995,0,0,995,4,0,0,5,2,0,0,995
1914080701,999,0,1,995,995,0,0,995,1,995,0,2,0,2,3,995,0,1,0,0,997,0,1,0,0,0,0,995,995,0,0,0,995,0,1,0,2,0,995,2,995,0,1,1,2584.77344,0,5,995,1,0,995,2,0,0,5,1,0,0,995
1933177401,1,0,3,995,995,0,0,995,1,995,2,2,1,2,1,995,0,0,0,0,7,1,0,0,0,0,1,0,995,0,2,0,995,0,1,2,3,0,995,2,995,0,0,1,466.46323,0,5,995,0,0,995,3,0,0,5,2,0,0,995
1913508001,997,1,3,995,995,1,0,995,2,997,1,1,0,1,2,995,1,1,0,0,4,1,0,0,0,0,1,995,-9998,1,1,0,995,0,5,1,0,0,-9998,2,-9998,0,1,1,287.71176,0,3,995,1,0,995,2,0,1,3,2,0,0,995
1939600101,1,0,1,995,995,0,0,995,0,1,0,995,1,1,995,5,0,0,0,0,7,1,0,0,0,0,0,995,0,0,0,0,995,0,5,0,1,1,1,1,1,0,1,1,65136.19246,0,1,995,1,0,995,2,0,0,2,2,1,0,995
1977114101,999,0,1,995,995,0,1,995,1,9,0,995,0,1,995,1,0,1,0,0,995,0,1,0,0,0,0,0,995,995,0,0,995,999,6,1,0,999,995,4,995,995,1,1,123188.47549,0,3,995,1,0,995,4,0,0,3,1,0,0,995
1926802601,3,1,1,995,995,0,2,995,5,995,2,1,0,2,1,995,0,1,0,0,997,0,0,0,0,0,4,0,0,1,0,0,995,0,5,3,1,0,0,3,0,0,1,3,2678.1673,0,2,5,1,0,995,4,0,0,2,2,0,0,995
1951164201,1,0,2,0,0,1,0,995,0,2,1,5,0,1,5,995,0,1,0,2,10,1,0,0,0,0,0,995,-9998,1,1,0,1,0,5,1,1,0,-9998,2,-9998,0,1,1,2026.38184,0,5,995,1,0,1,3,0,1,5,1,0,0,0
1981622701,3,0,1,995,995,995,0,995,2,2,1,2,0,1,2,995,0,0,995,0,4,1,0,0,0,0,4,995,995,0,1,0,995,0,1,0,0,0,995,3,995,0,1,1,911.49282,0,5,995,1,0,995,4,0,995,5,2,995,0,995
1923328101,1,0,2,995,995,1,0,995,1,995,0,995,1,2,995,2,0,1,0,1,995,0,0,0,0,0,1,995,995,995,0,0,995,0,5,0,0,0,995,2,995,995,0,6,910.03513,0,2,995,0,0,995,3,0,0,2,4,0,0,995
1989707401,999,0,3,995,995,995,0,995,1,1,0,995,0,1,995,3,0,1,995,0,16,1,0,0,0,0,0,0,995,0,1,0,995,999,1,0,1,999,995,1,995,0,1,1,4234.78157,0,4,995,0,0,995,1,0,995,4,1,995,0,995
1969257301,997,0,2,995,995,1,0,1,1,995,0,5,0,2,5,995,0,0,0,0,7,1,0,0,0,0,1,0,995,0,3,0,995,0,1,0,0,0,995,3,995,0,0,1,911.53238,0,5,2,0,0,995,3,0,0,5,3,0,0,995
1935054201,1,0,3,995,995,1,1,995,2,9,0,995,0,1,995,1,1,1,0,0,7,1,0,0,0,0,1,995,995,0,0,0,995,0,5,0,0,0,995,2,995,0,1,1,2114.87367,0,1,995,1,0,995,2,0,0,1,2,0,0,995
1987395501,997,0,5,995,995,1,0,5,3,995,0,1,0,2,1,995,0,0,1,0,8,1,0,5,0,2,0,0,0,0,2,0,995,0,2,5,3,0,0,3,0,0,0,1,538.18073,0,6,995,0,0,995,4,0,0,6,3,1,0,995
1994381901,1,0,1,995,995,1,0,2,2,2,0,995,2,1,995,2,0,1,0,0,15,1,0,0,0,0,0,995,995,0,1,0,995,0,1,1,1,0,995,2,995,0,1,1,210.67913,1,6,6,0,0,995,4,0,0,6,1,0,0,995
1977508101,4,0,3,995,995,0,0,995,7,995,0,995,2,2,995,1,0,1,1,0,10,1,0,0,0,0,0,995,995,0,1,0,995,0,1,0,1,0,995,2,995,0,1,1,1903.62101,0,5,995,0,0,995,4,0,0,5,2,0,0,995
1974949901,1,0,1,995,995,995,0,995,0,1,1,995,0,1,995,1,0,1,995,0,995,0,0,0,0,0,0,0,0,995,0,0,995,0,6,0,0,0,0,0,0,995,1,1,25085.17252,0,3,995,1,0,995,1,0,995,3,2,995,0,995
1984903701,999,0,2,995,995,0,0,995,2,997,1,2,0,1,2,995,0,0,0,0,8,1,0,1,0,0,0,0,995,0,1,0,995,999,1,1,0,999,995,2,995,0,1,1,419.29077,0,999,6,1,0,995,4,0,1,999,2,0,0,995
1974621801,997,0,3,995,995,1,0,995,3,2,1,995,1,1,995,5,0,1,1,0,8,1,0,0,0,0,2,995,995,0,1,0,995,0,1,1,1,0,995,1,995,0,1,1,1572.59759,0,3,995,0,0,995,3,0,0,3,3,0,0,995
1937423501,1,0,2,995,995,995,0,995,2,9,0,2,0,1,2,995,0,1,995,1,14,0,1,0,0,0,0,995,995,0,0,0,995,0,1,0,2,0,995,3,995,0,1,1,373.41766,0,2,995,1,0,995,1,0,995,999,2,995,0,995
1944958001,1,0,1,995,995,0,2,995,1,5,4,995,0,1,995,1,1,1,0,0,997,1,0,0,1,0,0,995,-9998,0,0,0,995,0,4,0,0,1,-9998,0,-9998,0,1,1,1911.67791,0,1,995,1,0,995,1,0,0,1,1,0,0,995
1928878101,1,0,2,995,995,0,0,995,1,9,1,995,0,1,995,3,0,0,0,0,997,0,1,0,0,0,0,995,995,0,0,0,995,0,2,0,0,0,995,1,995,0,1,1,1312.09,0,5,995,0,0,995,2,1,0,5,1,0,0,995
1943405201,997,0,3,995,995,995,0,995,1,2,0,995,0,1,995,2,1,0,995,0,13,0,0,0,0,0,0,995,995,0,1,0,995,0,1,0,0,0,995,1,995,0,1,1,17394.09092,0,5,995,0,0,995,1,0,995,5,5,995,0,995
1956943101,1,0,3,995,995,0,0,995,1,995,1,995,0,2,995,1,0,0,0,1,995,1,0,0,0,0,0,0,0,995,1,0,995,0,6,1,0,0,0,0,0,995,0,1,11594.01901,0,5,1,0,0,995,3,0,0,5,3,0,0,995
1986958901,1,0,3,995,995,995,0,995,0,1,0,2,0,1,2,995,0,0,995,0,995,1,0,0,0,0,0,995,995,995,1,0,995,0,6,0,0,0,995,1,995,995,0,1,935.73161,0,5,995,0,0,995,1,0,995,5,5,995,0,995
1961096101,1,0,1,995,995,1,2,995,1,995,1,995,0,2,995,2,0,1,0,2,18,0,0,0,0,0,0,995,995,0,1,0,995,0,1,1,0,0,995,2,995,0,1,1,498.53053,0,5,6,0,0,995,2,0,0,5,1,0,0,995
1966408901,1,0,3,995,995,0,0,995,1,995,0,995,0,2,995,1,0,0,0,0,4,1,1,0,0,0,0,0,995,0,1,0,995,0,1,0,0,0,995,2,995,0,1,1,177.01553,0,6,995,0,0,995,2,0,0,6,1,0,0,995
1972921001,1,0,5,995,995,0,0,995,2,9,0,995,0,1,995,2,0,1,0,0,15,0,0,0,0,0,0,995,995,0,0,0,995,0,1,0,0,1,995,1,995,0,1,1,914.32538,0,4,995,0,0,995,1,0,0,4,1,0,0,995
1931196201,1,0,1,995,995,0,1,5,2,9,2,995,0,1,995,1,0,1,0,0,17,0,0,0,0,0,2,995,0,0,1,0,995,0,3,2,0,1,1,2,1,0,1,1,3958.07765,0,3,9,0,0,995,3,0,0,3,1,0,0,995
1986830601,3,0,2,995,995,0,0,995,3,997,0,995,0,1,995,1,0,0,0,0,8,1,0,0,0,6,0,0,995,0,1,0,995,0,5,0,0,0,995,2,995,1,0,1,517.24557,0,3,997,0,0,995,2,0,0,2,2,0,0,995
1988555201,1,0,2,0,0,1,2,995,2,2,1,1,0,1,1,995,0,1,0,0,12,1,0,0,0,0,0,995,0,0,1,0,1,0,1,4,1,0,0,2,0,0,1,1,764.54571,0,4,995,1,0,0,1,0,0,4,1,0,0,0
1993356901,1,0,1,995,995,995,0,995,1,995,1,995,0,2,995,3,0,0,995,0,995,0,0,1,0,0,0,0,995,995,0,0,995,0,5,1,0,0,995,1,995,995,1,1,207.68215,0,999,995,1,0,995,1,1,995,999,4,995,0,995
1912633701,1,0,2,995,995,1,1,995,1,995,2,995,0,2,995,3,0,1,0,0,4,1,0,0,0,0,0,995,995,0,1,0,995,0,3,1,0,0,995,1,995,0,1,5,346.54926,0,3,6,1,0,995,1,0,0,3,2,0,0,995
1968103801,1,0,3,995,995,0,0,1,0,995,0,1,0,2,3,995,0,0,0,0,8,1,0,0,0,0,0,0,995,0,1,0,995,0,1,1,3,1,995,1,995,0,0,1,179.77756,0,5,995,0,0,995,2,0,0,5,4,0,0,995
1974472201,1,0,1,995,995,995,0,995,0,995,0,1,0,2,1,995,1,0,995,1,17,0,0,0,0,0,0,0,0,0,0,0,995,0,1,0,0,0,1,1,1,0,1,1,7721.26487,0,5,995,1,0,995,1,0,995,5,2,995,0,995
1962161801,1,0,1,995,995,995,0,995,2,995,0,995,0,2,995,3,0,1,995,1,16,0,0,0,0,0,0,995,995,0,0,0,995,0,1,0,0,0,995,2,995,0,1,1,475.14012,0,6,995,1,0,995,2,0,995,6,1,995,0,995
1953134501,1,0,3,995,995,995,0,995,0,2,0,5,0,1,5,995,0,0,995,0,995,1,1,0,1,0,0,0,995,995,1,0,995,0,6,0,0,0,995,1,995,995,0,1,249.07455,1,1,995,0,1,995,1,0,995,1,3,995,0,995
1974962301,1,0,1,995,995,995,0,995,0,995,0,995,3,2,995,1,0,0,995,1,15,1,0,0,0,2,0,995,-9998,0,1,0,995,0,1,0,1,0,-9998,1,-9998,0,0,997,6124.00117,0,5,995,0,0,995,6,0,995,5,2,995,0,995
1921098401,999,0,3,995,995,995,0,995,0,1,0,995,0,1,995,5,0,0,995,0,8,0,0,0,0,0,0,995,995,0,0,0,995,999,3,0,0,999,995,0,995,0,1,1,5794.52559,0,999,995,1,0,995,3,0,995,999,3,995,0,995
1949106501,1,0,1,0,0,1,0,995,0,995,1,995,0,2,995,2,0,0,0,0,995,1,0,0,0,0,0,0,0,995,2,0,1,0,6,1,0,0,0,0,0,995,0,1,907.41091,0,5,995,0,0,0,2,0,0,5,3,0,0,0
1943173701,1,0,2,995,995,995,0,995,0,995,0,5,2,2,2,995,0,0,995,0,10,0,0,0,0,1,0,0,0,0,0,0,995,0,3,0,0,0,0,1,0,0,1,1,2252.03243,0,2,995,1,0,995,4,0,995,2,2,995,0,995
1930118801,1,0,3,995,995,1,0,995,2,995,0,995,0,2,995,1,0,1,0,0,4,0,1,0,0,0,0,0,995,0,0,0,995,0,1,0,0,0,995,1,995,0,1,1,1893.41297,0,5,995,0,0,995,2,0,0,5,1,0,0,995
1942064701,1,0,2,995,995,995,0,995,0,1,0,4,0,1,2,995,1,0,995,0,4,1,0,0,0,0,0,995,995,0,1,0,995,0,1,0,2,1,995,2,995,0,0,1,447.64082,0,4,995,1,0,995,2,0,995,4,5,995,0,995
1967417801,999,0,2,1,0,0,1,2,1,3,2,995,0,1,995,2,1,0,0,1,13,0,0,1,0,0,2,995,1,1,0,0,1,999,3,2,2,999,1,1,1,0,1,5,115716.71257,0,1,995,1,0,1,2,0,0,2,3,0,1,0
1981247101,1,0,2,995,995,0,0,1,3,2,0,995,1,1,995,1,0,0,0,0,13,0,1,0,0,0,0,995,0,0,2,0,995,0,2,0,0,0,0,2,1,0,1,1,1695.2094,0,4,995,1,0,995,3,0,0,4,4,0,0,995
19154775301,1,0,1,995,995,995,0,995,1,2,2,1,0,1,2,995,0,1,995,0,7,0,0,0,0,0,0,995,0,0,1,0,995,0,1,2,0,0,0,1,0,0,1,1,393.96516,0,3,995,1,0,995,3,0,995,3,1,995,0,995
1976159201,997,0,3,995,995,0,0,3,1,9,0,2,2,1,2,995,0,0,0,0,8,0,0,0,0,0,0,0,995,0,1,0,995,0,1,0,0,0,995,2,995,0,0,1,1076.66563,0,3,995,1,0,995,4,0,1,3,2,0,0,995
1992100501,997,0,1,995,995,0,0,995,2,9,0,995,0,1,995,1,0,1,0,0,995,1,0,0,1,0,0,0,995,995,1,0,995,0,5,2,3,1,995,1,995,995,1,3,40147.20047,0,2,1,1,0,995,2,0,0,2,3,0,0,995
1970515601,997,0,3,995,995,1,0,995,2,2,0,3,0,1,3,995,0,0,0,0,995,1,0,0,1,0,0,995,995,995,0,0,995,0,6,0,0,0,995,2,995,995,0,997,7471.29898,0,1,995,0,0,995,7,0,0,1,3,0,0,995
1956456301,1,0,5,995,995,1,0,995,5,995,0,995,0,2,995,1,0,1,0,0,10,0,0,0,0,0,0,995,995,0,0,0,995,0,5,0,0,0,995,0,995,0,1,1,1837.99673,0,3,5,1,0,995,2,0,0,999,1,0,0,995
1965863301,1,0,5,995,995,0,0,995,3,995,2,995,0,2,995,3,0,1,0,0,995,1,1,0,0,0,0,995,995,995,2,0,995,0,6,2,0,0,995,2,995,995,0,1,191.97973,0,999,995,0,0,995,3,0,0,999,4,0,0,995
1931634201,2,0,2,995,995,995,0,995,0,995,0,2,0,2,2,995,1,0,995,0,997,1,1,0,0,0,0,995,995,0,0,0,995,0,5,0,0,0,995,3,995,0,1,1,4678.92418,0,3,995,1,0,995,2,0,995,3,2,995,0,995
1942716801,1,0,1,995,995,1,0,995,1,9,1,995,0,1,995,2,1,1,0,1,7,0,0,0,0,0,0,995,995,0,0,0,995,0,1,1,0,0,995,2,995,0,1,1,411.71576,0,5,995,0,0,995,2,0,0,5,1,0,0,995
1935658601,997,0,1,995,995,0,0,995,1,1,3,2,1,1,1,995,1,1,0,0,4,1,0,0,0,1,0,995,995,0,1,0,995,0,1,1,3,1,995,1,995,0,0,1,1077.11835,0,2,995,0,0,995,2,0,0,2,1,0,0,995
1959501501,1,0,2,995,995,0,0,5,1,995,0,995,0,2,995,2,0,0,0,0,13,0,0,4,0,0,0,995,995,0,1,0,995,0,1,0,0,0,995,2,995,0,1,1,8181.47778,0,5,995,0,0,995,2,0,0,5,3,0,0,995
1920613901,3,0,1,995,995,995,0,995,1,995,1,995,0,2,995,1,1,0,995,0,995,1,0,0,999,0,0,0,995,995,2,999,995,0,6,0,0,0,995,2,995,995,0,1,1125.53614,999,5,995,0,999,995,2,0,995,5,3,995,0,995
1975505101,1,0,2,995,995,1,0,995,1,1,0,995,2,1,995,2,0,0,0,1,997,1,0,0,0,0,0,0,995,0,2,0,995,0,1,0,1,0,995,2,995,0,1,1,177.3854,0,5,2,1,0,995,4,0,0,5,2,0,0,995
1960565801,1,0,3,995,995,0,0,995,2,995,1,995,1,2,995,2,0,0,0,0,995,1,0,0,999,0,0,0,995,995,1,999,995,0,6,4,1,1,995,3,995,995,1,1,465.88388,999,1,995,1,999,995,6,0,0,1,2,0,0,995
1938194801,1,0,1,995,995,1,3,995,0,1,0,995,0,1,995,2,0,0,0,1,16,0,0,0,0,0,2,2,0,0,0,0,995,0,1,0,2,0,0,2,0,0,1,1,18839.25251,0,6,995,0,0,995,2,0,0,6,2,0,0,995
1926541401,1,0,1,995,995,0,0,995,2,995,0,995,0,2,995,1,1,0,0,2,995,1,0,0,999,0,0,995,995,995,0,999,995,0,6,0,1,1,995,1,995,995,1,1,1074.96875,999,1,995,0,999,995,1,0,0,1,2,0,0,995
1947843401,1,0,5,995,995,995,0,995,1,995,0,995,0,2,995,1,0,1,995,0,1,0,1,0,0,0,0,995,995,0,0,0,995,0,1,0,0,0,995,1,995,1,1,1,257.73833,0,6,995,0,0,995,1,0,995,5,2,995,0,995
1984349501,1,0,3,995,995,0,0,995,0,995,0,995,0,2,995,2,1,1,0,0,18,0,0,0,0,0,0,0,995,0,0,0,995,0,1,0,1,0,995,1,995,0,1,1,201.92687,0,5,995,1,0,995,1,0,0,5,1,0,0,995
1944407501,1,0,2,995,995,0,0,995,2,995,2,995,0,2,995,2,0,0,0,1,995,1,1,0,0,0,0,995,995,995,1,0,995,0,6,2,1,0,995,0,995,995,0,1,750.52495,0,2,995,0,0,995,1,0,1,2,3,0,0,995
1902692201,1,0,2,995,995,995,0,995,0,1,0,995,0,1,995,2,0,0,995,0,9,0,1,0,0,0,0,0,995,0,0,0,995,0,1,0,1,0,995,2,995,0,1,1,750.56944,0,6,995,0,0,995,3,0,995,6,2,995,0,995
1901026601,1,0,1,995,995,1,0,995,3,9,0,995,0,1,995,3,1,1,0,0,10,0,0,0,999,0,0,995,995,0,0,999,995,0,2,0,0,0,995,3,995,1,1,1,19590.27,999,2,995,1,999,995,2,0,0,2,1,1,0,995
1929694101,1,0,1,995,995,0,0,995,1,9,0,995,1,1,995,1,0,1,0,0,17,1,1,0,0,0,0,995,995,0,0,0,995,0,1,0,0,0,995,2,995,0,1,1,253.76002,0,5,995,0,0,995,3,0,0,5,4,0,0,995
19053995801,997,0,2,995,995,0,0,995,3,9,0,3,0,1,1,995,0,1,0,3,4,0,0,0,0,0,0,995,995,0,0,0,995,999,1,0,2,999,995,1,995,0,1,1,169.53566,0,3,995,1,0,995,1,0,0,3,2,0,0,995
1969671301,1,1,5,995,995,995,0,995,0,1,0,5,0,1,5,995,0,0,995,0,995,1,0,0,0,0,0,995,995,995,3,0,995,0,6,0,1,0,995,0,995,995,0,1,1510.21755,0,999,995,0,0,995,2,0,995,999,5,995,0,995
1928918301,1,0,2,995,995,1,1,995,0,995,0,995,0,2,995,1,0,0,0,0,4,0,1,0,0,0,0,995,1,0,0,0,995,0,1,0,0,0,0,1,0,0,1,1,263.65162,0,5,995,1,0,995,1,0,0,5,3,0,0,995
1918596301,1,0,1,0,0,1,2,995,1,995,0,995,0,2,995,1,0,1,0,1,10,0,1,0,0,0,0,6,0,1,0,0,1,0,5,2,1,0,1,3,1,0,1,1,502.84763,0,3,995,0,0,0,3,0,0,4,2,0,0,0
1911733201,1,0,1,0,0,1,0,995,3,1,0,1,0,1,1,995,0,1,0,2,16,0,0,0,0,0,0,995,995,0,0,0,0,0,1,0,0,1,995,2,995,0,1,1,449.0944,0,5,995,1,0,0,2,0,0,5,4,0,0,0
1939183701,1,0,1,995,995,1,1,1,1,2,1,995,0,1,995,1,0,0,1,0,8,1,0,0,0,0,0,995,0,0,1,0,995,0,1,0,1,0,0,2,1,0,1,1,415.39685,0,5,995,1,0,995,2,0,0,5,1,0,0,995
1972876601,3,0,1,995,995,995,1,995,1,995,1,5,0,2,5,995,0,0,995,0,995,1,0,0,0,0,0,2,0,995,2,0,995,0,6,1,0,0,0,2,0,995,0,1,32656.90157,0,5,995,0,0,995,2,0,995,5,5,995,0,995
1948049001,3,0,3,995,995,995,0,5,3,995,0,995,0,2,995,1,0,0,995,0,997,0,1,5,0,0,0,995,995,0,0,0,995,0,1,0,3,0,995,1,995,0,1,1,1077.05975,0,2,995,0,0,995,1,0,995,2,3,995,0,995
1935886301,1,0,1,995,995,0,0,995,3,995,0,995,0,2,995,1,0,0,0,1,18,0,1,0,0,0,0,995,995,0,0,0,995,0,4,0,2,0,995,4,995,0,1,1,300.41367,0,999,995,0,0,995,4,0,0,999,1,0,0,995
1911318201,999,0,2,995,995,0,1,995,1,9,0,1,1,1,1,995,1,1,0,0,8,0,0,1,0,0,0,0,0,0,1,0,995,0,2,0,0,1,0,1,0,0,0,1,121321.85418,0,5,9,1,0,995,6,0,0,999,4,0,0,995
1964192101,997,0,3,995,995,1,1,995,2,2,2,2,0,1,4,995,1,1,0,1,8,1,0,0,0,0,1,0,995,0,1,0,995,0,1,1,0,0,995,2,995,0,1,1,287.20167,0,3,995,1,0,995,2,0,0,3,2,0,0,995
1981280601,1,0,1,995,995,995,0,995,0,1,0,4,0,1,4,995,0,0,995,2,10,1,1,0,0,0,0,995,995,1,1,0,995,0,5,0,0,0,995,2,995,1,1,1,448.92236,0,4,995,1,0,995,2,0,995,4,1,995,0,995
1921193301,1,0,3,995,995,0,0,995,0,995,0,995,0,2,995,4,1,1,0,0,7,0,0,0,0,0,0,995,995,0,0,0,995,0,1,3,2,0,995,1,995,0,1,1,649.18488,0,5,995,1,0,995,1,0,0,5,2,0,0,995
1983179001,1,0,3,995,995,0,0,995,0,1,0,995,0,1,995,1,0,1,0,0,997,0,1,0,0,0,0,995,995,1,0,0,995,0,2,0,2,1,995,1,995,0,1,3,1438.37926,0,1,995,1,0,995,2,0,0,1,2,0,0,995
1948669101,1,0,1,0,0,1,0,995,3,5,0,995,0,1,995,4,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,3237.97805,0,4,995,1,0,0,1,0,0,1,1,0,0,0
1946084601,1,0,2,995,995,995,0,995,4,995,1,2,0,2,2,995,0,0,995,0,995,1,0,0,0,0,0,995,995,995,2,0,995,0,6,2,0,0,995,1,995,995,0,1,182.18387,0,4,2,0,0,995,2,0,995,4,3,995,0,995
1926496601,1,0,1,995,995,1,1,995,3,9,0,995,0,1,995,4,0,1,1,0,4,1,0,0,0,0,0,0,995,0,1,0,995,0,5,0,0,0,995,3,995,0,1,1,996.93198,0,5,9,1,0,995,2,0,0,1,4,0,0,995
1988183401,997,0,3,995,995,1,0,995,4,995,1,5,0,2,2,995,1,0,1,0,16,1,1,0,0,0,0,995,995,0,1,0,995,0,1,1,0,0,995,1,995,0,1,1,241.15836,0,5,995,1,0,995,1,0,0,5,3,0,0,995
