property_id,property_name,address_1,retail_store_number_of_open,natural_gas_use_kbtu,ambulatory_surgical_center,enclosed_mall_gross_floor,property_gfa_calculated,other_weekly_operating_hours,other_gross_floor_area_ft,parent_property_id,year_ending,office_percent_that_can_be,number_of_buildings,worship_facility_gross_floor,retail_store_number_of_walk,office_weekly_operating_hours,refrigerated_warehouse_gross,weather_normalized_site_eui,difference_from_national_2,hospital_general_medical_3,hospital_general_medical_11,weather_normalized_site_2,college_university_number,nyc_borough_block_and_lot,movie_theater_gross_floor,medical_office_percent_that,adult_education_gross_floor,direct_ghg_emissions_metric,residence_hall_dormitory,data_center_pdu_output_meter,hotel_gym_fitness_center,convention_center_gross_floor,hospital_general_medical_13,hospital_general_medical_6,alert_data_center_does_not,multifamily_housing_resident,bank_branch_gross_floor_area,difference_from_national_1,financial_office_computer,weather_normalized_site_1,largest_property_use_type_1,other_number_of_workers_on,council_district,distribution_center_gross,net_emissions_metric_tons,urgent_care_clinic_other,list_of_all_property_use,district_chilled_water_use,supermarket_grocery_gross,national_median_reference,supermarket_grocery_open,hospital_general_medical_2,medical_office_mri_machine
3239928,Alwayne Construction Corp,37 Otsego Street,8,187651.6,Not Available,Not Available,60700,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,10.5,Not Available,Not Available,Not Available,1876.5,Not Available,3-00579-0001,Not Available,Not Available,Not Available,10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-78.5,0.8,0,25000,Not Available,38.0,Not Available,51.7,Not Available,"Financial Office, Non-Refrigerated Warehouse, Retail Store, Supermarket/Grocery Store",Not Available,20000,CBECS - Other,0.0125,Not Available,Not Available
6128948,Howard,99-32 66 Road,Not Available,Not Available,Not Available,Not Available,320000,Not Available,Not Available,6128948,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,5.7,Not Available,Not Available,Not Available,Not Available,Not Available,7000060005;7000500004,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-85.2,Not Available,Not Available,300000,Not Available,29.0,Not Available,151.9,Not Available,"Multifamily Housing, Parking",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6202292,STB044003 St Barnabas Parking 4400 3rd Ave,4400 3rd Ave,Not Available,Not Available,Not Available,Not Available,198200,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2-03064-0100,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,198200,Not Available,15.0,Not Available,99.6,Not Available,Parking,Not Available,Not Available,,Not Available,Not Available,Not Available
6075349,Sun Sun Group : 467 Keap Street,467 Keap Street,Not Available,Not Available,Not Available,Not Available,81000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,17.7,Not Available,Not Available,Not Available,Not Available,Not Available,3-02371-0042,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-50.6,Not Available,Not Available,81000,Not Available,34.0,Not Available,118.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6212628,240 Kent  Avenue,240 Kent  Avenue,Not Available,2085341.1,Not Available,Not Available,56900,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,60,Not Available,62.8,Not Available,Not Available,Not Available,23245.6,Not Available,3023770012,Not Available,Not Available,Not Available,110.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-45.8,Not Available,0.4,56900,Not Available,33.0,Not Available,222.7,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
2640846,Kings Realty,861 East 27 Street,Not Available,4163923.4,Not Available,Not Available,70560,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-07573-0020,Not Available,Not Available,Not Available,221.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-23.7,Not Available,Not Available,70560,Not Available,45.0,Not Available,277.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2640766,37-60 88th Street,37-60 88th Street,1,7564799.1,Not Available,Not Available,109999,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4014750027,Not Available,Not Available,Not Available,401.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,10.9,Not Available,Not Available,100000,Not Available,21.0,Not Available,705.8,Not Available,"Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5934926,1112-1114 Gerard Ave,1112-1114 Gerard Ave,Not Available,4535166.8,Not Available,Not Available,55000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,98.5,Not Available,Not Available,Not Available,45351.7,Not Available,2-02478-0024,Not Available,Not Available,Not Available,240.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,16.7,Not Available,0.8,55000,Not Available,16.0,Not Available,325.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5987001,210 East 58th Street,210 East 58th Street,0,1603006.4,Not Available,Not Available,90462,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,99.9,Not Available,Not Available,Not Available,15304.7,Not Available,1013310039,Not Available,Not Available,Not Available,412.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,25.8,Not Available,0.2,82462,Not Available,4.0,Not Available,694.5,Not Available,"Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4931192,89-24 164St,89-24 164th St,Not Available,10612733.9,Not Available,Not Available,135643,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,636.1,Not Available,Not Available,Not Available,111907.3,Not Available,4-09793-0069,Not Available,Not Available,Not Available,563.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,1461.5,Not Available,0.8,135643,Not Available,24.0,Not Available,7532,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6202283,STB044283 St Barnabas Nursing Home 4428 3rd Ave,4428 3rd Ave,Not Available,Not Available,Not Available,Not Available,114217,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,68.1,Not Available,Not Available,Not Available,Not Available,Not Available,2-03064-0010,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-12.1,Not Available,Not Available,114217,Not Available,15.0,Not Available,689.6,Not Available,Residential Care Facility,Not Available,Not Available,CBECS - Nursing,Not Available,Not Available,Not Available
5932289,35-60 74th Street,35-60 74th Street,Not Available,2408900.1,Not Available,Not Available,55000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,86.9,Not Available,Not Available,Not Available,24089,Not Available,4-01273-0034,Not Available,Not Available,Not Available,245.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,0.3,Not Available,0.4,55000,Not Available,25.0,Not Available,322.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4473962,MILL BROOK/MILL BROOK EXTENSION CAMPUS,180 BROOK AVENUE,Not Available,116651644.5,Not Available,Not Available,1288340,Not Available,Not Available,4473962,2016-12-31T00:00:00.000,Not Available,10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2022630019;2025480001;2025480042,Not Available,Not Available,Not Available,6195.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,16.8,Not Available,Not Available,1288340,Not Available,8.0,Not Available,9451.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4929244,Carlton House- EXTELL Management Services,21 East 61th Street,0,161260,Not Available,Not Available,290000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,3.1,Not Available,Not Available,Not Available,1612.6,Not Available,1-01376-0015,Not Available,Not Available,Not Available,8.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-94.1,Not Available,0,230000,Not Available,4.0,Not Available,79,Not Available,"Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5944269,976 Amsterdam Ave,976 Amsterdam Ave,Not Available,924273.3,Not Available,Not Available,51080,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,99,Not Available,Not Available,Not Available,9679.8,Not Available,1-01880-0029,Not Available,Not Available,Not Available,231.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,4.9,Not Available,0.2,51080,Not Available,7.0,Not Available,343.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2640721,beach realty,3093 Brighton 4 Street,Not Available,4811355.5,Not Available,Not Available,95000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-08688-0056,Not Available,Not Available,Not Available,255.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-29.9,Not Available,Not Available,95000,Not Available,48.0,Not Available,332.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3513045,Violet Towers Inc,621 w 188th Street,Not Available,4173049.7,Not Available,Not Available,52200,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,88.4,Not Available,Not Available,Not Available,44806,Not Available,1-02168-0031,Not Available,Not Available,Not Available,221.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-22.9,Not Available,0.9,52200,Not Available,10.0,Not Available,234,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5237895,Lamor Associates LLC / Brad Faden,2021 Pitkin Avenue,Not Available,Not Available,Not Available,Not Available,63000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,7.9,Not Available,Not Available,Not Available,Not Available,Not Available,3037180001,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-63.9,Not Available,Not Available,63000,Not Available,37.0,Not Available,44.7,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,Not Available,Not Available
3128127,WEST BRIGHTON I/WEST BRIGHTON II,820 HENDERSON AVENUE,Not Available,53355695.3,Not Available,Not Available,608360,Not Available,Not Available,4474039,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,94.1,Not Available,Not Available,Not Available,564977.4,Not Available,5001960001,Not Available,Not Available,Not Available,2891.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-35.5,Not Available,0.9,608360,Not Available,49.0,Not Available,2891.6,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
