survey_complete_date,bicycle_store_secured_bike,reduced_vehicle_parking,bicycle_store_house
2019-06-16T00:02:33.000,0,995,0
2019-06-19T09:21:03.000,0,995,0
2019-06-16T12:10:17.000,995,995,995
2019-06-28T08:05:13.000,995,995,995
2019-06-10T14:05:50.000,0,995,1
2019-06-03T21:12:42.000,0,995,1
2019-06-16T06:13:27.000,0,995,1
2019-06-08T20:30:45.000,995,995,995
2019-06-29T06:18:44.000,1,995,0
2019-06-27T11:27:21.000,995,1,995
2019-06-12T09:34:12.000,995,995,995
2019-06-25T00:15:41.000,995,995,995
2019-06-18T08:58:33.000,0,995,1
2019-05-31T00:12:25.000,0,995,1
2019-06-15T10:59:37.000,995,995,995
2019-06-06T09:04:34.000,995,995,995
2019-06-10T19:20:08.000,0,995,0
2019-06-28T23:50:15.000,995,995,995
2019-06-17T19:30:42.000,0,995,1
2019-06-11T07:48:43.000,995,995,995
2019-06-15T09:44:09.000,1,995,0
2019-06-21T10:22:51.000,0,995,0
2019-06-21T07:12:17.000,995,995,995
2019-07-01T15:06:41.000,995,995,995
2019-06-16T13:53:10.000,995,995,995
2019-06-15T00:52:16.000,995,995,995
2019-06-15T07:45:20.000,0,995,0
2019-06-18T07:53:16.000,0,0,1
2019-06-14T13:14:32.000,0,0,1
2019-06-17T10:01:13.000,0,995,1
2019-06-16T22:03:56.000,995,995,995
2019-06-10T09:44:23.000,995,995,995
2019-06-07T00:18:23.000,995,995,995
2019-06-19T07:09:19.000,0,995,0
2019-06-09T11:09:17.000,995,995,995
2019-06-17T21:06:31.000,1,995,0
2019-06-21T23:57:34.000,1,995,0
2019-06-25T08:29:32.000,995,995,995
2019-06-05T15:35:56.000,0,995,1
2019-06-15T13:08:32.000,0,0,1
2019-06-15T08:25:11.000,1,995,0
2019-06-11T07:02:45.000,0,995,1
2019-06-14T09:10:09.000,0,995,1
2019-06-14T17:55:42.000,0,995,1
2019-06-14T00:56:19.000,995,995,995
2019-06-14T19:31:37.000,0,995,0
2019-06-17T10:40:41.000,0,995,1
2019-06-02T11:27:42.000,995,995,995
2019-06-20T09:08:00.000,995,1,995
2019-06-17T06:51:34.000,0,995,1
2019-06-01T09:06:19.000,0,995,1
2019-06-17T08:55:47.000,995,1,995
2019-06-01T09:18:52.000,995,995,995
2019-06-27T08:25:50.000,0,1,1
2019-06-04T08:14:45.000,995,995,995
2019-06-11T08:56:41.000,995,995,995
2019-06-19T20:08:32.000,0,995,1
2019-06-17T19:23:21.000,0,995,1
2019-06-20T03:04:19.000,995,995,995
2019-07-01T10:13:55.000,995,995,995
2019-06-29T02:15:54.000,995,995,995
2019-06-11T16:00:42.000,995,995,995
2019-06-02T11:51:52.000,0,995,1
2019-06-14T16:53:05.000,0,995,1
2019-06-11T08:25:09.000,995,995,995
2019-06-15T17:31:58.000,0,995,1
2019-06-25T14:16:05.000,0,995,0
2019-06-12T08:46:56.000,995,995,995
2019-06-28T21:22:36.000,995,1,995
2019-06-08T09:38:53.000,995,995,995
2019-06-16T20:49:28.000,995,995,995
2019-06-10T19:52:45.000,995,995,995
2019-06-07T14:30:58.000,995,995,995
2019-06-30T01:04:33.000,995,995,995
2019-06-13T13:27:20.000,995,995,995
2019-06-07T05:16:56.000,0,995,1
2019-06-28T07:42:37.000,995,995,995
2019-06-09T09:25:51.000,0,995,0
2019-06-24T08:32:33.000,995,995,995
2019-06-20T08:58:13.000,1,995,1
2019-06-08T06:37:15.000,995,995,995
2019-06-19T06:57:19.000,0,995,1
2019-06-17T07:52:21.000,0,995,1
2019-06-19T10:15:12.000,0,995,1
2019-06-13T13:27:43.000,0,0,1
2019-06-22T09:04:25.000,0,995,1
2019-06-15T07:01:46.000,995,995,995
2019-06-15T00:11:29.000,995,995,995
2019-06-16T14:17:50.000,0,995,1
2019-06-13T00:12:05.000,0,0,1
2019-06-11T00:04:42.000,995,995,995
2019-06-06T10:02:19.000,995,995,995
2019-06-17T13:48:59.000,0,995,1
2019-06-14T08:28:15.000,995,995,995
2019-06-01T11:12:00.000,0,995,1
2019-06-09T09:22:54.000,995,995,995
2019-06-13T18:52:32.000,995,995,995
2019-06-08T01:19:45.000,995,995,995
2019-06-06T09:30:47.000,0,995,1
2019-06-29T08:57:11.000,995,995,995
2019-06-11T06:17:37.000,995,995,995
2019-06-15T17:36:30.000,0,995,1
2019-06-05T14:31:27.000,0,995,0
2019-06-23T02:12:06.000,-9998,995,-9998
2019-06-14T10:52:09.000,995,0,995
2019-06-10T10:58:21.000,0,1,1
2019-06-28T11:07:05.000,995,995,995
2019-05-31T18:03:49.000,995,995,995
2019-06-18T14:25:39.000,1,995,1
2019-06-16T18:42:33.000,995,995,995
2019-06-14T10:13:47.000,0,995,1
2019-07-03T16:30:51.000,995,995,995
2019-06-11T18:30:53.000,0,0,0
2019-06-09T09:16:36.000,0,995,1
2019-06-14T07:15:14.000,995,995,995
2019-06-28T07:09:17.000,995,1,995
2019-06-18T09:27:57.000,995,995,995
2019-06-13T14:24:11.000,0,995,1
2019-06-28T00:01:18.000,995,995,995
2019-06-10T06:12:42.000,995,995,995
2019-06-18T02:42:00.000,995,995,995
2019-06-25T07:11:46.000,0,995,0
2019-06-15T08:03:18.000,995,995,995
2019-06-10T23:52:47.000,995,0,995
2019-05-31T11:49:09.000,995,995,995
2019-06-30T09:21:45.000,0,995,1
2019-06-30T09:23:54.000,995,995,995
2019-06-16T11:06:40.000,995,995,995
2019-06-09T10:10:42.000,995,995,995
2019-06-01T10:10:39.000,1,995,0
2019-06-09T16:58:15.000,995,995,995
2019-06-15T10:38:40.000,0,995,1
2019-06-14T20:28:04.000,995,995,995
2019-06-08T08:07:31.000,995,995,995
2019-06-13T19:45:49.000,0,995,1
2019-06-23T15:34:44.000,0,995,1
2019-06-04T16:46:54.000,995,995,995
2019-06-05T16:49:43.000,0,995,1
2019-06-18T19:26:24.000,0,995,0
2019-06-14T08:55:47.000,0,995,0
2019-06-11T08:09:35.000,0,995,1
2019-06-16T20:19:28.000,995,995,995
2019-06-19T18:36:16.000,995,995,995
2019-06-14T00:17:34.000,995,995,995
2019-06-09T20:53:39.000,995,995,995
2019-06-10T20:38:26.000,995,0,995
2019-06-15T12:53:06.000,995,995,995
2019-06-25T00:45:18.000,0,995,0
2019-06-15T06:46:22.000,995,995,995
2019-06-21T12:41:09.000,995,995,995
2019-06-16T07:28:38.000,995,0,995
2019-06-17T03:42:42.000,0,995,1
2019-06-17T21:16:00.000,995,995,995
2019-06-10T09:58:29.000,995,995,995
2019-06-09T09:20:43.000,995,995,995
2019-06-02T22:51:36.000,-9998,995,-9998
2019-06-15T10:08:59.000,995,0,995
2019-06-25T20:08:42.000,995,995,995
2019-06-18T05:59:37.000,995,995,995
2019-06-06T08:03:50.000,0,995,1
2019-06-01T10:23:11.000,995,995,995
2019-06-16T19:59:58.000,995,995,995
2019-06-16T12:14:15.000,995,995,995
2019-05-31T07:13:51.000,0,995,1
2019-06-23T17:42:08.000,0,995,1
2019-06-11T00:57:46.000,995,995,995
2019-06-29T12:56:56.000,0,995,1
2019-06-15T07:36:40.000,0,995,1
2019-06-11T08:41:49.000,995,995,995
2019-06-20T12:02:36.000,995,995,995
2019-06-15T08:53:24.000,995,995,995
2019-06-19T06:29:04.000,-9998,995,-9998
2019-06-18T16:28:00.000,995,995,995
2019-06-20T07:18:57.000,0,995,1
2019-06-29T17:43:27.000,995,0,995
2019-06-13T09:07:50.000,995,995,995
2019-06-12T06:03:56.000,995,1,995
2019-06-08T00:05:41.000,0,995,1
2019-06-30T07:08:01.000,0,995,1
2019-06-17T11:10:33.000,995,995,995
2019-06-10T09:01:24.000,995,995,995
2019-06-06T18:12:34.000,995,995,995
2019-06-07T08:47:18.000,995,995,995
2019-06-15T12:38:17.000,995,995,995
2019-06-13T17:12:23.000,995,995,995
2019-06-30T13:35:46.000,0,995,1
2019-06-18T11:24:16.000,0,995,1
2019-06-30T11:52:24.000,995,1,995
2019-06-16T12:49:44.000,995,0,995
2019-06-24T13:07:59.000,0,995,0
2019-06-18T15:38:52.000,995,995,995
2019-06-12T20:00:08.000,-9998,995,-9998
2019-06-09T10:18:59.000,995,995,995
2019-06-16T11:44:39.000,995,995,995
2019-06-09T08:27:58.000,0,995,1
2019-06-15T21:40:31.000,995,995,995
2019-06-15T15:46:57.000,0,995,1
2019-06-09T07:48:43.000,995,995,995
2019-06-08T21:08:56.000,0,995,1
2019-06-21T07:29:07.000,0,995,1
2019-06-09T09:03:06.000,0,995,0
2019-06-26T16:15:59.000,995,995,995
2019-06-25T22:59:16.000,0,995,1
2019-06-29T05:36:39.000,0,1,1
2019-06-14T02:07:48.000,995,995,995
2019-06-14T12:38:57.000,0,995,0
2019-06-16T17:57:04.000,0,995,1
2019-06-27T08:24:22.000,0,995,1
2019-06-09T17:06:41.000,0,0,0
2019-05-31T11:59:45.000,0,995,1
2019-06-09T09:37:01.000,1,1,0
2019-06-09T10:22:32.000,995,995,995
2019-06-24T16:11:31.000,0,995,1
2019-06-13T08:33:24.000,995,995,995
2019-06-27T12:31:26.000,995,995,995
2019-06-09T06:05:24.000,995,0,995
2019-06-18T08:17:33.000,995,1,995
2019-06-11T00:08:34.000,0,995,1
2019-06-15T07:49:04.000,0,995,1
2019-06-08T18:19:00.000,995,995,995
2019-06-13T00:39:54.000,995,995,995
2019-06-17T22:52:04.000,995,995,995
2019-06-22T07:45:23.000,0,995,0
2019-06-12T07:23:49.000,995,995,995
2019-06-16T13:51:46.000,995,995,995
2019-06-18T15:56:15.000,0,995,1
2019-06-15T09:39:29.000,0,995,1
2019-06-20T09:11:08.000,0,995,1
2019-06-30T10:44:33.000,0,995,1
2019-07-01T18:17:55.000,0,0,1
2019-06-19T10:05:25.000,995,995,995
2019-06-10T08:46:09.000,995,995,995
2019-06-11T10:27:37.000,0,995,1
2019-06-14T23:36:39.000,995,0,995
2019-07-06T08:40:07.000,995,995,995
2019-06-30T12:42:36.000,0,1,1
2019-05-31T10:39:38.000,0,995,1
2019-06-16T15:56:15.000,0,995,1
2019-06-02T22:06:03.000,0,995,1
2019-06-17T09:22:43.000,995,995,995
