latitude,longitude,location_type,city,address_type,x_coordinate_state_plane,open_data_channel_type,borough,landmark,complaint_type,created_date,:@computed_region_efsh_h5xi,community_board
40.685621,-73.875687,Street/Sidewalk,BROOKLYN,ADDRESS,1018629,MOBILE,BROOKLYN,CHESTNUT STREET,Illegal Parking,2025-12-21T23:14:49.000,17215,05 BROOKLYN
40.725646,-73.905579,Street/Sidewalk,MASPETH,ADDRESS,1010450,MOBILE,QUEENS,55 DRIVE,Illegal Parking,2025-12-12T08:09:19.000,14788,05 QUEENS
40.699086,-73.914099,Street/Sidewalk,BROOKLYN,ADDRESS,1008097,MOBILE,BROOKLYN,LINDEN STREET,Illegal Parking,2025-12-23T23:12:35.000,13828,04 BROOKLYN
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-15T09:35:52.000,14508,08 QUEENS
40.743072,-73.954735,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,MOBILE,QUEENS,50 AVENUE,Illegal Parking,2025-12-23T13:26:09.000,16858,02 QUEENS
40.767241,-73.96552,Street/Sidewalk,NEW YORK,ADDRESS,994053,ONLINE,MANHATTAN,LEXINGTON AVENUE,Illegal Parking,2025-12-18T07:29:27.000,10090,08 MANHATTAN
40.695749,-73.796555,Street/Sidewalk,JAMAICA,ADDRESS,1040719,MOBILE,QUEENS,157 STREET,Illegal Parking,2025-12-12T16:35:54.000,24668,12 QUEENS
40.629566,-73.950024,Street/Sidewalk,BROOKLYN,ADDRESS,998060,ONLINE,BROOKLYN,EAST 27 STREET,Illegal Parking,2025-12-20T14:38:13.000,17217,14 BROOKLYN
40.659843,-73.889968,Street/Sidewalk,BROOKLYN,ADDRESS,1014689,MOBILE,BROOKLYN,HEGEMAN AVENUE,Illegal Parking,2025-12-12T07:12:23.000,17214,05 BROOKLYN
40.617379,-74.007687,Street/Sidewalk,BROOKLYN,ADDRESS,982078,MOBILE,BROOKLYN,78 STREET,Illegal Parking,2025-12-19T16:15:17.000,13511,10 BROOKLYN
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-15T09:36:08.000,14508,08 QUEENS
40.699458,-73.85266,Street/Sidewalk,WOODHAVEN,ADDRESS,1024887,MOBILE,QUEENS,WOODHAVEN BOULEVARD,Illegal Parking,2025-12-12T17:34:22.000,24017,09 QUEENS
40.704587,-73.945297,Street/Sidewalk,BROOKLYN,ADDRESS,999631,ONLINE,BROOKLYN,MANHATTAN AVENUE,Illegal Parking,2025-12-23T23:35:37.000,17213,01 BROOKLYN
40.69645,-73.974662,Street/Sidewalk,BROOKLYN,ADDRESS,991315,MOBILE,BROOKLYN,CUMBERLAND STREET,Illegal Parking,2025-12-11T12:50:44.000,17212,02 BROOKLYN
40.816869,-73.894731,Street/Sidewalk,BRONX,ADDRESS,1013504,MOBILE,BRONX,BRUCKNER BOULEVARD,Illegal Parking,2025-12-17T22:56:21.000,10937,02 BRONX
40.697432,-73.971301,Street/Sidewalk,BROOKLYN,ADDRESS,992088,MOBILE,BROOKLYN,CLERMONT AVENUE,Illegal Parking,2025-12-18T06:19:46.000,17212,02 BROOKLYN
40.581629,-73.823503,Street/Sidewalk,,INTERSECTION,1033276,ONLINE,QUEENS,,Illegal Parking,2025-12-22T08:49:28.000,20532,14 QUEENS
40.622613,-74.01009,Street/Sidewalk,BROOKLYN,ADDRESS,981464,ONLINE,BROOKLYN,74 STREET,Illegal Parking,2025-12-13T19:29:51.000,13511,10 BROOKLYN
40.71295,-73.906921,Street/Sidewalk,,INTERSECTION,1010054,MOBILE,QUEENS,,Illegal Parking,2025-12-16T07:15:47.000,15310,05 QUEENS
40.758238,-73.994831,Street/Sidewalk,NEW YORK,ADDRESS,985690,ONLINE,MANHATTAN,WEST 41 STREET,Illegal Parking,2025-12-12T07:51:59.000,12080,04 MANHATTAN
40.60017,-73.953453,Street/Sidewalk,BROOKLYN,ADDRESS,997093,ONLINE,BROOKLYN,EAST 18 STREET,Illegal Parking,2025-12-23T18:08:22.000,13512,15 BROOKLYN
40.754646,-73.86765,Street/Sidewalk,CORONA,ADDRESS,1020806,MOBILE,QUEENS,100 STREET,Illegal Parking,2025-12-13T01:35:04.000,14510,03 QUEENS
40.758602,-73.920079,Street/Sidewalk,ASTORIA,ADDRESS,1006386,MOBILE,QUEENS,38 STREET,Illegal Parking,2025-12-16T10:42:28.000,16860,01 QUEENS
40.627149,-73.927395,Street/Sidewalk,BROOKLYN,ADDRESS,1004307,MOBILE,BROOKLYN,UTICA AVENUE,Illegal Parking,2025-12-23T10:29:02.000,13825,18 BROOKLYN
40.75212,-73.977677,Street/Sidewalk,,INTERSECTION,990435,MOBILE,MANHATTAN,,Illegal Parking,2025-12-23T14:33:09.000,10355,05 MANHATTAN
40.704587,-73.945297,Street/Sidewalk,BROOKLYN,ADDRESS,999631,ONLINE,BROOKLYN,MANHATTAN AVENUE,Illegal Parking,2025-12-21T20:02:58.000,17213,01 BROOKLYN
40.675198,-74.004683,Street/Sidewalk,BROOKLYN,ADDRESS,983643,MOBILE,BROOKLYN,CLINTON STREET,Illegal Parking,2025-12-13T05:33:28.000,13514,06 BROOKLYN
40.633137,-73.9766,Street/Sidewalk,BROOKLYN,ADDRESS,990578,MOBILE,BROOKLYN,AVENUE F,Illegal Parking,2025-12-21T11:36:20.000,17620,14 BROOKLYN
40.806291,-73.945434,Street/Sidewalk,NEW YORK,ADDRESS,999424,PHONE,MANHATTAN,WEST 123 STREET,Illegal Parking,2025-12-19T08:53:50.000,12424,10 MANHATTAN
40.833474,-73.851781,Street/Sidewalk,BRONX,ADDRESS,1025355,ONLINE,BRONX,CASTLE HILL AVENUE,Illegal Parking,2025-12-17T15:02:26.000,11271,09 BRONX
40.727453,-73.853871,Street/Sidewalk,REGO PARK,ADDRESS,1024647,ONLINE,QUEENS,QUEENS BOULEVARD,Illegal Parking,2025-12-12T08:21:30.000,14785,06 QUEENS
40.741886,-73.985803,Street/Sidewalk,NEW YORK,ADDRESS,987985,MOBILE,MANHATTAN,EAST 25 STREET,Illegal Parking,2025-12-11T08:25:16.000,12073,05 MANHATTAN
40.637896,-73.995042,Street/Sidewalk,BROOKLYN,ADDRESS,985553,MOBILE,BROOKLYN,48 STREET,Illegal Parking,2025-12-19T12:12:01.000,17621,12 BROOKLYN
40.743072,-73.954735,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,MOBILE,QUEENS,50 AVENUE,Illegal Parking,2025-12-19T06:07:18.000,16858,02 QUEENS
40.729931,-73.810428,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,ONLINE,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-14T11:15:18.000,14507,08 QUEENS
40.680518,-73.930455,Street/Sidewalk,BROOKLYN,ADDRESS,1003522,MOBILE,BROOKLYN,CHAUNCEY STREET,Illegal Parking,2025-12-11T09:12:25.000,13516,03 BROOKLYN
40.743072,-73.954735,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,996424,MOBILE,QUEENS,50 AVENUE,Illegal Parking,2025-12-21T13:36:49.000,16858,02 QUEENS
40.704036,-74.013749,Street/Sidewalk,NEW YORK,ADDRESS,980580,ONLINE,MANHATTAN,BOWLING GREEN,Illegal Parking,2025-12-12T15:02:01.000,11725,01 MANHATTAN
40.742489,-73.951848,Street/Sidewalk,LONG ISLAND CITY,ADDRESS,997535,MOBILE,QUEENS,50 AVENUE,Illegal Parking,2025-12-21T13:56:11.000,16858,02 QUEENS
40.698146,-73.915092,Street/Sidewalk,BROOKLYN,ADDRESS,1007848,MOBILE,BROOKLYN,LINDEN STREET,Illegal Parking,2025-12-11T23:08:22.000,13828,04 BROOKLYN
40.59919,-73.944854,Street/Sidewalk,BROOKLYN,ADDRESS,999633,MOBILE,BROOKLYN,EAST 27 STREET,Illegal Parking,2025-12-16T18:47:08.000,13512,15 BROOKLYN
40.759971,-73.981612,Street/Sidewalk,NEW YORK,ADDRESS,989372,MOBILE,MANHATTAN,WEST 49 STREET,Illegal Parking,2025-12-13T15:38:33.000,12082,05 MANHATTAN
40.752432,-74.002436,Street/Sidewalk,NEW YORK,ADDRESS,983629,MOBILE,MANHATTAN,WEST 30 STREET,Illegal Parking,2025-12-23T16:20:18.000,11722,04 MANHATTAN
40.693653,-73.798844,Street/Sidewalk,JAMAICA,ADDRESS,1039951,MOBILE,QUEENS,YATES ROAD,Illegal Parking,2025-12-11T08:29:32.000,24668,12 QUEENS
40.854142,-73.901023,Street/Sidewalk,BRONX,ADDRESS,1011620,MOBILE,BRONX,EAST 181 STREET,Illegal Parking,2025-12-10T14:00:36.000,10935,05 BRONX
40.650143,-74.008108,Street/Sidewalk,BROOKLYN,ADDRESS,982000,MOBILE,BROOKLYN,43 STREET,Illegal Parking,2025-12-15T11:51:58.000,18180,07 BROOKLYN
40.760364,-73.782056,Street/Sidewalk,BAYSIDE,ADDRESS,1044640,ONLINE,QUEENS,42 AVENUE,Illegal Parking,2025-12-10T13:59:06.000,14196,11 QUEENS
40.839563,-73.880672,Street/Sidewalk,BRONX,ADDRESS,1017290,MOBILE,BRONX,WEST FARMS ROAD,Illegal Parking,2025-12-14T19:53:06.000,11269,06 BRONX
40.763872,-73.987326,Street/Sidewalk,NEW YORK,ADDRESS,987710,MOBILE,MANHATTAN,WEST 51 STREET,Illegal Parking,2025-12-19T12:20:54.000,12081,04 MANHATTAN
40.586903,-73.932965,Street/Sidewalk,BROOKLYN,ADDRESS,1002778,MOBILE,BROOKLYN,SHORE PARKWAY,Illegal Parking,2025-12-10T14:30:00.000,13826,15 BROOKLYN
40.71295,-73.906921,Street/Sidewalk,,INTERSECTION,1010054,MOBILE,QUEENS,,Illegal Parking,2025-12-22T07:17:27.000,15310,05 QUEENS
40.612023,-74.00845,Street/Sidewalk,BROOKLYN,ADDRESS,981895,MOBILE,BROOKLYN,85 STREET,Illegal Parking,2025-12-15T09:32:55.000,13511,11 BROOKLYN
40.723345,-73.799873,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1039667,ONLINE,QUEENS,UNION TURNPIKE,Illegal Parking,2025-12-23T08:59:54.000,14508,08 QUEENS
40.676032,-73.81543,Street/Sidewalk,SOUTH OZONE PARK,ADDRESS,1035297,MOBILE,QUEENS,116 AVENUE,Illegal Parking,2025-12-18T21:41:48.000,24016,10 QUEENS
40.613054,-73.979546,Street/Sidewalk,BROOKLYN,ADDRESS,989872,MOBILE,BROOKLYN,65 STREET,Illegal Parking,2025-12-15T12:34:49.000,16867,11 BROOKLYN
40.796139,-73.932003,Street/Sidewalk,NEW YORK,ADDRESS,1002976,ONLINE,MANHATTAN,PLEASANT AVENUE,Illegal Parking,2025-12-21T13:06:18.000,13093,11 MANHATTAN
40.739842,-73.995547,Street/Sidewalk,NEW YORK,ADDRESS,985511,ONLINE,MANHATTAN,WEST 18 STREET,Illegal Parking,2025-12-15T14:07:59.000,12074,04 MANHATTAN
40.679005,-73.956808,Street/Sidewalk,BROOKLYN,ADDRESS,996111,MOBILE,BROOKLYN,PACIFIC STREET,Illegal Parking,2025-12-20T09:11:09.000,13829,08 BROOKLYN
40.746562,-73.906658,Street/Sidewalk,WOODSIDE,ADDRESS,1010084,ONLINE,QUEENS,57 STREET,Illegal Parking,2025-12-22T09:19:29.000,14787,02 QUEENS
40.840971,-73.919239,Street/Sidewalk,BRONX,ADDRESS,1006700,ONLINE,BRONX,INWOOD AVENUE,Illegal Parking,2025-12-15T07:34:42.000,10930,04 BRONX
40.729931,-73.810428,Street/Sidewalk,FRESH MEADOWS,ADDRESS,1036658,ONLINE,QUEENS,PARSONS BOULEVARD,Illegal Parking,2025-12-23T08:50:45.000,14507,08 QUEENS
40.61877,-73.98687,Street/Sidewalk,BROOKLYN,ADDRESS,987999,MOBILE,BROOKLYN,63 STREET,Illegal Parking,2025-12-12T16:46:00.000,16867,11 BROOKLYN
40.825933,-73.895197,Street/Sidewalk,BRONX,ADDRESS,1013298,ONLINE,BRONX,EAST 167 STREET,Illegal Parking,2025-12-18T07:49:24.000,10937,02 BRONX
40.726138,-74.00662,Street/Sidewalk,NEW YORK,ADDRESS,982166,MOBILE,MANHATTAN,HUDSON STREET,Illegal Parking,2025-12-13T15:08:04.000,12076,02 MANHATTAN
40.608738,-73.956029,Street/Sidewalk,BROOKLYN,ADDRESS,996431,ONLINE,BROOKLYN,QUENTIN ROAD,Illegal Parking,2025-12-15T11:40:20.000,13512,15 BROOKLYN
40.744238,-73.880666,Street/Sidewalk,ELMHURST,ADDRESS,1017049,MOBILE,QUEENS,VIETOR AVENUE,Illegal Parking,2025-12-22T16:52:56.000,14784,04 QUEENS
40.808127,-73.953304,Street/Sidewalk,NEW YORK,ADDRESS,997228,MOBILE,MANHATTAN,WEST 122 STREET,Illegal Parking,2025-12-10T17:24:03.000,12424,10 MANHATTAN
40.713711,-73.886547,Street/Sidewalk,MIDDLE VILLAGE,ADDRESS,1015611,MOBILE,QUEENS,69 STREET,Illegal Parking,2025-12-13T21:19:12.000,15309,05 QUEENS
40.59919,-73.944854,Street/Sidewalk,BROOKLYN,ADDRESS,999633,MOBILE,BROOKLYN,EAST 27 STREET,Illegal Parking,2025-12-17T08:51:41.000,13512,15 BROOKLYN
40.726699,-73.95318,Street/Sidewalk,BROOKLYN,ADDRESS,997282,MOBILE,BROOKLYN,MESEROLE AVENUE,Illegal Parking,2025-12-11T10:14:11.000,18182,01 BROOKLYN
40.893317,-73.856125,Street/Sidewalk,BRONX,ADDRESS,1023937,MOBILE,BRONX,EAST 233 STREET,Illegal Parking,2025-12-19T15:15:18.000,11275,12 BRONX
40.80892,-73.939717,Street/Sidewalk,NEW YORK,ADDRESS,1000853,ONLINE,MANHATTAN,EAST 129 STREET,Illegal Parking,2025-12-19T14:10:49.000,13093,11 MANHATTAN
40.75842,-73.97984,Street/Sidewalk,NEW YORK,ADDRESS,989654,MOBILE,MANHATTAN,WEST 48 STREET,Illegal Parking,2025-12-19T20:31:13.000,12082,05 MANHATTAN
40.808631,-73.924401,Street/Sidewalk,BRONX,ADDRESS,1005050,MOBILE,BRONX,EAST 137 STREET,Illegal Parking,2025-12-10T18:07:48.000,10932,01 BRONX
40.629871,-73.977307,Street/Sidewalk,BROOKLYN,ADDRESS,990527,ONLINE,BROOKLYN,WEBSTER AVENUE,Illegal Parking,2025-12-22T12:44:45.000,13513,12 BROOKLYN
40.606769,-73.987492,Street/Sidewalk,BROOKLYN,ADDRESS,987811,MOBILE,BROOKLYN,STILLWELL AVENUE,Illegal Parking,2025-12-18T09:22:01.000,17616,11 BROOKLYN
40.753744,-73.859845,Street/Sidewalk,CORONA,ADDRESS,1023050,MOBILE,QUEENS,37 AVENUE,Illegal Parking,2025-12-20T03:05:45.000,14510,03 QUEENS
40.740476,-74.004937,Street/Sidewalk,NEW YORK,ADDRESS,983108,MOBILE,MANHATTAN,WEST 14 STREET,Illegal Parking,2025-12-20T13:37:01.000,12077,02 MANHATTAN
40.730733,-73.95111,Street/Sidewalk,BROOKLYN,ADDRESS,997815,MOBILE,BROOKLYN,GREENPOINT AVENUE,Illegal Parking,2025-12-11T09:25:59.000,18182,01 BROOKLYN
40.755689,-73.978823,Street/Sidewalk,NEW YORK,ADDRESS,990026,MOBILE,MANHATTAN,5 AVENUE,Illegal Parking,2025-12-16T20:32:25.000,12079,05 MANHATTAN
40.703859,-73.795967,Street/Sidewalk,JAMAICA,ADDRESS,1040660,MOBILE,QUEENS,GUY R BREWER BOULEVARD,Illegal Parking,2025-12-13T18:19:58.000,24340,12 QUEENS
40.610031,-74.006667,Street/Sidewalk,BROOKLYN,ADDRESS,982367,MOBILE,BROOKLYN,86 STREET,Illegal Parking,2025-12-23T12:55:11.000,17616,11 BROOKLYN
40.752991,-73.86783,Street/Sidewalk,CORONA,ADDRESS,1020922,MOBILE,QUEENS,100 STREET,Illegal Parking,2025-12-22T18:33:45.000,14510,03 QUEENS
40.680278,-73.973688,Street/Sidewalk,BROOKLYN,ADDRESS,991632,MOBILE,BROOKLYN,BERGEN STREET,Illegal Parking,2025-12-15T08:05:39.000,17619,08 BROOKLYN
40.632991,-74.025695,Street/Sidewalk,BROOKLYN,ADDRESS,977136,MOBILE,BROOKLYN,72 STREET,Illegal Parking,2025-12-18T10:23:50.000,17216,10 BROOKLYN
40.68852,-73.961136,Street/Sidewalk,BROOKLYN,ADDRESS,995018,MOBILE,BROOKLYN,LAFAYETTE AVENUE,Illegal Parking,2025-12-17T08:09:12.000,13829,02 BROOKLYN
40.642661,-74.002793,Street/Sidewalk,BROOKLYN,ADDRESS,983332,MOBILE,BROOKLYN,48 STREET,Illegal Parking,2025-12-12T20:22:27.000,18180,07 BROOKLYN
40.773364,-73.903168,Street/Sidewalk,ASTORIA,ADDRESS,1011105,MOBILE,QUEENS,42 STREET,Illegal Parking,2025-12-17T07:32:05.000,16862,01 QUEENS
40.730759,-73.985322,Street/Sidewalk,NEW YORK,ADDRESS,988318,MOBILE,MANHATTAN,EAST 12 STREET,Illegal Parking,2025-12-19T08:29:36.000,11724,03 MANHATTAN
40.62455,-74.028005,Street/Sidewalk,BROOKLYN,ADDRESS,976339,MOBILE,BROOKLYN,84 STREET,Illegal Parking,2025-12-18T03:47:40.000,17216,10 BROOKLYN
40.626176,-74.023535,Street/Sidewalk,BROOKLYN,ADDRESS,977748,MOBILE,BROOKLYN,79 STREET,Illegal Parking,2025-12-21T03:25:03.000,17216,10 BROOKLYN
40.675399,-73.894096,Street/Sidewalk,BROOKLYN,ADDRESS,1013692,ONLINE,BROOKLYN,WYONA STREET,Illegal Parking,2025-12-22T08:55:29.000,17214,05 BROOKLYN
40.798499,-73.970438,Street/Sidewalk,NEW YORK,ADDRESS,992475,MOBILE,MANHATTAN,WEST 101 STREET,Illegal Parking,2025-12-20T15:46:58.000,12422,07 MANHATTAN
40.75024,-73.75524,Street/Sidewalk,OAKLAND GARDENS,ADDRESS,1051721,ONLINE,QUEENS,HORACE HARDING EXPRESSWAY,Illegal Parking,2025-12-19T18:56:29.000,14506,11 QUEENS
40.574182,-74.117047,Street/Sidewalk,STATEN ISLAND,ADDRESS,951692,ONLINE,STATEN ISLAND,NEW DORP LANE,Illegal Parking,2025-12-23T09:22:07.000,10693,02 STATEN ISLAND
40.775193,-73.744082,Street/Sidewalk,LITTLE NECK,ADDRESS,1055162,MOBILE,QUEENS,BROOKSIDE STREET,Illegal Parking,2025-12-17T05:19:16.000,14505,11 QUEENS
40.797282,-73.965772,Street/Sidewalk,NEW YORK,ADDRESS,993849,ONLINE,MANHATTAN,COLUMBUS AVENUE,Illegal Parking,2025-12-16T13:48:08.000,12422,07 MANHATTAN
40.620886,-74.08463,Street/Sidewalk,STATEN ISLAND,ADDRESS,960575,ONLINE,STATEN ISLAND,YOUNG STREET,Illegal Parking,2025-12-20T09:52:24.000,10691,01 STATEN ISLAND
