latitude,longitude,comparable_rental_1_dist_from_coop_in_miles,comparable_rental_1_total_units,comparable_rental_2_full_market_value,nta,comparable_rental_2_neighborhood
40.634366,-74.10082,1.1,24,773000.0,New Brighton-Silver Lake                                                   ,CASTLETON CORNERS
40.634538,-74.101779,0.7,17,229000.0,New Brighton-Silver Lake                                                   ,WEST NEW BRIGHTON
40.613034,-74.0789,6.5,27,462000.0,Grymes Hill-Clifton-Fox Hills                                              ,TOTTENVILLE
40.631813,-74.097739,0.5,20,465000.0,New Brighton-Silver Lake                                                   ,WEST NEW BRIGHTON
40.612556,-74.08011,6.5,27,462000.0,Grymes Hill-Clifton-Fox Hills                                              ,TOTTENVILLE
40.552072,-74.144137,0.6,43,2380000.0,Great Kills                                                                ,GREAT KILLS-BAY TERRACE
