stlength,maintenanceagreement,kickball,t_ball,lacrosse,cricket,primary_sport,featurestatus,gispropnum
395.3546132041897,False,False,False,False,False,SFB,Inactive,M205
169.9441606941778,False,False,False,False,False,HDB,Active,Q318
135.29381857207164,False,False,False,False,False,HDB,Active,Q221
157.48108900208504,False,False,False,False,False,HDB,Active,M230
618.3243816963579,False,True,True,False,False,SFB,Active,B028
754.1916429478157,False,False,False,False,False,BSB,Active,Q012
522.9243133161549,False,True,True,False,False,BSB,Active,B218
147.03163403736357,False,False,False,False,False,HDB,Active,B007
148.76059916475376,False,False,False,False,False,HDB,Active,B245
163.5118461723046,False,False,False,False,False,HDB,Active,X156
138.2317594937955,False,False,False,False,False,HDB,Active,M019
134.18589085434462,False,False,False,False,False,HDB,Active,B128
139.64218031365425,False,False,False,False,False,HDB,Active,M171
149.47981416957592,False,False,False,False,False,HDB,Active,Q014
142.06468792550936,False,False,False,False,False,HDB,Active,X103
144.11192706193668,False,False,False,False,False,HDB,Active,B291
161.81065175497156,False,False,False,False,False,HDB,Inactive,B316
143.0188385025173,False,False,False,False,False,HDB,Active,B022
142.70254975769873,False,False,False,False,False,HDB,Active,Q360J
145.24834329177529,False,False,False,False,False,HDB,Active,Q457
143.12638995108156,False,False,False,False,False,HDB,Active,Q390
151.9684279132415,False,False,False,False,False,HDB,Active,Q360U
150.4622630452658,False,False,False,False,False,HDB,Active,M124
160.7022434382769,False,False,False,False,False,HDB,Active,B271
144.44731973888875,False,False,False,False,False,HDB,Active,X121
256.93747063340163,False,False,False,False,False,SFB,Active,M204
161.8650865426585,False,False,False,False,False,HDB,Inactive,B316
226.7577920594504,False,False,False,False,False,TNS,Active,Q012
144.01581739885825,False,False,False,False,False,HDB,Active,M200
989.324032107257,False,False,False,False,False,FTB,Active,R075A
140.67039203125387,False,False,False,False,False,HDB,Active,B244
147.06763175667615,False,False,False,False,False,HDB,Active,Q337
144.98159407976323,False,False,False,False,False,HDB,Active,M171
604.0366495252417,False,False,False,False,False,SFB,Active,Q328
155.44078477356604,False,False,False,False,False,HDB,Active,B153
158.22716780132347,False,False,False,False,False,HDB,Active,M045
159.67186367354344,False,False,False,False,False,HDB,Active,X160
131.1518554033688,False,False,False,False,False,HDB,Active,R064
123.63287273813616,False,False,False,False,False,HDB,Active,M199
139.96277814436743,False,False,False,False,False,HDB,Active,Q339
158.84894978782415,False,False,False,False,False,HDB,Active,M223
147.23906488795285,False,False,False,False,False,HDB,Active,X166
157.90468483796616,False,False,False,False,False,HDB,Active,B308
144.65154773995545,False,False,False,False,False,HDB,Active,Q367
161.88332235743388,False,False,False,False,False,HDB,Active,Q332
146.5396697801572,False,False,False,False,False,HDB,Active,Q128
121.58669010291268,False,False,False,False,False,HDB,Active,B294
166.05884782434532,False,False,False,False,False,HDB,Active,Q403
143.43642352466622,False,False,False,False,False,HDB,Active,B235
152.1283221996327,False,False,False,False,False,HDB,Active,M223
