stlength,maintenanceagreement,kickball,t_ball,lacrosse,cricket,primary_sport,featurestatus,gispropnum
161.08246991429982,False,False,False,False,False,HDB,Active,Q403
143.32592309519194,False,False,False,False,False,HDB,Active,X108
150.34735546597622,False,False,False,False,False,HDB,Active,B291
195.7669139832766,False,False,False,False,False,BOC,Active,X172
147.8105299735006,False,False,False,False,False,HDB,Active,B396
140.66624878332564,False,False,False,False,False,HDB,Active,B080
146.44219985228492,False,False,False,False,False,HDB,Active,B109
159.76669065319652,False,False,False,False,False,HDB,Closed Temporarily,R068
134.65363323274752,False,False,False,False,False,HDB,Active,B224
162.48628995644214,False,False,False,False,False,HDB,Active,B208
1146.3701454585882,False,False,False,False,False,BSB,Active,B028
146.91005461694476,False,False,False,False,False,HDB,Inactive,R061
153.27552158242216,False,False,False,False,False,HDB,Active,B235
139.4918069689433,False,False,False,False,False,HDB,Active,X108
160.20160382617755,False,False,False,False,False,HDB,Active,M194
138.1208753240927,False,False,False,False,False,HDB,Active,Q085
143.3395505675472,False,False,False,False,False,HDB,Active,Q038
142.7664406190787,False,False,False,False,False,HDB,Active,B250
151.94509848675173,False,False,False,False,False,HDB,Active,Q220G
157.92930064637943,False,False,False,False,False,HDB,Inactive,B236
760.6974496322491,False,False,False,False,False,MPPA,Active,Q014
765.5923739969363,True,False,False,False,False,SFB,Active,X186
144.28382763399566,False,False,False,False,False,HDB,Active,M200
146.61402692596357,False,False,False,False,False,HDB,Active,Q129
711.7829536958013,False,False,False,False,False,SFB,Active,Q001A
148.8382459389112,False,False,False,False,False,HDB,Active,B283
144.81549749853767,False,False,False,False,False,HDB,Active,Q314
141.33402682002566,False,False,False,False,False,HDB,Active,X170
149.42728766282767,False,False,False,False,False,HDB,Active,R090
155.54823723568123,False,False,False,False,False,HDB,Active,B331
567.411443109378,False,False,False,False,True,CRK,Active,Q092
121.63817035026736,False,False,False,False,False,HDB,Active,B221
117.68207853685423,False,False,False,False,False,HDB,Active,B132
140.7116159074023,False,False,False,False,False,HDB,Active,M183
146.89991080779868,False,False,False,False,False,HDB,Active,Q379
140.40127855748997,False,False,False,False,False,HDB,Active,B022
147.37475383789615,False,False,False,False,False,HDB,Active,B157
534.1662908337579,False,True,True,False,False,SFB,Active,B058
151.7186448409538,False,False,False,False,False,HDB,Active,B249
159.69358704881344,False,False,False,False,False,HDB,Active,B007
168.95018161759495,False,False,False,False,False,HDB,Active,Q127
138.5960804842676,False,False,False,False,False,HDB,Active,B130
176.46841118834257,False,False,False,False,False,HDB,Active,Q421
145.3048430632614,False,False,False,False,False,HDB,Active,Q366
151.14203595664128,False,False,False,False,False,HDB,Active,X163
142.8129232020388,False,False,False,False,False,HDB,Active,Q119
145.07267077357986,False,False,False,False,False,HDB,Active,B103
582.3184447099302,False,False,False,False,False,SFB,Active,M042
155.35513778385922,False,False,False,False,False,HDB,Active,Q307
145.79844368857638,False,False,False,False,False,HDB,Active,B166B
133.19190991134462,False,False,False,False,False,HDB,Active,Q391
142.16830397961454,False,False,False,False,False,HDB,Inactive,B277
153.6389034833635,False,False,False,False,False,HDB,Active,B324
133.13347532230028,False,False,False,False,False,HDB,Active,X185
154.50317833467574,False,False,False,False,False,HDB,Active,B210A
142.51358485885683,False,False,False,False,False,HDB,Active,Q293
143.44694976570446,False,False,False,False,False,HDB,Active,M228
106.90272249176472,False,False,False,False,False,HDB,Active,X114
233.79063558592668,False,False,False,False,False,SCR,Active,M321
133.32159852398655,False,False,False,False,False,HDB,Active,Q129
128.20767508010067,False,False,False,False,False,HDB,Active,B223OB
132.00584002353708,False,False,False,False,False,HDB,Active,B310
165.66959643421362,False,False,False,False,False,HDB,Active,B218
128.44771931555846,False,False,False,False,False,HDB,Active,Q106
159.48522927259768,False,False,False,False,False,HDB,Active,B347
157.24491301372043,False,False,False,False,False,HDB,Closed Temporarily,R068
162.85601211338147,False,False,False,False,False,HDB,Active,B275
141.35401616196242,False,False,False,False,False,HDB,Active,B396
129.03278875748856,False,False,False,False,False,HDB,Active,B359
575.8993658755833,False,False,False,False,False,SFB,Active,Q001A
133.17631962485234,False,False,False,False,False,HDB,Active,Q092
147.65615085856953,False,False,False,False,False,HDB,Active,Q205A
143.4767969322154,False,False,False,False,False,HDB,Active,B025
716.3314422846419,False,False,False,False,False,SFB,Active,X255
134.71951082152563,False,False,False,False,False,HDB,Active,B192
150.16930446574997,False,False,False,False,False,HDB,Active,B357
137.27181003945307,False,False,False,False,False,HDB,Active,Q085
135.06203035393784,False,False,False,False,False,HDB,Active,B223OB
164.1061718630931,False,False,False,False,False,HDB,Active,X219
166.61888295341964,False,False,False,False,False,HDB,Active,X122
114.20877909770522,False,False,False,False,False,HDB,Active,Q395
149.6923128251596,False,False,False,False,False,HDB,Active,B210A
146.11408218492377,False,False,False,False,False,HDB,Active,M244
151.41913920667878,False,False,False,False,False,HDB,Active,Q066F
132.83504485880687,False,False,False,False,False,HDB,Active,Q360N
127.6442471303346,False,False,False,False,False,HDB,Removed,R067
141.3532319594459,False,False,False,False,False,HDB,Active,B017
600.2239507872652,False,True,True,False,False,SFB,Active,B324
150.4786511539185,False,False,False,False,False,HDB,Active,X233
140.07591312477567,False,False,False,False,False,HDB,Active,B244
137.0013194217781,False,False,False,False,False,HDB,Active,B050
149.12986969775022,False,False,False,False,False,HDB,Active,B266
374.4697157787641,False,False,False,False,False,SFB,Inactive,Q414
165.85389308708037,False,False,False,False,False,HDB,Active,M241
942.99332190731,False,False,False,False,False,SFB,Active,R046
167.70908763318587,False,False,False,False,False,HDB,Active,B166B
150.094549096088,False,False,False,False,False,HDB,Active,M171
117.615388824739,False,False,False,False,False,HDB,Active,R073
132.52933861209823,False,True,False,False,False,HDB,Active,M192
163.81253260597637,False,False,False,False,False,HDB,Active,Q389
159.30764471240644,False,False,False,False,False,HDB,Active,B268
142.00242433568212,False,False,False,False,False,HDB,Active,B254
152.5052511754328,False,False,False,False,False,HDB,Active,X163
156.78535662687756,False,False,False,False,False,HDB,Active,Q360U
148.9560479513274,False,False,False,False,False,HDB,Active,M165
146.5983590987675,False,False,False,False,False,HDB,Active,B223JC
158.2516153221709,False,False,False,False,False,HDB,Active,B277
358.231534479068,False,False,False,False,False,HKY,Removed,M076
123.27311116850623,False,False,False,False,False,HDB,Active,X165
139.11770324144564,False,False,False,False,False,HDB,Active,Q205A
141.18308211633232,False,False,False,False,False,HDB,Active,Q119
143.62304738718476,False,False,False,False,False,HDB,Active,X106
144.20297158567433,False,False,False,False,False,HDB,Active,M221
143.11076550088677,False,False,False,False,False,HDB,Active,M186
1096.0995167500023,False,False,False,False,True,CRK,Active,Q371
140.01310658419078,False,False,False,False,False,HDB,Active,B260
146.94634543047297,False,False,False,False,False,HDB,Active,Q120
163.54070217565314,False,False,False,False,False,HDB,Active,Q389
200.00355110330685,False,False,False,False,False,HDB,Active,M208E
149.095746367697,False,False,False,False,False,HDB,Active,M045
964.32368991011,False,False,False,False,False,FTB,Active,B225
817.059149813088,False,False,False,False,False,SFB,Active,Q302
120.89781150963346,False,False,False,False,False,HDB,Active,X148C7
148.28782202918646,False,False,False,False,False,HDB,Active,Q105
149.83402687774725,False,False,False,False,False,HDB,Active,B099
727.3424978104558,False,False,False,False,False,SFB,Active,Q001A
154.05824445253822,False,False,False,False,False,HDB,Active,Q128
139.14765702533182,False,False,False,False,False,HDB,Active,B192
158.47656798036755,False,False,False,False,False,HDB,Active,Q345
837.8231181967649,False,False,False,False,False,SCR,Active,M028
174.306148641103,False,False,False,False,False,HDB,Active,Q396
159.50080775165492,False,False,False,False,False,HDB,Active,B139
187.31577294565827,False,False,False,False,False,BOC,Active,Q008
155.03033986808094,False,False,False,False,False,HDB,Active,M045
145.56065854152652,False,False,False,False,False,HDB,Active,Q317
154.09820838537627,False,False,False,False,False,HDB,Active,Q357B01
441.401782633209,False,False,False,False,False,SFB,Active,X177
713.2059260803484,False,True,True,False,False,SFB,Active,B082
160.2797873693109,False,False,False,False,False,HDB,Removed,B353
151.86983284651737,False,False,False,False,False,HDB,Active,M228
147.91986541810363,False,False,False,False,False,HDB,Active,B164
146.06360528804814,False,False,False,False,False,HDB,Active,M124
839.1987795083913,False,False,False,False,True,CRK,Active,Q007
1018.7536104439,False,False,False,False,False,FTB,Active,R038A
125.38775863705872,False,False,False,False,False,HDB,Active,B210H
342.0392930701481,False,False,False,False,False,SFB,Active,Q375
151.4771280779169,False,False,False,False,False,HDB,Active,B265
233.59015699355973,False,False,False,False,False,BKB,Active,X126
127.52909114281675,False,False,False,False,False,HDB,Active,R064
145.8200362957327,False,False,False,False,False,HDB,Active,B250
749.4475717950061,False,False,False,False,False,BSB,Active,Q005
128.67032092057283,False,False,False,False,False,HDB,Active,R064
147.97437701890993,False,False,False,False,False,HDB,Active,Q306
164.96242593525093,False,False,False,False,False,HDB,Active,B285
117.52562052076982,False,False,False,False,False,HDB,Active,B102
1001.6862523734916,False,False,False,False,False,SCR,Active,Q001A
123.05494512343714,False,False,False,False,False,HDB,Active,B225
664.1318640341515,False,False,False,False,False,SFB,Active,X136
142.76961059723365,False,False,False,False,False,HDB,Active,Q300A1
159.7702458683802,False,False,False,False,False,HDB,Active,B306
143.7731152292859,False,False,False,False,False,HDB,Active,B055
839.744215216976,False,False,False,False,False,BSB,Active,Q012
168.12835912039705,False,False,False,False,False,HDB,Active,Q305
148.91034703172468,False,False,False,False,False,HDB,Active,Q367
167.2393987106875,False,False,False,False,False,HDB,Active,Q044
143.63423713649928,False,False,False,False,False,HDB,Active,B245
155.25805050178988,False,False,False,False,False,HDB,Active,B139
1080.7941600133477,False,False,False,False,True,CRK,Active,Q001A
135.8855858245512,False,False,False,False,False,HDB,Active,Q391
142.66622593518574,False,False,False,False,False,HDB,Active,Q404
164.853062504377,False,False,False,False,False,HDB,Active,B239
141.3546475344091,False,False,False,False,False,HDB,Active,M183
131.10080910501557,False,False,False,False,False,HDB,Active,B142
783.9138966731464,False,False,False,False,False,BSB,Active,Q300A
144.58422981138904,False,False,False,False,False,HDB,Active,X247
118.64047334539733,False,False,False,False,False,HDB,Active,X148C7
137.7743124328023,False,False,False,False,False,HDB,Active,M079
834.209709894985,False,False,False,False,False,SFB,Active,B047
134.9481162695571,False,False,False,False,False,HDB,Active,B137
146.176500990592,False,False,False,False,False,HDB,Active,M233
138.66891804479766,False,False,False,False,False,HDB,Active,B109
152.70516072527357,False,False,False,False,False,HDB,Active,Q127
152.74522229008528,False,False,False,False,False,HDB,Active,B317
173.02490980992297,False,False,False,False,False,HDB,Active,R067
130.59885641193972,False,False,False,False,False,HDB,Active,Q300A1
138.29899682975318,False,False,False,False,False,HDB,Active,X171
566.5502390129473,False,False,False,False,False,SFB,Active,M028
125.95217531915142,False,False,False,False,False,HDB,Removed,R067
134.75675179407207,False,False,False,False,False,HDB,Active,B142
145.1547800458888,False,False,False,False,False,HDB,Active,X196
156.03259487223025,False,False,False,False,False,HDB,Active,B348
138.33820782820257,False,False,False,False,False,HDB,Active,Q346
139.30401425563397,False,False,False,False,False,HDB,Removed,Q415
130.84205329387703,False,False,False,False,False,HDB,Inactive,R034
134.36887566727043,False,False,False,False,False,HDB,Active,B359
143.71706403851073,False,False,False,False,False,HDB,Active,B223JC
179.39340884650727,False,False,False,False,False,VLB,Active,M028
137.73343036378614,False,False,False,False,False,HDB,Active,B252
519.1563323495523,False,False,False,False,False,SFB,Active,B058
154.18702490077362,False,False,False,False,False,HDB,Active,B277
