system,basketball,dimensions,borough,frisbee,ll_baseb_12andunder,zipcode,nonregulation_soccer,handball,communityboard,bocce
X190-HANDBALL-2,False,Handball,X,False,False,10459,False,True,202,False
B144-HANDBALL-2,False,Handball,B,False,False,11233,False,True,316,False
B016-HANDBALL-2,False,Handball,B,False,False,11237,False,True,304,False
Q363-HANDBALL-2,False,Handball,Q,False,False,11372,False,True,403,False
B396-HANDBALL-1,False,Handball,B,False,False,11212,False,True,316,False
M065-HANDBALL-1,False,Handball,M,False,False,10002,False,True,103,False
X087-HANDBALL-1,False,Handball,X,False,False,10467,False,True,211,False
B052-BASEBALL-2,False,"45-60ft base path, less than 150ft fence",B,False,False,11220,False,False,310,False
M033-HANDBALL-4,False,Handball,M,False,False,10002,False,True,103,False
Q118-BOCCE-1,False,Bocce,Q,False,False,11417,False,False,410,True
B017-HANDBALL-1,False,Handball,B,False,False,11237,False,True,304,False
B250-HANDBALL-4,False,Handball,B,False,False,11210,False,True,317,False
Q414-HANDBALL-1,False,Handball,Q,False,False,11417,False,True,410,False
Q306-HANDBALL-3,False,Handball,Q,False,False,11374,False,True,406,False
B228-HANDBALL-1,False,Handball,B,False,False,11212,False,True,316,False
R046-ZN04-BASEBALL-1,False,"60ft base path, 150-200ft fence",R,False,True,10306,False,False,595,False
B223J03-HANDBALL-6,False,Handball,B,False,False,11201,False,True,302,False
B358-HANDBALL-2,False,Handball,B,False,False,11206,False,True,301,False
R038A-HANDBALL-3,False,Handball,R,False,False,10306,False,True,502,False
B145-HANDBALL-4,False,Handball,B,False,False,11217,False,True,306,False
R063-HANDBALL-6,False,Handball,R,False,False,10305,False,True,502,False
B028-ZN02-BASEBALL-3,False,"60ft base path, 150-200ft fence",B,False,True,11228,False,False,310,False
B021-HANDBALL-2,False,Handball,B,False,False,11201,False,True,302,False
Q334-HANDBALL-1,False,Handball,Q,False,False,11357,False,True,407,False
B156-HANDBALL-3,False,Handball,B,False,False,11212,False,True,316,False
B151-HANDBALL-1,False,Handball,B,False,False,11218,False,True,312,False
M125C-HANDBALL-2,False,Handball,M,False,False,10012,False,True,102,False
B322-HANDBALL-1,False,Handball,B,False,False,11206,False,True,303,False
X222-HANDBALL-1,False,Handball,X,False,False,10456,False,True,203,False
Q408-BASEBALL-1,False,"45-60ft base path, less than 150ft fence",Q,False,False,11414,False,False,410,False
B082-ZN05-TENNIS-1,False,Tennis,B,False,False,11209,False,False,310,False
X103-BASEBALL-1,False,"60ft base path, 150-200ft fence",X,False,False,10454,False,False,201,False
B244-HANDBALL-9,False,Handball,B,False,False,11223,False,True,315,False
B306-HANDBALL-1,False,Handball,B,False,False,11235,False,True,315,False
M233-HANDBALL-1,False,Handball,M,False,False,10023,False,True,107,False
Q162J-HANDBALL-6,False,Handball,Q,False,False,11691,False,True,414,False
R087-HANDBALL-6,False,Handball,R,False,False,10305,False,True,502,False
B323-HANDBALL-1,False,Handball,B,False,False,11216,False,True,303,False
B239-HANDBALL-3,False,Handball,B,False,False,11235,False,True,315,False
B137-HANDBALL-1,False,Handball,B,False,False,11217,False,True,302,False
B257-HANDBALL-1,False,Handball,B,False,False,11211,False,True,301,False
Q105-HANDBALL-1,False,Handball,Q,False,False,11435,False,True,412,False
X166-HANDBALL-1,False,Handball,X,False,False,10456,False,True,203,False
B270-HANDBALL-8,False,Handball,B,False,False,11212,False,True,316,False
B249-HANDBALL-2,False,Handball,B,False,False,11212,False,True,316,False
B357-HANDBALL-1,False,Handball,B,False,False,11225,False,True,309,False
B001-HANDBALL-1,False,Handball,B,False,False,11222,False,True,301,False
X255-FOOTBALL-1,False,45-146ft W x 75-294ft L,X,False,False,10459,False,False,202,False
B225-HANDBALL-2,False,Handball,B,False,False,11216,False,True,303,False
R038A-HANDBALL-1,False,Handball,R,False,False,10306,False,True,502,False
B325-HANDBALL-2,False,Handball,B,False,False,11233,False,True,316,False
Q313-HANDBALL-1,False,Handball,Q,False,False,11692,False,True,414,False
X161-HANDBALL-2,False,Handball,X,False,False,10467,False,True,212,False
Q394-HANDBALL-1,False,Handball,Q,False,False,11691,False,True,414,False
X171-HANDBALL-2,False,Handball,X,False,False,10463,False,True,208,False
Q329-HANDBALL-3,False,Handball,Q,False,False,11367,False,True,408,False
R025-HANDBALL-2,False,Handball,R,False,False,10301,False,True,501,False
Q329-HANDBALL-1,False,Handball,Q,False,False,11367,False,True,408,False
M192-HANDBALL-2,False,Handball,M,False,False,10029,False,True,111,False
Q361-HANDBALL-2,False,Handball,Q,False,False,11373,False,True,404,False
Q220G-HANDBALL-2,False,Handball,Q,False,False,11435,False,True,408,False
R061-HANDBALL-4,True,Handball,R,False,False,10304,False,False,501,False
B249-HANDBALL-5,False,Handball,B,False,False,11212,False,True,316,False
B008-HANDBALL-3,False,Handball,B,False,False,11212,False,True,316,False
M192-HANDBALL-6,False,Handball,M,False,False,10029,False,True,111,False
B028-ZN01-TENNIS-4,False,Tennis,B,False,False,11228,False,False,310,False
Q108-HANDBALL-3,False,Handball,Q,False,False,11422,False,True,413,False
M033-HANDBALL-5,False,Handball,M,False,False,10002,False,True,103,False
X168-HANDBALL-2,False,Handball,X,False,False,10452,False,True,204,False
B016-HANDBALL-1,False,Handball,B,False,False,11237,False,True,304,False
M148-HANDBALL-1,False,Handball,M,False,False,10029,False,True,111,False
Q005-ZN04-CRICKET-1,False,60 ft Cricket Pitch,Q,False,False,11434,False,False,412,False
B308-HANDBALL-5,False,Handball,B,False,False,11235,False,True,315,False
R076-HANDBALL-1,False,Handball,R,False,False,10302,False,True,501,False
B252-HANDBALL-2,False,Handball,B,False,False,11223,False,True,313,False
Q445-BASEBALL-3,False,"60ft base path, 150-200ft fence",Q,False,True,11356,False,False,407,False
B218-HANDBALL-4,False,Handball,B,False,False,11203,False,True,317,False
B056-HANDBALL-2,False,Handball,B,False,False,11207,False,True,305,False
Q307-HANDBALL-3,False,Handball,Q,False,False,11411,False,True,413,False
Q012-ZN01-BASEBALL-2,False,"60ft base path, 150-200ft fence",Q,False,True,11361,False,False,411,False
X172-HANDBALL-1,False,Handball,X,False,False,10469,False,True,211,False
Q005-ZN05-BASEBALL-3,False,"60ft base path, 150-200ft fence",Q,False,True,11434,False,False,412,False
Q330-HANDBALL-1,False,Handball,Q,False,False,11413,False,True,412,False
Q358-BASEBALL-1,False,"45-60ft base path, less than 150ft fence",Q,False,False,11426,False,False,413,False
B102-HANDBALL-2,False,Handball,B,False,False,11238,False,True,302,False
B025-HANDBALL-3,False,Handball,B,False,False,11211,False,True,301,False
X190-HANDBALL-1,False,Handball,X,False,False,10459,False,True,202,False
X238-BASEBALL-1,False,"60ft base path, 150-200ft fence",X,False,False,10454,False,False,201,False
B277-HANDBALL-6,False,Handball,B,False,False,11214,False,False,311,False
B302-HANDBALL-1,False,Handball,B,False,False,11206,False,True,303,False
Q427-BASEBALL-1,False,"45-60ft base path, less than 150ft fence",Q,False,False,11434,False,False,412,False
R025-HANDBALL-5,False,Handball,R,False,False,10301,False,True,501,False
R034-HANDBALL-3,False,Handball,R,False,False,10310,False,False,501,False
M228-HANDBALL-3,False,Handball,M,False,False,10002,False,True,103,False
R026-HANDBALL-2,False,Handball,R,False,False,10306,False,True,503,False
Q351-HANDBALL-1,False,Handball,Q,False,False,11423,False,True,412,False
R067-HANDBALL-1,False,Handball,R,False,False,10306,False,True,502,False
B243-HANDBALL-1,False,Handball,B,False,False,11201,False,True,302,False
X162-HANDBALL-1,False,Handball,X,False,False,10467,False,True,211,False
B270-HANDBALL-4,False,Handball,B,False,False,11212,False,True,316,False
B245-HANDBALL-3,False,Handball,B,False,False,11213,False,True,308,False
B217-HANDBALL-8,False,Handball,B,False,False,11206,False,True,303,False
Q460-HANDBALL-1,False,Handball,Q,False,False,11693,False,True,414,False
B331-HANDBALL-4,False,Handball,B,False,False,11224,False,True,313,False
Q443-BASEBALL-1,False,"45-60ft base path, less than 150ft fence",Q,False,False,11692,False,False,414,False
B216-HANDBALL-1,False,Handball,B,False,False,11221,False,True,303,False
Q002-HANDBALL-1,False,Handball,Q,False,False,11385,False,True,405,False
B277-HANDBALL-2,False,Handball,B,False,False,11214,False,False,311,False
B335-HANDBALL-3,False,Handball,B,False,False,11236,False,True,318,False
B325-HANDBALL-1,False,Handball,B,False,False,11233,False,True,316,False
Q385-HANDBALL-1,False,Handball,Q,False,False,11105,False,True,401,False
Q051-CRICKET-1,False,60 ft Cricket Pitch,Q,False,False,11433,False,False,412,False
X148C7-HANDBALL-4,False,Handball,X,False,False,10452,False,True,204,False
B396-HANDBALL-6,False,Handball,B,False,False,11212,False,True,316,False
Q122-HANDBALL-2,False,Handball,Q,False,False,11372,False,True,403,False
M010-ZN10+11-VOLLEYBALL-4,False,Volleyball,M,False,False,10023,False,False,164,False
Q106-HANDBALL-3,False,Handball,Q,False,False,11412,False,True,412,False
B286-HANDBALL-1,False,Handball,B,False,False,11206,False,True,301,False
B028-ZN02-BASEBALL-4,False,"90ft base path, 200+ft fence",B,False,True,11228,False,False,310,False
X163-HANDBALL-4,False,Handball,X,False,False,10461,False,True,211,False
Q428-BASEBALL-1,False,"60ft base path, 150-200ft fence",Q,False,False,11374,False,False,406,False
Q293-BASEBALL-1,False,"60ft base path, 150-200ft fence",Q,False,False,11364,False,False,411,False
Q460-HANDBALL-2,False,Handball,Q,False,False,11693,False,True,414,False
M064-HANDBALL-2,False,Handball,M,False,False,10002,False,True,103,False
Q427-HANDBALL-1,False,Handball,Q,False,False,11434,False,True,412,False
Q038-HANDBALL-1,False,Handball,Q,False,False,11385,False,False,405,False
B262-HANDBALL-1,False,Handball,B,False,False,11216,False,True,303,False
X307-HANDBALL-1,False,Handball,X,False,False,10474,False,True,202,False
Q174A-HANDBALL-2,False,Handball,Q,False,False,11377,False,True,401,False
B221-HANDBALL-6,False,Handball,B,False,False,11205,False,True,302,False
Q391-HANDBALL-3,False,Handball,Q,False,False,11432,False,True,408,False
X115-HANDBALL-1,False,Handball,X,False,False,10456,False,True,204,False
R069-HANDBALL-1,False,Handball,R,False,False,10301,False,False,501,False
B166B-HANDBALL-7,False,Handball,B,False,False,11235,False,True,315,False
B008-HANDBALL-5,False,Handball,B,False,False,11212,False,True,316,False
Q220G-HANDBALL-3,False,Handball,Q,False,False,11435,False,True,408,False
X152-BASEBALL-1,False,"60ft base path, 150-200ft fence",X,False,True,10471,False,False,208,False
B140-HANDBALL-1,False,Handball,B,False,False,11216,False,True,303,False
Q220G-HANDBALL-1,False,Handball,Q,False,False,11435,False,True,408,False
Q413-HANDBALL-1,False,Handball,Q,False,False,11434,False,False,412,False
Q031-HANDBALL-1,False,Handball,Q,False,False,11377,False,True,402,False
R087-HANDBALL-3,False,Handball,R,False,False,10305,False,True,502,False
Q005-ZN01-BASEBALL-2,False,"60ft base path, 150-200ft fence",Q,False,True,11434,False,False,412,False
X106-HANDBALL-1,False,Handball,X,False,False,10451,False,True,201,False
Q105-HANDBALL-3,False,Handball,Q,False,False,11435,False,True,412,False
Q300A1-HANDBALL-4,False,Handball,Q,False,False,11365,False,True,408,False
X183-HANDBALL-1,False,Handball,X,False,False,10465,False,True,210,False
Q128-HANDBALL-1,False,Handball,Q,False,False,11416,False,True,409,False
Q329-BASEBALL-1,False,"45-60ft base path, less than 150ft fence",Q,False,False,11367,False,False,408,False
B082-ZN05-BASEBALL-4,False,"90ft base path, 200+ft fence",B,False,True,11209,False,False,310,False
B058-ZN03-BASEBALL-2,False,"60ft base path, 150-200ft fence",B,False,True,11222,False,False,301,False
B082-ZN05-TENNIS-3,False,Tennis,B,False,False,11209,False,False,310,False
M215-HANDBALL-1,False,Handball,M,False,False,10029,False,True,111,False
M205-HANDBALL-4,False,Handball,M,False,False,10027,False,True,109,False
X219-BASEBALL-1,False,"60ft base path, 150-200ft fence",X,False,False,10456,False,False,204,False
Q333-HANDBALL-2,False,Handball,Q,False,False,11106,False,True,401,False
R068-FOOTBALL-1,False,45-146ft W x 75-294ft L,R,True,False,10303,True,False,501,False
B285-HANDBALL-2,False,Handball,B,False,False,11203,False,True,317,False
Q437-HANDBALL-1,False,Handball,Q,False,False,11355,False,True,407,False
B161-HANDBALL-1,False,Handball,B,False,False,11238,False,True,308,False
X206-HANDBALL-2,False,Handball,X,False,False,10456,False,True,203,False
R069-HANDBALL-2,False,Handball,R,False,False,10301,False,False,501,False
B343-HANDBALL-4,False,Handball,B,False,False,11212,False,True,316,False
B210A-HANDBALL-4,False,Handball,B,False,False,11220,False,True,307,False
M271A-BASEBALL-1,False,"60ft base path, 150-200ft fence",M,False,False,10029,False,False,111,False
X148C7-HANDBALL-6,False,Handball,X,False,False,10452,False,True,204,False
M028-ZN01-VOLLEYBALL-1,False,Volleyball,M,False,False,10032,False,False,112,False
X177-HANDBALL-2,False,Handball,X,False,False,10462,False,True,209,False
B249-HANDBALL-6,False,Handball,B,False,False,11212,False,True,316,False
M064-HANDBALL-1,False,Handball,M,False,False,10002,False,True,103,False
Q098-HANDBALL-3,False,Handball,Q,False,False,11373,False,True,404,False
Q026-BOCCE-1,False,Bocce,Q,False,False,11368,False,False,404,True
B348-HANDBALL-1,False,Handball,B,False,False,11206,False,True,303,False
X163-BASEBALL-1,False,"45-60ft base path, less than 150ft fence",X,False,False,10461,False,False,211,False
Q364-BASEBALL-1,False,"60ft base path, 150-200ft fence",Q,False,False,11361,False,False,411,False
X307-HANDBALL-2,False,Handball,X,False,False,10474,False,True,202,False
B324-FOOTBALL-1,False,45-146ft W x 75-294ft L,B,True,False,11234,True,False,318,False
B078-HANDBALL-1,False,Handball,B,False,False,11207,False,True,305,False
B312-HANDBALL-1,False,Handball,B,False,False,11208,False,True,305,False
B157-HANDBALL-3,False,Handball,B,False,False,11229,False,True,315,False
B279-HANDBALL-3,False,Handball,B,False,False,11236,False,True,318,False
B008-HANDBALL-6,False,Handball,B,False,False,11212,False,True,316,False
Q327-HANDBALL-1,False,Handball,Q,False,False,11426,False,True,413,False
Q082-HANDBALL-1,False,Handball,Q,False,False,11429,False,True,413,False
Q422-HANDBALL-1,False,Handball,Q,False,False,11694,False,True,414,False
X233-HANDBALL-3,False,Handball,X,False,False,10455,False,True,201,False
Q051-HANDBALL-1,False,Handball,Q,False,False,11433,False,True,412,False
Q218-HANDBALL-1,False,Handball,Q,False,False,11106,False,True,401,False
Q317-HANDBALL-1,False,Handball,Q,False,False,11364,False,True,411,False
M071-ZN02-SOCCER-3,False,45-146ft W x 75-294ft L,M,False,False,10024,True,False,107,False
B144-HANDBALL-3,False,Handball,B,False,False,11233,False,True,316,False
Q066F-HANDBALL-2,False,Handball,Q,False,False,11102,False,True,401,False
M220-HANDBALL-1,False,Handball,M,False,False,10025,False,True,107,False
X161-HANDBALL-1,False,Handball,X,False,False,10467,False,True,212,False
Q021-ZN06-CRICKET-1,False,147-295ft W x 295-393ft L,Q,True,False,11364,True,False,408,False
R105-HANDBALL-1,False,Handball,R,False,False,10310,False,True,501,False
Q320-HANDBALL-2,False,Handball,Q,False,False,11367,False,True,408,False
B244-HANDBALL-1,False,Handball,B,False,False,11223,False,True,315,False
B135-HANDBALL-1,False,Handball,B,False,False,11222,False,True,301,False
B130-HANDBALL-1,False,Handball,B,False,False,11218,False,True,307,False
R063-HANDBALL-2,False,Handball,R,False,False,10305,False,True,502,False
X195A-BASEBALL-1,False,"60ft base path, 150-200ft fence",X,False,True,10472,False,False,209,False
B243-HANDBALL-5,False,Handball,B,False,False,11201,False,True,302,False
B082-ZN05-BASEBALL-3,False,"45-60ft base path, less than 150ft fence",B,False,False,11209,False,False,310,False
B221-HANDBALL-4,False,Handball,B,False,False,11205,False,True,302,False
X021-HANDBALL-1,False,Handball,X,False,False,10456,False,True,203,False
B248-HANDBALL-1,False,Handball,B,False,False,11234,False,True,318,False
Q320-HANDBALL-4,False,Handball,Q,False,False,11367,False,True,408,False
R015-BASEBALL-1,False,"60ft base path, 150-200ft fence",R,False,True,10310,False,False,501,False
Q212-BASEBALL-1,False,"60ft base path, 150-200ft fence",Q,False,False,11367,False,False,408,False
B061-HANDBALL-1,False,Handball,B,False,False,11201,False,True,302,False
M200-HANDBALL-3,False,Handball,M,False,False,10025,False,True,107,False
M011-HANDBALL-2,False,Handball,M,False,False,10001,False,True,104,False
X196-HANDBALL-2,False,Handball,X,False,False,10469,False,True,212,False
Q369-HANDBALL-1,False,Handball,Q,False,False,11362,False,True,411,False
B332-HANDBALL-1,False,Handball,B,False,False,11207,False,True,304,False
B223J03-HANDBALL-4,False,Handball,B,False,False,11201,False,True,302,False
B082-ZN05-TENNIS-4,False,Tennis,B,False,False,11209,False,False,310,False
B269-HANDBALL-1,False,Handball,B,False,False,11221,False,True,303,False
B279-HANDBALL-2,False,Handball,B,False,False,11236,False,True,318,False
