cfmc_case_id,qgender,qday1triptravelcode16,qagecode_final5,qeducation,allwt,qday1triptravelcode02,qsustainablemode,qwpsurveyzone08,qday1triptravelcode10,qday1trip1transitto7,qsurveyzone,qrace,qday,qday1triptravelcode23,filt_number_of_trips,qday1trip1transitto3,qday1trip1transitto5,qagecode_final3,qwpsurveyzone05,qday1trip1startcode,qwpsurveyzone09,qday1trip1_outsidenyc_end,eduwt,qdisability2,day1tripntanamecmb,qcitibike,qday1triptravelcode01,qdisability1,qwpsurveyzone07,qborough5,agegenwt,qdisability7,qday1triptravelcode07,qwpsurveyzone04,respondent_serial,qdisability5
50000315,1,0,0,7,0.979830656794016,0,2,0,0, ,3,6,1,0,3.0, , ,1,0,1,0, ,2,0, ,2,0,0,0,0,2,0,0,0, ,0
 ,1,0,0,7,0.999999957487521,0,2, ,0, ,10,3,1,0,2.0, , ,0, ,1, ,8,4,0, ,2,0,0, ,0,8,0,0, ,3107,0
10000845,1,0,0,6,0.686312929001388,0,2,0,0, ,4,1,2,0,3.0, , ,0,0, ,0, ,2,0, ,2,0,0,0,0,3,0,0,0, ,0
10002219,1,0,0,6,0.551179880801264,0,1,0,0,0,1,2,4,0,3.0,0,0,0,0,1,0, ,2,0, ,2,1,0,0,0,1,0,0,0, ,0
10000088,2,0,0,6,0.39519274289598,0,2,0,0, ,7,1,5,0,7.0, , ,0,0, ,0, ,2,0, ,2,0,0,1,0,6,0,0,0, ,0
50000681,1,0,0,4,2.39055266949488,0,2,0,0, ,8,1,4,0,3.0, , ,0,0,1,0, ,1,0, ,2,0,0,0,0,1,0,0,1, ,0
10002193,2,0,0,3,1.54356366670446,0,1,0,0,0,5,2,4,0,2.0,0,0,0,1,1,0, ,1,0, ,2,1,0,0,1,5,0,0,0, ,0
50000767,2,0,0,6,0.512974450126155,1,1,0,0,0,4,2,7,0,2.0,0,0,0,0,1,0, ,2,0, ,2,1,0,0,0,4,0,0,0, ,0
10002132,2,0,1,1,3.05455604568837,0,1, ,0, ,4,3,3,0,2.0, , ,0, ,1, , ,1,0, ,2,1,0, ,0,6,0,0, , ,0
50001352,2,0,0,5,0.576501732574189,1,1,0,0,0,5,6,2,0,3.0,0,0,0,1,1,0, ,2,0, ,2,1,0,0,1,4,0,0,0, ,0
10001044,2,0,0,9,0.199073792760568,1,1, ,0,0,2,9,6,0,,0,0,0, ,1, , ,3,0, ,2,1,0, ,0,7,0,0, , ,0
10001162,2,0,0,5,0.454758683926947,0,2,0,0, ,1,2,1,0,2.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,0,7,0,0,0, ,0
10001719,2,0,1,4,1.26531976917747,0,2, ,0, ,8,1,4,0,3.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,6,0,0, , ,0
10001455,1,0,0,5,0.686312929001388,0,1, ,0, ,4,1,6,0,4.0, , ,0, ,1, , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
10000590,1,0,0,7,0.686312929001388,0,2, ,0, ,4,1,7,0,5.0, , ,0, , , , ,2,0, ,2,0,0, ,0,3,0,0, , ,0
50001553,2,0,0,2,1.20145834163512,1,1,0,0,0,9,6,4,0,5.0,0,0,0,0,1,0, ,1,0, ,1,1,0,0,1,4,0,0,0, ,0
10001448,1,0,0,4,2.803052266621,1,1, ,0, ,6,1,6,0,3.0, , ,0, , , , ,1,0, ,2,1,0, ,0,1,0,0, , ,0
10001323,2,0,0,3,0.942614747035578,0,1,0,0, ,7,1,4,0,5.0, , ,0,0,1,0, ,1,0, ,2,1,0,0,0,4,0,0,0, ,0
 ,2,0,0,4,0.999999957487521,0,2, ,0, ,10,3,6,0,5.0, , ,0, ,1, , ,4,0, ,2,0,0, ,0,8,0,0, ,4535,0
10001149,1,0,0,7,1.65679961507126,0,2,0,0, ,2,3,1,0,3.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,0,3,0,0,0, ,0
50000732,2,0,0,4,1.06906431902257,0,2, ,0, ,8,2,6,0,2.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,4,0,0, , ,0
10000652,2,0,0,7,0.512974450126155,0,2, ,0, ,4,2,1,0,2.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,4,0,0, , ,0
50000965,2,0,0,4,2.27552721805985,0,2, ,0, ,7,3,1,0,3.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,4,0,0, , ,0
10000657,2,0,0,1,1.26531976917747,0,2, ,0, ,8,1,1,0,2.0, , ,0, ,1, , ,1,0, ,2,0,1, ,0,6,0,0, , ,0
10000282,2,0,0,5,0.558611999431205,0,2,0,0, ,2,6,2,0,3.0, , ,0,0, ,0, ,2,0, ,2,0,0,0,0,5,0,0,0, ,0
10000440,2,0,0,7,0.711909965598467,1,1,0,0, ,3,1,4,0,5.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,6,0,0,0, ,0
10001214,2,0,0,4,1.20145834163512,1,1, ,0,0,5,6,2,0,3.0,0,0,0, ,1, , ,1,0, ,1,1,0, ,1,4,0,0, , ,0
10000136,2,0,1,7,0.39519274289598,0,1,0,0, ,7,1,7,0,9.0, , ,0,0,1,0, ,2,0, ,1,1,0,0,0,6,0,0,0, ,0
50001631,1,0,0,6,0.551179880801264,0,2,0,0, ,1,2,7,0,3.0, , ,0,0,1,0, ,2,0, ,1,0,0,0,0,1,0,0,0, ,0
50000208,2,0,0,7,1.67747928859369,1,1,0,0,0,2,3,7,0,2.0,0,0,0,0,1,0, ,2,0, ,2,1,0,0,0,4,0,0,0, ,0
 ,1,0,0,7,0.999999957487521,0,2,1,0, ,4,1,6,0,4.0, , ,0,0,1,0, ,4,0, ,2,0,0,0,0,8,0,0,0,2907,0
10001155,1,0,0,4,1.62474061460093,0,1,0,0, ,4,6,1,0,3.0, , ,0,0, ,0, ,1,0, ,2,1,0,0,0,1,0,0,0, ,0
10001741,2,0,0,5,0.448206928541513,0,2, ,0, ,4,2,5,0,3.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,6,0,0, , ,0
10000563,1,0,0,4,0.353372996032305,1,1,0,0,0,3,5,6,0,3.0,0,0,0,0,1,0, ,1,0, ,2,1,0,0,0,2,0,0,0, ,0
