cfmc_case_id,qgender,qday1triptravelcode16,qagecode_final5,qeducation,allwt,qday1triptravelcode02,qsustainablemode,qwpsurveyzone08,qday1triptravelcode10,qday1trip1transitto7,qsurveyzone,qrace,qday,qday1triptravelcode23,filt_number_of_trips,qday1trip1transitto3,qday1trip1transitto5,qagecode_final3,qwpsurveyzone05,qday1trip1startcode,qwpsurveyzone09,qday1trip1_outsidenyc_end,eduwt,qdisability2,day1tripntanamecmb,qcitibike,qday1triptravelcode01,qdisability1,qwpsurveyzone07,qborough5,agegenwt,qdisability7,qday1triptravelcode07,qwpsurveyzone04,respondent_serial,qdisability5
10001727,2,0,0,7,0.821910521871299,0,2, ,0, ,8,1,4,0,2.0, , ,1, ,1, , ,2,0, ,2,0,0, ,0,5,0,0, , ,0
50000349,1,0,0,6,1.10796063620809,0,2,0,0,0,5,2,2,0,3.0,1,0,1,0,1,0, ,2,0, ,2,0,0,0,1,2,0,0,0, ,0
10001481,2,0,1,6,0.607144679022687,0,2, ,0, ,4,1,7,0,6.0, , ,0, ,1, , ,2,0, ,2,1,0, ,0,6,0,0, , ,0
10001416,2,0,0,7,0.594580946717412,0,2, ,0, ,6,8,5,0,3.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,6,0,0, , ,0
10000957,2,0,0,4,0.823601371301924,0,1,0,0, ,7,1,4,0,3.0, , ,0,0, ,0, ,1,0, ,2,1,0,1,0,6,0,0,0, ,0
10002300,1,0,0,5,0.551179880801264,0,2, ,0, ,7,2,7,0,6.0, , ,0, ,1, ,12,2,0, ,2,0,0, ,0,1,0,0, , ,0
50000934,1,0,0,1,1.74151109044439,1,1,0,0,0,8,6,6,0,5.0,0,0,1,0,1,0, ,1,0, ,2,1,0,0,0,2,0,0,1, ,0
50001449,1,0,0,4,1.62474061460093,0,2,0,0, ,2,6,3,0,3.0, , ,0,0,1,0, ,1,0, ,2,0,0,0,0,1,0,0,0, ,0
10001184,2,0,0,6,0.452299522991724,0,2,0,0, ,7,1,1,0,3.0, , ,0,0, ,0, ,2,0, ,2,0,0,0,0,4,0,0,0, ,0
50000798,2,0,0,4,1.30499656722029,0,1,0,0,0,9,2,1,0,4.0,0,0,0,0,1,0, ,1,1, ,2,1,0,0,1,4,0,0,0, ,0
 ,2,0,0,7,0.999999957487521,0,2, ,0, ,1,1,7,0,2.0, , ,0, , , , ,4,0, ,2,0,0, ,0,8,0,0, ,4636,0
10002093,2,0,0,3,0.984244921479023,0,2, ,0, ,2,6,3,0,2.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,4,0,0, , ,0
10002083,2,0,0,3,1.16417524619967,0,1, ,0, ,2,6,3,0,2.0, , ,0, ,1, , ,1,0, ,2,1,0, ,0,5,0,0, , ,0
10001124,2,0,0,3,0.942614747035578,0,1,0,0, ,1,1,1,0,5.0, , ,0,0, ,0, ,1,0, ,2,1,0,0,0,4,0,0,0, ,0
50001567,1,0,0,3,2.3090451829722,1,1, ,0,0,5,2,4,0,2.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,1,2,0,0, , ,0
10001104,2,0,0,6,0.848207589959279,0,2, ,0, ,10,1,1,0,4.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,6,0,0, , ,0
50000704,2,0,0,3,1.7677587548879,0,2, ,0, ,5,1,5,0,2.0, , ,0, ,1, , ,1,0, ,2,0,0, ,1,4,0,0, , ,0
50001037,2,0,0,6,0.553768134553125,1,1,0,0,0,4,6,3,0,3.0,0,0,0,0,1,0, ,2,0, ,2,1,0,0,0,4,0,0,0, ,0
10000229,2,0,0,3,0.984244921479023,0,1,0,0, ,2,6,1,0,3.0, , ,0,0,1,0, ,1,0, ,2,1,0,0,0,4,0,0,0, ,0
 ,2,0,1,6,0.999999957487521,0,2, ,0, ,10,1,4,0,5.0, , ,0, ,1, , ,4,0, ,2,0,0, ,0,8,0,0, ,6709,0
10000191,1,0,1,6,0.804739019473321,1,1, ,0,0,3,1,1,0,3.0,0,0,0, ,1, , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
10000443,1,0,1,4,1.43031034761831,0,2,1,0, ,8,1,4,0,5.0, , ,0,0, ,0, ,1,0, ,2,0,0,0,0,3,0,0,0, ,0
50001268,1,0,0,5,0.507449354399981,1,1,0,0,0,1,6,1,0,3.0,0,0,0,0,1,0, ,2,0, ,2,1,0,0,0,1,0,0,0, ,0
50001652,2,0,0,7,0.333896988617662,0,2,0,0, ,1,2,7,0,3.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,0,4,0,0,0, ,0
50001531,2,0,0,6,0.333896988617662,0,2,1,0, ,1,2,4,0,5.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,0,4,0,0,0, ,0
10001309,2,0,0,3,1.42109756438456,0,1, ,0, ,9,6,4,0,2.0, , ,1, ,1, , ,1,0, ,2,1,0, ,1,5,0,0, , ,0
10001194,2,0,1,7,0.547121901595032,0,1,0,0, ,5,2,1,0,3.0, , ,0,0,1,0, ,2,0, ,2,1,0,0,1,6,0,0,0, ,0
50000901,1,0,0,7,0.686312929001388,0,1, ,0, ,8,1,5,0,2.0, , ,0, ,1, , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
50000752,2,0,1,4,1.04976369279683,0,1, ,0,0,5,6,7,0,4.0,1,0,0, ,1, , ,1,0, ,2,1,0, ,1,6,0,0, , ,0
50001299,1,0,0,3,2.06927193858612,0,2, ,0, ,4,2,1,0,3.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,1,0,0, , ,0
10000173,1,0,0,7,0.837775614103915,0,2, ,0, ,5,1,1,0,3.0, , ,0, , , , ,2,0, ,2,0,0, ,1,3,0,0, , ,0
50000908,2,0,0,6,0.601490280257495,1,1,0,0,0,6,2,5,0,2.0,0,0,0,0,1,0, ,2,0, ,2,1,0,0,0,4,0,0,0, ,0
10000556,1,0,0,4,2.21799098133473,1,1, ,0,0,6,2,6,0,2.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,2,0,0, , ,0
50000649,2,0,0,6,0.626182994394949,0,2,0,0, ,5,2,4,0,4.0, , ,0,0,1,1, ,2,0, ,2,0,0,0,1,4,0,0,0, ,0
10001431,1,0,0,7,0.804739019473321,0,1,0,0, ,3,1,6,0,3.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,3,0,0,0, ,0
10000200,2,0,0,6,0.814783529408067,1,1,0,0, ,3,1,1,0,3.0, , ,0,0, ,0, ,2,0, ,1,1,0,0,0,4,0,0,0, ,0
50000888,1,0,0,6,1.14707077891528,0,2,1,0, ,8,1,4,0,5.0, , ,0,0,1,0, ,2,0, ,1,0,0,0,0,1,0,0,0, ,0
10001219,2,0,0,4,1.54356366670446,1,1,0,0, ,5,2,2,0,3.0, , ,0,0, ,1, ,1,0, ,2,1,0,0,1,5,0,0,0, ,0
50000583,2,0,0,3,1.30499656722029,0,2,0,0, ,5,2,2,0,2.0, , ,0,0,1,1, ,1,0, ,2,0,0,0,1,4,0,0,0, ,0
50000051,1,0,0,7,0.551179880801264,1,1, ,0,0,1,2,4,0,3.0,0,0,0, ,1, , ,2,0, ,2,1,0, ,0,1,0,0, , ,0
10000013,2,0,1,5,0.291739566523788,0,1,0,0, ,7,2,7,0,5.0, , ,0,0,1,0, ,2,0, ,2,1,0,0,0,6,0,0,0, ,0
10000685,2,0,1,3,0.823601371301924,0,1, ,0, ,1,1,1,0,4.0, , ,0, , , , ,1,0, ,2,1,0, ,0,6,0,0, , ,0
10002427,1,0,0,6,0.979830656794016,0,2,0,0, ,6,6,1,0,4.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,0,2,0,0,0, ,0
10001638,1,0,0,5,0.779607371177211,1,1, ,0,0,2,6,3,0,2.0,0,0,0, ,1, , ,2,0, ,2,1,0, ,0,1,0,0, , ,0
10000985,2,0,0,3,0.823601371301924,0,2, ,0, ,7,1,4,0,4.0, , ,0, , , , ,1,0, ,2,0,0, ,0,6,0,0, , ,0
10000668,2,0,0,7,0.607144679022687,0,2, ,0, ,8,1,1,0,2.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,6,0,0, , ,0
10000839,1,0,0,7,0.946406819189858,1,1,0,0, ,8,1,2,0,3.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,7,0,0,1, ,0
10002229,2,0,1,4,1.26531976917747,1,1,0,0,0,8,1,5,0,3.0,0,0,0,0,1,0, ,1,0, ,2,1,0,0,0,6,0,0,0, ,0
10001505,2,0,0,3,1.23913632491817,0,2, ,0, ,6,9,7,0,3.0, , ,0, , , , ,1,0, ,2,0,0, ,0,6,0,0, , ,0
10000663,2,0,1,5,0.607144679022687,0,1,0,0, ,8,1,1,0,3.0, , ,0,0,1,0, ,2,0, ,2,1,0,0,0,6,0,0,1, ,0
50000373,1,0,0,4,2.56236223111795,0,2, ,0, ,2,1,3,0,2.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,2,0,0, , ,0
10001624,2,0,0,7,0.694879280162304,0,2, ,0, ,8,1,3,0,3.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,4,0,0, , ,0
10001584,1,0,0,7,0.992909047631671,0,1, ,0, ,6,2,2,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,1,0,0, , ,0
10000601,1,0,0,6,0.800293319582631,1,1,0,0, ,1,1,7,0,3.0, , ,1,0, ,0, ,2,0, ,2,1,0,0,0,2,0,0,0, ,0
 ,1,0,0,6,0.999999957487521,1,1, ,0,0,1,1,5,0,,0,0,1, ,1, , ,4,0, ,2,1,0, ,0,8,0,0, ,2733,0
10002416,2,0,1,4,1.48365584755875,0,1, ,0,0,6,1,1,0,3.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,6,0,0, , ,0
10001060,1,0,0,5,1.0642696456984,0,1,0,0, ,6,2,6,0,3.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,2,0,0,0, ,0
50000826,2,0,0,6,0.626182994394949,0,2,0,0, ,5,2,2,0,5.0, , ,0,0,8,0, ,2,0, ,1,0,0,0,1,4,0,0,0, ,0
50000630,1,0,0,3,0.706947109043982,0,1, ,0,0,1,7,3,0,3.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,1,0,0, , ,0
50000822,1,0,1,5,0.569394719274047,0,2,1,0, ,9,6,2,0,2.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,1,3,0,0,0, ,0
50000141,1,0,0,4,1.14868634058252,1,1, ,0,0,1,2,7,0,2.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,1,0,0, , ,0
50000693,2,0,0,7,0.694879280162304,0,1,1,0, ,4,1,5,0,2.0, , ,0,0,1,0, ,2,0, ,2,1,0,0,0,4,0,0,0, ,0
50001656,1,0,0,3,1.23124268796456,1,1,0,0,0,7,2,7,0,3.0,0,0,1,0,1,0, ,1,0, ,2,1,0,0,0,2,0,0,0, ,0
10000425,2,0,0,7,0.711909965598467,0,1, ,0, ,3,1,4,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,6,0,0, , ,0
50000107,1,0,0,3,1.76475608949705,1,1, ,0,0,8,2,7,0,3.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,1,0,0, , ,0
10000936,2,0,0,4,0.942614747035578,0,1,0,0, ,7,1,4,0,11.0, , ,0,0,1,0, ,1,0, ,2,1,0,1,0,4,0,0,0, ,0
50000153,2,0,0,4,1.25353572035417,1,1, ,0,0,6,2,7,0,3.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,4,0,0, , ,0
10000606,2,0,0,7,1.29148424472478,1,1,0,0,0,1,3,7,0,2.0,0,0,0,0,5,0, ,2,0, ,1,1,0,1,0,5,0,0,0, ,0
10000631,2,0,0,6,1.14824483686627,1,1,0,0, ,10,1,1,0,3.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,5,0,1,0, ,0
10000151,2,0,0,7,0.711449030443793,0,1, ,0, ,3,2,7,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,5,0,0, , ,0
50001615,2,0,1,6,0.291739566523788,1,1, ,0,0,1,2,7,0,5.0,0,0,0, ,1, , ,2,0, ,2,1,0, ,0,6,0,0, , ,0
50000942,2,0,0,4,1.25353572035417,0,1, ,0, ,6,2,6,0,3.0, , ,0, ,1, , ,1,0, ,2,1,0, ,0,4,0,0, , ,0
 ,1,0,0,2,0.999999957487521,0,2, ,0, ,5,2,3,0,2.0, , ,0, ,1, , ,4,0, ,2,0,0, ,1,8,0,0, ,11775,0
50001545,2,0,0,7,0.333896988617662,1,1,0,0,0,7,2,4,0,2.0,1,0,0,0,1,0, ,2,0, ,2,1,0,0,0,4,0,0,0, ,0
10000398,2,0,0,4,1.11493463796854,1,1,0,0, ,7,1,3,0,3.0, , ,0,0, ,0, ,1,0, ,2,1,0,0,0,5,0,0,0, ,0
10002099,2,0,0,3,1.45603673984811,0,1, ,0, ,4,2,3,0,2.0, , ,0, ,1, , ,1,0, ,2,1,0, ,0,7,0,0, , ,0
10001592,2,0,0,7,0.711909965598467,0,1,0,0, ,3,1,2,0,5.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,6,0,0,0, ,0
10002090,2,0,0,6,0.454758683926947,0,2, ,0, ,7,2,3,0,, , ,0, ,1, , ,2,0, ,2,0,0, ,0,7,0,0, , ,0
10000413,2,0,0,4,1.76656236506131,0,2,0,0, ,10,2,3,0,5.0, , ,1,0, ,0, ,1,0, ,2,0,0,1,0,5,0,0,0, ,0
10001098,2,0,0,4,1.14022930968039,0,2,0,0, ,5,2,7,0,3.0, , ,0,1, ,0, ,1,0, ,2,0,0,0,1,6,0,0,0, ,0
10002224,2,0,1,2,0.607999795976174,0,1, ,0,0,7,2,4,0,3.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,6,0,0, , ,0
10000842,1,0,1,6,0.446723652974479,0,1, ,0, ,7,1,2,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
50001520,2,0,0,7,0.534984633442283,0,1,0,0, ,1,1,4,0,5.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,0,5,0,0,0, ,0
10002369,2,0,0,4,0.823068120127176,0,2,0,0, ,7,2,1,0,4.0, , ,0,0,1,0, ,1,0, ,2,0,0,0,0,5,0,0,0, ,0
10000026,1,0,0,7,0.686312929001388,1,1, ,0, ,8,1,2,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
10000944,2,0,0,2,1.11493463796854,0,2, ,0, ,1,1,4,0,2.0, , ,1, ,1, , ,1,0, ,2,0,0, ,0,5,0,0, , ,0
50001270,2,0,0,6,0.307405653239405,0,2, ,0, ,1,6,1,0,5.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,4,0,0, , ,0
10002231,1,0,0,7,0.686312929001388,0,2, ,0, ,8,1,5,0,3.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,3,0,0, , ,0
10001456,2,0,0,6,0.607144679022687,0,2, ,0, ,4,1,6,0,3.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,6,0,0, , ,0
10000091,1,0,0,7,1.34500251253304,1,1,0,0, ,3,1,5,0,3.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,1,0,0,0, ,0
10000796,1,0,0,3,2.56236223111795,0,2, ,0, ,8,1,2,0,3.0, , ,1, , , , ,1,0, ,2,0,0, ,0,2,0,0, , ,0
10001148,1,0,0,3,2.803052266621,0,2,0,0, ,3,1,1,0,3.0, , ,0,0,1,0, ,1,0, ,2,0,0,1,0,1,0,0,0, ,0
50000006,1,0,0,6,0.746632661172376,0,2,0,0, ,7,1,7,0,3.0, , ,0,0,1,0, ,2,0, ,2,0,0,0,0,1,0,0,0, ,0
10000240,2,0,0,6,0.534984633442283,1,1,0,0, ,7,1,1,0,3.0, , ,0,0, ,0, ,2,0, ,2,1,0,0,0,5,0,0,0, ,0
50000255,2,0,0,4,1.44816305035643,0,2, ,0, ,8,1,1,0,3.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,4,0,0, , ,0
10000506,2,0,0,3,0.823601371301924,0,1, ,0, ,1,1,4,0,3.0, , ,0, , , , ,1,0, ,2,1,0, ,0,6,0,0, , ,0
10000797,1,0,0,7,0.418678200356374,0,2, ,0, ,7,6,2,0,2.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,7,0,0, , ,0
50001689,1,0,0,4,1.23124268796456,1,1,0,0,0,1,2,7,0,4.0,0,0,0,0,1,0, ,1,0, ,2,1,0,1,0,2,0,0,0, ,0
50001278,1,0,0,4,1.23124268796456,0,2, ,0, ,1,2,1,0,3.0, , ,1, ,1, , ,1,0, ,2,0,0, ,0,2,0,0, , ,0
10000268,2,0,0,1,2.40763969810369,0,1, ,0, ,5,1,2,0,3.0, , ,0, , , , ,1,0, ,2,1,0, ,1,7,0,0, , ,0
10001149,1,0,0,7,1.65679961507126,0,2,0,0, ,2,3,1,0,3.0, , ,0,0, ,0, ,2,0, ,2,0,0,0,0,3,0,0,0, ,0
50000258,2,0,0,4,0.75776602291537,1,1, ,0,0,7,6,1,0,3.0,0,0,1, ,1, , ,1,0, ,2,1,0, ,0,5,0,0, , ,0
 ,1,0,0,7,0.999999957487521,1,1, ,0,0,2,2,3,0,5.0,1,0,0, ,1, , ,4,0, ,2,1,0, ,0,8,0,0, ,1586,0
10001332,1,0,0,1,0.632750895438976,0,1,0,0, ,7,6,4,0,3.0, , ,0,0, ,0, ,1,0, ,2,1,0,0,0,3,0,0,0, ,0
10000958,2,0,0,3,0.934085576239889,0,2, ,0, ,2,2,4,0,3.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,6,0,0, , ,0
10002147,2,0,1,4,1.14022930968039,0,1,0,0,0,9,2,4,0,2.0,0,0,0,0,1,1, ,1,0, ,2,1,0,0,1,6,0,0,0, ,0
10000843,2,0,0,6,1.14824483686627,0,2,0,0, ,10,1,2,0,3.0, , ,1,0, ,0, ,2,0, ,2,0,0,0,0,5,0,0,0, ,0
 ,2,0,0,7,0.999999957487521,0,1,0,0,0,6,1,1,0,3.0,0,0,1,0,1,0, ,4,0, ,2,1,0,0,0,8,0,0,0,5188,0
10001621,1,0,0,7,0.594075212478586,0,1, ,0, ,3,2,3,0,3.0, , ,0, ,1, , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
10000781,2,0,1,3,1.76770688935206,0,2,0,0, ,10,1,2,0,4.0, , ,0,0, ,0, ,1,0, ,2,0,0,0,0,6,0,0,0, ,0
50000379,2,0,1,4,1.09526584588929,1,1, ,0,0,6,2,3,0,2.0,0,0,0, ,1, , ,1,0, ,2,1,1, ,0,6,0,0, , ,0
10002009,2,0,0,3,0.942614747035578,0,1, ,0, ,1,1,2,0,5.0, , ,0, ,1, , ,1,0, ,2,1,0, ,0,4,0,0, , ,0
10001587,1,0,0,6,0.91413179752884,1,1, ,0, ,3,6,2,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,1,0,0, , ,0
10000054,1,0,0,7,0.686312929001388,0,2, ,0, ,8,1,4,0,4.0, , ,0, ,1, , ,2,0, ,2,0,0, ,0,3,0,0, , ,0
50000758,1,0,0,4,2.06927193858612,1,1, ,0,0,6,2,7,0,3.0,0,0,0, ,1, , ,1,0, ,2,1,0, ,0,1,0,0, , ,0
50000991,1,0,0,6,0.746632661172376,0,2,0,0, ,1,1,1,0,4.0, , ,0,0,1,0, ,2,0, ,1,0,0,0,0,1,0,0,0, ,0
10000744,1,0,0,6,0.800293319582631,0,1,0,0, ,1,1,1,0,7.0, , ,1,0, ,0, ,2,0, ,2,0,0,0,0,2,0,0,0, ,0
10000383,1,0,0,7,0.686312929001388,0,2, ,0, ,8,1,3,0,3.0, , ,0, , , , ,2,0, ,2,0,0, ,0,3,0,0, , ,0
10000032,2,0,0,7,0.607144679022687,0,2, ,0, ,8,1,3,0,3.0, , ,0, , , , ,2,0, ,2,0,0, ,0,6,0,0, , ,0
10000088,2,0,0,6,0.39519274289598,0,2,0,0, ,7,1,5,0,7.0, , ,0,0,1,0, ,2,0, ,2,0,0,1,0,6,0,0,0, ,0
10000012,1,0,0,7,1.94268713491411,0,1, ,0, ,3,3,7,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
10000046,1,0,1,4,1.43031034761831,1,1,1,0, ,8,1,3,0,3.0, , ,0,0, ,0, ,1,0, ,2,1,0,0,0,3,0,0,0, ,0
50000974,2,0,0,3,1.36505842529442,0,2, ,0, ,3,6,1,0,3.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,5,0,0, , ,0
10001505,2,0,0,3,1.23913632491817,0,2, ,0, ,6,9,7,0,3.0, , ,0, ,1, , ,1,0, ,2,0,0, ,0,6,0,0, , ,0
10001813,2,0,0,7,0.394936870332208,0,1,0,0,0,7,2,6,0,3.0,0,0,0,0,1,0, ,2,0, ,2,1,0,1,0,5,0,0,0, ,0
10000191,1,0,1,6,0.804739019473321,1,1, ,0, ,3,1,1,0,3.0, , ,0, , , , ,2,0, ,2,1,0, ,0,3,0,0, , ,0
50000530,2,0,0,6,0.333896988617662,0,1, ,0, ,1,2,1,0,5.0, , ,0, ,1, , ,2,0, ,2,1,0, ,0,4,0,0, , ,0
10001294,2,0,0,6,0.452299522991724,0,2,0,0, ,7,1,4,0,3.0, , ,0,0, ,0, ,2,0, ,2,0,0,0,0,4,0,0,0, ,0
50000807,1,0,1,3,1.28890879603796,0,1, ,0,0,5,2,1,0,3.0,0,0,0, ,1, , ,1,1, ,2,1,0, ,1,3,0,0, , ,0
