uniqueid,cfmc_case_id,racewt,qday1triptravelcode12,qday1triptravelcode26,qwpsurveyzone10,qday1trip1start,qday1triptravelcode25,qday1trip1transitfrom2,qday1triptravelcode14,qday1triptravelcode13,qborough4,qday1trip1transitfrom6,qday1triptravelcode17,qday1triptravelcode04,qday1triptravelcode18,qday1triptravelcode06,qcarchange,qhispanic,qday1trip1park,qdisability3,qday1trip1transitto1,qday1triptravelcode09,qday1triplength,qsmartphone,qday1triptravelcode22,qdisability6,qday1triptravelcode20,qday1triptravelcode15,qincome,qwpsurveyzone06,qborough2,qday1triptravelcode_sp,qagecode_final6,qwpsurveyzone02,qday1tripdestination,qborough1,qday1trip1parkpay_amount,qday1triptravelcode19
120001216,10001216,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,1,1,2,0, ,0,2,1,0,1,0,0,3, ,0,11,0, ,3,0,0,0
120001969,10001969,7,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,4,1,0,1,0,0,9, ,0,21,0, , ,0,0,0
130000936,10000936,1,0,0,0,10,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,5,2,0,1,0,0,2,0,0,1,0,0, ,1,0,0
160000562,50000562,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,60,1,0,1,0,0,11,0,1,2,0,0, ,0,0,0
120001634,10001634,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,0,45,1,0,1,0,0,5,1,1,3,0,0,2,0,0,0
120000674,10000674,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,30,1,0,1,0,0,4, ,0,1,1, ,1,0,0,0
160000926,50000926,5,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,3, ,0, ,0,5,1,0,1,0,0,11, ,1,1,0, ,1,0,0,0
230001424,10001424,7,0,0, ,2,0, ,0,0,0, ,0,0,0,0,1,3, ,0, ,0,15,2,0,1,0,0,5, ,1,3,0, , ,0,0,0
160001629,50001629,3,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,4,0, ,0,30,1,0,1,0,0,5, ,0,11,0, ,4,0,0,0
160001180,50001180,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,1,1,1,1, ,0,30,1,0,0,0,0,1, ,0,11,0, ,2,1,0,0
120001879,10001879,4,0,0, ,2,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,10,1,0,1,0,0,4, ,0,1,0, , ,1,0,0
160000790,50000790,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,45,1,0,1,0,0,7, ,0,11,0, , ,0,0,0
120001599,10001599,1,0,0, ,6,0, ,0,0,0, ,0,0,0,0,1,1,5,0, ,0,25,1,0,1,0,0,9, ,0,11,1, ,4,0,0,0
160001583,50001583,4,0,0,0,10,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,1,0,0,4,1,1,21,0,0, ,0,0,0
160001565,50001565,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,45,1,0,1,0,0,4,0,0,2,0,0,3,1,0,0
230000764,10000764,2,0,0,0,2,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,45,1,0,1,0,0,9,0,1,11,0,0, ,0,8,0
160001655,50001655,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,25,1,0,1,0,0,5,0,0,21,0,0, ,1,0,0
230000409,10000409,2,0,0, ,5,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,10,1,0,1,0,0,4, ,0,1,1, , ,0,0,0
230001280,10001280,1,0,0,0,2,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,2,0,1,0,0,10,1,0,1,0,0, ,1,0,0
160001099,50001099,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,7,1,0,1,0,0,6,0,0,1,0,0,1,1,0,0
120002348,10002348,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,90,1,0,1,0,0,9, ,0,11,0, ,4,1,0,0
120002323,10002323,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,20,2,0,1,0,0,7, ,0,11,0, ,1,1,0,0
120000814,10000814,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,20,1,0,1,0,0,9,0,0,2,0,0, ,0,0,0
160000502,50000502,3,0,0, ,1,0, ,0,0,1, ,0,0,0,0,2,1,3,0, ,0,1,1,0,1,0,0,1, ,0,11,0, ,4,0,0,0
120001444,10001444,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,15,1,0,1,0,0,5, ,0,11,0, ,3,0,0,0
230000104,10000104,2,0,0,0,4,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,15,2,0,1,0,0,5,0,1,1,0,0, ,0,0,0
230001321,10001321,1,0,0, ,2,0, ,0,0,0, ,0,0,0,0,3,1,3,0, ,0,20,1,0,1,0,0,10, ,0,11,0, , ,1,0,0
230000363,10000363,1,0,0,0,4,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,10,1,0,1,0,0,9,0,0,1,1,0, ,0,0,0
230001613,10001613,3,0,0, ,5,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,2,0,1,0,0,6, ,1,3,1, , ,0,0,0
120001772,10001772,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,2,1,0,1,0,0,8, ,0,1,1, , ,1,0,0
160001632,50001632,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,8,1,0,0,0,0,5, ,0,24,0, ,2,1,0,0
120000484,10000484,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,4,2,0,0,0,0,11, ,0,11,1, ,1,0,0,0
120001065,10001065,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,45,1,0,1,0,0,5,0,0,2,0,0, ,0,0,0
230000562,10000562,1,0,0, ,2,0, ,0,0,1, ,0,0,0,0,2,1,4,0, ,0,30,1,0,0,0,0,9, ,0,11,0, ,2,0,0,0
230001304,10001304,1,0,0, ,3,0, ,0,0,0, ,0,0,0,0,2,1,6,0, ,0,25,1,0,1,0,0,7, ,0,11,0, ,2,0,0,0
160000610,50000610,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,6,0, ,0,20,1,0,1,0,0,5,0,0,11,1,1,2,0,0,0
120000475,10000475,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,40,1,0,1,0,0,9, ,1,11,0, ,5,0,0,0
130000991,10000991,1,0,0,0,13,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,3,1,0,1,0,0,7,0,0,11,0,0, ,1,0,0
120001068,10001068,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,1,0,0,5, ,1,1,0, ,1,0,0,0
120001373,10001373,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,6,0, ,0,5,1,0,0,0,0,8, ,0,11,0, ,1,0,0,0
230001484,10001484,5,0,0,0,3,0, ,0,0,0, ,0,0,0,0, ,3, ,1, ,0,15,2,0,0,0,0,2,0,1,3,0,0, ,0,0,0
120000287,10000287,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,3,2,0,1,0,0,4, ,0,11,1, ,1,0,0,0
230001639,10001639,5,0,0,0,2,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,20,2,0,0,0,0,10,1,1,1,1,0, ,0,0,0
160001625,50001625,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,60,1,0,1,0,0,7, ,0,11,0, ,4,1,0,0
230000979,10000979,1,0,0, ,10,0, ,0,0,0, ,0,0,0,0, ,1, ,1, ,0,20,1,0,0,0,0,2, ,0,24,1, , ,1,0,0
160000975,50000975,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,2,5,5,0, ,0,20,1,0,1,0,0,4, ,1,11,0, ,5,0,0,0
120001498,10001498,2,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,40,1,0,1,0,0,1, ,0,2,0, ,4,0,0,0
160001240,50001240,6,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,3, ,0,1,0,45,1,0,1,0,0,2, ,0,2,0, ,3,1,0,0
210006566, ,8,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,40,1,0,1,0,0,5, ,0,11,0, ,5,0, ,0
160000900,50000900,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,10,1,0,1,0,0,1, ,1,1,0, ,1,0,0,0
120000245,10000245,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,30,3,0,1,0,0,11, ,0,1,1, ,1,1,0,0
120002261,10002261,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,45,1,0,1,0,0,4,0,0,24,0,0,3,1,0,0
230000646,10000646,2,0,0,0,6,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,10,1,0,1,0,0,5,0,0,1,0,0, ,1,0,0
160000237,50000237,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,1,0,1,0,0,3, ,0,21,0, ,2,1,0,0
210009630, ,8,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,90,1,0,1,0,0,9,0,0,11,1,0,4,0, ,0
230000161,10000161,2,0,0, ,10,0, ,0,0,0, ,0,0,0,0, ,1, ,1, ,0,7,1,0,0,0,0,4, ,0,3,0, , ,0,0,0
230001000,10001000,1,0,0, ,9,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,55,1,0,1,0,0,11, ,0,2,0, , ,0,0,0
120001569,10001569,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,1,0, ,0,10,1,0,1,0,0,6, ,0,11,1, , ,0,0,0
230000248,10000248,5,0,0, ,4,1, ,0,0,0, ,0,0,0,0,1,3, ,0, ,0,45,2,0,1,0,0,6, ,0,1,0, , ,0,0,0
230000144,10000144,2,0,0, ,13,0, ,0,0,0, ,0,0,0,0, ,2, ,0, ,0,30,2,0,1,0,0,11, ,1,1,1, , ,0,0,0
120000718,10000718,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,5,1,0,1,0,0,7, ,0,11,0, , ,0,0,0
230000718,10000718,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,30,1,0,1,0,0,7, ,0,11,0, ,4,0,0,0
120002368,10002368,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,10,1,0,1,0,0,11, ,1,11,0, ,4,0,0,0
230001604,10001604,1,0,0,0,9,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,10,1,0,1,0,0,8,0,0,11,1,0, ,1,0,0
120001482,10001482,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,35,1,0,1,0,0,11, ,0,11,1, ,3,0,0,0
160001458,50001458,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,25,1,0,1,0,0,3, ,0,11,1, ,4,0,0,0
230000945,10000945,2,0,0, ,2,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,35,1,0,1,0,0,4, ,0,11,0, , ,1,0,0
120001155,10001155,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5, ,0,1,1,35,1,0,1,0,0,10,0,0,9,0,0,3,0,0,0
210003314, ,8,0,0,0,9,0, ,0,0,0, ,0,0,0,0,3,5,1,0, ,0,60,1,0,1,0,0,3,0,0,11,0,1,5,0, ,0
210005058, ,8,0,0,1,1,0, ,0,0,1, ,0,0,0,0,3,1,5,0, ,0,45,1,0,1,0,0,7,0,0,11,0,0,5,0,20,0
160001535,50001535,7,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,45,3,0,1,0,0,3, ,0,3,0, ,2,0,0,0
120000539,10000539,5,0,0, ,6,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,15,1,0,1,0,0,1, ,1,24,1, ,2,0,0,0
160000421,50000421,6,0,0,0,8,0, ,0,0,0, ,0,0,0,0, ,2, ,0, ,0,10,1,0,1,0,0,5,0,0,1,0,0, ,1,0,0
120001195,10001195,1,0,0, ,8,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,15,1,0,1,0,0,11, ,0,1,0, , ,1,0,0
160000059,50000059,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,15,1,0,1,0,0,7,0,0,11,0,0,2,1,50,0
120001873,10001873,5,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,10,1,0,1,0,0,10, ,0,1,0, ,1,1,0,0
230001507,10001507,1,0,0, ,6,0, ,0,0,0, ,0,0,0,0, ,3, ,1, ,0,30,1,0,0,0,0,1, ,1,2,0, , ,0,0,0
120001447,10001447,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,30,1,0,1,0,0,11, ,1,1,1, ,2,0,0,0
230001644,10001644,1,0,0, ,2,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,453,1,1,1,0,0,11, ,0,22,0, , ,1,0,0
120001016,10001016,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,7,2,0,1,0,0,2,0,0,1,0,0,1,0,0,0
120001350,10001350,6,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,20,1,0,1,0,0,2, ,0,3,0, ,2,0,0,0
120000620,10000620,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,40,1,0,1,0,0,7,1,1,2,0,0,2,0,0,0
230001063,10001063,6,0,0, ,13,0, ,0,0,0, ,0,0,0,0,3,5, ,1, ,0,25,1,0,0,0,0,4, ,0,24,1, ,2,0,0,0
120001908,10001908,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,20,1,0,0,0,0,5, ,0,11,0, ,2,1,0,0
120001319,10001319,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,2,1,5,0, ,0,20,1,0,1,0,0,6,1,0,11,0,0,3,0,3,0
160001412,50001412,3,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,3, ,0,1,0,8,1,0,1,0,0,2, ,1,2,0, , ,0,0,0
160001308,50001308,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,20,1,0,1,0,0,11, ,0,1,0, ,1,1,0,0
120000907,10000907,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,1,1,0,1,0,0,3,0,0,2,0,0,3,0,0,0
170000004,60000004,3,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,25,1,0,1,0,0,10, ,0,1,1, ,1,0,0,0
120001457,10001457,2,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,5, ,0,1,0,15,3,0,1,0,0,1, ,0,3,1, ,2,0,0,0
230001456,10001456,1,0,0, ,8,0, ,0,0,0, ,0,0,0,0,3,1,2,0, ,0,90,1,0,1,0,0,6, ,0,11,1, , ,0,0,0
160001303,50001303,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,30,1,0,1,0,0,4,0,0,11,0,0,3,1,0,0
230001590,10001590,6,0,0, ,9,0, ,0,0,0, ,1,0,0,0,3,5, ,0, ,0,15,1,0,1,0,0,11, ,1,17,0, , ,0,0,0
230001047,10001047,5,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,45,1,0,0,0,0,3, ,1,2,0, , ,0,0,0
160000749,50000749,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,2,6,0, ,0,10,1,0,1,0,0,6,0,0,11,0,0,1,1,0,0
120001858,10001858,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,30,1,0,1,0,0,6,1,0,2,0,0, ,0,0,0
160001623,50001623,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,30,1,0,1,0,0,5, ,0,24,0, ,3,1,0,0
160000573,50000573,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,1,1,1,0, ,0,60,1,0,1,0,0,9,0,0,11,0,0, ,1,0,0
120002321,10002321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,45,1,0,1,0,0,9,0,0,2,0,0,3,1,0,0
230000801,10000801,1,0,0, ,5,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,25,2,0,1,0,0,1, ,0,1,0, , ,1,0,0
120001372,10001372,7,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,15,2,0,1,0,0,5,0,0,1,0,0,1,0,0,0
230001328,10001328,1,0,0,0,3,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,2,0,1,0,0,11,1,0,24,0,0, ,1,0,0
120000823,10000823,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,20,1,0,1,0,0,8,0,0,11,0,0,1,0,0,0
160000394,50000394,2,0,0,0,1,0, ,0,0,0, ,0,0,0,0,2,1,5,0, ,0,20,1,0,1,0,0,8,0,0,11,0,0,3,0,0,0
160000503,50000503,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,2, ,0,1,0,45,1,0,1,0,0,7,0,1,2,0,0,2,0,0,0
160000745,50000745,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,20,1,0,0,0,0,6, ,0,11,0, ,5,1,0,0
230001615,10001615,1,0,0, ,11,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,30,1,0,1,0,0,8, ,1,1,1, , ,0,0,0
120000916,10000916,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1, ,1, ,0,15,2,0,0,0,0,5,0,0,1,1,0,2,0,0,0
230000817,10000817,1,0,0, ,12,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,105,2,0,1,0,0,8, ,0,21,0, , ,0,0,0
120001244,10001244,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,2,0,1,0,0,3,0,0,1,0,0,1,1,0,0
230001115,10001115,5,0,0, ,4,0, ,0,0,0, ,0,0,0,0,3,5, ,0, ,0,30,1,0,1,0,0,4, ,0,1,0, ,3,0,0,0
120002277,10002277,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1,5,1, ,0,6,2,0,0,0,0,1, ,0,11,1, ,1,1,0,0
120002324,10002324,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5, ,0,1,0,60,1,0,1,0,0,2,0,1,2,0,0,2,0,0,0
160000903,50000903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1, ,0,1,0,130,1,0,1,0,0,6,0,0,2,0,0, ,0,0,0
120000012,10000012,3,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,15,1,0,1,0,0,9, ,1,1,1, ,1,0,0,0
230000539,10000539,5,0,0, ,13,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,1,1,0,1,0,0,1, ,1,1,1, , ,0,0,0
230001232,10001232,2,0,0, ,4,0, ,0,0,0, ,0,0,0,0,3,1,4,0, ,0,145,1,0,1,0,0,6, ,0,11,0, , ,0,0,0
160001023,50001023,5,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,5,5,0, ,0,30,1,0,1,0,0,4, ,0,11,0, ,3,0,0,0
230000265,10000265,1,0,0, ,4,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,5,1,0,1,0,0,5, ,0,1,0, , ,1,0,0
230000819,10000819,1,0,0, ,8,0, ,0,0,0, ,0,0,0,0,3,1,4,0, ,0,10,1,0,1,0,0,9, ,0,11,0, ,2,0,0,0
230000907,10000907,5,0,0,0,2,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,1,1,0,1,0,0,3,0,0,2,0,0, ,0,0,0
210003019, ,8,0,0, ,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,1,80,1,0,1,0,0,6, ,1,9,0, ,5,0, ,0
230000795,10000795,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,60,1,0,1,0,0,7, ,0,21,1, , ,1,0,0
120001592,10001592,1,0,0,0,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,10,1,0,1,0,0,11,0,1,1,1,1,1,0,0,0
120001843,10001843,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,60,1,0,1,0,0,7, ,0,11,0, ,3,0,0,0
120000793,10000793,5,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,5,1,0, ,0,45,1,0,1,0,0,3,0,0,11,0,0, ,0,0,0
120002366,10002366,1,0,0, ,8,0, ,0,0,0, ,0,0,0,0, ,3, ,0, ,0,20,1,0,1,0,0,10, ,1,1,0, , ,0,0,0
180000367,50000367,5,0,0,0,2,0, ,0,0,0, ,0,0,0,0,3,5,1,0, ,0,36,1,0,1,0,0,7,0,0,11,0,0, ,1,0,0
160001306,50001306,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,5, ,0,1,0,20,1,0,1,0,0,6,0,1,2,0,0, ,0,0,0
120000679,10000679,1,0,0, ,11,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,60,1,0,1,0,0,6, ,0,11,1, , ,0,22,0
230001032,10001032,5,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,30,1,0,1,0,0,2, ,0,3,0, , ,0,0,0
170000002,60000002,3,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,30,2,0,1,0,0,2, ,0,1,1, ,1,0,0,0
160000672,50000672,6,0,0,0,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,20,1,0,1,0,0,10,0,0,1,0,0,1,1,0,0
120001232,10001232,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,40,1,0,1,0,0,6, ,0,11,0, ,3,0,10,0
120000904,10000904,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,1, ,0,1,0,30,2,0,1,0,0,4,0,0,2,0,0,2,1,0,0
120000408,10000408,1,0,0, ,1,0,0,0,0,1,0,0,0,0,0,3,1, ,0,1,0,70,2,0,1,0,0,6, ,0,2,1, ,3,0,0,0
230000697,10000697,2,0,0,0,4,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,20,1,0,1,0,0,9,0,0,11,0,0, ,1,0,0
230000280,10000280,1,0,0, ,1,0, ,0,0,1, ,0,0,0,0,3,1,1,0, ,0,20,2,0,1,0,0,11, ,0,11,1, , ,0,0,0
230001498,10001498,2,0,0, ,2,0, ,0,0,0, ,0,0,0,0, ,5, ,0, ,0,40,1,0,1,0,0,1, ,0,2,0, , ,0,0,0
120001079,10001079,2,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,5,0, ,0,4,1,0,1,0,0,5, ,0,11,0, ,3,1,0,0
210008629, ,8,0,0, ,1,0, ,0,0,0, ,0,0,0,0,1,1,2,0, ,0,45,1,0,1,0,0,4, ,0,11,1, ,5,0, ,0
230001402,10001402,1,0,0, ,2,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,15,1,0,1,0,0,11, ,0,1,0, ,7,0,0,0
160000612,50000612,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1,1,0, ,0,10,1,0,1,0,0,3, ,0,11,0, ,1,0,0,0
160000906,50000906,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1, ,0,1,0,60,1,0,1,0,0,10,0,0,3,0,0,2,0,0,0
230001373,10001373,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0,3,1, ,0, ,0,10,1,0,0,0,0,8, ,0,1,0, ,1,0,0,0
120001582,10001582,1,0,0, ,1,0, ,0,0,0, ,0,0,0,0, ,1, ,0, ,0,5,2,0,1,0,0,11, ,0,1,1, ,1,1,0,0
