person_id,hh_id,lime_freq,no_bike_share_docks,num_tnc_trips,tnc_mode_taxi,gender,jump_freq,cms_zone,num_taxi_trips,harassment_defense,tnc_purpose,car_share_zipcar,num_days,bike_purpose_appointment,bike_num_days,work_cms_zone,work_park_amount_day,school_mode_bus,work_mode,school_egress,car_share_user,work_park_amount_month,no_bike_share_stations,bike_freq,work_park_location,harassment_mode,harassment_transit,harassment_time,tnc_mode_bus,work_mode_bus,no_bike_share_personal_bike,school_mode,tnc_use_via,num_trips,is_participant,work_mode_ferry,school_bike_park,disability_hearing,tnc_mode_scooter,race_asian,made_trips,no_bike_nyc_paving,packages,school_scooter_park,missing_school_location,car_share_car2go,num_walk_trips,harassment_private_car,school_park_amount_day,num_bike_trips,bike_share_none,race_white,car_share_none,work_mode_bike,disability_walking,disability_none,bike_purpose_transit,car_share_other,work_vehicle_pass_period
1941336203,19413362,995,995,,995,995,995,Outer Brooklyn,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1908280202,19082802,995,995,,995,995,995,Inner Brooklyn,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1906613402,19066134,995,995,,995,995,995,Staten Island,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1963598901,19635989,995,0,7.0,60,1,995,Inner Queens,0.0,995,1,0,7.0,995,0,Inner Brooklyn,,995,105,995,0,,0,5,995,995,995,995,995,995,0,995,0,57.0,1,995,995,0,995,0,1.0,1,7,995,0,0,27.0,995,,0.0,1,1,1,995,0,1,995,0,995
1934354802,19343548,995,995,,995,995,995,Middle Queens,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1909158703,19091587,995,995,,995,995,995,Manhattan Core,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,-9998,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1933492302,19334923,995,995,,995,995,995,Inner Queens,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1984844402,19848444,995,995,,995,995,995,Northern Bronx,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1920997401,19209974,995,-9998,0.0,995,1,995,Manhattan Core,0.0,0,7,0,7.0,0,0,,,995,995,995,0,,-9998,4,995,0,0,0,995,995,-9998,995,0,44.0,1,995,995,0,995,0,1.0,995,2,995,0,0,33.0,0,,0.0,0,1,1,995,0,1,0,0,995
1967584503,19675845,995,995,,995,995,995,Middle Queens,,995,995,995,,995,995,,,995,995,995,995,,995,995,995,995,995,995,995,995,995,1,995,,0,995,995,995,995,995,,995,995,995,0,995,,995,,,995,995,995,995,995,995,995,995,995
1972439601,19724396,995,0,0.0,995,2,995,Outer Brooklyn,0.0,-9998,2,0,7.0,995,995,Outer Brooklyn,,995,1,995,0,,1,5,995,-9998,-9998,-9998,995,995,1,105,0,52.0,1,995,995,0,995,0,1.0,0,-9998,995,1,0,21.0,-9998,,0.0,1,1,1,995,0,1,995,0,995
