oi_adj,agecateg,pretaxincome_pu,totalworkhrs_pu,retp_adj,jwtr,wagp_adj,lanx,citizenstatus,ethnicity,pa_adj,povunit_id,est_eitc,nycgov_rel
0.0,1,41688.267,4,0.0,,0.0,2.0,1,1,0.0,1,0.0,2
0.0,2,434168.049,1,0.0,,0.0,2.0,1,1,0.0,1,0.0,2
0.0,3,8947.7256,5,0.0,,0.0,1.0,1,4,0.0,1,0.0,0
0.0,2,22979.3862,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,0
0.0,2,64565.9745,1,0.0,2.0,26436.462,1.0,2,3,0.0,1,1087.7753724,2
0.0,2,28470.036,2,0.0,1.0,16268.592,2.0,1,2,0.0,1,2382.5444184,1
0.0,2,538897.11,2,0.0,,535846.749,2.0,1,1,0.0,1,0.0,0
0.0,2,115913.718,1,0.0,1.0,83376.534,2.0,1,1,0.0,1,0.0,0
0.0,2,64871.0106,1,0.0,11.0,0.0,2.0,1,1,0.0,1,0.0,0
0.0,3,976115.52,3,101678.7,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,1321.8231,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,0
2033.574,2,136249.458,2,0.0,,0.0,1.0,1,1,0.0,1,0.0,0
0.0,2,10167.87,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,0
0.0,2,43518.4836,1,0.0,5.0,13014.8736,1.0,3,4,0.0,1,4716.0,2
0.0,1,41017.18758,1,0.0,,0.0,1.0,1,3,0.0,1,0.0,2
0.0,1,104118.9888,1,0.0,,0.0,2.0,1,4,0.0,1,0.0,2
0.0,2,102695.487,1,0.0,4.0,30503.61,2.0,1,1,0.0,1,437.845122,2
0.0,2,0.0,5,0.0,,0.0,1.0,1,4,0.0,1,0.0,0
0.0,1,79919.4582,1,0.0,,0.0,2.0,1,5,0.0,1,0.0,5
0.0,2,42908.4114,2,0.0,1.0,21860.9205,1.0,1,4,0.0,1,0.0,1
0.0,2,35180.8302,3,0.0,12.0,0.0,2.0,2,5,0.0,1,0.0,0
0.0,1,218609.205,1,0.0,,0.0,,1,1,0.0,1,0.0,2
0.0,2,132182.31,1,0.0,1.0,71175.09,2.0,1,1,0.0,1,0.0,0
0.0,2,364009.746,1,0.0,7.0,101678.7,2.0,1,1,0.0,1,0.0,0
0.0,2,106457.5989,1,0.0,,0.0,2.0,1,1,0.0,1,0.0,1
0.0,2,0.0,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,10
0.0,1,103712.274,1,0.0,,0.0,2.0,1,2,0.0,1,0.0,2
0.0,1,41017.18758,1,0.0,,0.0,,1,3,0.0,1,0.0,2
0.0,3,8235.9747,5,0.0,,0.0,1.0,2,1,0.0,1,0.0,0
0.0,1,13075.88082,4,0.0,,0.0,1.0,3,1,0.0,1,0.0,2
0.0,1,709381.78629,1,0.0,,0.0,1.0,1,3,0.0,1,0.0,2
0.0,2,134215.884,1,0.0,4.0,63040.794,2.0,1,1,0.0,1,0.0,0
2033.574,3,90697.4004,3,0.0,,0.0,1.0,3,1,0.0,2,0.0,12
0.0,2,57448.4655,4,0.0,11.0,0.0,2.0,1,1,0.0,1,0.0,10
0.0,3,41688.267,5,0.0,,0.0,2.0,1,1,0.0,1,0.0,0
67107.942,2,67107.942,5,0.0,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,3,25419.675,5,9151.083,,0.0,1.0,2,1,0.0,1,0.0,0
0.0,2,79451.73618,1,0.0,4.0,40671.48,1.0,1,4,0.0,1,0.0,2
0.0,3,134215.884,3,0.0,5.0,116930.505,2.0,1,2,0.0,1,0.0,0
0.0,2,76869.0972,4,0.0,,14845.0902,2.0,2,1,0.0,1,0.0,0
0.0,2,31520.397,2,0.0,4.0,30096.8952,2.0,2,2,0.0,1,502.83814704,4
0.0,3,43518.4836,1,0.0,,0.0,1.0,3,4,0.0,1,0.0,1
0.0,2,536050.1064,1,0.0,1.0,24402.888,2.0,2,1,0.0,1,0.0,1
0.0,1,0.0,5,0.0,,0.0,2.0,1,4,0.0,1,0.0,2
0.0,2,66091.155,3,0.0,,0.0,2.0,3,3,0.0,1,0.0,1
0.0,2,561469.7814,2,0.0,7.0,535846.749,2.0,1,1,0.0,1,0.0,0
0.0,2,87443.682,2,0.0,,0.0,2.0,2,5,0.0,1,0.0,1
0.0,1,25317.9963,4,0.0,,0.0,2.0,3,2,0.0,1,0.0,2
0.0,2,116930.505,1,0.0,12.0,101678.7,2.0,1,1,0.0,1,0.0,0
0.0,2,88460.469,1,0.0,1.0,26436.462,2.0,1,4,0.0,1,0.0,1
0.0,1,76564.0611,1,0.0,,0.0,,1,4,0.0,1,0.0,5
0.0,1,66091.155,3,0.0,,0.0,,1,3,0.0,1,0.0,2
0.0,3,93442.7253,1,0.0,,0.0,1.0,2,2,0.0,1,0.0,0
0.0,3,55414.8915,5,34570.758,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,108796.209,1,0.0,,20335.74,1.0,1,3,0.0,1,2062.670748,2
0.0,1,136249.458,2,0.0,,0.0,,1,1,0.0,1,0.0,2
0.0,2,85410.108,1,0.0,4.0,24402.888,2.0,2,2,0.0,1,0.0,1
0.0,3,175904.151,3,21352.527,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,3,218609.205,1,0.0,4.0,122014.44,2.0,1,1,0.0,1,0.0,0
0.0,2,36604.332,3,0.0,4.0,36604.332,2.0,1,1,0.0,1,0.0,0
0.0,2,101678.7,3,0.0,4.0,101678.7,1.0,2,1,0.0,1,0.0,0
0.0,1,0.0,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,2
0.0,2,42200.727648,2,0.0,4.0,11693.0505,1.0,2,3,0.0,1,0.0,1
0.0,3,14641.7328,5,0.0,,0.0,1.0,1,4,0.0,1,0.0,0
0.0,1,169803.429,1,0.0,,0.0,2.0,1,2,0.0,1,0.0,2
0.0,2,80122.8156,1,0.0,1.0,30503.61,2.0,2,2,0.0,1,0.0,1
0.0,1,5185.6137,2,0.0,,0.0,,1,1,0.0,1,0.0,2
8642.6895,2,13014.8736,5,0.0,,0.0,2.0,1,4,0.0,1,0.0,0
0.0,2,418916.244,1,0.0,2.0,305036.1,2.0,1,2,0.0,1,0.0,10
0.0,2,42705.054,1,0.0,7.0,0.0,1.0,3,4,0.0,1,0.0,1
0.0,2,24402.888,1,0.0,1.0,15251.805,1.0,3,1,0.0,1,0.0,0
21149.1696,2,168369.75933,5,10574.5848,,0.0,2.0,1,1,0.0,1,0.0,1
0.0,2,27585.43131,3,132.18231,2.0,27453.249,2.0,1,1,0.0,1,0.0,1
0.0,1,15251.805,4,0.0,,0.0,,1,2,0.0,1,0.0,2
0.0,3,19115.5956,2,0.0,4.0,15861.8772,1.0,3,3,0.0,1,4716.0,0
0.0,2,56431.6785,1,0.0,,0.0,2.0,1,4,0.0,1,0.0,3
0.0,1,28470.036,2,0.0,,0.0,,1,2,0.0,1,0.0,2
0.0,1,33350.6136,1,0.0,,0.0,1.0,1,4,0.0,1,0.0,2
3050.361,2,64057.581,4,0.0,1.0,61007.22,2.0,1,1,0.0,1,0.0,0
0.0,2,20640.7761,5,0.0,,0.0,1.0,1,4,0.0,1,0.0,0
0.0,2,132385.6674,1,0.0,4.0,73208.664,2.0,1,2,0.0,1,0.0,0
0.0,2,648201.7125,2,0.0,11.0,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,9151.083,5,0.0,,0.0,1.0,3,4,1220.1444,1,0.0,0
0.0,2,79309.386,3,0.0,1.0,67107.942,2.0,2,2,0.0,1,0.0,2
0.0,3,30503.61,5,30503.61,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,28266.6786,2,0.0,10.0,28266.6786,2.0,2,2,0.0,1,795.30675972,0
0.0,3,74225.451,2,0.0,2.0,25419.675,2.0,1,1,0.0,1,0.0,0
0.0,2,32537.184,3,0.0,4.0,32537.184,2.0,1,2,0.0,2,0.0,9
0.0,2,71175.09,3,0.0,1.0,71175.09,1.0,3,3,0.0,1,0.0,0
0.0,2,172.85379,5,0.0,,0.0,1.0,3,4,172.85379,1,0.0,0
0.0,2,14031.6606,1,0.0,10.0,8541.0108,1.0,3,3,0.0,1,0.0,6
0.0,2,50839.35,1,0.0,4.0,25419.675,1.0,2,4,0.0,1,0.0,0
0.0,2,20640.7761,5,0.0,,0.0,1.0,1,4,0.0,1,0.0,2
0.0,2,56431.6785,1,0.0,,17793.7725,2.0,1,4,0.0,1,0.0,2
0.0,2,26436.462,2,0.0,4.0,20335.74,1.0,3,4,0.0,1,2062.670748,0
0.0,2,136757.8515,1,0.0,4.0,79309.386,2.0,1,1,0.0,1,0.0,0
0.0,1,364009.746,1,0.0,,0.0,2.0,1,1,0.0,1,0.0,2
0.0,1,131165.523,1,0.0,,0.0,,1,3,0.0,1,0.0,2
0.0,2,44128.5558,1,0.0,10.0,8744.3682,1.0,3,4,0.0,1,2853.0,0
0.0,2,15251.805,3,0.0,,0.0,1.0,2,1,0.0,1,0.0,1
0.0,2,79451.73618,1,0.0,,142.35018,1.0,1,4,0.0,1,48.3990612,2
0.0,2,93442.7253,1,0.0,4.0,17183.7003,1.0,1,2,0.0,1,0.0,2
0.0,1,561469.7814,2,0.0,,0.0,,1,1,0.0,1,0.0,2
0.0,2,8846.0469,4,0.0,,0.0,1.0,1,4,0.0,1,385.540940778066,0
0.0,2,71581.8048,4,0.0,10.0,64057.581,2.0,1,1,0.0,1,0.0,0
0.0,1,50839.35,1,0.0,,0.0,,1,2,0.0,1,0.0,2
0.0,1,35587.545,3,0.0,,0.0,2.0,1,2,0.0,1,0.0,2
0.0,3,22979.3862,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,0
0.0,2,54906.498,3,0.0,,0.0,2.0,1,4,0.0,1,0.0,2
0.0,2,64871.0106,1,0.0,,0.0,2.0,1,1,0.0,1,0.0,2
0.0,2,48297.3825,2,0.0,,8541.0108,2.0,1,2,0.0,1,2853.0,3
0.0,2,34570.758,4,0.0,10.0,24402.888,2.0,1,1,0.0,1,0.0,0
0.0,2,20742.4548,4,0.0,5.0,15251.805,2.0,1,1,0.0,1,4716.0,0
0.0,2,101983.7361,1,0.0,1.0,15861.8772,1.0,2,4,0.0,1,0.0,4
0.0,2,97103.1585,1,0.0,4.0,38637.906,1.0,2,3,0.0,1,0.0,0
0.0,2,66091.155,1,0.0,,0.0,1.0,2,3,0.0,1,0.0,1
0.0,2,384752.2008,2,0.0,4.0,0.0,2.0,1,2,0.0,1,0.0,1
0.0,1,32333.8266,1,0.0,,0.0,2.0,1,4,0.0,1,0.0,2
0.0,1,101678.7,3,0.0,,0.0,1.0,2,1,0.0,1,0.0,2
0.0,1,131165.523,1,0.0,,0.0,1.0,1,3,0.0,1,0.0,2
0.0,2,106457.5989,1,0.0,1.0,73208.664,2.0,1,1,0.0,1,0.0,0
0.0,1,24402.888,3,0.0,,0.0,,1,4,0.0,1,0.0,2
0.0,2,93442.7253,1,0.0,5.0,48805.776,2.0,1,2,0.0,1,0.0,2
2033.574,2,68511.10806,2,0.0,,17895.4512,2.0,1,2,0.0,1,0.0,0
