oi_adj,agecateg,pretaxincome_pu,totalworkhrs_pu,retp_adj,jwtr,wagp_adj,lanx,citizenstatus,ethnicity,pa_adj,povunit_id,est_eitc,nycgov_rel
0.0,2,37112.7255,2,0.0,,30503.61,1.0,2,1,0.0,1,562.3940097,1
0.0,2,9151.083,5,0.0,,0.0,1.0,2,1,0.0,1,0.0,2
0.0,2,147434.115,1,0.0,2.0,50839.35,2.0,1,1,0.0,1,0.0,0
0.0,2,102695.487,1,0.0,1.0,72191.877,2.0,1,1,0.0,1,0.0,0
21149.1696,2,168369.75933,5,23182.7436,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,62430.7218,1,0.0,1.0,28470.036,1.0,2,3,0.0,1,0.0,7
0.0,2,48297.3825,2,0.0,2.0,26436.462,2.0,1,2,0.0,1,2389.6151028,0
0.0,1,134215.884,1,0.0,,0.0,,1,1,0.0,1,0.0,2
0.0,2,83986.6062,3,0.0,,0.0,1.0,1,4,4270.5054,1,0.0,3
6100.722,3,64667.6532,4,0.0,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,55923.285,2,0.0,2.0,53889.711,1.0,2,3,0.0,1,0.0,0
0.0,1,55211.5341,4,0.0,,0.0,1.0,3,4,0.0,1,0.0,2
0.0,3,362992.959,1,0.0,4.0,127098.375,2.0,1,1,0.0,1,0.0,1
0.0,1,31113.6822,2,0.0,,1016.787,2.0,1,2,0.0,1,0.0,2
0.0,3,10777.9422,5,0.0,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,32333.8266,1,0.0,4.0,12201.444,1.0,1,4,0.0,1,2853.0,6
0.0,2,12913.1949,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,0
0.0,2,46772.202,2,0.0,4.0,30503.61,1.0,3,3,0.0,1,0.0,0
233.86101,2,709381.78629,1,0.0,,0.0,1.0,2,3,0.0,1,0.0,6
0.0,1,61007.22,3,0.0,,0.0,2.0,1,4,0.0,1,0.0,2
0.0,2,23386.101,4,0.0,,0.0,1.0,2,1,0.0,1,0.0,0
0.0,2,47788.989,1,0.0,4.0,37621.119,2.0,3,1,0.0,1,0.0,1
0.0,2,14194.34652,4,0.0,,0.0,1.0,2,3,61.00722,1,0.0,0
0.0,2,8642.6895,5,8642.6895,,0.0,2.0,1,2,0.0,1,0.0,0
0.0,1,15048.4476,4,0.0,,0.0,2.0,1,4,0.0,1,0.0,5
0.0,1,203357.4,3,0.0,,0.0,,1,4,0.0,1,0.0,2
0.0,3,175904.151,3,25419.675,,0.0,2.0,1,1,0.0,1,0.0,1
0.0,1,91510.83,1,0.0,,0.0,2.0,1,4,0.0,1,0.0,2
0.0,2,65074.368,2,0.0,,0.0,2.0,2,2,0.0,1,0.0,1
0.0,2,54906.498,2,0.0,,0.0,1.0,3,1,0.0,1,0.0,0
0.0,1,26436.462,3,0.0,,0.0,2.0,1,2,0.0,1,0.0,2
0.0,2,123844.6566,1,0.0,1.0,32537.184,1.0,1,4,0.0,1,0.0,2
0.0,1,427050.54,1,0.0,,0.0,2.0,1,3,0.0,1,0.0,2
0.0,1,57956.859,2,0.0,,0.0,,1,4,0.0,1,0.0,12
0.0,2,156788.5554,2,0.0,,152518.05,1.0,3,4,0.0,1,0.0,0
0.0,2,50839.35,1,0.0,4.0,25419.675,1.0,3,4,0.0,1,0.0,1
0.0,2,133300.7757,1,0.0,2.0,81342.96,1.0,1,1,0.0,1,0.0,0
0.0,2,94052.7975,2,0.0,4.0,55923.285,1.0,3,1,0.0,1,0.0,1
0.0,2,416882.67,1,0.0,4.0,254196.75,2.0,1,1,0.0,1,0.0,1
0.0,3,18302.166,5,0.0,,0.0,2.0,1,1,0.0,1,0.0,0
0.0,2,61007.22,1,0.0,1.0,20335.74,2.0,1,1,0.0,1,0.0,0
0.0,2,427050.54,1,0.0,4.0,0.0,2.0,1,3,0.0,1,0.0,0
0.0,2,14214.68226,5,0.0,,0.0,2.0,1,2,0.0,1,0.0,5
0.0,3,39247.9782,5,0.0,,0.0,2.0,1,1,0.0,1,0.0,1
0.0,2,199290.252,1,0.0,2.0,95577.978,2.0,1,1,0.0,1,0.0,10
0.0,2,34774.1154,5,0.0,,0.0,2.0,1,2,4067.148,1,0.0,2
0.0,1,81342.96,1,0.0,,0.0,,1,3,0.0,1,0.0,2
0.0,2,85410.108,1,0.0,4.0,35587.545,2.0,3,2,0.0,1,0.0,2
0.0,2,93544.404,2,0.0,1.0,93544.404,2.0,1,1,0.0,1,0.0,0
0.0,1,384752.2008,2,0.0,,915.1083,2.0,1,2,0.0,1,0.0,2
0.0,1,16268.592,3,0.0,,0.0,,1,2,0.0,1,0.0,2
0.0,1,10676.2635,3,0.0,,0.0,,1,2,0.0,1,0.0,2
0.0,1,8846.0469,4,0.0,,0.0,1.0,1,4,0.0,1,0.0,2
0.0,1,42200.727648,2,0.0,,0.0,2.0,1,3,0.0,1,0.0,2
8541.0108,2,12099.7653,4,0.0,,0.0,1.0,2,2,0.0,1,0.0,0
0.0,1,45755.415,1,0.0,,0.0,,1,3,0.0,1,0.0,2
0.0,2,78526.46001,3,0.0,4.0,78292.599,1.0,3,3,0.0,1,0.0,0
0.0,1,172.85379,5,0.0,,0.0,1.0,1,4,0.0,1,0.0,2
0.0,2,50839.35,1,0.0,,0.0,1.0,2,4,0.0,1,0.0,6
0.0,3,62430.7218,1,0.0,,0.0,1.0,3,3,0.0,1,0.0,7
0.0,1,66091.155,3,0.0,,0.0,,1,3,0.0,1,0.0,2
0.0,1,172.85379,5,0.0,,0.0,1.0,1,4,0.0,1,0.0,2
