hh_id,no_bike_nyc_storage,work_mode_auto,kid_accompany,school_mode_bike,no_bike_nyc_unable,tnc_freq,tnc_use_lyft,harassment_neighborhood,bike_share_jump,job_type,school_mode_ferry,citi_bike_freq,tnc_mode_rail,no_bike_share_unfamiliar,planning_apps,last_travel_date,school_park_amount_week,tnc_use_none,no_bike_share_other,bike_purpose_recreation,no_bike_nyc_showers,disability_concentrating,harassment_none,education,no_bike_share_expensive,race_black,ethnicity,school_access,num_complete_weekend_days,worker,person_num,work_mode_rail,first_travel_date,school_mode_auto,tnc_mode_auto,harassment_other,relationship,bike_share_citi_bike,bike_stolen,congestion,tnc_user,no_bike_nyc_long_trips,smartphone_type
19113182,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2019-06-17T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,995,,1,2,995,2019-06-11T00:00:00.000,995,995,995,2,995,995,995,995,995,995
19590992,995,995,995,995,995,7,0,995,0,995,995,995,995,0,6,2019-06-17T00:00:00.000,,0,0,1,995,0,995,3,0,999,997,995,2.0,0,1,995,2019-06-11T00:00:00.000,995,995,995,0,0,0,1,1,995,1
19400650,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2019-06-14T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,995,,1,2,995,2019-06-08T00:00:00.000,995,995,995,1,995,995,995,995,995,995
19729210,0,995,995,995,0,7,0,1,0,1,995,995,30,0,8,2019-06-16T00:00:00.000,,0,0,995,0,0,0,7,0,1,1,995,1.0,1,1,30,2019-06-10T00:00:00.000,995,995,0,0,0,0,1,1,0,1
19353312,0,995,995,995,0,4,1,995,0,1,995,995,30,1,1,2019-06-15T00:00:00.000,,0,0,995,0,0,995,3,1,0,997,995,1.0,1,1,30,2019-06-09T00:00:00.000,995,995,995,0,0,0,1,1,0,1
19650489,995,995,995,995,995,995,0,0,0,3,995,7,995,-9998,3,2019-06-30T00:00:00.000,,1,-9998,1,995,0,0,7,-9998,0,2,995,2.0,1,1,995,2019-06-24T00:00:00.000,995,995,0,0,1,0,1,0,995,2
196610678,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2019-06-27T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,995,,1,2,995,2019-06-21T00:00:00.000,995,995,995,6,995,995,995,995,995,995
19650489,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2019-06-30T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,995,,1,3,995,2019-06-24T00:00:00.000,995,995,995,1,995,995,995,995,995,995
19853953,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2019-05-30T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,995,,0,2,995,2019-05-24T00:00:00.000,995,995,995,1,995,995,995,995,995,995
19535147,995,995,1,995,995,995,995,995,995,995,995,995,995,995,995,2019-06-10T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,995,,995,4,995,2019-06-04T00:00:00.000,995,995,995,2,995,995,995,995,995,995
19317357,0,995,995,995,0,4,0,995,0,3,995,995,995,0,1,2019-06-12T00:00:00.000,,0,0,995,0,0,995,2,0,0,3,995,2.0,1,1,995,2019-06-06T00:00:00.000,995,995,995,0,0,0,4,1,0,2
19261799,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2019-06-05T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,995,,1,5,995,2019-05-30T00:00:00.000,995,995,995,2,995,995,995,995,995,995
19901425,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,2019-06-13T00:00:00.000,,995,995,995,995,995,995,995,995,995,995,997,,995,2,995,2019-06-07T00:00:00.000,995,995,995,2,995,995,995,995,995,995
19808965,995,22,995,995,995,995,0,995,0,1,995,995,995,0,7,2019-06-06T00:00:00.000,,1,0,1,995,999,995,6,0,1,4,995,2.0,1,1,995,2019-05-31T00:00:00.000,995,995,995,0,0,0,4,0,995,2
