latitude,longitude,tablet_status,census_tract,kiosk_type,corner,generated_on,zip,install_date,wifi_status
40.8669715,-73.8843348,down,2040702,Link 5G,,2025-12-24 22:00:00.528,10458,2022-06-28 20:00:00.000,up
40.739409,-73.986712,up,1006800,Link 1.0,SE,2025-12-24 22:00:00.528,10010,2017-03-10 19:00:00.000,up
40.683625,-73.977006,up,3012901,Link 1.0,SE,2025-12-24 22:00:00.528,11217,2017-06-29 20:00:00.000,up
40.734031,-73.986488,up,1004800,Link 1.0,NE,2025-12-24 22:00:00.528,10003,2017-04-28 20:00:00.000,up
40.688851,-73.980613,up,3003300,Link 1.0,NE,2025-12-24 22:00:00.528,11201,2016-11-12 19:00:00.000,up
40.75364209,-73.99256281,down,1011100,Link 1.0,NW,2025-12-24 22:00:00.528,10018,2016-03-23 20:00:00.000,up
40.6190126,-73.9162139,up,3068800,Link 5G,NE,2025-12-24 22:00:00.528,11234,2024-10-23 20:00:00.000,up
40.7164842,-73.9891563,up,1001600,Link 5G,SE,2025-12-24 22:00:00.528,10002,2022-07-25 20:00:00.000,up
40.726263,-73.989248,up,1003800,Link 1.0,NE,2025-12-24 22:00:00.528,10003,2016-09-01 20:00:00.000,up
40.84647676,-73.89639316,,2039500,Link 1.0,SE,2024-09-26 11:00:00.475,10457,2018-06-19 20:00:00.000,up
40.75866608,-73.98890049,up,1012100,Link 1.0,NW,2025-12-24 22:00:00.528,10036,2016-03-10 19:00:00.000,up
40.867038,-73.896537,up,2040100,Link 1.0,SW,2025-12-24 22:00:00.528,10468,2016-08-26 20:00:00.000,up
40.6758529,-74.0148937,,bk-53,Link 5G,NW,2024-02-27 08:00:00.754,11231,2024-02-22 19:00:00.000,
40.8729442,-73.8786393,up,2042500,Link 1.0,SW,2025-12-24 22:00:00.528,10467,2021-12-09 19:00:00.000,up
40.71716821,-73.99907941,up,1002900,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,10013,2016-10-18 20:00:00.000,up
40.8520248,-73.9026539,up,BX-235.02,Link 5G,NE,2025-12-24 22:00:00.528,10457,2023-02-26 19:00:00.000,up
40.839445,-73.915848,up,2022102,Link 1.0,SE,2025-12-24 22:00:00.528,10452,2016-06-08 20:00:00.000,up
40.8737327,-73.879019,up,2042500,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,10467,2021-12-09 19:00:00.000,up
40.8727297,-73.875333,down,2042500,Link 5G,MIDBLOCK,2025-12-24 22:00:00.528,10467,2022-06-28 20:00:00.000,up
40.68681157,-73.98496961,up,3004100,Link 1.0,SW,2025-12-24 22:00:00.528,11217,2017-11-16 19:00:00.000,up
40.81751219,-73.92888643,up,2006300,Link 1.0,NW,2025-12-24 22:00:00.528,10451,2017-04-14 20:00:00.000,up
40.7139997,-73.9899828,up,1000600,Link 5G,SE,2025-12-24 22:00:00.528,10002,2022-08-22 20:00:00.000,up
40.65413323,-74.00440376,up,3008400,Link 1.0,SE,2025-12-24 22:00:00.528,11232,2017-07-14 20:00:00.000,up
40.75219823,-74.00475581,up,1009900,Link 1.0,NW,2025-12-24 22:00:00.528,10001,2017-05-25 20:00:00.000,up
40.8209021,-73.8960554,up,2008700,Link 1.0,SE,2025-12-24 22:00:00.528,10459,2022-02-11 19:00:00.000,up
40.7432517,-73.9596154,,qu-1,Link 5G,NE,2024-06-25 19:00:00.787,11101,2024-03-06 19:00:00.000,
40.6727272,-74.0120061,,bk-53,Link 5G,MIDBLOCK,2025-12-24 22:00:00.528,11231,2024-02-06 19:00:00.000,up
40.73076722,-73.98284709,up,1003400,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,10009,2018-02-16 19:00:00.000,up
40.8725809,-73.8780848,up,2042500,Link 1.0,NE,2025-12-24 22:00:00.528,10467,2021-11-18 19:00:00.000,up
40.74282792,-73.99300348,,1009100,Link 1.0,SW,2025-12-24 22:00:00.528,10011,2018-02-11 19:00:00.000,up
40.679568,-73.97406,up,3016100,Link 1.0,SE,2025-12-24 22:00:00.528,11217,2017-11-02 20:00:00.000,up
40.76686129,-73.98344153,up,1013900,Link 1.0,SW,2025-12-24 22:00:00.528,10019,2017-03-31 20:00:00.000,up
40.75022678,-73.99505137,up,1010300,Link 1.0,NW,2025-12-24 22:00:00.528,10001,2016-03-17 20:00:00.000,up
40.707379,-73.943399,up,3050500,Link 1.0,NW,2025-12-24 22:00:00.528,11206,2017-07-26 20:00:00.000,up
40.76065999,-73.99820283,up,1007200,Link 1.0,SE,2025-12-24 22:00:00.528,10036,2018-05-18 20:00:00.000,up
40.8561301,-73.8957863,up,BX-383.02,Link 5G,NW,2025-12-24 22:00:00.528,10458,2023-12-13 19:00:00.000,up
40.67784547,-73.90590131,up,3036700,Link 1.0,SE,2025-12-24 22:00:00.528,11233,2017-09-16 20:00:00.000,up
40.80710778,-73.91834301,up,2002500,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,10454,2018-02-11 19:00:00.000,up
40.86117438,-73.89644355,up,2023702,Link 1.0,NW,2025-12-24 22:00:00.528,10458,2017-01-24 19:00:00.000,up
40.6717001,-73.7332277,,qu-638,Link 5G,SW,2024-02-27 08:00:00.754,11422,2024-02-15 19:00:00.000,
40.6796566,-74.0151821,up,bk-53,Link 5G,SW,2025-12-24 22:00:00.528,11231,2024-02-14 19:00:00.000,up
40.678354,-73.911008,up,3037100,Link 1.0,NW,2025-12-24 22:00:00.528,11233,2016-11-10 19:00:00.000,up
40.64868919,-73.95596197,up,3079400,Link 1.0,NW,2025-12-24 22:00:00.528,11226,2017-09-16 20:00:00.000,up
40.7290116,-73.9814896,up,MH-34,Link 5G,SW,2025-12-24 22:00:00.528,10009,2023-02-01 19:00:00.000,up
40.71307988,-73.95128474,up,3051300,Link 1.0,SE,2025-12-24 22:00:00.528,11211,2017-12-01 19:00:00.000,up
40.84618976,-73.89219433,up,2037300,Link 1.0,NW,2025-12-24 22:00:00.528,10457,2018-05-01 20:00:00.000,up
40.67845279,-73.97325278,up,3016100,Link 1.0,SE,2025-12-24 22:00:00.528,11217,2017-11-02 20:00:00.000,up
40.6656616,-73.9098878,up,3092400,Link 1.0,NW,2025-12-24 22:00:00.528,11212,2022-08-18 20:00:00.000,up
40.85393036,-73.90750182,,2025100,Link 1.0,NW,2025-12-24 22:00:00.528,10453,2016-11-22 19:00:00.000,up
40.6654168,-73.9536271,,321,Link 1.0,S,2024-01-05 17:00:01.059,11225,2023-12-20 19:00:00.000,
40.757753,-73.989252,up,1011900,Link 1.0,SE,2025-12-24 22:00:00.528,10036,2016-03-10 19:00:00.000,up
40.6944743,-73.9062844,up,3043700,Link 1.0,,2025-12-24 22:00:00.528,11237,2022-12-13 19:00:00.000,up
40.74773664,-73.98483344,up,1007400,Link 1.0,NE,2025-12-24 22:00:00.528,10016,2017-01-28 19:00:00.000,up
40.662438,-73.950605,up,3032900,Link 1.0,NE,2025-12-24 22:00:00.528,11225,2017-05-05 20:00:00.000,up
40.679506,-73.955431,,3022700,Link 1.0,NW,2025-12-24 22:00:00.528,11238,2017-02-26 19:00:00.000,up
40.679015,-73.921802,up,3037900,Link 1.0,NE,2025-12-24 22:00:00.528,11233,2017-03-30 20:00:00.000,up
40.66973105,-73.98595804,up,3013700,Link 1.0,SW,2025-12-24 22:00:00.528,11215,2017-02-22 19:00:00.000,up
40.81618821,-73.90991661,up,2007500,Link 1.0,NW,2025-12-24 22:00:00.528,10455,2018-05-16 20:00:00.000,up
40.80854426,-73.92907378,up,2001900,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,10454,2017-06-09 20:00:00.000,up
40.76397808,-73.98262883,up,1013100,Link 1.0,SW,2025-12-24 22:00:00.528,10019,2016-04-29 20:00:00.000,up
40.74600486,-73.99028957,up,1007600,Link 1.0,NE,2025-12-24 22:00:00.528,10001,2017-08-18 20:00:00.000,up
40.80890966,-73.92220947,up,2003900,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,10454,2018-04-18 20:00:00.000,up
40.64066623,-73.95592439,up,3051602,Link 1.0,NW,2025-12-24 22:00:00.528,11226,2018-01-25 19:00:00.000,up
40.6438657,-73.8919673,up,BK-986,Link 5G,NW,2025-12-24 22:00:00.528,11236,2024-06-05 20:00:00.000,up
40.74269967,-73.99679984,up,1008700,Link 1.0,SW,2025-12-24 22:00:00.528,10011,2017-08-18 20:00:00.000,up
40.76024945,-73.9736332,up,1010200,Link 1.0,SE,2025-12-24 22:00:00.528,10022,2016-12-20 19:00:00.000,up
40.6759451,-74.0168289,,bk-53,Link 5G,SW,2025-12-24 22:00:00.528,11231,2024-02-25 19:00:00.000,up
40.72048554,-73.98908323,up,1003001,Link 1.0,NW,2025-12-24 22:00:00.528,10002,2016-11-16 19:00:00.000,up
40.75528084,-73.99137086,up,1011500,Link 1.0,SW,2025-12-24 22:00:00.528,10018,2016-03-05 19:00:00.000,up
40.75027937,-73.9770118,up,1008000,Link 1.0,NW,2025-12-24 22:00:00.528,10017,2017-02-10 19:00:00.000,up
40.5941935,-73.7511499,,QU-1010.01,Link 5G,MIDBLOCK,2025-07-08 09:00:00.661,11691,2025-02-24 19:00:00.000,
40.68462509,-73.86897453,,3118400,Link 1.0,NW,2025-12-24 22:00:00.528,11208,2017-09-28 20:00:00.000,up
40.8625706,-73.8903695,down,BX-397,Link 5G,W,2025-12-24 22:00:00.528,10458,2023-07-26 20:00:00.000,up
40.8455391,-73.9388995,,MH-263,Link 1.0,NW,2024-01-24 10:00:00.747,10033,2023-12-03 19:00:00.000,
40.84779956,-73.91213693,up,2022701,Link 1.0,NE,2025-12-24 22:00:00.528,10453,2018-06-19 20:00:00.000,up
40.75310732,-73.99294717,up,1011100,Link 1.0,NW,2025-12-24 22:00:00.528,10018,2017-05-25 20:00:00.000,up
40.74788855,-74.00417706,up,1009900,Link 1.0,NW,2025-12-24 22:00:00.528,10011,2017-08-25 20:00:00.000,up
40.724065,-74.007972,up,1003700,Link 1.0,NW,2025-12-24 22:00:00.528,10013,2018-05-11 20:00:00.000,up
40.6975166,-73.9358249,up,389,Link 1.0,E,2025-12-24 22:00:00.528,11206,2022-08-21 20:00:00.000,up
40.8286736,-73.8965543,up,BX-151,Link 1.0,SW,2025-12-24 22:00:00.528,10459,2023-02-21 19:00:00.000,up
40.7163875,-73.9926704,up,16,Link 5G,SE,2025-12-24 22:00:00.528,10002,2022-10-07 20:00:00.000,up
40.73943218,-73.99547509,up,1008100,Link 1.0,NW,2025-12-24 22:00:00.528,10011,2018-02-03 19:00:00.000,up
40.673534,-73.982789,up,3013500,Link 1.0,NW,2025-12-24 22:00:00.528,11215,2017-06-26 20:00:00.000,up
40.76840586,-73.98921452,up,1013500,Link 1.0,SW,2025-12-24 22:00:00.528,10019,2017-09-22 20:00:00.000,up
40.744742,-73.985367,up,1007400,Link 1.0,NW,2025-12-24 22:00:00.528,10016,2016-10-28 20:00:00.000,up
40.84425807,-73.91496083,up,2020900,Link 1.0,SW,2025-12-24 22:00:00.528,10452,2017-09-15 20:00:00.000,up
40.67826808,-73.94979845,up,3031500,Link 1.0,SW,2025-12-24 22:00:00.528,11216,2017-02-02 19:00:00.000,up
40.71548409,-74.00266673,up,1003100,Link 1.0,NE,2025-12-24 22:00:00.528,10013,2016-10-18 20:00:00.000,up
40.81675132,-73.92295481,up,2006500,Link 1.0,NE,2025-12-24 22:00:00.528,10451,2017-01-20 19:00:00.000,up
40.65122997,-73.94206208,up,3081600,Link 1.0,NW,2025-12-24 22:00:00.528,11203,2017-11-09 19:00:00.000,up
40.8102552,-73.92192323,up,2003900,Link 1.0,SE,2025-12-24 22:00:00.528,10454,2018-05-01 20:00:00.000,up
40.74812083,-73.97360371,down,1008800,Link 1.0,NW,2024-05-01 15:00:00.829,10016,2017-11-10 19:00:00.000,up
40.75495251,-73.98019325,up,1009600,Link 1.0,NW,2025-12-24 22:00:00.528,10036,2017-02-10 19:00:00.000,up
40.71724104,-74.00173929,up,1003100,Link 1.0,SW,2025-12-24 22:00:00.528,10013,2016-07-12 20:00:00.000,up
40.6874966,-73.99002262,up,3004300,Link 1.0,NW,2025-12-24 22:00:00.528,11201,2017-06-30 20:00:00.000,up
40.6988392,-73.9221813,,421,Link 1.0,S,2024-01-29 09:00:00.719,11221,2023-12-11 19:00:00.000,
40.7021363,-73.9353242,,391,Link 5G,SW,2024-03-14 17:00:00.862,11206,2024-01-23 19:00:00.000,
40.6726791,-73.98316142,up,3013500,Link 1.0,SE,2025-12-24 22:00:00.528,11215,2017-07-26 20:00:00.000,up
40.7554275,-73.8855911,,,Link 5G,SW,2024-03-21 09:00:00.975,11372,2024-02-05 19:00:00.000,
40.7160332,-73.9993002,down,1002900,Link 5G,NW,2025-12-24 22:00:00.528,10013,2022-08-26 20:00:00.000,up
40.681853,-73.958535,up,3022700,Link 1.0,NE,2025-12-24 22:00:00.528,11238,2017-02-26 19:00:00.000,up
40.67455551,-73.98193577,up,3013300,Link 1.0,SW,2025-12-24 22:00:00.528,11215,2017-02-23 19:00:00.000,up
40.81667907,-73.91648285,up,2007100,Link 1.0,NE,2025-12-24 22:00:00.528,10455,2016-10-21 20:00:00.000,up
40.656011,-74.002446,up,3010100,Link 1.0,NE,2025-12-24 22:00:00.528,11232,2017-02-23 19:00:00.000,up
40.745448,-73.994537,up,1009100,Link 1.0,NE,2025-12-24 22:00:00.528,10001,2017-11-03 20:00:00.000,up
40.672302,-73.95745774,up,3021700,Link 1.0,NW,2025-12-24 22:00:00.528,11238,2017-11-03 20:00:00.000,up
40.83573444,-73.91396042,up,2017902,Link 1.0,NW,2025-12-24 22:00:00.528,10456,2018-04-18 20:00:00.000,up
40.68803876,-73.98187215,up,3003700,Link 1.0,SW,2025-12-24 22:00:00.528,11217,2017-03-30 20:00:00.000,up
40.686177,-73.991014,up,3006900,Link 1.0,NW,2025-12-24 22:00:00.528,11201,2017-07-30 20:00:00.000,up
40.74514234,-73.98250633,up,1007200,Link 1.0,NE,2025-12-24 22:00:00.528,10016,2017-06-29 20:00:00.000,up
40.71098811,-73.96853381,up,3054900,Link 1.0,NW,2025-12-24 22:00:00.528,11249,2018-06-04 20:00:00.000,up
40.80628664,-73.91795518,up,2002500,Link 1.0,NW,2025-12-24 22:00:00.528,10454,2018-02-11 19:00:00.000,up
40.81357503,-73.91949122,up,2004300,Link 1.0,NE,2025-12-24 22:00:00.528,10455,2018-03-03 19:00:00.000,up
40.816692,-73.919637,up,2006500,Link 1.0,NW,2025-12-24 22:00:00.528,10451,2017-01-20 19:00:00.000,up
40.8640937,-73.8914407,up,2039901,Link 1.0,SW,2025-12-24 22:00:00.528,10458,2021-11-18 19:00:00.000,up
40.853028,-73.905076,up,2024100,Link 1.0,NW,2025-12-24 22:00:00.528,10453,2017-04-14 20:00:00.000,up
40.68248292,-73.99575348,up,3007500,Link 1.0,NE,2025-12-24 22:00:00.528,11231,2017-08-09 20:00:00.000,up
40.6906653,-73.7972679,,QN-260,Link 1.0,MIDBLOCK,2024-06-20 08:00:00.982,11433,2024-06-03 20:00:00.000,
40.71385109,-73.95953976,up,3051900,Link 1.0,NE,2025-12-24 22:00:00.528,11211,2017-12-07 19:00:00.000,up
40.68844943,-73.98247226,up,3003700,Link 1.0,NE,2025-12-24 22:00:00.528,11201,2016-11-10 19:00:00.000,up
40.75048843,-73.99113025,up,1010100,Link 1.0,SW,2025-12-24 22:00:00.528,10001,2016-10-07 20:00:00.000,up
40.65039017,-74.00828534,up,3008200,Link 1.0,NE,2025-12-24 22:00:00.528,11232,2018-04-09 20:00:00.000,up
40.68521833,-73.98086659,up,3003900,Link 1.0,SW,2025-12-24 22:00:00.528,11217,2017-09-29 20:00:00.000,up
40.74598929,-73.99071175,up,1009500,Link 1.0,SW,2025-12-24 22:00:00.528,10001,2018-02-23 19:00:00.000,up
40.76956734,-73.98809867,up,1013900,Link 1.0,SE,2025-12-24 22:00:00.528,10019,2017-11-03 20:00:00.000,up
40.76527687,-73.99149319,up,1013500,Link 1.0,SW,2025-12-24 22:00:00.528,10019,2017-09-22 20:00:00.000,up
40.69758777,-73.99302857,up,3000501,Link 1.0,NW,2025-12-24 22:00:00.528,11201,2016-11-30 19:00:00.000,up
40.634333,-73.94942,up,774,Link 5G,SW,2025-12-24 22:00:00.528,11210,2023-12-11 19:00:00.000,up
40.760283,-73.987313,up,1012500,Link 1.0,SE,2025-12-24 22:00:00.528,10036,2017-07-28 20:00:00.000,up
40.667873,-73.987509,up,3013900,Link 1.0,SW,2025-12-24 22:00:00.528,11215,2017-07-19 20:00:00.000,up
40.73087757,-73.98165945,up,1003400,Link 1.0,SE,2025-12-24 22:00:00.528,10009,2017-03-18 20:00:00.000,up
40.716355,-73.991198,up,1001600,Link 1.0,NW,2025-12-24 22:00:00.528,10002,2016-11-12 19:00:00.000,up
40.867627,-73.89873,down,2026500,Link 1.0,SW,2025-12-24 22:00:00.528,10468,2016-06-08 20:00:00.000,up
40.74426003,-73.99939787,up,1008900,Link 1.0,NW,2025-12-24 22:00:00.528,10011,2016-03-15 20:00:00.000,up
40.6571638,-73.9603383,up,3079802,Link 5G,MIDBLOCK,2025-12-24 22:00:00.528,11225,2022-10-28 20:00:00.000,up
40.744114,-73.995892,up,1009100,Link 1.0,SW,2025-12-24 22:00:00.528,10011,2017-10-06 20:00:00.000,up
40.853764,-73.907899,down,2024300,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,10453,2016-12-05 19:00:00.000,up
40.81359474,-73.93040028,up,2006300,Link 1.0,NE,2025-12-24 22:00:00.528,10451,2017-04-14 20:00:00.000,up
40.648733,-73.952414,,3079400,Link 1.0,SW,2025-12-24 22:00:00.528,11226,2017-09-29 20:00:00.000,up
40.747144,-73.983698,up,1007400,Link 1.0,SW,2025-12-24 22:00:00.528,10016,2018-04-13 20:00:00.000,up
40.72357993,-73.9883901,up,1003602,Link 1.0,NW,2025-12-24 22:00:00.528,10003,2017-04-01 20:00:00.000,up
40.670115,-73.950627,up,3031702,Link 1.0,NW,2025-12-24 22:00:00.528,11216,2017-02-02 19:00:00.000,up
40.76582962,-73.98336787,up,1013700,Link 1.0,SE,2025-12-24 22:00:00.528,10019,2016-07-18 20:00:00.000,up
40.7306716,-73.98924679,up,1004200,Link 1.0,SW,2025-12-24 22:00:00.528,10003,2017-07-28 20:00:00.000,up
40.86732884,-73.89719293,up,2040100,Link 1.0,SE,2025-12-24 22:00:00.528,10468,2017-01-24 19:00:00.000,up
40.6654168,-73.9536271,up,321,Link 1.0,S,2025-12-24 22:00:00.528,11225,2023-12-25 19:00:00.000,up
40.74351013,-73.99250826,up,1009100,Link 1.0,SW,2025-12-24 22:00:00.528,10011,2017-11-10 19:00:00.000,up
40.71684975,-73.96084076,up,3055300,Link 1.0,SW,2025-12-24 22:00:00.528,11249,2017-11-21 19:00:00.000,up
40.73115701,-73.98592802,up,1004000,Link 1.0,NW,2025-12-24 22:00:00.528,10003,2016-07-07 20:00:00.000,up
40.72329009,-73.95260309,up,3056900,Link 1.0,SW,2025-12-24 22:00:00.528,11222,2017-12-07 19:00:00.000,up
40.72647126,-73.98935062,up,1003800,Link 1.0,NW,2025-12-24 22:00:00.528,10003,2016-09-01 20:00:00.000,up
40.74875784,-74.00690371,up,1009900,Link 1.0,SE,2025-12-24 22:00:00.528,10011,2017-10-06 20:00:00.000,up
40.673692,-73.96286903,up,3021500,Link 1.0,NE,2025-12-24 22:00:00.528,11238,2017-12-07 19:00:00.000,up
40.6989379,-73.9184652,up,3043100,Link 5G,NE,2025-12-24 22:00:00.528,11237,2023-03-29 20:00:00.000,up
40.6651139,-73.9315921,up,355,Link 5G,SW,2025-12-24 22:00:00.528,11213,2022-10-10 20:00:00.000,up
40.81399752,-73.91917137,up,2004300,Link 1.0,SE,2025-12-24 22:00:00.528,10455,2018-01-13 19:00:00.000,up
40.73157049,-73.98857914,up,1004200,Link 1.0,NW,2025-12-24 22:00:00.528,10003,2017-07-28 20:00:00.000,up
40.6402437,-73.9950117,up,3011200,Link 5G,,2025-12-24 22:00:00.528,11219,2022-06-22 20:00:00.000,up
40.720111,-73.947627,down,3049900,Link 1.0,MIDBLOCK,2023-12-27 08:00:00.894,11222,2017-06-29 20:00:00.000,up
40.73691349,-73.95545319,up,3056300,Link 1.0,MIDBLOCK,2025-12-24 22:00:00.528,11222,2017-06-30 20:00:00.000,up
40.818676,-73.928165,up,2006300,Link 1.0,SE,2025-12-24 22:00:00.528,10451,2017-06-09 20:00:00.000,up
40.7248591,-73.9783893,up,1002602,Link 5G,NW,2025-12-24 22:00:00.528,10009,2024-05-23 20:00:00.000,up
40.76412672,-73.98230856,,1013700,Link 1.0,NW,2025-12-24 22:00:00.528,10019,2016-04-15 20:00:00.000,up
40.68226753,-73.96775318,up,3019900,Link 1.0,NW,2025-12-24 22:00:00.528,11238,2017-07-14 20:00:00.000,up
40.732735,-73.954581,up,3057500,Link 1.0,SE,2025-12-24 22:00:00.528,11222,2017-06-30 20:00:00.000,up
40.72500355,-73.98703948,up,1003200,Link 1.0,SE,2025-12-24 22:00:00.528,10009,2018-03-09 19:00:00.000,up
40.67803579,-73.90761958,up,3036700,Link 1.0,SE,2025-12-24 22:00:00.528,11233,2017-03-30 20:00:00.000,up
40.74526758,-73.99456317,up,1009100,Link 1.0,SE,2025-12-24 22:00:00.528,10001,2017-09-09 20:00:00.000,up
40.70504418,-74.00732188,up,1000700,Link 1.0,SE,2025-12-24 22:00:00.528,10005,2017-11-10 19:00:00.000,up
40.7529434,-74.00421615,up,1009900,Link 1.0,NW,2025-12-24 22:00:00.528,10001,2017-06-29 20:00:00.000,up
40.7072621,-73.924071,up,BK-447,Link 5G,SE,2025-12-24 22:00:00.528,11237,2022-11-27 19:00:00.000,up
40.695701,-73.9208579,up,419,Link 1.0,NW,2025-12-24 22:00:00.528,11221,2022-11-27 19:00:00.000,up
40.73188717,-74.00119407,up,1007100,Link 1.0,NW,2025-12-24 22:00:00.528,10014,2018-04-13 20:00:00.000,up
40.813367,-73.91962478,up,2004300,Link 1.0,SE,2025-12-24 22:00:00.528,10454,2017-12-11 19:00:00.000,up
40.72056775,-74.0065562,up,1003300,Link 1.0,SE,2025-12-24 22:00:00.528,10013,2018-07-31 20:00:00.000,up
40.8690803,-73.8959998,up,2026500,Link 1.0,S,2025-12-24 22:00:00.528,10468,2022-11-04 20:00:00.000,up
40.76232437,-73.97220317,up,1011202,Link 1.0,NE,2025-12-24 22:00:00.528,10022,2017-04-29 20:00:00.000,up
40.68095126,-73.95570356,up,3022700,Link 1.0,NW,2025-12-24 22:00:00.528,11238,2017-03-10 19:00:00.000,up
40.64788737,-73.95805063,up,3079400,Link 1.0,NE,2025-12-24 22:00:00.528,11226,2017-08-09 20:00:00.000,up
40.86208577,-73.89952057,up,2023703,Link 1.0,SE,2025-12-24 22:00:00.528,10468,2017-05-09 20:00:00.000,up
40.7555,-73.991425,up,1011500,Link 1.0,NW,2025-12-24 22:00:00.528,10018,2016-03-18 20:00:00.000,up
40.6758529,-74.0148937,up,bk-53,Link 5G,NW,2025-12-24 22:00:00.528,11231,2024-02-23 19:00:00.000,up
40.707581,-73.95531649,up,3052700,Link 1.0,NE,2025-12-24 22:00:00.528,11211,2018-06-04 20:00:00.000,up
40.8066118,-73.8852154,up,BX-93,Link 1.0,SE,2025-12-24 22:00:00.528,10474,2022-06-30 20:00:00.000,up
40.6759451,-74.0168289,,bk-53,Link 5G,SW,2024-02-28 09:00:01.060,11231,2024-02-05 19:00:00.000,
40.8129428,-73.9041112,down,BX-83,Link 5G,SE,2025-12-24 22:00:00.528,10455,2024-02-11 19:00:00.000,up
40.7139606,-73.9802017,,MH-2.02,Link 5G,SW,2025-12-24 22:00:00.528,10002,2023-01-18 19:00:00.000,up
40.66965209,-73.95826142,up,3032500,Link 1.0,SE,2025-12-24 22:00:00.528,11225,2016-11-10 19:00:00.000,up
40.72875565,-73.98791444,down,1003800,Link 1.0,NW,2025-12-24 22:00:00.528,10003,2017-09-15 20:00:00.000,up
40.728133,-73.953439,up,3056100,Link 1.0,NW,2025-12-24 22:00:00.528,11222,2017-03-30 20:00:00.000,up
40.76467196,-73.98236264,up,1013700,Link 1.0,NW,2025-12-24 22:00:00.528,10019,2016-05-13 20:00:00.000,up
40.8264487,-73.8985543,up,BX-131,Link 1.0,NW,2025-12-24 22:00:00.528,10459,2022-07-06 20:00:00.000,up
