fy_1997,fy_1994,fy_1984,fy_2010,fy_2014,fy_2005
7629.0,6786.0,4026.0,13239.0,"17,999",12594.0
653.0,667.0,945.0,-18.0,- 0,603.0
33736.0,31348.0,17013.0,62808.0,"72,875",52790.0
33741.0,31352.0,17036.0,62813.0,"72,880",52795.0
6264.0,5903.0,2915.0,11645.0,"10,916",8823.0
