beds_code,school_name,criminal_mischief_without,other_sex_offenses_without,school_type,enrollment,assault_with_physical_injury,burglary_without_weapon_s,homicide_without_weapon_s,assault_with_physical_injury_1,burglary_with_weapon_s,intimidation_harassment_1,kidnapping_without_weapon
321000010051,Ps 51 Bronx New School,1,0,Public,288,1,0,0,0,0,2,0
331600010267,Ms 267 Math Science & Technology,0,1,Public,389,0,0,0,2,0,8,0
320800011560,Bronx Academy High School,0,0,Public,400,0,0,0,2,0,1,0
310600010278,Paula Hedbavny School,0,0,Public,477,0,0,0,1,0,0,0
331600010335,Ps 335 Granville T Woods,0,0,Public,408,2,0,0,4,0,0,0
320900010170,Ps 170,0,0,Public,253,0,0,0,0,0,0,0
310300011470,Louis D Brandeis High School,15,3,Public,2256,1,0,0,3,0,44,0
321000011437,Fordham High School For The Arts,0,0,Public,389,0,0,0,1,0,3,0
310200011500,Unity Center For Urban Technologies,0,0,Public,183,0,0,0,2,0,4,0
307500013396,Ps K396,0,1,Public,286,1,0,0,3,0,0,0
321200010216,Business School For Entreprenurial Studies,2,0,Public,232,0,0,0,0,0,3,0
321200011692,Monroe Academy For Visual Arts & Design,0,0,Public,499,0,0,0,1,0,2,0
332000011490,Fort Hamilton High School,5,1,Public,4212,1,0,0,3,0,13,0
320800011530,Banana Kelly High School,0,1,Public,465,0,0,0,0,0,3,0
310100010332,University Neighborhood Middle School,4,8,Public,252,1,0,0,3,0,27,0
310200011225,Ella Baker School,0,1,Public,298,0,0,0,0,0,0,0
310200010116,Ps 116 Mary Lindley Murray,2,1,Public,782,0,0,0,0,0,0,0
332000010176,Ps 176 Ovington,0,1,Public,1130,0,0,0,6,0,0,0
321000011237,"Marie Curie High Sch-Nursing, Medicine & Applied Hlth Prof",0,2,Public,405,0,0,0,1,0,2,0
310400010045,Ms 45/Stars Prep Academy,8,5,Public,387,1,0,0,0,0,7,0
321000011284,Bronx School Of Law And Finance,0,2,Public,437,1,0,0,2,0,7,0
310200011570,Satellite Academy High School,0,0,Public,902,0,0,0,0,0,1,0
321200010217,School Of Performing Arts,1,3,Public,382,0,0,0,2,0,1,0
331400010577,Conselyea Preparatory School,1,1,Public,390,0,0,0,0,0,0,0
321000010226,Ps 226,0,1,Public,427,0,0,0,4,0,0,0
331600010385,School Of Business Finance & Entrepreneurship,0,0,Public,279,4,0,0,1,0,0,0
310600011463,High School For Media & Communications,1,2,Public,639,0,0,0,2,0,8,0
331700010221,Ps 221 Tossaint L'Ouverture,0,0,Public,638,0,0,0,6,0,0,0
332100010098,Is 98 Bay Academy,0,1,Public,1051,0,0,0,0,0,1,0
321000011546,Bronx Theatre High School,1,1,Public,415,0,0,0,0,0,6,0
310600010187,Ps 187 Hudson Cliffs,0,0,Public,769,0,0,0,0,0,0,0
310300010199,Ps 199 Jesse Isador Straus,0,1,Public,801,0,0,0,0,0,1,0
331400010318,Jhs 318 Eugeno Maria Dehostos,1,0,Public,1518,0,0,0,0,0,6,0
331600010025,Ps 25 Eubie Blake,0,0,Public,360,0,0,0,0,0,0,0
321100010019,Ps 19 Judith K Weiss,0,0,Public,505,0,0,0,1,0,1,0
321000010209,Ps 209,0,0,Public,246,0,0,0,0,0,1,0
310300010075,Ps 75 Emily Dickinson,0,4,Public,758,0,0,0,3,0,0,0
321000010399,Ms 399,4,5,Public,702,0,0,0,4,0,15,0
321000010279,Ps 279 Capt Manuel Rivera Jr,2,2,Public,966,0,0,0,6,0,5,0
310200010234,Ps 234 Independence School,0,0,Public,817,0,0,0,1,0,0,0
310100010363,Neighborhood School,0,1,Public,298,1,0,0,3,0,1,0
320900010163,Ps 163 Arthur A Schomberg,2,4,Public,669,2,0,0,8,0,4,0
331500010088,Jhs 88 Peter Rouget,1,3,Public,849,0,0,0,1,0,5,0
331400011330,Urban Assembly School For Urban Environment,2,2,Public,166,1,0,0,1,0,10,0
332000010170,Ralph A Fabrizio School,0,0,Public,818,0,0,0,1,0,1,0
331500010107,Ps 107 John W Kimball,0,0,Public,471,0,0,0,0,0,0,0
331500011656,Brooklyn High School Of The Arts,5,1,Public,576,0,0,0,0,0,0,0
331500011498,Acorn High School For Social Justice,1,1,Public,474,0,0,0,4,0,4,0
321200011480,Bronx Regional High School,0,0,Public,366,0,0,0,1,0,0,0
331900010364,Is 364 Gateway,0,4,Public,394,1,0,0,1,0,14,0
321200010150,Ps 150 Charles James Fox,0,2,Public,769,0,0,0,1,0,1,0
331500010001,Ps 1 The Bergen,1,4,Public,1109,0,0,0,6,0,0,0
331600010081,Ps 81 Thaddeus Stevens,0,3,Public,454,0,0,0,5,0,1,0
321000010023,Ps 23 The New Children'S School,0,3,Public,586,0,0,0,6,0,0,0
331400011477,High School For Legal Studies,1,0,Public,790,0,0,0,2,0,5,0
320800010140,Ps 140 Eagle,0,0,Public,581,0,0,0,0,0,0,0
331400010084,Ps 84 Jose De Diego,0,0,Public,454,0,0,0,3,0,0,0
310300010241,Ps 241 Family Academy,1,2,Public,300,0,0,0,0,0,3,0
331700011544,International Arts Business School,1,1,Public,457,1,0,0,3,0,8,0
310200010255,Ms 255 Salk School Of Science,0,0,Public,408,0,0,0,0,0,1,0
310600010098,Ps 98 Shorac Kappock,1,2,Public,613,0,0,0,3,0,0,0
310500011469,Choir Academy Of Harlem,5,1,Public,390,0,0,0,1,0,11,0
310600010328,Ms 328 Manhattan Middle School For Scientific Inquiry,2,2,Public,472,1,0,0,1,0,2,0
307500012168,Ps 168,0,2,Public,360,1,0,0,6,0,0,0
321100011544,High School Of Contemporary Arts,0,1,Public,464,0,0,0,2,0,2,0
320700011655,Samuel Gompers Career And Technical Education High School,12,1,Public,1302,0,0,0,4,0,28,0
320900010063,Ps 63 Author'S Academy,4,1,Public,512,2,0,0,4,0,3,0
331900010089,Ps 89 Cypress Hills,0,0,Public,258,0,0,0,0,0,0,0
320900010132,Ps 132 Garrett A Morgan,0,6,Public,587,0,0,0,6,0,0,0
331900010190,Ps 190 Sheffield,4,2,Public,322,0,0,0,5,0,1,0
331900010306,Ps 306 Ethan Allen,0,8,Public,695,1,0,0,5,0,13,0
310100010301,Technology Arts And Sciences Studio School,0,0,Public,231,0,0,0,0,0,2,0
320700011551,Bronx Academy Of Letters,0,0,Public,502,0,0,0,1,0,2,0
310400011435,Manhattan Center For Science & Mathematics,2,2,Public,1675,0,0,0,1,0,6,0
310500010175,Ps 175 Henry H Garnet,0,0,Public,350,0,0,0,3,0,3,0
331500010447,Math And Science Exploratory School,0,0,Public,520,0,0,0,1,0,5,0
310200011407,Institute For Collaborative Education,0,0,Public,439,0,0,0,0,0,0,0
321000011439,Bronx High School-Law And Community Services,0,1,Public,440,0,0,0,1,0,4,0
321000010310,Ps 310 Marble Hill,2,0,Public,722,0,0,0,2,0,0,0
331900010273,Ps 273 Wortman,1,1,Public,475,0,0,0,0,0,1,0
331900010158,Ps 158 Warwick,1,0,Public,602,0,0,0,2,0,1,0
331500010131,Ps 131,0,2,Public,858,0,0,0,0,0,0,0
320800010337,School For Inquiry And Social Justice,3,4,Public,286,0,0,0,2,0,8,0
331900010065,Ps 65 The Little Red School House,0,0,Public,560,0,0,0,1,0,0,0
320900011414,Jonathan Levin Hs Of Media And Communications,7,3,Public,457,0,0,0,2,0,33,0
320700011670,Health Opportunities High School,6,1,Public,641,0,0,0,2,0,24,0
321000011342,International School For Liberal Arts,1,1,Public,499,0,0,0,2,0,2,0
310300010087,Ps 87 William Sherman,0,0,Public,919,0,0,0,0,0,0,0
310400011680,Heritage School (The),1,1,Public,342,0,0,0,0,0,6,0
320900010327,Comprehensive Model School Project,0,0,Public,232,0,0,0,2,0,4,0
