beds_code,school_name,criminal_mischief_without,other_sex_offenses_without,school_type,enrollment,assault_with_physical_injury,burglary_without_weapon_s,homicide_without_weapon_s,assault_with_physical_injury_1,burglary_with_weapon_s,intimidation_harassment_1,kidnapping_without_weapon
307500013004,Ps K004,0,1,Public,308,0,0,0,7,0,0,0
321200011248,Metropolitan High School,0,1,Public,334,1,0,0,1,0,9,0
331300010307,Ps 307 Daniel Hale Williams,0,0,Public,258,0,0,0,0,0,1,0
307500011226,Ps 226,0,5,Public,277,1,0,0,5,0,1,0
321200010286,Fannie Lou Hamer Middle School,0,2,Public,232,0,0,0,1,0,0,0
310200011376,Nyci School,0,0,Public,100,0,0,0,0,0,0,0
331500011462,Secondary School For Law,7,4,Public,580,1,0,0,2,0,4,0
321000010091,Ps 91,0,3,Public,766,0,0,0,1,0,0,0
331400010147,Ps 147 Issac Remsen,1,1,Public,255,0,0,0,4,0,0,0
307500012754,Jm Rapport School For Career Development,0,1,Public,619,1,0,0,3,0,0,0
310200010003,Ps 3 Charrette,0,6,Public,640,0,0,0,0,0,0,0
321100011288,Collegiate Institute Of Math And Science,1,0,Public,465,0,0,0,1,0,3,0
310200010416,Eleanor Roosevelt High School,0,0,Public,506,0,0,0,0,0,1,0
320700010296,South Bronx Academy For Applied Media,4,2,Public,251,0,0,0,1,0,2,0
310600010173,Ps 173,0,0,Public,746,0,0,0,2,0,0,0
310300010256,Ms 256 Academic And Athletic Excellence,0,0,Public,173,0,0,0,4,0,0,0
320900010218,Ps/Is 218 Rafael Hernandez Dual Language Magnet,0,1,Public,901,0,0,0,1,0,2,0
320700010065,Ps 65 Mother Hale Academy,1,3,Public,420,1,0,0,4,0,0,0
320900010128,Mott Hall Iii,0,0,Public,295,0,0,0,0,0,0,0
320800011282,Women'S Academy Of Excellence,0,0,Public,282,0,0,0,0,0,0,0
331900010260,Ps 260 Breuckelen,0,1,Public,403,0,0,0,10,0,2,0
320900010323,Bronx Writing Academy,4,0,Public,521,0,0,0,2,0,3,0
331400010132,Ps 132 The Conselyea,0,0,Public,704,0,0,0,0,0,0,0
331300010011,Ps 11 Purvis J Behan,1,3,Public,521,2,0,0,2,0,1,0
331500010442,New Horizons School,1,1,Public,218,0,0,0,5,0,13,0
310100011539,"New Explorations Into Science,Tech And Math School",1,1,Public,1302,0,0,0,2,0,3,0
310200011655,Life Sciences Secondary School,0,1,Public,688,0,0,0,0,0,9,0
310400011495,Park East High School,2,0,Public,376,0,0,0,0,0,6,0
331700010061,Ms 61 Gladstone H Atwell,0,3,Public,1070,1,0,0,4,0,3,0
321000010206,Is 206 Ann Mersereau,0,2,Public,374,1,0,0,1,0,4,0
310500011685,Bread & Roses Integrated Arts High School,0,0,Public,529,0,0,0,0,0,0,0
320900011365,Academy For Language And Technology,0,0,Public,197,0,0,0,0,0,2,0
307500014993,Ps 993,0,0,Public,393,0,0,0,17,0,0,0
321000010033,Ps 33 Timothy Dwight,1,0,Public,969,0,0,0,2,0,0,0
331800011589,Arts And Media Preparatory Academy,3,0,Public,142,0,0,0,0,0,13,0
321100010160,Ps 160 Walt Disney,0,8,Public,491,0,0,0,4,0,3,0
307500014255,Ps 255,0,1,Public,381,1,0,0,21,0,0,0
310200011625,High School Of Graphic Communication Arts,11,2,Public,1790,0,0,0,1,0,23,0
331900010202,Ps 202 Ernest S Jenkyns,1,3,Public,1022,0,0,0,3,0,1,0
321100010194,Ps/Ms 194,1,6,Public,1307,0,0,0,5,0,5,0
331600010534,Upper School At Ps 25,0,2,Public,254,0,0,0,1,0,0,0
310400010146,Ps 146 Ann M Short,4,2,Public,475,1,0,0,4,0,10,0
310300010250,Ms 250 West Side Collaborative,0,1,Public,188,0,0,0,0,0,0,0
320900011250,Eximius College Preparatory Academy,1,1,Public,439,0,0,0,2,0,9,0
331900010108,Ps 108 Sal Abbracciamento,1,0,Public,964,0,0,0,3,0,3,0
321200011245,New Day Academy,3,3,Public,481,0,0,0,4,0,8,0
310200011308,Lower Manhattan Arts Academy,6,0,Public,296,0,0,0,0,0,7,0
321100010189,Cornerstone Academy For Social Action,1,6,Public,431,0,0,0,5,0,4,0
331500011530,Metropolitan Corporate Academy,0,1,Public,384,0,0,0,1,0,0,0
307500013077,Ps K077,0,1,Public,284,0,0,0,1,0,0,0
332000010062,Jhs 62 Ditmas,2,18,Public,1149,0,0,0,6,0,16,0
310200010114,East Side Middle School,0,2,Public,381,0,0,0,0,0,0,0
320900010114,Ps 114 Luis Lorens Torres,0,3,Public,753,0,0,0,3,0,0,0
310200011690,School For The Physical City High School,0,0,Public,124,0,0,0,0,0,1,0
310500011304,Mott Hall High School,0,2,Public,405,0,0,0,2,0,2,0
320900010070,Ps 70 Max Schoenfeld,5,7,Public,1401,3,0,0,10,0,0,0
321200011684,Wings Academy,3,2,Public,533,1,0,0,1,0,44,0
331900010149,Ps 149 Danny Kaye,0,0,Public,802,2,0,0,2,0,1,0
310200011586,Harvey Milk High School,0,0,Public,93,0,0,0,0,0,1,0
331700010241,Ps 241 Emma L Johnston,0,4,Public,569,0,0,0,3,0,1,0
310500010092,Ps 92 Mary Mcleod Bethune,0,0,Public,310,0,0,0,0,0,0,0
310300010333,Ps 333 Manhattan School For Children,1,1,Public,715,0,0,0,0,0,2,0
310200010111,Ps 111 Adolph S Ochs,3,4,Public,557,0,0,0,4,0,15,0
321200010198,Ps 198,2,2,Public,407,0,0,0,9,0,0,0
320800010131,Jhs 131 Albert Einstein,6,8,Public,907,1,0,0,3,0,15,0
310100010378,School For Global Leaders,0,0,Public,78,0,0,0,0,0,0,0
331300010256,Ps 256 Benjamin Banneker,0,0,Public,386,0,0,0,1,0,0,0
307500013753,Ps 753 School For Career Development,0,0,Public,359,0,0,0,1,0,0,0
331800010135,Ps 135 Sheldon A Brookner,1,4,Public,751,0,0,0,10,0,3,0
321200010212,Ps 212,0,1,Public,467,0,0,0,1,0,0,0
332100010228,Is 228 David A Boody,6,4,Public,919,0,0,0,7,0,37,0
332000011485,High School Of Telecommunications,0,1,Public,1250,0,0,0,1,0,2,0
310100010063,Ps 63 William Mckinley,0,0,Public,199,0,0,0,3,0,0,0
320800010100,Ps 100 Isaac Clason,0,5,Public,722,1,0,0,2,0,1,0
321100010142,Ms 142 John Philip Sousa,2,12,Public,1034,1,0,0,9,0,6,0
321000010032,Ps 32 Belmont,1,0,Public,807,0,0,0,0,0,0,0
331300011499,Acorn Community High School,1,0,Public,742,0,0,0,0,0,5,0
331500010146,Ps 146,0,0,Public,558,0,0,0,1,0,0,0
331400010297,Ps 297 Abraham Stockton,0,1,Public,346,0,0,0,1,0,1,0
321200010190,Esmt-Is 190,1,6,Public,234,1,0,0,2,0,25,0
310300011541,Manhattan/Hunter Science High School,0,0,Public,435,0,0,0,0,0,2,0
310600010008,Ps 8 Luis Belliard,1,0,Public,580,0,0,0,7,0,0,0
310500010129,Ps 129 John H Finley,0,1,Public,523,0,0,0,2,0,1,0
331600010021,Ps 21 Crispus Attucks,0,0,Public,706,0,0,0,2,0,0,0
320800011295,Gateway School For Environmental Research And Technology,2,0,Public,475,0,0,0,0,0,4,0
307500011094,Ps 94,2,0,Public,207,0,0,0,11,0,0,0
310600010018,Ps 18 Park Terrace,5,1,Public,392,0,0,0,2,0,1,0
320800010101,Ms 101 Edward R Byrne,1,6,Public,485,1,0,0,4,0,6,0
307500014075,Robert E Peary School,0,0,Public,323,0,0,0,6,0,0,0
310300010180,Ps 180 Hugo Newman,0,5,Public,601,0,0,0,6,0,1,0
321000010007,Ps 7 Kingsbridge,0,0,Public,536,0,0,0,0,0,1,0
320700011500,Hostos-Lincoln Academy Of Science,0,1,Public,517,0,0,0,1,0,0,0
310600010322,Middle School 322,5,6,Public,468,3,0,0,9,0,4,0
310600010326,Ms 326 Writers Today & Leaders Tomorrow,0,2,Public,381,0,0,0,0,0,3,0
310200011419,Landmark High School,0,0,Public,440,0,0,0,1,0,2,0
310200011529,Jacqueline Kennedy-Onassis High School,4,1,Public,726,1,0,0,2,0,3,0
310300011415,Wadleigh Secondary School For Performing Arts,2,2,Public,612,1,0,0,4,0,15,0
331900010311,Essence School,0,0,Public,254,0,0,0,1,0,1,0
310600011462,High School For International-Business & Finance,2,3,Public,678,0,0,0,0,0,10,0
331700010316,Ps 316 Elijah Stroud,0,1,Public,303,0,0,0,1,0,0,0
331800010233,Ps 233 Langston Hughes,0,6,Public,722,1,0,0,7,0,3,0
331300010067,Ps 67 Charles A Dorsey,0,2,Public,224,0,0,0,3,0,0,0
310400010102,Ps 102 Jacques Cartier,0,0,Public,326,0,0,0,0,0,1,0
332000011505,Franklin D Roosevelt High School,3,0,Public,3431,0,0,0,0,0,17,0
331800010581,East Flatbush Community Research School,0,1,Public,143,0,0,0,1,0,1,0
332100010121,Ps 121 Nelson A Rockefeller,0,0,Public,256,0,0,0,0,0,0,0
321000010081,Ps 81 Robert J Christen,0,2,Public,696,2,0,0,5,0,1,0
307500014177,Ps 177,0,2,Public,481,0,0,0,5,0,0,0
320900010110,Ps 110 Theodore Schoenfeld,0,3,Public,379,2,0,0,2,0,0,0
321000010382,"Elementary School For Math, Science And Technology",0,0,Public,261,0,0,0,5,0,1,0
332100010095,Ps 95 The Gravesend,0,2,Public,1006,1,0,0,0,0,3,0
321100010106,Ps 106 Parkchester,0,5,Public,1243,0,0,0,1,0,1,0
320700010049,Ps 49 Willis Avenue,0,1,Public,637,0,0,0,2,0,0,0
321100010144,Jhs 144 Michelangelo,0,6,Public,1090,0,0,0,1,0,9,0
321100011541,Global Enterprise High School,1,0,Public,459,0,0,0,0,0,7,0
321000010094,Ps 94 Kings College,0,4,Public,930,1,0,0,17,0,2,0
331400011404,Academy For Young Writers,0,1,Public,301,0,0,0,0,0,3,0
321100011455,Harry S Truman High School,3,2,Public,2381,1,0,0,3,0,8,0
331800010244,Ps 244 Richard R Green,2,1,Public,893,1,0,0,6,0,6,0
320800010302,Ms 302 Luisa Dessus Cruz,0,0,Public,796,0,0,0,0,0,0,0
310600011467,High School For Law & Public Service,2,0,Public,689,0,0,0,0,0,10,0
331500010169,Ps 169 Sunset Park,0,0,Public,1215,0,0,0,0,0,0,0
321000011475,John F Kennedy High School,1,2,Public,1623,0,0,0,0,0,7,0
310400010377,Renaissance School Of The Arts,0,1,Public,67,0,0,0,0,0,0,0
331400011449,Brooklyn Latin School (The),0,0,Public,183,0,0,0,0,0,0,0
321200011680,Bronx Coalition Community High School,0,2,Public,289,0,0,0,0,0,6,0
331800011576,Victory Collegiate High School,0,0,Public,159,0,0,0,2,0,4,0
320800010036,Ps 36 Unionport,0,1,Public,666,0,0,0,0,0,0,0
321100011513,New World High School,0,0,Public,274,0,0,0,1,0,0,0
310200011460,Washington Irving High School,8,1,Public,1678,0,0,0,4,0,24,0
321100011253,Bronx High School For Writing And Communication Arts,2,0,Public,451,0,0,0,4,0,1,0
331700011533,School For Democracy And Leadership,5,4,Public,443,0,0,0,4,0,11,0
331700011546,Hs For Public Service-Heroes Of Tomorrow,1,0,Public,404,0,0,0,0,0,0,0
321000011440,Dewitt Clinton High School,6,1,Public,4391,1,0,0,4,0,28,0
310200010104,Jhs 104 Simon Baruch,0,4,Public,977,1,0,0,1,0,6,0
320800010182,Ps 182,0,0,Public,963,0,0,0,1,0,0,0
310200011550,Liberty High School Academy For Newcomers,0,0,Public,410,0,0,0,0,0,0,0
331400010019,Ps 19 Roberto Clemente,1,2,Public,450,0,0,0,4,0,3,0
331300010313,Satellite West Middle School,0,0,Public,269,0,0,0,3,0,3,0
321200010129,Ps 129 Twins Parks Upper,1,1,Public,523,0,0,0,2,0,0,0
310400010497,Central Park East I,0,0,Public,201,0,0,0,0,0,0,0
331700010353,Elijah Stroud Middle School,2,2,Public,174,1,0,0,6,0,15,0
310500010318,Thurgood Marshall Academy Lower School,0,0,Public,179,0,0,0,0,0,0,0
331900010345,Ps 345 Patrolman Robert Bolden,1,0,Public,732,0,0,0,1,0,0,0
310500010046,Ps 46 Arthur Tappan,1,0,Public,710,0,0,0,0,0,2,0
331800011635,Olympus Academy,1,0,Public,149,0,0,0,0,0,1,0
320900010145,Jhs 145 Arturo Toscanini,0,0,Public,472,0,0,0,0,0,0,0
310200010089,Ps 89,0,2,Public,547,0,0,0,2,0,0,0
321000010280,Ps/Ms 280 Mosholu Parkway,2,0,Public,776,0,0,0,4,0,3,0
320900011276,Leadership Institute,2,1,Public,328,0,0,0,1,0,14,0
320800011519,Felisa Rincon De Gautier Institute For Law And Public Policy,5,1,Public,410,0,0,0,3,0,7,0
321000010086,Ps 86 Kingsbridge Heights,0,1,Public,1681,0,0,0,0,0,0,0
320800011293,Renaissance High School For Musical Theater And Technology,0,1,Public,442,1,0,0,0,0,2,0
320800010071,Ps 71 Rose E Scala,2,0,Public,1637,0,0,0,1,0,1,0
331800010268,Ps 268 Emma Lazarus,1,6,Public,544,1,0,0,7,0,3,0
310400010117,Tito Puento Education Complex,0,0,Public,251,0,0,0,2,0,0,0
321000010391,Angelo Patri Middle School,0,3,Public,742,0,0,0,3,0,1,0
320900010042,Ps 42 Claremont,1,2,Public,525,0,0,0,1,0,0,0
331300010571,Ms 571,1,2,Public,249,0,0,0,3,0,1,0
331400010023,Ps 23 Carter G Woodson,0,1,Public,323,0,0,0,2,0,1,0
331300010282,Ps 282 Park Slope,0,0,Public,861,0,0,0,2,0,7,0
310100010015,Ps 15 Roberto Clemente,0,0,Public,252,0,0,0,0,0,0,0
310400011555,Central Park East High School,2,0,Public,330,0,0,0,0,0,5,0
310200011630,Art And Design High School,1,0,Public,1385,0,0,0,0,0,0,0
331700010189,Ps 189 Lincoln Terrace,1,3,Public,1133,0,0,0,8,0,3,0
320900011525,Bronx Leadership Academy High School,1,0,Public,662,0,0,0,0,0,0,0
331800011567,Brooklyn Theatre Arts High School,0,1,Public,175,0,0,0,0,0,7,0
310500010302,Knowledge And Power Prep Academy Iv,0,0,Public,280,0,0,0,1,0,2,0
331500010443,New Voices School Of Academic And Creative Arts,0,1,Public,426,0,0,0,0,0,2,0
310400010825,Isaac Newton Ms For Science And Math,0,1,Public,334,1,0,0,0,0,2,0
331500011519,Cobble Hill School Of American Studies,0,0,Public,773,0,0,0,7,0,5,0
332000010227,Jhs 227 Edward B Shallow,11,8,Public,1354,2,0,0,9,0,37,0
310100010188,Ps/Ms 188 The Island School,9,2,Public,406,1,0,0,4,0,6,0
320800010152,Ps 152 Evergreen,0,0,Public,939,0,0,0,0,0,0,0
331500010136,Is 136 Charles O Dewey,2,1,Public,477,0,0,0,1,0,6,0
320900010219,Is 219 New Venture,0,2,Public,456,5,0,0,20,0,23,0
331800010115,Ps 115 Daniel Mucatel,0,1,Public,1244,0,0,0,0,0,0,0
307500011751,Manhattan School For Career Development,2,0,Public,238,1,0,0,2,0,2,0
310200010412,Nyc Lab High School For Collaborative Studies,0,2,Public,536,1,0,0,0,0,2,0
310200011298,Pace High School,0,1,Public,410,0,0,0,0,0,1,0
310400011635,Academy Of Environmental Science Secondary School,4,1,Public,561,1,0,0,2,0,11,0
321000011438,Fordham Leadership Academy,2,0,Public,523,0,0,0,4,0,12,0
310200010002,Ps 2 Meyer London,0,1,Public,738,0,0,0,0,0,0,0
320900010028,Ps 28 Mount Hope,0,0,Public,756,0,0,0,0,0,0,0
332000010179,Ps 179 Kensington,0,0,Public,906,0,0,0,3,0,0,0
331700010352,Ebbetts Field Middle School,0,0,Public,448,0,0,0,3,0,2,0
310600010115,Ps 115 Alexander Humboldt,5,4,Public,778,1,0,0,1,0,4,0
307500012723,School 723,0,1,Public,385,0,0,0,9,0,0,0
320700011321,Crotona Academy High School,0,0,Public,146,0,0,0,1,0,0,0
331300011509,Freedom Academy High School,0,1,Public,316,0,0,0,0,0,0,0
320900011517,Frederick Douglas Academy Iii Secondary School,0,0,Public,553,0,0,0,0,0,0,0
332000010185,Ps 185 Walter Kassenbrock,0,0,Public,818,0,0,0,0,0,0,0
331900010007,Ps 7 Abraham Lincoln,0,0,Public,925,1,0,0,1,0,0,0
310200011544,Independence High School,0,0,Public,414,0,0,0,0,0,1,0
307500013368,Ps 368,2,7,Public,262,1,0,0,5,0,2,0
320700011548,Urban Assembly School For Careers In Sports,1,0,Public,324,0,0,0,1,0,3,0
320800010062,Ps 62 Inocensio Casanova,2,3,Public,676,1,0,0,4,0,0,0
310600010311,Amistad Dual Language School,0,3,Public,416,1,0,0,2,0,0,0
331700010394,Ms K394,0,0,Public,706,0,0,0,1,0,0,0
332100010128,Ps 128 Bensonhurst,0,1,Public,362,0,0,0,2,0,1,0
320800010014,Ps 14 Senator John Calandra,0,2,Public,560,0,0,0,2,0,0,0
307500014233,Ps 233,0,0,Public,364,0,0,0,1,0,0,0
331700010246,Ms 246 Walt Whitman,3,2,Public,673,0,0,0,6,0,9,0
310600011552,Gregorio Luperon High Sch Of Math & Science,0,0,Public,409,0,0,0,0,0,0,0
321000010344,Ampark Neighborhood,0,0,Public,91,0,0,0,0,0,0,0
310600010324,Ms 324 Patria,0,0,Public,371,0,0,0,0,0,0,0
331500010821,Sunset Park Prep,1,1,Public,507,0,0,0,0,0,4,0
331800010068,Is 68 Isaac Bildersee,2,3,Public,1073,0,0,0,7,0,8,0
332100010212,Ps 212 Lady Deborah Moody,0,1,Public,575,0,0,0,0,0,2,0
331900010452,Frederick Doughlass Academy Viii Middle School,2,1,Public,227,1,0,0,0,0,3,0
320700010151,Jhs 151 Lou Gehrig,0,1,Public,258,0,0,0,2,0,6,0
331600010035,Ps 35 Stephen Decatur,0,0,Public,227,0,0,0,1,0,0,0
310300011485,Fiorello H Laguardia High School Of Music,4,0,Public,2501,0,0,0,0,0,5,0
310200010001,Ps 1 Alfred E Smith,1,0,Public,556,0,0,0,3,0,0,0
310300010166,Ps 166 Richard Rogers School For The Arts & Science,0,2,Public,610,0,0,0,0,0,0,0
332100010153,Ps 153 Homecrest,1,0,Public,543,0,0,0,1,0,4,0
310100010020,Ps 20 Anna Silver,0,1,Public,593,0,0,0,0,0,0,0
321200010318,"Is 318 Math, Science & Tech Through Arts School",0,0,Public,360,0,0,0,3,0,4,0
331400010380,Ps 380 John Wayne Elementary,0,0,Public,495,0,0,0,0,0,0,0
320900010166,Jhs 166 Roberto Clemente,1,5,Public,808,0,0,0,4,0,10,0
320800010301,Ms 301 Paul L Dunbar,0,0,Public,373,0,0,0,1,0,1,0
310600010028,Ps 28 Wright Brothers,0,2,Public,916,0,0,0,3,0,0,0
321000011495,University Heights Secondary School,2,0,Public,432,0,0,0,0,0,5,0
310200010413,School Of The Future High School,1,1,Public,687,1,0,0,0,0,1,0
310200010006,Ps 6 Lillie D Blake,1,2,Public,796,1,0,0,4,0,1,0
331700010022,Ps 22,1,3,Public,536,0,0,0,15,0,0,0
331400010257,Ps 257 John F Hylan,0,1,Public,564,0,0,0,1,0,0,0
307500013369,Ps 369 Coy L Cox,0,0,Public,551,0,0,0,2,0,1,0
332000010069,Ps 69 Vincent D Grippo,0,0,Public,834,0,0,0,0,0,0,0
321000011397,English Language Learners And International Support,0,0,Public,85,0,0,0,0,0,0,0
310500010125,Ps 125 Ralph Bunche,0,2,Public,393,1,0,0,7,0,4,0
331400010196,Ps 196 Ten Eyck,0,0,Public,428,0,0,0,0,0,0,0
310300011283,Manhattan Theatre Lab High School,2,1,Public,384,0,0,0,1,0,6,0
320700010162,Jhs 162 Lola Rodriguez De Tio,2,3,Public,897,0,0,0,6,0,15,0
331700011590,Medgar Evers College Preperatory School,0,0,Public,881,0,0,0,0,0,4,0
321100011275,High School Of Computers And Technology,5,0,Public,490,0,0,0,0,0,5,0
320700010001,Ps 1 Courtlandt,1,0,Public,642,2,0,0,9,0,0,0
320800010312,Millenium Art Academy,1,0,Public,488,0,0,0,0,0,2,0
310600010321,Ms 321 Minerva,4,1,Public,303,0,0,0,1,0,2,0
310500011362,Columbia Secondary School,0,0,Public,192,0,0,0,0,0,0,0
331500010295,Ps 295,0,1,Public,402,0,0,0,0,0,0,0
320700010223,Ms 223 Laboratory School Of Finance,6,2,Public,450,1,0,0,1,0,11,0
331800010066,Ps 66,2,1,Public,716,1,0,0,2,0,1,0
