beds_code,robbery_without_weapon_s,district_name,arson_with_weapon_s,robbery_with_weapon_s,larceny_or_other_theft_with,false_alarm,other_disruptive,assault_with_serious_physical_1,bomb_threat,forcible_sex_offenses_with,kidnapping_with_weapon_s,school_year
310200011296,0,New York City Geographic District # 2,0,0,0,0,2.0,0,0,0,0,2008-2009
320900011404,0,New York City Geographic District # 9,0,0,0,0,28.0,0,0,0,0,2008-2009
320900011329,1,New York City Geographic District # 9,0,0,0,0,17.0,1,0,0,0,2008-2009
321000010080,0,New York City Geographic District #10,0,0,0,0,2.0,1,0,0,0,2008-2009
331300010003,0,New York City Geographic District #13,0,0,0,0,0.0,1,0,0,0,2008-2009
310300011494,0,New York City Geographic District # 3,1,0,0,1,30.0,0,0,0,0,2008-2009
331600011455,5,New York City Geographic District #16,1,0,0,0,234.0,0,0,0,0,2008-2009
320900010109,0,New York City Geographic District # 9,0,0,0,0,1.0,0,0,0,0,2008-2009
320900010055,0,New York City Geographic District # 9,0,0,0,1,1.0,0,0,0,0,2008-2009
310300010084,0,New York City Geographic District # 3,0,0,0,0,6.0,0,0,0,0,2008-2009
307500012352,0,Nyc Special Schools - District 75,0,0,0,0,1.0,0,0,0,0,2008-2009
331600010028,0,New York City Geographic District #16,0,0,0,0,0.0,0,0,0,0,2008-2009
331700011382,0,New York City Geographic District #17,0,0,0,0,2.0,0,0,0,0,2008-2009
310200011411,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
310300011860,1,New York City Geographic District # 3,0,0,0,0,74.0,0,0,0,0,2008-2009
310100011509,0,New York City Geographic District # 1,1,0,0,0,0.0,0,0,0,0,2008-2009
321100010076,0,New York City Geographic District #11,0,0,0,0,28.0,0,0,0,0,2008-2009
310600010005,0,New York City Geographic District # 6,0,0,0,0,16.0,0,0,0,0,2008-2009
310200011560,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
307500013811,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
332100010225,0,New York City Geographic District #21,0,0,0,0,2.0,1,0,0,0,2008-2009
331700011489,0,New York City Geographic District #17,0,0,0,0,30.0,0,0,0,0,2008-2009
332100010216,0,New York City Geographic District #21,0,0,0,0,0.0,0,0,0,0,2008-2009
310600010153,0,New York City Geographic District # 6,0,0,0,0,0.0,0,0,0,0,2008-2009
331700011531,0,New York City Geographic District #17,0,0,0,0,1.0,0,0,0,0,2008-2009
310500010344,2,New York City Geographic District # 5,0,0,0,0,0.0,0,0,0,0,2008-2009
331400010110,0,New York City Geographic District #14,0,0,0,0,0.0,0,0,0,0,2008-2009
332100010188,0,New York City Geographic District #21,0,0,0,0,5.0,0,0,0,0,2008-2009
331300011616,0,New York City Geographic District #13,0,0,0,0,4.0,0,0,0,0,2008-2009
321000011268,0,New York City Geographic District #10,0,0,0,0,1.0,0,0,0,0,2008-2009
310100011448,1,New York City Geographic District # 1,2,0,0,1,70.0,0,0,0,0,2008-2009
310200010126,0,New York City Geographic District # 2,0,0,0,0,27.0,0,0,0,0,2008-2009
331900011507,0,New York City Geographic District #19,1,0,0,0,2.0,0,0,0,0,2008-2009
310600011468,0,New York City Geographic District # 6,0,0,0,0,30.0,0,0,0,0,2008-2009
331300011595,0,New York City Geographic District #13,0,0,0,0,1.0,0,0,0,0,2008-2009
310400010108,0,New York City Geographic District # 4,0,0,0,0,28.0,1,0,0,0,2008-2009
331800011563,0,New York City Geographic District #18,0,0,0,0,1.0,0,0,0,0,2008-2009
321000010205,0,New York City Geographic District #10,0,0,0,0,2.0,0,0,0,0,2008-2009
332000010220,0,New York City Geographic District #20,0,0,0,0,13.0,1,0,0,0,2008-2009
310200010047,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
331500011463,0,New York City Geographic District #15,0,0,0,0,18.0,0,0,0,0,2008-2009
321100011418,0,New York City Geographic District #11,0,0,0,0,13.0,0,0,0,0,2008-2009
320800010072,0,New York City Geographic District # 8,0,0,0,1,4.0,0,0,0,0,2008-2009
331400011558,0,New York City Geographic District #14,0,0,0,0,24.0,0,0,0,0,2008-2009
331700011625,0,New York City Geographic District #17,0,0,0,0,100.0,0,0,0,0,2008-2009
310200011425,0,New York City Geographic District # 2,1,0,0,2,127.0,0,0,0,0,2008-2009
331500010015,0,New York City Geographic District #15,0,0,0,0,0.0,0,0,0,0,2008-2009
331300010266,0,New York City Geographic District #13,0,0,0,0,3.0,0,0,0,0,2008-2009
331400010126,0,New York City Geographic District #14,1,0,0,1,15.0,0,1,0,0,2008-2009
321100010105,0,New York City Geographic District #11,0,0,0,0,1.0,0,0,0,0,2008-2009
310200011420,0,New York City Geographic District # 2,3,0,0,0,50.0,0,0,0,0,2008-2009
307500011079,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,1,0,0,2008-2009
320700010385,0,New York City Geographic District # 7,0,0,0,0,12.0,0,0,0,0,2008-2009
321200011262,0,New York City Geographic District #12,0,0,0,0,6.0,0,0,0,0,2008-2009
321100010087,0,New York City Geographic District #11,0,0,0,0,0.0,0,0,0,0,2008-2009
321000011696,0,New York City Geographic District #10,0,0,0,0,5.0,0,0,0,0,2008-2009
310500010195,0,New York City Geographic District # 5,0,0,0,0,3.0,1,0,0,0,2008-2009
307500011401,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
310500010317,0,New York City Geographic District # 5,0,0,0,0,13.0,0,0,0,0,2008-2009
310400010155,0,New York City Geographic District # 4,0,0,0,1,2.0,0,0,0,0,2008-2009
310400010206,0,New York City Geographic District # 4,0,0,0,0,1.0,0,0,0,0,2008-2009
320800010119,0,New York City Geographic District # 8,1,0,0,0,3.0,0,0,0,0,2008-2009
320700010031,0,New York City Geographic District # 7,0,0,0,2,31.0,1,0,0,0,2008-2009
310300010245,0,New York City Geographic District # 3,0,0,0,0,0.0,0,0,0,0,2008-2009
310600010325,0,New York City Geographic District # 6,0,0,0,0,1.0,2,0,0,0,2008-2009
332000011609,0,New York City Geographic District #20,0,0,0,0,2.0,0,0,0,0,2008-2009
310400010050,0,New York City Geographic District # 4,0,0,0,0,23.0,2,0,0,0,2008-2009
331800011637,0,New York City Geographic District #18,0,0,0,0,7.0,0,0,0,0,2008-2009
331600010628,0,New York City Geographic District #16,0,0,0,0,0.0,0,0,0,0,2008-2009
321200010006,0,New York City Geographic District #12,0,0,0,0,4.0,0,0,0,0,2008-2009
320900010064,0,New York City Geographic District # 9,0,0,0,1,0.0,1,0,0,0,2008-2009
310200010896,0,New York City Geographic District # 2,0,0,0,0,0.0,0,1,0,0,2008-2009
331600011594,0,New York City Geographic District #16,0,0,0,0,4.0,0,0,0,0,2008-2009
320900011403,0,New York City Geographic District # 9,0,0,0,0,0.0,0,0,0,0,2008-2009
320800011540,0,New York City Geographic District # 8,0,0,0,0,18.0,0,0,0,0,2008-2009
332000010259,0,New York City Geographic District #20,0,0,0,0,54.0,0,0,0,0,2008-2009
320700011520,0,New York City Geographic District # 7,0,0,0,0,1.0,0,0,0,0,2008-2009
310200011305,0,New York City Geographic District # 2,0,0,0,0,36.0,1,0,0,0,2008-2009
307500013036,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
307500012012,0,Nyc Special Schools - District 75,1,0,0,0,0.0,2,0,0,0,2008-2009
310300011505,0,New York City Geographic District # 3,0,0,0,0,0.0,0,0,0,0,2008-2009
320900011263,0,New York City Geographic District # 9,0,0,0,0,13.0,1,0,0,0,2008-2009
310600010192,0,New York City Geographic District # 6,0,0,0,0,5.0,0,0,0,0,2008-2009
310300010247,0,New York City Geographic District # 3,0,0,0,0,0.0,0,0,0,0,2008-2009
310500011369,0,New York City Geographic District # 5,0,0,0,0,9.0,1,0,0,0,2008-2009
310300010862,0,New York City Geographic District # 3,0,0,0,0,3.0,0,0,0,0,2008-2009
321000011445,0,New York City Geographic District #10,1,0,0,0,25.0,0,2,0,0,2008-2009
320900010011,0,New York City Geographic District # 9,0,0,0,0,2.0,1,0,0,0,2008-2009
307500012811,0,Nyc Special Schools - District 75,0,0,0,0,1.0,1,0,0,0,2008-2009
320800010424,0,New York City Geographic District # 8,0,0,0,0,18.0,0,0,0,0,2008-2009
321000010390,0,New York City Geographic District #10,0,0,0,2,2.0,0,0,0,0,2008-2009
321200010383,0,New York City Geographic District #12,0,0,0,0,0.0,0,0,0,0,2008-2009
321200010300,0,New York City Geographic District #12,0,0,0,0,0.0,0,0,0,0,2008-2009
321100010178,0,New York City Geographic District #11,0,0,0,0,3.0,0,0,0,0,2008-2009
307500013053,0,Nyc Special Schools - District 75,0,0,0,1,1.0,0,0,0,0,2008-2009
321100010068,0,New York City Geographic District #11,0,0,0,0,16.0,0,0,0,0,2008-2009
331700010334,0,New York City Geographic District #17,0,0,0,0,0.0,0,0,0,0,2008-2009
310400010012,0,New York City Geographic District # 4,0,0,0,0,3.0,0,0,0,0,2008-2009
310600010223,0,New York City Geographic District # 6,0,0,0,0,1.0,0,0,0,0,2008-2009
310200011620,1,New York City Geographic District # 2,0,0,0,0,90.0,1,0,0,0,2008-2009
321200010044,0,New York City Geographic District #12,0,0,0,0,1.0,2,0,0,0,2008-2009
331300010044,0,New York City Geographic District #13,0,0,0,0,1.0,0,0,0,0,2008-2009
321000010207,0,New York City Geographic District #10,0,0,0,0,1.0,2,0,0,0,2008-2009
331600010584,0,New York City Geographic District #16,1,0,0,1,0.0,0,0,0,0,2008-2009
321100011249,0,New York City Geographic District #11,0,0,0,0,2.0,0,0,0,0,2008-2009
