beds_code,robbery_without_weapon_s,district_name,arson_with_weapon_s,robbery_with_weapon_s,larceny_or_other_theft_with,false_alarm,other_disruptive,assault_with_serious_physical_1,bomb_threat,forcible_sex_offenses_with,kidnapping_with_weapon_s,school_year
310100011696,0,New York City Geographic District # 1,0,0,0,0,0.0,0,0,0,0,2008-2009
331600010040,0,New York City Geographic District #16,0,0,0,0,0.0,0,0,0,0,2008-2009
320700011473,0,New York City Geographic District # 7,1,0,0,0,2.0,1,0,0,0,2008-2009
331700010354,0,New York City Geographic District #17,0,0,0,0,6.0,0,0,0,0,2008-2009
331300011605,0,New York City Geographic District #13,1,0,0,0,0.0,0,0,0,0,2008-2009
320900011543,0,New York City Geographic District # 9,0,0,0,0,10.0,0,0,0,0,2008-2009
331700010191,0,New York City Geographic District #17,1,0,0,0,0.0,0,0,0,0,2008-2009
331500010032,0,New York City Geographic District #15,0,0,0,0,0.0,0,0,0,0,2008-2009
310200010040,0,New York City Geographic District # 2,0,0,0,0,1.0,0,0,0,0,2008-2009
321200010273,0,New York City Geographic District #12,0,0,0,0,1.0,0,0,0,0,2008-2009
321000010396,0,New York City Geographic District #10,0,0,0,0,3.0,0,0,0,0,2008-2009
331400011474,0,New York City Geographic District #14,0,0,0,0,1.0,0,0,0,0,2008-2009
307500013141,0,Nyc Special Schools - District 75,0,0,0,0,1.0,0,0,0,0,2008-2009
307500012188,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
321000011442,0,New York City Geographic District #10,0,0,0,0,2.0,0,0,0,0,2008-2009
331800011578,0,New York City Geographic District #18,0,0,0,0,0.0,0,0,0,0,2008-2009
310200011294,0,New York City Geographic District # 2,0,0,0,0,1.0,0,0,0,0,2008-2009
331900010302,0,New York City Geographic District #19,0,0,0,1,18.0,0,0,0,0,2008-2009
321200010316,0,New York City Geographic District #12,0,0,0,0,14.0,0,0,0,0,2008-2009
331900010171,0,New York City Geographic District #19,0,0,0,0,1.0,0,0,0,0,2008-2009
307500012721,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,1,0,0,2008-2009
331500011520,0,New York City Geographic District #15,0,0,0,0,10.0,0,0,0,0,2008-2009
310600010178,0,New York City Geographic District # 6,0,0,0,0,0.0,0,0,0,0,2008-2009
321200010211,0,New York City Geographic District #12,0,0,0,0,1.0,0,0,0,0,2008-2009
321000010254,0,New York City Geographic District #10,0,0,0,0,3.0,0,0,0,0,2008-2009
321000010315,0,New York City Geographic District #10,0,0,0,0,18.0,0,0,0,0,2008-2009
321200010102,0,New York City Geographic District #12,0,0,0,2,33.0,0,0,0,0,2008-2009
310200010051,0,New York City Geographic District # 2,0,0,0,0,1.0,0,0,0,0,2008-2009
332000010201,0,New York City Geographic District #20,0,0,0,0,20.0,0,0,0,0,2008-2009
310400010096,0,New York City Geographic District # 4,2,0,0,0,8.0,2,0,0,0,2008-2009
310400010375,0,New York City Geographic District # 4,0,0,0,0,0.0,0,0,0,0,2008-2009
321000011213,0,New York City Geographic District #10,0,0,0,0,2.0,0,0,0,0,2008-2009
331300010305,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
331800010276,2,New York City Geographic District #18,0,0,0,0,15.0,0,0,0,0,2008-2009
321200010341,0,New York City Geographic District #12,0,0,0,0,0.0,0,0,0,0,2008-2009
321000010095,0,New York City Geographic District #10,0,0,0,0,26.0,0,0,0,0,2008-2009
331300010133,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
331900011510,0,New York City Geographic District #19,0,0,0,0,10.0,0,0,0,0,2008-2009
331400011685,0,New York City Geographic District #14,0,0,0,0,0.0,0,0,0,0,2008-2009
331300010596,0,New York City Geographic District #13,0,0,0,0,1.0,1,0,0,0,2008-2009
321100011514,0,New York City Geographic District #11,1,0,0,0,2.0,1,1,0,0,2008-2009
332000010104,0,New York City Geographic District #20,0,0,0,1,7.0,0,0,0,0,2008-2009
331700010249,0,New York City Geographic District #17,1,0,0,0,3.0,0,0,0,0,2008-2009
331300011483,1,New York City Geographic District #13,0,0,0,0,1.0,0,0,0,0,2008-2009
331300010046,0,New York City Geographic District #13,0,0,0,0,2.0,0,0,0,0,2008-2009
331400011632,0,New York City Geographic District #14,0,0,0,0,1.0,0,0,0,0,2008-2009
310300010054,1,New York City Geographic District # 3,2,0,0,3,29.0,1,1,0,0,2008-2009
320900010058,0,New York City Geographic District # 9,1,0,0,0,10.0,0,0,0,0,2008-2009
331900011615,1,New York City Geographic District #19,0,0,0,0,6.0,0,1,0,0,2008-2009
321100010078,0,New York City Geographic District #11,2,0,0,1,3.0,0,0,0,0,2008-2009
331900011409,1,New York City Geographic District #19,0,0,0,0,0.0,0,0,0,0,2008-2009
321000011243,0,New York City Geographic District #10,1,0,0,0,85.0,0,0,0,0,2008-2009
331500010094,0,New York City Geographic District #15,1,0,0,0,3.0,0,0,0,0,2008-2009
331800010598,0,New York City Geographic District #18,0,0,0,0,0.0,0,0,0,0,2008-2009
310300010076,0,New York City Geographic District # 3,0,0,0,2,17.0,0,0,0,0,2008-2009
310200010212,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
321000011477,0,New York City Geographic District #10,0,0,0,0,22.0,0,0,0,0,2008-2009
310400010101,0,New York City Geographic District # 4,0,0,0,0,6.0,0,0,0,0,2008-2009
307500013771,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
307500011138,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
331500010124,0,New York City Geographic District #15,0,0,0,0,2.0,0,0,0,0,2008-2009
331900011583,0,New York City Geographic District #19,0,0,0,0,0.0,0,0,0,0,2008-2009
310100011515,0,New York City Geographic District # 1,0,0,0,0,0.0,0,0,0,0,2008-2009
331700011548,0,New York City Geographic District #17,1,0,0,0,14.0,1,0,0,0,2008-2009
310600010314,0,New York City Geographic District # 6,0,0,0,0,1.0,0,0,0,0,2008-2009
310200011408,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
331300011575,0,New York City Geographic District #13,0,0,0,0,3.0,0,0,0,0,2008-2009
321200010066,0,New York City Geographic District #12,0,0,0,0,9.0,0,0,0,0,2008-2009
320800011332,0,New York City Geographic District # 8,1,0,0,0,7.0,1,1,0,0,2008-2009
321000010054,0,New York City Geographic District #10,0,0,0,1,0.0,0,0,0,0,2008-2009
321000010085,0,New York City Geographic District #10,0,0,0,0,43.0,1,0,0,0,2008-2009
320700010029,0,New York City Geographic District # 7,0,0,0,0,21.0,1,1,0,0,2008-2009
331300010009,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
331500010448,1,New York City Geographic District #15,1,0,0,0,93.0,0,0,0,0,2008-2009
310200011542,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
332000010102,0,New York City Geographic District #20,0,0,0,0,0.0,0,0,0,0,2008-2009
321000010008,0,New York City Geographic District #10,0,0,0,0,2.0,0,1,0,0,2008-2009
310200011449,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
320700011600,0,New York City Geographic District # 7,2,0,0,1,27.0,0,0,0,0,2008-2009
320900010313,0,New York City Geographic District # 9,0,0,0,0,1.0,0,0,0,0,2008-2009
331400010120,0,New York City Geographic District #14,0,0,0,0,0.0,0,0,0,0,2008-2009
310600010210,0,New York City Geographic District # 6,0,0,0,0,0.0,0,0,0,0,2008-2009
310600010048,0,New York City Geographic District # 6,0,0,0,0,0.0,1,0,0,0,2008-2009
321200011388,0,New York City Geographic District #12,0,0,0,0,1.0,0,0,0,0,2008-2009
310200011545,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
331900010224,0,New York City Geographic District #19,0,0,0,1,1.0,0,0,0,0,2008-2009
320700010369,0,New York City Geographic District # 7,0,0,0,0,2.0,0,0,0,0,2008-2009
320900010053,0,New York City Geographic District # 9,0,0,0,0,0.0,0,0,0,0,2008-2009
320800010366,0,New York City Geographic District # 8,1,0,0,0,18.0,0,0,0,0,2008-2009
310200011475,0,New York City Geographic District # 2,0,0,0,1,8.0,1,0,0,0,2008-2009
331300010301,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
321100010326,0,New York City Geographic District #11,1,0,0,0,68.0,1,0,0,0,2008-2009
310200010312,0,New York City Geographic District # 2,1,0,0,0,1.0,0,0,0,0,2008-2009
332000010180,0,New York City Geographic District #20,0,0,0,0,24.0,0,0,0,0,2008-2009
331400011071,0,New York City Geographic District #14,0,0,0,0,145.0,0,0,0,0,2008-2009
321200010057,0,New York City Geographic District #12,0,0,0,0,2.0,1,0,0,0,2008-2009
307500014224,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
310600010128,0,New York City Geographic District # 6,0,0,0,1,2.0,0,0,0,0,2008-2009
321200010195,0,New York City Geographic District #12,0,0,0,0,0.0,0,0,0,0,2008-2009
331500010027,0,New York City Geographic District #15,1,0,0,1,8.0,0,0,0,0,2008-2009
310500011499,0,New York City Geographic District # 5,0,0,0,0,13.0,0,0,0,0,2008-2009
320700011221,0,New York City Geographic District # 7,0,0,0,1,25.0,0,0,0,0,2008-2009
310300010242,0,New York City Geographic District # 3,0,0,0,0,3.0,0,0,0,0,2008-2009
321100010180,0,New York City Geographic District #11,1,0,0,0,68.0,0,0,0,0,2008-2009
310200011300,0,New York City Geographic District # 2,0,0,0,0,1.0,0,0,0,0,2008-2009
310400010007,0,New York City Geographic District # 4,0,0,0,0,9.0,0,0,0,0,2008-2009
307500015373,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
331900010174,0,New York City Geographic District #19,0,0,0,0,8.0,0,0,0,0,2008-2009
321000010003,0,New York City Geographic District #10,1,0,0,0,62.0,0,0,0,0,2008-2009
320800010093,0,New York City Geographic District # 8,0,0,0,0,0.0,0,0,0,0,2008-2009
331300011336,0,New York City Geographic District #13,0,0,0,0,5.0,0,0,0,0,2008-2009
321000010307,0,New York City Geographic District #10,0,0,0,0,0.0,0,0,0,0,2008-2009
320800011367,0,New York City Geographic District # 8,0,0,0,0,0.0,0,0,0,0,2008-2009
331400011478,1,New York City Geographic District #14,0,0,0,0,2.0,0,0,0,0,2008-2009
320900011297,0,New York City Geographic District # 9,0,0,0,0,26.0,0,0,0,0,2008-2009
331700011547,0,New York City Geographic District #17,0,0,0,1,3.0,0,0,0,0,2008-2009
310200011575,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
310200011288,0,New York City Geographic District # 2,0,0,0,0,30.0,0,0,0,0,2008-2009
332100010209,0,New York City Geographic District #21,0,0,0,0,1.0,1,0,0,0,2008-2009
310500010161,0,New York City Geographic District # 5,0,0,0,0,0.0,0,0,0,0,2008-2009
332100010226,0,New York City Geographic District #21,2,0,0,0,5.0,0,0,0,0,2008-2009
331800010114,0,New York City Geographic District #18,0,0,0,0,26.0,1,0,0,0,2008-2009
331600010309,0,New York City Geographic District #16,0,0,0,0,1.0,0,0,0,0,2008-2009
321000010244,0,New York City Geographic District #10,0,0,0,0,3.0,0,0,0,0,2008-2009
310600011540,1,New York City Geographic District # 6,0,0,0,6,28.0,0,0,0,0,2008-2009
332000010223,0,New York City Geographic District #20,1,0,0,0,34.0,0,0,0,0,2008-2009
331500010029,0,New York City Geographic District #15,0,0,0,0,2.0,0,0,0,0,2008-2009
320900011527,0,New York City Geographic District # 9,0,0,0,0,0.0,0,0,0,0,2008-2009
321200010134,0,New York City Geographic District #12,0,0,0,0,1.0,0,0,0,0,2008-2009
310200011580,0,New York City Geographic District # 2,1,0,0,0,27.0,0,0,0,0,2008-2009
331700010397,0,New York City Geographic District #17,0,0,0,1,2.0,0,0,0,0,2008-2009
310200010041,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
310200011429,0,New York City Geographic District # 2,0,0,0,1,24.0,0,0,0,0,2008-2009
331700010002,0,New York City Geographic District #17,0,0,0,2,16.0,0,0,0,0,2008-2009
331400011610,0,New York City Geographic District #14,1,0,0,4,0.0,3,0,0,0,2008-2009
331800011633,0,New York City Geographic District #18,0,0,0,0,8.0,0,0,0,0,2008-2009
331900010328,0,New York City Geographic District #19,0,0,0,3,5.0,0,0,0,0,2008-2009
321000011660,0,New York City Geographic District #10,1,0,0,1,31.0,0,0,0,0,2008-2009
331400010050,1,New York City Geographic District #14,1,0,0,0,6.0,0,0,0,0,2008-2009
310200010198,0,New York City Geographic District # 2,0,0,0,0,3.0,0,0,0,0,2008-2009
310200011605,0,New York City Geographic District # 2,0,0,0,0,2.0,0,0,0,0,2008-2009
310100010019,0,New York City Geographic District # 1,1,0,0,0,1.0,0,0,0,0,2008-2009
332100010090,0,New York City Geographic District #21,0,0,0,0,1.0,0,0,0,0,2008-2009
331700010181,0,New York City Geographic District #17,0,0,0,0,0.0,0,0,0,0,2008-2009
331500010321,0,New York City Geographic District #15,0,0,0,0,1.0,0,0,0,0,2008-2009
331700010138,0,New York City Geographic District #17,0,0,0,0,1.0,1,0,0,0,2008-2009
321200011690,0,New York City Geographic District #12,0,0,0,0,8.0,0,0,0,0,2008-2009
307500012010,0,Nyc Special Schools - District 75,0,0,0,0,0.0,0,0,0,0,2008-2009
310600010132,0,New York City Geographic District # 6,1,0,0,0,2.0,0,0,0,0,2008-2009
310300010165,0,New York City Geographic District # 3,0,0,0,1,3.0,0,0,0,0,2008-2009
310200010418,0,New York City Geographic District # 2,0,0,0,0,2.0,0,0,0,0,2008-2009
310600010349,0,New York City Geographic District # 6,0,0,0,0,3.0,0,0,0,0,2008-2009
331500011497,1,New York City Geographic District #15,0,0,0,0,44.0,0,0,0,0,2008-2009
307500014256,0,Nyc Special Schools - District 75,0,0,0,0,1.0,0,0,0,0,2008-2009
321100010111,0,New York City Geographic District #11,0,0,0,0,0.0,0,0,0,0,2008-2009
331300010008,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
320800010335,0,New York City Geographic District # 8,0,0,0,1,9.0,0,0,0,0,2008-2009
310600010528,0,New York City Geographic District # 6,0,0,0,1,3.0,0,0,0,0,2008-2009
320900010204,0,New York City Geographic District # 9,0,0,0,0,0.0,0,0,0,0,2008-2009
321000011433,0,New York City Geographic District #10,1,0,0,0,2.0,0,0,0,0,2008-2009
332000010164,0,New York City Geographic District #20,0,0,0,0,1.0,0,0,0,0,2008-2009
307500013140,0,Nyc Special Schools - District 75,0,0,0,1,8.0,1,0,0,0,2008-2009
331900011659,0,New York City Geographic District #19,0,0,0,0,7.0,0,0,0,0,2008-2009
307500014009,0,Nyc Special Schools - District 75,0,0,0,0,0.0,1,0,0,0,2008-2009
310400010072,0,New York City Geographic District # 4,0,0,0,0,1.0,0,0,0,0,2008-2009
321100010097,0,New York City Geographic District #11,0,0,0,0,3.0,1,0,0,0,2008-2009
331400011454,0,New York City Geographic District #14,1,0,0,0,17.0,0,0,0,0,2008-2009
310300010009,0,New York City Geographic District # 3,0,0,0,0,8.0,0,0,0,0,2008-2009
331300011553,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
320900011252,0,New York City Geographic District # 9,0,0,0,0,22.0,0,0,0,0,2008-2009
310500011692,0,New York City Geographic District # 5,0,0,0,0,0.0,0,0,0,0,2008-2009
331800010208,1,New York City Geographic District #18,1,0,0,0,1.0,1,0,0,0,2008-2009
310200011489,2,New York City Geographic District # 2,0,0,0,0,18.0,0,1,0,0,2008-2009
320900010004,0,New York City Geographic District # 9,0,0,0,1,11.0,0,2,0,0,2008-2009
310100010839,0,New York City Geographic District # 1,0,0,0,0,3.0,0,0,0,0,2008-2009
331700010399,0,New York City Geographic District #17,0,0,0,0,4.0,1,0,0,0,2008-2009
321000010045,0,New York City Geographic District #10,0,0,0,3,69.0,0,0,0,0,2008-2009
310100010345,0,New York City Geographic District # 1,0,0,0,0,1.0,0,0,0,0,2008-2009
320900010325,1,New York City Geographic District # 9,0,0,0,1,143.0,0,0,0,0,2008-2009
320800010304,0,New York City Geographic District # 8,0,0,0,0,0.0,0,0,0,0,2008-2009
331800011515,0,New York City Geographic District #18,0,0,0,0,19.0,0,0,0,0,2008-2009
321000010228,0,New York City Geographic District #10,0,0,0,0,0.0,0,0,0,0,2008-2009
331900011618,0,New York City Geographic District #19,0,0,0,0,2.0,0,0,0,0,2008-2009
331500010010,0,New York City Geographic District #15,0,0,0,0,0.0,0,0,0,0,2008-2009
310200010150,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
331500010230,0,New York City Geographic District #15,0,0,0,0,0.0,0,0,0,0,2008-2009
331500010130,0,New York City Geographic District #15,0,0,0,0,0.0,0,0,0,0,2008-2009
310500010286,0,New York City Geographic District # 5,0,0,0,0,1.0,0,0,0,0,2008-2009
321200011550,0,New York City Geographic District #12,0,0,0,0,1.0,0,0,0,0,2008-2009
331400010582,0,New York City Geographic District #14,0,0,0,0,15.0,0,0,0,0,2008-2009
331400011586,0,New York City Geographic District #14,0,0,0,0,42.0,0,0,0,0,2008-2009
321100010041,0,New York City Geographic District #11,0,0,0,0,4.0,0,0,0,0,2008-2009
310200010011,0,New York City Geographic District # 2,0,0,0,0,2.0,0,0,0,0,2008-2009
310200010347,0,New York City Geographic District # 2,0,0,0,0,0.0,0,0,0,0,2008-2009
331700010587,0,New York City Geographic District #17,0,0,0,0,25.0,0,0,0,0,2008-2009
307500012176,0,Nyc Special Schools - District 75,0,0,0,0,0.0,1,0,0,0,2008-2009
331900011502,0,New York City Geographic District #19,0,0,0,0,10.0,1,0,0,0,2008-2009
331500011429,0,New York City Geographic District #15,0,0,0,0,57.0,0,0,0,0,2008-2009
332000010192,0,New York City Geographic District #20,0,0,0,0,1.0,1,0,0,0,2008-2009
320700010277,0,New York City Geographic District # 7,0,0,0,0,0.0,0,0,0,0,2008-2009
331900010292,0,New York City Geographic District #19,0,0,0,0,3.0,0,0,0,0,2008-2009
331300010056,0,New York City Geographic District #13,0,0,0,0,0.0,0,0,0,0,2008-2009
321100011290,0,New York City Geographic District #11,0,0,0,0,0.0,0,0,0,0,2008-2009
