objectid,globalid,woequipment,geometry,bin,longitude,:@computed_region_efsh_h5xi,citycouncil,wocontract,:@computed_region_f5dn_yrer,statesenate,congressional,woproject,inspectionglobalid,parkzone,wostatus,buildingnumber,location,crossstreet1,zipcode
22835609,A2AA29B8-50A2-4D49-B5FB-5D9A69DB1ED9,,POINT(-73.81472409659627 40.72653470707229),,,14509.0,24.0,BP-Q24,25,15.0,6.0,Block Pruning,4B5C66A2-B246-4C8E-A83B-564BEC13DEA5,,Open,150-45,"{'type': 'Point', 'coordinates': [-73.81472409659627, 40.72653470707229]}",153 ST,11367.0
21032487,F3908A19-41EE-4F41-878C-51D76AE58E76,,POINT(-73.76079565930975 40.670678395799),,,15313.0,31.0,BP-Q23,41,10.0,5.0,Block Pruning,8A2B192F-5F26-46B5-B888-F1C5AB2C35B7,,Open,182-20,"{'type': 'Point', 'coordinates': [-73.76079565930975, 40.670678395799]}",141 AV,11413.0
16738752,FEDA9FA8-3DC6-4DFD-8994-20D9666F67B1,,POINT(-73.87534948243625 40.736028615499976),4064698.0,-73.876778,14784.0,25.0,BP-Q22,66,16.0,6.0,,C4DA071E-93E9-4742-818C-8A57CBAD15C4,,Open,87-14,"{'type': 'Point', 'coordinates': [-73.87534948243625, 40.736028615499976]}",55 AV,11373.0
21798234,04062694-93F4-443A-AEA8-44B5C19565EA,,POINT(-73.76756661899755 40.672015375012656),,,24669.0,31.0,BP-Q24,41,10.0,5.0,Block Pruning,90A57212-1E66-4427-8F48-921EB0549F91,,Open,137-32,"{'type': 'Point', 'coordinates': [-73.76756661899755, 40.672015375012656]}",140 AV,11434.0
24217041,ED2B91F9-1F67-4D0D-AC54-6BF530A00F0B,,POINT(-73.99142471149804 40.682213704723225),,,13514.0,33.0,BP-B24,14,25.0,7.0,Block Pruning,C0D35BDC-3F5C-4785-88A9-1CDB8C9537CD,,Open,408,"{'type': 'Point', 'coordinates': [-73.99142471149804, 40.682213704723225]}",HOYT STREET,11231.0
23183257,A4A2285F-0A36-4EDB-BDA9-4FE2414F7E70,,POINT(-73.89093407912894 40.67860200279194),,,17214.0,37.0,BP-B24,45,18.0,7.0,Block Pruning,7DA0D172-15D3-48C3-8486-BE2C2A15C177,,Open,152,"{'type': 'Point', 'coordinates': [-73.89093407912894, 40.67860200279194]}",FULTON ST,11207.0
23424323,68EC715D-789A-4DA3-BF8F-648C33C367B3,,POINT(-73.90075660840593 40.676298095249955),,,17214.0,37.0,BP-B24,45,19.0,8.0,Block Pruning,9DB517E2-C7EA-4D48-A104-5FCC1F171EB8,,Open,1838,"{'type': 'Point', 'coordinates': [-73.90075660840593, 40.676298095249955]}",E NEW YORK AV,11207.0
26915601,57BE3F0E-4E65-4342-8ECB-369F8CD73E52,,POINT(-73.91611547007766 40.88729668875756),,,11272.0,,,48,,,,3B2F67F9-8E73-4719-B563-614B4122A594,,Alternate,,"{'type': 'Point', 'coordinates': [-73.91611547007766, 40.88729668875756]}",,
11100839,003ECDC8-8ADB-4E08-AC19-88EDC2710576,,POINT(-73.91333809558876 40.835976342676254),,,10934.0,,BP-X23,50,,,,E9D71728-13FA-4C6D-BC47-EFA987B22214,,Open,*,"{'type': 'Point', 'coordinates': [-73.91333809558876, 40.835976342676254]}",,
22746027,022D0C34-9375-4F5C-8ACE-4931B6C0C857,,POINT(-73.9866537840787 40.7382879546603),,,12073.0,2.0,BP-M24,71,28.0,12.0,Block Pruning,BB352BA4-7398-4A45-BC82-9E1B39923EFF,,Open,4,"{'type': 'Point', 'coordinates': [-73.9866537840787, 40.7382879546603]}",E 21 ST,10003.0
23432915,43F7AF8B-A469-4971-9AB1-5AB379F8F5F7,,POINT(-73.9310702438148 40.65162808159768),,,16866.0,45.0,BP-B24,61,21.0,9.0,Block Pruning,C79C919C-373A-4D95-A3DD-BEE1A14AFF57,,Open,4906,"{'type': 'Point', 'coordinates': [-73.9310702438148, 40.65162808159768]}",CHURCH AV,11203.0
10977282,61FCBD1C-815E-46BC-B258-409F8D11E238,,POINT(-73.91185464305227 40.815636112179284),,,10933.0,,BP-X23,49,,,,99AE5E1C-FB1B-4927-9EA9-1355E73D624B,,Open,*,"{'type': 'Point', 'coordinates': [-73.91185464305227, 40.815636112179284]}",,
23740882,62530339-AE1E-4A0B-B539-731AFFF4931A,,POINT(-73.94240413015116 40.73069224583846),,,18182.0,33.0,BP-B24,36,18.0,7.0,Block Pruning,9112FE0A-05A8-41A1-A593-60BAD7A84B34,,Open,400,"{'type': 'Point', 'coordinates': [-73.94240413015116, 40.73069224583846]}",CALYER ST,11222.0
23064263,7D96810E-D21B-4804-9DD7-5DA95123C613,,POINT(-73.92654982601556 40.74005465611983),,,16861.0,26.0,TRS-Q25,53,12.0,14.0,,0AB4404E-7224-421E-BEFD-B458DFC89FEE,,Open,39-07,"{'type': 'Point', 'coordinates': [-73.92654982601556, 40.74005465611983]}",39 ST,11104.0
26587094,E12C70C0-D984-402E-B33A-4B19C6950231,,POINT(-73.9789274907735 40.72543958528819),,,11729.0,2.0,GT-26,70,27.0,10.0,,3DA72BA5-43E9-4100-BBC9-C9C572C862BD,M325,Open,,"{'type': 'Point', 'coordinates': [-73.9789274907735, 40.72543958528819]}",AV C,10009.0
16481912,34DEBFAE-E035-4FAA-8018-24E3B6EE0E0A,,POINT(-73.90666435806796 40.718879482266445),4432415.0,-73.90679,14788.0,30.0,BP-Q22,54,15.0,6.0,,9A4E2246-8E08-44B8-8357-2E0BA7181CBE,,Open,58-013,"{'type': 'Point', 'coordinates': [-73.90666435806796, 40.718879482266445]}",60 ST,11378.0
11244273,BB10BA85-D636-465B-9092-0140587F9234,,POINT(-73.86025070252694 40.733215119020436),,,14785.0,,BP-Q21,40,,,,166EFB80-1462-42CA-82C9-91E2F2FD437F,,Open,,"{'type': 'Point', 'coordinates': [-73.86025070252694, 40.733215119020436]}",,
11098199,400E943C-A431-416C-B668-4906B40C2C78,,POINT(-73.94451068649016 40.803886394811336),,,13093.0,,BP-M20,7,,,Block Pruning,384CE917-CA51-41DE-9FCA-14B84FB87F46,M058-ZN03,Open,,"{'type': 'Point', 'coordinates': [-73.94451068649016, 40.803886394811336]}",,
16804368,D9A08375-9F37-462C-80DE-465CC89FEBD8,,POINT(-73.87452928425431 40.73794687787997),4045300.0,-73.874529,14784.0,25.0,BP-Q22,66,16.0,6.0,Block Pruning,EE23C8EA-9F05-4662-85BB-60B907B1CCF1,,Open,88-39,"{'type': 'Point', 'coordinates': [-73.87452928425431, 40.73794687787997]}",53 AV,11373.0
11190474,B21B43D3-009A-4F83-A894-CC5A5B35A27A,,POINT(-73.82174979520569 40.74774466756736),,,14190.0,,BP-Q20,22,,,,CD0BDFF2-1298-42F6-A708-76A2CFFC7E84,,Open,*,"{'type': 'Point', 'coordinates': [-73.82174979520569, 40.74774466756736]}",,
22480746,51B5B5AE-5B24-4FA2-8CB6-74175D35E234,,POINT(-73.84807574944395 40.67257968326866),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,01358E6C-9C78-42FA-898F-845F319F27BD,,Open,137-10,"{'type': 'Point', 'coordinates': [-73.84807574944395, 40.67257968326866]}",88 ST,11417.0
22016328,3C2F7C60-5C3A-4915-BA4B-77CAB73E4E93,,POINT(-73.85489433356624 40.88846464932917),,,11275.0,12.0,BP-X24,29,36.0,16.0,,3665B641-4263-417F-8DF9-CA6001813E76,,Closed,842,"{'type': 'Point', 'coordinates': [-73.85489433356624, 40.88846464932917]}",BRONXWOOD AV,10466.0
23509230,8B5C3BBA-ADB4-4FCF-9CDC-74164B07FBA9,,POINT(-73.94656926792474 40.63246185552379),,,17217.0,45.0,,60,21.0,9.0,,106E9750-1D06-4B08-93B9-C61E0CA7E236,,Open,771,"{'type': 'Point', 'coordinates': [-73.94656926792474, 40.63246185552379]}",E 31 ST,11210.0
11020798,055AE9FC-FF8C-4978-8E61-48470BCA8330,,POINT(-73.91767759690843 40.80783917295057),,-73.917799,10932.0,8.0,BP-X23,49,29.0,15.0,,8F4FD513-827C-4220-8245-B134EC1F3436,,Open,545,"{'type': 'Point', 'coordinates': [-73.91767759690843, 40.80783917295057]}",ST ANNS AVENUE,10454.0
11081817,C9093E62-0566-489B-888D-83C404C0A7BA,,POINT(-73.9437183218928 40.80472874666585),,,13093.0,,TRS-M20,7,,,,3ADE8111-972E-4857-AFD6-E54F050CA44B,M058-ZN03,Open,,"{'type': 'Point', 'coordinates': [-73.9437183218928, 40.80472874666585]}",,
17992915,3162139F-533D-4F21-A20C-DD2955388704,,POINT(-73.90711437827272 40.83881307306725),,,,16.0,BP-X22,50,33.0,15.0,Block Pruning,12BA1197-0404-486A-BAD3-B8A1698C4E25,,Closed,,"{'type': 'Point', 'coordinates': [-73.90711437827272, 40.83881307306725]}",CLAY AV,10456.0
11000355,24D7E986-9A45-4AD1-8E97-22DAC72C48E4,,POINT(-73.90225115229603 40.815173423641404),,,10933.0,,BP-X23,8,,,,664CA1BC-4DD9-4E27-AA57-A15200D61D62,,Open,*,"{'type': 'Point', 'coordinates': [-73.90225115229603, 40.815173423641404]}",,
23444346,A3919344-E828-4E31-8BA3-5FDC44F15403,,POINT(-73.92871129826906 40.65204208412597),,,16866.0,45.0,BP-B24,61,21.0,9.0,Block Pruning,CF03C183-637A-4E39-9CE7-FBF3F97B84C9,,Open,5119,"{'type': 'Point', 'coordinates': [-73.92871129826906, 40.65204208412597]}",CHURCH AV,11203.0
22693992,C682BAF6-D94B-4964-968A-638AE20ADC9F,,POINT(-73.85779544798228 40.686451834617635),,,24017.0,32.0,BP-Q24,46,15.0,7.0,Block Pruning,61D8A6F8-3924-4A96-B51F-9C083B0CDC9D,,Open,91-38,"{'type': 'Point', 'coordinates': [-73.85779544798228, 40.686451834617635]}",84 ST,11421.0
2438111,BD61DBF7-63BF-409E-8514-F5CE7C926DFA,,POINT(-74.01609376743774 40.627265903511976),,,13511.0,,BP-20150001562,10,,,,08999D43-F604-4AA8-A6D0-28C972296A0D,,Closed,,"{'type': 'Point', 'coordinates': [-74.01609376743774, 40.627265903511976]}",,
21310183,B56BDAC4-F772-4333-9842-5DDE6019E20A,,POINT(-73.89388432778264 40.73209565980087),,,14788.0,30.0,EAB-TRT-Q24,54,15.0,6.0,P&D - EAB,CD7491AE-3CE5-4592-A8B0-6E5DA6B7436D,,Closed,52-53,"{'type': 'Point', 'coordinates': [-73.89388432778264, 40.73209565980087]}",70 ST,11378.0
26117880,3E5CA7DF-1EBE-4484-AD0D-9B4487FA7907,,POINT(-74.03111659650872 40.639831927548364),,,18180.0,,TRS-B25,10,,,,4365994E-D9C1-4A72-ACA9-CD83A4E70010,,Open,,"{'type': 'Point', 'coordinates': [-74.03111659650872, 40.639831927548364]}",,
22415374,0F3B1C69-3927-4E42-B867-598D12F01613,,POINT(-73.98453061186538 40.78149151332894),,,12420.0,6.0,BP-M25,20,29.0,10.0,Block Pruning,4A77A06F-26E4-4DC9-980F-6571651EC11F,,Open,315,"{'type': 'Point', 'coordinates': [-73.98453061186538, 40.78149151332894]}",RIVERSIDE DR,10023.0
22919136,93FB1EBD-34FA-407E-8A43-61C6FFF6EFB3,,POINT(-73.82573509903284 40.72298312836405),,,14509.0,24.0,BP-Q24,25,15.0,6.0,Block Pruning,AB4FA3FA-5485-4448-A0E5-CB0B2DC881D0,,Open,73-16,"{'type': 'Point', 'coordinates': [-73.82573509903284, 40.72298312836405]}",136 ST,11367.0
17468381,C102896B-952C-44EA-8ECB-F6994C3A5F5D,,POINT(-73.76762709368393 40.597872792288975),,,20529.0,31.0,BP-Q23,51,10.0,5.0,Block Pruning,AD0C2CEF-CA3B-49DD-98DA-2193AD700C09,,Open,,"{'type': 'Point', 'coordinates': [-73.76762709368393, 40.597872792288975]}",BEACH 35 ST,11691.0
23760278,DE6602F7-5B1A-459D-9731-460C1DA7C6CD,,POINT(-73.835150964418 40.78542855170915),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,0DC61467-AB11-4808-A18A-F58D22EBF853,Q445,Open,,"{'type': 'Point', 'coordinates': [-73.835150964418, 40.78542855170915]}",133 PL,11356.0
2440110,B2F01891-EDE5-470D-B4E2-D94AF94A56C8,,POINT(-74.01665724035507 40.62758260287025),,,13511.0,,BP-20150001562,10,,,,F7851D3D-DBFD-49C1-B9D2-EAA83F8F1D08,,Closed,,"{'type': 'Point', 'coordinates': [-74.01665724035507, 40.62758260287025]}",,
27848412,7BB6D2BD-95FA-4DF3-BC3D-D6B15D66D49F,,POINT(-73.88280145783843 40.848331874316955),,,11269.0,15.0,BP-X26,35,33.0,15.0,Block Pruning,F7991DC3-84AA-482A-9F32-9D2E7B903480,,Open,,"{'type': 'Point', 'coordinates': [-73.88280145783843, 40.848331874316955]}",E 182 ST,10460.0
22642412,8845CE68-75D5-4611-A343-767872F93B94,,POINT(-73.9789053525256 40.77661291194532),,,12420.0,6.0,BP-M24,20,27.0,10.0,Block Pruning,6BBA96D3-F527-464D-989A-AB47F772F21C,,Open,71,"{'type': 'Point', 'coordinates': [-73.9789053525256, 40.77661291194532]}",COLUMBUS AV,10023.0
23226179,F0001841-0699-47DD-A1F9-6CE853FB4CEE,,POINT(-74.03086031222642 40.62735335357055),,,17216.0,47.0,,10,26.0,11.0,,2BE6EA66-238C-4357-8BE3-4BB38469D32D,,Open,248,"{'type': 'Point', 'coordinates': [-74.03086031222642, 40.62735335357055]}",82 ST,11209.0
10790478,ACA9ADD7-F730-417B-91D7-57DE3576AAF8,,POINT(-73.95914010351466 40.687578449165535),,,13829.0,,BP-B20,69,,,,20B7994E-34D7-4136-8397-85AE524402A8,,Open,*,"{'type': 'Point', 'coordinates': [-73.95914010351466, 40.687578449165535]}",,
24213512,B62557BA-E4A5-465C-AFD1-73CF0F3364A5,,POINT(-73.8154910772284 40.827572421640454),,,11274.0,13.0,BP-X25,43,34.0,14.0,Block Pruning,A4154FA9-48F4-4454-86AF-549FF2455866,,Open,622,"{'type': 'Point', 'coordinates': [-73.8154910772284, 40.827572421640454]}",SCHLEY AV,10465.0
10816150,F4C53B3A-FEEC-4DBB-943C-0B40FCBBE170,,POINT(-73.897068686974 40.66455165306354),,,17214.0,,BP-B20,45,,,,EDBBEE5A-05ED-44D2-98AC-433BC01D7E40,,Open,*,"{'type': 'Point', 'coordinates': [-73.897068686974, 40.66455165306354]}",,
19068877,C24CBD71-7615-4769-B979-847E2B87F3D0,,POINT(-73.89141538560249 40.89083492784314),,,11609.0,11.0,EAB-TRT-X23,27,34.0,16.0,P&D - EAB,FFBAD24D-8F09-4ABE-9FB1-F53AD4121E04,X092-ZN16,Open,,"{'type': 'Point', 'coordinates': [-73.89141538560249, 40.89083492784314]}",,10471.0
21052999,2E5306DB-D02D-4290-91C8-20012FF96800,,POINT(-73.79014160222778 40.67679533866621),,,24669.0,28.0,BP-Q23,41,10.0,5.0,Block Pruning,D054DF96-535F-47A3-B78B-7EF076BC821F,,Open,150-11,"{'type': 'Point', 'coordinates': [-73.79014160222778, 40.67679533866621]}",122 AV,11434.0
7700221,255C7CCD-F21C-4378-BB56-FC290A1D605A,,POINT(-73.82504902451406 40.84801262987405),,,12344.0,,BP-X19,44,,,,57FF9E8C-8523-4B8F-9708-B2DF084D167C,,Closed,,"{'type': 'Point', 'coordinates': [-73.82504902451406, 40.84801262987405]}",,
22941669,782F8BE0-DA1E-4D4F-B078-6A0347EFBE56,,POINT(-73.95414223438502 40.80966125546893),,,12424.0,9.0,BP-M24,18,30.0,13.0,Block Pruning,B2470B13-9748-4D8B-BED3-D09BF33B8F76,,Open,348,"{'type': 'Point', 'coordinates': [-73.95414223438502, 40.80966125546893]}",MANHATTAN AV,10027.0
16896629,52B8E031-0605-4CCE-B8BE-2332AFB72AE5,,POINT(-73.86337702497762 40.75514390946515),4535525.0,-73.863968,14510.0,21.0,BP-Q22,65,13.0,14.0,,13C98646-0FE3-4DF7-AFF4-02305D821195,,Open,104-21,"{'type': 'Point', 'coordinates': [-73.86337702497762, 40.75514390946515]}",105 ST,11368.0
10840531,82E90865-B214-4A55-B93B-01DA6818148F,,POINT(-74.00579886418247 40.68335919076937),,,13514.0,,BP-B20,14,,,,835F8009-5C00-4CF0-9255-509DD46402A3,,Open,*,"{'type': 'Point', 'coordinates': [-74.00579886418247, 40.68335919076937]}",,
22404025,6BE8146F-5E84-42EC-AB9B-0A55BB213319,,POINT(-74.0236419702367 40.63261039649641),,,17216.0,43.0,BP-B24,10,22.0,11.0,Block Pruning,70422D6F-649F-4E3E-A0FD-CC95E2E6A56D,,Closed,419,"{'type': 'Point', 'coordinates': [-74.0236419702367, 40.63261039649641]}",4 AV,11209.0
27709612,74A43041-19AA-453D-BC18-B29685A75F03,,POINT(-73.89371375412985 40.89008930814503),,,11609.0,,Tree Time,27,,,,459A1260-57A5-4FBB-B146-EDDB12631DF1,X092-ZN03,Open,,"{'type': 'Point', 'coordinates': [-73.89371375412985, 40.89008930814503]}",,
21348205,4315A075-5BEB-448B-A41A-4A1910CD7F57,,POINT(-73.89557346224511 40.69847214745806),,,15310.0,30.0,EAB-TRT-Q24,54,12.0,7.0,P&D - EAB,92501624-C5CB-4E13-8E12-E8A179A5A2B1,,Closed,75-01,"{'type': 'Point', 'coordinates': [-73.89557346224511, 40.69847214745806]}",60 PL,11385.0
21217472,6917A70F-00F6-4045-B20A-5DDCD71D77C5,,POINT(-74.10189615194533 40.63372989986478),,,10369.0,49.0,,4,24.0,11.0,,70FB95DD-0D89-4B62-8430-835DF2DF87A4,,Open,29,"{'type': 'Point', 'coordinates': [-74.10189615194533, 40.63372989986478]}",ABBY PL,10301.0
11292554,C8BD368E-1D1B-4D99-9B7A-AC36BB571BCC,,POINT(-73.8649724830528 40.732141752197045),,,14785.0,,BP-Q21,40,,,,434C3331-792C-4FF3-A4C9-BFF4B6080817,,Open,,"{'type': 'Point', 'coordinates': [-73.8649724830528, 40.732141752197045]}",,
10677796,0E82C4F8-2E40-4768-B95F-873F74717748,,POINT(-73.97884324643046 40.725546241967244),,,11729.0,,TRS-M20,70,,,,095F7C24-7A58-4088-857B-14A551CB4021,,Open,,"{'type': 'Point', 'coordinates': [-73.97884324643046, 40.725546241967244]}",,
20985218,ED13B4AF-5742-4B7F-9063-2362AABFBE13,,POINT(-73.96530611724238 40.651072608014886),,,17620.0,40.0,,60,21.0,9.0,,,,Open,,"{'type': 'Point', 'coordinates': [-73.96530611724238, 40.651072608014886]}",BUCKINGHAM RD,11226.0
20388951,43EA4EA0-5103-4367-A5E2-7077C1693CE5,,POINT(-73.89810124709128 40.88677606628093),,,11609.0,11.0,,27,34.0,16.0,,CF7B6190-2137-40D4-8726-B0585B445BF9,,Open,,"{'type': 'Point', 'coordinates': [-73.89810124709128, 40.88677606628093]}",REVIEW PL,10463.0
23077376,2D122F20-A68B-42CB-ABBF-4A03C2AD890C,,POINT(-73.88332072638497 40.87768705292246),,,11605.0,11.0,,24,36.0,13.0,,C9982715-022A-40AD-85FB-1CEB50C57BCF,X033-ZN02,Open,,"{'type': 'Point', 'coordinates': [-73.88332072638497, 40.87768705292246]}",GRAND CONC,10458.0
22978135,EFEE3EF4-8F15-454B-9E8F-50E10F58447A,,POINT(-73.81190991861286 40.72427481213127),,,14509.0,24.0,BP-Q24,25,14.0,6.0,Block Pruning,F9A29AF3-05E4-4184-8758-251BB8C4CF7A,,Open,153-27,"{'type': 'Point', 'coordinates': [-73.81190991861286, 40.72427481213127]}",153 ST,11367.0
23074786,8B0D9BE1-DEED-4876-83A5-3E3D2ACB2FAB,,POINT(-73.8312849984376 40.727550255225864),,,14509.0,24.0,BP-Q24,25,16.0,6.0,Block Pruning,6547A443-9E78-4F6A-A5CF-CA55F64B9FFB,,Open,69-39,"{'type': 'Point', 'coordinates': [-73.8312849984376, 40.727550255225864]}",JEWEL AVE,11367.0
24014535,D5469D4B-1D5C-40DC-B874-4D2C7FB0B99D,,POINT(-73.96886299640597 40.795579081600344),,,12422.0,7.0,,20,47.0,12.0,,09B94F4B-36BF-4CBE-905A-532F18200E38,,Open,,"{'type': 'Point', 'coordinates': [-73.96886299640597, 40.795579081600344]}",AMSTERDAM AV,10025.0
23598739,37623CED-8A5A-425E-A99A-634C282E7F92,,POINT(-73.84149784946008 40.78088032096599),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,4C6AF02B-1F23-433E-BE82-0A436FFDF377,,Open,20-28,"{'type': 'Point', 'coordinates': [-73.84149784946008, 40.78088032096599]}",127 ST,11356.0
17819306,B835EAAD-29CF-4F1E-ABBC-0412B62985C9,,POINT(-73.86344437143492 40.75311934209593),4044291.0,-73.863405,14510.0,21.0,,65,13.0,14.0,,19FEDF8A-F0F9-4DD4-8E36-6DCA5357BBF4,,Open,37-12,"{'type': 'Point', 'coordinates': [-73.86344437143492, 40.75311934209593]}",104 ST,11368.0
23771245,EA2357E5-E9BC-44AC-BFFB-2C53012C288C,,POINT(-73.8509193433441 40.79300118635722),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,74A3C2E2-B413-4E68-985E-7B79803BAE50,,Open,,"{'type': 'Point', 'coordinates': [-73.8509193433441, 40.79300118635722]}",119 ST,11356.0
22314203,08158712-AC2E-4CF0-BC5C-4DF72F1160D7,,POINT(-73.9424400444719 40.84445763950132),,,13090.0,10.0,,47,31.0,13.0,Survey Central,5689CEDE-96F4-4F8C-9B87-FBEC6F9A1E3F,,Open,83,"{'type': 'Point', 'coordinates': [-73.9424400444719, 40.84445763950132]}",HAVEN AV,10032.0
22859189,627A4EA3-1AB9-4335-A664-73BEA888694E,,POINT(-73.94275942722564 40.6771709027645),,,17618.0,36.0,BP-B24,16,25.0,8.0,Block Pruning,99193AB9-B2C1-41AD-A194-16ABA6FC8130,,Open,1428,"{'type': 'Point', 'coordinates': [-73.94275942722564, 40.6771709027645]}",KINGSTON AV,11216.0
24023150,B37FE215-F97D-47B9-8316-61E2312E779F,,POINT(-74.12324992906179 40.59899173066849),,,10700.0,50.0,BP-S25,30,24.0,11.0,Block Pruning,3D4D9107-E3C2-4F6C-AD2C-29BF02D3E3A9,,Open,21,"{'type': 'Point', 'coordinates': [-74.12324992906179, 40.59899173066849]}",BRIELLE AV,10314.0
22693134,115F7BAB-2FE5-465E-B383-6777FB8349CD,,POINT(-73.9783867525937 40.77983693097797),,,12420.0,6.0,BP-M25,20,29.0,10.0,Block Pruning,A01A17FC-736E-43BD-8577-D9A138C6C90F,,Open,119,"{'type': 'Point', 'coordinates': [-73.9783867525937, 40.77983693097797]}",COLUMBUS AV,10023.0
10946372,905752E2-6520-4A54-A3A2-864FBC41E853,,POINT(-73.9136893273125 40.66524179221197),,,17614.0,,BP-B20,55,,,,2AE8F97D-871A-4AF6-9D7B-11030519C290,,Open,*,"{'type': 'Point', 'coordinates': [-73.9136893273125, 40.66524179221197]}",,
22332129,C574A219-9C1C-407B-8B93-6B88C4110B3E,"Bucket, Loader & Chipper",POINT(-73.85053330124099 40.74508332249836),,,14510.0,21.0,,67,13.0,14.0,CPTP,EA35B97D-A336-4812-B699-B8FEEFF0A230,,Open,,"{'type': 'Point', 'coordinates': [-73.85053330124099, 40.74508332249836]}",111 ST,11355.0
11005161,324FBE77-9BB5-48C4-9A15-14117BF6B7F9,,POINT(-73.91281322480341 40.82286983289633),,,10929.0,,BP-X23,34,,,,1FA65C95-F9E4-4415-9F92-ED589D070406,,Open,*,"{'type': 'Point', 'coordinates': [-73.91281322480341, 40.82286983289633]}",,
21837237,D5D78E37-39ED-4373-B7F1-EA97BE4908A2,,POINT(-73.95638647651818 40.67040590734893),,,17618.0,,,16,,,,219B69B9-29F2-4A0A-97F5-01958E33BE91,,Cancel,371,"{'type': 'Point', 'coordinates': [-73.95638647651818, 40.67040590734893]}",,
10530932,E07E9902-550D-4AD4-81A7-C7D2CF7C2E3E,,POINT(-73.9502492292151 40.694359763875084),,,17213.0,,BP-B20,69,,,,B60AC548-4DCC-48F6-9B93-B58258C678B3,,Open,*,"{'type': 'Point', 'coordinates': [-73.9502492292151, 40.694359763875084]}",,
21698239,8A8C55D1-9D87-4839-BC13-15373896E5F6,,POINT(-74.00567347873618 40.725383882728856),,,12076.0,3.0,BP-M24,57,27.0,10.0,Block Pruning,E24811FF-A534-48E0-A6CB-E111B0ABE4E1,,Closed,124,"{'type': 'Point', 'coordinates': [-74.00567347873618, 40.725383882728856]}",SPRING ST,10013.0
23398796,80D3565E-0150-4AE7-832D-5C4C65506194,,POINT(-73.82811824113519 40.79225536649263),,,14192.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,A01644B1-D5B7-4F90-BBB9-BAF3F60F91D9,,Open,22,"{'type': 'Point', 'coordinates': [-73.82811824113519, 40.79225536649263]}",BLVD,11357.0
10901108,EB9018F9-54EA-47CF-A2F9-497CD75F0C6B,,POINT(-73.90787947849577 40.68019819227243),,,13516.0,,BP-B20,55,,,,0D1B6574-90D1-43E7-A4BD-CE177CEA1FE9,,Open,*,"{'type': 'Point', 'coordinates': [-73.90787947849577, 40.68019819227243]}",,
21845099,0178AA55-0EB1-4A24-9131-61548FAB5236,,POINT(-73.88545945685816 40.88297719512368),,,11605.0,,XG-122M,24,,,,B7F252BB-07CE-4555-8785-B221D6E3485B,X033-ZN01,Alternate,,"{'type': 'Point', 'coordinates': [-73.88545945685816, 40.88297719512368]}",,
22823409,BC3C6D9A-6D51-4607-A4D6-56E6A3F1668D,,POINT(-73.82319727976648 40.720885258970384),,,14509.0,24.0,BP-Q24,25,15.0,6.0,Block Pruning,2749C360-C736-43BF-B8D1-B4121F5297DA,,Open,77-07,"{'type': 'Point', 'coordinates': [-73.82319727976648, 40.720885258970384]}",138 ST,11367.0
22290940,97CF0650-E724-46A0-85DA-4995D6A5896E,,POINT(-73.72418120806152 40.754287141068176),,,14197.0,23.0,BP-Q24,26,11.0,3.0,Block Pruning,E54AF7E9-A528-4C92-A7F1-8BAD492776C0,,Open,66-16,"{'type': 'Point', 'coordinates': [-73.72418120806152, 40.754287141068176]}",253 ST,11362.0
22021938,C4AC567D-C94F-417E-A961-05086F22A86E,,POINT(-73.95012232156027 40.78810340621272),,,12426.0,5.0,BP-M24,7,30.0,13.0,Block Pruning,DB8F7BB3-5165-41A8-AA84-B18B49460374,,Closed,101,"{'type': 'Point', 'coordinates': [-73.95012232156027, 40.78810340621272]}",E 99 ST,10029.0
24090809,A5B9F9EC-9561-4E32-BE72-641E6343AE12,,POINT(-73.86544461177337 40.72971650691722),,,14785.0,30.0,BP-Q24,40,12.0,6.0,Block Pruning,7732D06F-B8AD-48B5-858D-2D83ACFAC3FC,,Open,62-099,"{'type': 'Point', 'coordinates': [-73.86544461177337, 40.72971650691722]}",63 AV,11374.0
7728732,6CBFF9B6-71AE-4DCE-9CE8-DE939FC04052,,POINT(-73.82617387472072 40.84948013651232),,,12344.0,,BP-X19,44,,,,59BFEB2C-0C51-4D5E-9342-DB1135506738,X039-ZN02,Closed,,"{'type': 'Point', 'coordinates': [-73.82617387472072, 40.84948013651232]}",,
17176723,3C65ED4B-CEE6-46B9-A54E-60A303BDFAA9,,POINT(-73.9071132459026 40.77176479468483),,,16862.0,22.0,BP-Q22,39,13.0,14.0,,D01C5D46-D615-4DE2-B068-77F451E06AB6,,Open,,"{'type': 'Point', 'coordinates': [-73.9071132459026, 40.77176479468483]}",38 ST,11105.0
21918854,116D11B9-99CF-4846-B43C-4A72998A9262,,POINT(-73.89981243708696 40.77240886907997),,,16862.0,22.0,EAB-TRT-Q24,39,13.0,14.0,P&D - EAB,3AA70761-4313-4A4A-B7A2-103438AD8A95,,Closed,20-73,"{'type': 'Point', 'coordinates': [-73.89981243708696, 40.77240886907997]}",46 ST,11105.0
