source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,match_type,currency,keyword_status,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,27,0.48
"",2023-07-04,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951505,puzzle,EXACT,USD,PAUSED,3,0,0,0,0,0,0,0,0,200,16.6
"",2024-12-27,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951501,casual,BROAD,USD,PAUSED,13,3,3,0,0,3,3,3,3,147,13.01
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,16,0.12
"",2023-11-03,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,16,8,8,0,0,8,8,8,8,117,14.27
"",2023-11-30,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951548,puzzle,EXACT,USD,ACTIVE,21,5,5,0,0,5,5,5,5,196,19.59
"",2022-08-24,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951521,action,BROAD,USD,ACTIVE,10,1,1,0,0,1,1,1,1,128,6.46
"",2024-07-06,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951493,time wasters,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,115,16.31
"",2024-03-27,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951559,action,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,44,8.41
"",2023-06-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951502,sports,EXACT,USD,PAUSED,8,1,1,0,0,1,1,1,1,151,14.9
"",2024-08-29,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951553,education,BROAD,USD,ACTIVE,19,9,9,0,0,9,9,9,9,146,5.25
"",2022-11-16,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951512,kids,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,31,10.78
"",2024-01-17,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951499,photo,EXACT,USD,PAUSED,3,1,1,0,0,1,1,1,1,45,10.13
"",2022-08-14,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951530,game,BROAD,USD,ACTIVE,7,3,3,0,0,3,3,3,3,75,8.24
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,18,0
"",2025-01-25,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951555,music,BROAD,USD,ACTIVE,9,3,3,0,0,3,3,3,3,118,17.28
"",2022-10-30,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951507,action,BROAD,USD,ACTIVE,18,3,3,0,0,3,3,3,3,190,9.23
"",2025-06-18,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951559,action,BROAD,USD,ACTIVE,16,5,5,0,0,5,5,5,5,144,10.22
"",2023-03-05,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951567,download,EXACT,USD,ACTIVE,1,1,1,0,0,1,1,1,1,18,17.85
"",2023-05-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,12,6,6,0,0,6,6,6,6,139,13.6
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,5,1.39
"",2024-11-27,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951557,download,EXACT,USD,ACTIVE,13,3,3,0,0,3,3,3,3,169,8.11
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,38,0
"",2022-01-19,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951553,education,BROAD,USD,ACTIVE,11,1,1,0,0,1,1,1,1,143,1.06
"",2025-01-29,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951577,simulation,BROAD,USD,ACTIVE,5,0,0,0,0,0,0,0,0,49,6.33
"",2022-05-09,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951499,photo,EXACT,USD,PAUSED,4,1,1,0,0,1,1,1,1,92,2.82
"",2023-12-22,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951545,simulation,BROAD,USD,ACTIVE,5,1,1,0,0,1,1,1,1,77,5.61
"",2022-07-03,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,175,3.98
"",2023-09-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,15,2,2,0,0,2,2,2,2,180,16.98
"",2022-12-04,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,983951543,puzzle,EXACT,USD,ACTIVE,16,3,3,0,0,3,3,3,3,111,3.27
"",2025-05-08,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951496,strategy,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,94,5.36
"",2025-09-24,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,3,1,1,0,0,1,1,1,1,47,16.71
"",2023-09-21,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951494,bored,BROAD,USD,ACTIVE,8,3,3,0,0,3,3,3,3,95,9.02
"",2025-03-04,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951558,arcade,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,45,5.26
"",2024-12-03,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,10,5,5,0,0,5,5,5,5,81,10.94
"",2023-10-31,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,11,5,5,0,0,5,5,5,5,181,13.45
"",2025-09-10,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951535,app,EXACT,USD,ACTIVE,11,3,3,0,0,3,3,3,3,109,4.5
"",2024-02-08,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951510,fun,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,20,6.74
"",2024-12-20,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951550,action,BROAD,USD,ACTIVE,14,3,3,0,0,3,3,3,3,169,14.84
"",2022-10-07,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,11,2,2,0,0,2,2,2,2,146,1.35
"",2025-03-27,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951519,game,EXACT,USD,ACTIVE,18,7,7,0,0,7,7,7,7,146,0.56
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2025-05-04,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951538,simulation,EXACT,USD,ACTIVE,8,3,3,0,0,3,3,3,3,88,4.64
"",2025-02-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,20,3,3,0,0,3,3,3,3,136,11.2
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,3,0
"",2023-01-31,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951529,download,BROAD,USD,PAUSED,21,5,5,0,0,5,5,5,5,197,15.33
"",2023-03-17,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951493,time wasters,BROAD,USD,ACTIVE,8,3,3,0,0,3,3,3,3,109,1.38
"",2022-02-01,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,983951543,puzzle,EXACT,USD,ACTIVE,7,0,0,0,0,0,0,0,0,54,7.76
"",2022-02-10,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951530,game,BROAD,USD,ACTIVE,9,4,4,0,0,4,4,4,4,66,1.83
"",2023-07-12,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,4,2,2,0,0,2,2,2,2,99,16.88
"",2024-05-29,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951504,game,BROAD,USD,ACTIVE,15,6,6,0,0,6,6,6,6,152,15.9
"",2022-05-07,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,175,3.18
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093314,tip tap cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2023-05-23,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951509,play,EXACT,USD,ACTIVE,16,3,3,0,0,3,3,3,3,200,9.48
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,45,0
"",2023-02-28,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951572,adventure,BROAD,USD,PAUSED,3,1,1,0,0,1,1,1,1,111,16.33
"",2024-08-23,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951507,action,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,141,11.03
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,41,0.9
"",2022-06-14,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,13,3,3,0,0,3,3,3,3,117,2.27
"",2024-02-12,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951528,education,BROAD,USD,PAUSED,2,1,1,0,0,1,1,1,1,134,2.94
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,23,0
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,15,0.12
"",2023-06-30,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951550,action,BROAD,USD,ACTIVE,16,3,3,0,0,3,3,3,3,143,4.34
"",2025-05-16,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951549,play,BROAD,USD,ACTIVE,7,2,2,0,0,2,2,2,2,48,8.53
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951497,play,BROAD,USD,PAUSED,7,0,0,0,0,0,0,0,0,54,14.63
"",2023-01-19,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951572,adventure,BROAD,USD,PAUSED,10,0,0,0,0,0,0,0,0,115,14.68
"",2025-02-23,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,1,1,1,0,0,1,1,1,1,37,14.44
"",2025-07-02,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,15,6,6,0,0,6,6,6,6,200,11.37
"",2025-05-30,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951555,music,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,24,1.12
"",2023-12-31,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951506,strategy,BROAD,USD,ACTIVE,14,5,5,0,0,5,5,5,5,195,16.23
"",2025-09-22,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,10,5,5,0,0,5,5,5,5,132,8.05
"",2022-11-13,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951560,puzzle,BROAD,USD,PAUSED,7,1,1,0,0,1,1,1,1,132,15.58
"",2024-05-10,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,983951543,puzzle,EXACT,USD,ACTIVE,3,1,1,0,0,1,1,1,1,168,1.98
"",2022-01-17,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951491,im bored,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,200,10.04
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,30,0
"",2024-09-21,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951490,dumb games,BROAD,USD,ACTIVE,4,1,1,0,0,1,1,1,1,64,12.9
"",2024-12-04,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951529,download,BROAD,USD,PAUSED,11,4,4,0,0,4,4,4,4,200,17.38
"",2024-11-16,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951510,fun,BROAD,USD,ACTIVE,6,1,1,0,0,1,1,1,1,143,3.83
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,45,0.16
"",2025-07-07,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,2,0,0,0,0,0,0,0,0,66,18.38
"",2023-07-14,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951542,photo,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,22,12.47
"",2024-07-05,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,1,1,1,0,0,1,1,1,1,22,2.15
"",2025-11-13,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951526,family,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,150,17.65
"",2022-10-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093314,tip tap cat,BROAD,USD,ACTIVE,9,1,1,0,0,1,1,1,1,196,4.32
"",2023-10-25,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,10,3,3,0,0,3,3,3,3,185,10.1
"",2022-11-27,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,23,4,4,0,0,4,4,4,4,155,8.32
"",2022-03-04,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,2,1,1,0,0,1,1,1,1,109,19.68
"",2025-09-03,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,4,1,1,0,0,1,1,1,1,170,3.05
"",2023-10-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,12,0,0,0,0,0,0,0,0,135,15.96
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,29,0.05
"",2022-11-23,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951537,play,BROAD,USD,PAUSED,18,2,2,0,0,2,2,2,2,184,10.64
"",2022-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,8,1,1,0,0,1,1,1,1,147,6.52
"",2022-09-15,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951572,adventure,BROAD,USD,PAUSED,15,3,3,0,0,3,3,3,3,136,14.78
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,11,0
"",2025-07-30,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,983951561,download,EXACT,USD,ACTIVE,2,0,0,0,0,0,0,0,0,27,16.94
"",2022-11-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951495,sports,BROAD,USD,PAUSED,3,1,1,0,0,1,1,1,1,65,7.25
"",2024-07-28,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951537,play,BROAD,USD,PAUSED,7,0,0,0,0,0,0,0,0,83,5.24
"",2023-05-12,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,15,5,5,0,0,5,5,5,5,134,5.03
"",2025-05-16,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951575,family,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,57,1.36
"",2022-09-18,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951540,strategy,EXACT,USD,ACTIVE,5,0,0,0,0,0,0,0,0,65,12.23
"",2022-04-03,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951522,fun,EXACT,USD,ACTIVE,20,8,8,0,0,8,8,8,8,148,15.24
"",2024-08-20,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951512,kids,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,23,18.94
"",2024-12-04,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951521,action,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,102,10.57
"",2023-11-24,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951534,game,EXACT,USD,PAUSED,3,1,1,0,0,1,1,1,1,92,11.37
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,2,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,4,1,1,0,0,1,1,1,1,188,2.53
"",2024-05-31,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951570,game,BROAD,USD,ACTIVE,6,0,0,0,0,0,0,0,0,145,4.03
"",2025-09-08,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951528,education,BROAD,USD,PAUSED,6,2,2,0,0,2,2,2,2,48,18.44
"",2022-06-18,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951512,kids,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,165,14.63
"",2025-08-03,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,4,1,1,0,0,1,1,1,1,63,18.65
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2022-03-02,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951535,app,EXACT,USD,ACTIVE,2,1,1,0,0,1,1,1,1,19,16.47
"",2024-11-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,16,8,8,0,0,8,8,8,8,145,14.4
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,199,4.24
"",2022-07-16,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,104,18.52
"",2024-03-27,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951509,play,EXACT,USD,ACTIVE,12,2,2,0,0,2,2,2,2,134,5.2
"",2023-11-05,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951516,action,EXACT,USD,ACTIVE,10,2,2,0,0,2,2,2,2,96,8.99
"",2025-11-21,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951522,fun,EXACT,USD,ACTIVE,7,3,3,0,0,3,3,3,3,167,2.36
"",2022-05-30,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951502,sports,EXACT,USD,PAUSED,3,1,1,0,0,1,1,1,1,41,4.6
"",2022-05-31,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951578,racing,EXACT,USD,ACTIVE,13,1,1,0,0,1,1,1,1,160,15.47
"",2025-10-02,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,12,5,5,0,0,5,5,5,5,135,16
"",2022-10-06,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951509,play,EXACT,USD,ACTIVE,15,3,3,0,0,3,3,3,3,129,5.34
"",2022-03-11,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951557,download,EXACT,USD,ACTIVE,7,3,3,0,0,3,3,3,3,60,12.97
"",2021-12-29,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951569,adventure,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,43,17.61
"",2023-04-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,13,15.96
"",2022-05-08,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951569,adventure,BROAD,USD,PAUSED,1,1,1,0,0,1,1,1,1,18,11
"",2025-01-01,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951549,play,BROAD,USD,ACTIVE,26,10,10,0,0,10,10,10,10,184,11.23
"",2024-09-15,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951526,family,BROAD,USD,ACTIVE,21,10,10,0,0,10,10,10,10,142,1.64
"",2022-10-19,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951550,action,BROAD,USD,ACTIVE,2,1,1,0,0,1,1,1,1,15,1.98
"",2024-07-09,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951524,music,EXACT,USD,ACTIVE,2,0,0,0,0,0,0,0,0,18,14.14
"",2023-09-05,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,6,1,1,0,0,1,1,1,1,143,13.26
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,29,0
"",2024-08-08,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,983951543,puzzle,EXACT,USD,ACTIVE,5,1,1,0,0,1,1,1,1,52,10.41
"",2023-06-08,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,7,3,3,0,0,3,3,3,3,95,7.14
"",2022-06-11,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,3,0,0,0,0,0,0,0,0,92,14.6
"",2022-08-24,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951570,game,BROAD,USD,ACTIVE,15,1,1,0,0,1,1,1,1,105,14.35
"",2025-09-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,6,0,0,0,0,0,0,0,0,63,7.8
"",2022-08-25,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,3,1,1,0,0,1,1,1,1,74,10.37
"",2025-11-27,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951498,education,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,44,0.62
"",2023-05-03,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951566,free,BROAD,USD,ACTIVE,10,0,0,0,0,0,0,0,0,166,10.31
"",2023-12-30,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,3,1,1,0,0,1,1,1,1,173,4.7
"",2023-04-27,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951506,strategy,BROAD,USD,ACTIVE,2,1,1,0,0,1,1,1,1,36,15.61
"",2023-05-01,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951546,play,EXACT,USD,ACTIVE,16,6,6,0,0,6,6,6,6,126,8.92
"",2023-10-12,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951532,adventure,EXACT,USD,ACTIVE,14,7,7,0,0,7,7,7,7,185,17.04
"",2025-04-24,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951493,time wasters,BROAD,USD,ACTIVE,21,9,9,0,0,9,9,9,9,177,10.97
"",2023-12-04,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951548,puzzle,EXACT,USD,ACTIVE,11,4,4,0,0,4,4,4,4,94,9.23
"",2022-05-13,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951572,adventure,BROAD,USD,PAUSED,6,0,0,0,0,0,0,0,0,72,17.15
"",2024-02-27,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,8,4,4,0,0,4,4,4,4,167,7.28
"",2023-02-06,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951496,strategy,BROAD,USD,ACTIVE,9,0,0,0,0,0,0,0,0,198,0.93
"",2022-04-20,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951521,action,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,151,10.06
"",2024-07-27,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951538,simulation,EXACT,USD,ACTIVE,1,0,0,0,0,0,0,0,0,68,1.89
"",2025-06-30,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951520,fun,BROAD,USD,ACTIVE,7,3,3,0,0,3,3,3,3,90,17.94
"",2023-08-12,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951492,relax games,BROAD,USD,ACTIVE,7,0,0,0,0,0,0,0,0,52,14.95
