list_id,name,description,title,is_crm_visible,is_public,is_dynamic,created_timestamp,updated_timestamp,_fivetran_synced
111761,WuwoxVoWyU27Trw62S+Qmw==,,,f,f,f,2019-05-01 10:13:09 UTC,2019-05-01 10:13:09 UTC,2019-05-01 18:08:00.765 UTC
97067,AixJ8CZwGpKSwdgXDyC9AQ==,,,f,f,f,2018-09-07 11:47:11 UTC,2018-09-07 11:47:11 UTC,2018-10-26 21:21:11.765 UTC
125175,MBItBjfh3o/Yc0LGtvm+wA==,,,f,f,f,2019-12-18 15:03:43 UTC,2019-12-18 15:03:43 UTC,2019-12-19 18:08:40.210 UTC
111757,uH2IQSOq/qy9rCcL7wxSdQ==,,,f,f,f,2019-05-01 10:00:10 UTC,2019-05-01 10:00:10 UTC,2019-05-01 17:08:01.114 UTC
102597,dOCHUL66FCGRb5CxMQ9Zhg==,,,f,f,f,2018-12-04 07:43:33 UTC,2018-12-04 07:43:33 UTC,2018-12-04 17:08:09.594 UTC
124477,Mog50OIccAhNa0K4Iu/ncg==,,,f,f,f,2019-12-05 18:15:18 UTC,2019-12-05 18:16:10 UTC,2019-12-11 20:08:45.897 UTC
101717,oKw2YEimyvfDZyQme1LGfw==,,,f,f,f,2018-11-21 11:17:09 UTC,2018-11-21 11:17:39 UTC,2018-11-21 22:08:37.847 UTC
120831,vffJSaSfMIJk26BdEUv0AA==,,,f,f,f,2019-10-04 15:09:17 UTC,2019-10-04 15:09:22 UTC,2019-10-08 17:08:04.097 UTC
115423,cw3iwUqiw0f6t08RJzsDkA==,,,f,f,f,2019-07-03 14:15:21 UTC,2019-07-03 14:21:08 UTC,2019-07-03 22:08:05.288 UTC
100521,+gQB7yrDFDiARixbX0jQ5w==,,,f,f,f,2018-10-31 13:50:26 UTC,2018-10-31 13:50:26 UTC,2018-11-02 05:08:41.282 UTC
126607,0tHy0qdr5x9xTmyJ6x+g0Q==,,,f,f,f,2020-01-23 10:18:45 UTC,2020-01-23 10:19:02 UTC,2020-01-23 19:09:26.768 UTC
119717,8B1336rS7pk5Pl9iBr/ZUQ==,,,f,f,f,2019-09-19 08:31:19 UTC,2019-09-19 08:31:24 UTC,2019-09-19 16:08:03.315 UTC
106348,BQdaSBcAHz0Tsojxiq00sQ==,,,f,f,f,2019-02-07 10:30:25 UTC,2019-02-07 10:30:40 UTC,2019-02-12 18:08:08.714 UTC
83644,LXv+qr02jwfg+0YTfrQ7Kg==,,,f,f,f,2018-02-15 00:11:02 UTC,2018-02-15 00:11:02 UTC,2018-10-26 21:21:11.765 UTC
108508,A0wzUL35ZZqzbIVgrD281A==,F4/ZCp/2jPhulJupZrpNkA==,igX8nG10v2ofatJrVJgOlA==,f,t,f,2019-03-12 13:01:08 UTC,2019-03-21 15:35:19 UTC,2019-03-21 23:08:04.305 UTC
111673,Y6J8+CKlB2rNnH16FTierQ==,zImBQ4Z6SuqFj9zJE1qKDg==,MFTLZS47shIKa62nMp+Izg==,f,t,f,2019-04-30 13:35:15 UTC,2019-04-30 14:10:36 UTC,2019-04-30 23:08:01.001 UTC
108630,i+B3UCOkPCyWk1GomhpH5A==,,,f,f,f,2019-03-14 12:52:52 UTC,2019-03-14 13:06:48 UTC,2019-03-20 00:08:05.858 UTC
119891,MSp312RGeBO7RI2rM5SBMA==,,,f,f,f,2019-09-23 12:34:10 UTC,2019-09-23 12:35:45 UTC,2019-09-23 20:08:11.462 UTC
120237,OcY8qHY11npazehMYBVeAg==,,,f,f,f,2019-09-27 16:31:28 UTC,2019-09-27 16:31:33 UTC,2019-09-30 18:18:31.614 UTC
121137,u1Xow9tfLrv1KgcAeBEpvw==,,,f,f,f,2019-10-10 11:11:03 UTC,2019-10-10 11:20:15 UTC,2019-10-10 22:07:31.265 UTC
117297,68v7CWcVt1b7Wo09lJRVkg==,,,f,f,f,2019-08-09 10:09:21 UTC,2019-08-09 10:09:45 UTC,2019-08-09 18:08:03.858 UTC
125693,wdMy+BmP4bs4KvbkSMMnBQ==,,,f,f,f,2020-01-08 11:29:48 UTC,2020-01-08 11:29:55 UTC,2020-01-10 02:09:32.555 UTC
125219,hryP24YaFnRl9mMEBRYTsw==,,,f,f,f,2019-12-19 10:01:22 UTC,2019-12-19 10:01:22 UTC,2019-12-19 18:08:40.210 UTC
102971,ca5qOczJG5qporARS+0NHg==,,,f,f,f,2018-12-10 14:17:44 UTC,2018-12-10 14:17:50 UTC,2018-12-11 22:08:04.147 UTC
113985,X6N0x/pNg0TtwHYYlez7OQ==,,,f,f,f,2019-06-07 16:09:57 UTC,2019-06-07 16:10:03 UTC,2019-06-11 07:23:43 UTC
126647,b2KHJZ0pEnJoYr9/6UFw3w==,,,f,f,f,2020-01-24 08:35:25 UTC,2020-01-24 08:35:34 UTC,2020-02-05 18:08:27.485 UTC
102603,jLRtJDodT3FEyw12z+Vv6g==,,,f,f,f,2018-12-04 08:21:20 UTC,2018-12-04 08:21:20 UTC,2018-12-04 23:08:39.350 UTC
119123,GWKTU5X66PQY4z5KGrq9rQ==,,,f,f,f,2019-09-10 16:34:29 UTC,2019-09-10 16:34:29 UTC,2019-09-11 16:08:27.686 UTC
126373,8Rke847VIF4V3SadVuoyCQ==,,,f,f,f,2020-01-17 12:27:34 UTC,2020-01-17 12:36:14 UTC,2020-01-21 18:08:20.332 UTC
123673,luhA3tZS2pUNau6VpmL7kw==,,,f,f,f,2019-11-22 10:55:38 UTC,2019-11-22 10:55:45 UTC,2019-11-25 18:08:12.694 UTC
83642,/W3zTuTnZCwCztYBICj2uA==,,,f,f,f,2018-02-15 00:11:02 UTC,2019-01-04 16:13:11 UTC,2019-01-05 01:07:58.810 UTC
