objectid,updateddate,bbl,physicalid,woentity,closeddate,createddate,:@computed_region_yeji_bk3q,parkname,latitude,actualfinishdate,wocategory
21952642,,,52258.0,Expense,,2023-09-29T19:21:49,1,,,NaT,Block Pruning
22492122,,,180743.0,Expense,,2023-12-11T13:16:10,4,,,NaT,Block Pruning
28003808,,,,Expense,,2025-10-02T17:20:00,5,Pelham Bay Park,,,Stump Removal
23092478,,,19119.0,Expense,,2024-02-13T18:29:44,4,,,NaT,Block Pruning
515009,,,,In-House,,2015-03-30T04:00:00,5,,,2015-03-30 04:00:00,Risk Mitigation
24275429,,,99373.0,Expense,,2024-07-01T15:34:40,5,,,NaT,Misc Work
19229142,,,,Grant,,2022-10-18T18:05:00,4,St. Nicholas Park,,NaT,Tree Planting
22426484,,,,In-House,,2023-12-04T15:33:19,2,,,NaT,Risk Mitigation
11105322,2020-05-27T14:35:00,,,Expense,2020-05-27T14:35:00,2020-02-06T19:36:00,3,Gorman Playground,,2020-05-20 04:00:00,Block Pruning
27327825,,,159603.0,Expense,,2025-07-28T17:03:38,4,,,,Block Pruning
23457857,,,74000.0,Expense,,2024-03-22T15:28:47,2,,,NaT,Block Pruning
24088080,,,44545.0,Expense,,2024-06-12T14:47:16,2,,,NaT,Block Pruning
10782330,,,,Expense,,2019-12-09T13:14:00,2,P.S. 4 Paradise Garden,,NaT,Block Pruning
24194030,,,58770.0,Expense,,2024-06-24T18:31:15,2,,,NaT,Block Pruning
24004307,,,85319.0,Expense,,2024-05-29T15:06:54,2,,,NaT,Block Pruning
24271714,,,42676.0,Expense,,2024-07-01T17:29:23,2,,,NaT,Block Pruning
17468795,,,,Expense,,2022-04-15T12:45:05,2,McCarren Park,,NaT,Block Pruning
27342089,,,,In-House,,2025-07-29T14:25:46,3,Roy Wilkins Recreation Center,,,Risk Mitigation
16196120,,3076050034.0,46063.0,Expense,,2022-01-12T12:35:54,2,,40.625283,NaT,Block Pruning
20900026,2023-01-11T18:57:39,,,Horticulture,2023-01-11T18:57:39,2023-01-11T18:57:39,5,Claremont Park,,2023-01-11 18:57:39,Block Pruning
10666990,2019-09-23T12:09:33,,,Expense,,2019-09-20T13:31:26,4,9th St Community Garden Park,,NaT,Block Pruning
18245710,,4132480030.0,84444.0,Capital,,2022-07-01T14:49:50,3,,40.667615,NaT,Risk Mitigation
22954612,,,41791.0,Expense,,2024-01-30T18:03:55,5,,,NaT,Block Pruning
20401890,,,,In-House,,2023-04-21T15:25:09,5,Pelham Bay Park,,NaT,Risk Mitigation
23752043,,,100319.0,Expense,,2024-04-25T14:41:17,2,,,NaT,Block Pruning
24851145,,,,In-House,,2024-08-28T15:01:58,2,Marine Park,,NaT,Risk Mitigation
23183739,,,53890.0,Expense,,2024-02-22T21:04:48,1,,,NaT,Block Pruning
17198716,,,,Permitted,,2022-03-23T15:15:18,3,Forest Park,,NaT,Risk Mitigation
16657345,,3056200062.0,51268.0,Expense,,2022-02-15T17:23:23,2,,40.639285,NaT,Block Pruning
23918605,,,54401.0,In-House,,2024-05-20T13:58:14,5,,,NaT,Risk Mitigation
22398960,,,34553.0,Expense,,2023-11-29T15:52:40,3,,,NaT,Block Pruning
9260346,2018-11-30T18:30:20,,,Expense,2021-09-13T11:11:11,2018-11-30T13:30:20,3,,,2019-03-07 00:00:00,Block Pruning
22271111,,,,In-House,,2023-11-08T13:38:10,3,Flushing Meadows Corona Park,,NaT,Risk Mitigation
19034159,,,,In-House,,2022-09-16T14:36:52,4,The Battery,,NaT,Risk Mitigation
10383675,,,,Expense,,2019-10-23T16:44:00,4,Humacao Community Garden,,NaT,Block Pruning
3367418,,,,Permitted,2016-04-19T13:09:00,2016-04-19T13:09:00,4,Bryant Park,,2016-04-01 04:00:00,Stump Removal
22961621,,,17050.0,Expense,,2024-01-31T13:41:59,3,,,NaT,Block Pruning
23456480,,,68702.0,Expense,,2024-03-22T17:56:56,2,,,NaT,Block Pruning
11144420,,,,Expense,,2020-02-14T18:40:00,3,George Eagle Carr Community Garden,,NaT,Block Pruning
22399433,,,100066.0,Expense,,2023-11-29T15:34:37,3,,,NaT,Block Pruning
22269758,,,,Expense,,2023-11-02T16:46:06,1,,,NaT,Block Pruning
21401057,,,45264.0,Expense,,2023-08-07T16:44:11,2,,,NaT,Misc Work
27968997,,,106941.0,Expense,,2025-09-30T14:27:45,5,,,,Stump Removal
21419148,,,70973.0,Expense,,2023-08-08T17:05:06,3,,,2023-09-28 06:00:00,Block Pruning
23907525,,,,Expense,,2024-05-17T15:23:41,1,,,NaT,Block Pruning
22531785,,,84348.0,In-House,,2023-12-14T14:30:34,3,,,NaT,Risk Mitigation
26421934,,,,Expense,,2025-03-27T16:35:00,5,St. James Park,,,Stump Removal
21953190,,,51298.0,Expense,,2023-09-28T17:31:44,2,,,NaT,Misc Work
22384104,,,83993.0,Expense,,2023-11-28T14:58:35,3,,,NaT,Block Pruning
22744223,,,81205.0,Expense,,2024-01-09T13:44:00,4,,,NaT,Block Pruning
24118168,,,55069.0,Expense,,2024-06-14T15:12:38,2,,,NaT,Block Pruning
23774750,,,,Expense,,2024-04-29T20:24:46,1,,,NaT,Block Pruning
8559659,2023-02-17T14:13:10,,,In-House,,2018-07-23T13:31:00,5,Bronx Park,,NaT,Risk Mitigation
20868913,,4135890012.0,,Expense,,2023-06-16T22:21:50,3,,40.658736,NaT,Block Pruning
11050768,,,,Expense,,2020-01-28T18:03:00,5,Cook Community Farm,,NaT,Block Pruning
18005916,,,,Expense,,2022-06-13T13:35:49,5,Claremont Park,,2022-06-17 12:00:00,Block Pruning
19516623,,,,Expense,,2022-12-08T17:05:48,2,Ericsson Playground,,NaT,Block Pruning
10555369,2019-09-09T18:46:52,,,Expense,,2019-09-09T14:46:49,4,Kenkeleba House,,NaT,Block Pruning
11028791,,,,Expense,,2020-01-24T14:02:00,5,El Coqui Community Garden,,NaT,Block Pruning
23425721,,,,Expense,,2024-03-19T17:30:36,3,,,NaT,Block Pruning
23740021,,,,In-House,,2024-04-23T15:08:02,5,Rock Garden Park,,NaT,Risk Mitigation
11135621,,,,Expense,,2020-02-13T17:56:00,3,Two Coves Community Garden,,NaT,Block Pruning
11098376,2020-02-06T21:18:00,,,Expense,,2020-02-06T17:40:00,5,Victory Garden,,NaT,Block Pruning
17427062,,,100872.0,In-House,,2022-04-12T14:01:11,5,,,NaT,Risk Mitigation
20986026,,3071310050.0,60425.0,In-House,,2023-06-28T14:18:17,2,,40.595998,NaT,Risk Mitigation
22028696,,,83416.0,In-House,,2023-10-11T13:54:21,3,,,NaT,Risk Mitigation
22939825,,,23437.0,Expense,,2024-01-29T16:36:02,3,,,NaT,Block Pruning
3037487,2016-11-17T14:58:03,,,In-House,,2016-03-16T13:04:46,2,Sunset Park,,NaT,Risk Mitigation
24032835,,,,Con-Ed,,2024-06-03T15:17:43,2,,,NaT,Risk Mitigation
24038927,,,26432.0,Expense,,2024-06-04T12:56:55,3,,,NaT,Risk Mitigation
22873969,,,65081.0,Expense,,2024-01-16T13:36:54,5,,,NaT,Block Pruning
22572614,,,37496.0,Expense,,2023-12-19T14:06:03,2,,,NaT,Block Pruning
9873141,2019-04-02T18:50:05,,,DDC,,2019-04-02T14:50:04,5,Pelham Parkway,,NaT,Risk Mitigation
11244252,2020-05-14T18:26:28,,,Expense,,2020-03-04T14:28:00,3,Horace Harding Playground,,NaT,Block Pruning
16802230,,2032800033.0,52828.0,In-House,,2022-02-24T14:46:24,5,,40.868622,NaT,Risk Mitigation
21558828,,,99025.0,Expense,,2023-08-17T17:58:17,4,,,NaT,Block Pruning
23509294,,,,Expense,,2024-03-28T18:57:31,5,Barretto Point Park,,NaT,Stump Removal
23441214,,,4782.0,Expense,,2024-03-21T15:13:56,3,,,NaT,Stump Removal
22532830,,,103542.0,Expense,,2023-12-14T16:03:07,2,,,NaT,Stump Removal
9401970,2019-04-01T13:36:27,,,In-House,,2019-01-11T08:13:00,4,Humacao Community Garden,,NaT,Risk Mitigation
622174,,,,In-House,2015-06-22T18:10:00,2015-06-22T18:10:00,3,Moore Homestead Playground,,2015-06-16 04:00:00,Risk Mitigation
22288442,,,,Capital,,2023-11-13T15:19:00,3,,,NaT,Tree Planting
22720298,,,81207.0,Expense,,2024-01-05T18:02:03,4,,,NaT,Block Pruning
10710176,,,,Expense,,2019-11-20T19:22:00,2,Madison Square Garden Association,,NaT,Block Pruning
22255577,,,,Expense,,2023-11-03T15:22:19,5,,,2023-12-05 06:00:00,Block Pruning
16494132,,4027290032.0,93008.0,Expense,,2022-02-03T21:18:18,3,,40.718268,NaT,Block Pruning
19773416,,,,In-House,,2023-01-27T16:12:28,5,Bronx Park,,NaT,Post-Failure Tree/Debris Removal
20405539,,,,Expense,,2023-04-24T12:42:00,5,Van Cortlandt Park,,NaT,Stump Removal
17379090,,3023510006.0,43766.0,Expense,,2022-04-06T17:43:07,2,,40.716568,NaT,Block Pruning
11153845,,,,Expense,,2020-02-18T14:53:00,3,Hilton Holiday Gardens,,NaT,Block Pruning
16760578,,4018690022.0,97000.0,Expense,,2022-02-23T13:13:22,3,,40.739084,NaT,Block Pruning
23957511,,,83805.0,Capital,,2024-05-23T15:05:00,3,,,NaT,Tree Planting
24124570,,,101707.0,Expense,,2024-06-15T13:28:25,3,,,NaT,Block Pruning
21856542,,,55810.0,Expense,,2023-09-21T15:20:00,1,,,NaT,Stump Removal
27263563,,,,Expense,,2025-07-22T17:01:00,5,Pelham Parkway,,,Stump Removal
5862103,2017-08-09T11:11:11,,,Expense,2017-08-09T11:11:11,2017-02-23T10:42:03,2,Ocean Parkway Malls,,2017-06-07 11:11:11,Block Pruning
22657463,,,29447.0,Expense,,2023-12-29T14:27:00,3,,,NaT,Block Pruning
10394492,,,,Expense,,2019-10-24T14:04:00,4,William B. Washington Memorial Garden,,NaT,Block Pruning
27379935,,,,In-House,,2025-08-04T12:18:20,4,Inwood Hill Park,,,Risk Mitigation
26879154,,,,Expense,,2025-06-04T16:47:00,5,Van Cortlandt Park,,,Stump Removal
15353475,,,,Expense,,2021-09-29T19:53:59,4,,,NaT,Block Pruning
20849289,,4135850077.0,119470.0,Expense,,2023-06-15T19:20:19,3,,40.659147,NaT,Block Pruning
23743528,,,3628.0,In-House,,2024-04-23T16:46:50,4,,40.733649,NaT,Risk Mitigation
21983438,,4128690008.0,,Capital,,2023-10-05T17:27:00,3,,40.682531,NaT,Tree and Sidewalk Repair
11002445,,,,Expense,,2020-01-20T17:29:00,5,Wishing Well Garden,,NaT,Block Pruning
28206339,,,,In-House,,2025-10-17T15:40:15,2,PROSPECT PARK WEST,,,Risk Mitigation
22416695,,,30621.0,Expense,,2023-11-30T17:07:27,3,,,NaT,Block Pruning
24194919,,,98437.0,Expense,,2024-06-24T19:53:13,1,,,NaT,Block Pruning
21481679,,,38904.0,Expense,,2023-08-11T12:36:02,2,,,NaT,Misc Work
22625604,,,59237.0,Expense,,2023-12-22T21:29:30,1,,,NaT,Block Pruning
22146520,,,82723.0,Expense,,2023-10-24T11:57:45,4,,,NaT,Block Pruning
11070634,,,,Expense,,2020-01-31T16:35:00,5,Farm in the Bronx,,NaT,Block Pruning
11069436,,,,Expense,,2020-01-31T16:56:00,5,Las Casitas Community Garden,,NaT,Block Pruning
11138268,,,,Expense,,2020-02-14T14:08:00,5,El Flamboyan Garden,,NaT,Stump Removal
6061281,2017-07-31T11:11:11,,,Expense,2017-07-31T11:11:11,2017-04-03T08:25:08,3,Astoria Park,,2017-06-26 11:11:11,Block Pruning
22501698,,,64307.0,Expense,,2023-12-11T19:03:58,5,,,NaT,Stump Removal
20382096,,,,Expense,,2023-04-19T16:58:01,5,Pelham Bay Park,,NaT,Stump Removal
27129648,,,,Expense,,2025-07-09T10:58:59,4,Thomas Jefferson Park,,,Block Pruning
10922562,,,,Expense,,2020-01-06T18:30:00,2,Farmers Garden,,NaT,Block Pruning
21907902,,,16618.0,Expense,,2023-09-26T18:29:17,4,,,2024-01-26 06:00:00,Block Pruning
24245848,,,81635.0,In-House,,2024-06-28T17:54:00,3,,,NaT,Risk Mitigation
24049520,,,47346.0,Expense,,2024-06-05T14:02:21,2,,,NaT,Block Pruning
2437311,,,,Expense,2016-01-11T14:26:00,2016-01-11T14:26:00,2,McKinley Park,,2015-12-28 05:00:00,Block Pruning
24174379,,,58796.0,Expense,,2024-06-21T13:04:10,2,,,NaT,Block Pruning
11079501,,,,Expense,,2020-02-03T21:51:00,4,Marcus Garvey Park,,NaT,Stump Removal
11231714,2021-02-25T14:42:00,,,Expense,2021-02-25T14:42:00,2020-03-02T17:22:00,5,Rainey Park,,2021-02-16 05:00:00,Block Pruning
20261283,,4136440042.0,,Expense,,2023-04-05T12:54:02,3,,40.652342,NaT,Block Pruning
20234473,,1018230036.0,19827.0,Expense,,2023-04-04T11:58:10,4,,40.800834,NaT,Block Pruning
23041314,,,35383.0,Expense,,2024-01-31T19:30:00,5,,,NaT,Block Pruning
21719192,,,98215.0,Expense,,2023-09-05T14:25:13,1,,,NaT,Block Pruning
23901674,,,,Expense,,2024-05-17T01:10:41,3,,,NaT,Stump Removal
23081609,,,,Expense,,2024-02-12T16:11:56,2,,,2024-05-29 04:00:00,Block Pruning
17756140,,,25032.0,Expense,,2022-05-17T12:15:27,4,,40.86088,NaT,Block Pruning
21832577,,,96427.0,Expense,,2023-09-18T12:35:00,3,,,NaT,Block Pruning
22198661,,,,In-House,,2023-10-30T15:35:21,2,Sixteen Sycamores Playground,,NaT,Risk Mitigation
27605021,,,,Expense,,2025-08-26T13:27:59,4,Riverside Park,,,Block Pruning
24008397,,,64751.0,Expense,,2024-05-29T20:07:21,2,,,NaT,Block Pruning
22920464,,,,In-House,,2024-01-26T19:20:19,4,Sara D. Roosevelt Park,,NaT,Risk Mitigation
23609741,,,,Expense,,2024-04-08T12:50:37,3,,,NaT,Block Pruning
21494093,,,89452.0,Expense,,2023-08-14T15:32:30,1,,,NaT,Block Pruning
23440732,,,108113.0,Capital,,2024-03-20T17:25:27,3,,,NaT,Stump Removal
21771579,,,,Expense,,2023-09-08T14:40:32,1,,,NaT,Block Pruning
10264884,,2028440001.0,79143.0,Expense,,2019-10-02T16:35:10,5,,40.841224,NaT,Block Pruning
14914089,,,25641.0,Expense,,2021-08-25T15:18:11,3,,40.694199,NaT,Block Pruning
10713934,,,,Expense,,2019-11-21T14:56:00,2,Granite St Block Association,,NaT,Block Pruning
22533304,,,,Expense,,2023-12-14T17:01:43,4,,,NaT,Block Pruning
24020978,,,63817.0,Expense,,2024-05-31T11:25:15,2,,,NaT,Block Pruning
22855688,,,67870.0,Expense,,2024-01-22T12:52:29,4,,,NaT,Block Pruning
22850575,,,59602.0,Expense,,2024-01-19T12:53:39,5,,,NaT,Block Pruning
23563860,,,,Expense,,2024-04-03T13:18:36,5,Pulaski Park,,NaT,Stump Removal
24228116,,,58656.0,Expense,,2024-06-27T14:50:37,5,,,NaT,Block Pruning
22357413,,,69218.0,Expense,,2023-11-24T15:03:00,2,,,2024-03-26 04:00:00,Block Pruning
11065440,,,,Expense,,2020-01-30T17:47:00,5,College Avenue Greenthumb,,NaT,Block Pruning
21676791,,,49170.0,In-House,,2023-08-30T15:17:07,1,,,NaT,Risk Mitigation
23522186,,,66067.0,Expense,,2024-03-29T15:26:00,2,,,NaT,Block Pruning
16723331,,,43009.0,Expense,,2022-02-21T06:25:29,2,,40.635046,NaT,Block Pruning
23638810,,,48693.0,Expense,,2024-04-10T16:37:44,2,,,NaT,Block Pruning
8140006,2023-05-10T15:30:05,,,In-House,,2018-04-27T12:49:00,5,Riverdale Park,,NaT,Risk Mitigation
22847408,,,49011.0,Con-Ed,,2024-01-18T19:57:00,2,,,2024-03-11 04:00:00,Risk Mitigation
13178224,,,,In-House,,2020-11-27T14:11:00,2,Coffey Park,,NaT,Tree Planting
22379638,,,34550.0,Expense,,2023-11-27T16:51:58,3,,,NaT,Block Pruning
24157852,,,39671.0,Expense,,2024-06-18T18:05:29,2,,,NaT,Block Pruning
24194918,,,98437.0,Expense,,2024-06-24T19:41:20,1,,,NaT,Block Pruning
20146689,,,,Expense,,2023-03-24T18:17:56,2,Butterfly Gardens,,NaT,Block Pruning
21008548,,,,Expense,,2023-06-30T13:48:11,5,,,2023-09-06 12:00:00,Block Pruning
23497061,,,9781.0,Expense,,2024-03-27T17:34:29,3,,,NaT,Stump Removal
5461272,,,,In-House,2016-12-06T13:33:00,2016-12-06T13:33:00,3,Flushing Greens,,2016-12-04 05:00:00,Risk Mitigation
11063768,,,,Expense,,2020-01-30T14:49:00,5,Padre Plaza,,NaT,Block Pruning
23760612,,,,Expense,,2024-04-26T16:18:48,3,Macneil Park,,NaT,Block Pruning
10667001,2019-09-20T15:03:27,,,Expense,,2019-09-20T11:03:26,4,Children's Garden,,NaT,Block Pruning
23130708,,,5202.0,Expense,,2024-02-16T12:42:59,3,,,NaT,Block Pruning
22936271,,,10683.0,Expense,,2024-01-29T18:44:52,3,,,NaT,Block Pruning
23056255,,,,Capital,,2024-02-13T15:19:00,4,,,NaT,Tree Planting
22354378,,,41371.0,Expense,,2023-11-24T00:11:12,5,,,NaT,Stump Removal
22486380,,,176478.0,Expense,,2023-12-08T19:34:58,4,,,NaT,Block Pruning
16280980,,,,Expense,,2022-01-19T16:07:22,2,Kelly Park,,NaT,Block Pruning
1835141,2015-10-30T13:19:00,,,In-House,2015-10-30T13:19:00,2015-10-30T13:13:00,2,Prospect Park,,2015-10-14 04:00:00,Post-Failure Tree/Debris Removal
2039964,2015-11-19T14:04:00,,,In-House,2015-11-19T14:04:00,2015-11-19T14:03:00,2,Prospect Park,,2015-10-27 04:00:00,Post-Failure Tree/Debris Removal
23416208,,,,Capital,,2024-03-18T19:10:50,3,,,NaT,Stump Removal
18446976,,,,In-House,,2022-07-20T14:04:05,3,Prospect Cemetery,,NaT,Risk Mitigation
20720011,,,,Expense,,2023-06-01T18:13:34,3,Brookville Park,,NaT,Stump Removal
11412904,,,,Expense,,2020-03-27T15:33:12,3,Evergreen Community,,NaT,Risk Mitigation
23070005,,,20201.0,Expense,,2024-02-09T13:59:11,3,,,NaT,Block Pruning
17163292,,4012227501.0,,Expense,,2022-03-21T16:53:09,3,,40.747592,NaT,Block Pruning
22634862,,,130128.0,Permitted,,2023-12-27T13:13:12,4,,,NaT,Risk Mitigation
