system_code,principal_name,status_descriptions,census_tract,highschool_network,principal_phone_number,geocoded_column
310600861111,Charlie Ortiz,Open,24301.0,,347-739-6342,"{'type': 'Point', 'coordinates': [40.836982, -73.937263]}"
331800011633,Pauline Obrien,Open,99000.0,"PRAYOR, MICHAEL",718-290-8700,"{'type': 'Point', 'coordinates': [40.640543, -73.898601]}"
331700010181,Victor Esannason,Open,85600.0,,718-462-5298,"{'type': 'Point', 'coordinates': [40.648217, -73.945883]}"
320700011259,Kristin Cahill Garcia,Open,3500.0,"WALSH, FRED",718-585-8013,"{'type': 'Point', 'coordinates': [40.810671, -73.907528]}"
331500010024,JACQUELINE NIKOVIC,Open,8400.0,,718-832-9366,"{'type': 'Point', 'coordinates': [40.652832, -74.004533]}"
310300860963,Marc Maurice,Open,25700.0,,212-666-4134,"{'type': 'Point', 'coordinates': [40.807537, -73.954228]}"
320800010448,WILLIAM FRACKELTON,Open,4200.0,,718-991-4027,"{'type': 'Point', 'coordinates': [40.822925, -73.859998]}"
331900010218,Lisa ann Hermann,Open,111800.0,,718-647-9050,"{'type': 'Point', 'coordinates': [40.67002000000001, -73.874537]}"
331800010276,Yasmine Fidelia,Open,99600.0,,718-241-5757,"{'type': 'Point', 'coordinates': [40.634005, -73.908436]}"
310100010839,SONHANDO ESTWICK,Open,2601.0,,212-995-1430,"{'type': 'Point', 'coordinates': [40.72313, -73.981597]}"
331600010025,ANITA COLEY,Open,28100.0,,718-574-2336,"{'type': 'Point', 'coordinates': [40.691472, -73.940749]}"
321100010019,TIMOTHY SULLIVAN,Open,45102.0,,718-324-1924,"{'type': 'Point', 'coordinates': [40.899351, -73.866949]}"
310600010178,DEIRDRE BUDD,Open,28300.0,,212-569-0327,"{'type': 'Point', 'coordinates': [40.85924, -73.928301]}"
320900011260,EDWARD TOM,Open,14701.0,"CINTRON, RICHARD",718-992-7089,"{'type': 'Point', 'coordinates': [40.833884, -73.902794]}"
310200010416,DIMITRI SALIANI,Open,13200.0,"ORLEN, VIVIAN",212-772-1220,"{'type': 'Point', 'coordinates': [40.770288, -73.953276]}"
310100010140,MELISSA RODRIGUEZ,Open,2201.0,,212-677-4680,"{'type': 'Point', 'coordinates': [40.719148, -73.983769]}"
310200011420,ROBERT GENTILE,Open,4800.0,"ORLEN, VIVIAN",212-780-9175,"{'type': 'Point', 'coordinates': [40.732665, -73.98259]}"
321000011440,Pierre Orbe,Open,40900.0,"STAPLE, CARRON",718-543-1000,"{'type': 'Point', 'coordinates': [40.879958, -73.889011]}"
310500010123,Melitina Hernandez,Open,22102.0,,212-342-6200,"{'type': 'Point', 'coordinates': [40.820216, -73.94455100000002]}"
310600010128,CARY PANTALEON,Open,25100.0,,212-927-0607,"{'type': 'Point', 'coordinates': [40.841032, -73.938701]}"
321000010080,Emmanuel Polanco,Open,41900.0,,718-405-6300,"{'type': 'Point', 'coordinates': [40.876819, -73.881245]}"
331500860935,Carolyn Michael/Ingrid Wong,Open,50000.0,,347-889-7041,"{'type': 'Point', 'coordinates': [40.647893, -73.97872]}"
320700010223,DR. RAMON GONZALEZ,Open,4300.0,,718-585-8202,"{'type': 'Point', 'coordinates': [40.813612, -73.920851]}"
307500011138,Gregg Soulette,Open,24200.0,,212-369-2227,"{'type': 'Point', 'coordinates': [40.805653, -73.935461]}"
331800010366,DENNIS HERRING JR,Open,98400.0,,718-688-6400,"{'type': 'Point', 'coordinates': [40.647396, -73.891743]}"
310100011448,Matthew Willie,Open,202.0,"ORLEN, VIVIAN",212-962-4341,"{'type': 'Point', 'coordinates': [40.712269, -73.984128]}"
310400860919,Eve Colavito/Kara Brockett,Open,16400.0,,212-722-0232,"{'type': 'Point', 'coordinates': [40.789174, -73.945101]}"
331700861094,WINTANNA ABAI,Open,79400.0,,,"{'type': 'Point', 'coordinates': [40.64879, -73.957501]}"
320700860889,Evelyn Hey,Open,1900.0,,718-401-9216,"{'type': 'Point', 'coordinates': [40.803052, -73.918037]}"
321100861115,CHARLENE REID/Charlton Clarke,Open,39400.0,,,"{'type': 'Point', 'coordinates': [40.888351, -73.862924]}"
310500011304,Altagracia Villalona,Open,22102.0,"ORLEN, VIVIAN",212-694-6020,"{'type': 'Point', 'coordinates': [40.817228, -73.94715100000002]}"
320900011350,James Waslawski,Open,22500.0,"ROTONDO, PAUL",718-410-4343,"{'type': 'Point', 'coordinates': [40.839307, -73.911366]}"
321000010306,DARRYL HARRINGTON,Open,21700.0,,718-583-5355,"{'type': 'Point', 'coordinates': [40.850722, -73.910827]}"
310400010377,Brian Bradley,Open,18800.0,,212-534-6072,"{'type': 'Point', 'coordinates': [40.797507, -73.935895]}"
310200011507,Kristina Dvorakovskaya,Open,12700.0,"WALSH, FRED",212-246-1041,"{'type': 'Point', 'coordinates': [40.763655, -73.990318]}"
320800010093,Jonathan Kaplan,Open,2800.0,,718-430-1700,"{'type': 'Point', 'coordinates': [40.822522000000006, -73.87727400000001]}"
321200011271,SARAH SCROGIN,Open,16100.0,"CINTRON, RICHARD",718-861-8641,"{'type': 'Point', 'coordinates': [40.836821, -73.887688]}"
320700861018,David Neagley,Open,3500.0,,212-645-5110,"{'type': 'Point', 'coordinates': [40.810671, -73.907528]}"
331300011553,Charon Hall,Open,24900.0,"ROTONDO, PAUL",718-857-4237,"{'type': 'Point', 'coordinates': [40.684654, -73.947873]}"
310300010452,David Parker,Open,14700.0,,212-259-6222,"{'type': 'Point', 'coordinates': [40.771603, -73.987515]}"
320900861004,Connie Lobdell,Open,14900.0,,718-991-9139,"{'type': 'Point', 'coordinates': [40.83093, -73.901859]}"
310200010896,KELLY MCGUIRE,Open,900.0,,646-826-8100,"{'type': 'Point', 'coordinates': [40.705688, -74.013303]}"
300000010004,,Open,3100.0,,,"{'type': 'Point', 'coordinates': [40.713014, -74.006085]}"
310500010805,"RUX, DANIKA",Open,19701.0,,212-222-1395,"{'type': 'Point', 'coordinates': [40.810705, -73.957409]}"
321100860909,Brenda Carrasquillo,Open,24400.0,,718-828-6107,"{'type': 'Point', 'coordinates': [40.845023, -73.85798900000002]}"
331600010057,ANTHONY LETT,Open,29100.0,,718-574-2357,"{'type': 'Point', 'coordinates': [40.691467, -73.932254]}"
310200011459,Gladys Rodriguez,Open,11800.0,"PELLES, KATHY",212-517-6728,"{'type': 'Point', 'coordinates': [40.765638, -73.959777]}"
331900010662,Kaia Nordtvedt,Open,117000.0,,718-647-1301,"{'type': 'Point', 'coordinates': [40.677112, -73.884211]}"
321100861103,CHARLENE REID,Open,23200.0,,718-892-1276,"{'type': 'Point', 'coordinates': [40.845897, -73.864154]}"
320800860903,Tom Sturtevant/Amaris Obregon,Open,11700.0,,718-991-5500,"{'type': 'Point', 'coordinates': [40.815827, -73.885284]}"
310200010527,Daniel Mccormick,Open,15400.0,,212-828-2710,"{'type': 'Point', 'coordinates': [40.780652, -73.947856]}"
310400010206,CAMILLE FORBES,Open,19200.0,,212-860-5809,"{'type': 'Point', 'coordinates': [40.796889, -73.930528]}"
310200011139,Larry Gabbard,Open,12700.0,"WALSH, FRED",212-399-3520,"{'type': 'Point', 'coordinates': [40.763655, -73.990318]}"
300000010601,,Open,38700.0,,718-741-7030,"{'type': 'Point', 'coordinates': [40.861, -73.8901]}"
310300010163,Donny Lopez,Open,18500.0,,212-678-2854,"{'type': 'Point', 'coordinates': [40.795163, -73.96847]}"
320700010001,JORGE PERDOMO,Open,6700.0,,718-299-3700,"{'type': 'Point', 'coordinates': [40.819331, -73.919634]}"
310500010175,Kavita Pereira,Open,22800.0,,212-283-0426,"{'type': 'Point', 'coordinates': [40.814388, -73.942706]}"
321100010127,HARRY SHERMAN,Open,22200.0,,718-892-8600,"{'type': 'Point', 'coordinates': [40.838759, -73.853203]}"
320800010371,Joshua Partridge,Open,15800.0,,718-823-6042,"{'type': 'Point', 'coordinates': [40.826794, -73.818083]}"
300000010008,,Open,3100.0,,,"{'type': 'Point', 'coordinates': [40.713014, -74.006085]}"
320700011379,Carlos Benitez,Open,7700.0,"ROTONDO, PAUL",718-402-2429,"{'type': 'Point', 'coordinates': [40.818703, -73.90538900000001]}"
310200010347,DAVID BOWELL,Open,6400.0,,917-326-6609,"{'type': 'Point', 'coordinates': [40.738374, -73.981329]}"
310400010146,MONA SILFEN,Open,16200.0,,212-860-5877,"{'type': 'Point', 'coordinates': [40.789535, -73.938727]}"
321000010024,Steven Schwartz,Open,30900.0,,718-796-8845,"{'type': 'Point', 'coordinates': [40.886922, -73.915114]}"
310200010033,Chingchien Wang,Open,9700.0,,212-244-6426,"{'type': 'Point', 'coordinates': [40.749014, -74.000238]}"
331500011423,Alona Cohen,Open,4300.0,"ROTONDO, PAUL",718-722-4727,"{'type': 'Point', 'coordinates': [40.690007, -73.989369]}"
321000861135,Sarah English/Lariely Sanchez,Open,23900.0,,,"{'type': 'Point', 'coordinates': [40.857932, -73.903764]}"
331500010172,ERIKA GUNDERSEN,Open,10100.0,,718-965-4200,"{'type': 'Point', 'coordinates': [40.657682, -74.000191]}"
310200861043,Jenny Obiaya,Open,12700.0,,646-790-2153,"{'type': 'Point', 'coordinates': [40.763655, -73.990318]}"
321000010447,Mellissa Miller,Open,23704.0,,718-367-5035,"{'type': 'Point', 'coordinates': [40.855337, -73.90313900000001]}"
321100011542,BENVENUTO FERRON,Open,32400.0,"STAPLE, CARRON",718-944-3601,"{'type': 'Point', 'coordinates': [40.860443, -73.860729]}"
320900011231,Hector Velazquez,Open,39500.0,"ALCOFF, MICHAEL",718-466-8000,"{'type': 'Point', 'coordinates': [40.845366, -73.897479]}"
310500010036,Heather Jn Baptist,Open,19701.0,,212-690-5807,"{'type': 'Point', 'coordinates': [40.810705, -73.957409]}"
310500010286,Joseph Gates,Open,21900.0,,212-543-4960,"{'type': 'Point', 'coordinates': [40.815747, -73.95552]}"
321200010150,NORMA SANCHEZ,Open,12701.0,,718-328-7729,"{'type': 'Point', 'coordinates': [40.82471, -73.894349]}"
332000010104,MARIE DIBELLA,Open,16000.0,,718-836-4630,"{'type': 'Point', 'coordinates': [40.618077, -74.028492]}"
331500010124,Maria Interlandi,Open,14100.0,,718-788-0246,"{'type': 'Point', 'coordinates': [40.66746400000001, -73.99062]}"
331400010023,Joseph Mattina,Open,25901.0,,718-387-0375,"{'type': 'Point', 'coordinates': [40.69447, -73.947256]}"
310100010332,LAURA PEYNADO CASTRO,Open,201.0,,212-267-5701,"{'type': 'Point', 'coordinates': [40.713362, -73.986051]}"
331300010266,Amy Rodriguez,Open,12902.0,,718-245-8766,"{'type': 'Point', 'coordinates': [40.678809, -73.976648]}"
310100011450,MARK FEDERMAN,Open,3400.0,"PELLES, KATHY",212-460-8467,"{'type': 'Point', 'coordinates': [40.729152, -73.982472]}"
310200011427,Siv Boletsis,Open,7200.0,"ORLEN, VIVIAN",212-576-0502,"{'type': 'Point', 'coordinates': [40.74651, -73.98107]}"
320800010333,Robert German,Open,8700.0,,718-860-3313,"{'type': 'Point', 'coordinates': [40.820108, -73.898399]}"
331800011569,Veronica Coleman Xavier,Open,93600.0,"PELLES, KATHY",718-629-1204,"{'type': 'Point', 'coordinates': [40.647728, -73.922212]}"
331900010292,Ahmed Edwards,Open,114400.0,,718-498-6562,"{'type': 'Point', 'coordinates': [40.671601, -73.893319]}"
331900010213,Stanley Moise,Open,110400.0,,718-257-4034,"{'type': 'Point', 'coordinates': [40.659845, -73.889968]}"
320900010218,SERGIO CACERES,Open,19700.0,,718-410-7230,"{'type': 'Point', 'coordinates': [40.835681, -73.919571]}"
321000010340,Alexei Nichols,Open,40900.0,,718-220-1830,"{'type': 'Point', 'coordinates': [40.869407, -73.897171]}"
331300010351,Emily Jarrell,Open,23100.0,,718-399-1061,"{'type': 'Point', 'coordinates': [40.684286, -73.960536]}"
310600010314,Camille Wallin,Open,29100.0,,212-544-0614,"{'type': 'Point', 'coordinates': [40.866381, -73.923818]}"
320900010132,ANISSA REILLY,Open,14500.0,,718-681-6455,"{'type': 'Point', 'coordinates': [40.832175, -73.907133]}"
331700011568,Carol Ying,Open,90000.0,"ROTONDO, PAUL",718-778-7305,"{'type': 'Point', 'coordinates': [40.66625100000001, -73.923881]}"
332000010200,JAVIER MUNIZ,Open,28200.0,,718-236-5466,"{'type': 'Point', 'coordinates': [40.602809, -74.001915]}"
320800860940,Michael Farkosh/Tomasz Krzyzostaniak,Open,8300.0,,718-901-3855,"{'type': 'Point', 'coordinates': [40.816078, -73.901599]}"
320900011505,Johanie Hernandez,Open,18302.0,"WALSH, FRED",718-410-3430,"{'type': 'Point', 'coordinates': [40.82746100000001, -73.919024]}"
310400010497,"Feldberg, Gabriel",Open,17401.0,,212-860-5821,"{'type': 'Point', 'coordinates': [40.793649, -73.948488]}"
310400010224,LUIS GENAO,Open,16200.0,,212-860-6047,"{'type': 'Point', 'coordinates': [40.785107, -73.942154]}"
331900860993,Sarah Iannucci/Zachary Segall,Open,111600.0,,718-623-2660,"{'type': 'Point', 'coordinates': [40.665817, -73.876084]}"
321000010091,Meridith Struhl Nasjlett,Open,25100.0,,718-584-5805,"{'type': 'Point', 'coordinates': [40.858286, -73.907494]}"
310300010256,Brian Zager,Open,17700.0,,212-222-2857,"{'type': 'Point', 'coordinates': [40.791395, -73.971011]}"
321000010077,CAROLYN HEREDIA,Open,42500.0,,718-696-6400,"{'type': 'Point', 'coordinates': [40.87255900000001, -73.875375]}"
331600010040,Louise Antoine,Open,37900.0,,718-574-2353,"{'type': 'Point', 'coordinates': [40.680239, -73.921099]}"
310300011494,MARIELA GRAHAM,Open,15100.0,"WALSH, FRED",212-501-1198,"{'type': 'Point', 'coordinates': [40.774891, -73.985608]}"
331500011656,DANIEL VECCHIANO,Open,3900.0,,718-855-2412,"{'type': 'Point', 'coordinates': [40.683951, -73.980266]}"
321000861074,Veronica Almedina,Open,28900.0,,646-802-1140,"{'type': 'Point', 'coordinates': [40.880738, -73.907295]}"
310300011307,BRIDGET Muscarella,Open,15100.0,"WALSH, FRED",212-501-1110,"{'type': 'Point', 'coordinates': [40.774891, -73.985608]}"
320700860925,Jessica Nauiokas/Briony Carr-Clemente,Open,2500.0,,718-292-7015,"{'type': 'Point', 'coordinates': [40.806389, -73.92115]}"
310600010052,Lupe Leon,Open,29100.0,,212-567-9162,"{'type': 'Point', 'coordinates': [40.865556, -73.925464]}"
310600010152,JULIA PIETRI,Open,28300.0,,212-567-5456,"{'type': 'Point', 'coordinates': [40.859804, -73.927578]}"
321100010076,DARLENE TERON,Open,34200.0,,718-882-8865,"{'type': 'Point', 'coordinates': [40.869059, -73.860928]}"
321000010032,Rebecca Lew,Open,39100.0,,718-584-3645,"{'type': 'Point', 'coordinates': [40.851724000000004, -73.88622]}"
310200861087,William Loskoch,Open,117.0,,,"{'type': 'Point', 'coordinates': [40.758759, -73.996499]}"
331600011688,Dannielle Darbee,Open,29100.0,,718-574-3126,"{'type': 'Point', 'coordinates': [40.691467, -73.932254]}"
321000010015,Tara Edmonds,Open,25500.0,,718-563-0473,"{'type': 'Point', 'coordinates': [40.859243, -73.909763]}"
300000010682,,Open,38700.0,,,"{'type': 'Point', 'coordinates': [40.861, -73.8901]}"
332100010303,CARMEN AMADOR,Open,35400.0,,718-996-0100,"{'type': 'Point', 'coordinates': [40.582518, -73.972009]}"
331400010250,Roseann Lacioppa,Open,50500.0,,718-384-0889,"{'type': 'Point', 'coordinates': [40.706708, -73.945659]}"
332200010890,NICHOLAS FRANGELLA,Open,49200.0,,929-397-9200,"{'type': 'Point', 'coordinates': [40.644861, -73.97101]}"
310200011544,RON SMOLKIN,Open,13900.0,"ROTONDO, PAUL",212-262-8067,"{'type': 'Point', 'coordinates': [40.767848, -73.98861]}"
310600010368,Charles Reilly,Open,23300.0,,212-862-9940,"{'type': 'Point', 'coordinates': [40.826514, -73.947599]}"
307500011401,MARY MAHER,Open,16600.0,,718-794-7260,"{'type': 'Point', 'coordinates': [40.831829, -73.827642]}"
307500011079,GREER PHILLIPS,Open,19800.0,,212-369-3134,"{'type': 'Point', 'coordinates': [40.802547, -73.942009]}"
310500010517,Michelle Verdiner,Open,21303.0,,212-316-8080,"{'type': 'Point', 'coordinates': [40.812428, -73.953317]}"
320800011561,BRETT ROER,Open,1600.0,"STAPLE, CARRON",718-828-1206,"{'type': 'Point', 'coordinates': [40.821218, -73.85593]}"
321000011374,PANOREA PANAGIOSOULIS,Open,38700.0,"CINTRON, RICHARD",718-933-1247,"{'type': 'Point', 'coordinates': [40.859466, -73.888625]}"
310300860881,John Harrison York/Jody Flowers,Open,22000.0,,212-678-2868,"{'type': 'Point', 'coordinates': [40.806055, -73.948385]}"
300000010011,,Open,3100.0,,,"{'type': 'Point', 'coordinates': [40.713014, -74.006085]}"
310200010130,Renny Fong,Open,4100.0,,212-226-8072,"{'type': 'Point', 'coordinates': [40.71866, -73.998326]}"
331500011592,WINSTON HAMANN,Open,3900.0,"CINTRON, RICHARD",718-237-2502,"{'type': 'Point', 'coordinates': [40.686147, -73.979829]}"
310100010142,DAPHNA GUTMAN,Open,1402.0,,212-598-3800,"{'type': 'Point', 'coordinates': [40.718121, -73.984116]}"
331400861021,Mike Ferrara/Yvette Ferrara,Open,52900.0,,718-302-7700,"{'type': 'Point', 'coordinates': [40.703996, -73.953304]}"
310300011402,MADELEINE CILIOTTA YOUNG,Open,16900.0,"WALSH, FRED",212-787-1189,"{'type': 'Point', 'coordinates': [40.786134, -73.974483]}"
307500011721,SHOLOM FRIED,Open,6700.0,,212-675-7926,"{'type': 'Point', 'coordinates': [40.729052, -74.006155]}"
320900011250,Jonathan Daly,Open,14701.0,"ALCOFF, MICHAEL",718-992-7154,"{'type': 'Point', 'coordinates': [40.833884, -73.902794]}"
331400010577,MARIA MASULLO,Open,51900.0,,718-486-6211,"{'type': 'Point', 'coordinates': [40.715268, -73.9573]}"
320900010117,DELISE JONES,Open,23301.0,,718-583-7750,"{'type': 'Point', 'coordinates': [40.848552, -73.909022]}"
320700011522,JOYCE PULPHUS,Open,6700.0,"ALCOFF, MICHAEL",718-402-7690,"{'type': 'Point', 'coordinates': [40.818645, -73.919949]}"
310400010007,CHRISTINE VANZETTA,Open,19600.0,,212-860-5827,"{'type': 'Point', 'coordinates': [40.800616, -73.939374]}"
320700861070,Andrea Hernandez,Open,6300.0,,718-410-8100,"{'type': 'Point', 'coordinates': [40.816245, -73.929949]}"
310400010037,Michael Panetta,Open,19400.0,,212-802-3035,"{'type': 'Point', 'coordinates': [40.799265, -73.93374]}"
331700010002,ADRIENNE SPENCER,Open,80200.0,,718-462-6992,"{'type': 'Point', 'coordinates': [40.656423, -73.951575]}"
320800010036,Elvira Maresca,Open,7800.0,,718-822-5345,"{'type': 'Point', 'coordinates': [40.82948, -73.849791]}"
320900010163,Barbara Headley,Open,37900.0,,718-584-3045,"{'type': 'Point', 'coordinates': [40.8517, -73.899005]}"
331300011670,KINSLEY KWATENG,Open,19100.0,"ROSS, JANICE",718-797-3702,"{'type': 'Point', 'coordinates': [40.695389, -73.968759]}"
310200011560,Rachel Seher,Open,6700.0,"ROTONDO, PAUL",212-337-6800,"{'type': 'Point', 'coordinates': [40.729052, -74.006155]}"
310200011408,KEITH RYAN,Open,12700.0,"ORLEN, VIVIAN",212-247-8652,"{'type': 'Point', 'coordinates': [40.761327, -73.988665]}"
321100860982,Danielle Masi,Open,29600.0,,718-828-0034,"{'type': 'Point', 'coordinates': [40.856531, -73.843013]}"
310100011509,Steven Aragona,Open,3001.0,"ORLEN, VIVIAN",212-473-8152,"{'type': 'Point', 'coordinates': [40.72004, -73.986038]}"
310500860979,Meghan Mackay/Molly Cohen,Open,22102.0,,646-380-2580,"{'type': 'Point', 'coordinates': [40.820216, -73.94455100000002]}"
320900010063,REINALDO DIAZ LENS,Open,14900.0,,718-589-3058,"{'type': 'Point', 'coordinates': [40.83093, -73.901859]}"
332100010121,Anthony Mungioli,Open,46400.0,,718-377-8845,"{'type': 'Point', 'coordinates': [40.622671000000004, -73.978472]}"
310400010182,Yazmin Perez,Open,18000.0,,212-860-6031,"{'type': 'Point', 'coordinates': [40.793363, -73.941955]}"
310100010184,Iris Chiu,Open,201.0,,212-602-9700,"{'type': 'Point', 'coordinates': [40.711125, -73.985438]}"
320700011500,NICHOLAS PAARLBERG,Open,7300.0,"WALSH, FRED",718-402-5640,"{'type': 'Point', 'coordinates': [40.814857, -73.912038]}"
310200010281,JESSICA ORLEANS,Open,8601.0,,212-251-6640,"{'type': 'Point', 'coordinates': [40.744288, -73.972592]}"
310500011692,Crystal Bonds,Open,21703.0,"ORLEN, VIVIAN",212-281-6490,"{'type': 'Point', 'coordinates': [40.820208, -73.950354]}"
310600010103,Victoria Hunt,Open,27100.0,,212-781-1803,"{'type': 'Point', 'coordinates': [40.850561, -73.933964]}"
331700010138,MARIE CHAUVET MONCHIK,Open,31701.0,,718-467-0800,"{'type': 'Point', 'coordinates': [40.673943, -73.951559]}"
321000011477,KIRSTEN LARSON,Open,30900.0,"CINTRON, RICHARD",718-561-0973,"{'type': 'Point', 'coordinates': [40.877379, -73.912686]}"
332100011348,DEREK CRADLE,Open,30600.0,"PRAYOR, MICHAEL",718-333-7650,"{'type': 'Point', 'coordinates': [40.593028, -73.986313]}"
331800860702,Jarren Kanze/Karen Francois,Open,96400.0,,347-902-1758,"{'type': 'Point', 'coordinates': [40.642684, -73.90788]}"
332200010109,Kerdy Bertrand,Open,83600.0,,718-693-3426,"{'type': 'Point', 'coordinates': [40.635842, -73.933099]}"
320700860926,Colin Healy,Open,7100.0,,646-400-5566,"{'type': 'Point', 'coordinates': [40.821682, -73.910421]}"
310300010247,Kristina Jelinek,Open,16100.0,,212-496-1050,"{'type': 'Point', 'coordinates': [40.780536, -73.977602]}"
321000010095,SERGE DAVIS,Open,28100.0,,718-796-9200,"{'type': 'Point', 'coordinates': [40.883049, -73.891664]}"
331400861022,Brittany Roberti,Open,28502.0,,718-704-1439,"{'type': 'Point', 'coordinates': [40.697619, -73.943279]}"
320800010000,"TOBIA, ERIKA",Open,1600.0,,718-828-6653,"{'type': 'Point', 'coordinates': [40.818925, -73.856976]}"
320700010296,ROSHONE AULT-LEE,Open,7700.0,,718-401-0059,"{'type': 'Point', 'coordinates': [40.818703, -73.90538900000001]}"
320800010182,ANNE OGRADY,Open,1600.0,,718-828-6607,"{'type': 'Point', 'coordinates': [40.818925, -73.856976]}"
320900011543,Franklin Sim,Open,13500.0,"ALCOFF, MICHAEL",718-842-0687,"{'type': 'Point', 'coordinates': [40.827455, -73.90392]}"
320700861062,Melissa Melkonian,Open,3900.0,,718-585-3071,"{'type': 'Point', 'coordinates': [40.809023, -73.917417]}"
310200011399,Sarah Hernandez,Open,5000.0,"ORLEN, VIVIAN",212-253-2480,"{'type': 'Point', 'coordinates': [40.735361, -73.987064]}"
331700861027,Loretta Hickman/Maureen Ferry,Open,30500.0,,718-989-6702,"{'type': 'Point', 'coordinates': [40.6771, -73.960093]}"
321100861076,Kevin Brennan/Anne Clarke-Raysor,Open,31000.0,,718-655-6660,"{'type': 'Point', 'coordinates': [40.863842, -73.836525]}"
331400010016,MARY RENNY,Open,53500.0,,718-782-5352,"{'type': 'Point', 'coordinates': [40.706069, -73.962049]}"
332300861007,Kristin Greer,Open,36700.0,,718-280-9819,"{'type': 'Point', 'coordinates': [40.677528, -73.904143]}"
331700861086,PRIAM DUTTA,Open,80200.0,,347-471-2640,"{'type': 'Point', 'coordinates': [40.656276, -73.95381]}"
321200010463,DEBRA JONES,Open,13500.0,,718-842-8133,"{'type': 'Point', 'coordinates': [40.828406, -73.900121]}"
320700010029,Danielle Presto,Open,6900.0,,718-292-3785,"{'type': 'Point', 'coordinates': [40.821544, -73.916419]}"
310600010278,LILLIAN REYES,Open,29900.0,,917-521-2060,"{'type': 'Point', 'coordinates': [40.871673, -73.912339]}"
331400010147,Sandra Noyola,Open,48500.0,,718-497-0326,"{'type': 'Point', 'coordinates': [40.705005, -73.93879]}"
310300011479,RUTH LACEY,Open,12900.0,"PELLES, KATHY",212-465-4230,"{'type': 'Point', 'coordinates': [40.760858, -73.996262]}"
300000010010,,Open,3100.0,,,"{'type': 'Point', 'coordinates': [40.713014, -74.006085]}"
320700010179,SHERRY FONT WILLIAMS,Open,3900.0,,718-292-2237,"{'type': 'Point', 'coordinates': [40.80908, -73.919773]}"
310200011432,Anita Manninen Felix,Open,7200.0,"ROTONDO, PAUL",212-696-0195,"{'type': 'Point', 'coordinates': [40.74651, -73.98107]}"
310500011670,MAJOR FAREED,Open,22800.0,,212-283-8055,"{'type': 'Point', 'coordinates': [40.815237, -73.944299]}"
320900011250,Jonathan Daly,Open,14701.0,"ALCOFF, MICHAEL",718-992-7154,"{'type': 'Point', 'coordinates': [40.833884, -73.902794]}"
310300010243,ELAINE SCHWARTZ,Open,16900.0,,212-799-1477,"{'type': 'Point', 'coordinates': [40.785234, -73.974256]}"
331400860885,J.T. Leaird/Maya Roth,Open,53500.0,,718-302-4018,"{'type': 'Point', 'coordinates': [40.706069, -73.962049]}"
310500860989,Mia Backon,Open,22600.0,,212-281-3061,"{'type': 'Point', 'coordinates': [40.814598, -73.945]}"
320900010058,VELMA GUNN,Open,39500.0,,718-583-6866,"{'type': 'Point', 'coordinates': [40.846383, -73.898826]}"
332100010098,MARIA TIMO,Open,60800.0,,718-891-9005,"{'type': 'Point', 'coordinates': [40.583893, -73.954047]}"
