property_id,property_name,address_1,difference_from_national_2,strip_mall_gross_floor_area,estimated_data_flag_1,difference_from_national_1,hospital_general_medical_8,alert_meter_has_overlaps,office_gross_floor_area_ft,estimated_values,data_center_pdu_output_meter,electricity_use_grid_purchase,office_number_of_workers,medical_office_mri_machine,municipally_supplied_potable,primary_property_type_self,data_quality_checker_date,hospital_general_medical_15,financial_office_number_of,electricity_use_grid_purchase_1,estimated_data_flag_fuel_1,fuel_oil_5_6_use_kbtu,hospital_general_medical_14,metered_areas_energy,energy_cost,performing_arts_gross_floor,convention_center_gross_floor,costar_property_id,fitness_center_health_club,direct_ghg_emissions_metric,hotel_worker_density_number,energy_star_certification_3,college_university_gross,multifamily_housing_number_6,weather_normalized_site_energy,medical_office_number_of_1,data_center_it_equipment,natural_gas_cost,data_quality_checker_run,multifamily_housing_total_1,restaurant_gross_floor_area,multifamily_housing_total,other_number_of_workers_on,weather_normalized_site_1,energy_star_certification_1,medical_office_number_of,hospital_general_medical_2,nyc_building_identification,k_12_school_gross_floor_area,release_date,ambulatory_surgical_center,office_percent_that_can_be,energy_star_certification_2,community_board,fuel_oil_4_use_kbtu,office_worker_density_number,national_median_energy_cost,retail_store_open_or_closed,national_median_site_eui,electricity_use_generated_2,estimated_savings_from_energy,default_values,district_steam_use_kbtu,hospital_general_medical_11,bank_branch_number_of,difference_from_national,county,multifamily_housing_number,data_center_ups_system
2610158,Research and Learning Center,3840 Corlear Avenue,Not Available,Not Available,Not Available,0.6,Not Available,Ok,Not Available,No,Not Available,2338653,Not Available,Not Available,Not Available,Other - Education,Not Available,Not Available,Not Available,2338653,Not Available,Not Available,Not Available,Whole Building,125568.81,Not Available,Not Available,Not Available,Not Available,38.6,Not Available,No,Not Available,Not Available,2989906.1,Not Available,Not Available,8839.4,No,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,2084004,Not Available,2015-04-01T12:27:22.000,Not Available,Not Available,Not Available,208.0,Not Available,Not Available,124880.11,Not Available,53.5,Not Available,0,No,Not Available,Not Available,Not Available,0.6,Not Available,Not Available,Not Available
2607208,"Advanced: Crestwood Bayview, Inc.",130 Bay Ridge Parkway,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,78,Not Available,Not Available,Not Available,Not Available,No,1.29689,Not Available,78,Not Available,Not Available,Not Available,Not Available,Not Available,3128654,Not Available,2015-05-01T17:56:43.000,Not Available,Not Available,Not Available,310.0,Not Available,Not Available,85625.76,Not Available,59.6,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Kings,42,Not Available
2640594,192-10 69 Ave,192-10 69 Ave,Not Available,Not Available,Not Available,142.4,Not Available,Ok,Not Available,No,Not Available,967520.3,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-23,Not Available,Not Available,967520.4,Not Available,Not Available,Not Available,Whole Building,63127.32,Not Available,Not Available,Not Available,Not Available,282.7,Not Available,No,Not Available,0,6293781.5,Not Available,Not Available,0,Yes,3.62319,Not Available,50,Not Available,3.9,Not Available,Not Available,Not Available,4443994,Not Available,2015-04-24T12:18:05.000,Not Available,Not Available,Not Available,408.0,Not Available,Not Available,26043.68,Not Available,188,Not Available,0,No,Not Available,Not Available,Not Available,142.4,Not Available,87,Not Available
2638823,939 Eighth Ave,939 Eigth Avenue,Not Available,Not Available,Not Available,69.1,Not Available,Ok,Not Available,No,Not Available,1743020.9,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,1743020.9,Not Available,4533329.2,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,447.7,Not Available,No,Not Available,31,Not Available,Not Available,Not Available,Not Available,No,0.60297,Not Available,31,Not Available,Not Available,Not Available,Not Available,Not Available,1080916,Not Available,2015-04-29T17:00:59.000,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,87.1,Not Available,0,Yes,Not Available,Not Available,Not Available,69.1,Not Available,71.98,Not Available
2562061,"ROSENBERG: 2527 Valentine Realty, L.L.C.",1919 Williamsbridge Road,Not Available,Not Available,Not Available,-8.8,Not Available,Ok,Not Available,No,Not Available,938750.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,938750.4,No,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,466.4,Not Available,No,Not Available,54,6961235.9,Not Available,Not Available,0,No,0.98945,Not Available,54,Not Available,0.1,Not Available,Not Available,Not Available,2013613,Not Available,2015-04-30T20:46:12.000,Not Available,Not Available,Not Available,211.0,5945704.1,Not Available,0,Not Available,145.5,Not Available,0,No,Not Available,Not Available,Not Available,-8.8,Bx.,199,Not Available
2606006,865 Walton,865 Walton Avenue,Not Available,Not Available,Not Available,-1.9,Not Available,Ok,2665,No,Not Available,1609547.1,17,Not Available,Not Available,Multifamily Housing,2015-04-24,Not Available,Not Available,1609547.2,Not Available,1884930,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,143.7,Not Available,No,Not Available,46,3526141.6,Not Available,Not Available,655.55,Yes,0.95214,3255,46,1,0,Not Available,Not Available,Not Available,2002910,Not Available,2015-04-27T14:28:25.000,Not Available,100,Not Available,204.0,Not Available,6.37899,Not Available,Not Available,64.5,Not Available,0,No,Not Available,Not Available,Not Available,-1.9,Bronx,70,Not Available
2564478,257 West 117th Street,257 West 117th Street,Not Available,Not Available,Not Available,-26.7,Not Available,Ok,Not Available,No,Not Available,1842585.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,1842585.4,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,93.8,Not Available,No,Not Available,47,3615948.9,Not Available,Not Available,Not Available,No,0.47054,Not Available,47,Not Available,0.2,Not Available,Not Available,Not Available,1058390,Not Available,2015-07-31T15:12:54.000,Not Available,Not Available,Not Available,110.0,Not Available,Not Available,Not Available,Not Available,49.3,Not Available,0,No,Not Available,Not Available,Not Available,-26.7,Not Available,62,Not Available
2383984,25 East 83rd Street,25 East 83rd Street,Not Available,Not Available,Not Available,-29.6,Not Available,Ok,Not Available,No,Not Available,2722299.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,2722299.3,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,29,Not Available,No,Not Available,0,3283906.9,Not Available,Not Available,0,No,0.94368,Not Available,88,Not Available,0.1,Not Available,Not Available,Not Available,1046802,Not Available,2015-07-31T15:12:54.000,Not Available,Not Available,Not Available,108.0,Not Available,Not Available,Not Available,Not Available,49.8,Not Available,0,No,Not Available,Not Available,Not Available,-29.6,Not Available,154,Not Available
2636859,2691 Reservoir Avenue,2691 Reservoir Avenue,Not Available,Not Available,Not Available,62.4,Not Available,Ok,Not Available,No,Not Available,2160816.5,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-21,Not Available,Not Available,2160816.5,Not Available,Not Available,Not Available,Whole Building,0,Not Available,Not Available,Not Available,Not Available,349.3,Not Available,No,Not Available,64,8737496.4,Not Available,Not Available,0,Yes,1.16201,Not Available,64,Not Available,1.2,Not Available,Not Available,Not Available,2015248,Not Available,2015-04-26T11:32:24.000,Not Available,Not Available,Not Available,208.0,Not Available,Not Available,0,Not Available,97.7,Not Available,0,No,Not Available,Not Available,Not Available,62.4,Not Available,120,Not Available
2214240,55 Broadway,55 Broadway,Not Available,Not Available,Not Available,-31.2,Not Available,Ok,363378,No,Not Available,21244905.5,1000,Not Available,Not Available,Office,2015-04-20,Not Available,Not Available,21244906.7,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,17.5,Not Available,Yes,Not Available,Not Available,28285915.6,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,0,03/04/2013,Not Available,Not Available,1000807,Not Available,2015-04-23T09:54:48.000,Not Available,100,09/30/2013,101.0,Not Available,2.75196,Not Available,Not Available,115.2,Not Available,0,No,7239287.8,Not Available,Not Available,-31.2,Not Available,Not Available,Not Available
2605878,17 State Street,17 State Street,Not Available,Not Available,Not Available,-26.3,Not Available,Ok,575860,No,Not Available,33976005.4,2500,Not Available,Not Available,Office,2015-04-30,Not Available,Not Available,33976006.8,Not Available,Not Available,Not Available,Whole Building,501124.97,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,45678419.4,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,07/24/2014,Not Available,Not Available,1000020,Not Available,2015-04-30T12:39:21.000,Not Available,100,04/30/2015,101.0,Not Available,4.34133,679874.74,Not Available,109.7,Not Available,0,No,12568259.1,Not Available,Not Available,-26.3,Not Available,Not Available,Not Available
2614201,610 Park Avenue,610 Park Avenue,Not Available,Not Available,Not Available,37,Not Available,Ok,Not Available,No,Not Available,4862151,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-30,Not Available,Not Available,4862151.2,Not Available,Not Available,Not Available,Whole Building,585493.14,Not Available,Not Available,Not Available,Not Available,24.5,Not Available,No,Not Available,0,17550165.3,Not Available,Not Available,0,Yes,0.31042,Not Available,68,Not Available,0,Not Available,Not Available,Not Available,1041086,Not Available,2015-04-30T14:20:15.000,Not Available,Not Available,Not Available,108.0,Not Available,Not Available,427404.37,Not Available,59.9,Not Available,0,No,12648555.6,Not Available,Not Available,37,Not Available,110,Not Available
2008963,Site  18A,20 River Terrace,Not Available,Not Available,Not Available,39,Not Available,Ok,Not Available,No,Not Available,11834527.2,Not Available,Not Available,117837.33,Multifamily Housing,2015-04-20,Not Available,Not Available,11834528.8,Not Available,Not Available,Not Available,Whole Building,723589.49,Not Available,Not Available,Not Available,Not Available,1475.3,Not Available,No,Not Available,0,39303655.6,Not Available,Not Available,117011.99,Yes,0.8073,Not Available,293,Not Available,0.8,Not Available,Not Available,Not Available,1086174,Not Available,2015-04-22T16:03:08.000,Not Available,Not Available,Not Available,101.0,Not Available,Not Available,520627.7,Not Available,78.2,Not Available,0,No,Not Available,Not Available,Not Available,39,Not Available,490,Not Available
2598139,201 E 66th Street,201 E 66th Street,Not Available,Not Available,Not Available,-46.9,Not Available,Ok,Not Available,No,Not Available,6574576.9,Not Available,Not Available,Not Available,Retail Store,Not Available,Not Available,Not Available,6574576,Not Available,Not Available,Not Available,Tenant areas only,Not Available,Not Available,Not Available,Not Available,Not Available,34,Not Available,No,Not Available,0,7209098.7,Not Available,Not Available,Not Available,No,0.98696,Not Available,256,Not Available,0,Not Available,Not Available,Not Available,1043872,Not Available,2015-04-30T19:15:21.000,Not Available,Not Available,Not Available,108.0,Not Available,Not Available,Not Available,0.06924,47.1,Not Available,0,No,Not Available,Not Available,Not Available,-46.9,New York,400,Not Available
2610216,Parking Garage,5935 Broadway,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,No,Not Available,648334.6,Not Available,Not Available,Not Available,Parking,Not Available,Not Available,Not Available,648334.6,Not Available,Not Available,Not Available,Whole Building,29812.18,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,642380.9,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2084023,Not Available,2015-04-01T12:27:22.000,Not Available,Not Available,Not Available,208.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2605876,160 Fifth Avenue,160 Fifth Avenue,Not Available,Not Available,Not Available,-13.6,Not Available,Ok,139763,No,Not Available,7969834.9,184,Not Available,Not Available,Office,2015-04-30,Not Available,Not Available,7969834.9,No,Not Available,Not Available,Whole Building,495542.56,Not Available,Not Available,Not Available,Not Available,142.9,Not Available,No,Not Available,Not Available,9773666.2,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1015500,Not Available,2015-04-30T12:39:21.000,Not Available,100,Not Available,105.0,1898147.4,1.31651,573647.5,Not Available,81.7,Not Available,0,No,Not Available,Not Available,Not Available,-13.6,Not Available,Not Available,Not Available
2384169,50 Park Avenue,50 Park Avenue,Not Available,Not Available,Not Available,-19.4,Not Available,Ok,Not Available,No,Not Available,2301261.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,2301261.3,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,478.4,Not Available,No,Not Available,0,Not Available,11,Not Available,0,No,0.96477,Not Available,125,Not Available,0,Not Available,Not Available,Not Available,1017205,Not Available,2015-07-31T15:12:54.000,Not Available,Not Available,Not Available,106.0,Not Available,Not Available,Not Available,Not Available,81.1,Not Available,0,No,Not Available,Not Available,Not Available,-19.4,Not Available,143,Not Available
1261447,Time Warner Center,10 Columbus Circle,Not Available,Not Available,Not Available,194.7,Not Available,Ok,920504,Yes,Not Available,250133988.2,2300,Not Available,1567596.05,Office,2015-05-01,Not Available,Not Available,250133993,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,1406,0.71886,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,0.1,Not Available,Not Available,Not Available,1026318,Not Available,2015-05-01T17:16:44.000,Not Available,100,Not Available,104.0,Not Available,2.49863,Not Available,0.06743,52.6,Not Available,0,Yes,145397723.5,Not Available,Not Available,194.7,Not Available,Not Available,Not Available
1719778,Court Square Place,24-01 44th Road,Not Available,Not Available,Not Available,54.4,Not Available,Ok,275252,No,Not Available,17570298.2,854,Not Available,Not Available,Office,2015-04-07,Not Available,Not Available,17570298.7,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,391.1,Not Available,No,Not Available,Not Available,24395186.1,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,0.2,02/03/2014,Not Available,Not Available,4005157,Not Available,2015-04-08T06:44:29.000,Not Available,100,08/31/2014,402.0,Not Available,3.10261,Not Available,Not Available,58.7,Not Available,0,No,Not Available,Not Available,Not Available,54.4,Not Available,Not Available,Not Available
2615596,Austin Towers Condo,87-30 62nd Ave,Not Available,Not Available,Not Available,5.8,Not Available,Ok,Not Available,No,Not Available,1319946.7,Not Available,Not Available,Not Available,Multifamily Housing,2015-04-20,Not Available,Not Available,1319946.5,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,265.3,Not Available,No,Not Available,0,6137288.8,Not Available,Not Available,44106.31,Yes,1.33329,Not Available,90,Not Available,0.7,Not Available,Not Available,Not Available,4312067,Not Available,2015-04-28T10:01:06.000,Not Available,Not Available,Not Available,406.0,Not Available,Not Available,Not Available,Not Available,88.4,Not Available,0,No,Not Available,Not Available,Not Available,5.8,Queens,54,Not Available
2551982,Total Realty: 1235 Concourse Tenants Corp,1235 Grand Concourse,Not Available,Not Available,Not Available,-10.6,Not Available,Ok,Not Available,No,Not Available,2543175.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,2543175.1,Not Available,5973195.8,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,485.9,Not Available,No,Not Available,134,Not Available,Not Available,Not Available,0,No,1.28846,Not Available,134,Not Available,0.1,Not Available,Not Available,Not Available,2002849,Not Available,2015-05-01T17:22:40.000,Not Available,Not Available,Not Available,204.0,Not Available,Not Available,Not Available,Not Available,98.9,Not Available,0,No,Not Available,Not Available,Not Available,-10.6,Not Available,245,Not Available
2617469,"MBSF Alabama, LLC",300 Liberty Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,3083643,Not Available,2015-04-29T15:08:09.000,Not Available,Not Available,Not Available,305.0,Not Available,Not Available,62809.93,Not Available,28.5,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Kings,Not Available,Not Available
2386585,475 Park Avenue,475 Park Avenue,Not Available,Not Available,Not Available,32.6,Not Available,Ok,10000,No,Not Available,2836597.9,23,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,2836597.9,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,No,Not Available,0,13457388.3,Not Available,Not Available,Not Available,No,0.53183,Not Available,62,Not Available,0,Not Available,Not Available,Not Available,1036921,Not Available,2015-07-31T15:12:54.000,Not Available,100,Not Available,105.0,Not Available,2.3,Not Available,0,80.2,Not Available,0,Yes,11108659.3,Not Available,Not Available,32.6,Not Available,110,Not Available
2430719,Trinity- 137 Varick,137 Varick St,Not Available,Not Available,Not Available,-47.3,Not Available,Ok,87826,No,Not Available,3134114.7,373.04,Not Available,Not Available,Office,Not Available,Not Available,Not Available,3134114.8,Not Available,Not Available,Not Available,Whole Building,193618.23,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,5202241.9,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,15,Not Available,07/15/2014,Not Available,Not Available,1009745,Not Available,2015-04-29T11:46:45.000,Not Available,100,04/30/2015,102.0,Not Available,4.24747,367651.21,Not Available,112.4,Not Available,0,No,2420107.5,Not Available,Not Available,-47.3,Not Available,Not Available,Not Available
2638321,155 West 81,155 West 81st Street,Not Available,Not Available,Not Available,-15.7,Not Available,Ok,3510,No,Not Available,968643.6,6,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,968643.6,Not Available,5152632,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,398.9,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0.88088,Not Available,66,Not Available,Not Available,Not Available,Not Available,Not Available,1032045,Not Available,2015-04-29T17:00:59.000,Not Available,100,Not Available,107.0,Not Available,1.7094,Not Available,Not Available,95.6,Not Available,0,Yes,Not Available,Not Available,Not Available,-15.7,Not Available,104.9,Not Available
2612523,Walter & Samuels - 18 E 41st,18 E 41st,Not Available,Not Available,Not Available,-31.8,Not Available,Ok,107236,No,Not Available,3886414,294,Not Available,Not Available,Office,2015-04-23,Not Available,Not Available,3886414.7,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,406.9,Not Available,Yes,Not Available,Not Available,9110020.2,Not Available,Not Available,Not Available,Yes,Not Available,4000,Not Available,Not Available,0,Not Available,Not Available,Not Available,1035324,Not Available,2015-04-29T11:52:57.000,Not Available,100,Not Available,,Not Available,2.74162,Not Available,Not Available,125.2,Not Available,0,No,Not Available,Not Available,Not Available,-31.8,Not Available,Not Available,Not Available
2558304,185 West  Broadway,185 West Broadway,Not Available,Not Available,Not Available,37344.4,Not Available,Ok,15000,No,Not Available,16000460,35,Not Available,6358.83,K-12 School,Not Available,Not Available,Not Available,16000461.4,Not Available,Not Available,Not Available,Whole Building,1185070.3,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,11478996673,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1001967,265000,2015-04-30T10:13:24.000,Not Available,25,Not Available,101.0,Not Available,2.33333,3164.88,Not Available,114.8,Not Available,0,Yes,12021166780,Not Available,Not Available,37344.4,New York,Not Available,Not Available
2637924,20 W 77 St.,20 W 77 Street,Not Available,Not Available,Not Available,-31.5,Not Available,Ok,Not Available,No,Not Available,688726.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,688726.5,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,239.8,Not Available,Yes,Not Available,0,3667248,Not Available,Not Available,Not Available,No,0.5279,Not Available,31,Not Available,0,Not Available,Not Available,Not Available,1028818,Not Available,2015-04-30T14:18:35.000,Not Available,Not Available,Not Available,107.0,3145855.8,Not Available,Not Available,Not Available,96.8,Not Available,0,No,Not Available,Not Available,Not Available,-31.5,Not Available,76,Not Available
2408444,387 Park South L.L.C.,387 Park Avenue South,Not Available,Not Available,Not Available,-37.4,Not Available,Ok,179568,No,Not Available,9919554.8,551,Not Available,Not Available,Office,2015-04-30,Not Available,29,9919554.1,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,312.2,Not Available,Yes,12458,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,15,0,08/16/2013,Not Available,Not Available,1018162,Not Available,2015-04-30T19:42:16.000,Not Available,91.6,02/28/2014,105.0,Not Available,3.06848,Not Available,0,104.7,Not Available,0,No,Not Available,Not Available,Not Available,-37.4,Manhattan,Not Available,Not Available
2539059,Winter- 599 11th Ave,599 11th Ave,Not Available,Not Available,Not Available,-41.1,Not Available,Ok,37205,No,Not Available,940565.2,36,Not Available,Not Available,Office,Not Available,Not Available,Not Available,940565.2,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,134,Not Available,Yes,Not Available,Not Available,2468721,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1027098,Not Available,2015-04-22T15:21:30.000,Not Available,100,Not Available,104.0,1778967.1,0.96761,Not Available,Not Available,82.4,Not Available,0,No,Not Available,Not Available,Not Available,-41.1,Not Available,Not Available,Not Available
2387304,44 Gramercy Park North,44 Gramercy Park North,Not Available,Not Available,Not Available,-19.1,Not Available,Ok,Not Available,No,Not Available,1333888.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,1333888.6,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,350.9,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0.71827,Not Available,67,Not Available,0,Not Available,Not Available,Not Available,1017994,Not Available,2015-07-31T15:12:54.000,Not Available,Not Available,Not Available,106.0,Not Available,Not Available,Not Available,Not Available,80.8,Not Available,0,No,Not Available,Not Available,Not Available,-19.1,Not Available,95,Not Available
2271560,Stabile Hall,203 Emerson Pl,Not Available,Not Available,Not Available,6,Not Available,Ok,Not Available,No,Not Available,3160876.6,Not Available,Not Available,Not Available,Residence Hall/Dormitory,2015-04-24,Not Available,Not Available,3160876.8,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,237.7,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3331567,Not Available,2015-04-24T12:14:09.000,Not Available,Not Available,Not Available,302.0,Not Available,Not Available,Not Available,Not Available,96,Not Available,0,No,Not Available,Not Available,Not Available,6,Kings,Not Available,Not Available
2638326,Marben Realty,308 West104,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,No,Not Available,585059.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,585059.7,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0.67191,Not Available,38,Not Available,Not Available,Not Available,Not Available,Not Available,1057200,Not Available,2015-04-29T17:00:59.000,Not Available,Not Available,Not Available,,Not Available,Not Available,80516.17,Not Available,59.6,Not Available,0,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,79.18,Not Available
1069082,51 Madison,51 Madison Avenue,Not Available,Not Available,Not Available,-30.3,Not Available,Ok,1358801,No,Not Available,73988371.2,5404,Not Available,Not Available,Office,Not Available,Not Available,953,73988367,Not Available,Not Available,Not Available,Whole Building,4502921.94,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,146317614.7,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,12/30/2014,Not Available,Not Available,1016880,Not Available,2015-05-01T11:51:38.000,Not Available,100,08/31/2015,105.0,Not Available,3.97704,6457226.08,Not Available,144.2,Not Available,0,No,78285333.4,Not Available,Not Available,-30.3,Not Available,Not Available,Not Available
2637481,600 Fifth Avenue (Bld 17),600 Fifth Avenue,Not Available,Not Available,Not Available,5.1,Not Available,Ok,326305,No,Not Available,25450356.6,887,Not Available,Not Available,Office,Not Available,Not Available,Not Available,25450357.1,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,45980262.2,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1034506,Not Available,2015-04-30T10:33:52.000,Not Available,100,Not Available,105.0,Not Available,2.71832,Not Available,0.01433,112.6,Not Available,0,No,15050700.4,Not Available,Not Available,5.1,Not Available,Not Available,Not Available
1439975,19E 57th Street,19E 57th Street,Not Available,Not Available,Not Available,6.6,Not Available,Ok,97511,No,Not Available,8266190.2,411.08,Not Available,Not Available,Office,Not Available,Not Available,Not Available,8266191,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,Not Available,10798062,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,1086164,Not Available,2015-04-24T11:46:18.000,Not Available,100,Not Available,105.0,Not Available,4.21578,Not Available,Not Available,103,Not Available,0,No,2792433.9,Not Available,Not Available,6.6,Not Available,Not Available,Not Available
2637424,561 Seventh Ave,561 Seventh Ave,Not Available,Not Available,Not Available,4.2,Not Available,Ok,64050,No,Not Available,4282747,131,Not Available,Not Available,Office,2015-04-13,Not Available,Not Available,4282745.8,No,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,337.7,Not Available,No,Not Available,Not Available,8529851.2,Not Available,Not Available,Not Available,Yes,Not Available,4200,Not Available,9,0.1,Not Available,Not Available,Not Available,1022558,Not Available,2015-04-13T10:44:53.000,Not Available,82.44,Not Available,105.0,3890498.6,2.04528,Not Available,Not Available,109.4,Not Available,0,No,Not Available,Not Available,Not Available,4.2,usa,Not Available,Not Available
2430725,Trinity- 155 Aof A,155 Avenue of Americas,Not Available,Not Available,Not Available,-48.7,Not Available,Ok,234151,No,Not Available,8337836.4,564.33,Not Available,Not Available,Office,Not Available,Not Available,Not Available,8337836.2,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,514.9,Not Available,No,Not Available,Not Available,14630035.7,Not Available,Not Available,1816.21,No,Not Available,Not Available,Not Available,20,0,10/16/2014,Not Available,Not Available,1007385,Not Available,2015-04-29T11:46:45.000,Not Available,100,07/31/2015,102.0,Not Available,2.41011,Not Available,Not Available,120.1,Not Available,0,No,Not Available,Not Available,Not Available,-48.7,Not Available,Not Available,Not Available
