property_id,property_name,nyc_building_identification,address_1,year_built,office_percent_that_can_be,largest_property_use_type_1,retail_store_number_of_open,multifamily_housing_percent_1,municipally_supplied_potable_3,parent_property_id,non_refrigerated_warehouse,convention_center_gross_floor,hospital_general_medical_8,medical_office_gross_floor,district_steam_use_kbtu,fuel_oil_2_use_kbtu,net_emissions_metric_tons,year_ending,estimated_values_water,site_eui_kbtu_ft,report_submission_date,report_generation_date,temporary_values,worship_facility_gross_floor,multifamily_housing_number_7,property_gfa_calculated,direct_ghg_emissions_metric,electricity_use_generated_2,leed_us_project_id,diesel_2_use_kbtu,list_of_all_property_use,estimated_data_flag_fuel_2,alert_energy_meter_has_single,direct_ghg_emissions_intensity,weather_normalized_site_eui,total_location_based_ghg,postal_code,electricity_use_grid_purchase_2,reason_s_for_no_score,third_party_certification_1,multifamily_housing_number_5,courthouse_gross_floor_area,last_modified_date_property,energy_star_certification_1,last_modified_date_water,national_median_site_eui,number_of_active_it_meters,hotel_gym_fitness_center,multifamily_housing_total_1,site_energy_use_kbtu,office_gross_floor_area_ft,movie_theater_gross_floor,alert_energy_no_meters,default_values,natural_gas_use_kbtu,social_meeting_hall_gross,medical_office_percent_that,third_party_certification,estimated_data_flag_fuel,fuel_oil_4_use_kbtu
21325210,SAR ACADEMY,21000867;2124120;2100867;2100866;210865,655 West 254th Street,2011,Not Available,115904,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,537.9,2022-12-31T00:00:00.000,Unable to Check (not enough data),63,2023-05-01T22:53:00.000,2023-05-01T22:53:00.000,False,Not Available,Not Available,115904,133.7,Not Available,Not Available,Not Available,K-12 School (115904.0),Not Available,Ok,1.2,63.9,537.9,10471,1401275,Not Available,Not Available,Not Available,Not Available,2023-03-10T00:00:00.000,Not Available,,73.8,0,Not Available,Not Available,7298949.9,Not Available,Not Available,Ok,False,2517799.8,Not Available,Not Available,Not Available,Not Available,Not Available
2788663,Alef Realty: 4500 Broadway,1064058,4500 Broadway,1925,100,56030,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,0,335,2022-12-31T00:00:00.000,No,93.1,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,1.39211,59076,220,Not Available,Not Available,Not Available,"Personal Services (Health/Beauty, Dry Cleaning, etc.) (1456.0), Office (500.0), Multifamily Housing (56030.0), Convenience Store without Gas Station (1090.0)",Not Available,Ok,3.7,95.3,335,10040,398790,{1} is too small.,Not Available,0,Not Available,2023-04-26T00:00:00.000,Not Available,2020-03-03T00:00:00.000,79.6,0,Not Available,1.39211,5502471.6,500,Not Available,Ok,True,4141800.1,Not Available,Not Available,Not Available,Not Available,Not Available
2794380,Superior: 62-98 Saunders Street,4072064;4832088,62-98 Saunders Street,1930,Not Available,89899,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,381.8,2022-12-31T00:00:00.000,No,74,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.97888,89899,305.7,Not Available,Not Available,Not Available,Multifamily Housing (89899.0),Not Available,Ok,3.4,75.8,381.8,11374,263933,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-27T00:00:00.000,88.4,0,Not Available,0.97888,6655539.3,Not Available,Not Available,Ok,False,5754999.9,Not Available,Not Available,Not Available,Not Available,Not Available
6826934,Daly IV - 2134,2013270,2134 Vyse Avenue,1915,Not Available,43700,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,276.1,2022-12-31T00:00:00.000,No,109.2,2023-03-13T15:00:00.000,2023-03-13T14:58:00.000,False,Not Available,0.86957,43700,215.1,Not Available,Not Available,Not Available,Multifamily Housing (43700.0),Not Available,Ok,4.9,111.3,276.1,10460,211736,Not Available,Not Available,0,Not Available,2023-03-10T00:00:00.000,Not Available,2023-02-27T00:00:00.000,109.1,0,Not Available,0.86957,4771643.2,Not Available,Not Available,Ok,False,4049200,Not Available,Not Available,Not Available,Not Available,Not Available
6699400,1740 Carroll Street,3038178,1740 Carroll Street,1935,Not Available,38614,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,188.6,2022-12-31T00:00:00.000,No,85.3,2023-04-19T17:30:00.000,2023-04-14T04:45:00.000,False,Not Available,0.9323,38614,151.8,Not Available,Not Available,Not Available,Multifamily Housing (38614.0),Not Available,Ok,3.9,87.8,188.6,11213,127612,Not Available,Not Available,0,Not Available,2023-04-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,94.2,0,Not Available,0.9323,3292753.1,Not Available,Not Available,Ok,False,2857340.9,Not Available,Not Available,Not Available,Not Available,Not Available
2801593,AAR: 34-44 82 St,4029201,34-44 82 St,1937,Not Available,70709,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,343.5,2022-12-31T00:00:00.000,No,86.4,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.73541,70709,292.4,Not Available,Not Available,Not Available,Multifamily Housing (70709.0),Not Available,Ok,4.1,89.9,343.5,11372,177222,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,83.6,0,Not Available,0.73541,6110081.3,Not Available,Not Available,Ok,False,5505399.8,Not Available,Not Available,Not Available,Not Available,Not Available
20474488,22 W 32ND STREET,1015828,"22 W 32ND STREET, 10001",2013,100,113000,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,467,2022-12-31T00:00:00.000,No,58,2023-04-04T09:00:00.000,2023-04-04T09:00:00.000,False,Not Available,Not Available,113000,225.4,Not Available,Not Available,Not Available,Office (113000.0),No,Ok,2,Not Available,467,10001,837833,Not Available,Not Available,Not Available,Not Available,2023-04-04T00:00:00.000,Not Available,2022-04-01T00:00:00.000,80.9,0,Not Available,Not Available,6549338.2,113000,Not Available,Ok,False,2367600,Not Available,Not Available,Not Available,Not Available,1323052
28349578,105 Jersey Street,5001173,105 Jersey Street,1928,Not Available,38915,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,2022-12-31T00:00:00.000,Unable to Check (not enough data),0,2023-07-12T11:56:00.000,2023-07-12T11:55:00.000,False,Not Available,Not Available,38915,0,Not Available,Not Available,Not Available,Manufacturing/Industrial Plant (38915.0),Not Available,Ok,0,0,0,10301,0,More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country).,Not Available,Not Available,Not Available,,Not Available,,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Ok,False,0,Not Available,Not Available,Not Available,Not Available,Not Available
2730706,VP: 825 Gerard Ave,2002977,825 Gerard Ave,1929,Not Available,106615,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,422.7,2022-12-31T00:00:00.000,No,67.2,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.78788,106615,309.3,Not Available,Not Available,Not Available,Multifamily Housing (106615.0),Not Available,Ok,2.9,68,422.7,10451,393056,Not Available,Not Available,0,Not Available,2023-03-18T00:00:00.000,Not Available,2023-02-24T00:00:00.000,81.6,0,Not Available,0.78788,7164306.8,Not Available,Not Available,Ok,False,5823199.7,Not Available,Not Available,Not Available,Not Available,Not Available
6217673,1072 Woodycrest,2003148,1072 Woodycrest Ave,1928,Not Available,46652,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,245,2022-12-31T00:00:00.000,No,88.9,2023-04-20T19:38:00.000,2023-04-20T19:37:00.000,False,Not Available,0.34296,46652,178.5,Not Available,Not Available,Not Available,Multifamily Housing (46652.0),Not Available,Possible Issue,3.8,Not Available,245,10452,230423.5,Not Available,Not Available,0,Not Available,2023-02-24T00:00:00.000,Not Available,2023-02-24T00:00:00.000,80.7,0,Not Available,1.05033,4147179.9,Not Available,Not Available,Ok,True,3360974.8,Not Available,Not Available,Not Available,Not Available,Not Available
6936560,FAMILY SUPPORT FAMILY SUPPORT SYSTEMS UNL. HDFC,2007655,1975   CRESTON AVE,1920,Not Available,37960,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,230.1,2022-12-31T00:00:00.000,No,107.3,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,1.0274,37960,193.3,Not Available,Not Available,Not Available,Multifamily Housing (37960.0),Not Available,Ok,5.1,110.2,230.1,10453,127494,Not Available,Not Available,0,Not Available,2023-04-22T00:00:00.000,Not Available,2023-02-24T00:00:00.000,110.3,0,Not Available,1.0274,4074809.3,Not Available,Not Available,Ok,False,3639799.8,Not Available,Not Available,Not Available,Not Available,Not Available
2810956,MNM: 2321 7th Avenue,1058309,2321 7th Avenue,1983,Not Available,101308,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,464.1,2022-12-31T00:00:00.000,No,75.4,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.86864,101308,307,Not Available,Not Available,Not Available,Multifamily Housing (101308.0),Not Available,Ok,3,76.2,464.1,10030,544740,Not Available,Not Available,0,Not Available,2023-03-18T00:00:00.000,Not Available,2023-02-24T00:00:00.000,81.7,0,Not Available,0.86864,7638352.7,Not Available,Not Available,Ok,False,5779699.8,Not Available,Not Available,Not Available,Not Available,Not Available
20956056,Barclay - Child - 102 West St,3064673,102 West St,1931,Not Available,28120,Not Available,Not Available,Not Available,20805120,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,2022-12-31T00:00:00.000,Unable to Check (not enough data),Not Available,2023-03-16T11:48:00.000,2023-03-16T11:47:00.000,False,Not Available,Not Available,28120,0,Not Available,Not Available,Not Available,Manufacturing/Industrial Plant (28120.0),Not Available,Unable to Check (not enough data),0,Not Available,0,11222,Not Available,Property has no energy meters. More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country).,Not Available,Not Available,Not Available,2022-05-04T00:00:00.000,Not Available,,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2775438,CQ- 55-30 98 Place,4431633;4431634;4838390;4445460,55-30 98 Place,1964,Not Available,149548,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,669.7,2022-12-31T00:00:00.000,No,75,2023-03-16T06:17:00.000,2023-03-16T06:17:00.000,False,Not Available,0.4547,154548,470.9,Not Available,Not Available,Not Available,"Multifamily Housing (149548.0), Parking (5000.0)",Not Available,Ok,3.1,76.3,669.7,11368,689043,Not Available,Not Available,0,Not Available,2023-03-10T00:00:00.000,Not Available,2023-02-24T00:00:00.000,101.5,0,Not Available,1.39086,11217115.3,Not Available,Not Available,Ok,True,8866100.6,Not Available,Not Available,Not Available,Not Available,Not Available
22028497,623 West 170th Street,1063472,623 West 170th Street,1917,Not Available,30020,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,2389097.4,206.9,2022-12-31T00:00:00.000,No,92.4,2023-04-27T18:39:00.000,2023-04-27T18:38:00.000,False,Not Available,1.09927,30020,182,Not Available,Not Available,Not Available,Multifamily Housing (30020.0),Not Available,Ok,6.1,95.8,206.9,10032,86549,Not Available,Not Available,0,Not Available,2023-04-25T00:00:00.000,Not Available,2023-02-24T00:00:00.000,107.7,0,Not Available,1.09927,2772702.6,Not Available,Not Available,Ok,False,88300,Not Available,Not Available,Not Available,Not Available,Not Available
12067664,102 Albemarle Associates,3124504,102 Albemarle Road,1939,Not Available,51000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,279.9,2022-12-31T00:00:00.000,Unable to Check (not enough data),92.7,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,0.88235,51000,202.7,Not Available,Not Available,Not Available,Multifamily Housing (51000.0),Not Available,Ok,4,95.8,279.9,11218,267486,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-04-05T00:00:00.000,86.2,0,Not Available,0.88235,4728962.1,Not Available,Not Available,Ok,False,3816299.9,Not Available,Not Available,Not Available,Not Available,Not Available
19509191,CFF Consulting - 2363 ACP Boulevard,1060016,2363 ACP Boulevard,1920,Not Available,38011,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,267,2022-12-31T00:00:00.000,Unable to Check (not enough data),123.3,2023-03-17T18:33:00.000,2023-03-17T18:32:00.000,False,Not Available,1.21018,38011,218.6,Not Available,Not Available,Not Available,Multifamily Housing (38011.0),Not Available,Ok,5.8,126.1,267,10030,167707,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,,103.9,0,Not Available,1.21018,4688116.2,Not Available,Not Available,Ok,False,4115899.9,Not Available,Not Available,Not Available,Not Available,Not Available
16839950,43-53 Main Street,4618356 ; 4864183 ; 4836957,43-53 Main Street,2020,100,58910,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,259.7,2022-12-31T00:00:00.000,No,56.3,2023-03-05T15:33:00.000,2023-03-05T15:32:00.000,False,Not Available,0.69598,65910,91.5,Not Available,Not Available,Not Available,"Office (7000.0), Multifamily Housing (58910.0)",Not Available,Ok,1.4,56.3,259.7,11355,583087,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,2022-03-01T00:00:00.000,50.4,0,Not Available,0.69598,3712592.8,7000,Not Available,Ok,False,1723100,Not Available,Not Available,Not Available,Not Available,Not Available
28325506,2074 Atlantic Ave,3391302,2074 Atlantic Ave,2005,Not Available,32500,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102.8,2022-12-31T00:00:00.000,No,51.5,2023-07-14T12:17:00.000,2023-07-14T12:16:00.000,False,Not Available,Not Available,32500,65.3,Not Available,Not Available,Not Available,Distribution Center (32500.0),Not Available,Ok,2,54,102.8,11233,129916,Not Available,Not Available,Not Available,Not Available,2023-07-13T00:00:00.000,Not Available,2023-07-12T00:00:00.000,57.1,0,Not Available,Not Available,1672973.4,Not Available,Not Available,Ok,False,1229700.1,Not Available,Not Available,Not Available,Not Available,Not Available
7534445,312 West 15 Street,1013024,312 West 15 Street,1900,Not Available,28078,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,177.6,2022-12-31T00:00:00.000,No,83,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,0.56984,28078,151.6,Not Available,Not Available,Not Available,Multifamily Housing (28078.0),No,Ok,5.4,82.7,177.6,10011,89948,Not Available,Not Available,0,Not Available,2023-04-25T00:00:00.000,Not Available,2023-02-24T00:00:00.000,111.1,0,Not Available,1.28214,2329202.7,Not Available,Not Available,Ok,False,29400,Not Available,Not Available,Not Available,Not Available,1992900.2
2795492,M&&L: 18 E 199 St,2017598,18 E 199 St,1927,Not Available,93150,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,207000,526.3,2022-12-31T00:00:00.000,No,87.4,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.82662,101650,391.2,Not Available,Not Available,Not Available,"Multifamily Housing (93150.0), Retail Store (8500.0)",Not Available,Ok,3.8,88.6,526.3,10468,468336,{1} is marked as No.,Not Available,0,Not Available,2023-04-02T00:00:00.000,Not Available,,86.6,0,Not Available,0.82662,8880562.1,Not Available,Not Available,Ok,False,7075599.6,Not Available,Not Available,Not Available,Not Available,Not Available
