row_id,nhours,animal_waste,route_id,sector_name,graffiti,activity,fixed_post,broken_glass
1582604,1.42,No,,Manhattan Sector 14,No,Work,Yes,No
1581592,0.48,Yes,2764.0,Bronx Sector 3.6,No,Work,No,Yes
1579657,0.83,Yes,2744.0,Bronx Sector 4.5,No,Work,No,Yes
1581427,1.0,Yes,,Brooklyn Sector 5.16,Yes,Work,Yes,Yes
1580524,0.33,Yes,1987.0,Bronx Sector 9.10,No,Work,No,Yes
1580392,0.3,Yes,1868.0,Manhattan Sector 12.12A,Yes,Work,No,Yes
1583131,8.5,Yes,,Brooklyn Sector 5.16,No,Work,Yes,Yes
1580416,0.25,No,1927.0,Queens Sector 7,No,Work,No,No
1582213,1.0,Yes,1868.0,Manhattan Sector 12.12A,Yes,Work,No,Yes
1581918,0.12,Yes,2061.0,Staten Island Sector 2.2B,No,Work,No,No
1580495,4.25,No,,Queens Sector 10.12,No,Work,Yes,No
1580330,2.22,No,2387.0,Brooklyn Sector 5.16,No,Work,No,No
1581185,0.36,No,2744.0,Bronx Sector 4.5,No,Work,No,No
1581326,0.92,No,2615.0,Manhattan Sector 6.8.15,No,Other,No,No
1.58e+06,0.5,No,2738.0,Bronx Sector 4.5,No,Lunch,No,No
1581909,0.48,Yes,2730.0,Bronx Sector 3.6,Yes,Work,No,Yes
158028400.00%,0.23,No,1958.0,Queens Sector 11.13,No,Work,No,No
1581336,0.89,No,,Manhattan Sector 3,No,Work,Yes,No
1580681,0.67,Yes,1959.0,Queens Sector 11.13,No,Work,No,Yes
1580622,4.25,No,,Brooklyn Sector 2,No,Work,Yes,No
1582670,0.33,No,,Manhattan Sector 14,No,Work,Yes,No
1581537,0.83,No,2518.0,Queens Sector 1.2,No,Work,No,No
1582567,0.28,No,2517.0,,No,Work,No,No
1581968,0.9,No,2735.0,Bronx Sector 4.5,Yes,Work,No,Yes
1581071,1.69,Yes,,Manhattan Sector 3,No,Work,Yes,Yes
1582585,0.07,No,2707.0,Bronx Sector 1.2,No,Work,No,No
1581848,1.08,Yes,2710.0,Bronx Sector 1.2,No,Work,No,Yes
1581173,0.83,No,2418.0,Brooklyn Sector 1,No,Work,No,No
1581641,0.25,No,1904.0,Queens Sector 3.4,No,De-Mobilization,No,No
1582457,0.5,No,1968.0,Queens Sector 15,No,De-Mobilization,No,No
1579935,0.25,No,,Bronx Sector 1.2,No,Work,Yes,No
1582456,0.9,No,2774.0,Queens Sector 15,No,Work,No,No
1579763,1.5,Yes,,Manhattan Sector 3,Yes,Work,Yes,Yes
1583173,1.7,No,,Brooklyn Sector 6.7,No,Work,Yes,No
1921444,1.37,No,2387.0,Brooklyn Sector 5.16,No,Work,No,No
1581223,0.35,No,2053.0,Staten Island Sector 1,No,Work,No,No
1580055,7.5,No,,Bronx Sector 3.6,No,Work,Yes,No
1581134,2.13,No,,Brooklyn Sector 6.7,No,Work,Yes,No
1579895,0.42,Yes,1976.0,Bronx Sector 7.8,No,Work,No,Yes
1582131,1.58,No,,Manhattan Sector 7.9,No,Work,Yes,No
1582076,0.08,No,1903.0,Queens Sector 3.4,No,Work,No,No
158027200.00%,0.64,Yes,2734.0,Bronx Sector 4.5,No,Work,No,Yes
158125200.00%,0.08,No,2719.0,Bronx Sector 3.6,No,Work,No,No
1581961,0.42,Yes,2787.0,Brooklyn Sector 2,No,Work,No,Yes
1579891,0.02,No,2840.0,Brooklyn Sector 6.7,No,Work,No,No
1582646,0.2,No,1906.0,Queens Sector 3.4,No,Work,No,No
1581858,3.75,No,,Manhattan Sector 12.12A,No,Work,Yes,No
1582822,0.16,Yes,1988.0,Bronx Sector 9.10,No,Work,No,Yes
1.58e+06,0.57,Yes,2514.0,Brooklyn Sector 10.12,No,Work,No,Yes
1579934,0.25,No,1973.0,Bronx Sector 7.8,No,Work,No,No
1580143,1.0,No,2709.0,Bronx Sector 1.2,No,Lunch,No,No
1579419,0.33,No,1756.0,Brooklyn Sector 6.7,No,Work,No,No
1581128,0.07,No,2822.0,Queens Sector 10.12,No,Work,No,No
1581784,1.25,No,,Bronx Sector 1.2,No,Work,Yes,No
1581848,1.08,Yes,2710.0,Bronx Sector 1.2,No,Work,No,Yes
1581701,0.02,No,1941.0,Queens Sector 8.9,No,Mobilization,No,No
1579431,0.1,No,2707.0,Bronx Sector 1.2,No,Work,No,No
1580942,0.18,No,2830.0,Queens Sector 1.2,No,Work,No,No
1575571,0.75,No,2765.0,Brooklyn Sector 17.18,No,Work,No,No
1582567,0.5,No,2517.0,Queens Sector 1.2,No,Lunch,No,No
1579229,0.83,Yes,2740.0,Bronx Sector 4.5,No,Work,No,Yes
1581331,0.5,Yes,1812.0,Manhattan Sector 3,Yes,Work,No,Yes
1579955,0.2,No,2051.0,Staten Island Sector 1,No,Work,No,No
1582276,0.83,Yes,2803.0,Manhattan Sector 7.9,No,Work,No,No
1579827,0.42,No,1968.0,Queens Sector 15,No,Work,No,No
1579637,0.25,Yes,2246.0,Manhattan Sector 12.12A,No,Work,No,Yes
1582025,0.07,Yes,2791.0,Brooklyn Sector 11.15,No,Work,No,Yes
1579425,0.1,Yes,1959.0,Queens Sector 11.13,No,Work,No,Yes
1581156,0.42,No,1992.0,Bronx Sector 13,No,Work,No,No
1580086,0.68,No,1911.0,Queens Sector 5.6,No,Work,No,No
1580860,0.38,No,,Staten Island Sector 2.2B,No,Work,Yes,No
1581191,3.0,Yes,,Queens Sector 8.9,No,Work,Yes,Yes
1581293,0.25,No,2515.0,Brooklyn Sector 10.12,No,Break,No,No
1581575,0.12,No,2810.0,Queens Sector 10.12,No,Work,No,No
1579490,8.5,No,,Queens Sector 8.9,No,Work,Yes,No
1582230,0.08,No,2615.0,Manhattan Sector 6.8.15,No,De-Mobilization,No,No
1581519,0.25,No,2745.0,Bronx Sector 4.5,No,Mobilization,No,No
1581528,0.28,No,2854.0,Manhattan Sector 10.11,No,Work,No,No
1581911,0.53,No,2016.0,Brooklyn Sector 8.9,No,Lunch,No,No
1579902,0.75,No,,Bronx Sector 1.2,No,Work,Yes,No
1581294,0.05,No,2079.0,Staten Island Sector 3,No,Work,No,No
1581229,0.25,No,1942.0,Queens Sector 8.9,No,Work,No,No
1580784,0.38,No,2023.0,Brooklyn Sector 11.15,No,Other,No,No
1700565,0.33,No,2367.0,Brooklyn Sector 17.18,No,Work,No,No
1579715,0.72,No,2008.0,Brooklyn Sector 3.4,No,Work,No,No
1580428,0.08,No,1900.0,Queens Sector 1.2,No,Work,No,No
1579879,0.47,No,1957.0,Queens Sector 11.13,No,Work,No,No
1579320,0.2,No,2053.0,Staten Island Sector 1,No,Break,No,No
1581737,0.33,No,1980.0,Bronx Sector 7.8,No,Work,No,No
1580204,0.25,No,2513.0,Brooklyn Sector 10.12,No,Mobilization,No,No
1581113,0.03,No,2843.0,Brooklyn Sector 2,No,Work,No,No
1581495,2.0,No,,Manhattan Sector 1.2,No,Work,Yes,No
1580655,5.75,No,,Queens Sector 1.2,No,Work,Yes,No
1582549,0.13,No,2057.0,Staten Island Sector 1,No,Work,No,No
1581299,1.17,Yes,2756.0,Bronx Sector 3.6,Yes,Work,No,Yes
1580700,0.33,No,1903.0,Queens Sector 3.4,No,Work,No,No
1579866,0.38,No,1956.0,Queens Sector 10.12,No,De-Mobilization,No,No
1579855,0.02,No,2813.0,Brooklyn Sector 3.4,No,Work,No,No
1580747,0.33,Yes,1993.0,Bronx Sector 13,Yes,Work,No,Yes
1.58e+06,0.5,No,2395.0,Staten Island Sector 3,No,Lunch,No,No
1581698,0.06,No,1732.0,Brooklyn Sector 1,No,Work,No,No
1579545,4.25,No,,Brooklyn Sector 17.18,No,Work,Yes,No
1580151,0.12,No,2853.0,Brooklyn Sector 11.15,No,Work,No,No
1582759,4.25,No,,Brooklyn Sector 17.18,No,Work,Yes,No
1581304,0.48,No,,Queens Sector 1.2,No,Work,Yes,No
1636443,0.58,No,2235.0,Brooklyn Sector 17.18,No,Work,No,No
1581063,0.92,No,1860.0,Manhattan Sector 10.11,No,Lunch,No,No
1582728,8.5,Yes,,Bronx Sector 9.10,No,Work,Yes,Yes
1581791,0.25,No,2794.0,,No,Break,No,No
1582584,1.17,Yes,1851.0,Manhattan Sector 10.11,No,Work,No,Yes
1581503,0.14,Yes,1988.0,Bronx Sector 9.10,No,Work,No,Yes
1579532,0.95,No,2842.0,Brooklyn Sector 17.18,No,Other,No,No
1582926,0.82,Yes,2730.0,Bronx Sector 3.6,No,Work,No,No
1781966,3.99,No,,Queens Sector 7A,No,Work,Yes,No
1579905,0.05,No,1912.0,Queens Sector 5.6,No,Other,No,No
1580784,0.57,No,2023.0,Brooklyn Sector 11.15,No,Work,No,Yes
1582549,0.13,No,2057.0,Staten Island Sector 1,No,Work,No,No
1579164,0.17,No,1900.0,Queens Sector 1.2,No,Other,No,No
1579824,0.18,No,2738.0,Bronx Sector 4.5,No,Work,No,No
158130900.00%,0.38,Yes,1984.0,Bronx Sector 9.10,No,Work,No,Yes
1581905,0.5,No,1983.0,Bronx Sector 9.10,No,Mobilization,No,No
1583180,3.67,No,,Brooklyn Sector 6.7,No,Work,Yes,No
1580491,0.38,No,2057.0,Staten Island Sector 1,No,Work,No,No
1580538,0.17,No,2849.0,Manhattan Sector 10.11,No,Work,No,No
