objectid,bin,latitude,longitude,census_tract,physicalid,parkzone,length,:@computed_region_yeji_bk3q,communityboard
124423,5021099.0,40.601239,-74.130901,187.03,54036.0,,,1,502.0
149627,5055492.0,40.561302,-74.113227,128.06,90288.0,,,1,503.0
135235,,,,,57419.0,,,5,212.0
146041,5109676.0,40.562376,-74.115248,128.06,102697.0,,,1,503.0
150024,5146219.0,40.527818,-74.19951,198.0,15998.0,,,1,503.0
129223,5033920.0,40.598724,-74.133895,273.02,58207.0,,,1,502.0
149248,4293481.0,40.654283,-73.850035,892.01,29723.0,,,3,410.0
145650,5055480.0,40.561383,-74.114278,128.06,90288.0,,,1,503.0
149245,5055411.0,40.561415,-74.115088,128.06,88564.0,,,1,503.0
138880,4155141.0,40.731663,-73.779285,1333.0,6620.0,,,3,408.0
150041,5056429.0,40.559355,-74.11109,128.06,95882.0,,,1,503.0
150445,5055471.0,40.560579,-74.113546,128.06,35070.0,,,1,503.0
138423,5108840.0,40.624182,-74.077375,27.0,57196.0,,,1,501.0
144026,5053757.0,40.582016,-74.089304,112.01,44999.0,,,1,502.0
148425,5113450.0,40.561866,-74.116521,128.06,164299.0,,,1,503.0
136024,5013908.0,40.623427,-74.077241,27.0,98446.0,,,1,501.0
149228,5109698.0,40.562915,-74.116329,128.06,164303.0,,,1,503.0
140456,5015231.0,40.621895,-74.093111,39.0,94128.0,,,1,501.0
146025,4616756.0,40.784084,-73.780447,997.04,101117.0,,,3,407.0
138029,5013941.0,40.624008,-74.078463,27.0,93750.0,,,1,501.0
151631,4063714.0,40.723535,-73.890156,667.01,95835.0,,,3,405.0
146436,5052936.0,40.58308,-74.090335,112.01,45000.0,,,1,502.0
145240,5109700.0,40.562915,-74.116329,128.06,164303.0,,,1,503.0
144040,3154345.0,40.618441,-74.02346,152.0,36661.0,,,2,310.0
140843,5015227.0,40.622941,-74.092464,39.0,94128.0,,,1,501.0
149234,4165995.0,40.73715,-73.736528,1301.0,78982.0,,,3,413.0
122024,5019599.0,40.606762,-74.130483,187.03,75402.0,,,1,502.0
148825,5109648.0,40.561866,-74.116521,128.06,164299.0,,,1,503.0
136022,4311383.0,40.744403,-73.904419,249.0,28877.0,,,3,402.0
138429,5013935.0,40.624186,-74.078899,27.0,57197.0,,,1,501.0
149636,5056396.0,40.560063,-74.110871,128.06,95327.0,,,1,503.0
138841,5015169.0,40.625728,-74.090828,39.0,98342.0,,,1,501.0
150826,5056405.0,40.56071,-74.112024,128.06,95327.0,,,1,503.0
138854,5015158.0,40.624319,-74.092703,39.0,70010.0,,,1,501.0
138870,5015239.0,40.623164,-74.091264,39.0,53929.0,,,1,501.0
125222,5021099.0,40.601239,-74.130901,187.03,64943.0,,,1,502.0
134827,5013918.0,40.623782,-74.076078,27.0,98446.0,,,1,501.0
150835,5057127.0,40.559705,-74.112728,128.06,95882.0,,,1,503.0
140467,5023879.0,40.636455,-74.130707,207.02,87156.0,,,1,501.0
150050,5055466.0,40.560933,-74.114123,128.06,35070.0,,,1,503.0
139235,3029868.0,40.677841,-73.943574,313.0,,,,2,308.0
140436,5015255.0,40.622834,-74.089275,39.0,93945.0,,,1,501.0
148449,3027963.0,40.67921,-73.96381,203.0,39659.0,,,2,308.0
149227,1051847.0,40.788706,-73.947752,166.0,89952.0,,,4,111.0
138426,5013871.0,40.624406,-74.078103,27.0,57196.0,,,1,501.0
148452,3140613.0,40.63334,-74.002929,214.0,42615.0,,,2,312.0
146051,5056369.0,40.561358,-74.111644,128.06,55575.0,,,1,503.0
149641,5056436.0,40.559826,-74.111933,128.06,95882.0,,,1,503.0
150037,3393791.0,40.576632,-73.987408,326.0,42412.0,,,2,313.0
149236,4244091.0,40.694756,-73.731228,600.0,80317.0,,,3,413.0
138844,5015147.0,40.625648,-74.09148,39.0,98342.0,,,1,501.0
146027,,,,,,,,1,502.0
142822,1033143.0,40.788683,-73.977408,171.0,3607.0,,,4,107.0
138832,5129298.0,40.624681,-74.088889,39.0,49966.0,,,1,501.0
138435,5015139.0,40.626456,-74.090728,33.0,53924.0,,,1,501.0
150833,3227772.0,40.63021,-73.899204,1026.0,74800.0,,,2,318.0
128825,4024565.0,40.75911,-73.898381,309.05,26433.0,,,3,403.0
148040,5109724.0,40.562915,-74.116329,128.06,102697.0,,,1,503.0
128422,1010325.0,40.724913,-74.010499,39.0,178664.0,,,4,101.0
144037,3150796.0,40.628836,-74.033461,44.0,84775.0,,,2,310.0
150432,5056399.0,40.560277,-74.11125,128.06,95327.0,,,1,503.0
142044,4002456.0,40.744999,-73.923066,181.02,82362.0,,,3,402.0
149246,5055485.0,40.56183,-74.114103,128.06,90288.0,,,1,503.0
140435,5015254.0,40.622814,-74.089625,39.0,93945.0,,,1,501.0
146452,5055474.0,40.560972,-74.113604,128.06,90288.0,,,1,503.0
142035,1084717.0,40.755814,-74.004115,99.03,1802.0,,,4,104.0
149224,2086313.0,40.904875,-73.907383,323.0,61139.0,,,5,208.0
135236,2087905.0,40.877479,-73.859801,380.0,57419.0,,,5,212.0
142025,4094365.0,40.708206,-73.861708,637.0,117875.0,,,3,405.0
140447,4128851.0,40.780164,-73.79985,1017.0,27026.0,,,3,407.0
148052,5055485.0,40.56183,-74.114103,128.06,90288.0,,,1,503.0
145256,4258531.0,40.685298,-73.80329,194.0,23727.0,,,3,412.0
128023,1011034.0,40.737814,-74.003857,77.0,1259.0,,,4,102.0
134840,5013872.0,40.624566,-74.078186,27.0,93751.0,,,1,501.0
135624,5013919.0,40.623815,-74.07597,27.0,98446.0,,,1,501.0
150439,5057168.0,40.559787,-74.112857,128.06,95882.0,,,1,503.0
149654,2078130.0,40.829211,-73.816621,160.0,58656.0,,,5,210.0
121624,1045886.0,40.768958,-73.954674,124.0,19465.0,,,4,108.0
150457,5062516.0,40.554028,-74.149359,146.05,53652.0,,,1,503.0
138829,5095197.0,40.625384,-74.08822,33.0,49966.0,,,1,501.0
138437,5015147.0,40.625648,-74.09148,39.0,98342.0,,,1,501.0
123622,1007397.0,40.722015,-73.993398,43.0,,,,4,102.0
148432,5109684.0,40.562915,-74.116329,128.06,164303.0,,,1,503.0
142423,5045555.0,40.600743,-74.066519,20.02,57182.0,,,1,502.0
122022,1088432.0,40.79471,-73.966752,185.0,69450.0,,,4,107.0
144422,5053756.0,40.582087,-74.089441,112.01,44999.0,,,1,502.0
150031,4541477.0,40.750793,-73.719482,1551.03,,,,3,413.0
148429,5109701.0,40.562915,-74.116329,128.06,164303.0,,,1,503.0
149222,1048078.0,40.780708,-73.954384,148.02,3401.0,,,4,108.0
149632,4221567.0,40.699879,-73.771405,402.0,101532.0,,,3,412.0
140446,5015246.0,40.623169,-74.089193,39.0,85842.0,,,1,501.0
145630,,,,,,,,1,502.0
148050,5055418.0,40.562135,-74.11442,128.06,88566.0,,,1,503.0
140469,4019375.0,40.777219,-73.918923,97.0,21415.0,,,3,401.0
149633,5056398.0,40.560206,-74.111123,128.06,95327.0,,,1,503.0
150054,4282497.0,40.668791,-73.747115,650.0,,,,3,413.0
149646,3172142.0,40.614934,-73.978612,436.0,51406.0,,,2,311.0
146030,5067071.0,40.541409,-74.153972,156.01,55341.0,,,1,503.0
140030,5023894.0,40.635988,-74.131243,207.02,59153.0,,,1,501.0
146433,5053741.0,40.583396,-74.089381,112.01,44743.0,,,1,502.0
138058,4455407.0,40.734494,-73.809383,1227.03,,,,3,408.0
138432,5015256.0,40.622859,-74.088858,39.0,49964.0,,,1,501.0
148045,5113448.0,40.562915,-74.116329,128.06,102697.0,,,1,503.0
138450,5015209.0,40.624094,-74.091766,39.0,70011.0,,,1,501.0
148439,5109724.0,40.562915,-74.116329,128.06,102697.0,,,1,503.0
134842,3164885.0,40.615446,-74.014555,148.0,58785.0,,,2,310.0
148438,3221622.0,40.646235,-73.921104,936.0,66789.0,,,2,317.0
142433,4294223.0,40.650912,-73.847512,892.01,21275.0,,,3,410.0
135222,3163710.0,40.613374,-74.005136,184.0,51166.0,,,2,311.0
146458,5056366.0,40.561098,-74.111175,128.06,55575.0,,,1,503.0
138874,5015225.0,40.623094,-74.092756,39.0,85840.0,,,1,501.0
145642,5053735.0,40.58307,-74.088484,112.01,85632.0,,,1,502.0
130829,5044027.0,40.610873,-74.071856,20.01,55708.0,,,1,501.0
128423,4165788.0,40.735343,-73.726648,1571.02,96982.0,,,3,413.0
140828,5015255.0,40.622834,-74.089275,39.0,93945.0,,,1,501.0
150822,1002083.0,40.718971,-74.010058,39.0,448.0,,,4,101.0
